year, UKESM1-0-LL, CNRM-ESM2-1, IPSL-CM6A-LR, CESM2-WACCM
2.050000000000000000e+03, 1.625265007260615020e-09, 1.900427157302700390e-10, -3.704183418530075916e-09, 4.172169474047785160e-10
2.051000000000000000e+03, 1.631699079230057284e-09, 1.603296796425190865e-10, -3.807681465875153820e-09, 4.081097699297025303e-10
2.052000000000000000e+03, 1.530836257266743738e-09, 1.559309150229544588e-10, -3.323592656908019919e-09, 4.061948952972397116e-10
2.053000000000000000e+03, 1.588731273754724820e-09, 1.499343112371049960e-10, -3.002884356640744941e-09, 4.068172703135898423e-10
2.054000000000000000e+03, 1.755520156832279214e-09, 1.479324032819348418e-10, -4.160134443062370397e-09, 4.055396821984740652e-10
2.055000000000000000e+03, 1.904171495634054404e-09, 1.443336813652187288e-10, -4.036808265557833923e-09, 4.047419294428196751e-10
2.056000000000000000e+03, 1.442145707627757203e-09, 1.302653682860861998e-10, -4.604245712378180466e-09, 3.987190188816199367e-10
2.057000000000000000e+03, 1.361722431559043960e-09, 1.273896639355383825e-10, -4.490945280164126438e-09, 3.973118834187096016e-10
2.058000000000000000e+03, 1.584434088703552069e-09, 1.241726874012328252e-10, -3.854735587882305826e-09, 3.964954969651920387e-10
2.059000000000000000e+03, 1.704228950186339280e-09, 1.204623217515645227e-10, -3.900672595178999004e-09, 3.979245630760434228e-10
2.060000000000000000e+03, 1.532309322153292092e-09, 1.182103752645609636e-10, -4.251314448169891481e-09, 3.987519045027591420e-10
2.061000000000000000e+03, 1.662490834425629163e-09, 1.043218856712895119e-10, -4.507962087716909769e-09, 3.975619278432927491e-10
2.062000000000000000e+03, 1.789258390120822287e-09, 1.023722647977976896e-10, -4.901135894123286890e-09, 3.961714229373653552e-10
2.063000000000000000e+03, 1.701526763147819750e-09, 9.996104431425955494e-11, -4.272464811423677170e-09, 3.974662061235066142e-10
2.064000000000000000e+03, 1.482318582002731843e-09, 1.034372940146754076e-10, -5.051620300680264306e-09, 3.963052233901497538e-10
2.065000000000000000e+03, 1.461261057594200552e-09, 1.033056922578164653e-10, -4.774815445454331986e-09, 3.949140124620144406e-10
2.066000000000000000e+03, 1.357353132707927478e-09, 9.896595737129244584e-11, -4.310824079747288244e-09, 3.953030446454668621e-10
2.067000000000000000e+03, 1.621907968100275385e-09, 9.812865807422334498e-11, -4.334425050853631333e-09, 3.934381982994110968e-10
2.068000000000000000e+03, 1.854338387268775031e-09, 9.678980896585591874e-11, -5.149936358831311275e-09, 3.918958515347477360e-10
2.069000000000000000e+03, 1.683608352079400157e-09, 9.622447937240278535e-11, -4.516242613443848973e-09, 3.902879515282563222e-10
2.070000000000000000e+03, 1.808543424743087729e-09, 9.496145876969714588e-11, -4.448720542035098652e-09, 3.889225063935472275e-10
2.071000000000000000e+03, 2.266851119109909727e-09, 8.841581298337922406e-11, -5.161608542520503321e-09, 3.889884291194751858e-10
2.072000000000000000e+03, 1.711118094198792522e-09, 8.671935938298612004e-11, -4.875061864265363787e-09, 3.880791892268307951e-10
2.073000000000000000e+03, 1.979997290553220370e-09, 7.391896499909284657e-11, -4.973042891549724402e-09, 3.863988014266812190e-10
2.074000000000000000e+03, 2.037196226137973868e-09, 7.365656428988465849e-11, -4.489246120444406988e-09, 3.850106241928815053e-10
2.075000000000000000e+03, 2.039307035271145036e-09, 7.312591725286608783e-11, -4.662559491169953173e-09, 3.833477169965880546e-10
2.076000000000000000e+03, 2.077612162104964483e-09, 1.011334353001526986e-10, -5.137423814486223195e-09, 3.947843317198321678e-10
2.077000000000000000e+03, 2.119846456832091218e-09, 1.006852349494105764e-10, -5.296050706194758444e-09, 3.954311939461392226e-10
2.078000000000000000e+03, 1.884890155057884093e-09, 1.030702089280459855e-10, -4.393669484080879367e-09, 3.940380157796755411e-10
2.079000000000000000e+03, 1.947678312825771145e-09, 1.024329390985443518e-10, -4.406809614087579714e-09, 3.943209899879212546e-10
2.080000000000000000e+03, 1.689467696387291207e-09, 1.051452768424651592e-10, -4.685531754868138427e-09, 3.945209312778005948e-10
2.081000000000000000e+03, 1.686512363334134853e-09, 1.190327663382750289e-10, -5.475143249837467673e-09, 4.082941816926882274e-10
2.082000000000000000e+03, 1.839929206719631927e-09, 1.213939535086412761e-10, -4.529622865836545291e-09, 4.069976349119042841e-10
2.083000000000000000e+03, 2.125866870073314399e-09, 1.241492927998911591e-10, -5.451059905632484096e-09, 4.071536205671291740e-10
2.084000000000000000e+03, 1.785305877947125655e-09, 1.266678417648509780e-10, -5.162238119173317817e-09, 4.045435418445951701e-10
2.085000000000000000e+03, 2.075171650428104109e-09, 1.291362423460890545e-10, -4.668366127116314802e-09, 4.020315985859702595e-10
2.086000000000000000e+03, 2.536562531520438281e-09, 1.287878349462559295e-10, -4.391722289047580804e-09, 4.001158799931558140e-10
2.087000000000000000e+03, 2.460629002631658268e-09, 1.296808100780309464e-10, -4.765610323157592236e-09, 3.991048600240689762e-10
2.088000000000000000e+03, 2.267984082453148281e-09, 1.307117641902448627e-10, -4.874209982462820029e-09, 3.975973751575357648e-10
2.089000000000000000e+03, 1.825734488740370403e-09, 1.317172352268493444e-10, -4.460861419793668438e-09, 3.956933273194213452e-10
2.090000000000000000e+03, 1.790380066585870623e-09, 1.325332445226913630e-10, -4.422208222572994621e-09, 3.956081356538837997e-10
2.091000000000000000e+03, 2.069688402093034978e-09, 1.167685648654809353e-10, -4.623978336479240180e-09, 3.817370638512955471e-10
2.092000000000000000e+03, 2.087451325785878939e-09, 1.119458243668983307e-10, -4.953634555256809088e-09, 3.849608585862093538e-10
2.093000000000000000e+03, 1.922238422079580621e-09, 1.083938471878107160e-10, -4.955763272944481062e-09, 3.872323756157754763e-10
2.094000000000000000e+03, 2.265465194726646827e-09, 1.081853839442210669e-10, -5.457510957065897146e-09, 3.889342375633125866e-10
2.095000000000000000e+03, 2.537199817361677152e-09, 1.068656558692366664e-10, -5.329192681474523707e-09, 3.889974733134627647e-10
2.096000000000000000e+03, 2.050145190367474031e-09, 1.184895217357401619e-10, -5.895684868632035623e-09, 3.899386435876857415e-10
2.097000000000000000e+03, 2.189967644422002781e-09, 1.198178700796524825e-10, -5.405728554107756648e-09, 3.912736970068848745e-10
2.098000000000000000e+03, 2.165393962383597828e-09, 1.193808755975117442e-10, -4.828921062392632407e-09, 3.924093651003141126e-10
2.099000000000000000e+03, 2.030796363480707336e-09, 1.177475594986711574e-10, -4.707174467179123289e-09, 3.923207652305624216e-10
2.100000000000000000e+03, 1.724938684856859162e-09, 1.162312711706742300e-10, -5.513839563070064880e-09, 3.929572966320076530e-10
