year, NorESM2-LM, EC-Earth3-Veg, CESM2-WACCM, UKESM1-0-LL, MPI-ESM1-2-LR, CanESM5, INM-CM5-0, GFDL-ESM4, IPSL-CM6A-LR, CNRM-ESM2-1, MIROC-ES2L, CMCC-CM2-SR5, NorESM2-MM, ACCESS-ESM1-5, TaiESM1, INM-CM4-8
2.075000000000000000e+03, 3.926870668647274021e-02, 1.032357618760610524e-01, 3.544411125138796637e-02, 6.460269014080702310e-02, 3.163387202542822241e-02, -2.454042620665921881e-01, 4.059105466474754453e-01, 2.037311941422075695e-02, 6.548591770083395103e-02, -5.301132452235964888e-03, 2.619538879606136961e-02, 3.071508436240186768e-01, 1.283467056987172561e-01, 1.533632912769498369e-01, -3.608416395100385032e-01, -1.004352746251350875e-01
2.076000000000000000e+03, -1.573480597500571260e-02, 2.633353310720034091e-01, 1.125220118216002790e-01, 7.849521886208031540e-02, 1.392026924425467937e-01, 1.884681828149503968e-01, 3.593649871417511910e-01, 5.226232656600381110e-02, 1.432842004928048529e-01, -5.530475193319208706e-03, -1.581352193335116840e-01, 7.144729230101767858e-02, -7.311539323781217348e-02, 2.414777075354281044e-02, -1.114692308050609093e-01, 4.182050375692799582e-01
2.077000000000000000e+03, 1.527002685449987684e-01, 4.252848470450434903e-01, 8.279106983929812591e-02, 7.072473796040469607e-02, 1.013225304086893680e-01, -6.683974071128413741e-02, 4.078862772089404676e-02, -4.975084941198841537e-02, 6.172289847422119530e-02, 1.943294385009630976e-01, 1.009959549478440383e-01, 3.400232372555198612e-01, 1.300558702634410924e-01, 1.585931646821270996e-02, 1.038421391269101213e-01, 4.909958803577396114e-01
2.078000000000000000e+03, 9.524871173019242021e-02, -9.661210138228718339e-03, 9.629359403285113472e-02, -2.750426466443637100e-02, 2.325917405541408356e-01, 2.693588968228877167e-01, -3.909124967776196613e-02, -9.624963371138542390e-02, -2.281228523736047731e-01, -1.717471427426187636e-01, 1.562397316334296071e-01, 5.015074781218425271e-05, 1.883511085276775299e-01, -6.431509815357343458e-03, 2.690071929703829468e-01, 4.954874751711915715e-01
2.079000000000000000e+03, 7.992067169858707576e-02, 1.758275880820415679e-02, 2.223679693610442210e-01, 5.427497403532818843e-02, 4.193291412837652984e-03, 6.943517869394666420e-01, 1.933333934802014820e-01, -4.202599114905462840e-02, -3.835331474142590624e-02, 1.248120241904426830e-01, 1.598519181647222731e-01, -4.484079509142581133e-01, 6.077477762982858023e-02, 1.281564661374201275e-01, -3.493407647588090970e-01, 6.430044199505364766e-01
2.080000000000000000e+03, -9.370883346045444026e-03, 2.991766283426595952e-02, 1.001780061742335720e-01, -5.104344075876380941e-03, 8.094004951882005638e-02, 2.422183959911996393e-02, 1.836825055898645975e-01, -6.356691827940611286e-03, 1.550380415119253230e-01, -1.495749246286091072e-01, 7.641984181399071041e-02, 5.382028389232248466e-01, -8.274944811327808111e-03, 9.104392521476424582e-02, 6.866623173739944130e-02, 4.564667436587538929e-01
2.081000000000000000e+03, 1.136188670073403489e-01, 2.258275767087805641e-01, -5.866487221872039581e-02, 8.137834402671846861e-04, 1.101462590108751166e-01, 2.143531360620627157e-01, 2.751417207322784386e-01, -8.284052115213548506e-02, 1.266666898232904070e-01, 1.350743499363257216e-01, -2.614503420626752492e-02, 2.150065259929506423e-01, 8.884253834184709098e-02, 6.490109044326392018e-02, 3.022349358934300345e-01, -1.355373271177627847e-01
2.082000000000000000e+03, 4.189157542910721538e-02, 2.865614258425325245e-01, 2.290100926645361745e-01, 2.303507654782781591e-02, 1.918021515993962797e-02, 2.854387989985631563e-02, 3.460857877107144653e-01, -9.632058011283417542e-03, 5.763266832132542955e-02, -7.609665310422825124e-02, -1.108907230823675226e-02, 5.140645585951170160e-01, 8.747083995794464883e-02, 2.455849911271087982e-02, -8.419075358034865120e-02, -2.414014260028992942e-01
2.083000000000000000e+03, 5.719661885649212490e-02, -2.075955577853111356e-02, 2.922093824831895059e-02, 1.344275487216820830e-01, 1.433759021118532206e-01, -2.762646810096373584e-01, 1.923890726801575080e-01, 6.526841092840666991e-02, 1.405201675513954862e-01, 3.787994160084835055e-02, 1.060803568099587951e-01, -1.687858269895344820e-01, -2.597169272176014926e-02, -1.950104812672809676e-02, -9.719117806309021668e-02, 3.112736577220701073e-02
2.084000000000000000e+03, -8.285766187485406331e-02, -5.250279742217315443e-03, 1.482437513454430700e-02, -1.641246310873254247e-02, 1.701673573096383618e-01, 7.083999559860506556e-01, 2.534284508696407201e-01, -8.917044610094879142e-02, -1.623609817080662043e-01, -5.940329929637887946e-02, -4.561780071298802974e-02, 4.539269965210202679e-02, 1.534847956670808977e-01, 6.279756113781562177e-02, 6.124244934106911620e-01, 3.393520835900301624e-01
2.085000000000000000e+03, 9.922458258234208295e-02, 1.235612896543861333e-01, -2.477810651321407653e-02, 5.553355138416062736e-02, 5.608730958970629954e-02, -4.328493009833213612e-01, -1.198667475927072679e-01, -1.962884448461664141e-02, -9.395152069925588600e-02, 2.643769494540705936e-02, -2.137580027560645468e-02, -2.509508029119174588e-01, 8.266110017648263530e-02, -6.816860387866113813e-02, -5.291421233674337143e-01, 7.136550407933535400e-02
2.086000000000000000e+03, 1.034514142781979701e-01, -8.330446335296219640e-02, 2.400640031131261731e-01, 1.532303411619191924e-01, -1.345729406008148721e-01, 2.429905500017404130e-01, -1.146549881687418809e-01, -6.506619151348550824e-03, 7.363403250912485543e-02, -8.707758790700602380e-02, 6.158868954885288747e-04, 4.320473910688198416e-01, 5.553366004084248769e-02, -1.263220696905212326e-01, -6.566105741639803595e-02, 2.589230392283636828e-01
2.087000000000000000e+03, 1.034938460197163262e-01, 2.242087904394117481e-01, 1.190428852569542645e-01, 1.130966050605551887e-01, 9.654903116464207125e-02, -1.548219244437660201e-02, -1.923247717853829308e-02, -7.487916275303960201e-02, 6.165778689221899228e-02, 4.799291744409256433e-02, 1.998751502049938844e-01, 9.695525170307441876e-01, 2.748373166494272671e-02, -1.966564986465921608e-02, 8.021909779794851592e-02, 1.880561817542854564e-01
2.088000000000000000e+03, -1.286257203216903747e-02, -1.305427801905952034e-01, 8.461590088140036325e-02, 6.091498964767060736e-02, 1.267808854753491310e-01, -3.010424863192555645e-01, -4.571824329606657272e-02, 1.787861809741806904e-02, -1.780814533443384959e-02, 9.657700464571004895e-02, 6.470521441277807262e-02, -1.495243366860057876e-02, 6.675617248189653907e-02, -1.134443303971792022e-01, 2.664538337596635831e-01, 1.392726796121521449e-01
2.089000000000000000e+03, 8.333867072184174274e-02, 2.530845972993839843e-01, 2.842987805265241238e-02, -1.294931760812929045e-01, 9.649134912276992326e-02, 1.645027629804045044e-01, 3.679148626934110600e-01, -6.829826987945705752e-02, -7.520788104366465943e-02, -2.051977040333537519e-02, -7.794207421097429367e-02, -5.482571842100719683e-01, 3.555311574221610427e-02, 1.915018768647738789e-01, 1.060369562083294526e-01, 4.390250058781394737e-02
2.090000000000000000e+03, 1.555452973840082062e-02, 5.217460020748398986e-01, 1.840933457706403764e-01, -3.727025644350687172e-02, -7.122268517876755023e-02, 3.013699726313445737e-01, -1.205778271685375297e-01, -1.780522336922599203e-02, -1.088969895474690558e-01, -1.302495691137842970e-01, 1.025313113368010592e-01, -4.508261832068354708e-02, 1.131814812644956481e-01, 2.893039991256960985e-01, -4.099869115034607270e-01, 3.933658746439616105e-01
2.091000000000000000e+03, 1.264994320660874638e-01, 1.298004331973140746e-01, -3.850968746916338253e-02, 4.534862257988058615e-03, 2.823227280326237598e-01, 3.352016026795879844e-01, 9.442299768685756545e-02, 5.196882269326654619e-02, 2.055542914084369510e-01, 1.966528101616818180e-01, 1.783304600688039032e-01, 2.405498501309275561e-01, 5.093988767094811965e-02, 2.623450876514887287e-01, 2.179710033699716054e-01, 4.034748841571210165e-01
2.092000000000000000e+03, 1.219402410533051567e-01, -1.530525134001236298e-01, 2.000398813116164021e-01, 1.294792003088713868e-03, -6.640647290720244622e-02, 2.341025903978697364e-01, 5.423019095860708294e-01, 8.238587720880749532e-02, 1.365636294478428381e-01, -3.626497710393149498e-01, -8.913766105103138049e-03, 1.732664599860467558e-01, 4.482654259935520136e-02, 2.801804230525011680e-02, 2.195905713886652302e-02, 1.872902295271430817e-01
2.093000000000000000e+03, -1.150346981893702047e-01, 2.755358617592045256e-01, 1.936673912702476241e-01, 1.730561023363319170e-02, 2.500464653338994037e-01, 3.777967685151165655e-01, 5.711662449906743655e-01, -8.018045932428806422e-02, -7.535397414438187169e-02, 9.615106366703968233e-02, -1.308076353326068642e-01, 3.272149568559781230e-01, 7.977671999080507281e-02, -1.292017944581899148e-02, 2.623998422027727928e-01, 3.895263547748076816e-01
2.094000000000000000e+03, 6.712930777982532848e-02, 9.944225768899761508e-02, -6.394546943158306530e-04, 5.399959152089952447e-02, 9.978657712266625346e-02, -2.003950348403806259e-01, 3.005120658256530963e-01, -7.767885615071485478e-03, 2.015996010307438968e-01, -1.608580013639389350e-02, 1.413762854370304856e-01, 4.930036718462178502e-01, 6.407727265671094019e-02, -6.047648897961369063e-02, -5.548385565306835493e-02, 5.424806528419372220e-02
2.095000000000000000e+03, 1.359626727857031758e-01, 1.405825013247175292e-01, 1.247193428362159406e-01, 9.364447852634226466e-02, 1.496100213450927696e-01, -3.554472857449504919e-01, 2.543155147348252210e-01, -3.187109642564819184e-02, 6.196328788815966271e-02, -1.872340859426293788e-02, 2.025667444340127077e-01, -3.454246315200531492e-01, -4.120159620815648516e-02, 5.983167903173753494e-02, -4.421855346012369681e-02, 5.867469277447080467e-01
2.096000000000000000e+03, 8.247992192117052646e-02, 1.025284292937080621e-01, -5.258594627965271218e-02, 2.327971441959384921e-02, 1.085143541546056273e-01, 5.379528360643723861e-01, -6.790036313261443857e-02, -8.836129698788577902e-02, 2.021798498098157648e-01, -1.574255667228451061e-02, -1.502412083637914798e-03, 7.194105951535789516e-03, 1.504929434571158076e-01, -4.574952357067654796e-02, -2.146359576289698090e-01, 4.494267543526499209e-02
2.097000000000000000e+03, -5.639556925168511675e-02, 7.692610614254172252e-02, 2.311341963978491565e-01, -1.573530800058673025e-03, 1.222596155262763856e-01, 3.198943853782939550e-01, -8.299095020336538786e-02, 2.328906790836541597e-03, -1.087351267814168632e-01, -7.290687897396358474e-02, -2.168754551489758819e-01, 1.196057758600455045e-02, 1.065883327645211764e-01, -2.053643197725693592e-01, 3.772300489221155351e-01, 2.538129297869586298e-01
2.098000000000000000e+03, 1.074645494807825036e-01, 1.253478415463371021e-01, 3.067006972840407436e-02, 8.843104910076907132e-02, -3.861526243214963294e-02, 2.974824023791052263e-01, 4.750085930550842495e-01, -6.028410179444436412e-03, -5.424141152360574536e-02, -1.062573949597441225e-01, 5.866610395729583705e-02, 2.961933124214924939e-01, 1.781713879812895918e-01, 5.798875062476297609e-02, -1.916636083973448923e-01, 1.903611424089315385e-01
2.099000000000000000e+03, 1.351510931171633068e-01, 4.070954644997231558e-02, 1.807735163780697374e-01, -5.521776685221866515e-02, 8.062088344998823153e-02, -1.178208094647807680e-01, 5.618695815125310800e-01, -4.501179098656841321e-02, -4.574485815199481886e-02, -4.101433538044883809e-02, 3.342758173778562214e-01, 6.996831478490799297e-03, -1.419307530922813698e-01, -1.301722520409009376e-01, 2.800046169494236348e-01, 2.844337122534013607e-01
2.100000000000000000e+03, -8.971572381532950946e-02, -2.178741286768546344e-04, 1.643843112055653755e-01, -1.832189033407631285e-01, 3.362209615836071752e-02, 4.193425101616574113e-01, 1.948220621658049113e-03, 2.582796678933607995e-02, 1.657323020675232073e-01, -8.403638402455158862e-02, 1.409026283002490776e-01, 3.939886968233602405e-02, 1.353175668743617222e-01, -2.546768386782093108e-02, -2.670725022031668061e-01, -1.696190619492642451e-02
