year, TaiESM1, NorESM2-LM, GFDL-ESM4, MPI-ESM1-2-LR, CNRM-ESM2-1, CESM2-WACCM, EC-Earth3-Veg, GFDL-ESM4, NorESM2-MM, NorESM2-MM, TaiESM1, CNRM-ESM2-1
2.089000000000000000e+03, 1.452367406332761251e-10, 8.020077968894231350e-11, 1.039952642367581770e-10, 1.446014764957046509e-10, 1.328827379254726825e-10, 3.080319525932889975e-10, 5.233803640182848629e-10, 1.000201763724097711e-10, 1.534998785247698241e-10, 1.534998785247698241e-10, 1.452367406332761251e-10, 1.328827379254726825e-10
2.090000000000000000e+03, 1.715390982258109167e-10, 1.702490811167535316e-10, 7.298827367226469229e-11, 1.253954308394560372e-10, 1.790457719799000607e-10, 2.109367555090559105e-10, 5.376559663098600404e-10, 6.910133884527615390e-11, 1.398064131184480991e-10, 1.398064131184480991e-10, 1.715390982258109167e-10, 1.790457719799000607e-10
2.091000000000000000e+03, 1.067217196236848224e-10, 1.138097741377590126e-10, 8.532940455996329808e-11, 1.339885968980217929e-10, 1.209271522524617269e-10, 1.945604064666497419e-10, 1.177768986570399585e-09, 8.153193274758862745e-11, 1.414993478009252734e-10, 1.414993478009252734e-10, 1.067217196236848224e-10, 1.209271522524617269e-10
2.092000000000000000e+03, 1.142544312294438996e-10, 1.696321832768743987e-10, 8.104595633007967578e-11, 1.323923105240836935e-10, 1.677367886188399381e-10, 1.894649078630314279e-10, 2.115622440851589361e-09, 7.694946460556882322e-11, 1.611861328108820310e-10, 1.611861328108820310e-10, 1.142544312294438996e-10, 1.677367886188399381e-10
2.093000000000000000e+03, 1.532268202784548403e-10, 1.520150408641455710e-10, 9.686106176066646437e-11, 1.361874032940641590e-10, 9.623407811094525260e-11, 1.145829553237551699e-10, 7.545955150266922262e-10, 9.294117940242436950e-11, 1.162070470435305348e-10, 1.162070470435305348e-10, 1.532268202784548403e-10, 9.623407811094525260e-11
2.094000000000000000e+03, 1.590387881084661766e-10, 1.191126397321892019e-10, 1.512048687582459888e-10, 1.358003703640939438e-10, 1.315960998590385627e-10, 3.056027266601793028e-10, 1.030699024461897367e-09, 1.472405863632378216e-10, 1.572552843601714992e-10, 1.572552843601714992e-10, 1.590387881084661766e-10, 1.315960998590385627e-10
2.095000000000000000e+03, 1.659977281084235282e-10, 9.281487441295678589e-11, 1.369529289118397175e-10, 1.506103984839864729e-10, 1.397742036394783927e-10, 2.044264584700769155e-10, 1.130834202656010573e-09, 1.329221697167521784e-10, 1.188062359119190940e-10, 1.188062359119190940e-10, 1.659977281084235282e-10, 1.397742036394783927e-10
2.096000000000000000e+03, 1.925749012570844441e-10, 9.198920968504447416e-11, 1.291413252408630408e-10, 1.354773469707785334e-10, 1.161232810466929587e-10, 2.343377800073020143e-10, 9.903071854084243956e-10, 1.253637220606891402e-10, 1.326005733191161999e-10, 1.326005733191161999e-10, 1.925749012570844441e-10, 1.161232810466929587e-10
2.097000000000000000e+03, 1.134929583165903533e-10, 1.448782893476528793e-10, 1.101937413420798096e-10, 1.433721850809284362e-10, 2.364020929628553695e-10, 1.478750002749746038e-10, 9.076672895342562188e-10, 1.062739516010270401e-10, 1.085975852179139343e-10, 1.085975852179139343e-10, 1.134929583165903533e-10, 2.364020929628553695e-10
2.098000000000000000e+03, 1.320206866896102616e-10, 1.592360974820646533e-10, 1.165015884411339188e-10, 1.416190898333061261e-10, 1.261319292776639849e-10, 1.848117432858878732e-10, 7.684289774503712802e-10, 1.127299393126943485e-10, 2.038883779588336125e-10, 2.038883779588336125e-10, 1.320206866896102616e-10, 1.261319292776639849e-10
2.099000000000000000e+03, 1.064638907188228441e-10, 1.581714946790995968e-10, 1.103740255488595197e-10, 1.238430538996458028e-10, 1.307686120207608937e-10, 1.277047068246694456e-10, 1.095248272116986657e-09, 1.064984869618253106e-10, 2.186706555419647851e-10, 2.186706555419647851e-10, 1.064638907188228441e-10, 1.307686120207608937e-10
2.100000000000000000e+03, 1.893229325682684131e-10, 1.745872009260655835e-10, 1.255366062130027097e-10, 1.134141465366396148e-10, 1.818928842735963100e-10, 1.888661378217556026e-10, 1.789429887766435556e-09, 1.217205791389199164e-10, 1.723020630289879475e-10, 1.723020630289879475e-10, 1.893229325682684131e-10, 1.818928842735963100e-10
