year, GFDL-ESM4, INM-CM4-8, CMCC-CM2-SR5, ACCESS-ESM1-5, NorESM2-MM, NorESM2-LM, CESM2-WACCM, EC-Earth3-Veg, CanESM5, INM-CM5-0, MIROC-ES2L, IPSL-CM6A-LR, CNRM-ESM2-1, MPI-ESM1-2-LR, UKESM1-0-LL, TaiESM1
2.073000000000000000e+03, 1.337042041857834151e+00, 7.047564410741379071e+00, 4.963138994037173291e+00, 2.241557020398664779e+00, 3.320161336297732024e+00, 3.244046327281257192e+00, 4.052500147568331990e+00, 6.186518130305212360e+00, 8.808612152488608515e+00, 6.124983663079969887e+00, 3.805029474055134031e+00, 4.016498780103155752e+00, 6.367778792423102630e+00, 7.184955241678035343e+00, 3.850692560309985080e+00, 5.068812911744797312e+00
2.074000000000000000e+03, 1.406320902129391648e+00, 7.185610324612322408e+00, 4.241351504035104192e+00, 2.292924241856916456e+00, 3.458820906245724469e+00, 3.230714471204189753e+00, 3.954204610579483248e+00, 6.313098039248644433e+00, 8.853897268629086881e+00, 6.463093463555267704e+00, 3.714155963217151246e+00, 3.743419993150416847e+00, 5.908607015614711244e+00, 7.104080008736912255e+00, 3.725011215288080990e+00, 5.626595238730014437e+00
2.075000000000000000e+03, 1.490583448000272204e+00, 6.714370112492503040e+00, 4.904995405400003783e+00, 2.565088154675593035e+00, 3.631987441602754441e+00, 2.922511444565151884e+00, 3.854167685941651378e+00, 6.452867038167071634e+00, 8.927491748663411997e+00, 6.428397899320751563e+00, 3.607270506402100008e+00, 4.049561473693934488e+00, 5.818170454449790974e+00, 7.759038381069852441e+00, 3.798997476360061132e+00, 5.084539924029054525e+00
2.076000000000000000e+03, 1.612997703078545841e+00, 7.316615024164212500e+00, 4.613955227742278176e+00, 2.474988928264605370e+00, 3.358808963708552753e+00, 3.218946289715022502e+00, 3.903943976776733660e+00, 6.264397936567609015e+00, 9.044173798592956004e+00, 6.515793221892777431e+00, 3.447260323134978766e+00, 4.386274336113616279e+00, 5.587270923678495649e+00, 8.067332831959374673e+00, 3.846870125018846842e+00, 4.764243391609072731e+00
2.077000000000000000e+03, 1.515450604130096801e+00, 7.427786086311670033e+00, 5.168220570929950242e+00, 2.465077017295800754e+00, 3.653804591826920856e+00, 3.528570128337363609e+00, 4.096276317776381681e+00, 7.084028711799746247e+00, 9.115194333388492609e+00, 6.162510677364140044e+00, 3.748179580128870203e+00, 4.397394606645028681e+00, 6.695202493843258829e+00, 8.116304270500496187e+00, 3.865648707101764003e+00, 4.960043766603615900e+00
2.078000000000000000e+03, 1.387281004947033436e+00, 7.423298371099874338e+00, 4.672342753048400077e+00, 2.428561799341275140e+00, 3.890263006040078686e+00, 3.422610840562106738e+00, 4.203975446203835453e+00, 6.697278590452484082e+00, 9.243976841787949539e+00, 6.120367518039809163e+00, 3.807052715243209651e+00, 3.430687125668805848e+00, 5.239019576927624655e+00, 8.801530644238326317e+00, 3.573528470254897726e+00, 5.317612216386097934e+00
2.079000000000000000e+03, 1.394376734610315305e+00, 7.656009457953217634e+00, 3.968666607261489343e+00, 2.645568432614462839e+00, 3.462437893678867340e+00, 3.332152866274875613e+00, 4.408313628997862388e+00, 6.403821702965081464e+00, 9.512908112856152343e+00, 6.425767489868295712e+00, 3.837653063034276890e+00, 3.642733433526469611e+00, 6.568509209287054063e+00, 7.905848299583202454e+00, 3.745333666971992326e+00, 4.764151259777879233e+00
2.080000000000000000e+03, 1.451849941408938527e+00, 7.424132169691925576e+00, 5.095158631723155196e+00, 2.636320671008477223e+00, 3.533347872118520527e+00, 3.164766255729383637e+00, 4.163082980264402266e+00, 6.370317835850797472e+00, 8.893780143303278152e+00, 6.261261494067415612e+00, 3.787134183849462765e+00, 4.063141625785307021e+00, 5.275894695183040994e+00, 8.119185704745879306e+00, 3.324815163148661767e+00, 4.831524962818485314e+00
2.081000000000000000e+03, 1.377677175013185540e+00, 6.885599462578692709e+00, 5.018161074581426462e+00, 2.640073321093181047e+00, 3.486676890909879312e+00, 3.493639793639363944e+00, 4.037282118078085347e+00, 6.488541491629067792e+00, 8.927169851910608855e+00, 6.516780950752477430e+00, 3.733427203805937733e+00, 4.483081520168857637e+00, 6.272143472791311680e+00, 8.515725488791060727e+00, 3.425953858879148495e+00, 5.272743734939147942e+00
2.082000000000000000e+03, 1.469585156122606540e+00, 6.779101788053985445e+00, 5.771491540217724925e+00, 2.601231164569060450e+00, 3.245896250997434063e+00, 3.035465038732037879e+00, 4.378820124643511669e+00, 6.416120278408731004e+00, 9.079129396776870919e+00, 6.622538356614952271e+00, 3.663428856009004253e+00, 3.966818606755967203e+00, 6.027915780636472043e+00, 7.981820747162426954e+00, 3.515989343153562707e+00, 5.235452162091799977e+00
2.083000000000000000e+03, 1.631585048147909056e+00, 6.963784660091924650e+00, 4.938195847168871389e+00, 2.527460815558010498e+00, 3.406763729171804922e+00, 3.216546238229744059e+00, 3.951680820151567630e+00, 6.460941246311114661e+00, 9.122586967782378764e+00, 6.457573336262066199e+00, 3.813695918987970668e+00, 4.541009072228146870e+00, 6.472825406789087133e+00, 8.290534661524317173e+00, 3.895004439564929033e+00, 5.131889592859349314e+00
2.084000000000000000e+03, 1.497345485493836392e+00, 7.440721811975000932e+00, 4.868946086270856455e+00, 2.637572642739752560e+00, 3.763310143240004901e+00, 3.012325312558435275e+00, 3.826026405150710907e+00, 6.616287994387921145e+00, 9.323874285722650868e+00, 6.564542206696131643e+00, 3.653597402670065275e+00, 3.983942971029454938e+00, 5.932309828897836645e+00, 8.850586571424544857e+00, 3.473478136082063461e+00, 5.834997833687548763e+00
2.085000000000000000e+03, 1.524454139598506952e+00, 7.179648929162602222e+00, 4.393268165861587526e+00, 2.425783435274973421e+00, 3.822290427367535326e+00, 3.246461977142909294e+00, 3.725667527303013760e+00, 6.527584302678724804e+00, 9.132802816683891933e+00, 6.097141784835644174e+00, 3.738632823235652491e+00, 3.763333476935500244e+00, 6.114529799654251363e+00, 7.967768654264538064e+00, 3.919475527181724761e+00, 5.198187184689433415e+00
2.086000000000000000e+03, 1.575044358668047817e+00, 7.353079678606779801e+00, 5.153995236228480437e+00, 2.293561449896938331e+00, 3.744385727357301352e+00, 3.228432959607621111e+00, 4.349330450922989755e+00, 6.435867137904015323e+00, 9.342154513975414076e+00, 6.324822521847851320e+00, 3.762623104063514745e+00, 3.679654424436086035e+00, 5.574985191797011908e+00, 7.198692826162082170e+00, 4.467488674929358083e+00, 5.108011409028765826e+00
2.087000000000000000e+03, 1.511995330333242959e+00, 7.246531658878468285e+00, 6.306265528290277089e+00, 2.350752990130568598e+00, 3.557094326555472641e+00, 3.059734829398922606e+00, 4.328160359031564930e+00, 6.616348019928388169e+00, 9.499978913116457591e+00, 6.296805382339030643e+00, 3.923150995234131244e+00, 3.969253121625172298e+00, 6.244562797319125558e+00, 7.459226894048470946e+00, 4.190534239298235875e+00, 4.993049784964361137e+00
2.088000000000000000e+03, 1.581098081193870630e+00, 7.281105656725764597e+00, 5.853604184544899169e+00, 2.240008136912466252e+00, 3.601391051624414974e+00, 3.315393050891424220e+00, 4.177662524228538565e+00, 6.297756028116324067e+00, 9.488563914065469618e+00, 6.269266349450203890e+00, 3.756669379093657835e+00, 3.842056638981126593e+00, 6.536763573495589341e+00, 8.215545447815639335e+00, 4.028127244503280302e+00, 5.456054451200811783e+00
2.089000000000000000e+03, 1.490606913966166180e+00, 7.142716052837727148e+00, 4.428347491118348245e+00, 2.727268568905642621e+00, 3.531127319836334433e+00, 3.572324474119283000e+00, 4.036938830048256932e+00, 6.507608715910474295e+00, 9.902230453950782163e+00, 6.724998466824291476e+00, 3.671019526912685293e+00, 3.661312091205322083e+00, 5.895013698260944679e+00, 8.440414421948940316e+00, 3.525118936400795988e+00, 5.663659723752185293e+00
2.090000000000000000e+03, 1.504825396795470338e+00, 7.541395059959152825e+00, 4.733737009747220448e+00, 3.035444910469310642e+00, 3.616359116407167118e+00, 3.251536745687828134e+00, 4.285903069133394361e+00, 7.162339948532623346e+00, 9.750788517979509962e+00, 6.109336814788935754e+00, 3.842645191411023120e+00, 3.562000610310398052e+00, 5.685117251732007659e+00, 8.412308661939659871e+00, 3.620297088518555917e+00, 5.107072301777037637e+00
2.091000000000000000e+03, 1.646738305957325066e+00, 7.736323755659757495e+00, 5.153429985990828577e+00, 3.106208977224926837e+00, 3.614844822941303271e+00, 3.450989317668775591e+00, 4.090120762230062823e+00, 7.009183576290478612e+00, 9.736129076314780306e+00, 6.495027121014181226e+00, 3.947081249626845256e+00, 4.037408209992611852e+00, 6.818317856118656373e+00, 8.584409590687119618e+00, 3.961990863009910324e+00, 5.590868116329248849e+00
2.092000000000000000e+03, 1.802634344340612538e+00, 7.479038670978434666e+00, 5.176586509813995818e+00, 2.823741262450852219e+00, 3.642561644362245499e+00, 3.315040680193824585e+00, 4.440489903440308694e+00, 6.382934637913138864e+00, 9.286632776498439767e+00, 7.145997235525967106e+00, 3.783478277036188331e+00, 4.261394835419923588e+00, 6.121593621639406457e+00, 8.029439030190136606e+00, 3.809486452215185004e+00, 5.695898179234046843e+00
2.093000000000000000e+03, 1.633634152585105470e+00, 7.699286668275809653e+00, 5.507612163334231425e+00, 2.690277508117624006e+00, 3.765878804881429343e+00, 3.071595470971506536e+00, 4.662132846156250565e+00, 6.875467719504569253e+00, 9.368470679367295162e+00, 7.199299959656713099e+00, 3.672452262876916063e+00, 4.019656282208941001e+00, 7.101782521306780893e+00, 9.156701541663755606e+00, 3.702958072466734585e+00, 5.963203980491612377e+00
2.094000000000000000e+03, 1.646184060044985964e+00, 7.390020272616212083e+00, 6.089854268215811217e+00, 2.634134574232601000e+00, 3.522319924884153242e+00, 3.454262701311376027e+00, 4.013055780201399969e+00, 6.891085994468298281e+00, 9.633381396035639810e+00, 6.757001416655868731e+00, 3.968262981513862808e+00, 4.599467488439296758e+00, 6.101030150579995315e+00, 9.176915034435733531e+00, 4.211049984496201049e+00, 5.803239978916960418e+00
2.095000000000000000e+03, 1.638651176643044716e+00, 7.978226497379537818e+00, 4.800690555671724091e+00, 2.754440094760815860e+00, 3.641989388957226126e+00, 3.676132433871728722e+00, 4.057342300362921428e+00, 6.746251602784679058e+00, 9.576288369283352253e+00, 6.827302840515702798e+00, 4.029878098309982448e+00, 4.400694732355101557e+00, 6.252909558299911907e+00, 9.040350944978289505e+00, 4.582311662734998237e+00, 5.566477614814635544e+00
2.096000000000000000e+03, 1.548763309439233238e+00, 7.521724076366967715e+00, 5.130793976725525063e+00, 2.615432461783673723e+00, 3.972992636340535899e+00, 3.543446530363282942e+00, 3.961069634863140898e+00, 6.822392224228523538e+00, 9.865754968000423730e+00, 6.363269174311856347e+00, 3.766657674649503296e+00, 4.859441133341690033e+00, 6.159665242004504826e+00, 9.032169024067798091e+00, 3.722738822595466068e+00, 5.184282837249082121e+00
2.097000000000000000e+03, 1.632040494023500043e+00, 7.719346139215669034e+00, 4.936843918220590766e+00, 2.319970986682114766e+00, 3.983727490606332466e+00, 3.433779721136136942e+00, 4.304855492301822295e+00, 6.475470859092792963e+00, 9.635151589526932625e+00, 6.385647131523811026e+00, 3.594502303148886302e+00, 4.196321147515872596e+00, 6.072734500841743710e+00, 9.542071933705786435e+00, 4.190079605668422857e+00, 5.870808058963767451e+00
2.098000000000000000e+03, 1.655435761607682243e+00, 7.583770694172063287e+00, 5.351577355252715051e+00, 2.643137907082155902e+00, 3.658158330253020285e+00, 3.505318563449261848e+00, 4.119420305268822524e+00, 6.817514265984472743e+00, 9.802073684768954465e+00, 7.119469181674109137e+00, 3.893863171726028582e+00, 3.955717669274667170e+00, 5.754681054091198789e+00, 9.226191278998445711e+00, 4.087241178623677307e+00, 5.708917841753891942e+00
2.099000000000000000e+03, 1.615700146682170324e+00, 7.899500461577565247e+00, 5.204411763169826344e+00, 2.423975196548235456e+00, 3.216377218362113766e+00, 3.356119704990649932e+00, 4.435757907174246562e+00, 6.929964353891705287e+00, 9.999764996553940577e+00, 7.217718209605003210e+00, 4.170905468592578380e+00, 3.880446499690445528e+00, 5.939804680389145553e+00, 8.973185400682202939e+00, 3.920486143919456712e+00, 6.213957101957546136e+00
2.100000000000000000e+03, 1.696675092060564438e+00, 7.512845279964187384e+00, 4.964525735647592697e+00, 2.500662017112081248e+00, 3.503644101192259441e+00, 3.044001346926513918e+00, 4.286399549501255457e+00, 6.732871394917351537e+00, 9.970068995889361574e+00, 6.674987825166329714e+00, 4.058460856721343823e+00, 4.657615527920592413e+00, 6.261102401755844760e+00, 9.426462576474488486e+00, 3.553534468370219024e+00, 5.466786104161980298e+00
