year, TaiESM1, CESM2-WACCM, INM-CM4-8, GFDL-ESM4, CMCC-CM2-SR5, CanESM5, UKESM1-0-LL, MPI-ESM1-2-LR, EC-Earth3-Veg, NorESM2-LM, ACCESS-ESM1-5, INM-CM5-0, NorESM2-MM, MIROC-ES2L, IPSL-CM6A-LR, CNRM-ESM2-1
1.860000000000000000e+03, 9.879035267532347842e-01, 1.480744488397785164e+00, 1.831594183760597572e+00, 1.558643152790381681e+00, 2.094571377012762081e+00, 3.220678933065668659e+00, 2.362436578894559602e+00, 2.459429551710383244e+00, 1.434079209928726062e+00, 1.206015830083737139e+00, 2.214343515513960803e+00, 2.123040773892903577e+00, 1.484228130551089597e+00, 2.663109591890549410e+00, 1.822289646541609631e+00, 2.251412304625207028e+00
1.861000000000000000e+03, 1.010918382087116596e+00, 1.363992766968257220e+00, 2.117083660025352643e+00, 1.651272358843576926e+00, 2.016627076407461416e+00, 3.383852736735162736e+00, 2.238449142048059670e+00, 2.847889729329871944e+00, 1.411724362015227108e+00, 1.230352882368952905e+00, 2.293270180930173652e+00, 2.449188149416050120e+00, 1.475302655364052917e+00, 2.467578659919440476e+00, 1.871115283838464372e+00, 2.217673181881639533e+00
1.862000000000000000e+03, 1.031268349172294041e+00, 1.420108501182099747e+00, 2.214847849708096117e+00, 1.704593040997567588e+00, 2.124003749731166124e+00, 3.328215147510313443e+00, 2.345849939167750975e+00, 2.803488819593084269e+00, 1.396020778421498187e+00, 1.341499522673239575e+00, 2.382996992743746212e+00, 2.230708402745956942e+00, 1.450840298105480652e+00, 2.472216743242269477e+00, 1.743446025631126162e+00, 2.113011648244655927e+00
1.863000000000000000e+03, 1.018869776211319689e+00, 1.434855725484585731e+00, 2.111295947496966363e+00, 1.747828942449277889e+00, 1.818644058122838247e+00, 3.377701631120439973e+00, 2.382072795793209963e+00, 2.730772076363479961e+00, 1.268047573283765717e+00, 1.311992631213440452e+00, 2.437803797418675256e+00, 2.124451777650663065e+00, 1.467054541194638295e+00, 2.437452549476833763e+00, 1.771848993629894675e+00, 2.019474744169083902e+00
1.864000000000000000e+03, 1.002224568711971520e+00, 1.356957378808691050e+00, 2.319667750655717953e+00, 1.787127982150253258e+00, 1.822355467395595507e+00, 3.107771762337305788e+00, 2.620183015269283544e+00, 2.500523518377918197e+00, 1.495444102134211750e+00, 1.164451735069237159e+00, 2.416072642094299283e+00, 2.220893134101205924e+00, 1.426697584635357341e+00, 2.587860424080588029e+00, 1.714575921521386048e+00, 2.130371288725017020e+00
1.865000000000000000e+03, 1.014367322862750997e+00, 1.392344326545056354e+00, 2.207065522444162653e+00, 1.747688664028570482e+00, 2.115146088549857417e+00, 3.269121376616395125e+00, 2.408923597027403218e+00, 2.396237183090587752e+00, 1.314516392164994274e+00, 1.260114492027420319e+00, 2.296403066664850279e+00, 2.089214657259529595e+00, 1.445830063795671139e+00, 2.656580226775168807e+00, 1.719900328894723440e+00, 2.029290359284972034e+00
1.866000000000000000e+03, 9.680261467102336814e-01, 1.402751050895311158e+00, 2.170387973092165801e+00, 1.824867628261086283e+00, 1.745976113258807194e+00, 3.386892705748371313e+00, 2.182865430121003314e+00, 2.479086879407829347e+00, 1.622685806915849183e+00, 1.312120688090902210e+00, 2.205372058907304034e+00, 2.306916426288898148e+00, 1.420962320209534946e+00, 2.635660517422492966e+00, 1.636442892324929010e+00, 1.961123399161398773e+00
1.867000000000000000e+03, 1.042971679235271454e+00, 1.431779031564961224e+00, 2.048683192446398404e+00, 1.735486926556925047e+00, 1.917956042003658546e+00, 3.337641383739077039e+00, 2.239885459250327226e+00, 2.639692106310610686e+00, 1.521054838164480838e+00, 1.238538123039861993e+00, 2.048537097918045724e+00, 2.107770713062469436e+00, 1.410788691737881573e+00, 2.493984795491916984e+00, 1.661079748964713554e+00, 2.182073523089399725e+00
1.868000000000000000e+03, 1.046170280444143952e+00, 1.427535081450761689e+00, 2.067959463639123197e+00, 1.660855570412890447e+00, 1.934574160043382118e+00, 3.296872724069094041e+00, 2.106421898794251568e+00, 2.743203041095908734e+00, 1.625071952866502745e+00, 1.299727545666640172e+00, 2.302674632972659285e+00, 2.305414285301734090e+00, 1.290639212039015105e+00, 2.545279919501936217e+00, 1.768886677418929354e+00, 1.950486253578314289e+00
1.869000000000000000e+03, 9.317236250411610188e-01, 1.468870278507849347e+00, 2.078013826068693781e+00, 1.647499100359011592e+00, 2.224337333683894080e+00, 3.323248895932162217e+00, 2.079105439950176937e+00, 2.633007113788732312e+00, 1.540297413756023470e+00, 1.343324234426021668e+00, 2.070892934182793521e+00, 2.312835280453918951e+00, 1.190176668845765562e+00, 2.562403145206157973e+00, 1.677978332211252033e+00, 2.384362531988921674e+00
1.870000000000000000e+03, 9.315597803833175483e-01, 1.378410250388750979e+00, 2.138013693049202857e+00, 1.578504617791321119e+00, 2.066725025484229317e+00, 3.339917674768904998e+00, 1.844363513414285727e+00, 2.402419308544121002e+00, 1.218261647845876539e+00, 1.241240763447091222e+00, 2.140574344509076798e+00, 2.106628148121058253e+00, 1.163180658429844527e+00, 2.517116982809187942e+00, 1.609598368978558014e+00, 1.980130234125907274e+00
1.871000000000000000e+03, 1.064495954525756183e+00, 1.470631355488963843e+00, 2.058464533761838577e+00, 1.697176213841948833e+00, 1.647764561951820195e+00, 3.116042058963869099e+00, 2.134602023723469078e+00, 2.628334435940244518e+00, 1.420666780615426950e+00, 1.322771769023309174e+00, 2.295238380265039346e+00, 2.145617055766281034e+00, 1.272474576541472668e+00, 2.559887009887711340e+00, 1.594234204949543487e+00, 2.000392654212937327e+00
1.872000000000000000e+03, 1.064927852262764763e+00, 1.376254796157005522e+00, 1.946391578491304619e+00, 1.561127977776065823e+00, 1.529603834794694306e+00, 3.365025596803382868e+00, 2.218595642853073979e+00, 2.652495916059976366e+00, 1.341986250179076912e+00, 1.266679852143937302e+00, 2.226842923509789074e+00, 2.275645514775020750e+00, 1.336606373422296379e+00, 2.593498050366710661e+00, 1.896954785595748927e+00, 2.221419034035971407e+00
1.873000000000000000e+03, 1.127673992675296111e+00, 1.429965315213570953e+00, 2.043442334985534181e+00, 1.548515167312759511e+00, 2.261038273070195448e+00, 3.261642064070222613e+00, 2.355927650197770173e+00, 2.738852545869198352e+00, 1.506871668495333383e+00, 1.192235430607916147e+00, 2.272276188356452398e+00, 2.168063678729775567e+00, 1.375854733708653743e+00, 2.497717766685048080e+00, 1.744236257164654358e+00, 2.115643072418580850e+00
1.874000000000000000e+03, 8.687107800477206210e-01, 1.384617601857584868e+00, 2.085137357081470189e+00, 1.633744462395523955e+00, 2.067934748908142772e+00, 3.468877202340950650e+00, 2.393216735194078293e+00, 2.565997537829644237e+00, 1.532254377785378097e+00, 1.264046932413629865e+00, 2.403946761579883074e+00, 2.203855877723659429e+00, 1.364396764333233536e+00, 2.535803527329719032e+00, 1.867378517285597672e+00, 2.201379447576596426e+00
1.875000000000000000e+03, 9.619469965015536861e-01, 1.492241914722236107e+00, 2.003812895018931339e+00, 1.494935045647904914e+00, 1.812716518647750075e+00, 3.424663411549929037e+00, 2.123465481278794975e+00, 2.558276149185538806e+00, 1.564787434920738463e+00, 1.282405232483029733e+00, 2.350279218148255911e+00, 2.250622145284017606e+00, 1.438957848367883319e+00, 2.494299092421960129e+00, 1.955084676400995924e+00, 1.810475179810537627e+00
1.876000000000000000e+03, 1.024451762158388846e+00, 1.509444510262784256e+00, 2.232427245455857800e+00, 1.692597904118288588e+00, 1.936249574129374151e+00, 3.286391722183569453e+00, 2.205987388386197789e+00, 2.597170725146451087e+00, 1.345533187233787453e+00, 1.234624221559369461e+00, 2.338783155912349088e+00, 2.361309749972214433e+00, 1.354530160740857303e+00, 2.537524010906009320e+00, 1.856757043667435658e+00, 2.021429148379733753e+00
1.877000000000000000e+03, 1.086154983562406695e+00, 1.331257872396911290e+00, 2.046202671285479280e+00, 1.619837243810118732e+00, 1.792596639660665847e+00, 3.239139195989060305e+00, 2.436807092354257076e+00, 2.590726143983694829e+00, 1.570028539575910820e+00, 1.171725586399887220e+00, 2.347934074613033939e+00, 2.186653790398466413e+00, 1.370357253486198079e+00, 2.535431694872351649e+00, 1.740086877257188247e+00, 2.056610680202513475e+00
1.878000000000000000e+03, 9.579135193049794772e-01, 1.496230994918426482e+00, 2.174115368452164798e+00, 1.672411228451952114e+00, 1.910909407765427170e+00, 3.288598235599595299e+00, 2.669099461978261978e+00, 2.608893590825501096e+00, 1.645500774867792337e+00, 1.324753893959746076e+00, 2.349130391955748021e+00, 2.000669114331883769e+00, 1.344915375450964623e+00, 2.572254895995699009e+00, 1.728164497545964906e+00, 2.328230830322996603e+00
1.879000000000000000e+03, 9.980159700259174649e-01, 1.492207821904720344e+00, 2.209408537429295105e+00, 1.661530981657073136e+00, 2.012776997889230479e+00, 3.173168381953063832e+00, 2.496555290558778228e+00, 2.470615738093008940e+00, 1.529050580822429728e+00, 1.280948234753974901e+00, 2.372910735924439685e+00, 2.229107050114767841e+00, 1.378021426567833219e+00, 2.658371329973483910e+00, 1.811676641303901381e+00, 2.130968429097494621e+00
1.880000000000000000e+03, 9.228761617653831184e-01, 1.458798715801617796e+00, 2.181298948021975992e+00, 1.580268184076038418e+00, 1.993604597005445234e+00, 3.451557974424765973e+00, 2.430679843633917425e+00, 2.698191704244915723e+00, 1.433251981735722325e+00, 1.203751983712284979e+00, 2.302752442680918499e+00, 2.217169342472130822e+00, 1.388805879889802419e+00, 2.506656787509748519e+00, 2.016891173279775185e+00, 1.911640057000424830e+00
1.881000000000000000e+03, 9.003354898889363023e-01, 1.420272453021488968e+00, 2.019224223826437736e+00, 1.646720012200776795e+00, 1.897605404532529239e+00, 3.570633407827446426e+00, 2.026985142716992261e+00, 2.928523979274491928e+00, 1.541756282224179486e+00, 1.239318729844423039e+00, 2.387201908114730209e+00, 2.064557624765581245e+00, 1.362632862067441053e+00, 2.624865656489410171e+00, 1.865532994875719552e+00, 2.051080038834082409e+00
1.882000000000000000e+03, 1.081901125575829292e+00, 1.411426398004782756e+00, 2.005650832724013455e+00, 1.644048303641190367e+00, 1.858389016349768053e+00, 3.314599504032648358e+00, 2.305120905298307488e+00, 2.709449415484162849e+00, 1.406601859456392267e+00, 1.252635836433182215e+00, 2.322802269007068432e+00, 2.146516753089418916e+00, 1.417772206504552379e+00, 2.498000443677837357e+00, 1.881178875442404808e+00, 2.131620036655497596e+00
1.883000000000000000e+03, 1.045180196301532138e+00, 1.393114602051146456e+00, 1.966793991040526324e+00, 1.643640881060799863e+00, 2.068281283956172167e+00, 3.207662090643838670e+00, 2.159009255851688014e+00, 2.715864157180073679e+00, 1.439108999503790232e+00, 1.326988142959371064e+00, 2.369574616221010732e+00, 2.385798830214907795e+00, 1.264777730195590921e+00, 2.495745441672251541e+00, 1.769813098861974243e+00, 2.062957675698632976e+00
1.884000000000000000e+03, 1.155446748164109971e+00, 1.495395224402470635e+00, 2.342239224675699116e+00, 1.600341883711200897e+00, 2.014560372999818050e+00, 3.367440564389753366e+00, 2.199752797455106101e+00, 2.777657663990284131e+00, 1.474115326312586127e+00, 1.318512400127706652e+00, 2.460887183625490859e+00, 2.377239952557001157e+00, 1.309297458164074390e+00, 2.603129290510720839e+00, 1.814071164841155603e+00, 1.969639035894978907e+00
1.885000000000000000e+03, 8.513475648560702158e-01, 1.537335484120912810e+00, 2.009482993197786893e+00, 1.642080275979783677e+00, 1.673331774231312741e+00, 3.266413400272935252e+00, 2.111654021387111779e+00, 2.648873374487391352e+00, 1.477537124047490824e+00, 1.421093413379981518e+00, 2.399786350050024719e+00, 2.391488509324868339e+00, 1.329691700343412775e+00, 2.516824167745070451e+00, 1.654331388010063630e+00, 1.757316414869844579e+00
1.886000000000000000e+03, 8.655170428126910398e-01, 1.473664280636346913e+00, 1.916800171444462908e+00, 1.600969551514789257e+00, 1.837661144255731571e+00, 3.415431651240045330e+00, 2.234723782941048231e+00, 2.580974825925939520e+00, 1.308460194982605129e+00, 1.267269876488055891e+00, 2.479191981457679717e+00, 2.087545072683106628e+00, 1.323560873268356364e+00, 2.404146716054238020e+00, 1.726456346029586975e+00, 2.076374963094368198e+00
1.887000000000000000e+03, 1.116738623510399320e+00, 1.270266299962821810e+00, 2.053025244876239164e+00, 1.627537983444126590e+00, 1.962705049350732978e+00, 3.296901359579004431e+00, 2.436737440242754182e+00, 2.766404625555153984e+00, 1.311678046393898622e+00, 1.198833791346628264e+00, 2.486042711124999638e+00, 2.298488263102787421e+00, 1.430068661076230541e+00, 2.403654229968026357e+00, 1.736687752425415177e+00, 1.687322810507045689e+00
1.888000000000000000e+03, 1.007839957536685205e+00, 1.439733104804458375e+00, 2.197529340048620217e+00, 1.561629139487969109e+00, 1.836017215742778541e+00, 3.330531752976328086e+00, 2.277169843387147008e+00, 2.637076018206677031e+00, 1.306335550693623171e+00, 1.327906610675684940e+00, 2.469036545513538794e+00, 2.183166522157408806e+00, 1.292357631623937353e+00, 2.504580139555625973e+00, 1.504622782076326049e+00, 2.358432701611822058e+00
1.889000000000000000e+03, 9.584226288985896458e-01, 1.467274331578071189e+00, 1.964170330412148280e+00, 1.429460385095894903e+00, 1.710103603387186588e+00, 3.534362735220222262e+00, 2.039037110064597424e+00, 2.391411969739842824e+00, 1.437087419228581631e+00, 1.382832556493395204e+00, 2.342211140661299318e+00, 1.891652240529370976e+00, 1.299569413493220527e+00, 2.496934009917111563e+00, 1.675361560337011779e+00, 1.796784152801984780e+00
1.890000000000000000e+03, 9.930090147026550129e-01, 1.549033213196029379e+00, 2.141132609701803524e+00, 1.552972092415594751e+00, 2.048737289156230101e+00, 3.360539127350035571e+00, 2.314866258838874646e+00, 2.510530100549857924e+00, 1.376774276216559123e+00, 1.347305579214109317e+00, 2.299655027230913973e+00, 2.373481116355131260e+00, 1.285350073695192608e+00, 2.519537681965791087e+00, 1.685628144740301204e+00, 2.096298793940142069e+00
1.891000000000000000e+03, 1.140025280348355707e+00, 1.439787324980254857e+00, 2.157361590239446514e+00, 1.646513780316452680e+00, 1.720375504808442590e+00, 3.318323867223341939e+00, 2.099705083012484597e+00, 2.523151377129202455e+00, 1.588425830975018993e+00, 1.313066004402511533e+00, 2.268494410318692367e+00, 2.077413840842718962e+00, 1.420890632070204385e+00, 2.486869340824040098e+00, 1.687105042430006030e+00, 2.213791951792880575e+00
1.892000000000000000e+03, 1.042035846192012283e+00, 1.501818418301613001e+00, 2.160048251438020372e+00, 1.498499691314633342e+00, 1.962339701184672158e+00, 3.442034994829546779e+00, 2.256799809770087428e+00, 2.548401985200713149e+00, 1.407284400960250759e+00, 1.408157832045588975e+00, 2.474746413227878694e+00, 1.960475143394816877e+00, 1.470451047874725026e+00, 2.378950840618892837e+00, 1.999200956495021941e+00, 2.058447089154468390e+00
1.893000000000000000e+03, 8.936859709395291729e-01, 1.380662678660692810e+00, 2.056414022016868959e+00, 1.361662812993398530e+00, 1.971593760557723618e+00, 3.276281759252226866e+00, 2.295017006474136867e+00, 2.649862362131335747e+00, 1.507600181015397833e+00, 1.284362400394858383e+00, 2.419536465052928964e+00, 2.172754880625805463e+00, 1.386517660338809632e+00, 2.484884806791521683e+00, 1.814054878674015159e+00, 2.174171380197716719e+00
1.894000000000000000e+03, 1.017822604742529391e+00, 1.421676185822873917e+00, 2.022751340041663681e+00, 1.522856705953867795e+00, 1.763301696422074905e+00, 3.442020562288428565e+00, 2.320672991214675296e+00, 2.790229669431157689e+00, 1.328571149455855416e+00, 1.264157340130757090e+00, 2.314579917769141737e+00, 2.039933318135753293e+00, 1.350911800453451495e+00, 2.399089004040886319e+00, 1.873267293528668942e+00, 2.209507799842617803e+00
1.895000000000000000e+03, 1.089365290621155280e+00, 1.521579050969370739e+00, 2.097005497027037979e+00, 1.579838018331627847e+00, 2.048172742388928658e+00, 3.263285291954356460e+00, 2.217508714263683345e+00, 2.565451326386173569e+00, 1.682331886411619237e+00, 1.437949119740873360e+00, 2.340492895056652589e+00, 2.364483071468832964e+00, 1.386798537235655493e+00, 2.587263706665429819e+00, 1.886485103386439377e+00, 2.275479162055512816e+00
1.896000000000000000e+03, 9.222102265869509541e-01, 1.410185202422533424e+00, 2.333016080313298435e+00, 1.557368162863836281e+00, 1.981589860507132483e+00, 3.467070233178078276e+00, 2.275181316143600085e+00, 2.632847409199818856e+00, 1.673531512640710650e+00, 1.366628781187388286e+00, 2.356761798136651986e+00, 2.397743664257789398e+00, 1.260180342347748006e+00, 2.555588716551579154e+00, 1.772853344536899245e+00, 2.101598722809875142e+00
1.897000000000000000e+03, 1.082448537540228850e+00, 1.496629054615470134e+00, 1.901798652378345222e+00, 1.559214521744100690e+00, 2.239903335713449906e+00, 3.354080992309578679e+00, 2.267971693611416484e+00, 2.427992807009997644e+00, 1.329816411546634658e+00, 1.195251879679050111e+00, 2.501220262730357913e+00, 2.300220435813905340e+00, 1.422905592659488905e+00, 2.375078691030406031e+00, 1.549548203833658100e+00, 2.136783761068462795e+00
1.898000000000000000e+03, 1.020181067033822053e+00, 1.479950660903164517e+00, 2.258593453714554222e+00, 1.565446168699985208e+00, 1.717784461217222614e+00, 3.314226568130546280e+00, 2.224140052223963604e+00, 2.858857199060564014e+00, 1.428971398975181550e+00, 1.259718282249697729e+00, 2.386350955665270668e+00, 2.362969937250792185e+00, 1.375053662266057630e+00, 2.617808028491483530e+00, 1.588583823530369088e+00, 2.193541803150190095e+00
1.899000000000000000e+03, 1.073633902995500211e+00, 1.413468614526540712e+00, 1.963196711506612235e+00, 1.715341435613413124e+00, 1.970864304842753878e+00, 3.440711605840645948e+00, 2.261135194277219096e+00, 2.795763327105670548e+00, 1.459887685195959461e+00, 1.332116620435436882e+00, 2.372061458271189416e+00, 2.260643951615923797e+00, 1.323225727269962348e+00, 2.764743232393316763e+00, 1.794866640525914159e+00, 2.284578789259886111e+00
1.900000000000000000e+03, 1.019064382507971267e+00, 1.436123745393255158e+00, 2.206319634011453701e+00, 1.567142934395546527e+00, 1.742128683251598087e+00, 3.141737768439543554e+00, 2.640613519251257202e+00, 2.400517686702070996e+00, 1.664638201192701228e+00, 1.306395852345498598e+00, 2.389619185575776683e+00, 2.057816988805285963e+00, 1.342673821882767404e+00, 2.549571017980284182e+00, 1.796354690275048904e+00, 1.926313024140769325e+00
1.901000000000000000e+03, 9.733901790940696630e-01, 1.424352630327100577e+00, 2.228092544225718896e+00, 1.725544228933750812e+00, 1.700186448165938335e+00, 3.494213512368313346e+00, 2.170689366940496079e+00, 2.318431823911089928e+00, 1.596783558942654446e+00, 1.339299821699951876e+00, 2.502332199806486468e+00, 2.273574855520482441e+00, 1.419884764496605944e+00, 2.441282965467999944e+00, 1.497869339596181293e+00, 1.886332316464053749e+00
1.902000000000000000e+03, 1.040727199631109157e+00, 1.478092121322232444e+00, 2.358367736196773645e+00, 1.658965471385449808e+00, 1.913351479763657714e+00, 3.543226999692967727e+00, 2.281434010121353939e+00, 2.688747018967986513e+00, 1.257222513007638431e+00, 1.448823410875109241e+00, 2.425919122632400615e+00, 2.471903365688036924e+00, 1.417573210029531072e+00, 2.538379381026737214e+00, 2.034769200635478281e+00, 2.104473559930950533e+00
1.903000000000000000e+03, 1.033953186731081386e+00, 1.514167988608770887e+00, 2.182576084315946296e+00, 1.631640359047263011e+00, 2.409855260540520572e+00, 3.492794765557797554e+00, 2.365320820068120167e+00, 2.711075977396717462e+00, 1.745219679783479805e+00, 1.356796148277049641e+00, 2.532483314294847521e+00, 2.499424374419799921e+00, 1.495480083465495547e+00, 2.589859578036918464e+00, 1.805651235191078507e+00, 2.179392923900308698e+00
1.904000000000000000e+03, 1.091429440727845979e+00, 1.340042706578701504e+00, 2.467872877185306013e+00, 1.684876450757873068e+00, 1.958211702282086186e+00, 3.439590507627312110e+00, 2.258583047834947788e+00, 2.763526271183305294e+00, 1.572864841804268110e+00, 1.329861229537560252e+00, 2.354722736704653929e+00, 2.348032073539351394e+00, 1.327035305767079176e+00, 2.398560791064870301e+00, 1.857378098572226133e+00, 2.256608292552878314e+00
1.905000000000000000e+03, 1.065532867095787317e+00, 1.444537238167324045e+00, 2.058824903333043022e+00, 1.599336292619999655e+00, 1.582497646074131126e+00, 3.434530531421992272e+00, 2.245603943909602496e+00, 2.836821289472633456e+00, 1.574542528784671935e+00, 1.409103612908556347e+00, 2.439222246842871478e+00, 2.476440890540096973e+00, 1.436965411568047246e+00, 2.361652787657132269e+00, 1.831738953008472226e+00, 2.389538455435535447e+00
1.906000000000000000e+03, 1.048331200815796116e+00, 1.461259507567978622e+00, 2.304716003784434086e+00, 1.484123851867080957e+00, 2.026278446471906136e+00, 3.537211072867603612e+00, 2.376346306019763599e+00, 2.842380589827000037e+00, 1.448761941102118644e+00, 1.339584929143445624e+00, 2.392015391093727850e+00, 2.419614726703193774e+00, 1.443032889705366362e+00, 2.578486760914576514e+00, 1.977365328099078612e+00, 2.092477188271787192e+00
1.907000000000000000e+03, 1.089086633848704633e+00, 1.538730363639297272e+00, 2.321717764277688278e+00, 1.507333967050205059e+00, 2.095141420976419866e+00, 3.310730843167009052e+00, 2.322928413651503377e+00, 2.732180000299533340e+00, 1.209130857027619799e+00, 1.331459568763932566e+00, 2.492902525304190320e+00, 2.326619826604952923e+00, 1.406413524507776902e+00, 2.567020706931172125e+00, 1.732553961173694645e+00, 2.045106345731782849e+00
1.908000000000000000e+03, 9.143900912117063351e-01, 1.487679123611600929e+00, 2.284445505551035094e+00, 1.537058849453505571e+00, 1.685951076957883155e+00, 3.298808979678436337e+00, 2.189478251313183854e+00, 2.809033215472511280e+00, 1.543894514902968806e+00, 1.403428175312135595e+00, 2.488228705084517767e+00, 2.402025804812538912e+00, 1.309466740652396766e+00, 2.520677273155790044e+00, 1.673303927749811626e+00, 1.957296658043673698e+00
1.909000000000000000e+03, 1.023333116628520889e+00, 1.389315636291756029e+00, 2.139381431862716454e+00, 1.566600704313960035e+00, 1.934312078901262000e+00, 3.520295811558396437e+00, 2.011678558263835459e+00, 2.920442908894296252e+00, 1.490887734690154121e+00, 1.456888558805245149e+00, 2.240938677885413011e+00, 2.282002937796148601e+00, 1.407789300810876165e+00, 2.575432811409962941e+00, 1.859491931415743426e+00, 2.091239588584794085e+00
1.910000000000000000e+03, 9.883156984219808594e-01, 1.465267985196301304e+00, 1.924529366759079263e+00, 1.570969379250012343e+00, 2.038808377997484378e+00, 3.453461763011911323e+00, 2.134434579592699777e+00, 2.532762920176864441e+00, 1.342452704484396131e+00, 1.461674197754039284e+00, 2.136405457305619038e+00, 2.316590963434189465e+00, 1.460576868262441375e+00, 2.542204116307544837e+00, 1.753442613253926252e+00, 1.898060049914504610e+00
1.911000000000000000e+03, 1.179105248345450052e+00, 1.518284250754202036e+00, 2.191859454426829945e+00, 1.635436722365335660e+00, 1.969936126989939806e+00, 3.366141901170657924e+00, 2.330902168478262038e+00, 2.721022759867346874e+00, 1.440076447232673695e+00, 1.445667514893069328e+00, 2.164307920962531995e+00, 2.214248964660763708e+00, 1.302589238089296941e+00, 2.541565209813942960e+00, 1.957640807830084650e+00, 2.197099075446486971e+00
