year, TaiESM1, CESM2-WACCM, INM-CM4-8, GFDL-ESM4, CMCC-CM2-SR5, CanESM5, UKESM1-0-LL, MPI-ESM1-2-LR, EC-Earth3-Veg, NorESM2-LM, ACCESS-ESM1-5, INM-CM5-0, NorESM2-MM, MIROC-ES2L, IPSL-CM6A-LR, CNRM-ESM2-1
1.912000000000000000e+03, 9.857851941863782219e-01, 1.501393010875458067e+00, 2.254261915824428364e+00, 1.733505484864055646e+00, 1.833806054166120081e+00, 3.466052816751408638e+00, 2.153413367081812524e+00, 2.550471657049117269e+00, 1.587295533542507853e+00, 1.409755876541332276e+00, 2.168728349115311982e+00, 2.404288210402497850e+00, 1.378373757114695675e+00, 2.640386423969436347e+00, 1.828551822634369772e+00, 2.190340809576216685e+00
1.913000000000000000e+03, 9.077215581780451181e-01, 1.529587585123788562e+00, 2.067233303657307175e+00, 1.560378151236815558e+00, 1.874118822446966925e+00, 3.456936793595061452e+00, 2.275801092300573369e+00, 2.905504956770250224e+00, 1.390695641647162972e+00, 1.330824544781838759e+00, 2.404349039363522955e+00, 2.378866996300469605e+00, 1.399902554432056911e+00, 2.411852613800014478e+00, 1.977970668403941534e+00, 2.214392826801818703e+00
1.914000000000000000e+03, 1.018653360838828625e+00, 1.488101880914154851e+00, 2.353730643019341429e+00, 1.719470131655168155e+00, 1.977090086446128714e+00, 3.313455138243218467e+00, 2.323542812794892054e+00, 2.826325301860360462e+00, 1.356539758917581384e+00, 1.282388336764424430e+00, 2.294747655824507682e+00, 2.236678302322563372e+00, 1.403977749230921335e+00, 2.563836767359035651e+00, 1.989130904504388786e+00, 2.252386720259504482e+00
1.915000000000000000e+03, 1.124140136938462264e+00, 1.601948935406610541e+00, 2.199899330069845949e+00, 1.618182433126100106e+00, 1.862103279382115728e+00, 3.443293661727993005e+00, 2.306867644234121606e+00, 2.740571918093277937e+00, 1.349654718254144292e+00, 1.324038015276366442e+00, 2.089351151894087266e+00, 2.286027520870868024e+00, 1.299041220005847208e+00, 2.638901468399973638e+00, 1.814739631113339025e+00, 2.254979454084365287e+00
1.916000000000000000e+03, 1.077527134008368526e+00, 1.491772829708615244e+00, 1.933509952382597596e+00, 1.681464719605357372e+00, 2.250960141027247285e+00, 3.419489709811193823e+00, 2.608710783135268940e+00, 2.650338300812586922e+00, 1.443546930115776172e+00, 1.466483804346468078e+00, 2.266428247320787737e+00, 2.204620142922929293e+00, 1.403415386236765761e+00, 2.525230165468878685e+00, 1.764888270845092144e+00, 2.042165073141884779e+00
1.917000000000000000e+03, 1.041750687588598456e+00, 1.589782338429097885e+00, 2.229337918061923052e+00, 1.523047913747448634e+00, 1.995049915558452680e+00, 3.548443268278653751e+00, 2.424114380641496869e+00, 2.621416894856907209e+00, 1.463734383193879163e+00, 1.262763046733722527e+00, 2.386580164767019063e+00, 2.151732870099496431e+00, 1.492036452488658904e+00, 2.466244637142289697e+00, 1.398583619756531782e+00, 2.105753857684006025e+00
1.918000000000000000e+03, 8.746372239178316077e-01, 1.558618717166618373e+00, 2.156596637676621686e+00, 1.732962473639756418e+00, 1.859976535310879031e+00, 3.318712608073902892e+00, 2.436162002331990095e+00, 2.857421892057356416e+00, 1.408187730267089988e+00, 1.365333606742709094e+00, 2.327060786989590291e+00, 2.459678568850169889e+00, 1.406280863962559913e+00, 2.467506426876076464e+00, 1.944069320261383460e+00, 1.967830064549844993e+00
1.919000000000000000e+03, 1.080775415693869812e+00, 1.543256980646585230e+00, 2.058789191776841054e+00, 1.596096429191623312e+00, 1.823666665006731691e+00, 3.507147555635999225e+00, 2.517358377355529253e+00, 2.590441176823068403e+00, 1.425193322014367547e+00, 1.333724549687804295e+00, 2.311690288495915180e+00, 2.054773627644873368e+00, 1.534226569716606647e+00, 2.482342583658450508e+00, 1.754704440460657322e+00, 2.310205298024330833e+00
1.920000000000000000e+03, 9.646193710330721593e-01, 1.508036439074941448e+00, 2.359568758743328498e+00, 1.636650895286793528e+00, 1.898169260944704062e+00, 3.474946281333870068e+00, 2.403400143344519790e+00, 2.901843528163150943e+00, 1.486330944337207915e+00, 1.410270762792000809e+00, 2.394202722682294837e+00, 2.309364638564625594e+00, 1.425095698896670982e+00, 2.549240963278673444e+00, 1.919517988310274204e+00, 2.336189443673691191e+00
1.921000000000000000e+03, 1.169623567773397710e+00, 1.507415463622363117e+00, 2.081965721819539539e+00, 1.801046010597628255e+00, 1.812509475711478135e+00, 3.361750800162409902e+00, 2.312784013620796664e+00, 2.607699247491326755e+00, 1.497107203131351705e+00, 1.383676271478085695e+00, 2.546489242838714695e+00, 2.361120988467950710e+00, 1.387463718413401992e+00, 2.397371782556016129e+00, 2.005748791806168718e+00, 2.112484166731400936e+00
1.922000000000000000e+03, 8.073988769952643585e-01, 1.543228351140678578e+00, 2.203108898771815038e+00, 1.671924618391807726e+00, 2.252618339647202372e+00, 3.491708953938812421e+00, 2.309755227211431450e+00, 2.526594000178168375e+00, 1.717756644704388158e+00, 1.297553953035906149e+00, 2.430223023299950658e+00, 2.449709821576747881e+00, 1.505246350395081034e+00, 2.365898332674166493e+00, 1.904990852226789322e+00, 2.206257059047883828e+00
1.923000000000000000e+03, 1.169114035659251760e+00, 1.636784380725136989e+00, 2.184694776490191170e+00, 1.779976597704021390e+00, 2.026956948056700902e+00, 3.293718920462695099e+00, 2.456111046948545429e+00, 2.892887928998560731e+00, 1.539437160845144037e+00, 1.424853684859289427e+00, 2.439404475117639581e+00, 2.327950553722568650e+00, 1.286074090966839778e+00, 2.573175955960885553e+00, 1.771711646645580673e+00, 2.123271021604671738e+00
1.924000000000000000e+03, 1.207757855164856453e+00, 1.562047867272732926e+00, 1.961699277167526345e+00, 1.648343325182449082e+00, 1.790872971993658691e+00, 3.515527347772669842e+00, 2.313020861873361422e+00, 2.560577385629717817e+00, 1.624757095878168522e+00, 1.265438243335505586e+00, 2.547969191239960907e+00, 2.492682470021281294e+00, 1.419003356064276300e+00, 2.500015539339166537e+00, 1.870307478662637468e+00, 2.114906711914545934e+00
1.925000000000000000e+03, 9.259791352441725243e-01, 1.498025164338847359e+00, 2.411818117615686319e+00, 1.611142419512964219e+00, 1.918681388065078153e+00, 3.677033538361398346e+00, 2.243605712553081055e+00, 2.678171418835166850e+00, 1.363815727179208626e+00, 1.490507256602147335e+00, 2.338060575088890314e+00, 2.556609494401149707e+00, 1.429312299551432686e+00, 2.604405807926385652e+00, 1.746562100183522537e+00, 2.112624470571144109e+00
1.926000000000000000e+03, 1.006569456682018027e+00, 1.571853563153812416e+00, 2.244814044818721488e+00, 1.558578936995957953e+00, 1.816911652611762795e+00, 3.636095275514912295e+00, 2.248157843553923563e+00, 2.521360314253263457e+00, 1.591459803912220305e+00, 1.465148694633382265e+00, 2.550832771787747255e+00, 2.148679863345731800e+00, 1.374762570879617396e+00, 2.533360769629530829e+00, 1.865402201250772940e+00, 2.260437015434825447e+00
1.927000000000000000e+03, 1.105682351637768512e+00, 1.580588869517295381e+00, 2.464692666127137777e+00, 1.719792287250529350e+00, 1.935663049126961077e+00, 3.457092378702489643e+00, 2.103653657675253807e+00, 2.619820174803480395e+00, 1.463011942590404679e+00, 1.342272942781736589e+00, 2.323310522814190815e+00, 2.333527438472967397e+00, 1.509033352332429079e+00, 2.543008831768239553e+00, 1.810721188700617601e+00, 2.492903731840315995e+00
1.928000000000000000e+03, 1.120859909934949883e+00, 1.538396953362711761e+00, 2.295549024687820960e+00, 1.639244961839911197e+00, 1.985448401419135367e+00, 3.487999880953574383e+00, 2.074062808516021761e+00, 2.513644824818092260e+00, 1.568715145390513710e+00, 1.156979878437329745e+00, 2.318039184872921599e+00, 2.422631324783685702e+00, 1.251133974010495420e+00, 2.516188728805580865e+00, 1.975670337087243045e+00, 2.449945859506215573e+00
1.929000000000000000e+03, 1.031579346445677725e+00, 1.669503333836908965e+00, 2.049081997109918341e+00, 1.721403207207037767e+00, 1.919260356460567918e+00, 3.473609921682653034e+00, 2.165073166023743223e+00, 2.760273305261392807e+00, 1.477653197697593512e+00, 1.369198933886028424e+00, 2.600820415216383630e+00, 2.480530910756660656e+00, 1.375437860843107263e+00, 2.666294047774172782e+00, 2.121064002901647871e+00, 2.177043305694778663e+00
1.930000000000000000e+03, 1.011850345878729129e+00, 1.543679697980465226e+00, 2.145409946411256374e+00, 1.630371063319102198e+00, 2.020336488699019384e+00, 3.623797897292058146e+00, 2.424368891185798347e+00, 2.866555793992101364e+00, 1.432869227723907013e+00, 1.458559857620217892e+00, 2.446851009464576343e+00, 2.456600188337739521e+00, 1.526749807227279598e+00, 2.602236755836565330e+00, 1.983649122382687535e+00, 2.311823126416870267e+00
1.931000000000000000e+03, 1.077754199504473487e+00, 1.620354621655873517e+00, 1.889985493724433807e+00, 1.700973143664769038e+00, 1.858133039554521471e+00, 3.626901022266125096e+00, 2.135440280203634522e+00, 2.532716381792422755e+00, 1.472907117433203350e+00, 1.403627422216817022e+00, 2.467911741887638843e+00, 2.382616514047928291e+00, 1.537632433406877164e+00, 2.656515276178614826e+00, 1.801625494240741698e+00, 1.981314656092863613e+00
1.932000000000000000e+03, 1.181619164339722916e+00, 1.584502200896034330e+00, 2.215152902241106947e+00, 1.709393770096143683e+00, 2.013298698046641633e+00, 3.251487482758075309e+00, 2.283484033532290347e+00, 2.597962502337434643e+00, 1.551706425025970004e+00, 1.497294054166053767e+00, 2.525371779029453645e+00, 2.285729727739654660e+00, 1.494651926783718832e+00, 2.594757402845022209e+00, 1.839042204733392749e+00, 2.394867749776191435e+00
1.933000000000000000e+03, 9.783431200673377015e-01, 1.586531837078944740e+00, 2.099262673799097811e+00, 1.669180162069839879e+00, 1.561447384068683331e+00, 3.521233607218325901e+00, 2.451456730590023003e+00, 2.733494310016569617e+00, 1.544286262934790210e+00, 1.267948969249474978e+00, 2.397245793520878632e+00, 2.154895859201826802e+00, 1.554559570659311385e+00, 2.604847171012247387e+00, 2.010566568508204810e+00, 1.889265197931518037e+00
1.934000000000000000e+03, 1.075627856649443492e+00, 1.504173897048990183e+00, 2.187380046462946481e+00, 1.510635735270946745e+00, 2.031761208931623930e+00, 3.646601305039220975e+00, 2.578781479967191981e+00, 2.834851199271695599e+00, 1.571349117273388440e+00, 1.398098326895530041e+00, 2.477693569802209783e+00, 2.391672777610229339e+00, 1.419052324706137069e+00, 2.692931197572400848e+00, 1.835631835156998903e+00, 2.184427351674050666e+00
1.935000000000000000e+03, 9.901901237780531551e-01, 1.585447625933415594e+00, 2.278867902519030597e+00, 1.664669830626694935e+00, 2.121416157994845175e+00, 3.751559137612113126e+00, 2.328557800713846770e+00, 2.650648620073920103e+00, 1.422460090901612073e+00, 1.427751516932804554e+00, 2.513218244134747259e+00, 2.341291271392768270e+00, 1.485706949272470379e+00, 2.546268530771180316e+00, 1.992997908212222224e+00, 2.196948716300747950e+00
1.936000000000000000e+03, 1.141824011365015989e+00, 1.511993387631393571e+00, 2.068929846884541401e+00, 1.634513721800699537e+00, 1.821868239596125871e+00, 3.533584395697557667e+00, 2.289951945413004175e+00, 3.038802146080787026e+00, 1.287590830362879579e+00, 1.456577441307221665e+00, 2.411360781893417737e+00, 2.229238470437751030e+00, 1.369219032506029832e+00, 2.742416429894928953e+00, 1.985911904347193335e+00, 2.474559122409285550e+00
1.937000000000000000e+03, 1.066112357069273875e+00, 1.611701271353439546e+00, 2.115953975251126273e+00, 1.675510510657994834e+00, 1.634320301743122705e+00, 3.442672962187538044e+00, 2.362680368479486148e+00, 2.496351662593067733e+00, 1.372665507396100493e+00, 1.370702648694845704e+00, 2.540094649147652817e+00, 2.222140798193130262e+00, 1.492220168898673149e+00, 2.723712889305653029e+00, 1.908140292968134366e+00, 2.198895766292692233e+00
1.938000000000000000e+03, 1.116930416556542571e+00, 1.585603964646828512e+00, 2.117052689216183392e+00, 1.656513937846532114e+00, 2.032923137882542974e+00, 3.666930841534687513e+00, 2.191556319758159344e+00, 2.717502047053937719e+00, 1.532133168753407437e+00, 1.488944927738485635e+00, 2.634687837968837432e+00, 2.233139081796839953e+00, 1.380256307271877869e+00, 2.596706485079571358e+00, 1.684563239048873173e+00, 2.179481305096029775e+00
1.939000000000000000e+03, 1.095482158341178458e+00, 1.510179104362708635e+00, 2.276866632929415601e+00, 1.657027245680357641e+00, 2.143083921133448477e+00, 3.252438406083863143e+00, 2.195504449194934260e+00, 2.688853759504588492e+00, 1.542262622109736414e+00, 1.497225045771841900e+00, 2.653862550600421422e+00, 2.292613515497696763e+00, 1.479482942452212013e+00, 2.556299188431006453e+00, 1.917598236951021384e+00, 2.118211709707110924e+00
1.940000000000000000e+03, 1.119564377825940538e+00, 1.513093261271823309e+00, 2.131608144201840194e+00, 1.641665725242500651e+00, 1.726780863743126337e+00, 3.513413305216741556e+00, 2.408001519902928766e+00, 2.589856374847622433e+00, 1.372673894628323010e+00, 1.385061885557980821e+00, 2.624481151893452324e+00, 2.658284777003652177e+00, 1.551291687200120339e+00, 2.690691160995737352e+00, 2.036583579760235185e+00, 2.053820766093141792e+00
1.941000000000000000e+03, 9.566460361692884495e-01, 1.621647756657502493e+00, 2.226323806364900015e+00, 1.777687251808584445e+00, 1.923770543189605720e+00, 3.801740130513542759e+00, 2.368002440789121810e+00, 2.719604096161582163e+00, 1.634844089169355641e+00, 1.309816202056565348e+00, 2.561771428872520850e+00, 2.478539352101285953e+00, 1.533441115509334374e+00, 2.565953231530130996e+00, 1.700016289804620717e+00, 2.175583989407709584e+00
1.942000000000000000e+03, 1.110694993355579419e+00, 1.691825203217498519e+00, 2.307625941920508073e+00, 1.508551229887472811e+00, 2.044452179735627873e+00, 3.332485713755482859e+00, 2.558115833614199808e+00, 2.867858962036361703e+00, 1.581300081856173767e+00, 1.266679367176445803e+00, 2.598374877551081763e+00, 2.182495668123900057e+00, 1.570128519107149678e+00, 2.483346616860381939e+00, 2.041100890319695438e+00, 2.142879919207154149e+00
1.943000000000000000e+03, 9.947312666581996643e-01, 1.563154127622278455e+00, 2.086277028581185800e+00, 1.632194774185391717e+00, 1.891321270687851941e+00, 3.559661319285907677e+00, 2.370411628945259697e+00, 2.726042378380214348e+00, 1.601172491206968029e+00, 1.284868049484536590e+00, 2.461794852909021003e+00, 2.261836432377555717e+00, 1.575498228927153743e+00, 2.778617686809055076e+00, 1.837437034797672730e+00, 1.953158985582198026e+00
1.944000000000000000e+03, 1.117101853151618140e+00, 1.695029315665591341e+00, 2.194689795542725363e+00, 1.689462977487405260e+00, 1.932198505010963796e+00, 3.590485954599600404e+00, 2.643561039842411198e+00, 2.819590184822293288e+00, 1.366389050276105799e+00, 1.442234113750356261e+00, 2.525228122577817924e+00, 2.411318102322587364e+00, 1.459336955436206784e+00, 2.626109966762426584e+00, 2.035013289565405170e+00, 2.342631867234493903e+00
1.945000000000000000e+03, 1.175455803703292945e+00, 1.613104174368642507e+00, 2.126029434168006826e+00, 1.708586222918897279e+00, 1.887807143591310188e+00, 3.544381232580713803e+00, 2.606220825581033296e+00, 2.677049716438343552e+00, 1.438271654962922863e+00, 1.263456412679738294e+00, 2.464597561879766197e+00, 2.288711929527217137e+00, 1.526194489341447857e+00, 2.617409648856241500e+00, 2.052658727153896301e+00, 2.333457602995715252e+00
1.946000000000000000e+03, 1.026221554466989927e+00, 1.544307833291634680e+00, 2.164187458560590471e+00, 1.704724995548305921e+00, 2.167475685882733316e+00, 3.375920475012540223e+00, 2.397440869589314794e+00, 2.903439540869505731e+00, 1.529159669613537442e+00, 1.524357729429404396e+00, 2.586693393108265404e+00, 1.947648537410548997e+00, 1.487864643962038436e+00, 2.699282725003505856e+00, 1.932807427943123102e+00, 2.180629088465562138e+00
1.947000000000000000e+03, 1.084486590242716098e+00, 1.610474195222741267e+00, 2.191681892717610491e+00, 1.696940592907146605e+00, 2.072190320038690192e+00, 3.505947436495923775e+00, 2.335934239433357540e+00, 2.781847017716606363e+00, 1.659029573420162107e+00, 1.511076679249415244e+00, 2.607806406268236010e+00, 2.424367085211214690e+00, 1.406772955717496387e+00, 2.710995425403404546e+00, 1.882424820069752647e+00, 2.344034469149425703e+00
1.948000000000000000e+03, 1.171331226195532871e+00, 1.643293298165603877e+00, 2.423392229508986251e+00, 1.709260725325120633e+00, 1.912272639332784907e+00, 3.635243604981781118e+00, 2.570797407920209388e+00, 2.766006428141253526e+00, 1.613235927161972505e+00, 1.478183848259040145e+00, 2.470701075843593220e+00, 2.183085863097314228e+00, 1.408069305187300557e+00, 2.761818657487889794e+00, 1.946855349488453513e+00, 1.926278585198890392e+00
1.949000000000000000e+03, 1.103555756057358783e+00, 1.529756196072238783e+00, 2.159225781337437144e+00, 1.616357992069747063e+00, 1.774088523542150408e+00, 3.498952532196480725e+00, 2.573507731619584238e+00, 2.755591979193731333e+00, 1.460757868272175131e+00, 1.483175958695967855e+00, 2.353753226362762518e+00, 2.315868969641855735e+00, 1.364020195514989764e+00, 2.715758445554377065e+00, 1.961416962319663781e+00, 2.172726965384591757e+00
1.950000000000000000e+03, 1.098544555443168091e+00, 1.575640614391286221e+00, 2.414266270086474986e+00, 1.799215466034397526e+00, 2.026300219943082404e+00, 3.596587751220311713e+00, 2.165261558445666257e+00, 2.744315495139469707e+00, 1.542607830557407356e+00, 1.515539112893667717e+00, 2.534700248387088628e+00, 2.127428891291931912e+00, 1.467687021612547937e+00, 2.823579537153186880e+00, 1.892828497385046882e+00, 2.504489301131878509e+00
1.951000000000000000e+03, 1.036419210575388661e+00, 1.763172404135523452e+00, 2.277360164155484146e+00, 1.751926286347853523e+00, 1.968942700443689908e+00, 3.546453815584471148e+00, 2.206819791541899445e+00, 2.781854182342420767e+00, 1.619134908033465603e+00, 1.552909338156669206e+00, 2.632113121437562153e+00, 2.051735492347130485e+00, 1.447652252056493616e+00, 2.634692457322959758e+00, 1.818787957769546715e+00, 2.294426286549168914e+00
1.952000000000000000e+03, 1.134440286744043069e+00, 1.664859404486753292e+00, 2.169626155244421817e+00, 1.758953075483786765e+00, 1.967663585405354132e+00, 3.771998742656590409e+00, 2.440808550571043956e+00, 2.829609698831199616e+00, 1.617034028236003840e+00, 1.597274144467968782e+00, 2.557156748230750676e+00, 2.099813755553163297e+00, 1.504584910275863718e+00, 2.621041114257363525e+00, 1.989014439747292196e+00, 2.263809680331475782e+00
1.953000000000000000e+03, 1.102941408357436037e+00, 1.564227393036425218e+00, 1.884138092870054182e+00, 1.726451498403108964e+00, 1.872610701725884841e+00, 3.538455742487387479e+00, 2.403181008442007993e+00, 2.681765958696454621e+00, 1.705574888447323412e+00, 1.538637107489323252e+00, 2.532553086053917824e+00, 2.344163801240926048e+00, 1.483279881446261550e+00, 2.667215378938560200e+00, 1.876105578627726755e+00, 2.286163961413748336e+00
1.954000000000000000e+03, 1.118259067827354292e+00, 1.598194679802127371e+00, 2.184378996694328112e+00, 1.637349254154473410e+00, 1.841804297257277678e+00, 3.651080738872971132e+00, 2.430673457360146283e+00, 2.786792792974564836e+00, 1.564159981593113091e+00, 1.444872800473991248e+00, 2.448462991848815218e+00, 2.524917706580620536e+00, 1.535235535972130139e+00, 2.567941853256404894e+00, 2.222633101871001049e+00, 2.362503205294770758e+00
1.955000000000000000e+03, 9.894470892819049457e-01, 1.589123864927124652e+00, 2.242653140233543674e+00, 1.675303996139846152e+00, 2.206841601906980088e+00, 3.486546494897845516e+00, 2.493211694637196718e+00, 2.812264541504291504e+00, 1.445153974538802011e+00, 1.568193952053248186e+00, 2.415998015405664390e+00, 2.487844150835540002e+00, 1.643855610137167522e+00, 2.948047504987877598e+00, 2.057204416068857178e+00, 2.175341584827372277e+00
1.956000000000000000e+03, 1.231530612872297148e+00, 1.702621894094065835e+00, 2.205232316863538156e+00, 1.626384665740488344e+00, 1.981592048980613807e+00, 3.396224940095668554e+00, 2.436350134102498899e+00, 2.802253459118881462e+00, 1.734258013569207835e+00, 1.551105532352117899e+00, 2.543220669347762808e+00, 2.114107245178383998e+00, 1.626137293912329529e+00, 3.012824561052191097e+00, 2.029473873592784638e+00, 2.069479540487613178e+00
1.957000000000000000e+03, 1.146064491188909518e+00, 1.628479277131206659e+00, 2.032338892629117932e+00, 1.741924862759933967e+00, 1.753301057120628670e+00, 3.395545240964934930e+00, 2.578092985006072979e+00, 2.762583561364808649e+00, 1.692395642593299332e+00, 1.631009857861797752e+00, 2.557622776774207018e+00, 2.259857068584894879e+00, 1.655718005630805623e+00, 2.848245848905821109e+00, 2.054334342648449496e+00, 2.321564377872884499e+00
1.958000000000000000e+03, 1.081528151639542967e+00, 1.757473691800757187e+00, 2.320876752774883922e+00, 1.712847517408992770e+00, 2.225068024276426026e+00, 3.609520060678482523e+00, 2.534213879094056487e+00, 2.641041541149177885e+00, 1.748203553761817908e+00, 1.648005230620543271e+00, 2.507072227198754888e+00, 2.582713237530392281e+00, 1.746600416815929258e+00, 2.828337568858285689e+00, 2.205230051876986508e+00, 2.193706540148980366e+00
1.959000000000000000e+03, 1.185590479270897335e+00, 1.632142695205252902e+00, 2.330468324999841911e+00, 1.762293616204687163e+00, 1.933325450447159755e+00, 3.257106501090859751e+00, 2.220259370478974592e+00, 2.773008097399694005e+00, 1.550512508118604860e+00, 1.467378954596647356e+00, 2.527522312260424009e+00, 2.263051138777512516e+00, 1.702930930359291661e+00, 2.768301130605574034e+00, 2.071421114079029291e+00, 2.035955006158994163e+00
1.960000000000000000e+03, 1.128325097363124030e+00, 1.721394586808109528e+00, 2.431275038262045829e+00, 1.807404911679673321e+00, 1.905550260251710037e+00, 3.368313363209495925e+00, 2.322746779278059392e+00, 2.591012794510124451e+00, 1.563770027941707497e+00, 1.593537028872186623e+00, 2.596421846222026542e+00, 2.330069061190484181e+00, 1.659187205688088529e+00, 2.923829093067498608e+00, 1.861423208906409998e+00, 2.282910203327585208e+00
1.961000000000000000e+03, 1.075562810910155376e+00, 1.721881395096292122e+00, 2.135207586773574473e+00, 1.680395604630881001e+00, 2.034692649018625232e+00, 3.392496162109640778e+00, 2.276300866124740363e+00, 2.832334995281804879e+00, 1.645209367264953482e+00, 1.472513128960608819e+00, 2.448594507075656068e+00, 2.360971337224855304e+00, 1.681987383237546929e+00, 3.035001509267396091e+00, 2.136807276168706249e+00, 2.304546730901460005e+00
1.962000000000000000e+03, 1.204545696963285062e+00, 1.754452272702081039e+00, 2.218238537634464880e+00, 1.766945858865223373e+00, 1.864385781277094534e+00, 3.786792268879571655e+00, 2.712979329026882880e+00, 2.797973462637395770e+00, 1.662175844849117068e+00, 1.544564099910062493e+00, 2.584145393061337170e+00, 2.238628124410056319e+00, 1.720712579565563116e+00, 2.887686074379853363e+00, 2.235926725108001278e+00, 2.552712551103416772e+00
1.963000000000000000e+03, 1.128853195278637145e+00, 1.911663027702172446e+00, 2.119111359663359284e+00, 1.762270085712742462e+00, 2.161653089601494049e+00, 3.311614139892850250e+00, 2.581394260654429562e+00, 2.827603335588146916e+00, 1.783348389745787799e+00, 1.462848353104058141e+00, 2.547429849307333960e+00, 2.578203175771137445e+00, 1.706083373914627277e+00, 3.012785830830516876e+00, 2.282862163856461901e+00, 2.257902833120848385e+00
1.964000000000000000e+03, 1.204629299206602999e+00, 1.841606797579829591e+00, 2.115559489669307958e+00, 1.749643161573108285e+00, 2.238381890827270571e+00, 3.518136178309865691e+00, 2.514216222269102019e+00, 2.396752492289135006e+00, 1.896189660913683683e+00, 1.686619341562775265e+00, 2.594244671395478097e+00, 2.410912735438540899e+00, 1.588851796564798580e+00, 2.996635136536300426e+00, 2.244048164756862196e+00, 2.092512856513100150e+00
1.965000000000000000e+03, 1.149467179250376558e+00, 1.825210144621113750e+00, 2.073018781958054557e+00, 1.776091834110011147e+00, 1.698787666493783766e+00, 3.526431342327753349e+00, 2.462061312515883227e+00, 2.539236979560550278e+00, 1.723170726684774667e+00, 1.585518948287891083e+00, 2.478254878029729102e+00, 2.582128791769848775e+00, 1.611183062979917535e+00, 2.881401206909450785e+00, 2.200729600151485332e+00, 2.362447712326733562e+00
1.966000000000000000e+03, 1.086128369267634897e+00, 1.772967419945872258e+00, 1.988193971718971387e+00, 1.774600992850569270e+00, 1.967548914144702898e+00, 3.575746867172604038e+00, 2.603063836933642961e+00, 2.783496100134851936e+00, 1.672641991768768488e+00, 1.771443828366378037e+00, 2.655029669003681647e+00, 2.512627340018063649e+00, 1.651425376322785965e+00, 2.995386995980250155e+00, 1.656334972686150486e+00, 2.543252913184368857e+00
1.967000000000000000e+03, 1.181773729639367332e+00, 1.807547314241543024e+00, 2.391752539234441866e+00, 1.625280322432917091e+00, 1.857081903788031063e+00, 3.311412935904292532e+00, 2.302959213338782618e+00, 2.862111298413398508e+00, 1.748093786913021086e+00, 1.674399448513517852e+00, 2.686813176514399881e+00, 2.343693185613749730e+00, 1.676299609471326058e+00, 3.031629321660300302e+00, 2.187841557168934248e+00, 2.538629872563425760e+00
1.968000000000000000e+03, 1.176040528328466728e+00, 1.843611876971917418e+00, 2.314274022380844897e+00, 1.753359927500824700e+00, 2.032902834905863543e+00, 3.600039552603615967e+00, 2.367607073379996319e+00, 2.722587782059135986e+00, 1.733150598449624491e+00, 1.765727732636507286e+00, 2.612134029148618364e+00, 2.266841132548535587e+00, 1.808521788490172755e+00, 3.086494356558994845e+00, 2.071384852470172344e+00, 2.383298198432925563e+00
1.969000000000000000e+03, 1.231587066399820962e+00, 2.018796051653741763e+00, 2.139877996902828539e+00, 1.756935748059933911e+00, 2.309882558704106970e+00, 3.476543070363722343e+00, 2.341555138719124685e+00, 2.614241646476330949e+00, 1.786214066064311767e+00, 1.558189187515990781e+00, 2.674413589908737343e+00, 2.528359014839721031e+00, 1.855241184526257747e+00, 3.152826395669025228e+00, 1.908720708255106757e+00, 2.179367255865672703e+00
1.970000000000000000e+03, 1.169865877776998575e+00, 1.838156524212496645e+00, 2.337164751168635757e+00, 1.663925172041752498e+00, 1.976063557053622244e+00, 3.262659459867787159e+00, 2.418815530727092877e+00, 2.549476251487033274e+00, 1.728654016325425591e+00, 1.611044189570025154e+00, 2.712647900226643927e+00, 2.501389537845836397e+00, 1.801824392953196741e+00, 3.284905033823279918e+00, 2.268007436518153508e+00, 2.190345020040879387e+00
1.971000000000000000e+03, 1.306870099584812150e+00, 1.844650910503169428e+00, 2.008855888417180324e+00, 1.737829958915134254e+00, 1.993176219653499892e+00, 3.493490102906410932e+00, 2.436107316903181275e+00, 2.820203615720356716e+00, 1.921539999582746461e+00, 1.812862621985177780e+00, 2.710927224331334262e+00, 2.359532660479218169e+00, 1.691889203528649022e+00, 3.274802364554223466e+00, 2.127385083371401642e+00, 2.557438469430551198e+00
1.972000000000000000e+03, 1.208176565737879127e+00, 2.009127315721216611e+00, 2.297409147572691879e+00, 1.810181802284212438e+00, 2.117232729829689575e+00, 3.533358150618002291e+00, 2.276096065537468682e+00, 2.798332535191444315e+00, 1.940446296008213833e+00, 1.842594836951030102e+00, 2.739689805404558420e+00, 2.452218347295905154e+00, 1.867132703416384265e+00, 3.048328912639820754e+00, 2.125810037607140490e+00, 2.339005889174884611e+00
1.973000000000000000e+03, 1.093775779200200304e+00, 2.058474331428714166e+00, 2.386813151761964402e+00, 1.714240536077210830e+00, 2.081743839218948455e+00, 3.587028817893388233e+00, 2.459529933802035551e+00, 2.916519989301627369e+00, 1.890234946579952391e+00, 1.740919232945521200e+00, 2.782787311840520861e+00, 2.615945689649297190e+00, 1.927709279991902447e+00, 3.257178541126195537e+00, 2.261557327280912855e+00, 2.383946512075393986e+00
