year, CNRM-ESM2-1, UKESM1-0-LL, MIROC-ES2L, CMCC-ESM2, CanESM5, CESM2-WACCM, GFDL-ESM4, MPI-ESM1-2-LR
1.966000000000000000e+03, 1.360240811346352603e-09, -6.941595439471633073e-12, 1.433348720158658311e-09, -3.234177380891505077e-10, 7.337344012922617126e-11, 5.559041975938210455e-10, -2.184972237199387152e-10, 4.311206308878223817e-10
1.967000000000000000e+03, 9.664153582669882377e-10, -1.644649365822853906e-10, 1.915435908112973066e-09, -5.388524601293988140e-10, -1.082692073349511584e-09, 8.804484463341856094e-11, -6.884735395331521384e-10, 1.542305920955887273e-09
1.968000000000000000e+03, 7.161099317993772773e-10, 3.908129114382744089e-10, 1.737755012621198986e-09, 2.457509895719498730e-10, 8.601889434704944080e-11, 2.357314656012309895e-10, -2.462201563770108449e-10, -6.229264684882761767e-10
1.969000000000000000e+03, -3.774309397561188847e-10, -8.429389498909191116e-11, 2.144525397240945704e-09, 2.507413402532954398e-09, -1.046337286544913578e-09, 1.298452597364830664e-09, 1.254735825032021107e-10, -2.572786220610343569e-10
1.970000000000000000e+03, 3.070786821674577934e-10, -1.642451492416441295e-10, 2.452350857206036822e-09, 6.352244962938663709e-10, -7.499464331093752310e-10, 1.302958997174355068e-10, -2.400806929283070340e-10, 1.922370292814426562e-10
1.971000000000000000e+03, 1.690681143451951781e-09, 4.067673538071943764e-10, 2.386330202731587815e-09, -4.643377692372486029e-10, -1.802509674992323674e-10, 3.626103642133969645e-10, 1.724078487823420733e-10, 5.289624268579454172e-10
1.972000000000000000e+03, 1.020291451496826380e-09, -1.561890006012206122e-10, 1.498781159432256797e-09, -1.660187019882119312e-09, 1.556691811840697902e-10, 5.193212709690486979e-10, 1.950524129605390950e-10, 5.988930563470061888e-10
1.973000000000000000e+03, 5.155726690820978495e-10, 4.075185371872466852e-10, 2.466467126725581866e-09, 2.077083313968567772e-10, -7.013553873590381083e-10, 1.083864298248428865e-09, -4.138543689365393298e-10, 2.861382101625276464e-10
1.974000000000000000e+03, 7.178942858854105609e-10, 3.024180803022449758e-10, 1.394823072425474061e-09, -3.299287651253405548e-10, -4.041394542666025551e-10, 1.061075141557318135e-09, -3.530300049558220842e-10, 6.257592870103147626e-10
1.975000000000000000e+03, 4.320708028460760784e-10, 4.826372296348715858e-10, 1.295747718106778559e-09, -1.223045251526014864e-10, 5.447144574573633920e-11, -1.435942297984749609e-10, -1.349201529133182077e-10, 6.978039292324161387e-10
1.976000000000000000e+03, 2.873239192565087500e-10, -4.274734641909333520e-10, 2.819514653561054878e-09, -2.750168268269050197e-10, -6.894959250473577350e-10, 1.997058510463431721e-10, 2.270354353201656135e-10, 6.735740233692012445e-11
1.977000000000000000e+03, 1.507633912140983245e-09, 1.113229377206832776e-09, 2.131214494235925401e-09, 4.315047114085521511e-10, -7.949492247559435564e-10, 1.178557102980850408e-09, 3.069513523896386347e-10, 1.200016744415210019e-09
1.978000000000000000e+03, 4.389893564314953713e-10, -1.331754444632147899e-10, 1.690584366173921153e-09, -6.805196867834019033e-10, 3.149121628198251631e-10, 6.525884164507493616e-10, -6.237321828651616770e-11, 1.073086540143245588e-10
1.979000000000000000e+03, 4.515287201691587210e-10, 3.945205191881443442e-10, 2.048127099261096045e-09, -1.771597356886671662e-09, -1.451273661889854233e-10, 7.132443942751717644e-10, -2.201761574567306775e-10, -2.729953498894173307e-10
1.980000000000000000e+03, 1.391045332477746474e-09, 2.455355964209691484e-10, 2.127291997058988510e-09, 4.511778710661911010e-10, -2.297769228117655080e-10, 9.219675663493052675e-10, -5.453190328264988548e-10, -2.637287637708140119e-10
1.981000000000000000e+03, 4.221784263061541680e-10, -4.294947327500478810e-10, 2.642228579881997895e-09, 1.051326499052082708e-09, -1.588107591844639108e-10, 8.151271870099979433e-10, 5.969863275340580771e-10, 1.434497573155092976e-09
1.982000000000000000e+03, 1.193673890262625743e-09, 3.238506335759213174e-10, 2.629922666930295168e-09, 2.123076345557219287e-09, -1.023136878220785791e-09, 2.244880158266145266e-10, -2.516565637820995276e-10, 1.175490958955725605e-09
1.983000000000000000e+03, 6.142990838808905175e-11, -5.844083370812006413e-11, 2.203650425485316447e-09, -1.329950794576741677e-09, 3.056364476562795289e-10, 1.074538825230285977e-09, 3.353021822212432593e-10, 2.256324479680607907e-10
1.984000000000000000e+03, 1.246199391691529624e-09, 3.529402725316688137e-10, 2.080438508225055781e-09, -1.016153571790633267e-09, 1.204222061454759472e-10, 8.183839290422636644e-10, 1.565480018221563639e-10, -7.827474699597841442e-11
1.985000000000000000e+03, 1.460379156669472301e-09, -1.689402640271637430e-10, 1.770275520315332117e-09, -8.468827196591333392e-10, 4.716461955449001897e-10, 4.509760283450538278e-10, -1.786131596569035307e-10, -1.408423759988015736e-10
1.986000000000000000e+03, 9.691155783760267195e-10, 3.190615854017473661e-10, 1.825122276294090259e-09, 2.296707693691153142e-09, 6.495195553455337418e-10, 5.198212092064350593e-10, 3.171645478790617048e-11, -3.013666450112136328e-10
1.987000000000000000e+03, 1.185146680818412377e-09, 3.722409552606384208e-10, 2.041448039717705769e-09, 4.368586835105218378e-10, -1.146329948246152000e-09, 8.405069517839117562e-10, 4.168248550683879644e-10, 7.454418877350039190e-10
1.988000000000000000e+03, 5.701009402462038737e-10, 3.649877187504734262e-11, 2.255990184892115464e-09, -2.180994965743136605e-09, 7.742774285770400666e-12, 3.988425654024659582e-10, 1.507446579576165078e-10, -2.608885844978657032e-11
1.989000000000000000e+03, 5.457421176089734896e-10, 1.427366404992338049e-09, 1.673336886717520614e-09, -5.906962067915065167e-10, -6.547328933966558835e-11, 1.377304685023491489e-10, -4.637680304314218437e-10, 2.320247697045481372e-10
1.990000000000000000e+03, 7.613044855213824558e-10, 3.861198176616211347e-10, 1.636677214280135814e-09, -7.042550457216452480e-10, 1.866516578184762942e-12, 6.289277988886292253e-10, 2.767970452797280653e-10, -3.032672821514198037e-10
1.991000000000000000e+03, 1.408492854168250624e-09, 2.824754074968603375e-10, 1.300466714332307983e-09, 7.939819109632821303e-10, 3.120276330807802657e-10, 4.541659031285605277e-10, 3.605656058274788544e-10, 1.562536090167307224e-09
1.992000000000000000e+03, -3.384759617400593059e-10, -7.454988882582445678e-12, 2.225900694815094766e-09, -1.151143912804680578e-10, 3.059189745588554269e-10, 1.268954764818721586e-09, 2.337400627343533612e-12, -1.026639158561289583e-09
1.993000000000000000e+03, 1.230768528803746233e-09, -2.107631039884580770e-10, 1.448225521607563038e-09, 6.969360582046862676e-10, 4.858988472202631628e-10, 3.075888989133593307e-10, 4.170548503742846144e-10, 1.666022087941365424e-09
1.994000000000000000e+03, 5.931440089134749568e-10, 9.018603650524075771e-10, 2.443385549092274335e-09, -1.435616043805916925e-09, 1.977540113849444835e-10, 3.141174194569738999e-10, -1.062950691345517616e-11, 1.846037262754483845e-10
1.995000000000000000e+03, 1.242005393887270638e-09, 7.612917193395501249e-10, 1.517136110834132482e-09, -1.851054673180306747e-10, 1.137765946703553161e-09, 3.847082800528378655e-10, 5.598842112755548687e-10, 3.601892476570692755e-10
1.996000000000000000e+03, 1.606095885899849088e-09, 2.079989343669297435e-10, 1.338984296594154126e-09, 2.554428092059141137e-10, -6.116387083567278667e-10, 1.832742885207232732e-10, -5.494086307947709040e-11, -4.315581567760602326e-10
1.997000000000000000e+03, 1.110538541788851779e-09, 7.628264293139469059e-10, 1.527126637153166728e-09, -5.888632628595338228e-10, -8.322201447750276266e-10, 1.113858979226273374e-09, 1.188126305336449398e-09, 1.128520972766066663e-09
1.998000000000000000e+03, 1.319178626009195672e-09, 5.084327655624076293e-10, 2.131467383682128937e-09, 2.243911861735715857e-10, 1.972316237551104985e-10, 1.177645610825518236e-09, -2.841216278721225106e-10, -5.231670695642804828e-10
1.999000000000000000e+03, 5.829450144659334857e-10, 3.373552432847941870e-10, 1.311594104319044656e-09, 3.217703801164391165e-10, 5.369358381112374886e-10, 2.527702943982415807e-10, 3.420628758976575298e-10, 1.598002008905353765e-09
2.000000000000000000e+03, 9.857366807659941105e-10, 4.156110345718355303e-10, 1.898024443761983052e-09, 1.338071118128845839e-09, -5.018717903732359452e-11, 5.430761798317845429e-10, 2.014652058808473551e-11, -5.811673138147753473e-11
2.001000000000000000e+03, 7.144854590789096977e-10, -1.462419756425056261e-10, 2.517852161822703804e-10, -1.864485252336061629e-09, 1.375223046228034821e-10, 4.053036535867562192e-10, -2.950496482991552794e-11, 1.561740100957382299e-11
2.002000000000000000e+03, -7.863912140995717638e-10, 8.810401770638807104e-10, 2.277161855967554935e-09, -1.091683606442240817e-09, 8.569481773633273474e-10, 1.948771719766318885e-10, 4.337846730875229238e-10, -2.430278704818960489e-10
2.003000000000000000e+03, 1.801694816130254475e-09, 5.463189588826792227e-10, 1.925938849004694220e-09, 3.139659931006408515e-10, 1.040184757828759798e-09, 4.335694699505456108e-10, 4.402448050677959537e-10, 2.588271448958890571e-10
2.004000000000000000e+03, 4.170408654079938771e-10, 2.604432031161327993e-10, 1.700290359161597317e-09, 5.807966044844417681e-10, -7.779400011434307899e-10, 4.725742730201286979e-10, 7.774147666052243555e-10, 1.304722581408457887e-10
2.005000000000000000e+03, 1.428182360007865342e-09, 1.317789528879734853e-09, 6.455265033892115327e-10, 2.277270080573636396e-09, -1.388819959664033145e-10, 1.600104445614242544e-10, -3.644124569823418668e-11, 9.430544749924804578e-10
2.006000000000000000e+03, 1.617308626137205681e-10, 5.106558691948332270e-10, 1.497348608168624828e-09, -2.578508761857545817e-10, 4.221280643483857662e-10, 4.501303549155363344e-10, 1.993008137441124182e-10, 8.302380391940034570e-10
2.007000000000000000e+03, 5.872126813702913018e-10, 9.376499210513897982e-10, 6.566165791106096344e-10, -1.366724274454349616e-09, 9.595392605760262853e-11, 3.657377847552579648e-10, 8.635477157933921834e-10, -3.156345412607182728e-11
2.008000000000000000e+03, 6.416093876971592552e-10, 1.424033515675226641e-09, 1.227499559780958081e-09, -1.104504195678157030e-09, 1.289051124896726146e-10, 7.474385608142343589e-10, 8.196641836899796614e-10, -4.386711728814770164e-12
2.009000000000000000e+03, -5.289635611443964561e-10, 1.168158327493162805e-09, 1.064764103314976366e-09, 2.377819842439195231e-09, 1.612323828925177613e-10, 8.526658725946386446e-10, -2.068758066991592227e-10, 6.240467808240222903e-10
2.010000000000000000e+03, 1.306514307590645220e-09, 1.229879701947722901e-09, 3.065957293514883728e-09, 7.342676092242654637e-10, 2.795221623535868077e-10, -6.910464587185342308e-10, -6.952597958486467278e-10, 5.255706236698617993e-10
2.011000000000000000e+03, 1.307973786624890837e-09, 5.919644091885944358e-10, 2.343706094967094798e-09, -2.204680912468081956e-09, -3.206369257473152316e-10, 5.174347158470098426e-10, 6.204896608710060165e-10, 3.058851172596151930e-10
2.012000000000000000e+03, 1.056719795459524952e-09, 4.954738646427262155e-10, 1.963393393304145851e-09, -2.248807159897482933e-09, 7.119807100959283580e-10, 4.158119780417478842e-10, 3.546079630097393514e-10, 5.260216788590980574e-10
2.013000000000000000e+03, -2.078475051315145691e-10, 1.202223632101706963e-09, 2.511589658702587624e-09, 3.050985067822795888e-09, 1.553038865178450212e-09, 2.437330960265578986e-10, -2.131006977378257723e-10, 1.328351384564262073e-09
2.014000000000000000e+03, 6.384476669949401687e-10, 8.427465238676141837e-10, 1.796421494883761920e-09, 3.606553059863044226e-09, -2.684825940849452172e-10, 7.228506816138521954e-10, 2.108559005341269563e-10, 2.743283273611073456e-10
