year, CanESM5, CESM2-WACCM, CNRM-ESM2-1, MIROC-ES2L, GFDL-ESM4, NorESM2-LM, IPSL-CM6A-LR, ACCESS-ESM1-5, MPI-ESM1-2-LR, EC-Earth3-Veg, NorESM2-MM, CMCC-CM2-SR5, TaiESM1
1.915000000000000000e+03, 8.206449286463906034e+00, 1.560253620725006840e+00, 1.643602500317981452e+01, 1.690150751176091859e+01, 4.862126737787320074e+00, 1.405272918371622826e+00, 5.029625364809898080e+00, 3.162147009355518179e+00, 1.142336554179407848e+01, 2.022831397567455891e+00, 1.556635309567536263e+00, 2.517644644781078966e+00, 2.850068350700122877e-01
1.916000000000000000e+03, 8.026938053670308548e+00, 1.550314577637438962e+00, 1.652934687429875993e+01, 1.691435024055364877e+01, 4.875177794587651547e+00, 1.362852805721764149e+00, 5.006160737809183914e+00, 3.112254821953344575e+00, 1.146487011255693034e+01, 2.019291408682208910e+00, 1.542314525717715323e+00, 2.404707508725861143e+00, 2.810517903446096977e-01
1.917000000000000000e+03, 7.892952482951218762e+00, 1.513085618721677239e+00, 1.656614719383136602e+01, 1.691697246262181764e+01, 4.874379382287418849e+00, 1.421535283831521834e+00, 4.975258187840807089e+00, 3.162297085796224927e+00, 1.145429092274612337e+01, 2.003899733900051938e+00, 1.535999632245701463e+00, 2.247256415871940582e+00, 2.951803041912504644e-01
1.918000000000000000e+03, 7.795816435294105062e+00, 1.547392444805942624e+00, 1.662377966500303117e+01, 1.693310123871843231e+01, 4.832464744197313422e+00, 1.399037564842431802e+00, 4.895230095727795216e+00, 3.175277811160163832e+00, 1.139519607370852050e+01, 2.005511387960032366e+00, 1.536416907297883938e+00, 2.550111777573031535e+00, 4.355224621192265166e-01
1.919000000000000000e+03, 7.826921698830155982e+00, 1.561313416351310934e+00, 1.651227230066478313e+01, 1.695822619376316354e+01, 4.861681514575281859e+00, 1.396294006629331230e+00, 4.964671690086491118e+00, 3.203786091872916852e+00, 1.146233725703005391e+01, 1.969790485837129568e+00, 1.517041730501481389e+00, 2.658437550635773583e+00, 3.316717377009257284e-01
1.920000000000000000e+03, 7.796464587938573665e+00, 1.580327243820893290e+00, 1.656219058369977049e+01, 1.694955701230965772e+01, 4.803962502441780025e+00, 1.366943674857864943e+00, 4.914065814354248829e+00, 3.195934737219905397e+00, 1.145425862258739613e+01, 1.860097092581069811e+00, 1.586255108839305317e+00, 2.495398131397592145e+00, 3.640089774213793872e-01
1.921000000000000000e+03, 7.827727974709789649e+00, 1.523008449206575632e+00, 1.674171138998578456e+01, 1.696673484575261170e+01, 4.749561411234272335e+00, 1.371181151412626198e+00, 4.962556257420876804e+00, 3.224211880928671725e+00, 1.145804551631324131e+01, 1.850177590628875768e+00, 1.628091430854907262e+00, 2.677213403179024009e+00, 2.854409734100882279e-01
1.922000000000000000e+03, 7.746716773800158329e+00, 1.508385628454690375e+00, 1.670519368384910308e+01, 1.689370748626841845e+01, 4.745975955380419720e+00, 1.378266361184455890e+00, 4.990468216579649230e+00, 3.256485666691445680e+00, 1.145042405776588623e+01, 1.877696557559784596e+00, 1.522220934677311677e+00, 2.235254166139061471e+00, 4.766147529041153130e-01
1.923000000000000000e+03, 7.974499203057273888e+00, 1.484783247047619881e+00, 1.673938657695527610e+01, 1.684278613886563747e+01, 4.759971291202997890e+00, 1.374487067796916984e+00, 5.022597609813151287e+00, 3.290592731756747380e+00, 1.142984161406271859e+01, 1.965008289818812814e+00, 1.587416034346962102e+00, 2.299732974424382626e+00, 3.444112473415047448e-01
1.924000000000000000e+03, 7.872921832331569725e+00, 1.512088598352513191e+00, 1.675907193482291291e+01, 1.684117648449267790e+01, 4.788964455724143754e+00, 1.419738374546080983e+00, 4.999073409029004544e+00, 3.321969786456122620e+00, 1.146298930612638323e+01, 2.024141785955722028e+00, 1.580739691299369865e+00, 2.520819610455414139e+00, 2.443096912186037140e-01
1.925000000000000000e+03, 7.720114017448512556e+00, 1.557003168581302388e+00, 1.681297882145796407e+01, 1.681059806968088921e+01, 4.821272479814293632e+00, 1.317809385709565406e+00, 4.990112921855133443e+00, 3.331354155610103618e+00, 1.142849545986576132e+01, 1.989687901272126691e+00, 1.552893901794518472e+00, 2.618916473390680011e+00, 3.934811108830591486e-01
1.926000000000000000e+03, 7.685700194609936808e+00, 1.539279523832553176e+00, 1.681298815535408409e+01, 1.677306477034989030e+01, 4.852136979982670795e+00, 1.335781804393725736e+00, 4.953595301495656855e+00, 3.343564045554595854e+00, 1.142684092071195501e+01, 1.996839595634058107e+00, 1.576577862606962865e+00, 2.589517563829845770e+00, 3.777675780874781286e-01
1.927000000000000000e+03, 7.865586891244257473e+00, 1.499473428506023165e+00, 1.678831329502272141e+01, 1.673134897356094442e+01, 4.797803281884333693e+00, 1.406362376613724319e+00, 4.951412629507806251e+00, 3.323142664647186439e+00, 1.138816634544362927e+01, 1.965560466958262253e+00, 1.518959816315992084e+00, 2.557575087447841788e+00, 3.016611487835030303e-01
1.928000000000000000e+03, 7.958172547265105479e+00, 1.551387509647552676e+00, 1.684503468594674658e+01, 1.664099936951595637e+01, 4.786898809770927521e+00, 1.473476316672284847e+00, 4.968312829108830542e+00, 3.300896228730743065e+00, 1.134965950625677245e+01, 2.034004363078287358e+00, 1.587984109026927770e+00, 2.351940385457818472e+00, 3.265057703693997615e-01
1.929000000000000000e+03, 7.902267065600983464e+00, 1.535648826530530586e+00, 1.699944076360628387e+01, 1.659797752513778590e+01, 4.745125604109177608e+00, 1.383737658321357200e+00, 5.005599122038270288e+00, 3.305024830335189900e+00, 1.131141564196510174e+01, 2.070965170166376268e+00, 1.541578108557952520e+00, 2.443217214644916258e+00, 3.672771841519628655e-01
1.930000000000000000e+03, 8.028978432267349419e+00, 1.562970276923853818e+00, 1.702034248813522055e+01, 1.660741053394269073e+01, 4.773554887309644279e+00, 1.314109311066145924e+00, 5.064564258882093384e+00, 3.300802801422515920e+00, 1.132416499795166231e+01, 2.058421480175523843e+00, 1.491164708484649548e+00, 2.328936868351839440e+00, 3.878727399902761608e-01
1.931000000000000000e+03, 7.963371866648416564e+00, 1.555711700141589215e+00, 1.709772534220607909e+01, 1.663777342969247997e+01, 4.771861914725626264e+00, 1.341376238930368725e+00, 5.055968518548985102e+00, 3.293002931441875614e+00, 1.139107482217529821e+01, 2.099095032183262433e+00, 1.500708371423105758e+00, 2.463098963916229955e+00, 3.595471513963917065e-01
1.932000000000000000e+03, 8.027172154861547781e+00, 1.536733324699302905e+00, 1.700838026407156889e+01, 1.664368725506708557e+01, 4.765510471569413653e+00, 1.350004730197522429e+00, 5.047708902218042581e+00, 3.317641693846186790e+00, 1.137122640202492185e+01, 2.056741235962687764e+00, 1.568729657906779096e+00, 2.300343900941376862e+00, 2.564675812993832960e-01
1.933000000000000000e+03, 8.012493815825605381e+00, 1.539672078154975976e+00, 1.719000472945415581e+01, 1.655131619945985122e+01, 4.785842032530146284e+00, 1.471335489563534882e+00, 5.046038534018595811e+00, 3.332196457256001221e+00, 1.135852567437029670e+01, 1.965263598363647723e+00, 1.537011925893476016e+00, 2.833430747458822729e+00, 3.715890961618097954e-01
1.934000000000000000e+03, 7.949063516645477279e+00, 1.569236852281112427e+00, 1.708623506449071527e+01, 1.646932328290870018e+01, 4.780818864948111369e+00, 1.416063536785756583e+00, 5.059032031362884041e+00, 3.352646312616871960e+00, 1.135132551765948961e+01, 2.010402040575925753e+00, 1.562204928903696999e+00, 2.553813375992737278e+00, 3.233192668912948653e-01
1.935000000000000000e+03, 7.957061786723952146e+00, 1.547101209741452044e+00, 1.710825924332834802e+01, 1.654121060398551180e+01, 4.757588595042203217e+00, 1.376442855740610982e+00, 5.037538256969829042e+00, 3.378250578482094646e+00, 1.136068616979987311e+01, 2.068659164836776920e+00, 1.575422299747670341e+00, 2.259188092003053594e+00, 3.719858035183435385e-01
1.936000000000000000e+03, 8.096395511875618567e+00, 1.542567283922001042e+00, 1.708374869743128954e+01, 1.658692330690731964e+01, 4.779468663214970547e+00, 1.351838860510459206e+00, 5.082000879546433758e+00, 3.403820176114897400e+00, 1.137425896356901589e+01, 2.058202016520968680e+00, 1.610236438616716281e+00, 2.439325696059853943e+00, 3.237314265842937133e-01
1.937000000000000000e+03, 8.135982239542107308e+00, 1.531458641922273545e+00, 1.723988432824973316e+01, 1.664805944369551582e+01, 4.769555739124991867e+00, 1.379265635526206291e+00, 5.080637405839616427e+00, 3.399386995445662141e+00, 1.138976646462625908e+01, 2.050916136132530543e+00, 1.558683909386700872e+00, 2.892060127663478308e+00, 3.521027424835048714e-01
1.938000000000000000e+03, 8.260317980264709092e+00, 1.520561575099970586e+00, 1.724730236294228192e+01, 1.662460001226635242e+01, 4.847342193876511551e+00, 1.347620366097922684e+00, 5.057150641936074109e+00, 3.434708594379036750e+00, 1.137130132996420961e+01, 2.014300407349682853e+00, 1.603883601357941835e+00, 2.394346370902834753e+00, 3.151357894221386569e-01
1.939000000000000000e+03, 8.193433315995445554e+00, 1.512262664195511919e+00, 1.733404687460323146e+01, 1.664067255353829111e+01, 4.837283163942665887e+00, 1.348671354064539196e+00, 5.033884393967754889e+00, 3.471377906722466378e+00, 1.139330232292106970e+01, 1.990606671117188142e+00, 1.555437105113157026e+00, 2.133683206092859663e+00, 3.101025141563162335e-01
1.940000000000000000e+03, 8.020562589256739372e+00, 1.480538504244588216e+00, 1.738493812858865439e+01, 1.667569304235645333e+01, 4.813794704459747109e+00, 1.390093786441019663e+00, 5.055343454400665237e+00, 3.512996552325069466e+00, 1.138557499554364227e+01, 2.029261462837240515e+00, 1.489375584266055430e+00, 2.571218034583755419e+00, 3.367446951452888748e-01
1.941000000000000000e+03, 7.865199369695243803e+00, 1.472127433077140779e+00, 1.729572218874372780e+01, 1.672153971736612732e+01, 4.837489521904823064e+00, 1.398035668137511678e+00, 5.079776229189343795e+00, 3.522536260254173879e+00, 1.136242373659817595e+01, 2.003765352845837455e+00, 1.445607240367846824e+00, 2.602014510943043479e+00, 4.382482451470219864e-01
1.942000000000000000e+03, 7.925440249177913010e+00, 1.470884117092843502e+00, 1.729146640422811743e+01, 1.685221949879975512e+01, 4.885822432623501577e+00, 1.439517263063897934e+00, 5.001831220659597399e+00, 3.529494975789922329e+00, 1.137457796984587866e+01, 1.994567799791713725e+00, 1.458124201063637715e+00, 2.284404817192176917e+00, 3.547140307058271880e-01
1.943000000000000000e+03, 8.109311073687587523e+00, 1.524793712944563673e+00, 1.734967409011051842e+01, 1.686761296787047471e+01, 4.843801811252481215e+00, 1.416759886068505780e+00, 5.019472909447618925e+00, 3.530783889549961696e+00, 1.140036771471051580e+01, 2.015842359107115733e+00, 1.482278973791970378e+00, 2.477748994545200034e+00, 3.953850749372072593e-01
1.944000000000000000e+03, 8.039278494655409446e+00, 1.493548280037754417e+00, 1.723833871150741359e+01, 1.693332507308585733e+01, 4.805992770307506490e+00, 1.329320903251735020e+00, 4.979936714548436782e+00, 3.490241915184391086e+00, 1.137705013455935443e+01, 2.026737461206905344e+00, 1.543223094273935114e+00, 2.633808664609914807e+00, 3.473245614805459125e-01
1.945000000000000000e+03, 7.976289480389024078e+00, 1.515145400211115545e+00, 1.726427916162966980e+01, 1.689415539264961197e+01, 4.824007287615159179e+00, 1.436148243303873917e+00, 5.007138424212178585e+00, 3.465383729506718247e+00, 1.143988448040294692e+01, 1.995088329221672785e+00, 1.553748180275613899e+00, 2.678779219495226904e+00, 2.864226200434824010e-01
1.946000000000000000e+03, 8.079175776004824172e+00, 1.520313143209196527e+00, 1.731549147030797542e+01, 1.683225133934849538e+01, 4.841324730221193029e+00, 1.355389838061690888e+00, 5.048786332503699015e+00, 3.462397371267842416e+00, 1.143119609459407471e+01, 1.944229044330487488e+00, 1.545794392074623547e+00, 2.381979500977954523e+00, 3.723747776435887280e-01
1.947000000000000000e+03, 7.940269725661363687e+00, 1.528268314996504396e+00, 1.738511225920125725e+01, 1.683688840434881229e+01, 4.807059769210406230e+00, 1.326453001744199112e+00, 5.038013678947229401e+00, 3.479387760890892078e+00, 1.139776335826381626e+01, 1.943326837987080058e+00, 1.568313358414280989e+00, 2.274145904864183887e+00, 3.477074900199695895e-01
1.948000000000000000e+03, 7.912003539460497947e+00, 1.512484866672956896e+00, 1.750528242054008032e+01, 1.692052424769680741e+01, 4.801216996105218904e+00, 1.380975760127680418e+00, 5.038528515649989714e+00, 3.476529424054949580e+00, 1.136052030483471675e+01, 1.986747650270371368e+00, 1.603840991943769723e+00, 2.297317848472548274e+00, 3.047456249078251966e-01
1.949000000000000000e+03, 7.978202223644895952e+00, 1.534426473834935800e+00, 1.736093569367463729e+01, 1.691945308135057857e+01, 4.822503086733081368e+00, 1.398413121693466321e+00, 5.039736853855072418e+00, 3.438696578930123149e+00, 1.139382368956093394e+01, 2.054914184583492176e+00, 1.596596600160757884e+00, 2.653929997344367742e+00, 3.357405918701523162e-01
1.950000000000000000e+03, 8.155276351414601166e+00, 1.523413081248317535e+00, 1.729071655708978028e+01, 1.687984029265381736e+01, 4.821454447451725578e+00, 1.389374192347711423e+00, 5.022151201504589046e+00, 3.415643977791338326e+00, 1.139526535261474827e+01, 2.084726890570042013e+00, 1.561374470979708384e+00, 2.466290200699413848e+00, 3.817676677346074632e-01
1.951000000000000000e+03, 8.135671417166898678e+00, 1.458600287609170598e+00, 1.747055911945533069e+01, 1.696605085722327644e+01, 4.829705002596687002e+00, 1.415555586799802201e+00, 5.048262075590704612e+00, 3.443093545713427073e+00, 1.144040971027623499e+01, 2.018938165992715028e+00, 1.558269020097592827e+00, 2.553800909665097763e+00, 4.482586436265966201e-01
1.952000000000000000e+03, 8.060815022618196934e+00, 1.533801771357358845e+00, 1.756334244006433210e+01, 1.706261855156770579e+01, 4.826253089329094692e+00, 1.417089213859537011e+00, 5.054845135329059325e+00, 3.450968392606205359e+00, 1.149170535673646398e+01, 2.034913465639241803e+00, 1.549149111480812691e+00, 2.633092373969512678e+00, 3.554936162964260626e-01
1.953000000000000000e+03, 8.181315642434270785e+00, 1.605978328118282006e+00, 1.752670187071296937e+01, 1.709369847381115903e+01, 4.857806668330246325e+00, 1.432616563541281307e+00, 5.046381197640063654e+00, 3.483389876619927605e+00, 1.147321146937068903e+01, 2.052366803389594097e+00, 1.582530245421530424e+00, 2.553199557185624080e+00, 3.515990539759173417e-01
1.954000000000000000e+03, 8.151766562731785015e+00, 1.630606296022135915e+00, 1.758530948060188592e+01, 1.712064775835764863e+01, 4.863267731516438097e+00, 1.497196738804207783e+00, 5.014377073516751437e+00, 3.497799898747259828e+00, 1.140330562077622645e+01, 2.063144636681488731e+00, 1.580464121115371601e+00, 2.676835310512091670e+00, 3.206119589335360009e-01
1.955000000000000000e+03, 8.106945977781983004e+00, 1.623029946260461598e+00, 1.760360890627503494e+01, 1.713685043761776328e+01, 4.792217644468612647e+00, 1.448983922754068621e+00, 5.069231541599441115e+00, 3.467364814466132206e+00, 1.142204643410566511e+01, 2.067115167050510127e+00, 1.549666292624541919e+00, 2.254283556968239566e+00, 3.988304063126124066e-01
1.956000000000000000e+03, 8.013115018573758519e+00, 1.568592140372407240e+00, 1.764223711869266253e+01, 1.722679196053972106e+01, 4.779531119893479563e+00, 1.451177134012409553e+00, 5.091721591587169193e+00, 3.445956845183031358e+00, 1.152602478655221674e+01, 2.012661020967908776e+00, 1.577845487824607096e+00, 2.271384461143034272e+00, 3.027747672713253513e-01
1.957000000000000000e+03, 8.044767567812881381e+00, 1.651193844043436387e+00, 1.758073257050881821e+01, 1.737906952799644245e+01, 4.800945069600053294e+00, 1.459544634293731269e+00, 5.101949723554455751e+00, 3.494083251311719263e+00, 1.157351336499778327e+01, 2.058946661596513295e+00, 1.605418686288230035e+00, 2.757513134187248305e+00, 3.134428847765300397e-01
1.958000000000000000e+03, 8.328705485274673137e+00, 1.622712551635329126e+00, 1.775578218722605683e+01, 1.755538190317288993e+01, 4.819391167752416827e+00, 1.414604083149267444e+00, 5.122303457819240791e+00, 3.498144861460816823e+00, 1.149088609526978288e+01, 2.111066782486600957e+00, 1.604413224847203168e+00, 2.334169766233329391e+00, 3.990670579571446441e-01
1.959000000000000000e+03, 8.552535417200770596e+00, 1.670263591294990135e+00, 1.772410590803252362e+01, 1.764302929975428214e+01, 4.821207970864557879e+00, 1.486173604808036286e+00, 5.155401111540544257e+00, 3.506735050050617808e+00, 1.150403087079434350e+01, 2.081592489873781204e+00, 1.608888563026460883e+00, 2.513983204045454833e+00, 3.177386708500335444e-01
1.960000000000000000e+03, 8.446552253046982983e+00, 1.658979941397366265e+00, 1.761220405848990112e+01, 1.767279272146757307e+01, 4.793395231107890453e+00, 1.520621316850287341e+00, 5.144808219455888398e+00, 3.537538636876162990e+00, 1.149962820115436024e+01, 2.043538322052092848e+00, 1.628174641948407109e+00, 2.657494713339737302e+00, 3.847102366402510576e-01
1.961000000000000000e+03, 8.153629465432109313e+00, 1.660032978946113458e+00, 1.768064727198954600e+01, 1.766089641368973773e+01, 4.815225794865377829e+00, 1.555514781507454591e+00, 5.110147677759734997e+00, 3.536343413103617994e+00, 1.147521483248640450e+01, 2.041666618402006250e+00, 1.656044521239479872e+00, 2.422287536476402270e+00, 4.245807365040236148e-01
1.962000000000000000e+03, 8.057731590139859179e+00, 1.670060426834226064e+00, 1.764913042932220932e+01, 1.782621752702996787e+01, 4.802947376617363595e+00, 1.552532019381412720e+00, 5.154516493464230464e+00, 3.524155857879645914e+00, 1.148700126964809698e+01, 2.075251449568110473e+00, 1.674727878450787077e+00, 2.565278244768844473e+00, 3.255292327562395172e-01
1.963000000000000000e+03, 8.190072081430031403e+00, 1.580220989245801011e+00, 1.775459096232976819e+01, 1.797542874997107276e+01, 4.837249024174180789e+00, 1.563011208135547836e+00, 5.168819536102580159e+00, 3.510535816917108143e+00, 1.150926713396657419e+01, 2.126284611318200568e+00, 1.715893300633157148e+00, 2.328970535144453624e+00, 3.576578433488556974e-01
1.964000000000000000e+03, 8.076798916206932688e+00, 1.590252368577514286e+00, 1.775405774517306057e+01, 1.815768339459484437e+01, 4.858155818323867337e+00, 1.539225309878994086e+00, 5.238799730248431707e+00, 3.537542559850665569e+00, 1.155487965599955125e+01, 2.126238699292751999e+00, 1.741941105249324329e+00, 2.277834206782523463e+00, 3.280337361337216651e-01
1.965000000000000000e+03, 8.029958476350676833e+00, 1.650042133401178335e+00, 1.765141610545709483e+01, 1.827829792548644150e+01, 4.887726593140054199e+00, 1.551437834722718678e+00, 5.252681635498828605e+00, 3.547292123206120085e+00, 1.150573289940007093e+01, 2.195694404596113092e+00, 1.754713413917701414e+00, 2.551536891913174454e+00, 3.437573478630911450e-01
1.966000000000000000e+03, 8.045545213812976826e+00, 1.711133594504347322e+00, 1.765561940693354259e+01, 1.834798157597546009e+01, 4.884901716010440431e+00, 1.521384073743919485e+00, 5.282515176716617411e+00, 3.537746803985095223e+00, 1.149328478334284043e+01, 2.273510708837787053e+00, 1.726386185621886504e+00, 2.594973123901004541e+00, 3.724925620917520219e-01
1.967000000000000000e+03, 8.139688346742140368e+00, 1.714969608140672896e+00, 1.774297891503416835e+01, 1.844455559543653322e+01, 4.942412849994611612e+00, 1.537892899476809516e+00, 5.194815781986917180e+00, 3.582926074108104153e+00, 1.153078484457376618e+01, 2.280378637716053980e+00, 1.716546763409791510e+00, 2.517101839045202905e+00, 3.650952855722915391e-01
1.968000000000000000e+03, 8.170948684234671688e+00, 1.669306552310033442e+00, 1.784045221930592007e+01, 1.854290513276476560e+01, 4.879407726857362348e+00, 1.535115594476844647e+00, 5.237585987131503806e+00, 3.579410428732673122e+00, 1.155623960742831180e+01, 2.307512983219035085e+00, 1.680297177838891320e+00, 2.341220955744709453e+00, 3.956080880336147465e-01
1.969000000000000000e+03, 8.045742580156117540e+00, 1.667300062828023455e+00, 1.784669350179122205e+01, 1.863018297632762454e+01, 4.908349797174992979e+00, 1.588860593203387461e+00, 5.240914544443219469e+00, 3.609897972303304670e+00, 1.153916879179548616e+01, 2.322678788289617824e+00, 1.718965674190512827e+00, 2.212545497608118250e+00, 3.354374074261985417e-01
1.970000000000000000e+03, 8.135905935966249558e+00, 1.747853961680592594e+00, 1.786768346711324185e+01, 1.874522821969589259e+01, 4.923078965511766825e+00, 1.587422445550571881e+00, 5.244729074852973127e+00, 3.651748002192630516e+00, 1.155857080404602399e+01, 2.331023640360085913e+00, 1.769120723807813489e+00, 2.139483117867073680e+00, 4.121695993028786642e-01
1.971000000000000000e+03, 8.051943294703864495e+00, 1.758234088283980645e+00, 1.781712431510000272e+01, 1.892371540234204375e+01, 4.914319541859673457e+00, 1.546811446352823305e+00, 5.307531364655977413e+00, 3.661831591560658961e+00, 1.156363840566343981e+01, 2.231711518700192354e+00, 1.857208451366329394e+00, 2.583112342063746958e+00, 3.245916332911965019e-01
1.972000000000000000e+03, 8.104183510381853139e+00, 1.700624330047939115e+00, 1.800243404726915841e+01, 1.912343532628973009e+01, 4.958002976098435433e+00, 1.565575500315015800e+00, 5.300056468934487341e+00, 3.690899497006341345e+00, 1.158416407648994628e+01, 2.215738463866102403e+00, 1.743547836821842445e+00, 2.366958571950798174e+00, 3.253891396534177582e-01
1.973000000000000000e+03, 8.061905546175321291e+00, 1.680719727230583382e+00, 1.798449214060791235e+01, 1.921100830070299637e+01, 4.911373163830393018e+00, 1.636758207824804856e+00, 5.328637851963208938e+00, 3.727671779657566464e+00, 1.160457854757334317e+01, 2.220155921268295973e+00, 1.701818305283109067e+00, 2.393919663461695713e+00, 4.607526822744171802e-01
1.974000000000000000e+03, 7.927508831299813430e+00, 1.726747441342669109e+00, 1.800038578760766228e+01, 1.935389202076745363e+01, 4.941979155448699146e+00, 1.601287319562005651e+00, 5.357166620364142595e+00, 3.725843265593579368e+00, 1.163993141496016115e+01, 2.246139007203769911e+00, 1.780668805588855541e+00, 2.679386231921632167e+00, 4.182502543510615012e-01
1.975000000000000000e+03, 7.980737549541841780e+00, 1.848403785936816535e+00, 1.815158148676429661e+01, 1.948244285797892061e+01, 4.975289840872151537e+00, 1.628560509876331830e+00, 5.334271523331013398e+00, 3.715705231750455972e+00, 1.172231849233772039e+01, 2.270736676354384365e+00, 1.790818606706106264e+00, 2.796240096087331484e+00, 2.864981927469427703e-01
1.976000000000000000e+03, 7.956845829141649062e+00, 1.818665360964495825e+00, 1.808103696348903000e+01, 1.952641689315978724e+01, 4.991911230467138694e+00, 1.703609953124661791e+00, 5.307083842580066602e+00, 3.755114998515394653e+00, 1.177140092029783247e+01, 2.239791492761685543e+00, 1.720083955565508527e+00, 2.378726206380780805e+00, 4.052841844814275563e-01
1.977000000000000000e+03, 7.953015917263395629e+00, 1.782432274867299826e+00, 1.805766981410769034e+01, 1.964347185734585821e+01, 4.996271281054172064e+00, 1.613765704667804668e+00, 5.326940110874327949e+00, 3.749458932705444614e+00, 1.178365545775621115e+01, 2.229221457434984899e+00, 1.727503829553858505e+00, 2.576279936126344872e+00, 3.633687378242219657e-01
1.978000000000000000e+03, 7.880279558123524097e+00, 1.764909275447821280e+00, 1.815947981809609857e+01, 1.978653277418633039e+01, 5.046084584804693129e+00, 1.630863546101730677e+00, 5.319398608011859153e+00, 3.765908054678524408e+00, 1.182970414730411512e+01, 2.227994222615469866e+00, 1.709548966696589956e+00, 2.402371372988851839e+00, 4.090800355148379031e-01
1.979000000000000000e+03, 7.874565058543356422e+00, 1.739382705412444885e+00, 1.818022189610040229e+01, 1.986058071594841223e+01, 5.039463991437215462e+00, 1.683392731872048520e+00, 5.299419449430052609e+00, 3.754837138800528162e+00, 1.185642771074116908e+01, 2.236302111454855357e+00, 1.803843076586077121e+00, 2.702159719645912173e+00, 4.880913102306045914e-01
1.980000000000000000e+03, 8.002695046683140134e+00, 1.771650162456317901e+00, 1.816997622321299488e+01, 1.998936709883067664e+01, 5.015073616587086391e+00, 1.657646599755118411e+00, 5.304443716861239722e+00, 3.772111810610935034e+00, 1.182421332445044548e+01, 2.286987711645849686e+00, 1.870067803153447894e+00, 2.293344097856456543e+00, 4.074829424742462680e-01
1.981000000000000000e+03, 7.960896811327323519e+00, 1.838557475253630669e+00, 1.821783660655675519e+01, 2.000327224049992481e+01, 5.016401428793496819e+00, 1.782188174708209116e+00, 5.352193430611989378e+00, 3.817910854766143558e+00, 1.177634269002347622e+01, 2.275284402448245924e+00, 1.851999613184994287e+00, 2.535953870461287174e+00, 3.241889930565532429e-01
1.982000000000000000e+03, 7.889686780449271630e+00, 1.828485341766620920e+00, 1.818023135477688257e+01, 2.010151730542805737e+01, 5.046551896346162636e+00, 1.714206677270945667e+00, 5.393201074841631026e+00, 3.855815631819136780e+00, 1.186805129508049639e+01, 2.279542042421989656e+00, 1.824799789834577801e+00, 2.505944014680965282e+00, 3.129610332055060562e-01
1.983000000000000000e+03, 7.795869065774051698e+00, 1.736297214894450214e+00, 1.836136761684663199e+01, 2.019927914496063792e+01, 5.002197882507672055e+00, 1.566382551145030888e+00, 5.409264141241334478e+00, 3.874146488100766117e+00, 1.194836946617852114e+01, 2.275262199514358930e+00, 1.886725408661159786e+00, 2.202719323117976025e+00, 3.255072525852689691e-01
1.984000000000000000e+03, 7.904587549659488843e+00, 1.715580943152683835e+00, 1.827654408740238523e+01, 2.036889103919599009e+01, 5.034487603935698274e+00, 1.578537166464875297e+00, 5.409157222360343020e+00, 3.890069263475679495e+00, 1.199087030242084140e+01, 2.336304098207051538e+00, 1.923847529570746451e+00, 2.567981697970496135e+00, 3.698965528671960268e-01
1.985000000000000000e+03, 7.961604776537241079e+00, 1.786580465468692758e+00, 1.824422992035911406e+01, 2.051334440980637908e+01, 5.075246079151379597e+00, 1.642037109112428617e+00, 5.397101644863146142e+00, 3.932344947264253321e+00, 1.198959764326514410e+01, 2.456723949795481587e+00, 1.833266207923735847e+00, 2.561403225666021743e+00, 4.173742204328420580e-01
1.986000000000000000e+03, 8.127045895554473987e+00, 1.810562413526974890e+00, 1.831823438975504814e+01, 2.060536277524893478e+01, 5.088612598712886737e+00, 1.697835476698317692e+00, 5.365227991031908950e+00, 3.928896046054154212e+00, 1.195711882324341602e+01, 2.502971713174881430e+00, 1.873378624999946673e+00, 2.557724414434804583e+00, 4.191650497860827662e-01
1.987000000000000000e+03, 8.042558375251758207e+00, 1.815741710578573587e+00, 1.843752575584104036e+01, 2.069435669661204713e+01, 5.098372283731833043e+00, 1.696168540473044439e+00, 5.375783075763650665e+00, 3.940743527650365952e+00, 1.197139895852274627e+01, 2.422740372056581215e+00, 1.861288711337877544e+00, 2.748225367836946820e+00, 3.567903534111601660e-01
1.988000000000000000e+03, 7.874019976091131134e+00, 1.828344503840653834e+00, 1.849881485768236544e+01, 2.069863977414287604e+01, 5.141964010784851880e+00, 1.746954501952997507e+00, 5.434464525229913079e+00, 3.956663689536021433e+00, 1.198397243971776938e+01, 2.404114362231810631e+00, 1.802798413127489674e+00, 2.411544680801879448e+00, 3.419163899809343765e-01
1.989000000000000000e+03, 7.858614024461310521e+00, 1.798956691228358773e+00, 1.846226751319427706e+01, 2.067912841157175308e+01, 5.164954050998819213e+00, 1.770889955385620329e+00, 5.410997084130650947e+00, 3.948121314754122757e+00, 1.199406810556403613e+01, 2.425045579167169230e+00, 1.823699405726091349e+00, 2.675009935416428508e+00, 3.883081914290039127e-01
1.990000000000000000e+03, 7.772295317360430111e+00, 1.732132144370720273e+00, 1.841105713049139680e+01, 2.073557953106306329e+01, 5.160015551225939134e+00, 1.706110271545297596e+00, 5.449666331799894792e+00, 3.938459227914461458e+00, 1.196856917900692352e+01, 2.364859359124171778e+00, 1.745292110252717466e+00, 2.766297005583431723e+00, 3.747934827371540711e-01
