year, IPSL-CM6A-LR, MIROC-ES2L, MPI-ESM1-2-LR, CanESM5, CMCC-CM2-SR5, CESM2-WACCM, NorESM2-MM, ACCESS-ESM1-5, TaiESM1, GFDL-ESM4, EC-Earth3-Veg, CNRM-ESM2-1, UKESM1-0-LL, NorESM2-LM
1.910000000000000000e+03, 2.826562224149658675e+01, 6.198295848135020236e+01, 3.554512811763760993e+01, 7.739224702548020218e+01, 1.819269722364466304e+02, 3.841641319142075162e+01, 3.728702078288107202e+01, 5.110465948191085062e+01, 1.475394932458204877e+01, 1.318506434717966513e+01, 5.893788381985623204e+01, 8.906060283555714818e+01, 1.040177389949426043e+02, 3.665651299032997912e+01
1.911000000000000000e+03, 2.826430348023740180e+01, 6.199204743402275852e+01, 3.550698700032863542e+01, 7.735255145257960407e+01, 1.818637760994432711e+02, 3.841424378034564313e+01, 3.728821962939073131e+01, 5.108020118228166240e+01, 1.471111003385769678e+01, 1.315321749202830048e+01, 5.893262970585213623e+01, 8.909666945973708607e+01, 1.040187729991291690e+02, 3.665906245513414774e+01
1.912000000000000000e+03, 2.826677053385511940e+01, 6.196280344210821767e+01, 3.552200246754412660e+01, 7.730459660318933857e+01, 1.818086837926367991e+02, 3.843151244744782957e+01, 3.730456935099888938e+01, 5.105555179771011609e+01, 1.467671171579105227e+01, 1.313728146700333888e+01, 5.893480370903500187e+01, 8.911879839399870207e+01, 1.039924563860143678e+02, 3.667335742696899104e+01
1.913000000000000000e+03, 2.826610704697456811e+01, 6.194151730904568609e+01, 3.553123209767806401e+01, 7.723548007590311215e+01, 1.818290989825626127e+02, 3.843465063389144376e+01, 3.730709988974341229e+01, 5.104531485884743347e+01, 1.470365223186541570e+01, 1.310534077656480356e+01, 5.893454193963594179e+01, 8.918264487932927409e+01, 1.039288344171266232e+02, 3.668716536435928788e+01
1.914000000000000000e+03, 2.828708342396972242e+01, 6.192431233590473028e+01, 3.550172105120589805e+01, 7.712775692934521032e+01, 1.818100494002796665e+02, 3.844396714376484425e+01, 3.730698866501730748e+01, 5.106933395395125785e+01, 1.479453604643179432e+01, 1.308414609286915820e+01, 5.891842960931266759e+01, 8.925597721641551630e+01, 1.039278248805978393e+02, 3.670060739849918008e+01
1.915000000000000000e+03, 2.830521631517931880e+01, 6.191960072404487647e+01, 3.554525610037542549e+01, 7.705838741159020344e+01, 1.817729918553752100e+02, 3.845915593556384238e+01, 3.732405876186179938e+01, 5.107435368100419737e+01, 1.475796433843052569e+01, 1.304777891375639953e+01, 5.889769714650906707e+01, 8.933915060306728151e+01, 1.039449166069072277e+02, 3.671431438694048666e+01
1.916000000000000000e+03, 2.831220035709953464e+01, 6.192076695305756573e+01, 3.558698373267265680e+01, 7.700959912560071530e+01, 1.817603875152257160e+02, 3.847047874066974060e+01, 3.732352715182953773e+01, 5.104683639956230223e+01, 1.470090862030666123e+01, 1.300979613813698066e+01, 5.887702896174708656e+01, 8.943163439880416377e+01, 1.038698194517194224e+02, 3.671152588701951203e+01
1.917000000000000000e+03, 2.831400358618194701e+01, 6.189397173774787575e+01, 3.558146053275458343e+01, 7.694788575388696472e+01, 1.816341723744790499e+02, 3.846653770038194153e+01, 3.732978010750105113e+01, 5.104468788132447088e+01, 1.467450622763289658e+01, 1.294219972040634659e+01, 5.885375413688738178e+01, 8.952017849450861320e+01, 1.039116126966268610e+02, 3.672096623325902698e+01
1.918000000000000000e+03, 2.829206493172857151e+01, 6.187691426544324713e+01, 3.551648608851660782e+01, 7.686797023637188886e+01, 1.815966846489307898e+02, 3.846721236106937170e+01, 3.733488314321741797e+01, 5.106812978148583682e+01, 1.472679700863430696e+01, 1.290385412343855798e+01, 5.882912313060229792e+01, 8.959272544915087622e+01, 1.039523279416839188e+02, 3.673336944180056918e+01
1.919000000000000000e+03, 2.830707968696732024e+01, 6.189216840279982534e+01, 3.557645716845186712e+01, 7.679715774019786068e+01, 1.816125942995658704e+02, 3.847165313994210578e+01, 3.732596388952866562e+01, 5.108341474464192800e+01, 1.478588581463892027e+01, 1.287626970131210591e+01, 5.880884375209371484e+01, 8.964257654179264989e+01, 1.038575340547685641e+02, 3.674146269734180237e+01
1.920000000000000000e+03, 2.830725893959704109e+01, 6.190181003218909694e+01, 3.555721264923885627e+01, 7.672040117616636223e+01, 1.816272073010109409e+02, 3.849320931500929532e+01, 3.733234801162068095e+01, 5.110156880279305369e+01, 1.477815775559318645e+01, 1.282685638064688760e+01, 5.876075871296060171e+01, 8.968233528280558176e+01, 1.038399125208534599e+02, 3.674265176188082904e+01
1.921000000000000000e+03, 2.830710440405739803e+01, 6.193169366506242568e+01, 3.554912995220914240e+01, 7.663983234294531144e+01, 1.816537339577683952e+02, 3.850243960551102873e+01, 3.736852042148635888e+01, 5.111861685552071322e+01, 1.476125577974528724e+01, 1.279446871816871578e+01, 5.870450478662377236e+01, 8.975218490110188441e+01, 1.038325067917705269e+02, 3.674124731474678640e+01
1.922000000000000000e+03, 2.832282872412321950e+01, 6.198594190339183996e+01, 3.552843456993565496e+01, 7.657822661594467206e+01, 1.816216763952413373e+02, 3.849760482149897456e+01, 3.737144522567086113e+01, 5.115757080718585570e+01, 1.474089124126271066e+01, 1.276584706113272283e+01, 5.866905421308635482e+01, 8.983145002961198600e+01, 1.038767357941018616e+02, 3.674031446680986335e+01
1.923000000000000000e+03, 2.833499893457093322e+01, 6.199322962392577097e+01, 3.550461101886200765e+01, 7.648419838511914293e+01, 1.815312456615605470e+02, 3.849088196793253047e+01, 3.738050404966719498e+01, 5.119661455256331095e+01, 1.484493616710581598e+01, 1.274823365417110743e+01, 5.865541906864049082e+01, 8.986676378567220524e+01, 1.038899389967418045e+02, 3.674619191159597875e+01
1.924000000000000000e+03, 2.834185052654845549e+01, 6.198628942063130154e+01, 3.551769077269638331e+01, 7.642579979092010944e+01, 1.814730463854982077e+02, 3.848624647387478603e+01, 3.740337377026884269e+01, 5.123862173908232620e+01, 1.473238845102229000e+01, 1.272251714881377715e+01, 5.865422591833534938e+01, 8.993395439994799290e+01, 1.039372858536489304e+02, 3.676397722584425765e+01
1.925000000000000000e+03, 2.834062966786436633e+01, 6.199433748564487701e+01, 3.546973691274212115e+01, 7.635739435011659282e+01, 1.814987811099347255e+02, 3.850100048593325397e+01, 3.741259771111322152e+01, 5.128095655176603884e+01, 1.470240670344878886e+01, 1.269331523505741011e+01, 5.864265559211703049e+01, 9.000776460902233111e+01, 1.038640885618291065e+02, 3.675717142590561082e+01
1.926000000000000000e+03, 2.833095039495963263e+01, 6.197960575169736330e+01, 3.547999235720528333e+01, 7.627737438616824761e+01, 1.815094447017852985e+02, 3.851629797441181324e+01, 3.743271121497188147e+01, 5.130839128201724719e+01, 1.478497122985786660e+01, 1.266253561234499436e+01, 5.862072090418498505e+01, 9.009912732830076720e+01, 1.037975018941126564e+02, 3.674017472557328290e+01
1.927000000000000000e+03, 2.832903563856092433e+01, 6.191449784482463059e+01, 3.543647204529408867e+01, 7.617936448578200270e+01, 1.815518994700427982e+02, 3.851412304666975928e+01, 3.743428260625118043e+01, 5.134787142473269483e+01, 1.477683167062365222e+01, 1.263381111127547385e+01, 5.860682530967612536e+01, 9.014950627059938881e+01, 1.037720826876030031e+02, 3.674594727314106990e+01
1.928000000000000000e+03, 2.833142175895066828e+01, 6.185484146376141013e+01, 3.539509623347453982e+01, 7.610559967865827957e+01, 1.815107415800750630e+02, 3.852179284624240552e+01, 3.745065781747756972e+01, 5.135352132128346625e+01, 1.474668029171752259e+01, 1.259088039273916060e+01, 5.859511866250858247e+01, 9.019504827641711131e+01, 1.036521693919926435e+02, 3.678233017194065724e+01
1.929000000000000000e+03, 2.834356983906457117e+01, 6.179777197705055158e+01, 3.534621069863199949e+01, 7.604938316734077830e+01, 1.814785909605877521e+02, 3.853436436579162461e+01, 3.746908572778787772e+01, 5.136396914200547315e+01, 1.474704238171008086e+01, 1.253833490280619323e+01, 5.860455388075051530e+01, 9.026965006792569568e+01, 1.036206448682755195e+02, 3.680486090024585621e+01
1.930000000000000000e+03, 2.836784507306635916e+01, 6.173239513398500833e+01, 3.536181412989503769e+01, 7.597371488613018187e+01, 1.814401040462587389e+02, 3.855205227607336838e+01, 3.746311740294762416e+01, 5.138816398116888706e+01, 1.481298306123774999e+01, 1.254534461262125511e+01, 5.860047796606090031e+01, 9.036594745457060185e+01, 1.036497722681365445e+02, 3.678120264643943926e+01
1.931000000000000000e+03, 2.838658166164573871e+01, 6.169531063102094492e+01, 3.546808623316206166e+01, 7.589888330557258200e+01, 1.814078767557549554e+02, 3.856591739482829695e+01, 3.744241794410110913e+01, 5.139991916698242136e+01, 1.483950688038407506e+01, 1.250189213876623207e+01, 5.859448852094915594e+01, 9.045004030835652031e+01, 1.037364071528958931e+02, 3.676877027159738986e+01
1.932000000000000000e+03, 2.838521374335972425e+01, 6.169291155024424000e+01, 3.544522557464102164e+01, 7.581427574244096945e+01, 1.813170942637292455e+02, 3.857406432039281441e+01, 3.745253728038519370e+01, 5.141909281109144558e+01, 1.477809641868693546e+01, 1.251372248285776578e+01, 5.859780930855310999e+01, 9.051815877960866885e+01, 1.037332044171093912e+02, 3.676022575098059519e+01
1.933000000000000000e+03, 2.838759557935732758e+01, 6.170261299435546931e+01, 3.542365530739149193e+01, 7.575116939417806350e+01, 1.813350316197911241e+02, 3.858455422094907306e+01, 3.747274872133699120e+01, 5.144745708437936571e+01, 1.476196112761818746e+01, 1.247403558453471462e+01, 5.856934251052445006e+01, 9.058950757829643408e+01, 1.036972786074505706e+02, 3.678317939082561594e+01
1.934000000000000000e+03, 2.839790107762240012e+01, 6.165766058694329388e+01, 3.540647440316420358e+01, 7.568153138508863265e+01, 1.814163897237673666e+02, 3.860869644956320457e+01, 3.748388264101841827e+01, 5.146846266345517051e+01, 1.478017277089674231e+01, 1.243725847108243343e+01, 5.854801684456320032e+01, 9.064464784870919800e+01, 1.037309772828920131e+02, 3.681495319505420838e+01
1.935000000000000000e+03, 2.840176280683064647e+01, 6.157224529849706585e+01, 3.539655635162442593e+01, 7.560124312475893760e+01, 1.813528534214580361e+02, 3.861634667855709324e+01, 3.749794853361066060e+01, 5.150249352029466365e+01, 1.479576333776098096e+01, 1.238929889389834393e+01, 5.855001705127945399e+01, 9.069830896732879921e+01, 1.037020392766609262e+02, 3.682100024007841199e+01
1.936000000000000000e+03, 2.841339887503970019e+01, 6.151627095003210144e+01, 3.539903811694866675e+01, 7.550618655293025938e+01, 1.812738541464746618e+02, 3.862543518231660755e+01, 3.752938077688480689e+01, 5.153810685051331575e+01, 1.482696279593182709e+01, 1.235969078765011453e+01, 5.854438310057178541e+01, 9.075045867260789123e+01, 1.036888421966446003e+02, 3.681103383593541878e+01
1.937000000000000000e+03, 2.842643033582322687e+01, 6.142279347134075351e+01, 3.541100448361038389e+01, 7.542578386074998775e+01, 1.813290905326613540e+02, 3.863907126385569768e+01, 3.754867495668548827e+01, 5.156868760158197063e+01, 1.479989043492856027e+01, 1.236138516849256064e+01, 5.852677266012113932e+01, 9.082839063443947225e+01, 1.037203492274106367e+02, 3.681606347129679335e+01
1.938000000000000000e+03, 2.843159052520893582e+01, 6.136375133354386691e+01, 3.540507001988871139e+01, 7.535433650042243414e+01, 1.813669593288276758e+02, 3.864157555245958520e+01, 3.757775621359311202e+01, 5.160708641048108802e+01, 1.477119214922289991e+01, 1.234062448289970249e+01, 5.850700262291336884e+01, 9.090948671235760514e+01, 1.036961655479305762e+02, 3.682160142399374081e+01
1.939000000000000000e+03, 2.842878082262885187e+01, 6.130127789115083914e+01, 3.545114181177049062e+01, 7.529847547277979913e+01, 1.812534607865596001e+02, 3.865445302006716588e+01, 3.759876076892521013e+01, 5.166137088441539760e+01, 1.475756098090467816e+01, 1.231812245860967536e+01, 5.847570958632921645e+01, 9.098366099335609647e+01, 1.037094219292577861e+02, 3.681352656862986095e+01
1.940000000000000000e+03, 2.843959747504436208e+01, 6.129795625742043796e+01, 3.546644214279009333e+01, 7.524366924215246399e+01, 1.812062637266462843e+02, 3.864944193724924304e+01, 3.759824075801378740e+01, 5.172313458748207182e+01, 1.477111956936345827e+01, 1.232349528140763084e+01, 5.847194906031538864e+01, 9.109303964951187993e+01, 1.035907751011196893e+02, 3.682030904387602277e+01
1.941000000000000000e+03, 2.845859263950419304e+01, 6.133020231188768889e+01, 3.544845092937926267e+01, 7.518329941710180719e+01, 1.812420923167533999e+02, 3.864943275186379879e+01, 3.757450291581019997e+01, 5.178423987759016001e+01, 1.480701202195765909e+01, 1.229891656054357263e+01, 5.846640447964509946e+01, 9.116886927259299966e+01, 1.035994967006577525e+02, 3.683657337254475550e+01
1.942000000000000000e+03, 2.844322618731454710e+01, 6.134652468544031478e+01, 3.545710283256710227e+01, 7.509114427617949161e+01, 1.811900605807950058e+02, 3.864291430816451367e+01, 3.755156417263052049e+01, 5.183142681710532429e+01, 1.485229894501798142e+01, 1.225940860847073388e+01, 5.845403474583462611e+01, 9.122303141988791708e+01, 1.036323114333946194e+02, 3.686383533078853247e+01
1.943000000000000000e+03, 2.844931091305454984e+01, 6.135188970167157407e+01, 3.546814861734283397e+01, 7.500713414182426675e+01, 1.811371156172097585e+02, 3.864722077803860145e+01, 3.754531196600897403e+01, 5.187867789411476593e+01, 1.488644481939842379e+01, 1.225074851484524352e+01, 5.843572166609131102e+01, 9.129226046898523350e+01, 1.037013514466217288e+02, 3.689444813252361399e+01
1.944000000000000000e+03, 2.844262566857911168e+01, 6.134044148034162447e+01, 3.544239623601882982e+01, 7.494221198158967923e+01, 1.811574052962466510e+02, 3.865427067724871080e+01, 3.755080043128724299e+01, 5.190184003308024074e+01, 1.491849375830066293e+01, 1.223297067656498527e+01, 5.842848713663388338e+01, 9.134502658381781259e+01, 1.037037553339561953e+02, 3.688297605864293871e+01
1.945000000000000000e+03, 2.844703632376451452e+01, 6.140376148604452311e+01, 3.550014601261216995e+01, 7.487267341890022010e+01, 1.811777888538430830e+02, 3.865470057133310178e+01, 3.757134334220117466e+01, 5.191319999636441906e+01, 1.488014114586136749e+01, 1.222460003820879493e+01, 5.840615729313356752e+01, 9.137318244022070246e+01, 1.037254072175877155e+02, 3.688977427294034328e+01
1.946000000000000000e+03, 2.846297962110306656e+01, 6.147727586976246528e+01, 3.548329986126996261e+01, 7.479104696028969101e+01, 1.811702815014796215e+02, 3.866715923828387247e+01, 3.759222075994566126e+01, 5.192157912838096223e+01, 1.488061591721344357e+01, 1.221473543891541702e+01, 5.836695526313562254e+01, 9.141913567336433744e+01, 1.037589235650115569e+02, 3.690610273484754345e+01
1.947000000000000000e+03, 2.846744495844230727e+01, 6.149710682379412674e+01, 3.544304106652143105e+01, 7.473556815693805788e+01, 1.811004128707449468e+02, 3.868250967964901577e+01, 3.760900472243041293e+01, 5.195057779237747297e+01, 1.490254657120010329e+01, 1.220638978696232080e+01, 5.833514171460838327e+01, 9.149614962557488695e+01, 1.037790460961748238e+02, 3.689002934972482706e+01
1.948000000000000000e+03, 2.847279934040951233e+01, 6.153278903400892830e+01, 3.540204963238879543e+01, 7.466042428258766961e+01, 1.810067035966638969e+02, 3.868475448441371611e+01, 3.763938769544425611e+01, 5.198083718305049672e+01, 1.490413514307238962e+01, 1.221427994931424443e+01, 5.832441093614788485e+01, 9.158397551614068277e+01, 1.037775289876508680e+02, 3.688778539386974842e+01
1.949000000000000000e+03, 2.847563824876942817e+01, 6.158450568896764565e+01, 3.543459327187195385e+01, 7.457878331056292609e+01, 1.810126468689533397e+02, 3.869975104872240479e+01, 3.766860510761052439e+01, 5.199626926385041514e+01, 1.486463810959001641e+01, 1.219042093926086778e+01, 5.832656384392181081e+01, 9.163709099509908640e+01, 1.038336775870254343e+02, 3.690240257881183084e+01
1.950000000000000000e+03, 2.847737736173106171e+01, 6.159410450118198099e+01, 3.544394625578800628e+01, 7.449966738618867623e+01, 1.810411867283202128e+02, 3.872450515538831439e+01, 3.769711912977589208e+01, 5.198921229230870011e+01, 1.492242510641655429e+01, 1.220456799886546584e+01, 5.833144299961599444e+01, 9.164601112822032292e+01, 1.039527480872161647e+02, 3.692114089656300990e+01
1.951000000000000000e+03, 2.847743712177484099e+01, 6.157817800070102265e+01, 3.549132082912334596e+01, 7.444057583878591799e+01, 1.810381669792724892e+02, 3.871775610233333964e+01, 3.771673257780671662e+01, 5.200292611048783442e+01, 1.498616032932901732e+01, 1.219460453451973869e+01, 5.831806793225528907e+01, 9.168800090933105196e+01, 1.039768195241259150e+02, 3.693724957570429268e+01
1.952000000000000000e+03, 2.847809365296095763e+01, 6.157821727868367390e+01, 3.552835852663664440e+01, 7.437147296222708803e+01, 1.810702233645682782e+02, 3.870610902986040713e+01, 3.772252129441955049e+01, 5.203334219600124300e+01, 1.502860023738189810e+01, 1.218441456165693992e+01, 5.830377442279581857e+01, 9.177648769799728257e+01, 1.039958793053364303e+02, 3.695791703676285067e+01
1.953000000000000000e+03, 2.848535182138035537e+01, 6.162667574957664840e+01, 3.551287459117128265e+01, 7.429090497316265385e+01, 1.810712933707137040e+02, 3.873835845699930047e+01, 3.775230899904448023e+01, 5.206333793025541468e+01, 1.500867268687012412e+01, 1.215902182321076808e+01, 5.830112181712550523e+01, 9.186868130991740600e+01, 1.040275439253037177e+02, 3.698013786450808738e+01
1.954000000000000000e+03, 2.847825282837365890e+01, 6.170537881796928303e+01, 3.544236807113077248e+01, 7.422477393409199919e+01, 1.811285437322249834e+02, 3.877938667072200474e+01, 3.777684342555326680e+01, 5.209968777671154783e+01, 1.501378925073992754e+01, 1.212849695381848036e+01, 5.829942502340590949e+01, 9.192182201341925918e+01, 1.039874951512872627e+02, 3.702143376890121829e+01
1.955000000000000000e+03, 2.848728401362328100e+01, 6.178208573115578162e+01, 3.544965582058792108e+01, 7.415027116700098020e+01, 1.810946995554980674e+02, 3.882659803903666784e+01, 3.779573119993553121e+01, 5.212103030607150345e+01, 1.504311158260860282e+01, 1.210687837869251560e+01, 5.828470964533929788e+01, 9.199898564077807350e+01, 1.039878401882690468e+02, 3.705613994480884088e+01
1.956000000000000000e+03, 2.850222203670289289e+01, 6.184204370843399801e+01, 3.555219177478664250e+01, 7.408216755634320805e+01, 1.809975638092067243e+02, 3.883779397750248563e+01, 3.781563670010450551e+01, 5.212241424575176296e+01, 1.505064039890209493e+01, 1.207473239935940512e+01, 5.825972154419852700e+01, 9.206916912723715996e+01, 1.040161550973996896e+02, 3.708798042740045275e+01
1.957000000000000000e+03, 2.850525159250678442e+01, 6.190690695190209425e+01, 3.561089582531580078e+01, 7.401565690024391131e+01, 1.810204205483846636e+02, 3.887350835078749611e+01, 3.784882016673000038e+01, 5.214505553489681233e+01, 1.499295212261577426e+01, 1.206330870922343124e+01, 5.824997409389742842e+01, 9.211425600242047551e+01, 1.039876231853975384e+02, 3.712451661595201813e+01
1.958000000000000000e+03, 2.851596292991984072e+01, 6.199989451452977818e+01, 3.551409766270730728e+01, 7.392462554692788501e+01, 1.810293680844772268e+02, 3.889992258631203015e+01, 3.788476966787049349e+01, 5.218116911367339839e+01, 1.505345439075228242e+01, 1.205960660489658309e+01, 5.825486800949037303e+01, 9.218457401784610283e+01, 1.040264071730746878e+02, 3.714928649872035749e+01
1.959000000000000000e+03, 2.853364988012942760e+01, 6.211044714250049026e+01, 3.550607920693009589e+01, 7.384885217000061175e+01, 1.809751535488264551e+02, 3.893926070400888051e+01, 3.792309130107379644e+01, 5.221007613459373431e+01, 1.505332280969207126e+01, 1.206340073800099510e+01, 5.824927726060583666e+01, 9.228070849833756029e+01, 1.041046354191616246e+02, 3.717413224459005505e+01
1.960000000000000000e+03, 2.854607962663355636e+01, 6.223450683712310649e+01, 3.547774307943745953e+01, 7.379697780354609904e+01, 1.810396719755490835e+02, 3.899425541490808200e+01, 3.796971090995653242e+01, 5.224984609259389146e+01, 1.507457230588682506e+01, 1.205796002272173872e+01, 5.822519634920226395e+01, 9.230438989820389395e+01, 1.040863314240890816e+02, 3.722949286990731821e+01
1.961000000000000000e+03, 2.853088072251160412e+01, 6.234300183655395955e+01, 3.544133840791201351e+01, 7.374418382983482445e+01, 1.810447287543141783e+02, 3.903984778770482222e+01, 3.802153856075409522e+01, 5.228935878482206334e+01, 1.511242470329767862e+01, 1.200926206279026864e+01, 5.820551294332577896e+01, 9.236666349999300962e+01, 1.041054557459859495e+02, 3.728360579778055950e+01
1.962000000000000000e+03, 2.854755874696578033e+01, 6.243979661685372662e+01, 3.545547510109708611e+01, 7.366352757675561236e+01, 1.810645488185635372e+02, 3.908681473854721844e+01, 3.807937485969814162e+01, 5.231535699662045147e+01, 1.514006848065154998e+01, 1.197343326350894976e+01, 5.818383806376893119e+01, 9.241581341771178870e+01, 1.040765211217630650e+02, 3.734332284969097060e+01
1.963000000000000000e+03, 2.855536860336984617e+01, 6.254934007530264495e+01, 3.547921285879711206e+01, 7.356792229610907441e+01, 1.810587235919020088e+02, 3.911984470941706604e+01, 3.815382865325809547e+01, 5.233561099615504020e+01, 1.510785201506613262e+01, 1.193352515719885076e+01, 5.818576865936277187e+01, 9.247282623152146641e+01, 1.040341329476029841e+02, 3.739961859056417381e+01
1.964000000000000000e+03, 2.857549640937206803e+01, 6.265363870073902319e+01, 3.553082001192242956e+01, 7.349448461486588258e+01, 1.809745884649432242e+02, 3.913407613668377394e+01, 3.821729139927556673e+01, 5.236322795593618196e+01, 1.514378757505517115e+01, 1.190478233044579071e+01, 5.819165482206597773e+01, 9.254963553715430180e+01, 1.040759184549125109e+02, 3.746425579433974917e+01
1.965000000000000000e+03, 2.859857062131468197e+01, 6.279589716245241959e+01, 3.547911134334209748e+01, 7.341463365122551465e+01, 1.809462570964214763e+02, 3.917324968669981899e+01, 3.829161299001539476e+01, 5.240391813384283637e+01, 1.513176256712719692e+01, 1.188811842346917480e+01, 5.821229181657892582e+01, 9.257526343442874861e+01, 1.041379130340244785e+02, 3.751034349180332583e+01
1.966000000000000000e+03, 2.861761803748809285e+01, 6.294651143796971837e+01, 3.545590147163015615e+01, 7.332857180070115533e+01, 1.810100846705511231e+02, 3.923482723939967087e+01, 3.835367549002296528e+01, 5.243367032158588614e+01, 1.514251234385006839e+01, 1.186579401849121496e+01, 5.824810316383061348e+01, 9.259108204325544023e+01, 1.041226629072737495e+02, 3.756338460858448514e+01
1.967000000000000000e+03, 2.860054793572576770e+01, 6.309947613165045510e+01, 3.548921091520227833e+01, 7.323135287649067493e+01, 1.810515159577802535e+02, 3.930588104345761735e+01, 3.840780058899022720e+01, 5.248073606061927165e+01, 1.519808491129649752e+01, 1.181738426206320369e+01, 5.827661778747451393e+01, 9.265022465062290280e+01, 1.041503526421483912e+02, 3.761515453732529579e+01
1.968000000000000000e+03, 2.861741401481744518e+01, 6.324688832189428211e+01, 3.551272917047423050e+01, 7.315047174426344156e+01, 1.810455354418013769e+02, 3.936663900939738170e+01, 3.845584316050585016e+01, 5.253199879204241540e+01, 1.523574773826258877e+01, 1.177071780135265655e+01, 5.830710924681325480e+01, 9.273194089462104728e+01, 1.041733837374285514e+02, 3.766290225509622758e+01
1.969000000000000000e+03, 2.862714093435475604e+01, 6.337198592980654865e+01, 3.549777068803205538e+01, 7.307083927758216646e+01, 1.810057930772606767e+02, 3.941435577528829270e+01, 3.851541735252265397e+01, 5.257482784436484025e+01, 1.525002502928070136e+01, 1.173082433005167502e+01, 5.832907902674109835e+01, 9.280474622118032357e+01, 1.042231895420428884e+02, 3.773072627161271697e+01
1.970000000000000000e+03, 2.862780932089937735e+01, 6.349837996074347046e+01, 3.551470698294852468e+01, 7.298742230688479538e+01, 1.808547407766688764e+02, 3.948890319013048611e+01, 3.858212988129931631e+01, 5.263178333000747244e+01, 1.529500619374346293e+01, 1.175501215987128134e+01, 5.835505773036163646e+01, 9.285383633482656762e+01, 1.041751616868427135e+02, 3.779929214538780968e+01
1.971000000000000000e+03, 2.865587147303125803e+01, 6.359786040344879865e+01, 3.552280740323518415e+01, 7.291638699682216895e+01, 1.808739277078577459e+02, 3.957690466004181928e+01, 3.868276092172397540e+01, 5.269364241610048794e+01, 1.529163652997825906e+01, 1.176337801568695696e+01, 5.835913293044094274e+01, 9.290175579902171421e+01, 1.042170510518494098e+02, 3.785676594239221515e+01
1.972000000000000000e+03, 2.867174272173461702e+01, 6.369224487300601112e+01, 3.552383344427473588e+01, 7.283615739479060380e+01, 1.808585930311907077e+02, 3.964506804612562263e+01, 3.876577783498739649e+01, 5.274945283628350978e+01, 1.526295977930372239e+01, 1.174090479115213803e+01, 5.836107676261534039e+01, 9.297999829077632228e+01, 1.042447798028018866e+02, 3.791297313865319296e+01
1.973000000000000000e+03, 2.868859406884198648e+01, 6.384559985237353175e+01, 3.553586499824863409e+01, 7.277230036685300263e+01, 1.808103804026573016e+02, 3.969700922773267138e+01, 3.881476429867264955e+01, 5.281887999752833451e+01, 1.532469373638624610e+01, 1.172424443789776483e+01, 5.836972196139504376e+01, 9.307920007187921385e+01, 1.042978762347937618e+02, 3.798795115805970823e+01
1.974000000000000000e+03, 2.871995173208283703e+01, 6.403464422782047905e+01, 3.556602309925599315e+01, 7.269643176920325800e+01, 1.808203855400725786e+02, 3.975834389579745931e+01, 3.888666282750271819e+01, 5.288487991885021700e+01, 1.542971884640668634e+01, 1.169427651012867386e+01, 5.837713803358948894e+01, 9.313345208725826296e+01, 1.043809457810411203e+02, 3.805938518093816469e+01
1.975000000000000000e+03, 2.872741580337754286e+01, 6.420983360124857597e+01, 3.566479636164445566e+01, 7.260528071700700536e+01, 1.809259719564698514e+02, 3.984816479325885297e+01, 3.896348865402271144e+01, 5.292769617847159935e+01, 1.540159045809257599e+01, 1.165166833002084168e+01, 5.838644605801727749e+01, 9.321527258418187500e+01, 1.044251618011745109e+02, 3.812272432564678581e+01
1.976000000000000000e+03, 2.872574712085486937e+01, 6.437298744590550825e+01, 3.573886742447016474e+01, 7.253721667686640728e+01, 1.809287679499911405e+02, 3.994979481994019466e+01, 3.902521318307677944e+01, 5.297752640692775827e+01, 1.542071871856715859e+01, 1.164458732332283653e+01, 5.840069460703924165e+01, 9.329506391323593562e+01, 1.044656193819958503e+02, 3.821591009726250121e+01
1.977000000000000000e+03, 2.874243798917675718e+01, 6.452860364889255607e+01, 3.576329778576263863e+01, 7.247273203410985332e+01, 1.809240009298140706e+02, 4.002517310886079827e+01, 3.909552454993104931e+01, 5.303106505584856478e+01, 1.544591497586714191e+01, 1.165245951248363276e+01, 5.839393808705679589e+01, 9.334142234783169556e+01, 1.045137141244140651e+02, 3.829956228587640510e+01
1.978000000000000000e+03, 2.875600915848155381e+01, 6.466906163839810517e+01, 3.582030827287317010e+01, 7.241185893116985994e+01, 1.809326798111771097e+02, 4.009652773408695481e+01, 3.916027552313252613e+01, 5.308526829291444926e+01, 1.547013465421990652e+01, 1.166732529975784338e+01, 5.839829958192481030e+01, 9.341309740999132316e+01, 1.046191519718609442e+02, 3.836556664157234309e+01
1.979000000000000000e+03, 2.875238351227017120e+01, 6.480449651890879181e+01, 3.586383450568179398e+01, 7.233030626099002802e+01, 1.809470066853269827e+02, 4.016294587536331306e+01, 3.923650591473796112e+01, 5.313135326795175217e+01, 1.557714082355949614e+01, 1.167633484084224627e+01, 5.840596935714428639e+01, 9.348883236958008069e+01, 1.046165102522372763e+02, 3.844715576124516332e+01
1.980000000000000000e+03, 2.876928836612009732e+01, 6.493930863434705714e+01, 3.582082993703984641e+01, 7.225384994646395853e+01, 1.809539039677961512e+02, 4.022841059940223829e+01, 3.933271835696017149e+01, 5.317822087510702289e+01, 1.568623738178767901e+01, 1.164818331647759919e+01, 5.842674908763843433e+01, 9.355514718053123602e+01, 1.047368312624334408e+02, 3.852683199398643410e+01
