year, NorESM2-MM, INM-CM5-0, NorESM2-LM, ACCESS-ESM1-5, GFDL-ESM4, CMCC-CM2-SR5, CNRM-ESM2-1, CESM2-WACCM, MPI-ESM1-2-LR, MIROC-ES2L, TaiESM1, EC-Earth3-Veg, CanESM5, INM-CM4-8, UKESM1-0-LL, IPSL-CM6A-LR
1.869000000000000000e+03, 1.314255889411881917e+01, 2.062318806590608844e+01, 1.285937345376256857e+01, 3.204026016271975408e+01, 1.217732712934729911e+01, 9.532091617646688775e+00, 1.924253069045882114e+01, 1.476667820251434371e+01, 4.930520000284715820e+00, 2.043940997020412098e+01, 4.766339285986175511e+00, 1.254209669952801498e+01, 2.567743793618570436e+01, 1.997872479828003733e+01, 1.272030593079133709e+01, 7.688518608728422521e+00
1.870000000000000000e+03, 1.291016039670049764e+01, 2.057370036401411539e+01, 1.275307418464614706e+01, 3.191445137742515925e+01, 1.208605766652112479e+01, 9.961964479666271188e+00, 1.913789537899449300e+01, 1.466968113787264727e+01, 4.838261493568497329e+00, 2.044214599546775091e+01, 4.483284390257186836e+00, 1.248223204728485136e+01, 2.565980183887038635e+01, 1.997852580916423904e+01, 1.262223993947707434e+01, 7.619852370787244311e+00
1.871000000000000000e+03, 1.288337568832686308e+01, 2.054732876284102261e+01, 1.262022620910081550e+01, 3.193544608188779321e+01, 1.205826046386656181e+01, 9.146457191351771598e+00, 1.905643797507090653e+01, 1.459183083050990426e+01, 4.790737776299095252e+00, 2.039990601343323462e+01, 4.681264529828185417e+00, 1.227669323093634546e+01, 2.552333946082469041e+01, 1.997836641563695537e+01, 1.255673441586961303e+01, 7.576141225412229119e+00
1.872000000000000000e+03, 1.286175701297195317e+01, 2.055431243535066699e+01, 1.253894419172169883e+01, 3.195797439803256168e+01, 1.202378740746069674e+01, 8.498087130281097856e+00, 1.908638838444096919e+01, 1.446207637072581242e+01, 4.816880719136332978e+00, 2.040623910189236412e+01, 4.805671875601688292e+00, 1.220474290684254726e+01, 2.553784854905110535e+01, 1.989837027524471935e+01, 1.255257353644562457e+01, 7.631251553071322746e+00
1.873000000000000000e+03, 1.288201373797200588e+01, 2.058987145395080276e+01, 1.240622636702361348e+01, 3.195354360401056582e+01, 1.189060416936269071e+01, 8.858998608260632679e+00, 1.903616551515849409e+01, 1.439861542409822981e+01, 4.872326779597438318e+00, 2.035553200866538148e+01, 5.010817401586736608e+00, 1.198452022652521443e+01, 2.550181904412429290e+01, 1.987191526418460086e+01, 1.255095894331815387e+01, 7.606429057616809430e+00
1.874000000000000000e+03, 1.286274282623624465e+01, 2.054065877720862687e+01, 1.234880247313999568e+01, 3.201761782055183403e+01, 1.180988090074900754e+01, 9.401030392481843023e+00, 1.901567055032022324e+01, 1.432745955126190474e+01, 4.847462465634727380e+00, 2.029262429443938132e+01, 5.040824213276940746e+00, 1.191769900823011952e+01, 2.548778874564906971e+01, 1.990170034461871396e+01, 1.256779440915220292e+01, 7.623162178560312086e+00
1.875000000000000000e+03, 1.290249463958014964e+01, 2.058716778433785421e+01, 1.232655551056438270e+01, 3.208509485909713987e+01, 1.168704036280128733e+01, 9.164367383438365877e+00, 1.886737179183738533e+01, 1.432214849634340581e+01, 4.830629010039516835e+00, 2.021263306391171000e+01, 4.722552904205377544e+00, 1.192508340644280196e+01, 2.551959654823912516e+01, 1.989414680871844610e+01, 1.255718316290919034e+01, 7.657701415856890570e+00
1.876000000000000000e+03, 1.289613299222260778e+01, 2.066885734893267568e+01, 1.222618441087104202e+01, 3.211266798627418240e+01, 1.162652148608432512e+01, 9.051529497998689777e+00, 1.878713418361864385e+01, 1.427467289199539735e+01, 4.814481907747974354e+00, 2.019471263156996343e+01, 4.720001646881064161e+00, 1.196304014845597052e+01, 2.539474356939660993e+01, 1.992724398807314756e+01, 1.253774099033729783e+01, 7.653416049198821902e+00
1.877000000000000000e+03, 1.280446954119209657e+01, 2.065323263901002449e+01, 1.208197177885474716e+01, 3.213201736909996953e+01, 1.160313105785063925e+01, 8.746073891505471209e+00, 1.877420736917183675e+01, 1.410002370479910994e+01, 4.820451610082880478e+00, 2.014673404846633886e+01, 4.894007910143693074e+00, 1.184707371541876775e+01, 2.526521739898053909e+01, 1.993512910892157208e+01, 1.253474643015771584e+01, 7.614955763037366765e+00
1.878000000000000000e+03, 1.271314307024987755e+01, 2.054709442569412303e+01, 1.200981033946797183e+01, 3.216233762183866673e+01, 1.160407535119581901e+01, 8.728389538734647957e+00, 1.882299902435211436e+01, 1.406064804340696028e+01, 4.806862168528405199e+00, 2.013097615603552626e+01, 4.843951617143368082e+00, 1.195062248005000249e+01, 2.521737050691235638e+01, 1.996884653354736017e+01, 1.259215247833595619e+01, 7.573203608605947323e+00
1.879000000000000000e+03, 1.265224429738767142e+01, 2.052776763174293606e+01, 1.197835204867267400e+01, 3.220958813435606061e+01, 1.158488737148056558e+01, 8.652760948644740324e+00, 1.875146023700941100e+01, 1.402254888844394465e+01, 4.776799863002810120e+00, 2.018689911884034771e+01, 4.674216748127960841e+00, 1.203049582906349890e+01, 2.512335952487072888e+01, 1.999012525767649251e+01, 1.263262137704060351e+01, 7.549891170919950767e+00
1.880000000000000000e+03, 1.257286975633638093e+01, 2.057514746346593171e+01, 1.188131246714534583e+01, 3.222189143709893955e+01, 1.152865345294142507e+01, 8.887980011244387413e+00, 1.864557468208036184e+01, 1.394788343511811846e+01, 4.828342873074277009e+00, 2.013637316047210390e+01, 4.592901640535457020e+00, 1.204811695894325752e+01, 2.511992897228626020e+01, 2.005913602560840303e+01, 1.266147287728014348e+01, 7.606734204092134632e+00
1.881000000000000000e+03, 1.251839759599465474e+01, 2.049847894458413222e+01, 1.181162333813384713e+01, 3.224007523581000356e+01, 1.146983659384959786e+01, 8.974148204236557902e+00, 1.857415094263921773e+01, 1.378513347008745527e+01, 4.934625799519517741e+00, 2.014401131071683082e+01, 4.230835504215674447e+00, 1.192888487812554210e+01, 2.521684669377240695e+01, 2.001125645072356107e+01, 1.262209026203301931e+01, 7.602476769436645299e+00
1.882000000000000000e+03, 1.249736083160192379e+01, 2.046842077626061851e+01, 1.178895904883249557e+01, 3.227058305168559116e+01, 1.141069120321984087e+01, 8.770484976102649100e+00, 1.859193255906009412e+01, 1.364197246701362687e+01, 4.942329543406878578e+00, 2.012291439803789928e+01, 4.380376553141855922e+00, 1.192645012405722760e+01, 2.519927574109500412e+01, 1.990917790017628164e+01, 1.258567338897837828e+01, 7.603073931782917683e+00
1.883000000000000000e+03, 1.236365228328893728e+01, 2.057759642436976932e+01, 1.177297024678176385e+01, 3.230331544118619291e+01, 1.135829972962207535e+01, 8.792834778541610774e+00, 1.849533159147087247e+01, 1.353589721007488755e+01, 4.915308688291783135e+00, 2.003388623282682701e+01, 4.597343307736233342e+00, 1.181680436033096981e+01, 2.508288677129087674e+01, 1.987907715550605658e+01, 1.256643081261929673e+01, 7.557669828365519038e+00
1.884000000000000000e+03, 1.223271032661938840e+01, 2.066831349997895018e+01, 1.168400557632154602e+01, 3.234017085980794803e+01, 1.124110404910276806e+01, 8.797000600737097997e+00, 1.841519409280254038e+01, 1.354491693540529695e+01, 4.913104856933038000e+00, 2.004431549507306087e+01, 4.809548799485692250e+00, 1.175779022964321108e+01, 2.502820619178706352e+01, 1.998622120712863293e+01, 1.252388865826645414e+01, 7.528012738045949170e+00
1.885000000000000000e+03, 1.220083790606828344e+01, 2.077229410116635222e+01, 1.170791945757648378e+01, 3.239287183483970978e+01, 1.121652394979102496e+01, 8.497911117070611198e+00, 1.826634290597161225e+01, 1.361776401299720440e+01, 4.895818293143221034e+00, 2.002118182878150776e+01, 4.822979058990850554e+00, 1.175351340120162824e+01, 2.487937827636157451e+01, 2.003130474910708969e+01, 1.245681569098610453e+01, 7.446267186844997887e+00
1.886000000000000000e+03, 1.213244925402617547e+01, 2.071726113023193250e+01, 1.163728849223280903e+01, 3.246620798967332178e+01, 1.115934819926457777e+01, 8.228552406063370128e+00, 1.825069393854667510e+01, 1.358869812445114000e+01, 4.839414596085966025e+00, 1.988840752585727145e+01, 4.426834558866509894e+00, 1.170865905570073018e+01, 2.481494322504904915e+01, 1.993572770228106350e+01, 1.241949553134812412e+01, 7.398328243581048014e+00
1.887000000000000000e+03, 1.217665364566793151e+01, 2.072632069424335910e+01, 1.152045478360500397e+01, 3.253646247281018589e+01, 1.106384433633374442e+01, 8.417353614759203850e+00, 1.808955324617889460e+01, 1.337716857916100643e+01, 4.837345872120682344e+00, 1.974382706339792293e+01, 4.360377120219172120e+00, 1.157140211692310494e+01, 2.475367463919829092e+01, 1.988705072941379726e+01, 1.242000951491941407e+01, 7.365679557476063621e+00
1.888000000000000000e+03, 1.212831235740704017e+01, 2.072127125048149665e+01, 1.149771003025579930e+01, 3.261460959435882501e+01, 1.098634980914193093e+01, 8.305609217367766917e+00, 1.821176763100327989e+01, 1.332852754295311293e+01, 4.843591203349083329e+00, 1.966791123244156836e+01, 4.667418232598610217e+00, 1.136041383055268206e+01, 2.467348928993456525e+01, 1.995336539208130588e+01, 1.241555742360760384e+01, 7.256240864227216036e+00
1.889000000000000000e+03, 1.201917768689713029e+01, 2.053775200201607021e+01, 1.149215108856263612e+01, 3.261006136327975469e+01, 1.086994519376346346e+01, 7.921554406149195593e+00, 1.805331045242173005e+01, 1.333123541823164615e+01, 4.723757231316622729e+00, 1.960466576150635731e+01, 4.479804783694402381e+00, 1.119077498837593687e+01, 2.462766926723598715e+01, 1.994330525156818723e+01, 1.236349320076130986e+01, 7.226045344114489843e+00
1.890000000000000000e+03, 1.190047407520008171e+01, 2.057083521080966193e+01, 1.146014378379359400e+01, 3.258774083736514626e+01, 1.078028469212135221e+01, 8.211056965672062447e+00, 1.802506494388388703e+01, 1.336979249678617521e+01, 4.687982982969975509e+00, 1.956731144589540961e+01, 4.434539061301894236e+00, 1.117944935204494961e+01, 2.459491985748237042e+01, 1.989814947961332336e+01, 1.233502834569598683e+01, 7.212091110636930757e+00
1.891000000000000000e+03, 1.191578991054967318e+01, 2.062625520160575121e+01, 1.139150354661009068e+01, 3.255677892765064740e+01, 1.072688231167180639e+01, 8.090110331734832627e+00, 1.804028781924948532e+01, 1.330437606935720751e+01, 4.663087842573973241e+00, 1.953391349034382074e+01, 4.652952192631029327e+00, 1.116608229367861149e+01, 2.449631205206302553e+01, 1.998100870480329760e+01, 1.230746380895885572e+01, 7.173285300113084517e+00
1.892000000000000000e+03, 1.197186402136926375e+01, 2.049376022111378148e+01, 1.138042887405073067e+01, 3.256071628707419308e+01, 1.067635798030158512e+01, 8.014777471927047259e+00, 1.795540452167297119e+01, 1.328113545263962436e+01, 4.666492535819224408e+00, 1.939687903962768090e+01, 4.792618612519978782e+00, 1.125416016490536819e+01, 2.443839852700218529e+01, 1.998645841122705136e+01, 1.229945266151375804e+01, 7.232632399238982934e+00
1.893000000000000000e+03, 1.193231195563875602e+01, 2.049810493703413528e+01, 1.131354574595006746e+01, 3.259105974485873958e+01, 1.052009499200491227e+01, 8.407063393068115786e+00, 1.792967582141225691e+01, 1.314571997658525326e+01, 4.678324466600964904e+00, 1.930176569970920397e+01, 4.659439914541391836e+00, 1.121367435530348722e+01, 2.435259993819710900e+01, 1.998821780636097145e+01, 1.228697532448778773e+01, 7.208528635145659003e+00
1.894000000000000000e+03, 1.190176098178704400e+01, 2.044545826557149937e+01, 1.124414987814968292e+01, 3.259125238604972452e+01, 1.037675236923595357e+01, 8.158138565897786521e+00, 1.790702133873645252e+01, 1.304149119168382143e+01, 4.736041460543218840e+00, 1.924500385567067440e+01, 4.528593912264358146e+00, 1.124123811172614751e+01, 2.427432987209962079e+01, 1.993209401919490631e+01, 1.229340396190944062e+01, 7.191790712684384523e+00
1.895000000000000000e+03, 1.178856725232219560e+01, 2.054271348516122941e+01, 1.125312440753920562e+01, 3.253535512237199612e+01, 1.029520079098524477e+01, 8.081399094142618367e+00, 1.790419105610386552e+01, 1.306342928385763180e+01, 4.658566547811536118e+00, 1.923372290336249790e+01, 4.630905569922044940e+00, 1.101038714930953866e+01, 2.416924748131673795e+01, 1.993204730215694553e+01, 1.225979134106405510e+01, 7.190675321172456336e+00
1.896000000000000000e+03, 1.169606126717832240e+01, 2.069115913374377058e+01, 1.125506570125062744e+01, 3.251728680782187553e+01, 1.025330807535473454e+01, 8.283442242449263304e+00, 1.783014023579605478e+01, 1.303585350166850709e+01, 4.627610875310213423e+00, 1.926915932428981293e+01, 4.583939451599121639e+00, 1.119269659835715736e+01, 2.412736724571204761e+01, 2.002465931432457680e+01, 1.223321210635758760e+01, 7.129833384863303536e+00
1.897000000000000000e+03, 1.167345662502235903e+01, 2.075746123373507857e+01, 1.110633862549017614e+01, 3.256760993256724390e+01, 1.021816520149792495e+01, 8.844939431703071619e+00, 1.775869428630185354e+01, 1.299753848109016907e+01, 4.555183555080800417e+00, 1.916718281208675023e+01, 4.542201750922045811e+00, 1.124545009202291901e+01, 2.396335511536589635e+01, 1.999395457360904516e+01, 1.219235161549435453e+01, 7.012096824210336088e+00
1.898000000000000000e+03, 1.162147220842367190e+01, 2.078003109568489037e+01, 1.098829381887219725e+01, 3.259976399006306025e+01, 1.014329374572980846e+01, 8.567153180284217129e+00, 1.775362004461320709e+01, 1.291845430820070995e+01, 4.633868098073731900e+00, 1.916322942955535069e+01, 4.668848178183075071e+00, 1.101640130566803322e+01, 2.389676753995321690e+01, 2.000248354842961263e+01, 1.216953664099542110e+01, 6.934432485923919920e+00
1.899000000000000000e+03, 1.157007309980754073e+01, 2.079949016096000847e+01, 1.099317397164425714e+01, 3.256829275501469567e+01, 1.015400373759897690e+01, 8.316099981755682435e+00, 1.773060341294922537e+01, 1.281865015537314534e+01, 4.687780618706282709e+00, 1.932182090954963982e+01, 4.707625816329588986e+00, 1.094019097413189634e+01, 2.383744635243936827e+01, 1.997309820200841202e+01, 1.214812040872744170e+01, 6.917313578660468920e+00
1.900000000000000000e+03, 1.146894766152309231e+01, 2.069369358926945779e+01, 1.097852702053889828e+01, 3.256878876675347101e+01, 1.012178913427685245e+01, 7.963339445846481013e+00, 1.762289851891683412e+01, 1.270621886622030416e+01, 4.565945680093392411e+00, 1.934101526462328025e+01, 4.726285079141484324e+00, 1.092413619443549067e+01, 2.371056107391439838e+01, 1.998639882303891113e+01, 1.218282336287512102e+01, 6.922678285224489692e+00
1.901000000000000000e+03, 1.145881513379303840e+01, 2.069888451321216039e+01, 1.091511678491613679e+01, 3.260501417702388949e+01, 1.009986269065919906e+01, 7.418533856165791640e+00, 1.745408506242025837e+01, 1.266285977063072821e+01, 4.442482407847976766e+00, 1.926430263606290083e+01, 4.477247609530683903e+00, 1.101530376859933824e+01, 2.367248384593677457e+01, 2.008328680978820557e+01, 1.216283285492882449e+01, 6.815125539752481032e+00
1.902000000000000000e+03, 1.139730038448586846e+01, 2.084176368480970254e+01, 1.095403217859950828e+01, 3.265694540389087308e+01, 1.005232335384399533e+01, 7.315832714936294501e+00, 1.743455104297076375e+01, 1.267662382528483711e+01, 4.484201381818695431e+00, 1.918317588511369820e+01, 4.508751877289858712e+00, 1.099634827831490824e+01, 2.367404166551560607e+01, 2.017698255141991126e+01, 1.213449198043914201e+01, 6.908073204805092793e+00
1.903000000000000000e+03, 1.142107461287915626e+01, 2.097115799830112337e+01, 1.090063075882557264e+01, 3.267845300364372463e+01, 1.000539837958403844e+01, 8.172070727194830297e+00, 1.735479690620052651e+01, 1.268787771807935272e+01, 4.526037332316492190e+00, 1.920023508250612565e+01, 4.481342739025333088e+00, 1.080844124193893663e+01, 2.366051401128155263e+01, 2.024106577094775972e+01, 1.211752792635912535e+01, 6.892833809859320482e+00
1.904000000000000000e+03, 1.136384340669046900e+01, 2.103001381393314873e+01, 1.082254344487274622e+01, 3.268938136993768495e+01, 9.968884420336250329e+00, 8.369147874362777628e+00, 1.736209360310265026e+01, 1.255003650728462716e+01, 4.548854757292907891e+00, 1.910151100936063173e+01, 4.465773544177674914e+00, 1.092870033263748830e+01, 2.366921487930022749e+01, 2.033244139282555807e+01, 1.206272634493556595e+01, 6.864672504761786698e+00
1.905000000000000000e+03, 1.134954745992339653e+01, 2.109508919519102577e+01, 1.085778084973210866e+01, 3.263807107351298242e+01, 9.903961123553781221e+00, 7.924050398898495828e+00, 1.738509481381311517e+01, 1.246975213099417346e+01, 4.541249930388966405e+00, 1.892865578709339758e+01, 4.699732749039271518e+00, 1.092343943607794543e+01, 2.353051352272937180e+01, 2.034655311729007110e+01, 1.203315203490762997e+01, 6.827240106957075838e+00
1.906000000000000000e+03, 1.134374781827178680e+01, 2.113516894525412582e+01, 1.080421056775070277e+01, 3.263200367374421518e+01, 9.809740435665474934e+00, 7.831860945865537715e+00, 1.724341457815242862e+01, 1.237451359859398003e+01, 4.505510502677783080e+00, 1.888062830087433852e+01, 4.684199618077893312e+00, 1.093755909196741882e+01, 2.348434718411404987e+01, 2.034595806199640222e+01, 1.202864803154859707e+01, 6.841118484523804888e+00
1.907000000000000000e+03, 1.126970340227359202e+01, 2.114847393282548538e+01, 1.074557942716886494e+01, 3.266445679102379529e+01, 9.648648975184643817e+00, 8.079366917013659943e+00, 1.712733640457139472e+01, 1.238390241990663121e+01, 4.454092518460624817e+00, 1.890474320607657788e+01, 4.697460157730503738e+00, 1.083631922629008848e+01, 2.339519869382758799e+01, 2.042351286631123131e+01, 1.200353522505155190e+01, 6.760379802393339688e+00
1.908000000000000000e+03, 1.117894752548267334e+01, 2.118589904218966069e+01, 1.073810028763601920e+01, 3.268360728200875798e+01, 9.525038026274737391e+00, 7.559682292408228754e+00, 1.699403762380269001e+01, 1.234105992502794713e+01, 4.482653072914219550e+00, 1.886625487920996491e+01, 4.441983714734082156e+00, 1.053014876802948052e+01, 2.321372945958294309e+01, 2.045520141767838496e+01, 1.195337065317594138e+01, 6.705651589968103288e+00
1.909000000000000000e+03, 1.116789016637023302e+01, 2.115356527610677517e+01, 1.075550391550075346e+01, 3.261634306041084841e+01, 9.480850392720123310e+00, 7.587279894864139784e+00, 1.696149863428622595e+01, 1.229978804519350710e+01, 4.526477342427537742e+00, 1.885799240761069839e+01, 4.379868034517537367e+00, 1.051630991680825566e+01, 2.308185586367000752e+01, 2.044117397146818860e+01, 1.189510390004417140e+01, 6.700758913520953541e+00
1.910000000000000000e+03, 1.118951272043042522e+01, 2.115447579110128373e+01, 1.073243654857354912e+01, 3.242847596126767939e+01, 9.431202802729018231e+00, 7.842249509964981158e+00, 1.681374225241660625e+01, 1.227404498959057477e+01, 4.385495081737048828e+00, 1.886332558494206779e+01, 4.388735655862864959e+00, 1.044418438765845636e+01, 2.305848517651747542e+01, 2.031469445719713107e+01, 1.184970720754090223e+01, 6.668868415103388791e+00
1.911000000000000000e+03, 1.115612285910176205e+01, 2.114282393316092978e+01, 1.074958818003873340e+01, 3.227048875844642595e+01, 9.437846205843607450e+00, 8.024109457940335588e+00, 1.690164152772223716e+01, 1.227517262928964392e+01, 4.363519327172885376e+00, 1.888689268057634507e+01, 4.632437293967155867e+00, 1.031490392237673248e+01, 2.304603695868277669e+01, 2.026315361085885769e+01, 1.184344000635372574e+01, 6.696865566380272305e+00
1.912000000000000000e+03, 1.109704102505697776e+01, 2.113791591603643383e+01, 1.078249371702231407e+01, 3.214335272778330932e+01, 9.465808473092236497e+00, 7.879566991325877012e+00, 1.697951877976812440e+01, 1.222991506830159025e+01, 4.326750596243294389e+00, 1.895537290217715665e+01, 4.721244229977171081e+00, 1.036986514335793075e+01, 2.309201342313956928e+01, 2.035792082041767159e+01, 1.181223262313482358e+01, 6.687196503879118126e+00
1.913000000000000000e+03, 1.109508058903978878e+01, 2.123372750085696836e+01, 1.069827747737029000e+01, 3.210121966019289630e+01, 9.428916783501360754e+00, 7.483991501512682554e+00, 1.705442004448007509e+01, 1.224489670287180410e+01, 4.407025745976057785e+00, 1.890255137075678249e+01, 4.543008593692010599e+00, 1.050403843027587492e+01, 2.314298181847570390e+01, 2.034360334632525280e+01, 1.178288142840747987e+01, 6.716528939295624667e+00
1.914000000000000000e+03, 1.110198498490270858e+01, 2.123469236518457848e+01, 1.062810090617612069e+01, 3.211713204260012589e+01, 9.463546798075073596e+00, 7.598008905411765213e+00, 1.712700886592308791e+01, 1.223152851611304115e+01, 4.473757118089255691e+00, 1.892297903976301399e+01, 4.218694479715737522e+00, 1.047483875997117764e+01, 2.307280026494116854e+01, 2.046861358284788679e+01, 1.177621519773882675e+01, 6.742808114380657969e+00
1.915000000000000000e+03, 1.100935363279307744e+01, 2.120298248302692912e+01, 1.059453661780613309e+01, 3.195919557793898136e+01, 9.433216064109466004e+00, 7.654428656522161312e+00, 1.719362801819597664e+01, 1.223132844551706455e+01, 4.429211152704859877e+00, 1.895860438687764571e+01, 4.446169871872912793e+00, 1.037368374355019540e+01, 2.295126874495836233e+01, 2.050868965017083667e+01, 1.177102157775478375e+01, 6.709040038002084927e+00
1.916000000000000000e+03, 1.103977213039382121e+01, 2.117980803583757066e+01, 1.063659266661825598e+01, 3.185877998893317553e+01, 9.403656310535827956e+00, 7.755903377014266020e+00, 1.717988650872817402e+01, 1.221173493498107554e+01, 4.376744454463226575e+00, 1.897770732002463490e+01, 4.697330058040700251e+00, 1.030059249462081894e+01, 2.297212079670463325e+01, 2.036757651702519567e+01, 1.179603448208713523e+01, 6.669557888267759971e+00
1.917000000000000000e+03, 1.106345941148517120e+01, 2.111890359237344583e+01, 1.057355537488214381e+01, 3.187896906304727906e+01, 9.336774469289535361e+00, 8.315153417682385140e+00, 1.720859814468644444e+01, 1.220244789224157422e+01, 4.341009858472947514e+00, 1.892164571611476376e+01, 4.799276861695416230e+00, 1.027832396254230396e+01, 2.298826717309433931e+01, 2.035738681652743409e+01, 1.180962330088995138e+01, 6.519395884312070955e+00
1.918000000000000000e+03, 1.103772186093109831e+01, 2.118784633090136538e+01, 1.059001514474260297e+01, 3.191758346152548853e+01, 9.360837492937603699e+00, 8.037490815360316176e+00, 1.720498904648567517e+01, 1.220717611751709164e+01, 4.426896301502312170e+00, 1.887373101189090363e+01, 4.492376314101777623e+00, 1.027630669185676560e+01, 2.302092418615098879e+01, 2.039992047575652379e+01, 1.179891401422287700e+01, 6.577097519631693423e+00
1.919000000000000000e+03, 1.108821320740246108e+01, 2.116366334527851478e+01, 1.056069983825899428e+01, 3.186246239342389686e+01, 9.322090732129495905e+00, 7.742930893118485258e+00, 1.732758444943697995e+01, 1.217507507389873034e+01, 4.372407705293000824e+00, 1.882486566149573548e+01, 4.359186706672831590e+00, 1.025393444304314805e+01, 2.299858681692679596e+01, 2.034769055888911282e+01, 1.180308214062171857e+01, 6.582214200569159956e+00
1.920000000000000000e+03, 1.106003967472174665e+01, 2.115042709161961909e+01, 1.052257844886940497e+01, 3.190102869735925495e+01, 9.295690837674365881e+00, 7.672139134609285982e+00, 1.741585523604745589e+01, 1.204644275929280717e+01, 4.441595692122996653e+00, 1.881976168326811205e+01, 4.348081477947616236e+00, 1.029946918008547208e+01, 2.308223852173230028e+01, 2.043762933910325685e+01, 1.178153015072353327e+01, 6.628742091158828842e+00
