year, MPI-ESM1-2-LR, NorESM2-MM, GFDL-ESM4, EC-Earth3-Veg, GFDL-ESM4, TaiESM1, TaiESM1, CNRM-ESM2-1, CESM2-WACCM, CNRM-ESM2-1, NorESM2-LM, NorESM2-MM
1.931000000000000000e+03, 5.396375553585094618e-10, 2.425316945559687664e-10, 1.171893283294536928e-10, 2.740445712951516393e-10, 1.085707420530082619e-10, 8.584118494375145018e-11, 8.584118494375145018e-11, 3.049777678660667092e-10, 2.260613533021124595e-10, 3.049777678660667092e-10, 2.392814277338164295e-10, 2.425316945559687664e-10
1.932000000000000000e+03, 2.847326829217488042e-10, 3.702491871047273374e-10, 8.757018542610066142e-11, 4.096043639169273610e-10, 7.928598055225706540e-11, 8.126497809342971757e-11, 8.126497809342971757e-11, 2.045314565268013766e-10, 3.117968926830188397e-10, 2.045314565268013766e-10, 1.800172074582346519e-10, 3.702491871047273374e-10
1.933000000000000000e+03, 3.739057831015238120e-10, 7.758224526163835430e-11, 2.783771397243706529e-10, 3.694095431074636556e-10, 2.699386324287111024e-10, 1.202946074530496738e-10, 1.202946074530496738e-10, 4.090665063505526312e-10, 1.287848427918322482e-10, 4.090665063505526312e-10, 4.158565599356226821e-10, 7.758224526163835430e-11
1.934000000000000000e+03, 2.324992534136893872e-10, 1.662649010358917366e-10, 2.464737210235339078e-10, 3.775412528290961510e-10, 2.379576738129996017e-10, 1.021154483959134060e-10, 1.021154483959134060e-10, 2.301343305978272777e-10, 9.534795425397226901e-11, 2.301343305978272777e-10, 3.868745916409204232e-10, 1.662649010358917366e-10
1.935000000000000000e+03, 2.926224224419331675e-10, 1.616413554802642017e-10, 9.894247720119348418e-11, 3.646616101323903051e-10, 9.044627033435245284e-11, 1.278559843290421016e-10, 1.278559843290421016e-10, 2.717128605553228004e-10, 2.645848583783643857e-10, 2.717128605553228004e-10, 1.409122272499381611e-10, 1.616413554802642017e-10
1.936000000000000000e+03, 3.315009733447892019e-10, 1.368012311253300654e-10, 1.629060519254715746e-10, 3.856394120942758121e-10, 1.545047439844291858e-10, 7.742652814066879383e-11, 7.742652814066879383e-11, 2.219318904765692744e-10, 1.512575647648915786e-10, 2.219318904765692744e-10, 2.698179876485251743e-10, 1.368012311253300654e-10
1.937000000000000000e+03, 4.461386547084309599e-10, 1.743870142354225300e-10, 1.200646209192606278e-10, 3.577402271210389663e-10, 1.117731673297327051e-10, 9.792555979773057233e-11, 9.792555979773057233e-11, 2.238581264007107749e-10, 1.316768058656864276e-10, 2.238581264007107749e-10, 2.505470968354257493e-10, 1.743870142354225300e-10
1.938000000000000000e+03, 3.737019263966109246e-10, 4.059153406828325330e-10, 1.483936579301804723e-10, 5.011244087428464817e-10, 1.397563617078796391e-10, 1.160105440392111520e-10, 1.160105440392111520e-10, 3.346090881207071439e-10, 3.342865068403227830e-10, 3.346090881207071439e-10, 1.144086942239853795e-10, 4.059153406828325330e-10
1.939000000000000000e+03, 5.906346335044927373e-10, 4.563942498522623611e-10, 1.366618838070427755e-10, 3.281948348715556132e-10, 1.277094526140416671e-10, 8.566608649382192952e-11, 8.566608649382192952e-11, 3.158606274403344662e-10, 7.954790219257046730e-11, 3.158606274403344662e-10, 2.195745590625538786e-10, 4.563942498522623611e-10
1.940000000000000000e+03, 4.250152438245221802e-10, 6.966749825456343140e-11, 1.609800959664871652e-10, 4.127725124588633125e-10, 1.527889540291431500e-10, 7.653337427234641420e-11, 7.653337427234641420e-11, 4.552965774558504490e-10, 1.952928282885263969e-10, 4.552965774558504490e-10, 1.467330592650163723e-10, 6.966749825456343140e-11
1.941000000000000000e+03, 3.687405035052031415e-10, 9.616193306594186110e-11, 1.345369962809488506e-10, 3.151710574717069225e-10, 1.252945497427304578e-10, 1.290499658971556548e-10, 1.290499658971556548e-10, 2.777602659857775252e-10, 1.792963442242249602e-10, 2.777602659857775252e-10, 1.707709805183093998e-10, 9.616193306594186110e-11
1.942000000000000000e+03, 2.553534112277381646e-10, 1.335466338253029725e-10, 2.005826563021963767e-10, 3.997983638310978526e-10, 1.912715213242581296e-10, 1.084804933833887822e-10, 1.084804933833887822e-10, 2.830432139180010622e-10, 1.159363883908155536e-10, 2.830432139180010622e-10, 2.887164844350128612e-10, 1.335466338253029725e-10
1.943000000000000000e+03, 4.176356866060716895e-10, 1.598272322070697614e-10, 1.903700739248269261e-10, 3.855221000817143043e-10, 1.806996039990920250e-10, 1.184605162894726675e-10, 1.184605162894726675e-10, 3.358521015809013630e-10, 8.886280900985620931e-11, 3.358521015809013630e-10, 9.214541448715590035e-11, 1.598272322070697614e-10
1.944000000000000000e+03, 4.324131874961681805e-10, 1.771483074252873788e-10, 1.204312250343450761e-10, 5.938012835477614877e-10, 1.105934832624703056e-10, 9.914095764457876966e-11, 9.914095764457876966e-11, 2.011427514126038752e-10, 9.433840984286588267e-11, 2.011427514126038752e-10, 1.384341277031739779e-10, 1.771483074252873788e-10
1.945000000000000000e+03, 3.482168053028774008e-10, 1.771995391798585511e-10, 1.723501772989320584e-10, 6.193592247619449476e-10, 1.626997464315355113e-10, 7.764081479226173323e-11, 7.764081479226173323e-11, 2.325321475253906961e-10, 2.340382121730923275e-10, 2.325321475253906961e-10, 4.630319972248304163e-10, 1.771995391798585511e-10
1.946000000000000000e+03, 3.070474609858845669e-10, 1.244288466713283821e-10, 1.743944141918313849e-10, 5.226251206951341101e-10, 1.645316733633103936e-10, 1.147389314059237309e-10, 1.147389314059237309e-10, 3.113938704934647999e-10, 2.667083090081237169e-10, 3.113938704934647999e-10, 1.747338740833372326e-10, 1.244288466713283821e-10
1.947000000000000000e+03, 3.313493355242262647e-10, 1.220644861698931861e-10, 1.417596681328523400e-10, 3.405976857035510448e-10, 1.321678947108684267e-10, 9.583692086598797955e-11, 9.583692086598797955e-11, 1.950745182610536409e-10, 1.327788478959143771e-10, 1.950745182610536409e-10, 1.094401627213532466e-10, 1.220644861698931861e-10
1.948000000000000000e+03, 3.138333526778127963e-10, 3.497177671635714171e-10, 1.264964785098398002e-10, 3.934611696228390843e-10, 1.168105563718501452e-10, 5.297292043525492708e-11, 5.297292043525492708e-11, 3.921093520939257813e-10, 1.527424938497649102e-10, 3.921093520939257813e-10, 1.474502046690001890e-10, 3.497177671635714171e-10
1.949000000000000000e+03, 3.970870235898419859e-10, 4.048374809498815479e-10, 1.900805189070940982e-10, 2.980098511750695566e-10, 1.801304718359123534e-10, 9.785792840174022475e-11, 9.785792840174022475e-11, 2.750984634540016044e-10, 4.719113704943665396e-10, 2.750984634540016044e-10, 1.724770982327556741e-10, 4.048374809498815479e-10
1.950000000000000000e+03, 4.082630542263685336e-10, 1.568747967238801001e-10, 1.494039036685833674e-10, 3.657571736721414544e-10, 1.391447882804263721e-10, 1.073712315452809556e-10, 1.073712315452809556e-10, 1.349349503575488140e-10, 1.106360643943643360e-10, 1.349349503575488140e-10, 5.108879351404935216e-11, 1.568747967238801001e-10
1.951000000000000000e+03, 3.182380094800894354e-10, 7.995410372145354279e-11, 1.143388196466244034e-10, 3.960630696725148029e-10, 1.042549342199023795e-10, 1.213609020712070146e-10, 1.213609020712070146e-10, 1.850636451289338143e-10, 5.741388834881221639e-11, 1.850636451289338143e-10, 1.117747675844964427e-10, 7.995410372145354279e-11
1.952000000000000000e+03, 3.791775370589664450e-10, 2.132916920159891834e-10, 1.249003288086153047e-10, 3.137380514234193702e-10, 1.146025185422893893e-10, 1.078693993399093162e-10, 1.078693993399093162e-10, 2.393280031999574259e-10, 2.949878599475314809e-10, 2.393280031999574259e-10, 1.070190647140590740e-10, 2.132916920159891834e-10
1.953000000000000000e+03, 4.031885444707761119e-10, 1.221579311069667018e-10, 1.212230088173731720e-10, 3.097696749558504303e-10, 1.110785591371944908e-10, 1.092560394443398671e-10, 1.092560394443398671e-10, 2.182404998658423860e-10, 2.567261041320792128e-10, 2.182404998658423860e-10, 1.115677130308730950e-10, 1.221579311069667018e-10
1.954000000000000000e+03, 2.872510046375658986e-10, 1.378267392391890342e-10, 4.397961120050443547e-10, 4.446182449626135043e-10, 4.294709514450287053e-10, 1.039191277476976757e-10, 1.039191277476976757e-10, 2.523531541536727980e-10, 2.483786751548109007e-10, 2.523531541536727980e-10, 2.034428492281181704e-10, 1.378267392391890342e-10
1.955000000000000000e+03, 2.221073658441456411e-10, 1.038826126942368712e-10, 1.497613156559784965e-10, 5.147020877172934550e-10, 1.393771604925696435e-10, 1.157189501993770655e-10, 1.157189501993770655e-10, 3.403517807661094927e-10, 1.405222709083005107e-10, 3.403517807661094927e-10, 8.688426690578384631e-11, 1.038826126942368712e-10
1.956000000000000000e+03, 4.742215245984993648e-10, 8.030351207725657030e-11, 1.148717561576542583e-10, 3.734670012307011103e-10, 1.040860250274084604e-10, 7.857182361231780417e-11, 7.857182361231780417e-11, 2.490239038521970044e-10, 1.048912416200558003e-10, 2.490239038521970044e-10, 1.692171147385553310e-10, 8.030351207725657030e-11
1.957000000000000000e+03, 3.499109182984349874e-10, 9.060166406067048632e-11, 1.370416199172081943e-10, 2.988523753155794220e-10, 1.263519069176901048e-10, 8.985587948081077004e-11, 8.985587948081077004e-11, 2.569216539277604186e-10, 2.091752734060691408e-10, 2.569216539277604186e-10, 1.109329812441973721e-10, 9.060166406067048632e-11
1.958000000000000000e+03, 2.635992576889130083e-10, 1.672579876879538957e-10, 1.756473108121867687e-10, 4.379671392982011154e-10, 1.646648968294328563e-10, 9.904912255677809463e-11, 9.904912255677809463e-11, 2.619150819851812176e-10, 1.218949552020499566e-10, 2.619150819851812176e-10, 1.032176807248252433e-10, 1.672579876879538957e-10
1.959000000000000000e+03, 2.288812853703719812e-10, 2.015560922426142119e-10, 2.229335535840849503e-10, 3.906503635874799812e-10, 2.117527264845532544e-10, 8.000932144244827827e-11, 8.000932144244827827e-11, 3.645553579697072515e-10, 1.906793906710638730e-10, 3.645553579697072515e-10, 2.426074759926303053e-10, 2.015560922426142119e-10
1.960000000000000000e+03, 2.622622135846462798e-10, 1.393866385947752828e-10, 1.002483399831773962e-10, 3.991598842238542076e-10, 8.928898770159887861e-11, 7.404261020805824954e-11, 7.404261020805824954e-11, 3.751942829772525811e-10, 1.410795755589072888e-10, 3.751942829772525811e-10, 7.308157177490312433e-11, 1.393866385947752828e-10
1.961000000000000000e+03, 3.527752066161827427e-10, 9.915696781354297344e-11, 1.088869359746835560e-10, 4.206377071254481523e-10, 9.824313783949188699e-11, 1.255652238351879544e-10, 1.255652238351879544e-10, 2.335763740845588711e-10, 1.686628143674011853e-10, 2.335763740845588711e-10, 1.499688472373677875e-10, 9.915696781354297344e-11
1.962000000000000000e+03, 3.134530174692607674e-10, 1.374178535418540923e-10, 8.883103110595458487e-11, 4.091879655676763145e-10, 7.876572904436517268e-11, 9.896137940676790271e-11, 9.896137940676790271e-11, 2.179226259908328347e-10, 5.561693460024989911e-10, 2.179226259908328347e-10, 7.714047193679610432e-11, 1.374178535418540923e-10
1.963000000000000000e+03, 3.832541094881228031e-10, 1.629827099156668326e-10, 1.028890642568474212e-10, 4.045937944208441131e-10, 9.324244367325539407e-11, 1.248011804970188454e-10, 1.248011804970188454e-10, 2.475455300088481754e-10, 3.904780139047187544e-11, 2.475455300088481754e-10, 2.403193761742692276e-10, 1.629827099156668326e-10
1.964000000000000000e+03, 3.941164701594780144e-10, 4.451973620531174939e-10, 1.517251355186500169e-10, 3.121611508309394143e-10, 1.422300207664831540e-10, 7.326836235477637589e-11, 7.326836235477637589e-11, 3.601723249818272813e-10, 1.689293496574552330e-10, 3.601723249818272813e-10, 1.096799682185492447e-10, 4.451973620531174939e-10
1.965000000000000000e+03, 2.641575986434792226e-10, 7.361403789686857816e-11, 1.192873773293214757e-10, 2.581953185402688773e-10, 1.101719105639927798e-10, 7.921915529580797708e-11, 7.921915529580797708e-11, 2.533831061725287096e-10, 9.721778852811176001e-11, 2.533831061725287096e-10, 2.170137301469840269e-10, 7.361403789686857816e-11
1.966000000000000000e+03, 2.997736819337750754e-10, 2.031895753795418642e-10, 8.253383072573569833e-11, 3.047241496335687987e-10, 7.329244171151239970e-11, 1.451002612886291495e-10, 1.451002612886291495e-10, 2.435982370071240940e-10, 1.726252147443288251e-10, 2.435982370071240940e-10, 7.457715255217493107e-11, 2.031895753795418642e-10
1.967000000000000000e+03, 2.958512574444561501e-10, 2.467878417122899002e-10, 2.385419737239186477e-10, 3.235425317195898980e-10, 2.290266077685391899e-10, 8.318326675314765263e-11, 8.318326675314765263e-11, 1.878005545311784088e-10, 1.111311641912319647e-10, 1.878005545311784088e-10, 2.244367804902654044e-10, 2.467878417122899002e-10
1.968000000000000000e+03, 3.270047062210380894e-10, 1.550000129994658050e-10, 1.609303737401308220e-10, 4.118024615357099863e-10, 1.519176993794945679e-10, 1.119516651523122268e-10, 1.119516651523122268e-10, 1.888544288322765584e-10, 8.276825479813190588e-11, 1.888544288322765584e-10, 2.016093395840329155e-10, 1.550000129994658050e-10
1.969000000000000000e+03, 3.527042262415756980e-10, 1.194666385304073503e-10, 1.849000230429074058e-10, 2.122118798415240428e-10, 1.757795016432891880e-10, 1.057879801428507452e-10, 1.057879801428507452e-10, 3.299596270641134655e-10, 1.139287359033059807e-10, 3.299596270641134655e-10, 1.326620467695153082e-10, 1.194666385304073503e-10
1.970000000000000000e+03, 3.137836893647551959e-10, 1.976917061396289991e-10, 8.591481743767980816e-11, 3.930111533705296699e-10, 7.684400788742611136e-11, 1.023375177951836640e-10, 1.023375177951836640e-10, 2.865153240627003147e-10, 3.133555614171182387e-10, 2.865153240627003147e-10, 1.678696121186137643e-10, 1.976917061396289991e-10
1.971000000000000000e+03, 2.466113840809592293e-10, 4.002473773972012916e-10, 8.324982391625965849e-11, 3.664640501785677106e-10, 7.439889834688323700e-11, 7.123847908728558319e-11, 7.123847908728558319e-11, 2.007759239828105177e-10, 9.298694767657792779e-11, 2.007759239828105177e-10, 1.071016800191381653e-10, 4.002473773972012916e-10
1.972000000000000000e+03, 2.669996231942884967e-10, 1.291805814503859683e-10, 1.673931967537831576e-10, 3.076467402125099604e-10, 1.584438214251300702e-10, 1.024031810812888071e-10, 1.024031810812888071e-10, 3.159931580821282166e-10, 2.084064129205655078e-10, 3.159931580821282166e-10, 1.182116095360765647e-10, 1.291805814503859683e-10
1.973000000000000000e+03, 2.911804789474969287e-10, 9.206159707700674194e-11, 1.199849220935793757e-10, 3.204095355111593403e-10, 1.112019541402234036e-10, 1.422831877615871901e-10, 1.422831877615871901e-10, 2.419313731228696112e-10, 7.998571845031560990e-11, 2.419313731228696112e-10, 1.304723557724137197e-10, 9.206159707700674194e-11
1.974000000000000000e+03, 3.028550673121054336e-10, 1.234056099420605242e-10, 1.372319645771409194e-10, 4.343366032558984618e-10, 1.281561797028055785e-10, 1.062846466370570654e-10, 1.062846466370570654e-10, 3.091894982284851746e-10, 1.781515241590921392e-10, 3.091894982284851746e-10, 1.066250802570686974e-10, 1.234056099420605242e-10
1.975000000000000000e+03, 4.955332482117232444e-10, 1.121580943804210506e-10, 1.955956932292094636e-10, 4.053591549901177701e-10, 1.862444709261815723e-10, 6.861926276181631438e-11, 6.861926276181631438e-11, 3.185492245203361217e-10, 4.327959744164979075e-10, 3.185492245203361217e-10, 1.912973427411243395e-10, 1.121580943804210506e-10
1.976000000000000000e+03, 3.429744736529892450e-10, 1.549801296882635460e-10, 9.072815195825702755e-11, 4.373660327995586686e-10, 8.154731990238640260e-11, 7.944529387158959821e-11, 7.944529387158959821e-11, 2.166191479747976905e-10, 1.132092453549491071e-10, 2.166191479747976905e-10, 1.755392413299822667e-10, 1.549801296882635460e-10
1.977000000000000000e+03, 3.740772792632833190e-10, 1.106935904683213827e-10, 8.818438837628019478e-11, 3.511737116111420948e-10, 7.914186818409967262e-11, 1.253842459305135129e-10, 1.253842459305135129e-10, 2.060603526213326395e-10, 9.578947387002985983e-11, 2.060603526213326395e-10, 9.780260306321396739e-11, 1.106935904683213827e-10
1.978000000000000000e+03, 4.895845881833462013e-10, 1.245391262414593878e-10, 1.267500027796890358e-10, 4.690583664297632710e-10, 1.177881238577592277e-10, 1.679551709557061246e-10, 1.679551709557061246e-10, 3.973688555681904257e-10, 8.342474064096844402e-11, 3.973688555681904257e-10, 2.417822444705289160e-10, 1.245391262414593878e-10
1.979000000000000000e+03, 3.942163795416325081e-10, 1.367461195252097301e-10, 1.411093010763376504e-10, 4.320700933082958584e-10, 1.316951892011489247e-10, 1.742278614157594082e-10, 1.742278614157594082e-10, 3.588833947639998727e-10, 8.877368615595297749e-11, 3.588833947639998727e-10, 1.244789568499859153e-10, 1.367461195252097301e-10
1.980000000000000000e+03, 3.325614103088003387e-10, 1.854203638761369876e-10, 1.444819269181424481e-10, 4.230412186975662564e-10, 1.362048191854161034e-10, 1.506244880225144590e-10, 1.506244880225144590e-10, 2.760411015830031446e-10, 1.492559086156188052e-10, 2.760411015830031446e-10, 1.862805831676779718e-10, 1.854203638761369876e-10
1.981000000000000000e+03, 4.117560102364079013e-10, 1.666370490304880955e-10, 8.461408771935471778e-11, 4.647497486315769103e-10, 7.549588014025502327e-11, 1.809137338147261435e-10, 1.809137338147261435e-10, 2.760070782110354798e-10, 1.414321091538831679e-10, 2.760070782110354798e-10, 2.007509868564510370e-10, 1.666370490304880955e-10
1.982000000000000000e+03, 3.972582758523251965e-10, 2.029843439713767398e-10, 1.536379908765957508e-10, 3.954978278189935895e-10, 1.446493244984447264e-10, 1.064899175528861863e-10, 1.064899175528861863e-10, 2.299210605576741157e-10, 1.025079046442969327e-10, 2.299210605576741157e-10, 1.166775776004501433e-10, 2.029843439713767398e-10
1.983000000000000000e+03, 4.918619484382259244e-10, 1.491354684242071267e-10, 1.647489832771660065e-10, 3.373291407190435571e-10, 1.558379733041630883e-10, 1.110966142080470973e-10, 1.110966142080470973e-10, 5.233026557297060429e-10, 1.955732627034423664e-10, 5.233026557297060429e-10, 1.033328893772351890e-10, 1.491354684242071267e-10
1.984000000000000000e+03, 4.761422806807076001e-10, 1.002335845788766317e-10, 1.826749605984081185e-10, 3.827472398673376065e-10, 1.735153546625553908e-10, 8.868769495267914283e-11, 8.868769495267914283e-11, 2.621188664596372021e-10, 5.398911860594655707e-11, 2.621188664596372021e-10, 8.260698822364266949e-11, 1.002335845788766317e-10
1.985000000000000000e+03, 4.656971524799500072e-10, 3.313172490275500851e-10, 1.444701395624041593e-10, 2.885807509944106638e-10, 1.352373464997604209e-10, 1.950786877612733022e-10, 1.950786877612733022e-10, 2.337083949799579283e-10, 1.341984130804350630e-10, 2.337083949799579283e-10, 1.781811130913296463e-10, 3.313172490275500851e-10
1.986000000000000000e+03, 4.634649081758447277e-10, 1.155482829263749561e-10, 9.503716744538994835e-11, 2.703835910267889287e-10, 8.607192436967120874e-11, 1.361517939722529547e-10, 1.361517939722529547e-10, 3.197061441234256587e-10, 1.607919408430544702e-10, 3.197061441234256587e-10, 2.863076610110262449e-10, 1.155482829263749561e-10
1.987000000000000000e+03, 3.059708507592214606e-10, 1.878219288181241275e-10, 1.385713767961606018e-10, 4.160902448189368464e-10, 1.296641184232615795e-10, 1.112778116206291277e-10, 1.112778116206291277e-10, 3.748262000470068292e-10, 3.068396534632502725e-10, 3.748262000470068292e-10, 1.635188660989333079e-10, 1.878219288181241275e-10
1.988000000000000000e+03, 3.531208380686854044e-10, 1.611547967808325293e-10, 2.327474087683961440e-10, 3.813566914480789797e-10, 2.234478574182752102e-10, 1.283402994836568123e-10, 1.283402994836568123e-10, 4.862353184464878134e-10, 2.257192518679408267e-10, 4.862353184464878134e-10, 2.380976170183092273e-10, 1.611547967808325293e-10
1.989000000000000000e+03, 4.172665097674761295e-10, 1.168924877028572187e-10, 1.691754255080040226e-10, 5.797375332893997844e-10, 1.606470106152554938e-10, 1.322590180033456928e-10, 1.322590180033456928e-10, 2.794135131776912943e-10, 1.589976910933604751e-10, 2.794135131776912943e-10, 2.885567838251347307e-10, 1.168924877028572187e-10
1.990000000000000000e+03, 3.177710428700275849e-10, 1.928681908193533683e-10, 1.407161315612596772e-10, 2.858907887655161044e-10, 1.318189243233043851e-10, 1.161212696733600682e-10, 1.161212696733600682e-10, 3.293333421473484406e-10, 3.105376421711110115e-10, 3.293333421473484406e-10, 1.037134963597436385e-10, 1.928681908193533683e-10
1.991000000000000000e+03, 3.804016248431531664e-10, 1.581658600388011777e-10, 8.440809573995201429e-11, 2.370994031142425204e-10, 7.554041433921752634e-11, 1.086220823593815114e-10, 1.086220823593815114e-10, 2.908492229725813471e-10, 1.105493400731287398e-10, 2.908492229725813471e-10, 1.261814059938807712e-10, 1.581658600388011777e-10
1.992000000000000000e+03, 4.616913842764255708e-10, 2.264335151060863338e-10, 1.253636637146891887e-10, 3.611605350211095735e-10, 1.168222516535203283e-10, 1.879880164240860200e-10, 1.879880164240860200e-10, 5.713500467725912778e-10, 8.573252946480519738e-11, 5.713500467725912778e-10, 1.379779339111156508e-10, 2.264335151060863338e-10
1.993000000000000000e+03, 3.232431706917589658e-10, 1.222425155415142214e-10, 1.797697097177333440e-10, 4.004110177973927295e-10, 1.707959443469407507e-10, 1.055651459753374223e-10, 1.055651459753374223e-10, 2.921430844312712227e-10, 1.772241064650025168e-10, 2.921430844312712227e-10, 2.418640093757255577e-10, 1.222425155415142214e-10
1.994000000000000000e+03, 5.312546940919511380e-10, 2.270688030362571208e-10, 1.427409686082081259e-10, 6.790979636919048455e-10, 1.336561488002708050e-10, 1.101161666569433789e-10, 1.101161666569433789e-10, 4.150991117775430587e-10, 1.727804540037257899e-10, 4.150991117775430587e-10, 1.347345155380589503e-10, 2.270688030362571208e-10
1.995000000000000000e+03, 4.566452824621848133e-10, 2.478926784056004826e-10, 1.074528089895608779e-10, 2.709046432384087954e-10, 9.879557914633144075e-11, 1.215363848877422609e-10, 1.215363848877422609e-10, 2.456532043195904717e-10, 3.205195882518073137e-10, 2.456532043195904717e-10, 1.498097768703732675e-10, 2.478926784056004826e-10
1.996000000000000000e+03, 5.093411050365634320e-10, 1.864412190512875928e-10, 2.200387771399829045e-10, 4.343484583377041168e-10, 2.114260287023767343e-10, 8.757383851261112162e-11, 8.757383851261112162e-11, 2.282678989633131304e-10, 1.336832200323038020e-10, 2.282678989633131304e-10, 2.221625979986523925e-10, 1.864412190512875928e-10
1.997000000000000000e+03, 3.754004830538526809e-10, 1.154034943382464416e-10, 1.768367126419324501e-10, 3.540189981558142922e-10, 1.681752537304328193e-10, 1.745670657360813279e-10, 1.745670657360813279e-10, 3.068611541307940000e-10, 7.381501910421908048e-11, 3.068611541307940000e-10, 7.091257238147270766e-11, 1.154034943382464416e-10
1.998000000000000000e+03, 2.429568782579564044e-10, 2.229222605629472301e-10, 1.740804830297571593e-10, 2.979597105833152294e-10, 1.658496751517164541e-10, 1.381823874521178940e-10, 1.381823874521178940e-10, 2.781724019460902205e-10, 2.339677321593475856e-10, 2.781724019460902205e-10, 1.238358900001606295e-10, 2.229222605629472301e-10
1.999000000000000000e+03, 4.857379111797332774e-10, 1.380228134015926660e-10, 1.801408925532458802e-10, 4.444262430905254762e-10, 1.717285427009280708e-10, 1.308196333859372789e-10, 1.308196333859372789e-10, 3.851434104715010835e-10, 1.328523952404431851e-10, 3.851434104715010835e-10, 4.578557514136288145e-10, 1.380228134015926660e-10
2.000000000000000000e+03, 3.013496242249382108e-10, 3.489546707804479988e-10, 2.943159481442112220e-10, 3.706167877602769477e-10, 2.857910813909410669e-10, 1.394197077401770196e-10, 1.394197077401770196e-10, 3.341596327140326513e-10, 3.309558939985584132e-10, 3.341596327140326513e-10, 1.924304841525199522e-10, 3.489546707804479988e-10
2.001000000000000000e+03, 3.644925316827327443e-10, 2.451524585540126794e-10, 2.654723807138120128e-10, 3.074690140517474742e-10, 2.570394521006623928e-10, 1.279264611636108810e-10, 1.279264611636108810e-10, 3.312583922177869400e-10, 2.925555882083458404e-10, 3.312583922177869400e-10, 1.928340551756338275e-10, 2.451524585540126794e-10
2.002000000000000000e+03, 4.169506638729928929e-10, 3.462235880709174487e-10, 2.103373598114473802e-10, 3.883135872821813543e-10, 2.017373116364815393e-10, 1.585617037577033870e-10, 1.585617037577033870e-10, 7.695520425441000431e-10, 1.856504318295995181e-10, 7.695520425441000431e-10, 3.491276356536777460e-10, 3.462235880709174487e-10
2.003000000000000000e+03, 4.796619933429730521e-10, 5.277133688657994636e-10, 1.612631608508122410e-10, 5.024430656104977341e-10, 1.527398065732283953e-10, 1.147057969175212469e-10, 1.147057969175212469e-10, 4.463708936869603130e-10, 3.123458049709699811e-10, 4.463708936869603130e-10, 1.869523586832945246e-10, 5.277133688657994636e-10
2.004000000000000000e+03, 4.552820374174699999e-10, 1.174860220849516983e-10, 1.663972562513771713e-10, 3.289489608250928663e-10, 1.574045243952546280e-10, 1.784944970225367687e-10, 1.784944970225367687e-10, 2.911221880321934768e-10, 1.377750026861939441e-10, 2.911221880321934768e-10, 2.285489990460417767e-10, 1.174860220849516983e-10
2.005000000000000000e+03, 5.520929948549301049e-10, 2.166323466738644208e-10, 1.591095381494260275e-10, 4.200744353066084376e-10, 1.481165993900572337e-10, 1.593049277312385596e-10, 1.593049277312385596e-10, 3.197036847646656354e-10, 4.843213403852406673e-10, 3.197036847646656354e-10, 3.497458317764561248e-10, 2.166323466738644208e-10
2.006000000000000000e+03, 5.575382683811728685e-10, 5.545060123359343625e-10, 3.245820241084396663e-10, 5.265242997243106107e-10, 3.130856191789933922e-10, 1.345049083957709653e-10, 1.345049083957709653e-10, 3.668670495618280948e-10, 2.388264645087312940e-10, 3.668670495618280948e-10, 2.629403341405777660e-10, 5.545060123359343625e-10
2.007000000000000000e+03, 5.645757005374945203e-10, 1.929079059058870886e-10, 1.931579213426814021e-10, 3.695247434453095148e-10, 1.823397742229206249e-10, 1.608083913133059986e-10, 1.608083913133059986e-10, 3.966789085212319238e-10, 1.746802657716016258e-10, 3.966789085212319238e-10, 5.044756353190556530e-10, 1.929079059058870886e-10
2.008000000000000000e+03, 3.499201311489450587e-10, 2.844886616938269879e-10, 1.603985785078782750e-10, 4.196689305136829856e-10, 1.500733558034700843e-10, 1.668774057800283622e-10, 1.668774057800283622e-10, 3.779207868025971151e-10, 1.665579767129235884e-10, 3.779207868025971151e-10, 3.498390975929337577e-10, 2.844886616938269879e-10
2.009000000000000000e+03, 4.354488994626329114e-10, 2.059656658773041766e-10, 2.245745054007140146e-10, 3.989889498236432951e-10, 2.146919100135694470e-10, 1.246626593539734116e-10, 1.246626593539734116e-10, 6.527922374658629454e-10, 6.647426588710940735e-10, 6.527922374658629454e-10, 1.679894187875459108e-10, 2.059656658773041766e-10
2.010000000000000000e+03, 4.141817595585440916e-10, 4.531254929941144219e-10, 4.657416488424983500e-10, 3.877160801784452360e-10, 4.556218199346586929e-10, 2.012596827164205814e-10, 2.012596827164205814e-10, 4.177509344780228305e-10, 4.209882235624249399e-10, 4.177509344780228305e-10, 2.800809262392890390e-10, 4.531254929941144219e-10
2.011000000000000000e+03, 2.982988801330756470e-10, 2.966118594518973936e-10, 3.025919674862697458e-10, 5.443016654932647001e-10, 2.928547549753979559e-10, 1.514697521064647433e-10, 1.514697521064647433e-10, 3.546780697550461206e-10, 2.135124340342936068e-10, 3.546780697550461206e-10, 3.392277650159164512e-10, 2.966118594518973936e-10
2.012000000000000000e+03, 3.769197568573034967e-10, 2.227971045966424849e-10, 2.506214461412600411e-10, 4.000828401644025225e-10, 2.411242917547181098e-10, 1.619249197792634332e-10, 1.619249197792634332e-10, 5.462537030887153526e-10, 2.149825625999776821e-10, 5.462537030887153526e-10, 2.821123496718007843e-10, 2.227971045966424849e-10
