year, MPI-ESM1-2-LR, EC-Earth3-Veg, NorESM2-LM, TaiESM1, IPSL-CM6A-LR, CESM2-WACCM, NorESM2-MM, UKESM1-0-LL
1.966000000000000000e+03, 1.504409678536273507e-09, 1.778716876198700174e-09, 2.257809440378441820e-10, 6.357528303434632204e-11, 2.214539196430244825e-09, 6.823421773926159035e-10, 2.022653848135161972e-10, 1.380317179168519803e-09
1.967000000000000000e+03, 1.526120133087053410e-09, 1.829973508894382702e-09, 2.272534065613557624e-10, 6.609917165066886751e-11, 2.649256225111569755e-09, 6.712152890970571833e-10, 2.029337688498621323e-10, 1.157421250082573621e-09
1.968000000000000000e+03, 1.587747434371416221e-09, 1.825938827800357141e-09, 2.265734987292448214e-10, 6.741267548996302893e-11, 2.682418993971834865e-09, 7.946409287384356887e-10, 2.075597823819615517e-10, 1.203287860648242285e-09
1.969000000000000000e+03, 1.551586300650867142e-09, 1.979736057669398622e-09, 2.159508945733442929e-10, 6.713301758741124374e-11, 2.481355113750012278e-09, 9.110439809619542213e-10, 2.015680655402519201e-10, 1.173292501059717584e-09
1.970000000000000000e+03, 1.512739576224420411e-09, 1.900602945623695030e-09, 2.203825548012202277e-10, 6.842003789168984038e-11, 2.826351630615005361e-09, 8.360906461191708539e-10, 2.087141704726564165e-10, 1.198579719203886849e-09
1.971000000000000000e+03, 1.532549853081317886e-09, 1.949260072803624926e-09, 2.304775943345499764e-10, 7.334897331587633206e-11, 2.691821867261987683e-09, 9.286656737243660303e-10, 2.169807626821072182e-10, 1.243016182963308842e-09
1.972000000000000000e+03, 1.548744698312162795e-09, 2.094515975438824981e-09, 2.311919422207528453e-10, 7.481289174848305588e-11, 2.631744060785906104e-09, 1.018667813832872811e-09, 2.223983641479055689e-10, 1.104807511241094869e-09
1.973000000000000000e+03, 1.625844028510778565e-09, 2.004593047738140523e-09, 2.141164860385054969e-10, 7.333319809689225810e-11, 2.824709727378534457e-09, 1.011484341997350429e-09, 2.108939911787388846e-10, 1.209263005746469566e-09
1.974000000000000000e+03, 1.634881769094400049e-09, 1.816430191225083357e-09, 2.260926610882760649e-10, 7.629845378527980731e-11, 2.526062901985924120e-09, 1.078664552861260833e-09, 2.180036733499271169e-10, 1.103873240551550997e-09
1.975000000000000000e+03, 1.610547970040493428e-09, 2.055749314367502557e-09, 2.307104363823892251e-10, 7.772682986610857000e-11, 2.352509509951519632e-09, 8.818562952823511027e-10, 2.225510165137934550e-10, 1.130790714578348985e-09
1.976000000000000000e+03, 1.549877129821862791e-09, 1.896951048671784999e-09, 2.127966300470362921e-10, 7.444499563862561738e-11, 2.631257881509552026e-09, 9.748413659267035687e-10, 2.053696878137539116e-10, 1.255694062694387739e-09
1.977000000000000000e+03, 1.555109294514797651e-09, 2.136996159874487149e-09, 2.152490357077029795e-10, 7.697416962550804960e-11, 2.506764718579737993e-09, 1.095796912937381601e-09, 2.072748040319084206e-10, 1.212948612751662470e-09
1.978000000000000000e+03, 1.587572441614061649e-09, 2.203228539919529555e-09, 2.134684584490807641e-10, 7.925385137818314164e-11, 2.612641766022487148e-09, 1.049808186317534311e-09, 2.027884581770288586e-10, 1.173316414789494003e-09
1.979000000000000000e+03, 1.558706929100543924e-09, 2.132617841751086678e-09, 2.161597749997402515e-10, 7.977865945795122976e-11, 2.540232426415963609e-09, 1.323265623373891514e-09, 2.066901467242609713e-10, 1.103312308849103227e-09
1.980000000000000000e+03, 1.541698097146304409e-09, 2.273638122983250370e-09, 2.248753983059143408e-10, 8.022617619288518689e-11, 2.743692118649171457e-09, 1.430859830433966067e-09, 2.187868973630290854e-10, 1.058809657188597479e-09
1.981000000000000000e+03, 1.640013124631514787e-09, 2.036371317510672074e-09, 2.279377917084302419e-10, 8.367884356360014350e-11, 2.880636920863651028e-09, 1.473244149181171483e-09, 2.237144180344021055e-10, 9.999622288385976150e-10
1.982000000000000000e+03, 1.702845752150071601e-09, 2.347186768357709327e-09, 2.268890585416817479e-10, 8.578394762496715840e-11, 2.645796211419917121e-09, 1.423314770612092426e-09, 2.229804398127477746e-10, 1.142623108924852073e-09
1.983000000000000000e+03, 1.677123219408043671e-09, 2.268804479507260466e-09, 2.241890885807041518e-10, 8.794682358576996580e-11, 2.464056867195001368e-09, 1.362820749677473889e-09, 2.196731274034575551e-10, 1.073861685066368641e-09
1.984000000000000000e+03, 1.646415110793972330e-09, 2.289174744317978220e-09, 2.254755521581929906e-10, 8.984008942611552980e-11, 2.621622349677408882e-09, 1.612541781402661709e-09, 2.219038733836709870e-10, 1.233016924427142891e-09
1.985000000000000000e+03, 1.611007968986379967e-09, 2.345858556151269023e-09, 2.330323417407561581e-10, 9.295227631392294747e-11, 2.483001414564972898e-09, 1.553849911166567418e-09, 2.281181240884811958e-10, 1.076934635366521239e-09
1.986000000000000000e+03, 1.562280256352048740e-09, 2.301363179705199553e-09, 2.328013984254598626e-10, 9.378531191761674162e-11, 2.685548143709467554e-09, 1.468584610555700319e-09, 2.273448425247372246e-10, 1.189176139718794359e-09
1.987000000000000000e+03, 1.518939766243040099e-09, 2.064351506275513946e-09, 2.354104044668853126e-10, 9.446055480165878123e-11, 2.848663214418896433e-09, 1.382891536765877664e-09, 2.296047479377671586e-10, 1.096142509763739138e-09
1.988000000000000000e+03, 1.602349292840504821e-09, 2.283133451647357091e-09, 2.364308295000753594e-10, 9.415746823973012463e-11, 2.721161773968018037e-09, 1.424615783159087139e-09, 2.311018048175973016e-10, 9.986642807209716375e-10
1.989000000000000000e+03, 1.637751740993174205e-09, 2.164217062273930600e-09, 2.536562990656660905e-10, 1.043005792703333219e-10, 2.820070103062806817e-09, 1.322786593398630622e-09, 2.440646946108579580e-10, 1.179371536152649244e-09
1.990000000000000000e+03, 1.631218404862226562e-09, 2.396644488733572474e-09, 2.655334108135247948e-10, 1.097864562497021093e-10, 3.159186246013455326e-09, 1.225975061633293407e-09, 2.563346365281389973e-10, 1.229356161960192478e-09
1.991000000000000000e+03, 1.654581069493463232e-09, 2.393604629791338969e-09, 2.929443279680850868e-10, 1.200677082046332911e-10, 2.822440612162621167e-09, 1.227979149572876265e-09, 2.713538374272198746e-10, 1.188113417006094715e-09
1.992000000000000000e+03, 1.623633701006336815e-09, 2.159867864404026098e-09, 2.260499262994347870e-10, 9.796543016458677334e-11, 2.738381807004367693e-09, 1.393013435377679325e-09, 2.189175191422563773e-10, 1.002721583929496100e-09
1.993000000000000000e+03, 1.562852110542110936e-09, 2.167202260236293922e-09, 2.228252302019877544e-10, 9.753155100077070790e-11, 2.840797559287231122e-09, 1.375009380942261619e-09, 2.135476419318007140e-10, 1.028396275547569099e-09
1.994000000000000000e+03, 1.663906289022188053e-09, 1.809107194373312030e-09, 2.218161093205672409e-10, 9.599316426774027009e-11, 2.714694751136785346e-09, 1.316527036868700811e-09, 2.130847680350776168e-10, 1.193066603466596124e-09
1.995000000000000000e+03, 1.623816253915780920e-09, 2.172679340959646499e-09, 2.393572349499330593e-10, 1.035023703577809370e-10, 2.848445380764087533e-09, 1.184772966138337947e-09, 2.293490198454924760e-10, 1.121399364025339122e-09
1.996000000000000000e+03, 1.608100076452622712e-09, 2.106272520922871413e-09, 2.469506277846285202e-10, 1.059882035878226323e-10, 2.890674859579590877e-09, 1.170377353740900982e-09, 2.381986973603681416e-10, 1.132819566286416036e-09
1.997000000000000000e+03, 1.583546186110556395e-09, 1.976436957960912888e-09, 2.336516457493481404e-10, 1.041658427875349487e-10, 2.870479321997085384e-09, 1.241476027880063097e-09, 2.256523025848858031e-10, 1.017151422320918527e-09
1.998000000000000000e+03, 1.636144093365705184e-09, 2.086821007014688820e-09, 2.463197781080812768e-10, 1.084310996814783587e-10, 2.795679077507957977e-09, 1.236416324681752830e-09, 2.368157739231096001e-10, 1.121395739922996848e-09
1.999000000000000000e+03, 1.668185984151375979e-09, 1.875295289921274155e-09, 2.489018487926583542e-10, 1.102676202148795837e-10, 2.948852477362980148e-09, 1.324416027944062811e-09, 2.395657336916349897e-10, 1.177805640071690405e-09
2.000000000000000000e+03, 1.689241472847791753e-09, 2.102727420380598126e-09, 2.532976113348008789e-10, 1.152290510663443318e-10, 2.863628611553341562e-09, 1.193907758290756598e-09, 2.443329068601922358e-10, 1.161037636712233743e-09
2.001000000000000000e+03, 1.652860494452418067e-09, 2.054767100315628790e-09, 2.864744023486455537e-10, 1.306756029804008435e-10, 2.534114018625721064e-09, 1.101571311910885852e-09, 2.691938813847040617e-10, 1.211425435448441551e-09
2.002000000000000000e+03, 1.597426023947153255e-09, 1.958354885906193846e-09, 2.543996780439232937e-10, 1.226721301010004619e-10, 2.449812740520560937e-09, 1.074508950796326900e-09, 2.402014177855210493e-10, 1.352194458015286698e-09
2.003000000000000000e+03, 1.573981285710443315e-09, 1.921517420355856287e-09, 2.617813971887646821e-10, 1.253528191738476616e-10, 2.409624887980815590e-09, 9.747832879970216371e-10, 2.483005725893462877e-10, 1.212956675365967339e-09
2.004000000000000000e+03, 1.572676955725852614e-09, 2.211110888582232141e-09, 2.792429090289983697e-10, 1.331415589180130826e-10, 2.617463069969924957e-09, 1.150751421666972937e-09, 2.592655594580524553e-10, 1.086716892353646840e-09
2.005000000000000000e+03, 1.573550099693147054e-09, 2.102546704478279452e-09, 2.854236796866808246e-10, 1.387158143816530057e-10, 2.962696537446095998e-09, 9.461239162976666794e-10, 2.640786169714163124e-10, 1.236505658488123122e-09
2.006000000000000000e+03, 1.593611226114432748e-09, 1.853755962527766977e-09, 3.252418373290620638e-10, 1.422446011059481409e-10, 2.643369855928213298e-09, 9.524968022559229306e-10, 2.952247677219309865e-10, 1.057326250949718065e-09
2.007000000000000000e+03, 1.587717486848612224e-09, 2.234510441792526305e-09, 2.970433708911594232e-10, 1.451547860950252367e-10, 2.525165748777088497e-09, 1.115789798571983793e-09, 2.675927475776043690e-10, 1.166521594683861488e-09
2.008000000000000000e+03, 1.572356173643267828e-09, 2.218344345173517918e-09, 3.406821569593805507e-10, 1.577242699950481563e-10, 2.647598801738943201e-09, 1.198339691637465528e-09, 3.047270926542576708e-10, 1.281143884658870944e-09
2.009000000000000000e+03, 1.607832964206238821e-09, 2.138117538316844056e-09, 3.021060106547808844e-10, 1.481262198173682390e-10, 2.534199436238826902e-09, 1.084569545367275687e-09, 2.755276600201529087e-10, 1.417159842665381494e-09
2.010000000000000000e+03, 1.620749032848662826e-09, 2.124518245647287399e-09, 2.792350715861327517e-10, 1.438648297270528006e-10, 2.534590512898068665e-09, 9.597890323447967564e-10, 2.600975028630415072e-10, 1.303631259076085168e-09
2.011000000000000000e+03, 1.641339269492175722e-09, 1.929507836293982891e-09, 3.064681608394083585e-10, 1.499652220007757094e-10, 2.508499411792005972e-09, 9.929674528752985744e-10, 2.820437608998353385e-10, 1.133099392661922340e-09
2.012000000000000000e+03, 1.647724152440241384e-09, 2.215559414301600788e-09, 3.090591372664468981e-10, 1.489072498625063828e-10, 2.839912426976976466e-09, 1.152827884651330992e-09, 2.814339754918695660e-10, 1.005785420345569348e-09
2.013000000000000000e+03, 1.653637032643979114e-09, 2.021415488376413827e-09, 3.154157481425058319e-10, 1.633449109629793761e-10, 2.539138035123106412e-09, 1.208197116169329703e-09, 2.805280017791041927e-10, 1.151221504528734593e-09
2.014000000000000000e+03, 1.660015823790958835e-09, 2.079129644915712783e-09, 3.112747025513230531e-10, 1.513785868771971445e-10, 2.783667312700898943e-09, 1.367698824717617475e-09, 2.861002828607638553e-10, 1.139176141310404388e-09
