year, GFDL-ESM4, INM-CM4-8, CNRM-ESM2-1, CanESM5, CESM2-WACCM, ACCESS-ESM1-5, MIROC-ES2L, IPSL-CM6A-LR, NorESM2-LM, INM-CM5-0, TaiESM1, UKESM1-0-LL, EC-Earth3-Veg, MPI-ESM1-2-LR, NorESM2-MM, CMCC-CM2-SR5
1.912000000000000000e+03, 5.972918923202227837e-02, 2.495350755555239275e-01, 1.528388135760028188e-01, -2.597271026971288976e-01, -5.267315344933502785e-02, -2.027863424304373885e-01, 4.896475193681745081e-02, -2.757576306560531598e-02, -4.878610503488702704e-02, 1.856522409310099042e-01, -3.878858355726452767e-02, -4.973903405618067264e-02, 2.498925122819056488e-01, 6.623961636761546701e-02, -8.065494856035844429e-02, -2.589518135212204308e-01
1.913000000000000000e+03, -1.302060036467258819e-01, -7.391615822547582815e-02, 8.034816232652437773e-02, -1.861282444346070569e-02, -2.292647219562066879e-02, 1.278499992667600782e-01, -1.038398515709637870e-01, 1.075200543393364239e-01, -5.104907283806468105e-02, 3.612195403354069856e-01, -1.524433749146591466e-01, -8.001281503669277484e-02, -1.737775213671610142e-01, 7.999983726677176166e-02, -2.580528375021254664e-02, -1.563790585768455865e-01
1.914000000000000000e+03, 5.723674350294311042e-02, 3.052922343183592235e-01, 1.798746711027607859e-01, 1.602659151011344707e-01, -1.843137329134675664e-02, -1.070306767566266415e-01, 2.422412863193315255e-04, 8.078095380785008106e-02, -1.100008919165204047e-01, -1.305550960493304276e-02, -1.129597482924452334e-01, 7.523005845343073983e-02, -1.360998046982014320e-01, 7.599133466303149842e-02, -1.722930229208471248e-02, 9.277973899717656403e-02
1.915000000000000000e+03, -6.013830717490249028e-02, 4.922689497479911663e-02, 1.875628721169340096e-01, -1.769550443748266200e-01, -1.994471784706110251e-02, -3.057582284359717795e-01, 7.511523101426503812e-02, -6.817818737154772435e-02, -4.847019876317905374e-02, 4.568278448813637566e-02, 1.597182705068193043e-01, -1.057728738183688760e-01, -2.021513692764484449e-01, -1.005253064019394175e-03, -8.221241927652343795e-02, -1.393131171664844237e-01
1.916000000000000000e+03, -4.749798721071908647e-02, -2.243235455205274120e-01, 5.579751546469489260e-02, -2.292640266058945109e-01, -1.117594101099912834e-01, -3.419340746873495568e-02, -8.393869759508240658e-02, -6.997329120038282835e-02, 3.394522962388248771e-02, -5.587421315531016647e-03, 1.195315863260864447e-01, 2.939620203916344307e-02, -5.737060453335296462e-02, -4.390208625559362948e-02, 4.177566595813912709e-02, 1.751815709314583080e-01
1.917000000000000000e+03, -1.884971824920485262e-01, 1.508612776978479064e-01, 3.505585760937104250e-02, -1.321362673872913673e-01, 3.713783324402511465e-02, 1.421191550455523367e-01, -7.225074009697049493e-02, -2.796234826641946780e-01, -7.405160329443574892e-03, -2.737332317871804532e-01, 3.226242144925568073e-02, 8.121574795014420423e-02, -6.043086216955134704e-02, -1.185337209460876895e-01, -5.112501568274021441e-02, 1.087404577521889903e-01
1.918000000000000000e+03, 8.458240669291099134e-02, 1.263363006951090661e-01, -9.371872675145341558e-02, -1.104690778249095007e-01, -2.719406092256190788e-02, -3.936972943777427431e-02, -3.787317554177686060e-03, 1.706617578889386144e-01, -5.254184520657908392e-02, 2.748212265133183618e-01, -2.651198787209539942e-01, -6.321918045141521059e-02, -3.357152754662959260e-02, 5.680597154105413576e-02, -3.108774626619310519e-02, -1.154465250869166210e-01
1.919000000000000000e+03, -1.376261679762044721e-01, -4.358927203255430483e-02, 1.579536831502598160e-01, -8.581619024432884935e-02, -9.037373162315713582e-02, 6.696337721365216988e-02, -1.908742684659204755e-02, -5.630434610252593036e-02, -8.249555909023387201e-02, -1.823325677181158455e-01, 6.267352625480349104e-02, -3.918662669910532442e-02, -2.358962442943847160e-01, 7.208552566644746418e-02, 5.531735219228740147e-02, -3.170393662286229430e-01
1.920000000000000000e+03, -8.606340123144409771e-02, 2.481811805519412439e-01, 1.345377081901631411e-01, -4.736755874351929185e-02, -1.113323139685359620e-01, 3.796104489366084606e-02, 1.988846101093805219e-02, 6.465935554602610102e-02, -6.091499767781783682e-03, -8.461067681769264548e-02, -4.994217283830424542e-02, -3.372801930306047746e-02, -1.509775677854197085e-01, 8.595318705280965976e-02, -1.343672760273559308e-02, -1.499531240339253557e-01
1.921000000000000000e+03, 6.980896184669600768e-02, -1.116267512317931504e-01, 2.014374040760482515e-02, -1.290137505925300077e-01, -9.544609023291827921e-02, 2.073304005168133124e-01, -1.050422513850444578e-01, 7.195278088236271852e-02, -2.552049432536291490e-02, 8.300465848230856314e-02, 2.243293551805821129e-01, -4.277741247956312609e-02, -1.230789700125353298e-01, -1.743344134965492120e-01, -1.396902532292489396e-01, -3.219947173405522944e-01
1.922000000000000000e+03, -8.593753973341496100e-02, -3.101224259514486631e-02, 2.527600530050912175e-02, -6.299886914453864395e-02, -3.338169426407563284e-02, 4.686378754671187419e-02, -1.946070542239852763e-01, 5.296243714626739513e-02, -5.949495236872293785e-02, 1.902141133954443064e-01, -2.335554792933629276e-01, -7.535789793329841259e-03, 2.143971824809232651e-01, -1.308535489576989619e-01, 2.480827840954089036e-02, 2.651578843342246028e-01
1.923000000000000000e+03, 9.901643362103186574e-02, 5.371529508400740144e-02, 1.491145387779864266e-02, -1.128049298813884813e-02, 1.662539197471321617e-02, 1.067104863845472068e-01, 2.622725214517728637e-02, -7.102568570006215221e-02, -4.578435920794925174e-02, 5.411304576652585518e-02, 5.805023628794539481e-02, 5.030926905315709352e-02, 5.158943975780764385e-02, 1.585175281768428646e-01, -8.740978781569516687e-02, 1.468682210268111021e-01
1.924000000000000000e+03, -8.419021247690024190e-02, -4.437479372112529963e-01, 1.495915673375802606e-02, -2.719050085283287732e-01, 9.349483303467004403e-02, 2.056639866114915172e-01, -5.130851820999401958e-02, -1.673129641518171506e-02, -9.225873830034705958e-02, 1.675132372290451255e-01, 2.603266726583181034e-01, -4.149169353286950856e-02, 3.752747069230400606e-02, -2.060855292086345991e-01, -7.665535389661089216e-02, -1.608600150873992773e-01
1.925000000000000000e+03, -9.715667938207947496e-02, 2.946578375855781196e-01, 8.354789673599198607e-02, -8.230308730722538102e-02, -1.266096944425228465e-01, -9.750726705535776861e-02, 6.422725165244368151e-02, -9.941032155795871683e-02, 2.053143281987343874e-02, 3.316846228255146412e-01, -1.445457851787057824e-01, -1.548765669041257398e-01, -2.664711481903838663e-01, 1.499764497165006431e-03, 4.352151985960354269e-02, -7.294152454682097109e-02
1.926000000000000000e+03, -9.013608525607992583e-02, 5.248268421530342953e-02, 8.266297195525716679e-02, 4.809005862965884393e-02, 4.398346010663277579e-03, 2.451327491004494930e-01, -9.611785590335207574e-02, 1.797380331726623065e-02, 7.280102901413096350e-02, 1.680831495456841518e-02, -8.313864402624770999e-02, -5.976477742691407163e-02, 1.055016120053791110e-03, -8.088035468170813591e-02, -8.377660055586856613e-02, -2.464055978740750108e-01
1.927000000000000000e+03, -1.537578256436672973e-02, 4.028992855283642371e-01, 1.499435403335779848e-01, -1.505681545811846968e-02, 3.285783554034114179e-03, -1.715978516947353760e-01, -1.260813090354127586e-01, -3.847277967702864010e-02, 6.066182948953451233e-03, 4.990036716562760294e-02, 6.725008289594291977e-02, -1.512716930362958956e-01, -9.782438560458070476e-02, -1.027408352195993274e-01, 7.798943553009774279e-03, -1.207519667164000249e-01
1.928000000000000000e+03, -1.011492332701998259e-01, 1.763510948361724506e-01, 1.206594463894677532e-01, -1.925728457788158932e-01, -2.491000706801793987e-02, -1.091279949343899013e-02, -1.265010015735846538e-01, 1.057707666724764795e-01, -1.352888309392923649e-01, 7.641390817940607594e-02, 8.815418338827489542e-02, -1.253404485416204917e-01, 1.893138702076918867e-01, -2.116630515382805500e-01, -5.100454195925025608e-02, 7.425793911304674755e-02
1.929000000000000000e+03, -4.699699976480174041e-02, -1.316794584326212714e-01, 8.166418209809085671e-02, -6.210389034289521409e-02, 3.368619179723142398e-02, 2.151613128039172596e-01, 4.613478944098175355e-02, 1.610566285552371413e-01, -6.646842004317954355e-02, 1.358448910207779858e-01, -8.525304611728443116e-02, -5.680924188087976140e-02, -4.586987654035776935e-02, 5.198003508630253539e-02, -3.662994615429887579e-02, -3.649806999584393613e-02
1.930000000000000000e+03, -5.591857521308838536e-02, 9.613050678972995255e-02, 8.303596926667733413e-02, -2.949913976314252201e-02, -5.074770131376469748e-03, -4.769577639409929015e-02, -1.250552392953883018e-03, 6.569821872972129474e-03, 3.261875457458274924e-02, 1.089498868853383540e-01, -6.633707698512350537e-02, 1.391495045296090582e-01, -1.122432652355709604e-01, 2.758395480282653800e-01, -1.905690159720620572e-02, 2.104609196059206103e-03
1.931000000000000000e+03, 1.280860711374063807e-03, -1.771925571375795039e-01, -1.194266852696755817e-02, -8.988483487544533801e-02, -6.665415812635086534e-02, 7.513418619274774002e-02, 8.413297660495169805e-02, -9.233696158554038913e-02, 2.227600700570397246e-02, 7.200364839173097053e-02, 2.461872532885750475e-02, -5.641932000006943254e-02, 9.410344251066396493e-02, -2.153671926448006910e-02, 1.083447406541326458e-01, -9.498089331765896537e-02
1.932000000000000000e+03, -6.532107081385000839e-03, 3.683066632711059357e-02, 1.629910266552217213e-01, -1.230720323846215686e-01, -1.890954920552248217e-02, 1.555133553496794163e-01, -7.066045252280002409e-02, -5.172427482729744647e-02, 1.153102464365627772e-01, -1.548328148860355497e-02, 2.451065647108638668e-01, -7.649254745550305989e-02, -9.248886815576698450e-02, -1.578335409483254681e-01, -1.034072766040616646e-02, 2.022509613863146538e-01
1.933000000000000000e+03, -8.386336853383787038e-02, -8.618426808216926582e-02, -1.398272530418818438e-01, -1.316147662181331723e-01, 3.548551324039946747e-02, -1.700560707885998696e-02, -7.081797957309458880e-02, 5.265897145111186894e-02, -7.821295135519913677e-02, -1.195746022640204326e-01, -1.190759532131604737e-01, 5.506553528359739436e-02, -3.800836838838550502e-02, 6.304237985455907189e-02, 9.917251826873214188e-03, -4.627019465886151872e-01
1.934000000000000000e+03, -2.072799598920570807e-01, 6.020632210468755685e-02, 8.330180300402231786e-02, -7.760699789026752338e-02, -3.921747369488259860e-02, 1.606699329245658836e-01, -5.106049079125343088e-03, -7.318255784241892159e-02, -1.026063677533734370e-01, 1.769812324427943728e-01, 4.624047914901328188e-02, 4.678271870640484525e-02, 1.239992244006494354e-01, 2.313609912183254083e-02, -1.805426478368657786e-02, -4.991419603862187054e-02
1.935000000000000000e+03, 2.487683743393507077e-02, 1.667512367919323502e-01, 3.564988986350719341e-02, 8.723397153233387880e-02, -1.015300288469830892e-02, 1.238462826314917359e-01, -1.823281198431841651e-02, 8.832223572676514700e-02, -6.093615301950717177e-03, 2.109728438968041520e-01, -1.228474727650839121e-01, -8.338781400106574926e-02, -7.631692557813327116e-02, -8.740716392650291211e-02, 3.248048148024167137e-02, 2.608908991529551025e-01
1.936000000000000000e+03, -1.183344841564843569e-01, -6.313078579055796113e-02, 2.837688002375441387e-01, -8.211080778266789670e-02, -1.491950948903288457e-02, 5.501797817325825707e-02, 1.050428759063000844e-01, 8.619444656221582693e-03, 3.151400646827230007e-02, -7.105644056415005849e-02, 7.468908748035950340e-02, 1.726980877969421652e-02, -2.543524780945484731e-01, 2.403456786502474185e-01, -9.648959381049997119e-02, -9.045795715530424719e-02
1.937000000000000000e+03, 2.642570198524178335e-02, -5.416222241238381752e-02, 7.735034172068232065e-03, -6.311522439149493124e-02, -2.371954773753328152e-02, 1.620569006501856313e-01, 2.785081841841248809e-02, -4.270431289459939578e-02, -4.059066071778344442e-02, -1.886537321361582767e-02, 1.182920499570116676e-02, -1.208697803637010654e-02, -1.379184903563853704e-01, -2.825100163506792939e-01, 4.763136464582810869e-02, -4.424556960594995814e-01
1.938000000000000000e+03, -8.934985794011267302e-02, -1.749524197213596019e-02, -6.946261220173796528e-04, -2.611826373119781677e-02, -3.239063106376689066e-02, 2.036268066321364478e-01, -1.091517175934625106e-01, -1.488261585093689776e-01, 1.040055822117946609e-02, -8.841683998045277160e-02, 1.085155438825317203e-01, -5.512393324313402676e-02, -9.458605994766754177e-02, 1.339214619385950822e-01, -1.104110193131238454e-01, 4.200886559577628188e-02
1.939000000000000000e+03, -1.047935767167998238e-02, 1.249376487075718467e-01, 2.026825511886167774e-01, -3.862859698381339579e-01, -8.000263268142736306e-02, 2.113477312241456851e-01, -3.839935336118063119e-02, 2.672936606383342906e-02, 8.375187317832584466e-02, -7.777542387620775544e-02, 6.473054032101058231e-02, -1.191447699033478386e-01, 1.300792948021960993e-01, 2.418820592867878053e-02, -7.343193483954513212e-02, 3.767691514729240576e-01
1.940000000000000000e+03, -4.589184558862006991e-02, -5.241326865605241969e-02, -5.797535844742152805e-02, -1.422456276872570979e-01, 2.740548039188651572e-02, 1.968681434835038158e-01, 1.388681816568467231e-01, 1.012993959282016687e-01, -4.200149917164324592e-02, 3.397574528973870689e-01, 3.246646834722828612e-02, -4.610215333735857152e-02, -1.202692209468016055e-01, -6.342298758432265982e-02, 5.141251991239908191e-03, -1.770865019219777514e-01
1.941000000000000000e+03, 6.066371475704935429e-02, 4.870253190035363222e-02, 6.085722033299498235e-02, 8.078692536451635015e-03, 8.767706726979051721e-03, 7.962726383251281237e-02, 4.709329690096988874e-02, -1.953105307483112285e-01, -3.097319685418704546e-02, 2.502535713599702838e-01, -2.020463377471907740e-01, 6.746972352725442990e-02, 1.693519821514809509e-01, 4.029820780926194473e-02, -5.919983084176502763e-03, -1.565741400597935595e-01
1.942000000000000000e+03, -2.542951145128521384e-01, 1.048891790658944695e-01, -3.011977427215313877e-02, -5.048192270594843711e-02, 8.563645174585239606e-02, 1.681688943658113666e-01, 1.203856702912060525e-02, 1.220642170594022496e-01, -5.786878597772893151e-02, -1.335748898162772424e-01, 3.784605464986341011e-02, 4.322244820043037034e-02, 5.639998970250255372e-03, 1.720792502636206700e-01, 5.674444376878048923e-02, 1.540889810910178181e-01
1.943000000000000000e+03, -3.601499104114233574e-02, -5.029366305117388691e-02, -5.793201216338389470e-02, -9.574612451481885611e-02, 1.765358012603267246e-02, -3.781668215768725638e-02, 1.239463327390995240e-01, -1.327422291067062443e-01, -7.382416479027804901e-02, 6.271720375167720574e-02, -9.570529537638397533e-02, 2.255923201763840313e-02, 9.942784107272915894e-02, -1.251347040160889212e-01, 6.036916545107819110e-02, -4.066500180943583703e-02
1.944000000000000000e+03, -2.223667078478855710e-02, 2.897479393538617692e-02, 1.097831877040514187e-01, -1.250478600226586912e-01, 9.233425687137811894e-03, 2.834895890100842114e-02, 7.278080644920953413e-02, 1.016604071548613680e-01, 1.180617711663928537e-01, 1.462155611321064030e-01, 5.822678520902995619e-02, 6.162515041476589878e-02, -2.773872490637703803e-01, 9.117770642051267749e-02, 4.043623923741497539e-02, -4.405515474952746008e-02
1.945000000000000000e+03, 1.188364295495373570e-02, 3.685574856413760536e-02, 9.760011420899550316e-02, -6.206805174287554488e-02, -2.755290763481769989e-02, -2.961782255695698599e-02, 7.477083325770824199e-03, 7.126909499273011150e-02, -4.838964731810710407e-02, 6.297998251571940154e-02, 2.000431172731978180e-01, 7.162555074842701097e-02, -2.414725832111317139e-01, 2.815712490136697624e-02, -1.279817336317113198e-03, -1.201373188345870313e-01
1.946000000000000000e+03, -6.024582770426350348e-02, -9.163023260888281118e-02, 3.291363006808158045e-04, -1.533260180546985041e-01, -6.865430320834721434e-02, 1.658182012495454938e-01, 3.420897657566629446e-02, -3.797402896932235150e-02, 2.009726874224442364e-02, -4.556698809142530893e-01, -5.302485398059636479e-02, 2.183567991727758742e-02, -1.193388574901339677e-01, -4.445780293614304962e-02, -1.398767811574886701e-02, 1.332427693477349906e-01
1.947000000000000000e+03, -5.078654829664436959e-02, -1.531971575178842603e-02, 2.139095318689675507e-01, -2.099019545057788649e-01, 4.614203746255152172e-02, 9.924589685073317846e-02, 1.775163130568619685e-01, -1.299498568431639578e-02, 7.143165577233245855e-02, 2.041152738729519467e-01, -6.602445550392289225e-03, -3.477319294266291872e-03, 1.516894409497869245e-01, -7.460614035221679874e-02, 2.403875891421575206e-02, 1.626315537942840117e-01
1.948000000000000000e+03, 1.331914334974058402e-02, 2.953358699705762036e-01, -1.462795336358428955e-01, -1.552519855640145836e-02, 3.026378132719105205e-02, 8.487907415319779700e-03, 1.556201379211256952e-01, -7.075727624279893810e-03, 5.925959070995593519e-02, -1.457023231033346133e-01, 6.661478763070967368e-02, 6.901200837895958562e-02, 1.029602390473784157e-01, -3.854618981066011002e-02, -7.995792589983850840e-02, -4.540881339372410119e-02
1.949000000000000000e+03, -8.296687777638421524e-02, -1.416380766028422708e-02, -2.825392828816414292e-02, -7.295958838315741435e-02, -1.500479468744522482e-01, -1.451749396728657382e-01, 4.288404782740643656e-02, -1.033353670439654017e-02, -1.446735026875665270e-02, -1.632343523665257812e-01, -3.689253136653726289e-04, 1.017375535583704554e-01, 7.605498932154602237e-03, -1.965661136010542903e-02, -1.000018328257314543e-01, -3.384440902081619629e-01
1.950000000000000000e+03, 1.120140534376870139e-01, 3.799854639185596961e-01, 1.898207807063079511e-01, 3.420434401048384060e-02, -2.346469795017275262e-02, 1.041968679337485215e-01, 1.078553611832381853e-01, 1.459420377326532507e-02, 3.128075149596883792e-02, -1.096145530753876302e-01, -1.637569549388441861e-02, 5.587795147487911729e-02, -9.883246658162701814e-02, 1.581852217322296528e-01, 3.151301195127504534e-02, 4.667848166259763038e-02
1.951000000000000000e+03, -1.071522133226983781e-01, 1.481417613463435201e-01, 1.202943805288623630e-01, -2.582539190375577332e-01, 6.980470956066853194e-02, 1.891089008609028455e-01, 4.341771734576992808e-02, -4.174083540632752415e-02, 8.530450624317544028e-02, -2.591958576065923059e-01, -1.388475012932765540e-01, -6.779205100528776229e-02, -2.601056694646389483e-03, 6.625283734440744199e-02, -1.317110543478316846e-02, -2.819993765785662986e-03
1.952000000000000000e+03, -1.430664868750844269e-04, 2.092112417480933295e-02, 1.316049859636352071e-01, 1.070041211613841914e-01, 3.620310017557765853e-02, 4.006155322927903994e-02, 1.157771725188518237e-02, 1.641832611439304757e-02, 5.144120306134314369e-02, -1.473308495916976490e-01, 4.447422112254796611e-02, 6.330177656250125795e-02, 7.244068953863051774e-02, 2.131644594571581106e-02, 5.438402567768229473e-02, -4.787870204496987719e-02
1.953000000000000000e+03, -3.918542484175006196e-02, -1.451549995383611680e-01, -1.302400735546120972e-02, -1.810656062471690808e-01, 3.432369003218152526e-02, 1.145321528675476569e-01, 2.241954427990765567e-02, -6.578519454674498779e-02, 3.569565524731934530e-02, 1.233817037565074215e-01, 5.311189137809396027e-02, 1.673837055208135180e-02, 1.239572228212767885e-01, -9.325454913250447175e-02, 1.649928450322742102e-02, -6.604102160719647896e-02
1.954000000000000000e+03, -2.190407202589922386e-01, 1.016160432082665321e-01, 1.237116800830144470e-01, -1.091575205647750124e-01, 4.418535291379126206e-02, 1.612125644901801769e-02, 1.686285131221766306e-02, 1.639191534405070594e-01, -3.862273219797460883e-02, 2.535616713970540448e-01, 1.044371083976942394e-01, -8.964827504410767534e-02, -1.042128584824449367e-01, -1.329446075460434529e-01, 9.304063101001192049e-02, -1.857257064450808237e-01
1.955000000000000000e+03, -6.905688548265642712e-02, 1.995583118450176552e-01, 2.095168208940478144e-02, -2.182007763931942401e-01, -8.774919808592326897e-02, -7.172860659905047620e-02, 3.169421154608061952e-01, 2.629904479562185718e-02, 2.644563932020913000e-02, 2.151456178254211316e-01, -1.393768659647462993e-01, 1.010001844710298052e-01, -3.241186261253795053e-01, 2.004978899386460345e-01, 5.013775166178516957e-02, 1.765757591693683792e-01
1.956000000000000000e+03, -5.147763833865965505e-02, 6.866059881960351330e-02, -3.351740732154828706e-02, -2.341189364222903135e-01, 1.766896330732768416e-01, 1.023936386181212160e-01, 3.693637376721226051e-01, 2.662022510567436245e-02, 6.366944712825675645e-02, -1.297514101198223302e-01, 1.986899266297518230e-01, -1.066257943901772198e-01, 9.486549836590066342e-02, 1.968987665721805280e-01, 9.335988504420199285e-02, 3.302970507487449497e-02
1.957000000000000000e+03, 1.975138332880595898e-02, -1.001985166245826647e-01, 1.256168220702617855e-01, -7.832269670857702759e-02, -7.091030180456628362e-02, 1.458761956025044215e-01, 2.674645940765093544e-01, 2.212507525876215853e-02, 1.232309961864849930e-02, 9.279494146358691770e-03, 8.342095601039187236e-02, 8.887949190329154370e-02, 1.025208447112543747e-01, -1.434499541998447425e-01, 6.153283223638128518e-02, -3.017567475877699357e-01
1.958000000000000000e+03, -1.550508328320195257e-02, 1.579466185258788236e-01, 1.068154179188929992e-01, 2.053565765106653007e-01, 1.620906785233230951e-01, 5.242525465186404637e-02, 2.023565559909596689e-01, 9.900758741663519269e-02, -3.161565248754528122e-03, 3.376481098384057078e-01, -1.071954783844918518e-01, -1.197391283371807350e-02, 5.005041222939002332e-02, -1.325471554365211801e-01, 4.170628557030437583e-02, 2.914660832121308554e-01
1.959000000000000000e+03, -3.715689993832047011e-02, 1.935590596218602355e-01, -1.270337055442616048e-01, -2.630951835965923413e-01, 3.754543387356950278e-03, 1.000416465792497434e-01, 1.142827817365032056e-01, 9.459876341445963392e-04, 6.500141006810980504e-02, -3.899523914760162635e-02, 1.718767627548122567e-01, -5.526238108920696404e-03, -2.322701363343587511e-01, 5.343206015592236874e-02, -1.597454205644896486e-02, -1.352169754382101241e-01
1.960000000000000000e+03, -2.425893911889086957e-02, 3.541998194878758777e-01, 9.542077632274685584e-02, -3.717064946527887104e-01, 1.032916341863282517e-02, 1.401571580354684377e-01, 2.336343786870449524e-01, -1.396817004731495948e-01, 1.060320528437571769e-01, 3.845608792847964030e-02, 1.649892763677250152e-03, -4.323893637806681262e-02, -1.121134000807830072e-01, -1.577956945084188212e-01, 3.363413333805448380e-02, -1.737815035518207596e-01
1.961000000000000000e+03, -1.189831426569398221e-01, -4.474559270765708641e-02, 1.046069788562934560e-01, -2.823926433836562166e-01, 9.828578561503038824e-02, 6.733014007290328770e-03, 2.802188402369218401e-01, 1.779346114551466629e-01, 5.772301340700276145e-02, -2.599683573738307066e-03, -1.106887789045202519e-01, -2.954132667404664805e-02, -7.414778940909354243e-02, 1.063705498177040520e-01, 8.593869613175346422e-02, 2.443079397389251450e-02
1.962000000000000000e+03, 2.497499145346886856e-02, -3.419115974130500224e-02, 1.919701237866685839e-01, 9.715623888848284873e-02, -6.414307317918084561e-02, 1.129229864729831417e-01, 3.293852134721557690e-01, 7.676249277210650535e-02, 3.963020368522160441e-02, -1.956431127990456709e-01, 1.430183083504546482e-01, 7.351339935228573541e-02, 7.370330456077897607e-02, 5.916447340543216221e-02, 1.680179610354531616e-01, -1.437076846307528688e-01
1.963000000000000000e+03, 1.212377324877178877e-02, -5.250119145293718342e-02, 5.483932432566086118e-02, -1.549612883468888536e-01, 6.683976984126202558e-02, 4.491048441330832558e-02, 3.604248306312395900e-01, 1.669333145704653687e-01, 4.046567492211490535e-02, 2.847674446319028996e-01, 2.230296593368235811e-02, -1.239594965023299578e-02, 1.704008516308578025e-01, 7.594228892995220914e-02, 1.221639302262324776e-02, 1.844295779570187810e-01
1.964000000000000000e+03, -2.217324005571544993e-02, -3.150277227560237259e-02, -1.328294226632803776e-01, -9.500544218284875941e-02, 8.389980515676695449e-02, 1.329278410684625877e-01, 3.450691847594985484e-01, 1.194832178371397075e-01, 9.276992981500406521e-02, 1.844180708795226456e-02, 1.329595352393721508e-01, 6.499582013937564573e-02, 2.287971177827416991e-01, -1.668904486255365638e-01, 1.984178126199018927e-02, 3.063637413480617688e-01
1.965000000000000000e+03, 2.490702525005486848e-02, 4.436700421702722413e-02, 8.856328848049674352e-02, -6.176375866457955305e-02, 1.418141153120323350e-01, 7.478918820325126601e-03, 2.611164743299987934e-01, 8.583119298076005710e-02, 9.124535500870417648e-02, 4.596057876191066427e-01, 5.728711326266246184e-02, 1.644036324279851691e-02, 2.274803072287081007e-01, -9.967629327394014749e-02, -2.725242863047531647e-02, -1.974357266744362072e-01
1.966000000000000000e+03, -4.145529361837838045e-02, -4.834994712416199741e-02, 2.574860010811065858e-01, 1.392108079252454833e-02, 1.050655017244892936e-01, 1.964697558283617085e-01, 2.711236295622928005e-01, -2.717003927359996074e-01, 1.753658301479826542e-01, 3.222561446239672334e-01, -4.378853649827538913e-02, -1.304161875908363280e-03, 4.170035298284216875e-04, 8.171591526897110935e-02, 9.423643101510809084e-02, -2.330246660052228413e-01
1.967000000000000000e+03, -1.306235028707442292e-01, 2.549584176128773527e-01, 1.865785040745858436e-01, -2.054182521628950819e-01, 1.664041361030307170e-02, 2.102485055809162062e-01, 3.623123447196099911e-01, 1.810103848577722108e-01, 6.186536492752159333e-02, 8.777719981490943874e-03, 3.518092548056101637e-02, -3.089907818520598939e-02, 1.741682250557008149e-01, 2.923898842668404274e-01, 6.947520808523299785e-02, -1.884009873597113083e-01
1.968000000000000000e+03, -4.671514220453037991e-02, 2.654757387426381898e-01, 1.346452922341420666e-01, 1.632029213540893767e-02, 4.455308093165191025e-02, 7.092030541571757440e-02, 3.287032943802928320e-01, 1.163342792842850422e-02, 1.013228993167060860e-01, 1.164189147967492760e-01, 2.722936762961181666e-03, 7.342451805997844694e-02, 3.744858819824548740e-02, -1.183298592503182201e-01, 1.572824088237087525e-01, 5.535646791126046934e-02
1.969000000000000000e+03, 2.380599677864651473e-02, -7.566802242971764529e-04, -7.184158895557425650e-02, -1.985206891835599452e-01, 2.454066261742481325e-01, 2.100012850444106516e-01, 4.056455356684756097e-01, -7.012835747729527502e-02, 1.920025853546395919e-02, 3.268480967308390883e-01, 1.427215079173964341e-01, -1.583683249408213145e-02, 2.122533506100996170e-01, -4.933513067483876607e-02, 1.882421236183742519e-01, 3.069174138891089809e-01
1.970000000000000000e+03, -4.555030699247503839e-02, 2.866245483518540804e-01, 6.325509667496136135e-02, -1.422867030221569851e-01, 2.462583325636011344e-02, 2.423209704824487720e-01, 4.638719496622591421e-01, 2.320410691535132186e-01, 6.769258968889747818e-02, 3.551218218176135921e-01, -4.789149718434875663e-02, -3.085778533358837089e-02, -9.523193645153062159e-02, 3.617287358783002199e-02, 1.609473651218192858e-01, 9.191343541631354086e-02
1.971000000000000000e+03, 3.271079545864618437e-02, -2.462555885182456383e-01, 3.228603143167641520e-01, -3.419886374508462890e-02, 6.853310338630874687e-02, 1.446230192099293432e-01, 4.513838794421878298e-01, 3.850958246469477625e-02, 1.825811557626433879e-01, 2.810138808535337374e-01, 1.905519546683003829e-01, 7.642198105971015343e-02, 1.266578766013144453e-01, 1.004384248778075195e-01, -9.584627437688941765e-02, -6.887909637716449485e-02
1.972000000000000000e+03, 3.700712948470506053e-02, 2.018023443184303600e-01, 1.960513782982075681e-01, 2.953498220000159991e-02, 9.815135436417331272e-02, 2.528224700687316528e-01, 2.835004365301105334e-01, 7.741340059920372163e-02, 1.308228133733937426e-01, 1.271699979272923331e-01, 1.064292053182969849e-01, -2.934422522840727035e-02, 1.400704570060356258e-01, 1.135144344842857200e-01, 5.066186550714447262e-02, 1.427214890291526872e-01
1.973000000000000000e+03, -7.852023969651629465e-02, 3.283764906454043064e-01, 9.976721240360308940e-02, -1.330675649731252741e-01, 2.048495888133916865e-01, 2.537962484089469339e-01, 4.665420983666128119e-01, 1.439473308392966444e-01, 1.218168176407795761e-01, 3.974415238896216729e-01, -1.532331667059615155e-01, 7.656311067964012562e-02, 9.310090295794543058e-02, 5.398334741422945032e-02, 2.261154580793667268e-01, 1.272306253466719828e-01
