year, CanESM5, CNRM-ESM2-1, CMCC-CM2-SR5, INM-CM4-8, NorESM2-LM, CESM2-WACCM, NorESM2-MM, MIROC-ES2L, INM-CM5-0, GFDL-ESM4, IPSL-CM6A-LR, TaiESM1, EC-Earth3-Veg, MPI-ESM1-2-LR, UKESM1-0-LL, ACCESS-ESM1-5
1.900000000000000000e+03, 2.805199948924989144e+02, 2.821359985444663039e+02, 2.817889502336702776e+02, 2.824384528376476737e+02, 2.829050853150567377e+02, 2.817779538700960416e+02, 2.818780257888638516e+02, 2.824801866803560983e+02, 2.816431043723388825e+02, 2.798502417926512749e+02, 2.798467108066742526e+02, 2.828507315727292735e+02, 2.805425132051352648e+02, 2.816320280868374084e+02, 2.805154032764014573e+02, 2.815634436810238412e+02
1.901000000000000000e+03, 2.814423911807673448e+02, 2.825364421547997722e+02, 2.817953647175950209e+02, 2.828077336814836258e+02, 2.828777147099663125e+02, 2.807652609819982672e+02, 2.821736324829120122e+02, 2.814782745916081694e+02, 2.821923277626642630e+02, 2.806162436574911112e+02, 2.800480144242972074e+02, 2.828827414801515374e+02, 2.791878197869618248e+02, 2.809939300803667948e+02, 2.798281686895615508e+02, 2.809923287844609376e+02
1.902000000000000000e+03, 2.817217186321850022e+02, 2.819833572100538390e+02, 2.818118696049137384e+02, 2.822747315260584173e+02, 2.834906445931067651e+02, 2.820484940363911051e+02, 2.818114052504383267e+02, 2.819782051063764925e+02, 2.815514223341688762e+02, 2.807522730196133693e+02, 2.803684778747337418e+02, 2.829602167630710596e+02, 2.802191537151754801e+02, 2.801369697439930064e+02, 2.797149057969858177e+02, 2.816759035085107143e+02
1.903000000000000000e+03, 2.810600171885581062e+02, 2.812522588362185161e+02, 2.820785481074191239e+02, 2.814404210530963155e+02, 2.831726982688910539e+02, 2.823738335240720971e+02, 2.813159297281703175e+02, 2.822129482159189706e+02, 2.808267998454585381e+02, 2.788103590436844001e+02, 2.790405820791598330e+02, 2.823391842789724251e+02, 2.791966363103932736e+02, 2.785251279261168520e+02, 2.807470385902269641e+02, 2.815657477337615546e+02
1.904000000000000000e+03, 2.808706354266224139e+02, 2.811427126135450862e+02, 2.817218692133524200e+02, 2.817050231916226153e+02, 2.822231202964906061e+02, 2.818897445325663398e+02, 2.811179565634575965e+02, 2.811580213471507363e+02, 2.808666712240894299e+02, 2.796467116923605545e+02, 2.799279078018296900e+02, 2.814135612290525614e+02, 2.786307619538962967e+02, 2.801959318144042186e+02, 2.803915942968832837e+02, 2.810546018670141848e+02
1.905000000000000000e+03, 2.807228551644432741e+02, 2.813445019561500544e+02, 2.816018148772215568e+02, 2.815259203456550949e+02, 2.824095243332929499e+02, 2.823454653185505663e+02, 2.811872855787578942e+02, 2.811304982326192885e+02, 2.809701249265140746e+02, 2.796239839519976158e+02, 2.796302859011093460e+02, 2.825683314143822145e+02, 2.798591114459696314e+02, 2.802242815821531394e+02, 2.810087148581512793e+02, 2.809402996627651987e+02
1.906000000000000000e+03, 2.813393963863179579e+02, 2.814561712127081705e+02, 2.821863640156425390e+02, 2.823459800761547172e+02, 2.822772987881233462e+02, 2.820072582511480732e+02, 2.816078794899337936e+02, 2.815110693350604834e+02, 2.806669686177208405e+02, 2.805037714372869004e+02, 2.806753719071777482e+02, 2.822651899357506977e+02, 2.787045860965648103e+02, 2.808111406382120663e+02, 2.802774543440950197e+02, 2.812232517606994406e+02
1.907000000000000000e+03, 2.803499398455502387e+02, 2.811491886527225574e+02, 2.823594818029453677e+02, 2.822541388608594843e+02, 2.826906814598506230e+02, 2.822263085523115933e+02, 2.813330065179661688e+02, 2.817803105859269408e+02, 2.814300360930902798e+02, 2.809334081902094908e+02, 2.794410053015297422e+02, 2.820334044937444560e+02, 2.805824012995706767e+02, 2.801476915612171865e+02, 2.807033975088848479e+02, 2.821086985174065944e+02
1.908000000000000000e+03, 2.802968138462682077e+02, 2.812558434377245931e+02, 2.810953388740990704e+02, 2.818798348806834611e+02, 2.823575913979421443e+02, 2.814842362935122537e+02, 2.810410497386488942e+02, 2.817969581603664437e+02, 2.817075269271294360e+02, 2.799120904054649372e+02, 2.802877013679517404e+02, 2.817976981550629603e+02, 2.795874352816421720e+02, 2.805531029738079383e+02, 2.811148512414889638e+02, 2.821627762077850434e+02
1.909000000000000000e+03, 2.809885983837934873e+02, 2.811604300959189686e+02, 2.824708497201339696e+02, 2.816499722700628467e+02, 2.836374640031343688e+02, 2.813804913396324423e+02, 2.814496732241130417e+02, 2.817617193799848678e+02, 2.820116670444664351e+02, 2.806268709750797257e+02, 2.798038457855821548e+02, 2.831642972813525603e+02, 2.787862473990859939e+02, 2.801051013738435245e+02, 2.806838465576701651e+02, 2.829797926037126103e+02
1.910000000000000000e+03, 2.813276483549719842e+02, 2.814448335964667081e+02, 2.826824894850200280e+02, 2.825002904186375758e+02, 2.832555039959989927e+02, 2.813079229985575012e+02, 2.816558530178832029e+02, 2.820962022348085725e+02, 2.819885134715789832e+02, 2.799563871821160888e+02, 2.803114205788130562e+02, 2.831976343347920988e+02, 2.781808710416815416e+02, 2.807852617406334730e+02, 2.797628781483975331e+02, 2.826693326310048064e+02
1.911000000000000000e+03, 2.803517844090773679e+02, 2.809431080271875203e+02, 2.828302251864373034e+02, 2.820572227996860875e+02, 2.822216879529187281e+02, 2.820279035562700756e+02, 2.813747697519181656e+02, 2.827661898350512502e+02, 2.819690834682582476e+02, 2.804195448506810067e+02, 2.807656534384166207e+02, 2.828467898871579109e+02, 2.779124569988040889e+02, 2.800501538600940989e+02, 2.813930752211929303e+02, 2.823415580104291394e+02
1.912000000000000000e+03, 2.812257244364399753e+02, 2.804556579565525567e+02, 2.827522878866988094e+02, 2.816524867540375112e+02, 2.823202826060723396e+02, 2.813813508749179846e+02, 2.811612745484906668e+02, 2.822168424054746083e+02, 2.815669959243826383e+02, 2.800083809162361490e+02, 2.798826910108727475e+02, 2.822489771202730253e+02, 2.780472086492580388e+02, 2.801581936631005192e+02, 2.799123010602292538e+02, 2.822788372704484345e+02
1.913000000000000000e+03, 2.813968579658437079e+02, 2.811351263894464978e+02, 2.813830039867082746e+02, 2.819261256924953614e+02, 2.810199596239643256e+02, 2.820983435682454683e+02, 2.816410599392091854e+02, 2.822437102157827553e+02, 2.801238232286478365e+02, 2.798155568357312859e+02, 2.793238240410090043e+02, 2.818858296598599509e+02, 2.793524477035659288e+02, 2.801359096250147331e+02, 2.795721012049826300e+02, 2.814350546492910325e+02
1.914000000000000000e+03, 2.806855150850267364e+02, 2.804443745624770941e+02, 2.815831085167593528e+02, 2.817461591823533240e+02, 2.821898606406255112e+02, 2.820168838734324481e+02, 2.819150947418681312e+02, 2.822283528188636978e+02, 2.814061058055286253e+02, 2.798284698176116194e+02, 2.795117732661331615e+02, 2.824204664408024428e+02, 2.800277792961499017e+02, 2.806252885696183625e+02, 2.796568029642941156e+02, 2.822367834499340802e+02
1.915000000000000000e+03, 2.811100903895770671e+02, 2.806114534865761243e+02, 2.821313845342478430e+02, 2.821875590799699012e+02, 2.824076614691957161e+02, 2.826763169055431604e+02, 2.799645547935377294e+02, 2.821337161816395565e+02, 2.812945593750417856e+02, 2.800582465013364413e+02, 2.797220697033393435e+02, 2.824661873244915000e+02, 2.786063661407824270e+02, 2.803024004454210285e+02, 2.801135060309907203e+02, 2.823704379394480952e+02
1.916000000000000000e+03, 2.813562516750461100e+02, 2.805470762182036424e+02, 2.823419083129329010e+02, 2.821157517168486493e+02, 2.828645319922248405e+02, 2.817236207014068441e+02, 2.813962072297619557e+02, 2.822640699855707567e+02, 2.809631892772527522e+02, 2.808682396323525268e+02, 2.797977417859808611e+02, 2.833310078581374114e+02, 2.791781877146671036e+02, 2.806360771366900622e+02, 2.797352716969024300e+02, 2.820386738053957743e+02
1.917000000000000000e+03, 2.814864779858916677e+02, 2.806414929453400759e+02, 2.823524803731148154e+02, 2.818084381096008997e+02, 2.813980467151581593e+02, 2.819143107444844532e+02, 2.820649352255485383e+02, 2.821650479333781050e+02, 2.821832730475643416e+02, 2.805873374466826249e+02, 2.803138367120442354e+02, 2.825202361950096019e+02, 2.798010307271430293e+02, 2.798430309167018208e+02, 2.797362599826581118e+02, 2.814799567533081017e+02
1.918000000000000000e+03, 2.807446323881883927e+02, 2.807682618322377834e+02, 2.820404640705825727e+02, 2.811097731247511433e+02, 2.826284175217630263e+02, 2.826661912182743777e+02, 2.807526066990748177e+02, 2.814454209239579541e+02, 2.812649828864224446e+02, 2.806077645804292615e+02, 2.800462067697717998e+02, 2.833130354282256462e+02, 2.784698009564581866e+02, 2.810919670676639726e+02, 2.797129136793244584e+02, 2.820821699472609225e+02
1.919000000000000000e+03, 2.813444092092054802e+02, 2.806284085852890371e+02, 2.827273069997525567e+02, 2.814497880191137256e+02, 2.832117129160475884e+02, 2.826321612148635722e+02, 2.819031559409403940e+02, 2.814631469230066045e+02, 2.812801985917896559e+02, 2.808149106826861612e+02, 2.796402044730495504e+02, 2.820543515399739363e+02, 2.799878290519296229e+02, 2.798348221982475366e+02, 2.793046541197113015e+02, 2.809931648894705631e+02
1.920000000000000000e+03, 2.811836699812903362e+02, 2.803544911048898598e+02, 2.825072490767289537e+02, 2.821376886817939180e+02, 2.828366195868183581e+02, 2.825468227653980762e+02, 2.815893546829049683e+02, 2.814427197094043436e+02, 2.827595996030710808e+02, 2.809511581375201104e+02, 2.802825925312528739e+02, 2.810157062766065792e+02, 2.806162538869003811e+02, 2.800441863234113953e+02, 2.803401392710009645e+02, 2.818919619576693663e+02
1.921000000000000000e+03, 2.809868285302362665e+02, 2.809511763976115049e+02, 2.820875680178608036e+02, 2.824931569031355707e+02, 2.825635679966736689e+02, 2.827929576091869421e+02, 2.817076231835753788e+02, 2.813145007990311797e+02, 2.818390997387530774e+02, 2.809693301049924230e+02, 2.796324060004882313e+02, 2.831244826323616053e+02, 2.801490059770540029e+02, 2.809974765166953716e+02, 2.805701452260891529e+02, 2.820488817684683909e+02
1.922000000000000000e+03, 2.813871456648113281e+02, 2.811167693735401372e+02, 2.828028524900827847e+02, 2.828774327752694830e+02, 2.831833993892937542e+02, 2.830347477290493998e+02, 2.816276144148229150e+02, 2.814500267171265477e+02, 2.820197896205453958e+02, 2.806839551745873109e+02, 2.788151783474573335e+02, 2.836270472250477042e+02, 2.798842875166355384e+02, 2.808955380281936982e+02, 2.794186005360866716e+02, 2.816597512266143895e+02
1.923000000000000000e+03, 2.804743255573799843e+02, 2.810919474476958158e+02, 2.816641874913744914e+02, 2.822375475920073882e+02, 2.838008125577366627e+02, 2.827845472669027345e+02, 2.814201200861359098e+02, 2.815794461138009410e+02, 2.818366328223296478e+02, 2.800089383898462074e+02, 2.792668509752110140e+02, 2.823218918965405919e+02, 2.797174135106524773e+02, 2.805939115563852511e+02, 2.798855485432118257e+02, 2.813215375777989493e+02
1.924000000000000000e+03, 2.819340052367265343e+02, 2.809906594543194274e+02, 2.820210299604957527e+02, 2.834298767176089768e+02, 2.827246014322241194e+02, 2.818029731728948946e+02, 2.819992440901641544e+02, 2.815625478414452800e+02, 2.821907390533114608e+02, 2.800294743850535042e+02, 2.805614529016266943e+02, 2.825780392527848335e+02, 2.798442311801921392e+02, 2.810193106289216871e+02, 2.811413078761286783e+02, 2.812023960387791135e+02
1.925000000000000000e+03, 2.819014600240785740e+02, 2.813783730056473473e+02, 2.823339909301113835e+02, 2.821876147562082906e+02, 2.827973926718908615e+02, 2.824063998176828250e+02, 2.819571682579367007e+02, 2.817434865502681305e+02, 2.816801225958488430e+02, 2.806698582878982506e+02, 2.807458485241252220e+02, 2.832800187655441846e+02, 2.804664873497240478e+02, 2.809132304571346594e+02, 2.803566146336723364e+02, 2.816918080088659053e+02
1.926000000000000000e+03, 2.817895866247290542e+02, 2.815412433607212392e+02, 2.826261369381491022e+02, 2.826580849664745188e+02, 2.825419681278536359e+02, 2.823992976284581005e+02, 2.821242374016218832e+02, 2.823635503225987122e+02, 2.807001091957617405e+02, 2.794411206466423323e+02, 2.806338203417230943e+02, 2.830702444263789062e+02, 2.791358811901565673e+02, 2.814196084795992761e+02, 2.805320800442336804e+02, 2.810407374729273329e+02
1.927000000000000000e+03, 2.818188473886826841e+02, 2.818394235176434677e+02, 2.819741089301559782e+02, 2.820367013446351052e+02, 2.832350277256926461e+02, 2.822628849056189324e+02, 2.822992363638701931e+02, 2.832704420825897955e+02, 2.819416400396804079e+02, 2.808506928084954666e+02, 2.808915789915072310e+02, 2.830469382465889794e+02, 2.795839467059515187e+02, 2.809269165919052398e+02, 2.808924199396620338e+02, 2.822920733072417079e+02
1.928000000000000000e+03, 2.809764639141538964e+02, 2.810985126780930727e+02, 2.822921247336335568e+02, 2.822724138855799083e+02, 2.822929390625514543e+02, 2.828772427847026734e+02, 2.811873174112758988e+02, 2.825979360665334639e+02, 2.823077018259558031e+02, 2.807781244847870994e+02, 2.798814975203120525e+02, 2.824594981658592019e+02, 2.789318144819282566e+02, 2.818234618007103336e+02, 2.799300973226925748e+02, 2.814471117737285226e+02
1.929000000000000000e+03, 2.815879329462819669e+02, 2.808477535452057623e+02, 2.816891969795172486e+02, 2.823743235801593414e+02, 2.825281276559114758e+02, 2.831774437706170602e+02, 2.807356742555833762e+02, 2.826174785901698669e+02, 2.822879502843854880e+02, 2.812848108551966106e+02, 2.793019361906023050e+02, 2.831592890398786722e+02, 2.795814377343514252e+02, 2.810094296477263924e+02, 2.792878210133084735e+02, 2.823012982091001959e+02
1.930000000000000000e+03, 2.816377169408129362e+02, 2.807335965132018600e+02, 2.824738095650855030e+02, 2.813236060313201961e+02, 2.829026155396020386e+02, 2.823930236186682237e+02, 2.820072717431568776e+02, 2.823203873185374277e+02, 2.821215702480270124e+02, 2.799590733440172130e+02, 2.803696910514444198e+02, 2.824903827182957343e+02, 2.797375248394504865e+02, 2.811679372203130924e+02, 2.795243131829497543e+02, 2.826671709911364019e+02
1.931000000000000000e+03, 2.816130845179358744e+02, 2.805258348789504339e+02, 2.816589427783699762e+02, 2.813359718727928112e+02, 2.825980055511420233e+02, 2.832575358313344509e+02, 2.820992737587841361e+02, 2.824093000295714546e+02, 2.820765045367396624e+02, 2.800047206058700340e+02, 2.806232904827407424e+02, 2.820134628264597723e+02, 2.783698402798418670e+02, 2.807652725548991839e+02, 2.803744041893897929e+02, 2.818510461918438068e+02
1.932000000000000000e+03, 2.803026673992062570e+02, 2.811854881224464293e+02, 2.824035756374368589e+02, 2.826440960681329102e+02, 2.826123718551696697e+02, 2.831172658954707799e+02, 2.827443442835930796e+02, 2.824271042906396474e+02, 2.818133559590219193e+02, 2.799335888753270183e+02, 2.801502411690958070e+02, 2.825161602407940222e+02, 2.799303119177276358e+02, 2.801214504321407048e+02, 2.802746781575709178e+02, 2.816862990443686954e+02
1.933000000000000000e+03, 2.815583837845997550e+02, 2.809012883692691389e+02, 2.815581408865282356e+02, 2.823549003368149215e+02, 2.824097883032698633e+02, 2.824841843654412514e+02, 2.817914978484250241e+02, 2.825780418914854408e+02, 2.814256500213377876e+02, 2.801677221668562652e+02, 2.798011139790928610e+02, 2.823693355379514287e+02, 2.796196949721471583e+02, 2.805977828206148956e+02, 2.804192934723965891e+02, 2.820570411928958947e+02
1.934000000000000000e+03, 2.820229055508717693e+02, 2.813234146954559378e+02, 2.819300348318750480e+02, 2.822753898304748077e+02, 2.828306968095656089e+02, 2.816510604141064391e+02, 2.812919793593530358e+02, 2.834387856278449362e+02, 2.814709715971320634e+02, 2.806279358598491740e+02, 2.801401543197065394e+02, 2.830616572207118793e+02, 2.790233267675989168e+02, 2.801906221937632040e+02, 2.800904696144973514e+02, 2.809124899004576150e+02
1.935000000000000000e+03, 2.824220736159257967e+02, 2.815484398009687084e+02, 2.811125182136775607e+02, 2.823525339101104237e+02, 2.826529816084605500e+02, 2.826765099752414017e+02, 2.813539734601141049e+02, 2.819979018321782291e+02, 2.808068010546899700e+02, 2.802998755687481207e+02, 2.797515309163155166e+02, 2.830594998932780300e+02, 2.793470268781866821e+02, 2.810685872257204778e+02, 2.787942228839306722e+02, 2.816651137264270233e+02
1.936000000000000000e+03, 2.818821983759056025e+02, 2.809604026602962676e+02, 2.823402621398168435e+02, 2.818952000513542657e+02, 2.832862848682933077e+02, 2.819988570105550139e+02, 2.814525028039824974e+02, 2.830106307073114635e+02, 2.815312864013201875e+02, 2.805390724074839568e+02, 2.800452149279237233e+02, 2.828310072105820154e+02, 2.803553726033310909e+02, 2.815688054182405153e+02, 2.790678123028231994e+02, 2.812656398509614633e+02
1.937000000000000000e+03, 2.819069471912425229e+02, 2.812594321661583194e+02, 2.826376220723358301e+02, 2.821743430389814762e+02, 2.830642035581597611e+02, 2.824053407441970762e+02, 2.817421835916530313e+02, 2.832792536705094903e+02, 2.812074602625951911e+02, 2.803371064685871374e+02, 2.804205951892523103e+02, 2.828109155435184334e+02, 2.793531859933393662e+02, 2.818874102791231167e+02, 2.802712057766845533e+02, 2.811972035919158088e+02
1.938000000000000000e+03, 2.818298734829141381e+02, 2.818051193062534594e+02, 2.822095465332633921e+02, 2.819624737230635674e+02, 2.827874990678578797e+02, 2.827756150564782729e+02, 2.822687492346438489e+02, 2.830030083726230146e+02, 2.817265487516361304e+02, 2.807282323946442943e+02, 2.802218420040712203e+02, 2.837627005547999488e+02, 2.807230248078255386e+02, 2.808127715917903515e+02, 2.796915048557817727e+02, 2.819940730524853620e+02
1.939000000000000000e+03, 2.806333584564419539e+02, 2.800539424716544659e+02, 2.824793158523615944e+02, 2.822406367246160244e+02, 2.825167094853553067e+02, 2.816135312034321601e+02, 2.828243527341444405e+02, 2.825196184009596436e+02, 2.823635495052527631e+02, 2.795052143752457141e+02, 2.801889912180753299e+02, 2.822160318229305176e+02, 2.789629581917065480e+02, 2.818536443437857315e+02, 2.798082137123135453e+02, 2.817652546980393709e+02
1.940000000000000000e+03, 2.811989057612657916e+02, 2.815959843781062091e+02, 2.820473123918495730e+02, 2.824594134244655947e+02, 2.824838701224084616e+02, 2.823527655328664423e+02, 2.819335054715173214e+02, 2.815571961226216899e+02, 2.823929798983029968e+02, 2.794283526980395322e+02, 2.799055455772866594e+02, 2.826232457585895759e+02, 2.789626090565872119e+02, 2.808415878186278860e+02, 2.790231165402764191e+02, 2.810839533806835675e+02
1.941000000000000000e+03, 2.820065059049413208e+02, 2.814792281407846986e+02, 2.817372001604744014e+02, 2.827842900086961322e+02, 2.820038448425070214e+02, 2.828267197728551423e+02, 2.813448986416557318e+02, 2.816962226143728572e+02, 2.815659990256645528e+02, 2.807240120814179818e+02, 2.800815439934735309e+02, 2.822968859741353072e+02, 2.795305838297337004e+02, 2.807654373712117604e+02, 2.790710536611537691e+02, 2.818343372068562189e+02
1.942000000000000000e+03, 2.811972859910446232e+02, 2.811668441549390423e+02, 2.814165640107336230e+02, 2.829978388369938784e+02, 2.826426398365874775e+02, 2.824763692428152808e+02, 2.822142552631132162e+02, 2.812019698430888184e+02, 2.817029327290712217e+02, 2.798786390964609154e+02, 2.807759525525618756e+02, 2.831726636376602073e+02, 2.799016569849505345e+02, 2.799969408897465541e+02, 2.807017096326944170e+02, 2.811573630986889043e+02
1.943000000000000000e+03, 2.814287519586733310e+02, 2.809935659548470994e+02, 2.820759469842093949e+02, 2.821444871909286007e+02, 2.821073042851453465e+02, 2.816212531911465362e+02, 2.818973183468025354e+02, 2.826347008556067522e+02, 2.809387135027946556e+02, 2.800129825734491646e+02, 2.817647554056712238e+02, 2.826896444513884603e+02, 2.796226291632892753e+02, 2.817736028708285971e+02, 2.790442802146507120e+02, 2.823083991833814821e+02
1.944000000000000000e+03, 2.813483389027337012e+02, 2.819942666734124828e+02, 2.816651889373109157e+02, 2.823055082633391066e+02, 2.824879254586106185e+02, 2.825517596611880435e+02, 2.812197689594613053e+02, 2.816919818193775882e+02, 2.816536087077308821e+02, 2.799262728103901736e+02, 2.807681946108248212e+02, 2.826417896634889075e+02, 2.795853399041544094e+02, 2.810568740829958756e+02, 2.797845650603312606e+02, 2.822853593428561112e+02
1.945000000000000000e+03, 2.815787368312504668e+02, 2.818186228906957354e+02, 2.816715653192993045e+02, 2.818545932896854538e+02, 2.831191689623684056e+02, 2.819161715705055258e+02, 2.822984082881220047e+02, 2.816694985981349078e+02, 2.812044373496217418e+02, 2.795652826655417584e+02, 2.802741141132696043e+02, 2.820724278154535796e+02, 2.805693709201330535e+02, 2.812416958991153138e+02, 2.798662497514486063e+02, 2.824528653901799657e+02
1.946000000000000000e+03, 2.811971756483889635e+02, 2.816486085906437893e+02, 2.826178116069404496e+02, 2.829380620848030503e+02, 2.830064975600780599e+02, 2.819675063237601762e+02, 2.812170819767556509e+02, 2.823495352881840290e+02, 2.817310372698947845e+02, 2.802254015182930971e+02, 2.803615370177888622e+02, 2.827269691661105639e+02, 2.802353074500941261e+02, 2.818063485145958680e+02, 2.799453501409462319e+02, 2.817440740771742753e+02
1.947000000000000000e+03, 2.810839890891349455e+02, 2.805674091983399876e+02, 2.818324571714267108e+02, 2.829156883435496752e+02, 2.823207407116183845e+02, 2.819650424319106037e+02, 2.806259513321318764e+02, 2.813534228984001402e+02, 2.809246709704361251e+02, 2.802706043148672848e+02, 2.801851612141677492e+02, 2.829766705141234979e+02, 2.792232648789330369e+02, 2.819718373059100145e+02, 2.807003822707548579e+02, 2.826985452250159483e+02
1.948000000000000000e+03, 2.818354240639543491e+02, 2.812326213626367917e+02, 2.822979944605334595e+02, 2.822369227660996671e+02, 2.828792189656268761e+02, 2.824356532410332079e+02, 2.819637155976687382e+02, 2.817534428181869544e+02, 2.815142829716471624e+02, 2.791104344103314929e+02, 2.804912893953264756e+02, 2.822422924133056767e+02, 2.792490424745292898e+02, 2.807944162315867516e+02, 2.802249966315332586e+02, 2.819975919823411346e+02
1.949000000000000000e+03, 2.806670439528702445e+02, 2.817139300813404361e+02, 2.826676411736945624e+02, 2.827182630025375829e+02, 2.833465753963363341e+02, 2.829990428736604713e+02, 2.826561845334366012e+02, 2.824535066006580450e+02, 2.831611158865638913e+02, 2.792543365508729494e+02, 2.812251543584286537e+02, 2.832516441323894583e+02, 2.790844719952459627e+02, 2.814785373125154138e+02, 2.788866807024836021e+02, 2.822470121943079562e+02
1.950000000000000000e+03, 2.816802066081340286e+02, 2.805402615798220722e+02, 2.820788579874616744e+02, 2.818610041083143756e+02, 2.824143545240527260e+02, 2.822761853422876470e+02, 2.818002980603469041e+02, 2.831341883868983587e+02, 2.814510800590745134e+02, 2.798107612841532159e+02, 2.803532985699247320e+02, 2.829162623839044954e+02, 2.796575660064316367e+02, 2.818425777362911617e+02, 2.806387574701989251e+02, 2.823211508630783442e+02
1.951000000000000000e+03, 2.811673663759431747e+02, 2.807164579570165301e+02, 2.817532625273987037e+02, 2.824710803264250103e+02, 2.825427968232111198e+02, 2.821657269413415179e+02, 2.814602865433385546e+02, 2.821244877393852448e+02, 2.817393108210762875e+02, 2.806081733996450112e+02, 2.798649086847358944e+02, 2.830243641882296401e+02, 2.804297198621281950e+02, 2.806535647528469894e+02, 2.790529024072542370e+02, 2.818209562384550964e+02
1.952000000000000000e+03, 2.825823360648053040e+02, 2.812715968032489968e+02, 2.821203836508022391e+02, 2.823083204211881139e+02, 2.830881257053698619e+02, 2.828752118141458141e+02, 2.820693964645472533e+02, 2.817885497916437885e+02, 2.811514058449948266e+02, 2.795011009076554274e+02, 2.800970094184461914e+02, 2.826513865195541371e+02, 2.794249342304908623e+02, 2.812123650470134635e+02, 2.791540059750000751e+02, 2.822761504313542105e+02
1.953000000000000000e+03, 2.817214794351317551e+02, 2.818051519020780802e+02, 2.818816678384441161e+02, 2.813260125663521194e+02, 2.823816881820113736e+02, 2.826521788637720078e+02, 2.818893392516467316e+02, 2.815366265770022096e+02, 2.807534002998313554e+02, 2.799843116900611335e+02, 2.812797584606538521e+02, 2.823773374131485525e+02, 2.795655335710222289e+02, 2.811577526447709943e+02, 2.792538439357600168e+02, 2.814819073107330496e+02
1.954000000000000000e+03, 2.821368207638698777e+02, 2.811473024142212012e+02, 2.819608692311694540e+02, 2.815090251474613297e+02, 2.830197715893999657e+02, 2.822291441157117333e+02, 2.816131857149622419e+02, 2.813477660903801620e+02, 2.819538569955608409e+02, 2.808998452378185675e+02, 2.816202508133187621e+02, 2.829455489238723089e+02, 2.805701352154430879e+02, 2.810181033151025645e+02, 2.794636211795414624e+02, 2.815302673257075412e+02
1.955000000000000000e+03, 2.812012087638956359e+02, 2.813991648450641492e+02, 2.826076399294832981e+02, 2.820118550165620945e+02, 2.831112552695571480e+02, 2.823893920513575040e+02, 2.813041206055223711e+02, 2.817307775304813049e+02, 2.819162828885457657e+02, 2.800009315031480810e+02, 2.803347526572264314e+02, 2.822096774496828857e+02, 2.803859643219158784e+02, 2.803106530233340550e+02, 2.801539775927712981e+02, 2.823753351403914280e+02
1.956000000000000000e+03, 2.806972402089458001e+02, 2.806250664693250769e+02, 2.827234085462725375e+02, 2.821432501300142235e+02, 2.832649987840022732e+02, 2.814372982482021257e+02, 2.808568037167935358e+02, 2.823166567040447603e+02, 2.811424723501426115e+02, 2.798052285285895664e+02, 2.804710058236211694e+02, 2.826964978327818585e+02, 2.796533596815351643e+02, 2.814664945851093307e+02, 2.810314766334772685e+02, 2.817184039709462127e+02
1.957000000000000000e+03, 2.803552765624104381e+02, 2.808308759947955764e+02, 2.818484391367485387e+02, 2.819550820927190102e+02, 2.829368493708058168e+02, 2.822270321791589254e+02, 2.814054907796760290e+02, 2.812471943757306576e+02, 2.812866556897710666e+02, 2.796451581459235172e+02, 2.802000620831846618e+02, 2.830548191746437396e+02, 2.791469215226331357e+02, 2.815455112209837694e+02, 2.784988910650768048e+02, 2.815825627870307812e+02
1.958000000000000000e+03, 2.821749568713506733e+02, 2.806698796837815166e+02, 2.824446380269931183e+02, 2.825715531917930434e+02, 2.824135903207310889e+02, 2.821855042704769971e+02, 2.817047656152786317e+02, 2.812000505731646172e+02, 2.818295402488544710e+02, 2.800280025332632476e+02, 2.800806460023822524e+02, 2.829345892882918747e+02, 2.801683150912397195e+02, 2.809808598896789817e+02, 2.808884838956777230e+02, 2.817931070941963867e+02
1.959000000000000000e+03, 2.810738161838316387e+02, 2.814835367494886782e+02, 2.828975140368617645e+02, 2.821960023397523969e+02, 2.821382086205746305e+02, 2.820221924012287218e+02, 2.823725386460652658e+02, 2.813759188698682010e+02, 2.817570944175032537e+02, 2.806225966247589554e+02, 2.807057519416050582e+02, 2.820227990876234117e+02, 2.802496056386405030e+02, 2.807855104055270203e+02, 2.810320522205853422e+02, 2.812657869009809701e+02
1.960000000000000000e+03, 2.800343956139120110e+02, 2.815654986693293722e+02, 2.821463756654570716e+02, 2.823181935468249435e+02, 2.815690734493656464e+02, 2.826113221436975778e+02, 2.816717648770076039e+02, 2.823102595978303384e+02, 2.817660711854910573e+02, 2.804037137321929549e+02, 2.815807994609544380e+02, 2.818961041527118141e+02, 2.804623239259798879e+02, 2.802536633165474882e+02, 2.801765271320245461e+02, 2.819289093566799238e+02
1.961000000000000000e+03, 2.812382864593491263e+02, 2.812458225451117642e+02, 2.825132852875072444e+02, 2.824470017709620038e+02, 2.813289757426784377e+02, 2.820686362360463022e+02, 2.817063913865976019e+02, 2.818792699336064516e+02, 2.823534523114208810e+02, 2.803076287250178211e+02, 2.803632031883788045e+02, 2.830477948926349541e+02, 2.806470461279510005e+02, 2.808132959727289517e+02, 2.786481776652394160e+02, 2.814833592847837167e+02
