year, UKESM1-0-LL, EC-Earth3-Veg, ACCESS-ESM1-5, NorESM2-LM, IPSL-CM6A-LR, MPI-ESM1-2-LR, INM-CM5-0, MIROC-ES2L, NorESM2-MM, CNRM-ESM2-1, CESM2-WACCM, TaiESM1, CMCC-ESM2, GFDL-ESM4, INM-CM4-8, CanESM5
1.907000000000000000e+03, 2.127835907298184281e+00, 1.091548929485909536e+00, 1.482917159612532787e+00, 1.127139491837821694e+00, 1.095966425110557418e+00, 1.217781764699202629e+00, 1.414516115085194370e+00, 1.034430188473336454e+00, 1.148285556826227127e+00, 1.076885124798741211e+00, 1.234467843050530034e+00, 1.456346225046259768e+00, 1.699749532186428658e+00, 1.283512880546161972e+00, 1.471536442700488667e+00, 1.378063449570056553e+00
1.908000000000000000e+03, 2.112085977128182357e+00, 1.045131898988952868e+00, 1.486764044133912277e+00, 1.163358371426355342e+00, 1.074713948779629558e+00, 1.250095763344061028e+00, 1.460570331737920835e+00, 1.015743712478820227e+00, 1.113660537834635367e+00, 1.048366318886661652e+00, 1.192194594475503466e+00, 1.258208109050520385e+00, 1.903945817096793114e+00, 1.261042954161352592e+00, 1.468959403194224578e+00, 1.363527338647761766e+00
1.909000000000000000e+03, 2.063089694180789468e+00, 1.126374744062752953e+00, 1.415427610173237705e+00, 1.159257490830705173e+00, 1.120364714330440492e+00, 1.235171858139405332e+00, 1.457154407908021421e+00, 1.109565879105764319e+00, 1.117842198542435161e+00, 1.125808126626538064e+00, 1.211149563040126331e+00, 1.215455306705488292e+00, 1.953336282659845713e+00, 1.285787617461424004e+00, 1.420770576032554633e+00, 1.382128852767424698e+00
1.910000000000000000e+03, 2.065420148875388495e+00, 1.081582477085737182e+00, 1.336149556739711475e+00, 1.176489003564004543e+00, 1.106607623135835050e+00, 1.242662039281738462e+00, 1.485485091061642615e+00, 1.038314239142805961e+00, 1.182181139928857538e+00, 1.026099099055409525e+00, 1.225124453853781992e+00, 1.231925920193639223e+00, 2.038769183930487117e+00, 1.273703720258788641e+00, 1.420306415054506610e+00, 1.394238578701009645e+00
1.911000000000000000e+03, 2.121076320926802872e+00, 1.041299790780507495e+00, 1.339308973011846815e+00, 1.189673475035471606e+00, 1.155350508075116300e+00, 1.234811323343879552e+00, 1.486868026523099795e+00, 1.049375562664149886e+00, 1.153490013383245527e+00, 1.143693089266319740e+00, 1.246823296854651542e+00, 1.353438001118777434e+00, 2.188013580424196469e+00, 1.319025210296023598e+00, 1.460934911709706574e+00, 1.381651517496508053e+00
1.912000000000000000e+03, 2.079330414031648644e+00, 1.093714071691384904e+00, 1.316768651199495155e+00, 1.260613108730799015e+00, 1.118396400146632219e+00, 1.217538334599430394e+00, 1.480149841390743237e+00, 1.104888837056614781e+00, 1.136474444482291846e+00, 1.151228885260908941e+00, 1.263814599192754295e+00, 1.466854608989261344e+00, 2.074486658217597590e+00, 1.370367617920938752e+00, 1.394706011172780924e+00, 1.415037469891158528e+00
1.913000000000000000e+03, 2.080230747297465488e+00, 1.104199399708961415e+00, 1.394893235871724091e+00, 1.157241804221217141e+00, 1.139059453793518140e+00, 1.243951124615709336e+00, 1.424604772200706693e+00, 9.873496261247665107e-01, 1.178487352719117531e+00, 1.160547091990082214e+00, 1.276646643398862579e+00, 1.425215505088655465e+00, 2.301027139321137227e+00, 1.256142622285162158e+00, 1.386605884014392220e+00, 1.405662854533049844e+00
1.914000000000000000e+03, 2.105852077704405634e+00, 1.089287775642883371e+00, 1.413532388758682590e+00, 1.076492852375355413e+00, 1.152594830200988074e+00, 1.284472787434465024e+00, 1.413565645394036840e+00, 1.053588119139535761e+00, 1.177883360433553905e+00, 1.165568956813565205e+00, 1.272787364529953447e+00, 1.139775531190303282e+00, 2.432627348548136226e+00, 1.349580980310536082e+00, 1.462346840459590736e+00, 1.373246130327400616e+00
1.915000000000000000e+03, 2.118151704054119122e+00, 1.053044165662601728e+00, 1.303639969700359114e+00, 1.172669388447844518e+00, 1.115070830388974699e+00, 1.226674524334627092e+00, 1.437487145304362723e+00, 1.149451385027324246e+00, 1.126251529532450446e+00, 1.168129772493647467e+00, 1.288368496269072905e+00, 1.228018469167857285e+00, 2.020194020329982632e+00, 1.306260283693993829e+00, 1.456951669306767005e+00, 1.371429172441094524e+00
1.916000000000000000e+03, 2.146252729882829779e+00, 1.052850534197990795e+00, 1.331507338987244715e+00, 1.175665363313530332e+00, 1.102368561771471578e+00, 1.233267157710847162e+00, 1.354557577656917200e+00, 1.043853505541441740e+00, 1.156967686046213695e+00, 1.092499855943964926e+00, 1.289954854588862387e+00, 1.378893190846659067e+00, 1.956796778974450035e+00, 1.339929072253185360e+00, 1.379302042919807514e+00, 1.402876820458020646e+00
1.917000000000000000e+03, 2.140484113621591522e+00, 1.084778501554133356e+00, 1.410448390234751992e+00, 1.094540136630524962e+00, 9.799929286611829271e-01, 1.216397467749347650e+00, 1.421202301227701303e+00, 1.016956192132476122e+00, 1.230884845779191439e+00, 1.117988028988965654e+00, 1.267277374781139887e+00, 1.567307122292566079e+00, 1.806692569975846929e+00, 1.237781586075537898e+00, 1.456232594837565619e+00, 1.411703549558342763e+00
1.918000000000000000e+03, 2.137111163583670148e+00, 1.022755097574691963e+00, 1.423798621144803933e+00, 1.178040501964630282e+00, 1.096847284208928519e+00, 1.271227841149784155e+00, 1.439104560688677426e+00, 9.922522044110435591e-01, 1.174203603495113102e+00, 1.066228998221057100e+00, 1.309166035796190508e+00, 1.427917433964211558e+00, 1.856186707326512142e+00, 1.368245679490936340e+00, 1.426192646992068269e+00, 1.398543939731838215e+00
1.919000000000000000e+03, 2.143502128303167442e+00, 1.055601534392095919e+00, 1.390610436832103503e+00, 1.140883211993150459e+00, 1.084258765288490745e+00, 1.232950260679794408e+00, 1.373967908419504225e+00, 9.912736729731403962e-01, 1.212978674353457853e+00, 1.215903429504950006e+00, 1.301438895618141300e+00, 1.229849987421905544e+00, 1.934596543103576316e+00, 1.311494605773080746e+00, 1.386858136039328837e+00, 1.417637953107436566e+00
1.920000000000000000e+03, 2.116268802616129818e+00, 1.103663300744904596e+00, 1.408554417194116004e+00, 1.164272830445811202e+00, 1.137140872492413246e+00, 1.255559232315745843e+00, 1.512278505290305164e+00, 1.044692067631455279e+00, 1.216188949622455606e+00, 1.209244490548902151e+00, 1.242661141878838027e+00, 1.151660079179693374e+00, 1.828121620060833008e+00, 1.316931179855769463e+00, 1.470859236495097200e+00, 1.411422046511887185e+00
1.921000000000000000e+03, 2.111246922146248650e+00, 1.117513313649530327e+00, 1.473044713714517506e+00, 1.136600446728272651e+00, 1.160337854838705107e+00, 1.213360330733653347e+00, 1.466676393182916760e+00, 9.784633289080368890e-01, 1.145637952881553900e+00, 1.102111518819099967e+00, 1.270971612735155354e+00, 1.258722162399464883e+00, 2.060014987153144350e+00, 1.376389110560971352e+00, 1.447039856859263951e+00, 1.396300310160805580e+00
1.922000000000000000e+03, 2.101641508428712335e+00, 1.126610773256748743e+00, 1.465212031073240606e+00, 1.107212035014516704e+00, 1.157216695200329770e+00, 1.213833600451138084e+00, 1.512030483444074092e+00, 9.715818288113182710e-01, 1.197633596817284873e+00, 1.163248274138196647e+00, 1.277861147776921502e+00, 1.235918841214690644e+00, 2.088962262275404047e+00, 1.325143838449671430e+00, 1.523149165283643747e+00, 1.418524302335213649e+00
1.923000000000000000e+03, 2.133266494441840688e+00, 1.197842055707602160e+00, 1.460968913616943032e+00, 1.159615956691612659e+00, 1.127985241891908963e+00, 1.263978208899661393e+00, 1.457868166109172581e+00, 1.039730728949584959e+00, 1.079332176199864435e+00, 1.113431446099357514e+00, 1.299827951504689327e+00, 1.070991463780855302e+00, 2.063202474963984123e+00, 1.374641660999179171e+00, 1.475391616119935190e+00, 1.383785157579513259e+00
1.924000000000000000e+03, 2.119769791442744022e+00, 1.176665126153346952e+00, 1.503033895322844815e+00, 1.078177290069418870e+00, 1.140262259054543037e+00, 1.214153815611536347e+00, 1.514586205396800445e+00, 1.007002888310616573e+00, 1.144673333832115558e+00, 1.113250207957105387e+00, 1.310938487662165253e+00, 1.322112728461738440e+00, 2.242604782632356297e+00, 1.328823938852497832e+00, 1.504792601546190545e+00, 1.413330559846743384e+00
1.925000000000000000e+03, 2.102378908750389908e+00, 1.185842851626781380e+00, 1.428315154812233034e+00, 1.147159407099416661e+00, 1.103724260872477991e+00, 1.227165328206841100e+00, 1.527428881540094707e+00, 1.014950962158948533e+00, 1.154738448380107307e+00, 1.116263225017274818e+00, 1.274554814631879029e+00, 1.509009103945735397e+00, 2.386318573557877798e+00, 1.319768535016507816e+00, 1.531949358464909317e+00, 1.442901740783816944e+00
1.926000000000000000e+03, 2.084049108507073811e+00, 1.064211399013089032e+00, 1.487595569621591451e+00, 1.173779844218039825e+00, 1.137259678105841276e+00, 1.220769436327610702e+00, 1.390391160630965350e+00, 1.017854460960284868e+00, 1.129935685417008839e+00, 1.185780892387258589e+00, 1.244406314084003595e+00, 1.361017701776724209e+00, 2.081055390017926499e+00, 1.289256583929094369e+00, 1.514598213119358494e+00, 1.448173763285949267e+00
1.927000000000000000e+03, 2.061127160327082208e+00, 1.154192459318699182e+00, 1.428052492897261105e+00, 1.144740983625491371e+00, 1.132812140245187615e+00, 1.229606529162748929e+00, 1.475632056649276214e+00, 1.043474845767055292e+00, 1.169823486342565833e+00, 1.285065591611912916e+00, 1.313063177194560893e+00, 1.392886924104297153e+00, 1.858729790168798468e+00, 1.311285871085571930e+00, 1.533600107581359229e+00, 1.408583277944105649e+00
1.928000000000000000e+03, 2.034293074485870267e+00, 1.119493048137826019e+00, 1.397704730724312006e+00, 1.084589983201308838e+00, 1.147046382186747593e+00, 1.204105188529492443e+00, 1.506242179733696895e+00, 1.018520559744717779e+00, 1.112590610387286238e+00, 1.261285656905107411e+00, 1.275340551985416626e+00, 1.421482405208021049e+00, 1.959072817438476388e+00, 1.311607751213546669e+00, 1.480550644477363287e+00, 1.411935218908058065e+00
1.929000000000000000e+03, 2.052791349233994200e+00, 1.148897266021417840e+00, 1.487643738305596042e+00, 1.086824988621701626e+00, 1.223388482851110126e+00, 1.268468064877240842e+00, 1.515964357759713055e+00, 1.051340405646345344e+00, 1.133605182210509321e+00, 1.154727500305976928e+00, 1.308722766787156822e+00, 1.457648016969913307e+00, 2.263273027727413123e+00, 1.358627813869406564e+00, 1.487338208514372928e+00, 1.407822616371409596e+00
1.930000000000000000e+03, 2.111729545037857481e+00, 1.102088051307837047e+00, 1.479500777115655419e+00, 1.108620599916364524e+00, 1.191734667060815100e+00, 1.233439287608640633e+00, 1.563049061752847857e+00, 1.060738783584711298e+00, 1.200143487240470819e+00, 1.193637230153927975e+00, 1.286730707976929011e+00, 1.313393683061685913e+00, 2.202852337874495081e+00, 1.314255041077222907e+00, 1.414897709269932857e+00, 1.412605227596296809e+00
1.931000000000000000e+03, 2.092263514619375542e+00, 1.078992674219574788e+00, 1.460041973633990242e+00, 1.145921463330568990e+00, 1.155372599513921239e+00, 1.218645991999328659e+00, 1.431338463581208975e+00, 1.088519519599695062e+00, 1.231048610529102305e+00, 1.047905554862078148e+00, 1.325036277509589855e+00, 1.211346364602796877e+00, 1.800132291517187566e+00, 1.349384392961299639e+00, 1.326847875214491435e+00, 1.421107091376792697e+00
1.932000000000000000e+03, 2.079063685452133825e+00, 1.108501131403717421e+00, 1.490499832123235668e+00, 1.230670521316392430e+00, 1.141182888090719771e+00, 1.207573700702154751e+00, 1.470970386353094073e+00, 1.021411612353427367e+00, 1.223824246174327390e+00, 1.225348123279917489e+00, 1.299205167321699328e+00, 1.385495165926073691e+00, 1.987966893819530290e+00, 1.355142164866138366e+00, 1.440968254171871132e+00, 1.381009283027860191e+00
1.933000000000000000e+03, 2.111046464555077939e+00, 1.145045745343310717e+00, 1.471790856941716852e+00, 1.126561663439928473e+00, 1.192651449035447841e+00, 1.216575045551198553e+00, 1.443869904362593104e+00, 1.045853335522737293e+00, 1.295090617848687398e+00, 1.032890295509837797e+00, 1.320703755418542569e+00, 1.472975090462619097e+00, 2.243099024631309391e+00, 1.296346180444261309e+00, 1.463289235593170146e+00, 1.404383856904455108e+00
1.934000000000000000e+03, 2.134567312692995600e+00, 1.154528700274012998e+00, 1.483102645034547029e+00, 1.135674749997832578e+00, 1.136375733817030165e+00, 1.256250942839251872e+00, 1.507601588354243516e+00, 1.110873614700709666e+00, 1.229811239158461245e+00, 1.140650095065975256e+00, 1.262080926629611799e+00, 1.459405534366431167e+00, 2.503320119162292468e+00, 1.239955901035697972e+00, 1.468849560272329491e+00, 1.433070259502494892e+00
1.935000000000000000e+03, 2.094569248623345814e+00, 1.155682096081033228e+00, 1.494132230075738921e+00, 1.092355815840144961e+00, 1.159745392031175770e+00, 1.267334044771388779e+00, 1.396413608414223129e+00, 1.037888049603860274e+00, 1.244937064691566952e+00, 1.157200741609764050e+00, 1.267563169750262508e+00, 1.444809183072018888e+00, 2.544254548297995466e+00, 1.324018959784892591e+00, 1.475742501774011561e+00, 1.443199094150954487e+00
1.936000000000000000e+03, 2.074539852069223311e+00, 1.134725505367232268e+00, 1.477473354260824268e+00, 1.128809759816315150e+00, 1.167614106454821554e+00, 1.295807227665849437e+00, 1.389217893453644770e+00, 1.089696236098068649e+00, 1.236149664432859341e+00, 1.298465284451600255e+00, 1.237312241429572301e+00, 1.374366163490094772e+00, 2.302437242425288577e+00, 1.298262775887755405e+00, 1.435746763850981766e+00, 1.414684594995115674e+00
1.937000000000000000e+03, 2.123393219173092650e+00, 1.055451925524026446e+00, 1.512717037892328031e+00, 1.149544330377363366e+00, 1.156415200390214393e+00, 1.198985628224777722e+00, 1.394494011434990410e+00, 1.118158184383780673e+00, 1.240508858900854605e+00, 1.165911644696445482e+00, 1.306066742167914629e+00, 1.349831878918395178e+00, 1.772170256907424024e+00, 1.371246441524994752e+00, 1.434497204030500184e+00, 1.408196692952458751e+00
1.938000000000000000e+03, 2.074316904416883656e+00, 1.083500451686985944e+00, 1.561781781922927159e+00, 1.177154698526598153e+00, 1.094632129683900779e+00, 1.227712225106168731e+00, 1.436764314038109003e+00, 1.025615410870032163e+00, 1.195951529222223808e+00, 1.154905619349296808e+00, 1.313178846212348150e+00, 1.434948238712154156e+00, 1.849910043010215555e+00, 1.316732419519914821e+00, 1.406385467635172137e+00, 1.422401190012435812e+00
1.939000000000000000e+03, 2.058234667353640468e+00, 1.103434118572779843e+00, 1.584076024532354854e+00, 1.199707832039733857e+00, 1.143617872885119624e+00, 1.239220821040606157e+00, 1.464328032428140469e+00, 1.031067060506948740e+00, 1.190048158502445830e+00, 1.099651894007108277e+00, 1.301121583415960181e+00, 1.612408826322544231e+00, 2.137870834059754976e+00, 1.308381289121397950e+00, 1.444988342385808755e+00, 1.356959309505793687e+00
1.940000000000000000e+03, 2.075041912816550038e+00, 1.020887783929666170e+00, 1.588885434501848160e+00, 1.223032363248890642e+00, 1.166999128034466260e+00, 1.216364302834086919e+00, 1.576144633605322198e+00, 1.040458429557699072e+00, 1.187572379942713807e+00, 1.102222059921289077e+00, 1.243121725333123262e+00, 1.613619033940800751e+00, 1.969189392780048786e+00, 1.325669246592954709e+00, 1.484510951966808712e+00, 1.403132738145671299e+00
1.941000000000000000e+03, 2.094751285768158056e+00, 1.118732267478513842e+00, 1.544807351948724206e+00, 1.165063354360284409e+00, 1.099627978981682741e+00, 1.260750359481953353e+00, 1.473667521860938523e+00, 1.036473449221377630e+00, 1.252079439870245947e+00, 1.165943983228995284e+00, 1.331803448258658706e+00, 1.478063983710677487e+00, 1.758494373982039560e+00, 1.420752960610578874e+00, 1.482714926800565713e+00, 1.465728706527414937e+00
1.942000000000000000e+03, 2.132357228057657483e+00, 1.137158866071835917e+00, 1.558999361353000213e+00, 1.094484609656094731e+00, 1.168292740844847799e+00, 1.248510229786065517e+00, 1.396928671182018578e+00, 9.624469576582768138e-01, 1.271110058173359203e+00, 1.147010499043670029e+00, 1.346690771004853460e+00, 1.430305412272698140e+00, 2.049822701537067804e+00, 1.247910508375947414e+00, 1.502456084899670641e+00, 1.388634239204875165e+00
1.943000000000000000e+03, 2.087690319799739846e+00, 1.156081411430639028e+00, 1.531248024582322786e+00, 1.048112645666937404e+00, 1.154946312465829905e+00, 1.246120866829672602e+00, 1.396508382875341958e+00, 1.089683207721352298e+00, 1.281776767576221276e+00, 1.052119469747710978e+00, 1.317872624311479113e+00, 1.343649766903373122e+00, 2.132626232235679709e+00, 1.291091066414618016e+00, 1.479279842675372381e+00, 1.403419106909310488e+00
1.944000000000000000e+03, 2.154357198916882599e+00, 1.150237834953337090e+00, 1.544658089309729032e+00, 1.139721642145148373e+00, 1.199254988627415530e+00, 1.244813890882695340e+00, 1.428836059950235438e+00, 1.049044567115875903e+00, 1.243210335038440029e+00, 1.225718895380878637e+00, 1.351449684616171210e+00, 1.292597643836102428e+00, 1.934140338784187785e+00, 1.294740131618170143e+00, 1.460725034912545572e+00, 1.420580036127664592e+00
1.945000000000000000e+03, 2.144870546724590543e+00, 1.076236332854823008e+00, 1.530224906608776081e+00, 1.054355477764191473e+00, 1.218857231260940477e+00, 1.256486936937058596e+00, 1.398386855579707655e+00, 1.018239650657584594e+00, 1.264893257606516386e+00, 1.223088584124636169e+00, 1.363196982925086287e+00, 1.429735461589658252e+00, 1.797361806519968352e+00, 1.301122360925893950e+00, 1.443171701798282136e+00, 1.410288801950896120e+00
1.946000000000000000e+03, 2.125419137737050601e+00, 1.087574489205508366e+00, 1.569158327234802641e+00, 1.142494596194522982e+00, 1.197019724273915564e+00, 1.274537577304501124e+00, 1.363014054000188713e+00, 1.041642304055377721e+00, 1.303219029655880545e+00, 1.148502058636515333e+00, 1.349935156844195738e+00, 1.480879401409707308e+00, 1.891276655092242631e+00, 1.308259250868987200e+00, 1.486836549352382075e+00, 1.393080290267097565e+00
1.947000000000000000e+03, 2.099174311613568822e+00, 1.125571097554205924e+00, 1.597477300287802437e+00, 1.189211389655956408e+00, 1.157490780970157340e+00, 1.243638050717607468e+00, 1.428041162082967608e+00, 1.105250862600197115e+00, 1.245226072116234484e+00, 1.197877927348150573e+00, 1.325291405634283937e+00, 1.524720319351357212e+00, 2.109227040857863500e+00, 1.298792201562639415e+00, 1.455026106395385543e+00, 1.406621542258713164e+00
1.948000000000000000e+03, 2.135896533868863578e+00, 1.199429885268530338e+00, 1.551277417282182602e+00, 1.197945093773822967e+00, 1.175469045502107512e+00, 1.263835646966524395e+00, 1.409105874080365028e+00, 1.103561363515724425e+00, 1.203237486445080107e+00, 1.024471727205982896e+00, 1.341838022210820158e+00, 1.551850834256780942e+00, 2.100001039783778722e+00, 1.301635145938434102e+00, 1.547017816402782797e+00, 1.431148781321850194e+00
1.949000000000000000e+03, 2.135280363126078829e+00, 1.141429328341362126e+00, 1.477220084380671761e+00, 1.226685541208045738e+00, 1.192665446890333047e+00, 1.248590140168819085e+00, 1.480528668652898228e+00, 1.080927667387554525e+00, 1.164799226363096407e+00, 1.125980126347521315e+00, 1.323384272978104237e+00, 1.615667585974688958e+00, 1.847936553208611610e+00, 1.263172846479071465e+00, 1.463281522218647490e+00, 1.410474367985900868e+00
1.950000000000000000e+03, 2.101550840726559510e+00, 1.137552965599429866e+00, 1.528005261240192869e+00, 1.242146152195828579e+00, 1.178165834905741560e+00, 1.261882903567006498e+00, 1.420065908958737966e+00, 1.141869813319750904e+00, 1.205759673930489217e+00, 1.302805666329472034e+00, 1.280858404276642437e+00, 1.547319327818321710e+00, 1.935015419120578839e+00, 1.377824527357518924e+00, 1.471259150474499844e+00, 1.422047654594395416e+00
1.951000000000000000e+03, 2.077492125182325733e+00, 1.163038372983578483e+00, 1.600301814593057204e+00, 1.236497294942965119e+00, 1.142930515647355483e+00, 1.214336249219785335e+00, 1.381244123641364840e+00, 1.051134222227594561e+00, 1.153351874162567903e+00, 1.186361295552273987e+00, 1.341751212003276184e+00, 1.293780012977170379e+00, 2.095328112038679969e+00, 1.329217059802050072e+00, 1.474767339993698245e+00, 1.414774005485977648e+00
1.952000000000000000e+03, 2.121868220245384240e+00, 1.182424394765227982e+00, 1.591019009199359457e+00, 1.319026161925276108e+00, 1.200934029971157724e+00, 1.247102710608901877e+00, 1.402724259615181879e+00, 1.050928580842898974e+00, 1.203417847263802187e+00, 1.191494667384187300e+00, 1.304109274638719729e+00, 1.273018481682943737e+00, 2.255221548456033620e+00, 1.316240529688252447e+00, 1.459835719130558207e+00, 1.461210811564718437e+00
1.953000000000000000e+03, 2.116170068845286689e+00, 1.203585083729431959e+00, 1.565480311770559796e+00, 1.268860475633280416e+00, 1.184076375545578985e+00, 1.241272221572497392e+00, 1.434837355356996635e+00, 1.022474913042676237e+00, 1.226078920510417669e+00, 1.173874452715778949e+00, 1.282009767017201707e+00, 1.323914340285681668e+00, 2.405219981814793240e+00, 1.375335407849660463e+00, 1.365301731454358958e+00, 1.412252885172027961e+00
1.954000000000000000e+03, 2.126677262622858944e+00, 1.217642060952541794e+00, 1.527229858949668895e+00, 1.204091767703831861e+00, 1.260664003546665191e+00, 1.287893649594398227e+00, 1.489731749829896756e+00, 9.776738673903807575e-01, 1.231116314465063644e+00, 1.206399261377287813e+00, 1.313891669715971267e+00, 1.416524698533462079e+00, 1.993539196962209381e+00, 1.267729254205037792e+00, 1.425693932083678783e+00, 1.421874309060340069e+00
1.955000000000000000e+03, 2.139658156683445167e+00, 1.128467371210256420e+00, 1.501988123387610896e+00, 1.242617811942840822e+00, 1.236438986900631587e+00, 1.241418034596496467e+00, 1.476801313436548302e+00, 1.099575681596804522e+00, 1.326736153616175695e+00, 1.155278630528710604e+00, 1.243452585756350315e+00, 1.337133298235307688e+00, 2.031781026812539359e+00, 1.251191206333348793e+00, 1.447588109882528284e+00, 1.395921119801502686e+00
1.956000000000000000e+03, 2.135675979756485265e+00, 1.159394613509143301e+00, 1.553035130434112121e+00, 1.218118844796380662e+00, 1.248396065931670851e+00, 1.270923963670496093e+00, 1.358677883708605094e+00, 1.125192080888504531e+00, 1.281729676591050637e+00, 1.069671069669229979e+00, 1.307423108782976628e+00, 1.400579323838046175e+00, 2.043436583495667591e+00, 1.249122072443255238e+00, 1.454669584118429615e+00, 1.400681928052421865e+00
1.957000000000000000e+03, 2.124553994704600157e+00, 1.181780392672873825e+00, 1.560830179354878000e+00, 1.251228100521072806e+00, 1.233174069048338373e+00, 1.261076556860034170e+00, 1.450963775814124723e+00, 1.092437133719981857e+00, 1.389026526516203397e+00, 1.194403990709873797e+00, 1.257147325971485596e+00, 1.551229331888410501e+00, 2.163134853962950466e+00, 1.296751545135910844e+00, 1.393855187305394372e+00, 1.365614972903312907e+00
1.958000000000000000e+03, 2.145420437485703768e+00, 1.206655386848520584e+00, 1.545047174768240605e+00, 1.266358877719123033e+00, 1.280190401311267046e+00, 1.238772061778625977e+00, 1.512059111247381571e+00, 1.049875817791503296e+00, 1.340613623026613244e+00, 1.131412630821602150e+00, 1.289840546243617325e+00, 1.489502952274740055e+00, 2.007542476481873894e+00, 1.326448964073283499e+00, 1.479634675222244455e+00, 1.433700994104620374e+00
1.959000000000000000e+03, 2.083804548525055811e+00, 1.193950968449493555e+00, 1.565497488901520073e+00, 1.192673117760539636e+00, 1.256977165718763167e+00, 1.252149312386837465e+00, 1.459098622408310453e+00, 1.030283210269991701e+00, 1.369368114392350622e+00, 1.080159410811891707e+00, 1.312469869679266044e+00, 1.476379958489815847e+00, 2.158031119275479526e+00, 1.350847890776358140e+00, 1.450513427334104266e+00, 1.354193298945114199e+00
1.960000000000000000e+03, 2.064691214598121327e+00, 1.142487068235194636e+00, 1.593258509283657309e+00, 1.242217839396222878e+00, 1.217118582993436338e+00, 1.232589407009989424e+00, 1.453531331243995028e+00, 1.099542265594862567e+00, 1.307142588330363786e+00, 1.196877552809459511e+00, 1.336902314669134340e+00, 1.452044830911843443e+00, 2.466924047422019761e+00, 1.383701035257219214e+00, 1.476937806787387730e+00, 1.369069601639837375e+00
1.961000000000000000e+03, 2.066603929144755547e+00, 1.212620035468842117e+00, 1.546747639243118977e+00, 1.195127789470441293e+00, 1.245275580691713735e+00, 1.254472570945031729e+00, 1.506141653584799345e+00, 1.116081103062038782e+00, 1.329618881021842558e+00, 1.182822481193911424e+00, 1.295303039147875257e+00, 1.437874924535524901e+00, 2.623611651900429553e+00, 1.284383004500049053e+00, 1.440799710982153092e+00, 1.382604278412646437e+00
1.962000000000000000e+03, 2.163788624067468191e+00, 1.162822101618008030e+00, 1.572013940054941550e+00, 1.183719531396010938e+00, 1.313706141494564550e+00, 1.271679185977370174e+00, 1.463205259113720791e+00, 1.016724446149415595e+00, 1.373834016701345417e+00, 1.303543801838170424e+00, 1.306154225439011718e+00, 1.377059879726524549e+00, 2.011630921235001868e+00, 1.342006839843686183e+00, 1.498401359372549368e+00, 1.437204289045279859e+00
1.963000000000000000e+03, 2.141840317197375665e+00, 1.201186334590252702e+00, 1.583834436249204947e+00, 1.170107644555432369e+00, 1.308618423660699248e+00, 1.270305038007161880e+00, 1.514128305249333062e+00, 1.087563869347722534e+00, 1.321501193911667427e+00, 1.183773929224997801e+00, 1.372539846514702511e+00, 1.517584205443186507e+00, 1.775298941313116607e+00, 1.343175292698734813e+00, 1.451893649524390373e+00, 1.361961105476333644e+00
1.964000000000000000e+03, 2.115599227181180986e+00, 1.223762586455964918e+00, 1.580916827553119353e+00, 1.174250179772843294e+00, 1.322416530709466631e+00, 1.184020888622506984e+00, 1.477359537827240388e+00, 1.055595485658550547e+00, 1.261182472639380325e+00, 1.118954846619365062e+00, 1.319573159797226447e+00, 1.521231270361009580e+00, 2.129817957204911849e+00, 1.340866885463119607e+00, 1.468811616171670220e+00, 1.390111189375070389e+00
1.965000000000000000e+03, 2.119703403335244651e+00, 1.266083073616771637e+00, 1.542131794671687706e+00, 1.178005681010527717e+00, 1.331852383106119975e+00, 1.203473060239492076e+00, 1.469983453296471732e+00, 1.012729702578952562e+00, 1.227553758166085141e+00, 1.219897680970767340e+00, 1.374032923628228708e+00, 1.563905249509980111e+00, 2.392023920045460272e+00, 1.341854269791147525e+00, 1.408845800244938884e+00, 1.398815116125161184e+00
1.966000000000000000e+03, 2.130704265382465046e+00, 1.211104086371241451e+00, 1.586468435325607773e+00, 1.244526086362178541e+00, 1.193099214860596335e+00, 1.251240865573763905e+00, 1.439686291177006972e+00, 1.103158693069999030e+00, 1.154050193399927871e+00, 1.312202549394709372e+00, 1.404942012622593106e+00, 1.648690915821818148e+00, 2.705541006537965476e+00, 1.377579358962273792e+00, 1.285428118400468112e+00, 1.423697928535135437e+00
1.967000000000000000e+03, 2.098924563720439007e+00, 1.224182567036376401e+00, 1.616515139783957444e+00, 1.245544244769997810e+00, 1.289344813456611671e+00, 1.265082450299150452e+00, 1.472306628577397136e+00, 1.047889877684116122e+00, 1.204514143915119018e+00, 1.304453904286114740e+00, 1.402302646362881822e+00, 1.635388145059868403e+00, 2.741300173801974882e+00, 1.265701824896731997e+00, 1.489466873536248182e+00, 1.382296522856463872e+00
1.968000000000000000e+03, 2.093582072750277856e+00, 1.239325591172518504e+00, 1.597863552644575469e+00, 1.260188569048538820e+00, 1.260548400970975313e+00, 1.232373583314182230e+00, 1.408842034286124756e+00, 1.095675884823074764e+00, 1.308425040152231933e+00, 1.246377733700494206e+00, 1.376844397648127494e+00, 1.506916204433855544e+00, 2.676803020969797497e+00, 1.328411873804151044e+00, 1.438590531730386202e+00, 1.397839408508797954e+00
