year, GFDL-ESM4, INM-CM4-8, NorESM2-MM, UKESM1-0-LL, NorESM2-LM, EC-Earth3-Veg, CESM2-WACCM, TaiESM1, MPI-ESM1-2-LR, INM-CM5-0, ACCESS-ESM1-5, IPSL-CM6A-LR, CanESM5, MIROC-ES2L, CMCC-CM2-SR5, CNRM-ESM2-1
1.910000000000000000e+03, 2.483941397681510121e+00, 1.688733472225706800e+00, 1.931937953197754076e+00, 1.864186911151599624e+00, 1.944118215528976457e+00, 2.124003122061118631e+00, 2.215163071998289102e+00, 1.979405281600352007e+00, 2.277848486114175675e+00, 1.875284934986094054e+00, 2.229811249578031784e+00, 2.476751864302387585e+00, 2.096199469091564627e+00, 2.422080362182021052e+00, 2.106350211967126018e+00, 2.176481174479785619e+00
1.911000000000000000e+03, 2.531635064358726428e+00, 1.923041886671998935e+00, 1.971737381607991724e+00, 2.155094203298264954e+00, 1.970568693377870773e+00, 2.031712453029654419e+00, 2.200716511503204131e+00, 2.198960170542772374e+00, 2.316927927828299705e+00, 1.914032921119137365e+00, 2.210966058592488181e+00, 2.674653025934317974e+00, 2.186363421460282730e+00, 2.325150193512489860e+00, 2.139078330211863221e+00, 2.420331189916536285e+00
1.912000000000000000e+03, 2.591509685196425217e+00, 1.907521145120505413e+00, 2.068845780252763777e+00, 1.964109502570505539e+00, 2.072439011377530171e+00, 2.097297286402538319e+00, 2.110821493571263918e+00, 2.246557694453935827e+00, 2.095925668231080952e+00, 1.949991598570524509e+00, 2.345879731200159579e+00, 2.553971506357101795e+00, 2.123491201446779719e+00, 2.374101535406394792e+00, 2.162267518505921693e+00, 2.575773878121885296e+00
1.913000000000000000e+03, 2.480383257336959080e+00, 1.756820744924768363e+00, 2.080948604168175287e+00, 2.202351452086742878e+00, 1.983965397121829399e+00, 2.106066094520918419e+00, 2.011219169443675181e+00, 1.918044127357947382e+00, 2.305844929411889233e+00, 2.032493901802190361e+00, 2.412914769133990944e+00, 2.584548449036367490e+00, 1.831960405318813212e+00, 2.483399527611272806e+00, 2.246915557896332682e+00, 2.504000999573677166e+00
1.914000000000000000e+03, 2.540561295853195123e+00, 1.985536949104731885e+00, 1.918527772428644695e+00, 1.929389234556443844e+00, 1.914334235845163601e+00, 2.058573583003425966e+00, 2.072891325754872671e+00, 2.099307509060314381e+00, 2.304640944743209463e+00, 1.992088470953231161e+00, 2.264455716774621319e+00, 2.473468324574827903e+00, 1.748000484573311253e+00, 2.385958100741250920e+00, 2.157016527758549351e+00, 2.517401263377434972e+00
1.915000000000000000e+03, 2.506484081610791836e+00, 1.822525394797673837e+00, 2.012719299600327805e+00, 2.153831308627339514e+00, 2.013051663691596715e+00, 1.972186590499786618e+00, 2.167862682132110308e+00, 2.213200578506620442e+00, 2.108076320630592360e+00, 1.947893904255566078e+00, 2.246172479612089656e+00, 2.408424934739407330e+00, 2.109305272574503398e+00, 2.646655546670668269e+00, 2.201711719758221886e+00, 2.421148197527117851e+00
1.916000000000000000e+03, 2.420662365014263795e+00, 1.735288987389020932e+00, 2.073659011924339879e+00, 2.226105368699176523e+00, 1.978462970976106572e+00, 2.082824464899559302e+00, 2.244013975939376682e+00, 2.044236549886369048e+00, 2.103293872164828660e+00, 1.850821780623580048e+00, 2.422750585561562531e+00, 2.473074794178149016e+00, 2.152931950071384826e+00, 2.379343482530381415e+00, 2.301317870013575018e+00, 2.188956363229680679e+00
1.917000000000000000e+03, 2.346323245489536635e+00, 2.014703750779671232e+00, 1.989823513234249885e+00, 2.004530170251101140e+00, 1.838855120161938084e+00, 2.108699877623988250e+00, 2.027511316914451633e+00, 2.120737728236152364e+00, 2.164350312202657722e+00, 1.987636998793382626e+00, 2.631063892075675259e+00, 2.323195459974424892e+00, 2.125246604155366814e+00, 2.435421280809260125e+00, 2.349027407324535854e+00, 2.401707112894950313e+00
1.918000000000000000e+03, 2.561533506484983569e+00, 1.794055299891725852e+00, 2.024304283195111243e+00, 2.171299927647924122e+00, 1.916978369639673829e+00, 1.983853854195970268e+00, 2.143070839885280243e+00, 1.895480749657443287e+00, 2.273761451068518014e+00, 1.951711071985974488e+00, 2.244132677522058028e+00, 2.608940666603888126e+00, 2.006062947499250626e+00, 2.502464383939010162e+00, 2.164665925739881924e+00, 2.347213379566499558e+00
1.919000000000000000e+03, 2.374337936320809028e+00, 1.896657247316742900e+00, 2.081335260230572803e+00, 2.153668338666855142e+00, 1.865523063175339002e+00, 1.947821198396008535e+00, 1.964054171128331916e+00, 2.019248771341521920e+00, 2.044734601423684239e+00, 1.728632117461763151e+00, 2.433586724326434414e+00, 2.422915490806559990e+00, 2.110157578489787689e+00, 2.514325049372842180e+00, 2.232500937980775646e+00, 2.552804398029532962e+00
1.920000000000000000e+03, 2.390777898219888620e+00, 1.885514937043374140e+00, 1.902600840937283877e+00, 2.048775630206575826e+00, 2.009782417267025334e+00, 1.720977019407693653e+00, 2.088168037156659107e+00, 1.922920024937669670e+00, 2.462963452074671711e+00, 1.784791949671630906e+00, 2.333499736145084213e+00, 2.365313885732374555e+00, 1.947236955808345327e+00, 2.472223574953287706e+00, 2.071485961051817259e+00, 2.672582456982145249e+00
1.921000000000000000e+03, 2.653476215028875096e+00, 1.851650753619771050e+00, 2.042566805573915900e+00, 2.102679956603381140e+00, 2.024928198964915715e+00, 2.014457773465252899e+00, 2.191504210400785801e+00, 2.031397760151619991e+00, 2.188252087672609036e+00, 1.918591947867805070e+00, 2.636997272811450799e+00, 2.607586057287124781e+00, 2.120643063168240250e+00, 2.545486584961688337e+00, 2.222464043352978091e+00, 2.313560485501448216e+00
1.922000000000000000e+03, 2.525984190327109413e+00, 1.737770307740942766e+00, 1.973437206581873493e+00, 2.083195764794407268e+00, 1.916149597706419350e+00, 2.053227185073375427e+00, 2.026315979484105245e+00, 1.771430253341659711e+00, 2.099345139077277711e+00, 2.008656818554907186e+00, 2.347924274331130601e+00, 2.555803606609603484e+00, 2.031759127971302537e+00, 2.363330893869129756e+00, 2.217157371698977641e+00, 2.480524970682274510e+00
1.923000000000000000e+03, 2.586594797662036260e+00, 1.982867334562055550e+00, 1.894495797760834987e+00, 2.170121659914529211e+00, 2.014944049755280187e+00, 1.971354315904823462e+00, 2.161408505204615693e+00, 2.313451425153689733e+00, 2.191458629989525342e+00, 2.016315749190332074e+00, 2.501079293586507379e+00, 2.408699842524929302e+00, 1.985666524616785722e+00, 2.350404923906348920e+00, 2.165848657514676479e+00, 2.349225021160170623e+00
1.924000000000000000e+03, 2.501890565920312781e+00, 1.702276524005773339e+00, 1.988399072370725662e+00, 2.030889483990446998e+00, 1.989679305202180615e+00, 2.015998188403075986e+00, 1.940960978083408284e+00, 2.418269900400663808e+00, 2.160802814411471928e+00, 2.018187002985232681e+00, 2.519528398468402486e+00, 2.371900190618533077e+00, 2.173890466046092040e+00, 2.430417922826424881e+00, 1.985253305183797501e+00, 2.357687356488444408e+00
1.925000000000000000e+03, 2.385791459469443598e+00, 1.988031471647597748e+00, 1.863138112708303762e+00, 2.117427020803965387e+00, 2.025249484793243848e+00, 1.999017289837686562e+00, 1.870982633685103202e+00, 2.097828879331865348e+00, 2.224445604963966261e+00, 2.055707087736593941e+00, 2.376571607198865177e+00, 2.490273017545955536e+00, 2.171276365529099195e+00, 2.408320176889322983e+00, 2.130601183535351328e+00, 2.333471267793704840e+00
1.926000000000000000e+03, 2.354342770706371546e+00, 1.882646945644396608e+00, 1.981791601029903038e+00, 1.991569615760887313e+00, 1.997678940365459122e+00, 1.999166366047119503e+00, 2.030814394498347664e+00, 2.002696232687033007e+00, 1.993398781685947307e+00, 2.034316591959347775e+00, 2.626377819814309067e+00, 2.337238912587559891e+00, 2.109018234844187045e+00, 2.285612320167619949e+00, 1.969760004932441522e+00, 2.585208418360819493e+00
1.927000000000000000e+03, 2.568330646202256595e+00, 1.961155038637174330e+00, 2.005635900776064684e+00, 2.004872642079708278e+00, 1.902562242822713356e+00, 2.099713339448632254e+00, 2.115954902988450570e+00, 2.321196802459296826e+00, 2.196814844082459306e+00, 1.850303301559296232e+00, 2.206643086634514805e+00, 2.518657457035596625e+00, 2.038561675403641971e+00, 2.386206654245700776e+00, 2.075354776125976741e+00, 2.569657544954837114e+00
1.928000000000000000e+03, 2.389363543181206584e+00, 1.919958338621459815e+00, 1.702720892246453177e+00, 2.089515620258018735e+00, 1.857144232638505699e+00, 2.010565637923660720e+00, 2.004490781379427933e+00, 2.178916068282507723e+00, 2.164307947628743456e+00, 1.990260758542401476e+00, 2.313122123625844129e+00, 2.539176634762796425e+00, 2.181133577340426566e+00, 2.413981296906734464e+00, 2.141811250699902303e+00, 2.457553828575174570e+00
1.929000000000000000e+03, 2.542182652426391964e+00, 1.809440537644456448e+00, 2.103455541568634235e+00, 1.964936110399299052e+00, 2.065272535745050764e+00, 2.131874234107166810e+00, 1.992919153628429418e+00, 2.232019918616148235e+00, 2.268890952011651585e+00, 2.002255945219331590e+00, 2.531786013352649967e+00, 2.594754398196070788e+00, 1.913079748936236113e+00, 2.285682059168411051e+00, 1.985982511431207742e+00, 2.312352062575727452e+00
1.930000000000000000e+03, 2.396821837905781294e+00, 1.838246417028895241e+00, 2.071032286766759878e+00, 2.058539850976693675e+00, 2.003673889905003946e+00, 2.127077999929418706e+00, 2.029471837883924490e+00, 2.052617861236295305e+00, 2.167212104346162072e+00, 1.970863909056958629e+00, 2.380887761020655358e+00, 2.463690372078055635e+00, 2.059597625445178437e+00, 2.446958187384110417e+00, 2.088111143692771954e+00, 2.590808181404540722e+00
1.931000000000000000e+03, 2.572328290815957708e+00, 1.805175481536169357e+00, 2.058155961096955977e+00, 1.895362036179944143e+00, 1.883713016800326878e+00, 2.119627980752066154e+00, 2.265934163069295959e+00, 2.072970210502790067e+00, 2.027785557953826867e+00, 1.975173807173499441e+00, 2.457966541581643405e+00, 2.437148618253023979e+00, 1.951841234816486859e+00, 2.496861116007121240e+00, 2.173675163192835935e+00, 2.329628594929797014e+00
1.932000000000000000e+03, 2.597861428210645141e+00, 1.938331003975935829e+00, 1.747986349344922807e+00, 2.241095440667143279e+00, 1.888803378746069628e+00, 2.115546718544703442e+00, 2.083772425772684844e+00, 2.167912297765235419e+00, 2.399261941460558489e+00, 1.957128174765821349e+00, 2.505184239369409926e+00, 2.396657654330973219e+00, 1.893836940897362098e+00, 2.484792046302225277e+00, 1.993612041513260991e+00, 2.576837601286799284e+00
1.933000000000000000e+03, 2.325385263874535813e+00, 1.939452251992470178e+00, 2.200951008428381428e+00, 2.084119750153143436e+00, 1.860639168263299892e+00, 2.110176974279843964e+00, 2.114809835471467281e+00, 2.251917067690343721e+00, 2.157709678068526316e+00, 1.813630702551355833e+00, 2.287617185392024410e+00, 2.520309599168168546e+00, 2.008636194653845131e+00, 2.495368818604221772e+00, 1.880713458239988256e+00, 2.379573990493459412e+00
1.934000000000000000e+03, 2.183209814477157007e+00, 1.796859212650067539e+00, 2.061039021287027317e+00, 2.174440401873406703e+00, 2.114879344089999780e+00, 2.062720438985450766e+00, 1.998498757952273941e+00, 2.224263070647754859e+00, 2.410210353618546186e+00, 1.899302789696062366e+00, 2.441963023735045812e+00, 2.597864459167813500e+00, 2.081195061217980147e+00, 2.219931492738335788e+00, 2.178448710253479081e+00, 2.326070385805445451e+00
1.935000000000000000e+03, 2.483346666621799592e+00, 1.785367986402588203e+00, 1.974012121215190874e+00, 2.151419322380626831e+00, 2.048805539794842367e+00, 2.039055600488765663e+00, 2.072541280559935029e+00, 2.048091687547145767e+00, 2.186640466567544738e+00, 2.087895782594480387e+00, 2.218600870274811232e+00, 2.556735261256997127e+00, 1.948943495445362162e+00, 2.154845985049735457e+00, 2.308456263369767836e+00, 2.338378242257873829e+00
1.936000000000000000e+03, 2.475693653219697588e+00, 1.868546244724909711e+00, 1.991702864437070009e+00, 2.088670593626670069e+00, 1.843987391718377333e+00, 2.066611120127210821e+00, 2.053060905999379848e+00, 2.187531095835903550e+00, 2.109150850127627486e+00, 1.888422209538521468e+00, 2.399281566222138284e+00, 2.628658098399085485e+00, 1.987800488604656080e+00, 2.478374664488482981e+00, 1.954290780720028708e+00, 2.519383891926141317e+00
1.937000000000000000e+03, 2.449606351346055533e+00, 1.707156951999544425e+00, 1.830809004903222403e+00, 1.998648929586574363e+00, 1.800865836165761902e+00, 2.098770729808456803e+00, 2.053177185879691891e+00, 2.069150251326178136e+00, 2.188531142936243512e+00, 1.891765548838747923e+00, 2.204926062439181322e+00, 2.439316242843063698e+00, 1.957142725166806319e+00, 2.341048609537291103e+00, 1.994644050285374393e+00, 2.280093361761833748e+00
1.938000000000000000e+03, 2.344932954107793233e+00, 1.782178664225095188e+00, 1.889628841077749088e+00, 1.885076948933924079e+00, 2.043896897897053311e+00, 2.075004819548550206e+00, 2.011211817419077619e+00, 2.114106285964804322e+00, 2.057628983698517544e+00, 1.870456271957771754e+00, 2.366142854137976759e+00, 2.479520158227242810e+00, 1.911931374729454847e+00, 2.346552002108170054e+00, 1.996987657276986905e+00, 2.410264690141853627e+00
1.939000000000000000e+03, 2.474299874719583237e+00, 1.831195247165312345e+00, 1.957759710452711577e+00, 2.153013367258422406e+00, 1.900458406733723793e+00, 2.145890077357917036e+00, 2.140934734369213110e+00, 2.261923028219066989e+00, 2.054053193751023354e+00, 1.903570338671029871e+00, 2.498898933332951877e+00, 2.544146841496905953e+00, 2.100875852049195469e+00, 2.340804826715973341e+00, 1.934816932079105767e+00, 2.178109744914994206e+00
1.940000000000000000e+03, 2.443371741210556447e+00, 1.947025809668831542e+00, 2.055552066548377521e+00, 2.097553454305070009e+00, 1.926231927125221066e+00, 1.988277130478010468e+00, 2.112779016822732725e+00, 2.291153820211010217e+00, 2.181411825956684147e+00, 2.180779076724741472e+00, 2.247613453147669471e+00, 2.623099360466443652e+00, 2.139809337962264912e+00, 2.475052499937672845e+00, 2.057648156470595957e+00, 2.322935225110877244e+00
1.941000000000000000e+03, 2.456225317359819638e+00, 1.825379419618977206e+00, 2.201775415217928522e+00, 2.061791098729324201e+00, 1.891380651090302178e+00, 2.086901425061953752e+00, 2.131796056652022653e+00, 2.045117232457902556e+00, 2.222853068952685973e+00, 2.096381220701838632e+00, 2.385358866990523019e+00, 2.350082525349735274e+00, 2.091933449465696260e+00, 2.446001269362306108e+00, 2.282410946078676783e+00, 2.362918386406383409e+00
1.942000000000000000e+03, 2.326638019691436021e+00, 1.864380905850288039e+00, 1.983188281941206110e+00, 2.172724544248934020e+00, 1.790604952774334624e+00, 2.051260118640373609e+00, 2.248302568714312777e+00, 2.051919772452553747e+00, 2.359135054537034204e+00, 1.868524260361750899e+00, 2.457137486369332713e+00, 2.515559972641086883e+00, 1.891886842784158640e+00, 2.299087487472445623e+00, 2.265484297163034899e+00, 2.498435634507979231e+00
1.943000000000000000e+03, 2.517526136770569689e+00, 1.894179642667529251e+00, 1.956599529818952909e+00, 2.103178707127220104e+00, 1.917722780846608188e+00, 2.272847000549531593e+00, 2.209677158913978090e+00, 1.964412761609342306e+00, 2.295256543928958504e+00, 1.851725958906011105e+00, 2.291347614753078687e+00, 2.258954315108770761e+00, 2.028213907365425062e+00, 2.393686212957999881e+00, 2.040774060751880281e+00, 2.283722084310764178e+00
1.944000000000000000e+03, 2.433896894028521718e+00, 1.840587737391894629e+00, 1.918028946589865669e+00, 2.201377483261833135e+00, 1.925973830232822204e+00, 1.874636794012789709e+00, 2.343635437011229339e+00, 2.087134584021935080e+00, 2.224862541346742884e+00, 2.063632354702037208e+00, 2.532266743838489820e+00, 2.561741083713790612e+00, 2.016659665911519017e+00, 2.588183006381505891e+00, 2.078980687390215021e+00, 2.451622823293644338e+00
1.945000000000000000e+03, 2.406043693048881327e+00, 1.834576094685067327e+00, 1.877890041788138120e+00, 2.081156610598593470e+00, 1.692702600836939020e+00, 1.929282161105106530e+00, 2.249856390582100296e+00, 2.025650966264400665e+00, 1.964815451392633472e+00, 1.953718819458565736e+00, 2.157668386550415818e+00, 2.596781519125591409e+00, 2.027084165114135139e+00, 2.572388001782762057e+00, 2.137924727649154200e+00, 2.566796871911581679e+00
1.946000000000000000e+03, 2.510296950582492581e+00, 1.974465286191719349e+00, 2.061304392556785992e+00, 2.060647182306764691e+00, 2.150028215394677922e+00, 1.957027837602022036e+00, 2.213423230695578781e+00, 2.041430447541527027e+00, 2.235313238726183371e+00, 1.677891786326758838e+00, 2.327344525047731594e+00, 2.448188480703174630e+00, 1.981559196020030056e+00, 2.447638123372968266e+00, 2.305230336206116171e+00, 2.350722776882498088e+00
1.947000000000000000e+03, 2.479792636444645204e+00, 1.849990069156044248e+00, 1.753008602292523532e+00, 2.087671944395603774e+00, 1.974146680598705350e+00, 2.101118295362295108e+00, 2.039045444341903046e+00, 2.227599551156226987e+00, 2.218337911248044136e+00, 2.035983684242197889e+00, 2.515628984730079232e+00, 2.560990869362802069e+00, 2.186406495842891040e+00, 2.468504717827406658e+00, 2.280871944570769916e+00, 2.499340557758281900e+00
1.948000000000000000e+03, 2.552363755733717099e+00, 1.978511037052676169e+00, 1.909485771145763344e+00, 2.260274131297935973e+00, 1.961190262076011104e+00, 2.104778162536339092e+00, 2.103672962834211457e+00, 2.374807756077532694e+00, 2.235776852239346191e+00, 1.764206405726143290e+00, 2.268702457345404877e+00, 2.577710827644173808e+00, 2.071608812340987704e+00, 2.440138617938828247e+00, 2.252190504226813328e+00, 2.275583894031187437e+00
1.949000000000000000e+03, 2.347657443339950856e+00, 1.943594871694878989e+00, 1.863801087616894225e+00, 2.159360577415923022e+00, 2.009958843034772347e+00, 1.988867155338813975e+00, 2.052550091728699844e+00, 2.164091702829763264e+00, 2.373896647767426593e+00, 1.851286579544213939e+00, 2.242280682330991759e+00, 2.479671509777789051e+00, 2.046217170275606900e+00, 2.523179164401122776e+00, 2.157064621550478289e+00, 2.412013798168956669e+00
1.950000000000000000e+03, 2.536561573091333344e+00, 1.901428525476197562e+00, 1.906259253956600119e+00, 1.720478109026855051e+00, 2.035459233361639253e+00, 2.032338125720240640e+00, 2.049904164756319425e+00, 2.104720224692573805e+00, 2.017848109107767129e+00, 1.959089378568261264e+00, 2.425317891708071993e+00, 2.566389741227169896e+00, 1.937181085951982240e+00, 2.415209895940556795e+00, 2.088964852620324386e+00, 2.596034239365923479e+00
1.951000000000000000e+03, 2.495240687556786519e+00, 1.782250331501825213e+00, 1.992779500309034502e+00, 2.067382842160799594e+00, 1.886188031537214371e+00, 2.100115294696583756e+00, 2.194109341449795192e+00, 2.015945409491051166e+00, 2.064715605467877690e+00, 1.784373801994589170e+00, 2.472350726348297556e+00, 2.444942291029833736e+00, 2.066613635454428888e+00, 2.344113952476690965e+00, 2.114199204933386866e+00, 2.311116782006865655e+00
1.952000000000000000e+03, 2.312423306281825131e+00, 1.893130389173823813e+00, 1.836935494035018879e+00, 1.987258433107317979e+00, 2.053183736674162319e+00, 2.223646823953721263e+00, 2.205859614633166377e+00, 2.086602862612780385e+00, 2.135363491466837349e+00, 1.804461946602140987e+00, 2.251800679526084537e+00, 2.517991383598582988e+00, 2.060869588044606182e+00, 2.430310897041158213e+00, 2.177138023031942815e+00, 2.280419959374131000e+00
1.953000000000000000e+03, 2.532299281414631675e+00, 1.724567812745093853e+00, 1.975802895374636270e+00, 2.055478015717855822e+00, 1.918366945336474672e+00, 2.210764250836357192e+00, 1.983541288528032798e+00, 1.995196287101875354e+00, 2.318111250459935491e+00, 1.991157695763283719e+00, 2.345133622997574108e+00, 2.385271478392296807e+00, 2.096421621137825930e+00, 2.590982258757868362e+00, 2.056379702161402534e+00, 2.663704069416775955e+00
1.954000000000000000e+03, 2.388342597539132584e+00, 1.941018872647881865e+00, 1.840767256675802654e+00, 2.209334989024215545e+00, 1.830673545292345272e+00, 2.032081940219904848e+00, 1.923305510657419504e+00, 2.042251179600787392e+00, 2.497688821996127739e+00, 1.869684418621774702e+00, 2.210160422911453537e+00, 2.594411625340697469e+00, 1.928672231694525063e+00, 2.448815018911844721e+00, 1.935262319532416120e+00, 2.530473945953402914e+00
1.955000000000000000e+03, 2.383174097573824923e+00, 1.920582264305356723e+00, 2.048793413106425376e+00, 2.087264959972054967e+00, 2.031589928964263159e+00, 1.808404600827972608e+00, 2.192781448278703582e+00, 1.979740698891599093e+00, 2.216527353246921184e+00, 2.028238940869380169e+00, 2.488056847492694512e+00, 2.384984863278394318e+00, 2.112195570199113970e+00, 2.550079577299731781e+00, 2.181781369742628929e+00, 2.291847087430928465e+00
1.956000000000000000e+03, 2.229724658726504494e+00, 1.828051705922200565e+00, 1.976053159107858281e+00, 2.287434317668915362e+00, 1.927984077354855996e+00, 2.009159901041308149e+00, 2.128356736105264435e+00, 2.146324477948462928e+00, 1.937425839877078726e+00, 1.707758405269200086e+00, 2.410754319796475809e+00, 2.558825251622974140e+00, 2.218139100034626665e+00, 2.424056689123859076e+00, 1.947681103602703079e+00, 2.284923064322549546e+00
1.957000000000000000e+03, 2.520439522389629872e+00, 1.718094166020840419e+00, 1.990171328744246626e+00, 2.170254949489910157e+00, 1.941990945279156167e+00, 2.104030002842796954e+00, 2.090839564564938691e+00, 2.164511933164275259e+00, 2.213969990084843076e+00, 1.895893829879612191e+00, 2.311624817719697411e+00, 2.551391020138442212e+00, 1.965550327642390238e+00, 2.323607806434599965e+00, 2.152004209828147996e+00, 2.433782688513295156e+00
1.958000000000000000e+03, 2.297742269594687858e+00, 1.872029845947894788e+00, 2.082094302314935419e+00, 2.074213158999827833e+00, 2.167647284626891047e+00, 2.045719070684207441e+00, 2.013613870289471919e+00, 2.139360383048695802e+00, 2.144186241493093004e+00, 2.011931160864405488e+00, 2.189593811174184612e+00, 2.729486250472169750e+00, 1.749572141800383562e+00, 2.389299332846878787e+00, 1.984052727935949667e+00, 2.326652870629108083e+00
1.959000000000000000e+03, 2.534232282137877768e+00, 1.995846433827320299e+00, 2.019517089097763396e+00, 1.918536226243007237e+00, 1.869116722076470172e+00, 1.867740867523262738e+00, 1.998690192122235754e+00, 2.089885161880857822e+00, 2.201288790625299363e+00, 1.989761855232703880e+00, 2.352996109918651602e+00, 2.540973734739750967e+00, 1.904312932338614761e+00, 2.470539522913419272e+00, 2.267755129063061759e+00, 2.289459891149451032e+00
1.960000000000000000e+03, 2.418533300548681098e+00, 1.995461726327346641e+00, 2.052574390478651090e+00, 2.146915987377420620e+00, 1.948539850107052329e+00, 2.029070738090231085e+00, 2.095307849517431542e+00, 2.050694735419022141e+00, 2.341504483388805014e+00, 1.934655397322701642e+00, 2.320948756183478512e+00, 2.347771426906022807e+00, 2.246088733905251988e+00, 2.510063189208634249e+00, 1.979136273400867507e+00, 2.198127645507286676e+00
1.961000000000000000e+03, 2.370430620186123161e+00, 1.797029587877736923e+00, 1.944275879699713494e+00, 2.090853977456251123e+00, 1.835074638039524197e+00, 2.007307176063198195e+00, 1.926658732357173109e+00, 2.077953715893504860e+00, 2.301055005567181677e+00, 1.912071194739774604e+00, 2.152951843804292054e+00, 2.608941668044582496e+00, 1.911568114794063744e+00, 2.585201434562919509e+00, 2.118047457522236776e+00, 2.512509260682420198e+00
1.962000000000000000e+03, 2.384426921211286299e+00, 1.779998125520827923e+00, 1.869320215727512169e+00, 2.221146428786275440e+00, 2.077765526545480856e+00, 1.948476953285133373e+00, 2.114042264422073103e+00, 2.301684556868528464e+00, 2.142861738451562470e+00, 1.763493480382169132e+00, 2.474288268881973174e+00, 2.576412558952043685e+00, 1.866129541073609621e+00, 2.364760863754990172e+00, 1.898447323472182147e+00, 2.598744250761109598e+00
1.963000000000000000e+03, 2.393083731150496885e+00, 1.791869132273721021e+00, 1.967898452219212446e+00, 2.234297193270984305e+00, 1.820893951307815506e+00, 2.076149579240715415e+00, 2.312969880250566046e+00, 2.114236471977143150e+00, 2.139535052297846018e+00, 1.901872042047777933e+00, 2.424403711782471493e+00, 2.493774328037952959e+00, 1.989703525636953962e+00, 2.377890669628881515e+00, 2.190992390301782944e+00, 2.299580853198849528e+00
1.964000000000000000e+03, 2.389009750583433345e+00, 1.745821380689477786e+00, 1.883385798123895061e+00, 2.134780217988083262e+00, 1.849285262368753902e+00, 1.968997573843298099e+00, 2.112371962418457372e+00, 2.223795706572596842e+00, 2.024794009664304895e+00, 1.856347416185559096e+00, 2.319110693827206138e+00, 2.465507602737687431e+00, 2.135117454674869020e+00, 2.348838868900949173e+00, 2.210201470907129373e+00, 2.346144472345523369e+00
1.965000000000000000e+03, 2.277008808432776643e+00, 1.778879677694091166e+00, 1.944503097091827559e+00, 2.046228975547333295e+00, 1.880106507921832648e+00, 2.206145233237708059e+00, 1.934797980840622822e+00, 2.143872235872983811e+00, 2.303224313996457440e+00, 2.055387942038703120e+00, 2.200695770607610680e+00, 2.543334463123468669e+00, 2.094184556034076383e+00, 2.503776683957572580e+00, 2.061228298572574502e+00, 2.475979233669504787e+00
1.966000000000000000e+03, 2.451843084939960171e+00, 1.795102237402325329e+00, 1.758786619986588917e+00, 2.245315830820324710e+00, 1.934953539612048301e+00, 1.899110640395858640e+00, 2.081693386227493558e+00, 2.079004299314541893e+00, 2.118487407697767111e+00, 1.907419457151021902e+00, 2.427745645719276091e+00, 2.221724006709587140e+00, 1.978280325964585362e+00, 2.499813462977619860e+00, 1.971229058176484639e+00, 2.608573420712577473e+00
1.967000000000000000e+03, 2.173588087872168728e+00, 1.798202036611274535e+00, 1.888481187283721052e+00, 1.990069401962084372e+00, 1.848618062257995076e+00, 1.991156869698121445e+00, 2.108825200750741757e+00, 2.172318075958570738e+00, 2.053301469504443144e+00, 1.861171109829466097e+00, 2.419650807664003533e+00, 2.720025822494875012e+00, 2.002209556393636181e+00, 2.426123255196226847e+00, 1.897750540389279150e+00, 2.580147596334608107e+00
1.968000000000000000e+03, 2.178813262026303654e+00, 1.933224909806748881e+00, 1.941970266254736011e+00, 1.875283321909388068e+00, 1.889524325131910931e+00, 2.092598039975812174e+00, 2.133592583021075129e+00, 2.063786995237603339e+00, 2.229789895332010108e+00, 1.881200561769670765e+00, 2.311664383925850164e+00, 2.706124366999342001e+00, 2.004971139542456982e+00, 2.341039371141929948e+00, 2.063614410111415332e+00, 2.412084632337973211e+00
1.969000000000000000e+03, 2.367078570364742784e+00, 1.796841526487815033e+00, 1.855104607731404620e+00, 1.970291659772170245e+00, 1.872463337936548511e+00, 2.229423654075318062e+00, 1.924171249194047029e+00, 2.176809886211847456e+00, 2.207724149968451677e+00, 2.045679907148492571e+00, 2.544367616089448170e+00, 2.440577382277888674e+00, 2.004855660202123246e+00, 2.499810116662191106e+00, 2.212052204337968231e+00, 2.433819275481668321e+00
1.970000000000000000e+03, 2.498725137450420242e+00, 1.893957869222731905e+00, 1.906077977601495110e+00, 2.020898700315518770e+00, 1.854571048160430502e+00, 1.782815110715312068e+00, 1.942370926492986261e+00, 2.232265515158082803e+00, 1.996504328989140875e+00, 1.915316592122488837e+00, 2.532355980283612862e+00, 2.591751543217256870e+00, 1.945973185410058148e+00, 2.439035738255373786e+00, 2.165405025275919826e+00, 2.431938676268927235e+00
1.971000000000000000e+03, 2.442969834413359020e+00, 1.614296503154644569e+00, 1.876766603322360449e+00, 2.001153064898396838e+00, 1.918728843337950130e+00, 2.075302280817346912e+00, 1.851349926001716995e+00, 2.239580146486727763e+00, 2.167264731034837411e+00, 1.911020069172257418e+00, 2.397858383709303265e+00, 2.520230209017508383e+00, 1.897291256588669262e+00, 2.354378781916157681e+00, 2.116029327341228949e+00, 2.441691952882028005e+00
