year, IPSL-CM6A-LR, MPI-ESM1-2-LR, MIROC-ES2L, CESM2-WACCM, CNRM-ESM2-1, ACCESS-ESM1-5, UKESM1-0-LL, CMCC-ESM2
1.967000000000000000e+03, 2.669508419721485197e-09, 1.537348008158039896e-09, 1.755092676293013796e-09, 9.205312951982890521e-10, 4.827478629236729310e-11, 3.540695069630036797e-11, 1.388259564229332277e-12, 1.378400226888220783e-10
1.968000000000000000e+03, 2.701206335668722929e-09, 1.598942215356609251e-09, 1.766107455401931144e-09, 1.043780293669012068e-09, 4.030432935090605258e-11, 3.413734411460249680e-11, 1.247825979968194428e-12, 1.379738463614160959e-10
1.969000000000000000e+03, 2.498496919618405801e-09, 1.562060393008371062e-09, 1.777949233049239335e-09, 1.158701892232382508e-09, 3.248101666239847868e-11, 3.298326881171100863e-11, 1.136541699152878896e-12, 1.381403535958549959e-10
1.970000000000000000e+03, 2.841661408770230337e-09, 1.521768274830942767e-09, 1.802234132971504162e-09, 1.083695353662781661e-09, 2.471734427382990356e-11, 3.205624535936391980e-11, 1.062459001010814231e-12, 1.384435126706881223e-10
1.971000000000000000e+03, 2.702821804314110579e-09, 1.540888847375140939e-09, 1.835310002104292826e-09, 1.177579497314123072e-09, 2.420613697616283819e-11, 3.029417442458868573e-11, 9.926398512664529113e-13, 1.397403061288747225e-10
1.972000000000000000e+03, 2.642546987858590458e-09, 1.557448495571965666e-09, 1.839857055849186621e-09, 1.269250534232639994e-09, 2.340750563760095622e-11, 2.906064793012464500e-11, 9.028400326604283039e-13, 1.418037701989978733e-10
1.973000000000000000e+03, 2.835345374802295055e-09, 1.634657286455581888e-09, 1.845557562713153518e-09, 1.261269887924124342e-09, 2.259663811652544280e-11, 2.806054462574215362e-11, 8.251704554540965159e-13, 1.432047248707568948e-10
1.974000000000000000e+03, 2.536542126322354363e-09, 1.643576440038193087e-09, 1.864329111208530601e-09, 1.328560769570192123e-09, 2.179297420909048974e-11, 2.720329312573584893e-11, 7.734610019001616900e-13, 1.440987665590533229e-10
1.975000000000000000e+03, 2.362688586397374034e-09, 1.618856549203434860e-09, 1.877530791243370160e-09, 1.132503915522276188e-09, 2.098764589562689461e-11, 2.647700469838989118e-11, 7.023477352382551949e-13, 1.454972362144885749e-10
1.976000000000000000e+03, 2.641231008119430664e-09, 1.557596511158946049e-09, 1.885230354375289360e-09, 1.223072572449492382e-09, 2.014385669197396130e-11, 2.576112603083210137e-11, 6.702166753001039382e-13, 1.460582912444556135e-10
1.977000000000000000e+03, 2.516658286197970096e-09, 1.562924595440331931e-09, 1.887688770383383142e-09, 1.342431179978702549e-09, 1.929529093952981722e-11, 2.510814551549877654e-11, 6.428418275884646845e-13, 1.457337774715512393e-10
1.978000000000000000e+03, 2.622333736378846153e-09, 1.595546133385566560e-09, 1.901608342157188252e-09, 1.294528929418558272e-09, 1.846145962965032394e-11, 2.450553515975919706e-11, 6.163990071927884036e-13, 1.450855748741390913e-10
1.979000000000000000e+03, 2.549611790331873712e-09, 1.566187151239800499e-09, 1.915332031345727719e-09, 1.567015755145256476e-09, 1.763437504699454769e-11, 2.395049708763324082e-11, 5.965400817351495548e-13, 1.444754439587740502e-10
1.980000000000000000e+03, 2.753008194171290460e-09, 1.548592923278665504e-09, 1.936076987002228628e-09, 1.675800738918638915e-09, 1.685055915444342034e-11, 2.344169488698382642e-11, 5.202189461798373694e-13, 1.451869039467703471e-10
1.981000000000000000e+03, 2.888050130245482524e-09, 1.647110159624619236e-09, 1.967189323443768347e-09, 1.719900568015815479e-09, 1.632245344998747047e-11, 2.251983263587741827e-11, 4.405085927756214303e-13, 1.467271215051469013e-10
1.982000000000000000e+03, 2.653019739782801071e-09, 1.710243465079682834e-09, 2.010032660693384765e-09, 1.671354762357453921e-09, 1.558289086672091581e-11, 2.188298506583133443e-11, 4.152487049707361860e-13, 1.480846008977718313e-10
1.983000000000000000e+03, 2.471190300170680568e-09, 1.684450009489631581e-09, 2.025093323047868963e-09, 1.611532229731469178e-09, 1.483523127694962423e-11, 2.136473160704394264e-11, 3.987502465979910599e-13, 1.488460017067699408e-10
1.984000000000000000e+03, 2.628543315409660046e-09, 1.653331942261426880e-09, 2.034584067887026634e-09, 1.862174902386430235e-09, 1.411295770215545815e-11, 2.091159475705686852e-11, 3.721745022171313547e-13, 1.493729061103578951e-10
1.985000000000000000e+03, 2.489793085064806636e-09, 1.617698998178723859e-09, 2.041130845493313873e-09, 1.805190829820076454e-09, 1.337275522107445419e-11, 2.050330538004167831e-11, 3.445619633369677081e-13, 1.503730652699470829e-10
1.986000000000000000e+03, 2.692157140574957957e-09, 1.568763574253927312e-09, 2.046823865531995753e-09, 1.721127067217608239e-09, 1.262770820330268449e-11, 2.012226040501139635e-11, 3.329996817414623256e-13, 1.514335739428897663e-10
1.987000000000000000e+03, 2.855190379450240026e-09, 1.525309294385765705e-09, 2.053317887942631426e-09, 1.636781581703051573e-09, 1.188212564247212923e-11, 1.976924836050514921e-11, 2.998633907574047721e-13, 1.522514017633496101e-10
1.988000000000000000e+03, 2.727562487826894546e-09, 1.608844725116585995e-09, 2.071557996885486750e-09, 1.679451059873306322e-09, 1.112247034190320938e-11, 1.944100818748866377e-11, 2.689203585618050049e-13, 1.529923217914682483e-10
1.989000000000000000e+03, 2.826268573446873649e-09, 1.644359231274472510e-09, 2.076271330946105028e-09, 1.580567499100963946e-09, 1.037592536963545257e-11, 1.914526576969353747e-11, 2.611812894160226664e-13, 1.543086361691032945e-10
1.990000000000000000e+03, 3.165307265818554999e-09, 1.641597502579313373e-09, 2.086095796438545715e-09, 1.488495894203624000e-09, 9.619385726809775685e-12, 1.884087956770531162e-11, 4.078885713846745811e-13, 1.565220342842002761e-10
1.991000000000000000e+03, 2.829073620104104018e-09, 1.667690869540073109e-09, 2.093873518055242848e-09, 1.496405902948148157e-09, 8.919908332408820415e-12, 2.009285220765169250e-11, 5.063522615469245093e-13, 1.586094727947486583e-10
1.992000000000000000e+03, 2.745267995055221993e-09, 1.636711000174108217e-09, 2.092347566351643237e-09, 1.657844011550176805e-09, 8.594758698001436401e-12, 2.051495991813810224e-11, 4.470227359640458250e-13, 1.586212028835355486e-10
1.993000000000000000e+03, 2.847215279103286670e-09, 1.575551544890721334e-09, 2.075622668448673650e-09, 1.635904062708117979e-09, 8.275264908884202125e-12, 2.063255923781131904e-11, 3.525554407244892771e-13, 1.570439914563500814e-10
1.994000000000000000e+03, 2.721199952519097964e-09, 1.678102714025432369e-09, 2.069971857544940403e-09, 1.574219050682913774e-09, 7.972714039164929761e-12, 2.063912168465334675e-11, 3.579997326513794000e-13, 1.556644130978287285e-10
1.995000000000000000e+03, 2.854795741950725720e-09, 1.637291801277545294e-09, 2.057847215546402409e-09, 1.442948192284287042e-09, 7.654835605986025395e-12, 2.060003452806617275e-11, 3.753807123621076886e-13, 1.554711975588599917e-10
1.996000000000000000e+03, 2.897157082561759923e-09, 1.621386064550779580e-09, 2.047569766727284517e-09, 1.430481909000631647e-09, 7.295026649462792995e-12, 2.054562257115029509e-11, 3.667274421100865991e-13, 1.568342688903479478e-10
1.997000000000000000e+03, 2.877271252084614172e-09, 1.597077417240102285e-09, 2.037602104654836808e-09, 1.500995836013887729e-09, 6.986180157632686429e-12, 2.048472752507900977e-11, 3.565456486219404685e-13, 1.578235324668177252e-10
1.998000000000000000e+03, 2.802055702731511284e-09, 1.650594864982275426e-09, 2.043481032037952893e-09, 1.497722876852627278e-09, 6.794972395198152170e-12, 2.044867024771189654e-11, 3.516408584122293646e-13, 1.586925370050918986e-10
1.999000000000000000e+03, 2.955339835391928556e-09, 1.683015652284269709e-09, 2.040358015347987565e-09, 1.587630847632714024e-09, 6.646783593740026104e-12, 2.040494858660883022e-11, 4.454807453952482144e-13, 1.600725930154241658e-10
2.000000000000000000e+03, 2.869921256142454566e-09, 1.714570767469595075e-09, 2.042864349530002445e-09, 1.459553034361790004e-09, 6.535270460726336293e-12, 2.037478850684908920e-11, 8.531627051359913989e-13, 1.615742488340836292e-10
2.001000000000000000e+03, 2.542595520174067119e-09, 1.680337866919727705e-09, 2.043144800506218320e-09, 1.375247955170588911e-09, 6.670375641469094906e-12, 3.358072062981972967e-11, 1.153224384667023649e-12, 1.644498588472447510e-10
2.002000000000000000e+03, 2.466794194388235512e-09, 1.621204539755535771e-09, 2.019641552751467358e-09, 1.349191359176538216e-09, 7.425862748203704596e-12, 3.843565666603173317e-11, 1.299420156417071925e-12, 1.668521247611427865e-10
2.003000000000000000e+03, 2.425420656803009518e-09, 1.605280284319220006e-09, 2.257046422287352042e-09, 1.252412725487289887e-09, 1.003940390107435903e-11, 4.462476728318649337e-11, 1.116037808933409151e-12, 1.683785393182960570e-10
2.004000000000000000e+03, 2.661058754921298983e-09, 1.680802200480512428e-09, 2.472338404206285040e-09, 1.433487988119000096e-09, 1.246923888570468087e-11, 4.121762809044803984e-11, 1.247501065071809632e-12, 1.728440807167704548e-10
2.005000000000000000e+03, 3.033197295664242861e-09, 1.669084705672885124e-09, 2.361766435319585928e-09, 1.241675653746450979e-09, 2.151485117864511195e-11, 6.122508493437537198e-11, 1.532085621378314983e-12, 1.769994357056594050e-10
2.006000000000000000e+03, 2.712999337476010558e-09, 1.641639049484248376e-09, 2.134055236510857736e-09, 1.260006626455003909e-09, 4.192393437718937539e-11, 8.249835518900472103e-11, 1.145685586801947224e-12, 1.805207898187427730e-10
2.007000000000000000e+03, 2.545710301537402419e-09, 1.620012928641149768e-09, 2.339287535387632939e-09, 1.423188456015112705e-09, 5.633167194261966025e-11, 5.611376711606791944e-11, 1.014152077041668818e-12, 1.828681849615173511e-10
2.008000000000000000e+03, 2.710597083995795569e-09, 1.599316013815232875e-09, 2.069087400455893497e-09, 1.511774978395556537e-09, 6.083306433171238545e-11, 6.830075579027663676e-11, 8.532093654044835582e-13, 1.850366434485296099e-10
2.009000000000000000e+03, 2.553815543605445538e-09, 1.662437105938024807e-09, 2.254759315295914482e-09, 1.397995533576958793e-09, 7.229722194568185134e-11, 4.756459445777383323e-11, 1.342946829225386226e-12, 1.882702654578973868e-10
2.010000000000000000e+03, 2.629334134281921173e-09, 1.670577536925762405e-09, 2.108356261157606835e-09, 1.274970826850614424e-09, 7.253827340696267083e-11, 1.090659762659601849e-10, 1.344382034305808074e-12, 1.888902258542223881e-10
2.011000000000000000e+03, 2.540532200419786295e-09, 1.677274069591757493e-09, 2.126029542260912468e-09, 1.309765289697826812e-09, 8.400425727385265868e-11, 7.132509614707638393e-11, 7.480625078185431329e-13, 1.891481684657518664e-10
2.012000000000000000e+03, 2.881516638216855973e-09, 1.689531983557400019e-09, 2.120569576534460276e-09, 1.469946954940346068e-09, 8.636520985928012033e-11, 6.082924930110431311e-11, 5.633806667739224165e-13, 1.903652159283535076e-10
2.013000000000000000e+03, 2.601822106706216129e-09, 1.692793179148892158e-09, 2.088623059073353973e-09, 1.529522100870030383e-09, 8.801665451393173893e-11, 7.193344742881112435e-11, 5.480491291848456312e-13, 1.918051835039866967e-10
2.014000000000000000e+03, 2.829414206210183093e-09, 1.688998215118918865e-09, 2.058120784427519883e-09, 1.690582786147481144e-09, 8.492348412205689451e-11, 6.273012862595022233e-11, 5.903536332512850147e-13, 1.933248249999062162e-10
