year, CNRM-ESM2-1, EC-Earth3-Veg, GFDL-ESM4, CMCC-CM2-SR5, IPSL-CM6A-LR, CanESM5, TaiESM1, UKESM1-0-LL, NorESM2-LM, NorESM2-MM, CESM2-WACCM, MIROC-ES2L, MPI-ESM1-2-LR, ACCESS-ESM1-5
1.920000000000000000e+03, 2.135436810785954265e+00, 1.211841278952685785e+00, 1.338100388906205751e+00, 1.868402446568852904e+00, 1.374023367324768152e+00, 3.516512276736283305e+00, 9.806694679436565032e-01, 2.201479512375909664e+00, 1.276459677234563994e+00, 1.260248770261701567e+00, 1.458325412073855132e+00, 2.264844434923160676e+00, 2.519282403793359659e+00, 2.342714941333989831e+00
1.921000000000000000e+03, 1.990978525098812568e+00, 1.190070185341085773e+00, 1.342424794061324533e+00, 1.989043274972044806e+00, 1.423733100503986826e+00, 3.484807886116137787e+00, 9.107813349522991819e-01, 2.143626687579641921e+00, 1.262046851274458037e+00, 1.389769589545812645e+00, 1.446467227157866242e+00, 2.234886532131754588e+00, 2.445584754481969103e+00, 2.324802927407864317e+00
1.922000000000000000e+03, 2.083071313285005388e+00, 1.059174872409545110e+00, 1.345078101568434104e+00, 1.878351153810734031e+00, 1.365301847383234346e+00, 3.548730946073826331e+00, 9.887088967833587150e-01, 2.098687315426330358e+00, 1.193787071138006972e+00, 1.339277792633121411e+00, 1.429571099488498476e+00, 2.292525417943485966e+00, 2.348536416063246257e+00, 2.368664028708965752e+00
1.923000000000000000e+03, 1.988946294773990875e+00, 1.064099619398898078e+00, 1.315184876510070211e+00, 1.791830527344984603e+00, 1.389987321709670098e+00, 3.299022698804034981e+00, 1.085433086283124959e+00, 2.165687649896704148e+00, 1.294257240690868116e+00, 1.192801349263767907e+00, 1.463518882552382605e+00, 2.277854712023835937e+00, 2.422036955797301605e+00, 2.317810034392201679e+00
1.924000000000000000e+03, 1.997800932661960127e+00, 1.147335591458153337e+00, 1.311295158017781848e+00, 1.791106540480533527e+00, 1.414259624395368453e+00, 3.781431172917789851e+00, 9.212280882491848955e-01, 2.136193718054275159e+00, 1.219339473402948126e+00, 1.324295598243056649e+00, 1.327340015490169556e+00, 2.281679393497662467e+00, 2.455208324747104154e+00, 2.327361606454395826e+00
1.925000000000000000e+03, 1.918460504820230339e+00, 1.205458242854591688e+00, 1.307158281181013404e+00, 1.899747699875737883e+00, 1.392170264234978916e+00, 3.753308908308097269e+00, 1.027494621980450606e+00, 2.187562206793937314e+00, 1.335578278660384921e+00, 1.262773728000349704e+00, 1.456359427596473743e+00, 2.268879872564679268e+00, 2.359752663151593044e+00, 2.420569677324624802e+00
1.926000000000000000e+03, 2.065822020348779375e+00, 1.170574182137560371e+00, 1.258988879115393589e+00, 1.850222881366941907e+00, 1.376076428913904026e+00, 3.581944781307413894e+00, 1.053194733357854629e+00, 2.098967457717947571e+00, 1.245298034160685852e+00, 1.309116759497679361e+00, 1.391279832303721431e+00, 2.354571059243206754e+00, 2.283631209369088033e+00, 2.290661127486014692e+00
1.927000000000000000e+03, 2.240107248836648246e+00, 1.139174753322309330e+00, 1.369200673986837868e+00, 1.988913138408363368e+00, 1.379524322456218144e+00, 3.466093342392613241e+00, 1.007535030089001138e+00, 2.061194323967613151e+00, 1.183094937070857444e+00, 1.333861891398138155e+00, 1.421668398016459278e+00, 2.393987688092289456e+00, 2.424916658247612045e+00, 2.479822547627615670e+00
1.928000000000000000e+03, 2.230756236702372775e+00, 9.803494366497979007e-01, 1.332233297612465339e+00, 1.818938839364938609e+00, 1.361979945387588931e+00, 3.674520419498641832e+00, 1.006384681947438020e+00, 2.018614457622368796e+00, 1.145355189669169826e+00, 1.165438895542258102e+00, 1.374909821003879262e+00, 2.368562229112288975e+00, 2.415242090940713293e+00, 2.313825613668009762e+00
1.929000000000000000e+03, 1.990567520595771356e+00, 1.134176416139782262e+00, 1.386319645522870125e+00, 1.845403334034402487e+00, 1.424281583281944208e+00, 3.529655719572787564e+00, 1.081632487414286636e+00, 2.019537008870349926e+00, 1.326228640844534512e+00, 1.282288273361847031e+00, 1.458144263793635265e+00, 2.343153905412351801e+00, 2.416469655196010979e+00, 2.370457317691844423e+00
1.930000000000000000e+03, 2.125041558678829823e+00, 1.141005030509654405e+00, 1.283025840846178767e+00, 1.778834984154765042e+00, 1.462211179170301856e+00, 3.648425616275403627e+00, 1.044668095062105229e+00, 2.055139024049756902e+00, 1.299621217577792143e+00, 1.411096379658479671e+00, 1.370326741840048657e+00, 2.327973511548864671e+00, 2.255216680988695988e+00, 2.479324876109589404e+00
1.931000000000000000e+03, 1.885098151447809345e+00, 9.902509871533067276e-01, 1.322475777104949790e+00, 1.884038066208484574e+00, 1.418914684569238860e+00, 3.711931365450023890e+00, 1.023936993824967834e+00, 1.986069237872809756e+00, 1.224269060224736139e+00, 1.266385720056262931e+00, 1.506288938499737995e+00, 2.294757589141008580e+00, 2.207092220564263574e+00, 2.378793125758105642e+00
1.932000000000000000e+03, 2.142482076754405718e+00, 1.235368377711859811e+00, 1.323361709027262245e+00, 1.699570908228387189e+00, 1.407160611000784600e+00, 3.369714638954161678e+00, 9.075656026742573435e-01, 2.139113858183776973e+00, 1.238287611918743814e+00, 1.324310979570126445e+00, 1.418643621533759891e+00, 2.385738378035910046e+00, 2.457952531704152399e+00, 2.356337706867458692e+00
1.933000000000000000e+03, 1.902136200766757268e+00, 1.166237122166093876e+00, 1.339401209224147626e+00, 1.856970894126247273e+00, 1.432622169124380118e+00, 3.648004409614224119e+00, 1.061248208760039002e+00, 2.152132487734793376e+00, 1.172612968369979747e+00, 1.420241860654132493e+00, 1.409895532844237298e+00, 2.394482941864171099e+00, 2.353809789199784230e+00, 2.400991381374249833e+00
1.934000000000000000e+03, 2.008762513356545210e+00, 1.018621071284342428e+00, 1.301450012066131201e+00, 2.010722818781960353e+00, 1.430945391134301969e+00, 3.719359042945951543e+00, 9.965756464301035455e-01, 2.271882446073733686e+00, 1.328320593078221590e+00, 1.294932080109458372e+00, 1.395956552441801835e+00, 2.416362415706761357e+00, 2.512761112914015271e+00, 2.303909180514649435e+00
1.935000000000000000e+03, 2.061871511972438675e+00, 1.102598016500873523e+00, 1.312207647100032348e+00, 1.774783978688116992e+00, 1.380400275695242929e+00, 3.659471026286368556e+00, 1.075389537464534362e+00, 2.184369234429682560e+00, 1.292103978368410733e+00, 1.311438736371045133e+00, 1.404622766296752978e+00, 2.282586182601078484e+00, 2.427507959063045728e+00, 2.376352913581766479e+00
1.936000000000000000e+03, 2.100588192939335741e+00, 1.168828680783491336e+00, 1.356451933022786438e+00, 1.749319108367158426e+00, 1.455731391970981781e+00, 3.610829318614364958e+00, 1.039066977349626164e+00, 2.053159756853064177e+00, 1.258805909849636695e+00, 1.336357277756815343e+00, 1.361891476343481289e+00, 2.354942598004907239e+00, 2.480765849146864266e+00, 2.343394561477545324e+00
1.937000000000000000e+03, 2.102257837814974106e+00, 1.120051403822036162e+00, 1.297770933994021325e+00, 1.952681770391731630e+00, 1.442932704818834289e+00, 3.500937878514304380e+00, 1.022152750609190086e+00, 2.144637775212139275e+00, 1.263407696574979866e+00, 1.310541712134398740e+00, 1.476516806008259408e+00, 2.412204002234498379e+00, 2.439651463558049294e+00, 2.365147259479267738e+00
1.938000000000000000e+03, 2.069295287557244567e+00, 1.206360206275641334e+00, 1.366374765959890603e+00, 1.898247543806133919e+00, 1.381758743227354591e+00, 3.688198495717235126e+00, 9.724632742169857513e-01, 2.033342783451164593e+00, 1.349739510762294259e+00, 1.318549135431309027e+00, 1.427408799665807360e+00, 2.421110082512289097e+00, 2.265923312835595116e+00, 2.418220107547116804e+00
1.939000000000000000e+03, 1.809617233498112210e+00, 1.001926900293469647e+00, 1.306379898654346228e+00, 1.628126966499257700e+00, 1.385598232215082160e+00, 3.633894390394190044e+00, 1.000428458180847580e+00, 2.107886249515627419e+00, 1.257403443168628732e+00, 1.364152738155071320e+00, 1.459648957769565714e+00, 2.310092722740110460e+00, 2.306338057977062483e+00, 2.429739233611393878e+00
1.940000000000000000e+03, 1.980712613999796812e+00, 1.104106740055464941e+00, 1.301294612465839107e+00, 1.791795436427288779e+00, 1.395862870307605030e+00, 3.651155405343270210e+00, 1.057015806653810230e+00, 2.223918882668363572e+00, 1.292276954768191821e+00, 1.412012777658316898e+00, 1.335066646324737150e+00, 2.275935144943654453e+00, 2.327919486339224076e+00, 2.414848088192657727e+00
1.941000000000000000e+03, 2.016749095743294973e+00, 1.049347857064469203e+00, 1.367076330988604482e+00, 1.976436904061274813e+00, 1.446336390786406634e+00, 3.789170492470368856e+00, 1.119004303335378925e+00, 2.073242945910139134e+00, 1.207156288663050470e+00, 1.392856769145699891e+00, 1.458020147217495399e+00, 2.243057489037036945e+00, 2.363406629512743606e+00, 2.470610619515348994e+00
1.942000000000000000e+03, 2.073162433763267920e+00, 1.156295571833320768e+00, 1.343299717115050029e+00, 1.790675212962728802e+00, 1.405824577081518534e+00, 3.378481820487124310e+00, 1.036701902771260952e+00, 2.261189815580608720e+00, 1.178235000148960321e+00, 1.363015300489809123e+00, 1.447264233791242249e+00, 2.195365366132580043e+00, 2.394075403808038516e+00, 2.419227318812497529e+00
1.943000000000000000e+03, 1.902479349480424853e+00, 1.071686363718521440e+00, 1.318060151973377225e+00, 1.804167262343816303e+00, 1.477969411987288817e+00, 3.650956221299526572e+00, 1.052545265779957884e+00, 2.119282414023357930e+00, 1.246217906591666535e+00, 1.364924979593316046e+00, 1.394258219679313182e+00, 2.378120983970660518e+00, 2.508752309545827952e+00, 2.488924438562208685e+00
1.944000000000000000e+03, 2.148987421605465631e+00, 1.203708093776476584e+00, 1.335612420753874430e+00, 1.899960647802732883e+00, 1.413037823063213461e+00, 3.711041954888445904e+00, 1.024548475290829819e+00, 2.319325160271708874e+00, 1.202975186097846594e+00, 1.269723859179414216e+00, 1.524729922042175723e+00, 2.277164224062503628e+00, 2.387602687209528174e+00, 2.486335343215471561e+00
1.945000000000000000e+03, 2.145792445761246725e+00, 1.235856742928554519e+00, 1.305454875599301845e+00, 1.919705694899968007e+00, 1.438477409677040963e+00, 3.601965079727431629e+00, 9.444887207631708081e-01, 2.274887463845511881e+00, 1.134874702109420541e+00, 1.376760918461482630e+00, 1.457901043704623367e+00, 2.332959952862959430e+00, 2.321740589562778734e+00, 2.483839992267619312e+00
1.946000000000000000e+03, 2.074909717832084777e+00, 1.200801951529740785e+00, 1.365227988281939586e+00, 1.911148136219190219e+00, 1.458844866710780508e+00, 3.524771602639567902e+00, 1.041163396642368344e+00, 2.146003504968139630e+00, 1.359794980590747882e+00, 1.363925647507350680e+00, 1.442390704448420324e+00, 2.385274740959010931e+00, 2.631260786528073936e+00, 2.410628629927392463e+00
1.947000000000000000e+03, 2.047071202013658997e+00, 1.068433732149300708e+00, 1.366978372762863936e+00, 1.835012360231973672e+00, 1.400560485415563994e+00, 3.711359810611076782e+00, 1.056483782091463874e+00, 2.121496078802932228e+00, 1.294972764094156847e+00, 1.254846406419744209e+00, 1.414292185735876783e+00, 2.251493905710972854e+00, 2.529995904600017109e+00, 2.498417540685002436e+00
1.948000000000000000e+03, 1.952402181156696281e+00, 1.067144431503173063e+00, 1.319068314625512217e+00, 1.841740699324948549e+00, 1.443766430809771517e+00, 3.646250847043641663e+00, 1.078053093507418625e+00, 2.255158966440631740e+00, 1.265452357940862527e+00, 1.315827149189357836e+00, 1.449241024706279690e+00, 2.322632022435824339e+00, 2.484721169312062106e+00, 2.452156411295022487e+00
1.949000000000000000e+03, 2.103057473571756208e+00, 1.052976045837314079e+00, 1.304074615598133757e+00, 1.969933724145306764e+00, 1.459850479795322897e+00, 3.567391394472733790e+00, 1.068601685468488549e+00, 2.218640272562902194e+00, 1.340231589929215206e+00, 1.285607493919612487e+00, 1.468679720896063801e+00, 2.389099161272440597e+00, 2.436850330568234302e+00, 2.488946528395046265e+00
1.950000000000000000e+03, 2.243566010273500222e+00, 1.215536553740429015e+00, 1.318249755101173815e+00, 1.881713629943283284e+00, 1.383865182273894989e+00, 3.555240614479805661e+00, 1.077450325390134411e+00, 1.907585794079242669e+00, 1.350942307952479604e+00, 1.308251516690877247e+00, 1.458870149218984169e+00, 2.425130285031213528e+00, 2.253542171990959186e+00, 2.420631260202210200e+00
1.951000000000000000e+03, 2.088286174751527557e+00, 1.162872219734181201e+00, 1.435384777263655876e+00, 1.886443301309287390e+00, 1.377742764013013099e+00, 3.797442695951784408e+00, 1.135159774016183842e+00, 2.065110828525620779e+00, 1.309097551666756898e+00, 1.338324180526085261e+00, 1.542075236128832127e+00, 2.298218031234934511e+00, 2.394075563600626566e+00, 2.431791208400430726e+00
1.952000000000000000e+03, 2.034840578709734782e+00, 1.092587478731880113e+00, 1.365965271205221043e+00, 1.923505771568492673e+00, 1.460393071317270586e+00, 3.657698280645290012e+00, 1.052059848644951945e+00, 2.142524632766872550e+00, 1.391138972806929219e+00, 1.301625679959760307e+00, 1.429949039742559158e+00, 2.315299657826180191e+00, 2.471072518343407243e+00, 2.505301912568650202e+00
1.953000000000000000e+03, 2.205477620983957721e+00, 1.120402527458403075e+00, 1.361671590056634074e+00, 1.839180739274381970e+00, 1.449835702106422541e+00, 3.712226103786373965e+00, 1.011115531306185700e+00, 2.155039080020666020e+00, 1.353207961513738899e+00, 1.338654259378985190e+00, 1.356272841130371720e+00, 2.348265819909940433e+00, 2.433041257439779947e+00, 2.405911740306825752e+00
1.954000000000000000e+03, 2.137540145576318995e+00, 1.179063615631857909e+00, 1.419238409612513463e+00, 1.930112123336834795e+00, 1.494815287987016905e+00, 3.752940114860702003e+00, 9.759554534945551474e-01, 2.287561295169772801e+00, 1.316069797463212065e+00, 1.302391864285321832e+00, 1.381789120593777342e+00, 2.250189498883854000e+00, 2.599527602239313673e+00, 2.420030279307589627e+00
1.955000000000000000e+03, 2.036690863364342352e+00, 1.309340888627380517e+00, 1.359961443978810136e+00, 1.882633915781487088e+00, 1.484366991387176871e+00, 3.697424849983274697e+00, 1.088868735752482664e+00, 2.154702722894639155e+00, 1.397348418832544015e+00, 1.442204643728989488e+00, 1.515000794678768914e+00, 2.324293755945496809e+00, 2.302416406795471993e+00, 2.475003404040910127e+00
1.956000000000000000e+03, 2.003990834736981697e+00, 1.134389599670416970e+00, 1.309214665671103894e+00, 1.786856717904206970e+00, 1.467138144633864272e+00, 3.623047758593375356e+00, 9.999032120657502798e-01, 2.305368788743858310e+00, 1.331898214722655016e+00, 1.364725008381127980e+00, 1.357380192653254047e+00, 2.328235726334214384e+00, 2.242895403209503868e+00, 2.427493197003125935e+00
1.957000000000000000e+03, 2.094520396402930640e+00, 1.094963947905149837e+00, 1.340023674361953798e+00, 1.974710328657717007e+00, 1.493048198775749569e+00, 3.466578789048978315e+00, 1.027083362418988344e+00, 2.235727304068237498e+00, 1.456378723189499569e+00, 1.433024877511854811e+00, 1.502789627720400700e+00, 2.256847221634013412e+00, 2.564621546766312932e+00, 2.397061730730159379e+00
1.958000000000000000e+03, 1.984643513121739478e+00, 1.166814188731268187e+00, 1.337721992016144057e+00, 1.854822431936255622e+00, 1.523368530278674360e+00, 3.396905138214945108e+00, 1.151606775562274532e+00, 2.289140220303213180e+00, 1.461564855811213537e+00, 1.509906612637964107e+00, 1.412890596663710197e+00, 2.294694365175107276e+00, 2.456851389073034575e+00, 2.440263114299544345e+00
1.959000000000000000e+03, 2.041919463187988892e+00, 1.284592942221439493e+00, 1.400350213096803964e+00, 1.927478200644418660e+00, 1.515885853734096678e+00, 3.513005354093962307e+00, 9.797419935271975966e-01, 2.014084597265360266e+00, 1.211431627480143769e+00, 1.523391586838895861e+00, 1.447917000635647877e+00, 2.319341682293587503e+00, 2.413566129984501263e+00, 2.413083118814643768e+00
1.960000000000000000e+03, 2.063155139444207364e+00, 1.188902062067256127e+00, 1.422280345125610301e+00, 1.989513873305818192e+00, 1.487647440228418327e+00, 3.739264263221235396e+00, 1.098502280628923522e+00, 2.148309840809861093e+00, 1.322860849109180004e+00, 1.444553776116831001e+00, 1.541696839529883345e+00, 2.378187793203132117e+00, 2.435562798754221436e+00, 2.441727578580983327e+00
1.961000000000000000e+03, 2.129889766175681043e+00, 1.220921795788924902e+00, 1.426718177877513760e+00, 1.905288492523389055e+00, 1.414502832882976735e+00, 3.674380155796253877e+00, 1.148633738224793088e+00, 2.084385607157416942e+00, 1.251950941588939159e+00, 1.423411225096014920e+00, 1.437048256215001318e+00, 2.439419478785592510e+00, 2.398500808253191785e+00, 2.431234482554112120e+00
1.962000000000000000e+03, 2.294832779412057100e+00, 1.091736614969446295e+00, 1.408034671705965524e+00, 1.872958227816841292e+00, 1.574931437139428292e+00, 3.689110297695687546e+00, 1.028869683424855408e+00, 2.375821044669848003e+00, 1.350775428238761844e+00, 1.378685540990242320e+00, 1.560550859410027025e+00, 2.237379537701488008e+00, 2.413420953830074822e+00, 2.462282049347585655e+00
1.963000000000000000e+03, 2.133873588716319603e+00, 1.084694852861850967e+00, 1.376386659178593819e+00, 1.898894212698562844e+00, 1.512722035772634310e+00, 3.466095028372132791e+00, 1.068829575910544394e+00, 2.343787763959511494e+00, 1.242845787637568922e+00, 1.496111251611833337e+00, 1.660015326259496327e+00, 2.329037019133873621e+00, 2.415913122533008828e+00, 2.494421169009936268e+00
1.964000000000000000e+03, 2.136197761066108480e+00, 1.130384730042419239e+00, 1.401511157379689898e+00, 1.858703979763360437e+00, 1.539274810983629171e+00, 3.612615171449907514e+00, 1.043673039813584058e+00, 2.202365582256046395e+00, 1.427763741990413671e+00, 1.339310298585375314e+00, 1.539177903080007015e+00, 2.325935453111685813e+00, 2.235913708352382567e+00, 2.453730745252923118e+00
1.965000000000000000e+03, 2.206176862551147533e+00, 9.958102480738553197e-01, 1.372204487820898766e+00, 1.770040905116676777e+00, 1.547685571110794855e+00, 3.587668602283524244e+00, 1.062864783820264059e+00, 2.207680981724019720e+00, 1.290934103291177193e+00, 1.469603305587231956e+00, 1.479309061914864554e+00, 2.293015781199710279e+00, 2.346036976997614154e+00, 2.463562757195427277e+00
1.966000000000000000e+03, 2.220717046598173372e+00, 1.169323917516601030e+00, 1.449751530705224889e+00, 2.000630971225044963e+00, 1.471893862553229848e+00, 3.561291218239798884e+00, 1.088104630956037822e+00, 2.344748548036205360e+00, 1.400754788773752590e+00, 1.340838506676140129e+00, 1.459336594379786467e+00, 2.395727190166823561e+00, 2.397113057168841710e+00, 2.451653551431430600e+00
1.967000000000000000e+03, 2.299840759324498496e+00, 1.050827461035318100e+00, 1.364650255861027839e+00, 1.944699338306702829e+00, 1.469164009684746919e+00, 3.516315708078972868e+00, 1.116589863468203880e+00, 2.116145344437464271e+00, 1.381741648930560284e+00, 1.398562863057513317e+00, 1.596392967658170514e+00, 2.337337441487814971e+00, 2.262102959720031947e+00, 2.469925017236387355e+00
1.968000000000000000e+03, 2.198286715271645431e+00, 1.159548720378130948e+00, 1.440919055809305904e+00, 1.842272962491347199e+00, 1.516853909217669383e+00, 3.583223794323560085e+00, 1.137811111057432045e+00, 2.067878738303007946e+00, 1.425989495818782649e+00, 1.456957322003866295e+00, 1.586615094178697172e+00, 2.423721279937183226e+00, 2.517735966744823806e+00, 2.534812167465119170e+00
1.969000000000000000e+03, 2.175057363589484094e+00, 1.044642545040513681e+00, 1.358326870408196552e+00, 1.936671265024239696e+00, 1.473440404202092990e+00, 3.674542324185485320e+00, 1.054169880280648508e+00, 2.136744480450429862e+00, 1.321173075728100832e+00, 1.450272373606900089e+00, 1.533309553014528204e+00, 2.410871654341748105e+00, 2.342271063613401871e+00, 2.458227183330021770e+00
1.970000000000000000e+03, 2.061587720600922324e+00, 1.281222388324336547e+00, 1.352019744871906459e+00, 1.701054408763055914e+00, 1.464889893405143972e+00, 3.404626592584224731e+00, 1.184335216791905676e+00, 2.224288878468145381e+00, 1.338642897480263105e+00, 1.397187899499013231e+00, 1.549940037305001406e+00, 2.480134619187264189e+00, 2.205290632156171160e+00, 2.464315640374059591e+00
1.971000000000000000e+03, 2.186207581549110657e+00, 1.233299751373892139e+00, 1.366180843223364194e+00, 2.000995515089648791e+00, 1.543548542938942614e+00, 3.527352066031050892e+00, 1.088364235817366410e+00, 2.125965453677870265e+00, 1.415381549230747327e+00, 1.527034588047739172e+00, 1.536324514016334630e+00, 2.476259669571108102e+00, 2.419815215265029185e+00, 2.560623350790582009e+00
1.972000000000000000e+03, 2.071860846383438925e+00, 1.223718933072021509e+00, 1.428010061392822383e+00, 1.900920465455153918e+00, 1.515578347517386737e+00, 3.503481136439847710e+00, 1.067505667582900220e+00, 2.097703411878667268e+00, 1.453140024628562399e+00, 1.587873825271602923e+00, 1.632045419019028110e+00, 2.416812599372989645e+00, 2.378668127335960225e+00, 2.481417793075902711e+00
1.973000000000000000e+03, 2.228446247416282500e+00, 1.239547034343992715e+00, 1.422624822878410633e+00, 1.868952198337067827e+00, 1.547813521852210661e+00, 3.719759299505636996e+00, 1.205200800662586724e+00, 2.155619834661292700e+00, 1.364814336608205503e+00, 1.457564882729638800e+00, 1.600337141612553360e+00, 2.441540155443008064e+00, 2.539373018273382687e+00, 2.523729083520080518e+00
1.974000000000000000e+03, 2.182628033932635603e+00, 1.260759796725886561e+00, 1.383384728483392445e+00, 1.936431892537249899e+00, 1.509977627470057149e+00, 3.676354345816656100e+00, 1.202062662129516957e+00, 2.067239296153191574e+00, 1.523004009829539651e+00, 1.536397635543343965e+00, 1.629333072896513857e+00, 2.395868375687545626e+00, 2.363042500647801081e+00, 2.609322669770307357e+00
1.975000000000000000e+03, 2.017598423846221678e+00, 1.170410065448355352e+00, 1.386969149802955714e+00, 2.063606768013417803e+00, 1.497709031692465720e+00, 3.630864636192187245e+00, 1.027417476566985899e+00, 2.039183836908770253e+00, 1.393154036488399639e+00, 1.497078965241562809e+00, 1.575623218020097305e+00, 2.486401529909685770e+00, 2.186411529549954658e+00, 2.524174663253937023e+00
1.976000000000000000e+03, 2.311061199963208690e+00, 1.328567427457542749e+00, 1.362842759497165268e+00, 1.859327643452153289e+00, 1.513092954782241595e+00, 3.551752006283749985e+00, 1.178338011818812481e+00, 2.304776926114946001e+00, 1.540082923592854147e+00, 1.601178958297744037e+00, 1.684324362215563475e+00, 2.498367770021569623e+00, 2.248047546858109147e+00, 2.509830803164290192e+00
1.977000000000000000e+03, 2.204435020590588046e+00, 1.253163205026963212e+00, 1.372784188000167438e+00, 1.902830505824012697e+00, 1.524130976979300556e+00, 3.591471040914231416e+00, 1.106155215886655441e+00, 2.029950169948522731e+00, 1.563569218804454319e+00, 1.650018202958604796e+00, 1.547237522507555418e+00, 2.492773693492405851e+00, 2.506307968823171972e+00, 2.580202566759920213e+00
1.978000000000000000e+03, 2.196611799361020800e+00, 1.329763643712224663e+00, 1.355791103500781469e+00, 2.030934369997206002e+00, 1.529050234781081707e+00, 3.614676006351473347e+00, 1.152709301679876175e+00, 2.224135956282918603e+00, 1.523048294995567264e+00, 1.537045252706359832e+00, 1.709149273658806534e+00, 2.533699971348201796e+00, 2.282309808501719495e+00, 2.608036891441584348e+00
1.979000000000000000e+03, 2.264045090512385006e+00, 1.193486608494545687e+00, 1.374759180892565213e+00, 2.020832918063541150e+00, 1.516613720553897426e+00, 3.491690908035575358e+00, 1.235091973154466061e+00, 2.015833360291686027e+00, 1.501895809479635968e+00, 1.498601784545309901e+00, 1.696411624339690727e+00, 2.556734462737336955e+00, 2.453333491453595361e+00, 2.586906785141408704e+00
1.980000000000000000e+03, 2.213244813767464070e+00, 1.257018371805097123e+00, 1.399401784379409985e+00, 1.935305764010382124e+00, 1.575647733750966006e+00, 3.643018136222332615e+00, 1.118608457309032023e+00, 2.002066247967918766e+00, 1.428734549760128258e+00, 1.609096392324423030e+00, 1.586320336196210823e+00, 2.566791590386389377e+00, 2.641106682829558849e+00, 2.604124886841380437e+00
1.981000000000000000e+03, 2.290384478635696830e+00, 1.377245121862557431e+00, 1.353860468358788482e+00, 1.944038863106630988e+00, 1.545236594291432342e+00, 3.562222148893573692e+00, 9.825789623671886686e-01, 2.126444293671336361e+00, 1.389442051029285530e+00, 1.520099405485939803e+00, 1.650361777561862420e+00, 2.666845433711004354e+00, 2.684441481726761669e+00, 2.584378267652795991e+00
1.982000000000000000e+03, 2.315830659912460732e+00, 1.187125539888574277e+00, 1.395590623615009518e+00, 1.987628520897654294e+00, 1.602507962586732226e+00, 3.728931422871312851e+00, 9.898063693202890923e-01, 2.154107884984343801e+00, 1.593988396361231796e+00, 1.617194990319376524e+00, 1.728880466667588767e+00, 2.627189844621399484e+00, 2.515651727200323151e+00, 2.559584110630003462e+00
1.983000000000000000e+03, 2.059887156874695702e+00, 1.344864818426368513e+00, 1.481719367405715859e+00, 1.860607193906995027e+00, 1.484217891315082971e+00, 3.594258646356509157e+00, 1.035610995893527786e+00, 2.130361344926741562e+00, 1.541688784625540709e+00, 1.495670960506233049e+00, 1.795058111034298465e+00, 2.654018915939990286e+00, 2.367332207543984435e+00, 2.675262053324961364e+00
1.984000000000000000e+03, 2.251037060394587730e+00, 1.135740432331269867e+00, 1.461760081592196725e+00, 1.999284554498367061e+00, 1.592065652859675273e+00, 3.643888938310920089e+00, 1.152846288932224850e+00, 2.252778430602735416e+00, 1.501493473936266643e+00, 1.691702654872514033e+00, 1.790975239438128641e+00, 2.530830122642394819e+00, 2.544230870239876818e+00, 2.627134898563109111e+00
1.985000000000000000e+03, 2.399432770595487874e+00, 1.180767545290448473e+00, 1.419659843731838178e+00, 2.026426414976303825e+00, 1.508463761327859087e+00, 3.524532272473078542e+00, 1.089210349187872628e+00, 2.123169944613608973e+00, 1.453563124674925433e+00, 1.513828315379248890e+00, 1.757984454255229645e+00, 2.618683076802537091e+00, 2.443893844608541865e+00, 2.655092438720960679e+00
1.986000000000000000e+03, 2.451814622598218918e+00, 1.234536730612412203e+00, 1.419405627633566258e+00, 2.050680315149893573e+00, 1.614014001031352397e+00, 3.520901893157181828e+00, 1.202809896904379228e+00, 2.222461270527438693e+00, 1.586242570173201916e+00, 1.656048369469905968e+00, 1.693719113863201731e+00, 2.590638154901995005e+00, 2.482346803645205213e+00, 2.712974959693092991e+00
1.987000000000000000e+03, 2.139201801760697741e+00, 1.480403685585618190e+00, 1.478686906111276178e+00, 2.012204503014566104e+00, 1.557307841424975470e+00, 3.766972436213485764e+00, 1.111684450851436967e+00, 2.118152324516112461e+00, 1.592668812267430178e+00, 1.635828861195967043e+00, 1.652329266078645498e+00, 2.596428426962884117e+00, 2.392779911261740278e+00, 2.696328072052074809e+00
1.988000000000000000e+03, 2.176366949822766905e+00, 1.266159697704540177e+00, 1.465061124103238965e+00, 2.024769272449077118e+00, 1.581385169585203920e+00, 3.719498612488407296e+00, 1.071158794294492900e+00, 2.023401741644782259e+00, 1.512866227265646568e+00, 1.594227607500545707e+00, 1.840230898193372377e+00, 2.758339523573693164e+00, 2.594699024993275760e+00, 2.735023997391027084e+00
1.989000000000000000e+03, 2.241921967885802225e+00, 1.423042749507912541e+00, 1.485526004466694028e+00, 2.100549427374704958e+00, 1.653829549336880866e+00, 3.576417333667184284e+00, 1.148223356222212388e+00, 2.070474559641456658e+00, 1.453519574336644027e+00, 1.786814421467793013e+00, 1.762494213959185263e+00, 2.721987891436650209e+00, 2.587140731526974768e+00, 2.697314989973996102e+00
1.990000000000000000e+03, 2.278909186017533450e+00, 1.300848573041540890e+00, 1.523955036750764380e+00, 2.032335467396172213e+00, 1.648082057251313515e+00, 3.705681307127741242e+00, 1.158910490202098797e+00, 2.258846906551182698e+00, 1.607620749110825420e+00, 1.831951285198638146e+00, 1.754846076936624311e+00, 2.761605345370186537e+00, 2.685672642210266581e+00, 2.680044632995902010e+00
