year, EC-Earth3-Veg, MPI-ESM1-2-LR, NorESM2-LM, NorESM2-MM, TaiESM1, CESM2-WACCM, CMCC-CM2-SR5, ACCESS-ESM1-5, IPSL-CM6A-LR, INM-CM4-8, MIROC-ES2L, UKESM1-0-LL, GFDL-ESM4, CanESM5, CNRM-ESM2-1, INM-CM5-0
1.912000000000000000e+03, 3.641719255347859452e+00, 4.973907400918563759e+00, 3.760498856259242295e+00, 3.431360771864762516e+00, 2.893244659020918430e+00, 3.797238645879888352e+00, 4.062461226452552587e+00, 4.028442381144438755e+00, 3.760689637120909978e+00, 4.046081540790260611e+00, 4.436408738664966656e+00, 3.763973080618157496e+00, 3.208551428384532223e+00, 5.604235069217400778e+00, 3.437659670278840451e+00, 4.336290449653562362e+00
1.913000000000000000e+03, 3.530918726119790740e+00, 5.630240029166970750e+00, 3.407546831917914965e+00, 3.608784648119623295e+00, 2.727111311860927145e+00, 3.868875072811492899e+00, 3.892588562520868933e+00, 4.246239578338883547e+00, 3.959432535432855449e+00, 3.826508541427656507e+00, 4.068462598194352964e+00, 3.908157606194897493e+00, 2.908690304699586004e+00, 5.590659063998512757e+00, 3.464205721279501216e+00, 4.218338021505558366e+00
1.914000000000000000e+03, 3.626357035290855624e+00, 5.547724153256459623e+00, 3.240258233777691288e+00, 3.536759814306542626e+00, 2.662039425700384765e+00, 3.794700727108131666e+00, 4.010448845915748350e+00, 4.227036565059553830e+00, 3.988742345701745684e+00, 4.248825797994217446e+00, 4.319328544348770116e+00, 4.008956252613196547e+00, 3.184392944734655284e+00, 5.420747114594744787e+00, 3.485381507526565059e+00, 4.092365438420388912e+00
1.915000000000000000e+03, 3.523610434863659879e+00, 5.383558988365167330e+00, 3.475985580546637976e+00, 3.310409927543362052e+00, 2.893461880634747185e+00, 3.991963147093377184e+00, 3.972516537076247634e+00, 3.899050471389675643e+00, 3.777067708881031383e+00, 4.036957908699384312e+00, 4.436755736205683753e+00, 4.022817202028915240e+00, 3.087003389122043195e+00, 5.568277945304179077e+00, 3.470960796300434303e+00, 4.165340064798487063e+00
1.916000000000000000e+03, 3.663857193949877189e+00, 5.235738828836948855e+00, 3.694181852160569601e+00, 3.541943872946483829e+00, 2.984709704133525765e+00, 3.808821952512321474e+00, 4.541871096367755989e+00, 4.116833926834392088e+00, 3.687598303387809917e+00, 3.597259044771170533e+00, 4.276474653009740834e+00, 4.560368342669645081e+00, 3.174026978536799604e+00, 5.535710416562574565e+00, 3.182844725704776057e+00, 4.004232657169873200e+00
1.917000000000000000e+03, 3.722210407948022493e+00, 5.098590201696999280e+00, 3.309796716442941378e+00, 3.774330698625956160e+00, 3.076968512262627797e+00, 3.859464744217464993e+00, 4.379753387379166973e+00, 4.186210982447327034e+00, 3.065082422201629520e+00, 4.054002555934640206e+00, 4.168960122599179918e+00, 4.198121569920566287e+00, 2.918968385383074349e+00, 5.742676574915436483e+00, 3.232679816838647024e+00, 4.029843502894155272e+00
1.918000000000000000e+03, 3.532284927408348096e+00, 5.650886646055942819e+00, 3.582281446955645432e+00, 3.592419268294147372e+00, 2.749674673388003310e+00, 4.042097525592552643e+00, 4.179614180214598740e+00, 4.229098364160807755e+00, 3.881582175071777385e+00, 3.930681212858352147e+00, 4.144379240863440117e+00, 4.229787264824294013e+00, 3.256260087911464485e+00, 5.421363403202674291e+00, 3.114070917072099487e+00, 4.429241092649034428e+00
1.919000000000000000e+03, 3.739771539698308889e+00, 5.091281620983484579e+00, 3.395977113569666361e+00, 3.783208947233174246e+00, 2.777440479145651508e+00, 3.877287426790632097e+00, 4.051617377691127508e+00, 4.071427838839181135e+00, 3.614806556508487034e+00, 3.789826441173078209e+00, 4.174581573205940366e+00, 4.367607623819881546e+00, 3.053503340282181622e+00, 5.676768509320663014e+00, 3.657379661113119962e+00, 3.786036945649403407e+00
1.920000000000000000e+03, 3.959764925067116526e+00, 5.618338140883259335e+00, 3.554926384432379738e+00, 3.647220633944661117e+00, 2.547851858174459583e+00, 3.769918357546923726e+00, 4.124088547202227950e+00, 4.278787180349069352e+00, 3.943297485751829257e+00, 4.282278231468048979e+00, 4.286058489230127222e+00, 4.189026469452238999e+00, 3.117371005315455079e+00, 5.610698975757727247e+00, 3.642416254659116337e+00, 4.245651342437637865e+00
1.921000000000000000e+03, 3.934570165623834104e+00, 5.202862705719064174e+00, 3.522900350429772676e+00, 3.564312564245799564e+00, 2.966609881760513545e+00, 3.809476931904114849e+00, 3.804755248778262100e+00, 4.449518521227819434e+00, 4.086681348024968408e+00, 3.874390512463024017e+00, 4.039262468218159263e+00, 4.061887917066661302e+00, 3.332650513627814171e+00, 5.461096983836982055e+00, 3.281874649656178367e+00, 4.315859942358081014e+00
1.922000000000000000e+03, 4.146210891637537088e+00, 5.011872086678589966e+00, 3.325849514270132534e+00, 3.636061488708229650e+00, 2.520570057818284138e+00, 3.868994510057414793e+00, 4.567740760450833548e+00, 4.337512220732113732e+00, 3.863860252823345220e+00, 4.101185092954524158e+00, 4.006860614353389138e+00, 4.004874101882931470e+00, 3.147679389327604493e+00, 5.639029607382519238e+00, 3.462999728448322490e+00, 4.445898757062638040e+00
1.923000000000000000e+03, 3.809495336097908247e+00, 5.657185687203245550e+00, 3.585843584943585682e+00, 3.227532575096077050e+00, 2.755682532091983994e+00, 3.989830586722242334e+00, 4.297809590165570626e+00, 4.308061905850784967e+00, 3.687184498033518665e+00, 4.002820358281102386e+00, 4.333703624902576657e+00, 4.266458016840964262e+00, 3.327670836523553444e+00, 5.376701997822590506e+00, 3.405833994770809614e+00, 4.250092297458626156e+00
1.924000000000000000e+03, 3.993527238384857014e+00, 5.055556650334755986e+00, 3.237829113906195655e+00, 3.553921135764966710e+00, 3.097433003573427435e+00, 3.936100827227526633e+00, 3.993838092162201647e+00, 4.479130668126926729e+00, 3.855264364483070860e+00, 3.768447808830196699e+00, 4.204242427789826486e+00, 4.056381379000043808e+00, 3.118379549875703205e+00, 5.698884213437344748e+00, 3.324376197443830616e+00, 4.566386383085585088e+00
1.925000000000000000e+03, 3.763818124776283192e+00, 5.240144392628097059e+00, 3.646281347922645466e+00, 3.506205843224742047e+00, 2.909826730075688594e+00, 3.766300970111863045e+00, 4.123811898188939118e+00, 4.242740307488354290e+00, 3.690185590797501192e+00, 4.385716820942888283e+00, 4.363239558961146791e+00, 3.879268903423900738e+00, 3.112512709705224090e+00, 5.916721411819116483e+00, 3.324400141745874837e+00, 4.593615861276669321e+00
1.926000000000000000e+03, 3.900792632736224785e+00, 5.035450524399695205e+00, 3.687309377717264081e+00, 3.432051491281820077e+00, 2.834520907809912948e+00, 3.840303720609116844e+00, 3.972736528686215518e+00, 4.417719195745799077e+00, 3.860522929768012812e+00, 4.148705298033102729e+00, 4.282190134976703533e+00, 3.906585330366201259e+00, 2.983305871200322645e+00, 5.883198557907704185e+00, 3.617584777221977355e+00, 3.902256428117703901e+00
1.927000000000000000e+03, 3.766832658057928995e+00, 5.131261088917733915e+00, 3.473251308808327664e+00, 3.636513767000597586e+00, 3.023126898182187716e+00, 3.876093085182864328e+00, 3.995989030813850373e+00, 4.291060667422915920e+00, 3.780498403210736935e+00, 4.460423187861557892e+00, 4.315298379602849899e+00, 3.645374360837691174e+00, 3.201580948183979647e+00, 5.641495464533447191e+00, 3.887540999009175380e+00, 4.235478835099990569e+00
1.928000000000000000e+03, 3.752700616107929044e+00, 5.014616267865674715e+00, 3.020433743514352454e+00, 3.228484679874008112e+00, 3.027227082398772140e+00, 3.856980751567916421e+00, 4.159420922001436871e+00, 4.132366909153248002e+00, 3.988405054930193483e+00, 4.212080153247539371e+00, 4.251760988812330666e+00, 3.557361858227209517e+00, 3.121124717968096096e+00, 5.621650280057923332e+00, 3.864635520087816634e+00, 4.428420384928402065e+00
1.929000000000000000e+03, 3.731787250692761848e+00, 5.466419215506753915e+00, 3.463380963447352023e+00, 3.456966783650985420e+00, 2.993669680222738272e+00, 4.069116407246853306e+00, 4.015379446284637943e+00, 4.563514843345641836e+00, 4.231006137258304101e+00, 3.813661455545066747e+00, 4.493434766245768763e+00, 3.706090076536564748e+00, 3.280448297190404983e+00, 5.613553940942988874e+00, 3.348584052285362045e+00, 4.518049935097762315e+00
1.930000000000000000e+03, 3.679059406202622728e+00, 5.611375410607457148e+00, 3.559873764518938000e+00, 3.776959747968857695e+00, 2.797061284330744080e+00, 3.797388140218654229e+00, 4.258386323731740752e+00, 4.451169203218942272e+00, 4.061241428279154242e+00, 3.910407558552603469e+00, 4.385094291735426530e+00, 4.171541928599006077e+00, 3.125974546378208263e+00, 5.849176674248178109e+00, 3.641577256716366673e+00, 4.524415700536647655e+00
1.931000000000000000e+03, 3.518918055921104848e+00, 5.085726976567302771e+00, 3.536417979123166244e+00, 3.734116934794321274e+00, 2.775409400452798714e+00, 4.033688504716846701e+00, 3.897244600878293053e+00, 4.389070637895193805e+00, 3.788044546833950310e+00, 3.485441070910392458e+00, 4.462077591673009103e+00, 3.740117608407001804e+00, 3.150072582663433707e+00, 5.853009541156467321e+00, 3.107010264394256538e+00, 4.351470778040047449e+00
1.932000000000000000e+03, 3.888702156393368359e+00, 5.042654286524052232e+00, 3.813820547682843287e+00, 3.684489229895057338e+00, 3.069061579238558934e+00, 3.917336915359242777e+00, 4.253871500478116019e+00, 4.461689126666549932e+00, 3.837907650262658343e+00, 4.083960208923258506e+00, 4.377204090222482691e+00, 3.966620140075384437e+00, 3.202513334353438879e+00, 5.308973969888443278e+00, 3.717872469660980617e+00, 4.169764390555323885e+00
1.933000000000000000e+03, 3.873253459462714154e+00, 5.339131373463994912e+00, 3.360591388005722546e+00, 3.966653769270631624e+00, 2.926376921930248454e+00, 3.989082608131566232e+00, 3.452530909247990110e+00, 4.331333174712846734e+00, 4.076151243041077343e+00, 3.892778392394532716e+00, 4.394416886907133168e+00, 4.205333682461706246e+00, 3.114718095407477350e+00, 5.677861561206208663e+00, 3.007414316405957244e+00, 3.991577323233465258e+00
1.934000000000000000e+03, 3.788628039019776850e+00, 5.505623937489392716e+00, 3.483343180516335735e+00, 3.591591121374548390e+00, 3.063298762000466358e+00, 3.721798486048356835e+00, 3.993517028553606352e+00, 4.349028467426363953e+00, 3.813277685696180086e+00, 4.018921135249886589e+00, 4.557329641214776572e+00, 4.496614353147661447e+00, 2.920455857559020707e+00, 5.877393398222488408e+00, 3.390668191118416441e+00, 4.323363154299908473e+00
1.935000000000000000e+03, 3.667607856371889685e+00, 5.259084925100810715e+00, 3.463025479056787592e+00, 3.822307936252208549e+00, 2.920399563777159369e+00, 3.875731506646240110e+00, 4.232407692637845997e+00, 4.458117325025506616e+00, 4.003953163818326999e+00, 4.176054302680768160e+00, 4.305304424372584648e+00, 4.037080980037771383e+00, 3.150754476553010885e+00, 6.050002136414359022e+00, 3.460481486299770815e+00, 4.227393355171145117e+00
1.936000000000000000e+03, 3.607637957069308232e+00, 6.019625925213432538e+00, 3.565743709847208898e+00, 3.596754608165837919e+00, 3.041410307932791657e+00, 3.678895237375880534e+00, 3.966058006861066687e+00, 4.245309339478118282e+00, 4.048380599370029920e+00, 3.802001534245387671e+00, 4.603476770929844086e+00, 3.906409626660966250e+00, 3.074423563096697176e+00, 5.724704327300601747e+00, 3.963080981376303047e+00, 4.100348000939749049e+00
1.937000000000000000e+03, 3.577365158782070509e+00, 5.067318459090472516e+00, 3.435986885645619271e+00, 3.691588908813948411e+00, 2.914504610337242951e+00, 4.001176400105705966e+00, 3.460906440129499106e+00, 4.453644241876859589e+00, 3.947033627496179697e+00, 3.911501179498258818e+00, 4.620141690869988160e+00, 4.117601115807025813e+00, 3.195575200322084086e+00, 5.602169466820403620e+00, 3.434533638968205072e+00, 4.050447878862863504e+00
1.938000000000000000e+03, 3.926901404117338235e+00, 5.279780004315433040e+00, 3.703987608879253379e+00, 3.592414150422096775e+00, 3.088362882422315714e+00, 3.927838648269195154e+00, 4.007835937128073844e+00, 4.646186989228667130e+00, 3.565515008735192559e+00, 3.894294265333645200e+00, 4.400388891039953343e+00, 3.773401726310820159e+00, 3.158277937198371355e+00, 5.907611357661507689e+00, 3.430294959111320097e+00, 4.093025076894906356e+00
1.939000000000000000e+03, 3.661303266207649898e+00, 5.406552245014706770e+00, 3.694437779737033356e+00, 3.610197376943969694e+00, 3.180098064701167182e+00, 3.809458649711122469e+00, 4.366186523686656606e+00, 4.672835599868508716e+00, 3.880509839694038732e+00, 4.170214265050757874e+00, 4.324234726833524611e+00, 3.809528392543469977e+00, 3.076457573408707624e+00, 5.286365705654229252e+00, 3.276979467354030451e+00, 4.203109017414635495e+00
1.940000000000000000e+03, 3.486523334329018731e+00, 5.120309415345453807e+00, 3.638318677702097936e+00, 3.787803961538745323e+00, 3.217167122453517880e+00, 3.752261190573462635e+00, 3.824873617623032462e+00, 4.625510559709494096e+00, 4.073293167407611826e+00, 3.951509602641606111e+00, 4.499812315996199352e+00, 4.099257829683382148e+00, 3.109223423607627712e+00, 5.647997813530400535e+00, 3.271325109915176998e+00, 4.807865863368840031e+00
1.941000000000000000e+03, 3.842645251030325504e+00, 5.330633786027520138e+00, 3.431779103825413735e+00, 3.774584319537416466e+00, 2.870781325428430453e+00, 4.008899032563159714e+00, 3.940124517767155332e+00, 4.533395875044706536e+00, 3.616661740261245761e+00, 4.068211305650295984e+00, 4.314825171348743993e+00, 4.049213612716510369e+00, 3.309472564972870678e+00, 6.106952568040342477e+00, 3.416572693289131823e+00, 4.468129489640552343e+00
1.942000000000000000e+03, 3.867722010906139207e+00, 5.559518300540561064e+00, 3.304234782564779316e+00, 3.883928856436250410e+00, 3.065763010026500091e+00, 4.076751476653281081e+00, 4.177197318583583119e+00, 4.567077721395572887e+00, 4.125432942724366114e+00, 4.207000395259072434e+00, 4.186166422297133316e+00, 4.458963688465248154e+00, 2.874811001508100539e+00, 5.428704841984252738e+00, 3.434713915614835855e+00, 4.033771102276699771e+00
1.943000000000000000e+03, 3.886087468697501990e+00, 5.522837786535315985e+00, 3.279152654208298046e+00, 3.857305805440720547e+00, 2.817016827536131363e+00, 4.004074059502690908e+00, 4.119185141922970139e+00, 4.450107676579119875e+00, 3.918360341833787341e+00, 3.824447433493253445e+00, 4.675904466870401954e+00, 4.123505952409507458e+00, 3.066194659577962778e+00, 5.717371479188866346e+00, 3.102073713350394168e+00, 4.097568222685118222e+00
1.944000000000000000e+03, 3.579313687922273335e+00, 5.555058711334960542e+00, 3.603477684927451019e+00, 3.675914324302010705e+00, 2.908136056589167850e+00, 4.205523224373776792e+00, 4.009773550133516551e+00, 4.551992942251486873e+00, 4.160227100267898770e+00, 4.019935427316077003e+00, 4.416166323998089283e+00, 4.609716959486216403e+00, 3.118543742875848235e+00, 5.773208758156548548e+00, 3.663870753523489565e+00, 4.363731601964270901e+00
1.945000000000000000e+03, 3.838180930992735718e+00, 5.365573716755513090e+00, 3.211849335798620420e+00, 3.811544177518010112e+00, 3.120230564340289892e+00, 3.988731802236216151e+00, 3.857294664661080397e+00, 4.490027230865659469e+00, 4.167379427655168556e+00, 3.897019797454305934e+00, 4.390279333749920632e+00, 4.520468465198842267e+00, 3.146029216925306571e+00, 5.724634782042963721e+00, 3.724113593134561473e+00, 4.198781243291679566e+00
1.946000000000000000e+03, 3.879840857229914342e+00, 5.687397231864535385e+00, 3.724253804561430847e+00, 3.797774834402354305e+00, 2.985441587214038961e+00, 3.906600757115131106e+00, 4.362124642494431548e+00, 4.574090510564816192e+00, 4.004891873969159022e+00, 4.041955834338048170e+00, 4.551342156950020090e+00, 4.135306494101095964e+00, 3.143573173203961346e+00, 5.493528067055061470e+00, 3.507639582053691640e+00, 3.668657289253843601e+00
1.947000000000000000e+03, 3.951975040330909739e+00, 5.533648121406898213e+00, 3.691196975725397955e+00, 3.539593097635066687e+00, 3.095450636758255936e+00, 4.007988289829752304e+00, 4.386954532211533753e+00, 4.723582810162649359e+00, 3.887054304773517099e+00, 4.034646929809198923e+00, 4.559846552037336131e+00, 4.072008031202315692e+00, 3.123182233017074871e+00, 5.648310344666624516e+00, 3.640794781302017391e+00, 4.382810954577894158e+00
1.948000000000000000e+03, 3.860330548831288233e+00, 5.400854234691976785e+00, 3.780490842851423672e+00, 3.586907472058657120e+00, 3.183717843466557174e+00, 4.034024013380530072e+00, 4.312322493893991471e+00, 4.439605231637196781e+00, 3.974925717140065817e+00, 4.440316763226697105e+00, 4.630221789958874012e+00, 4.463649356642570787e+00, 3.119847348247434926e+00, 5.866530609040304434e+00, 3.070081848457951956e+00, 4.038246962265928275e+00
1.949000000000000000e+03, 3.639899425596938798e+00, 5.503297417000353242e+00, 3.820167942251292192e+00, 3.301587387188465339e+00, 3.221988355682845917e+00, 3.813674402731210833e+00, 3.979228385332101769e+00, 4.343859903544861290e+00, 4.077464851608483265e+00, 3.971127011639574711e+00, 4.577681840919725076e+00, 4.443292709424616405e+00, 2.971700829701520608e+00, 5.656291191214839031e+00, 3.336967029971644738e+00, 4.269550484241344535e+00
1.950000000000000000e+03, 3.846741861672871909e+00, 5.450634426020944723e+00, 3.837609663940833027e+00, 3.630584399793266304e+00, 3.131297422433409139e+00, 3.809851656696606081e+00, 4.208688535763262628e+00, 4.537290997330269526e+00, 3.922868117664414012e+00, 4.333641148047751024e+00, 4.748292870901760665e+00, 3.770819380464383919e+00, 3.304679655782511105e+00, 5.823925129560469927e+00, 3.887080142014684547e+00, 3.920595027900179552e+00
1.951000000000000000e+03, 3.968082998416547547e+00, 5.445687136017551389e+00, 3.896207710466665031e+00, 3.522165789599286612e+00, 2.837371457630026850e+00, 4.134750514483222616e+00, 4.103850406447191013e+00, 4.674589476570242041e+00, 3.770681443499107388e+00, 4.130287408221342105e+00, 4.450744637148254412e+00, 3.797937707906941185e+00, 3.199882963788164059e+00, 5.719415011721112663e+00, 3.560876298156960384e+00, 3.790171934341663551e+00
1.952000000000000000e+03, 3.910617476035122664e+00, 5.528540465821684791e+00, 3.965683584327614142e+00, 3.521081506759768942e+00, 2.946174920263277652e+00, 3.969564812462762493e+00, 4.057468761896602771e+00, 4.622276623979278298e+00, 4.055186123173688095e+00, 3.986153584526412885e+00, 4.430527398168052855e+00, 4.202159704373888083e+00, 3.178468002859696551e+00, 6.101015850497307547e+00, 3.558983432687921500e+00, 3.873812907754422774e+00
1.953000000000000000e+03, 4.038838276845898356e+00, 5.276291571360276045e+00, 3.735461128066237091e+00, 3.652434214109012700e+00, 2.910223913566501341e+00, 3.818656327664846195e+00, 3.905554442988329544e+00, 4.492947173710431841e+00, 3.948811281914310189e+00, 3.465425993569378971e+00, 4.485541496111935089e+00, 4.156576360508421608e+00, 3.221005679361615748e+00, 5.720742656580283914e+00, 3.571267698527770040e+00, 4.254181900876383260e+00
1.954000000000000000e+03, 3.901354046692891764e+00, 5.392322596071123186e+00, 3.647390417793103357e+00, 3.663349678150000344e+00, 3.063602724783542008e+00, 3.896033962250331495e+00, 3.700366320982093171e+00, 4.389240878670752188e+00, 4.526089905743805986e+00, 3.982218692067199584e+00, 4.315701217879408524e+00, 4.218943561402581643e+00, 3.067124047781185414e+00, 5.873017860389487588e+00, 3.702522436198792732e+00, 4.567407717142709878e+00
1.955000000000000000e+03, 3.879265362702540632e+00, 5.409165267890736040e+00, 3.765936059146453907e+00, 3.873623878488239303e+00, 2.784505732095986286e+00, 3.774487481188628202e+00, 4.404639568223111645e+00, 4.389418593896222909e+00, 4.251681678740446557e+00, 4.046971819443480278e+00, 4.915835286011170702e+00, 4.325199357459637461e+00, 3.027237061841571375e+00, 5.632045752995387566e+00, 3.429198569420741194e+00, 4.520425157316200426e+00
1.956000000000000000e+03, 4.155275521740458444e+00, 5.576266441393678441e+00, 3.692520374069012234e+00, 3.831108649404257438e+00, 3.176735826612751001e+00, 3.892606566706666715e+00, 4.316707728898162344e+00, 4.560570896532141205e+00, 4.181930113632173374e+00, 4.030807670171209445e+00, 5.022183020051877556e+00, 4.264952601778205121e+00, 3.024196032092323350e+00, 5.498416554572996162e+00, 3.201951820815965633e+00, 3.902885324894645347e+00
1.957000000000000000e+03, 3.939180277583981926e+00, 5.459088955582812375e+00, 3.810014411551283064e+00, 4.030876802853163632e+00, 3.218866238666290069e+00, 3.881086661818584194e+00, 3.693632371070411313e+00, 4.544679319158315245e+00, 4.244439566123489271e+00, 3.757878804647688309e+00, 4.771682053268928136e+00, 4.435322892132915307e+00, 3.139016153404623033e+00, 5.462784025246395281e+00, 3.683913830154345259e+00, 4.109035327416057370e+00
1.958000000000000000e+03, 4.094593749974108299e+00, 5.160808804974618802e+00, 3.810475934831379696e+00, 3.977297727234728963e+00, 3.082734649332214971e+00, 3.999325541455631239e+00, 4.430737758353588518e+00, 4.485705795372653348e+00, 4.420254682864987572e+00, 4.251022437264155407e+00, 4.735628039934677069e+00, 4.424177274580859631e+00, 3.189016230794166074e+00, 5.847227615187817307e+00, 3.416155702789633430e+00, 4.647102792762739298e+00
1.959000000000000000e+03, 3.955885882395492992e+00, 5.340421489331882654e+00, 3.426369131248165001e+00, 3.929023891833872462e+00, 3.179285206848331935e+00, 3.805392799765186407e+00, 4.142706634503303675e+00, 4.498182987179380810e+00, 4.273234855084957928e+00, 4.255955498688956062e+00, 4.632264693597855754e+00, 3.882569307280357318e+00, 3.248326542530595606e+00, 5.286828628498274618e+00, 3.217938861958562047e+00, 4.143205090108244448e+00
1.960000000000000000e+03, 4.020547354154352604e+00, 4.999458031380322076e+00, 3.764493896644687254e+00, 3.789071516418879515e+00, 3.065932066054110727e+00, 3.966262372031223560e+00, 3.889865358638737725e+00, 4.627952493564567504e+00, 4.023676864681911880e+00, 4.365766722643258824e+00, 4.887069498626523512e+00, 3.975227905577639831e+00, 3.325186934228604674e+00, 5.424924871589882791e+00, 3.635681512188523978e+00, 4.260009307356074970e+00
1.961000000000000000e+03, 4.183905454924003564e+00, 5.458153661289061986e+00, 3.482665276964029388e+00, 3.911553116476713221e+00, 3.035218816914417861e+00, 3.804780298464497168e+00, 4.103728687874662384e+00, 4.398671390578560825e+00, 4.324525444975396482e+00, 3.918983111104939798e+00, 5.075764303375957631e+00, 3.852664795990038638e+00, 3.089024574475690343e+00, 5.486980501538878841e+00, 3.659297171757949663e+00, 4.302139965797392662e+00
1.962000000000000000e+03, 4.040985041494780994e+00, 5.483424830948002260e+00, 3.613734032742927038e+00, 3.945802330980628270e+00, 3.124993108516595175e+00, 3.923684503104083010e+00, 3.818723458908115376e+00, 4.605898321379381599e+00, 4.584770378859624351e+00, 4.063407333738338956e+00, 4.815289374295048219e+00, 4.702901330198736574e+00, 3.198511346516674347e+00, 6.044036247287809971e+00, 4.026915029571056515e+00, 4.135936055273789158e+00
1.963000000000000000e+03, 4.193468774678022370e+00, 5.542163384294973127e+00, 3.320106306335212754e+00, 3.916400985845957639e+00, 3.173718577456972501e+00, 4.193501993357732438e+00, 4.247564291320070851e+00, 4.603887865518580647e+00, 4.624491173882200101e+00, 3.889850931333484585e+00, 5.033294264244887906e+00, 4.418208974964054292e+00, 3.225263529034697818e+00, 5.363070414825127585e+00, 3.570374851981572117e+00, 4.607874812569544787e+00
1.964000000000000000e+03, 4.236953588135509818e+00, 4.663017347979744542e+00, 3.701437519385883501e+00, 3.623859102073907046e+00, 3.213416573859693148e+00, 4.001853829567896703e+00, 4.626869229725298460e+00, 4.597658654482961182e+00, 4.570233828851371527e+00, 3.852407401667276687e+00, 4.999382247524278178e+00, 4.285196091754990277e+00, 3.223707183648700347e+00, 5.660190940325374953e+00, 3.285753018569069095e+00, 4.395439511180919467e+00
1.965000000000000000e+03, 3.949497979514289270e+00, 4.885685028996693546e+00, 3.568037228562277452e+00, 3.596463092138124207e+00, 3.163455083343714946e+00, 4.069985091897739160e+00, 3.778504476506975074e+00, 4.487290085818115948e+00, 4.530554322110977417e+00, 3.747615996897840418e+00, 4.802183165320151659e+00, 4.244704060970744486e+00, 3.231655633520691850e+00, 5.674004486070591824e+00, 3.769386206242300030e+00, 4.564522731354625940e+00
1.966000000000000000e+03, 3.978685828651780554e+00, 5.456820303571989328e+00, 3.904494880566709014e+00, 3.531996353282010670e+00, 3.243965822366746909e+00, 4.060516345794338733e+00, 4.117979141594266146e+00, 4.690430887305787166e+00, 3.652732275422738262e+00, 3.628060366194128417e+00, 5.006782667542594822e+00, 4.448416567294746216e+00, 3.287585259102991042e+00, 5.781367076915009839e+00, 4.015200039086768591e+00, 4.484696474728653293e+00
1.967000000000000000e+03, 4.015457658144953257e+00, 5.533103228301176735e+00, 3.746916272110091484e+00, 3.590009066603848442e+00, 3.264304622382672161e+00, 4.022967252283426554e+00, 3.826102885481688087e+00, 4.749281409248365726e+00, 4.453341638900010224e+00, 4.300875386863737049e+00, 5.049189542718612422e+00, 3.969198775589520167e+00, 3.007441071101485619e+00, 5.395243749050157689e+00, 4.069878625832629382e+00, 4.262078613353359025e+00
1.968000000000000000e+03, 4.086009605611369722e+00, 5.324374102177265478e+00, 3.839755300973172414e+00, 3.883413213201604819e+00, 3.203355420929940411e+00, 3.967946577794209340e+00, 4.119747426264758872e+00, 4.703819949673401446e+00, 4.264207823141569875e+00, 4.160361664434049978e+00, 5.159478070860766152e+00, 4.019442989084699214e+00, 3.227438815303827369e+00, 5.776793194963762090e+00, 3.738898571795788328e+00, 4.058654363751184491e+00
1.969000000000000000e+03, 4.124223189021882341e+00, 5.070509415961175215e+00, 3.407089345412296577e+00, 4.010569580109380361e+00, 3.249340048433737582e+00, 4.304913038660951763e+00, 4.578109440662582408e+00, 4.719522812454336247e+00, 4.038892594012752468e+00, 3.907275025167815219e+00, 5.257423263786630940e+00, 4.016558327803479322e+00, 3.230892620209911303e+00, 5.606899777789086770e+00, 3.453071790177812517e+00, 4.514732784728518133e+00
1.970000000000000000e+03, 4.217156702415695513e+00, 4.920593606121998143e+00, 3.513868898419666653e+00, 3.904294469738283979e+00, 3.133036145218048851e+00, 3.949255915912073700e+00, 4.270304642927969851e+00, 4.768258497059536971e+00, 4.550146519773636378e+00, 4.166255224906549870e+00, 5.485571959770691564e+00, 4.100620553140352342e+00, 3.014545719577498950e+00, 5.301759061048063160e+00, 3.415997684652182897e+00, 4.440987843156588788e+00
1.971000000000000000e+03, 4.603612919564255002e+00, 5.354322915460602239e+00, 3.909859815667450444e+00, 3.605211990474429751e+00, 3.380741106460455558e+00, 3.979666998705122971e+00, 4.243728492127079477e+00, 4.844112335968291383e+00, 4.397319639777097500e+00, 3.687930163040048726e+00, 5.467427000272589765e+00, 4.122135653657617027e+00, 3.195112731088964431e+00, 5.631657120566424979e+00, 4.001712472765304618e+00, 4.205948673438622443e+00
1.972000000000000000e+03, 4.560482330356618874e+00, 5.362673822485270136e+00, 3.896524410513344083e+00, 3.807272705406628432e+00, 3.466759113565039296e+00, 4.271547325792663941e+00, 4.425287077928386381e+00, 4.822821053437701622e+00, 4.359698269811596916e+00, 4.086293604004831437e+00, 5.090248303956081521e+00, 3.908219839875158641e+00, 3.245908422243164893e+00, 5.681290050352393095e+00, 3.709280240721832822e+00, 4.393752634058412987e+00
1.973000000000000000e+03, 4.590665557440003042e+00, 5.629139078755846626e+00, 3.663035346007868398e+00, 3.950548005933339990e+00, 3.237939909917481707e+00, 4.300876370051489594e+00, 4.538411915516531892e+00, 4.879089288520046530e+00, 4.601113864995727276e+00, 4.253276070167223644e+00, 5.416189981605884718e+00, 4.231348310019678038e+00, 3.162358883235080853e+00, 5.791757387293978709e+00, 3.794269859295340996e+00, 4.654757399887831326e+00
