year, EC-Earth3-Veg, UKESM1-0-LL, CNRM-ESM2-1, GFDL-ESM4, IPSL-CM6A-LR, NorESM2-MM, ACCESS-ESM1-5, MIROC-ES2L, TaiESM1, CESM2-WACCM, MPI-ESM1-2-LR, CMCC-CM2-SR5, NorESM2-LM, CanESM5
2.033000000000000000e+03, 3.648248210299935579e+01, 4.318769690874765388e+01, 4.905996027709775120e+01, 2.919200527493940989e+00, 2.488096130882082591e+01, 2.572887614572007919e+01, 2.873291561750736633e+01, 1.640272957305084844e+01, 2.012037349971352285e+01, 2.533655472040396361e+01, 2.042763824209912826e+01, 5.167223558985435261e+01, 2.578000247903306175e+01, 6.259913665032177477e+01
2.034000000000000000e+03, 3.646440238698092173e+01, 4.322003527504418940e+01, 4.910092620845914269e+01, 2.873132567634083756e+00, 2.487066127392919412e+01, 2.574815326384408820e+01, 2.873201246541936982e+01, 1.635803874082095177e+01, 2.023769788987621610e+01, 2.543957352232094848e+01, 2.057682903154067944e+01, 5.178170107981045334e+01, 2.574422828903111338e+01, 6.259447388349342134e+01
2.035000000000000000e+03, 3.644771836974732793e+01, 4.319052984923042970e+01, 4.907605467802770960e+01, 2.893411363006860082e+00, 2.488431603518608526e+01, 2.579903577257630687e+01, 2.874415227879600110e+01, 1.635807922434328887e+01, 2.005483831008103479e+01, 2.549747550370915405e+01, 2.075107549471173485e+01, 5.181886473769660029e+01, 2.578054938890522507e+01, 6.252817017341947547e+01
2.036000000000000000e+03, 3.642522319875893544e+01, 4.304072974110346905e+01, 4.910564389750237524e+01, 2.912524838978169495e+00, 2.491085036882898507e+01, 2.582669208414879591e+01, 2.874377363466410884e+01, 1.635666828203352097e+01, 2.005018636050599667e+01, 2.553576398762031729e+01, 2.079433313683526663e+01, 5.176265945030944238e+01, 2.581023975588249186e+01, 6.250344451760005882e+01
2.037000000000000000e+03, 3.649792295041446977e+01, 4.280644409639378267e+01, 4.917061032997112591e+01, 2.875544134256626805e+00, 2.497350234141858394e+01, 2.585513682969914484e+01, 2.872358252564252368e+01, 1.641122192031856741e+01, 2.030649247524712564e+01, 2.551867109317809224e+01, 2.074761328426673401e+01, 5.176711316866050083e+01, 2.587275963386085209e+01, 6.253682284846350115e+01
2.038000000000000000e+03, 3.654429916027262237e+01, 4.260890381007475725e+01, 4.915043502765568206e+01, 2.894841593141384894e+00, 2.496871468166471786e+01, 2.589918330267093438e+01, 2.867655801457694054e+01, 1.637615292449996218e+01, 2.015650670319042703e+01, 2.554564137179434269e+01, 2.085324526577353055e+01, 5.185381291574866225e+01, 2.591403994166253710e+01, 6.254760972248573836e+01
2.039000000000000000e+03, 3.656557936956654942e+01, 4.266814609238324607e+01, 4.919302215179493487e+01, 2.892652854792739703e+00, 2.494490211622379761e+01, 2.590080605360060417e+01, 2.859907193172942286e+01, 1.637090708857468613e+01, 1.999687877972149863e+01, 2.559597472181468802e+01, 2.084496094690199897e+01, 5.179825324017657096e+01, 2.595293236053528219e+01, 6.249851357602800306e+01
2.040000000000000000e+03, 3.654345072062381661e+01, 4.263785552912158749e+01, 4.918480728116290379e+01, 2.914751716937731274e+00, 2.497351279661362611e+01, 2.593948638702842402e+01, 2.852374445447156504e+01, 1.645404089998544350e+01, 2.007149520443996593e+01, 2.561382890764760845e+01, 2.079752131698059259e+01, 5.182943999079346753e+01, 2.595593845823886170e+01, 6.250106475489105406e+01
2.041000000000000000e+03, 3.649585697136304674e+01, 4.267690241709221510e+01, 4.911026534149259248e+01, 2.873621666058744584e+00, 2.501646414459124301e+01, 2.601595215526065985e+01, 2.847875616857625758e+01, 1.656655078468691045e+01, 1.997116292778620306e+01, 2.565736979538960583e+01, 2.081674405457396659e+01, 5.192341919597060240e+01, 2.600327591291392082e+01, 6.251338321208753257e+01
2.042000000000000000e+03, 3.646849120121037657e+01, 4.281762892188859126e+01, 4.920097673748468736e+01, 2.861523458909194684e+00, 2.500479326911338873e+01, 2.606465529164975692e+01, 2.845386133676530704e+01, 1.658923921271962598e+01, 2.017671782946058556e+01, 2.567823408115725670e+01, 2.083545041437205469e+01, 5.185573801384937553e+01, 2.598943206591598454e+01, 6.252257485841611384e+01
2.043000000000000000e+03, 3.645176617514168527e+01, 4.257423665044306915e+01, 4.924235864070435298e+01, 2.830036146234926164e+00, 2.495826746637034432e+01, 2.608563403104429668e+01, 2.840976671735065651e+01, 1.652124330984956657e+01, 2.016467419092337465e+01, 2.570939419086804634e+01, 2.078212803929899266e+01, 5.183266767641871553e+01, 2.602362542369155562e+01, 6.249472879399829850e+01
2.044000000000000000e+03, 3.647987815044575655e+01, 4.237156334668948432e+01, 4.928579447974973249e+01, 2.928624558197054029e+00, 2.500275605574306326e+01, 2.612682017520054245e+01, 2.833411794128934602e+01, 1.642022507349292937e+01, 2.011648501854499571e+01, 2.572555326690911670e+01, 2.081332950617950672e+01, 5.180473192691587059e+01, 2.601723814379646882e+01, 6.250156082171915273e+01
2.045000000000000000e+03, 3.643849161280343196e+01, 4.233927575066834947e+01, 4.928912801742833949e+01, 2.913344486846809467e+00, 2.498469803255339627e+01, 2.609298075931445737e+01, 2.826492126323677567e+01, 1.639319061577300829e+01, 2.014401885197439057e+01, 2.572948160049460498e+01, 2.083288362630883483e+01, 5.186421484129812143e+01, 2.600560942660591834e+01, 6.245978845866917339e+01
2.046000000000000000e+03, 3.651573871756184531e+01, 4.223040797952699421e+01, 4.933137794646007279e+01, 2.784719640985223954e+00, 2.497548615742357470e+01, 2.608101603168204008e+01, 2.823815526281800459e+01, 1.638582401022900825e+01, 1.999370824868184116e+01, 2.572290907643645497e+01, 2.110058044847120229e+01, 5.195085127399693192e+01, 2.597977138494218963e+01, 6.239065418368461025e+01
2.047000000000000000e+03, 3.651834553175352482e+01, 4.203825289297022039e+01, 4.934047442857262666e+01, 2.762965667425007599e+00, 2.498408933205828220e+01, 2.611835333541885973e+01, 2.826005344099807459e+01, 1.636336619672978188e+01, 1.982632455743593880e+01, 2.576043251389995703e+01, 2.124575856145154162e+01, 5.206067219411426805e+01, 2.603350439156422169e+01, 6.241636427943306842e+01
2.048000000000000000e+03, 3.652686994727655190e+01, 4.216105460952390871e+01, 4.936710473128808019e+01, 2.776264802273718857e+00, 2.501632908107292153e+01, 2.611212956163143417e+01, 2.829477438609568551e+01, 1.629414512991570518e+01, 2.020285532899954362e+01, 2.581415948534664651e+01, 2.128560741687299895e+01, 5.204979507875414413e+01, 2.612607943972359337e+01, 6.245661041111907963e+01
2.049000000000000000e+03, 3.651036094311934477e+01, 4.237174029600668490e+01, 4.936147482784625851e+01, 2.756216417483089209e+00, 2.503337051184426443e+01, 2.608555784961393087e+01, 2.831978465228016972e+01, 1.626003999959319302e+01, 2.019736031158543810e+01, 2.585538641969309026e+01, 2.128919940384437481e+01, 5.202272819664364789e+01, 2.617552869790547376e+01, 6.251688275041822607e+01
2.050000000000000000e+03, 3.652126682726439810e+01, 4.252944261760506350e+01, 4.935487067193637500e+01, 2.771932394796181143e+00, 2.501156395927067422e+01, 2.611221260775006670e+01, 2.828938960700095961e+01, 1.622940160254236019e+01, 1.999092921404318801e+01, 2.589182027171074196e+01, 2.130490198264750745e+01, 5.207702042498302575e+01, 2.620564285441351515e+01, 6.254908821641691929e+01
2.051000000000000000e+03, 3.650324579177304685e+01, 4.246009196604617131e+01, 4.938505324437877420e+01, 2.842854839926684640e+00, 2.494437960691100642e+01, 2.617915402580959494e+01, 2.821478548959219168e+01, 1.620291490306861348e+01, 1.990859886389832667e+01, 2.589822746525394592e+01, 2.134295152739518997e+01, 5.220357986132043493e+01, 2.618051294236040505e+01, 6.261873477297555013e+01
2.052000000000000000e+03, 3.640205055405981227e+01, 4.264523780620227456e+01, 4.944667271587677959e+01, 2.851768037960913382e+00, 2.494569782474054875e+01, 2.618106146162296000e+01, 2.813723175049800673e+01, 1.619787915798768196e+01, 2.019298401872919513e+01, 2.590039154797064569e+01, 2.135962743309181278e+01, 5.230531689137914952e+01, 2.616916021874060760e+01, 6.272876068841350872e+01
2.053000000000000000e+03, 3.644323677765659397e+01, 4.273143458760014823e+01, 4.942697627241702207e+01, 2.895548193569457140e+00, 2.498012422134653931e+01, 2.616756404695520999e+01, 2.810355156461396930e+01, 1.624784191779780329e+01, 2.017738229340650591e+01, 2.590167671213247047e+01, 2.139071893933341428e+01, 5.222231663996580409e+01, 2.620129853077881421e+01, 6.272872840526220273e+01
2.054000000000000000e+03, 3.655414250751777416e+01, 4.272660308259106188e+01, 4.941304641764389771e+01, 2.895102137647240337e+00, 2.500923399649060386e+01, 2.620850114724503044e+01, 2.808749590554264941e+01, 1.626092957515648507e+01, 2.001048420920910331e+01, 2.588763390996262359e+01, 2.138707235191417411e+01, 5.207540511837220265e+01, 2.623575781574369614e+01, 6.273706350413110755e+01
2.055000000000000000e+03, 3.655171868845382477e+01, 4.271208997500221471e+01, 4.942632738524684299e+01, 2.750771078488165600e+00, 2.510033303093681312e+01, 2.624491493884764637e+01, 2.808076357369698073e+01, 1.620732812984092064e+01, 1.991384817221734593e+01, 2.589867822284189813e+01, 2.138308699906276900e+01, 5.216558540757918649e+01, 2.624202308622492907e+01, 6.281661635542924671e+01
2.056000000000000000e+03, 3.646645176198922655e+01, 4.261003372830964508e+01, 4.943577549782245484e+01, 2.718333586151040926e+00, 2.513049621110597442e+01, 2.624599885730232529e+01, 2.810891197141682341e+01, 1.616571586530146831e+01, 2.007507644743368047e+01, 2.583020029836897180e+01, 2.148542530909338311e+01, 5.229181018537084213e+01, 2.621294449390453352e+01, 6.284052764255031320e+01
2.057000000000000000e+03, 3.644949803906046526e+01, 4.264334693812224231e+01, 4.948884659479232795e+01, 2.660989883340710183e+00, 2.510671284041520934e+01, 2.625321302469431828e+01, 2.816235279765226807e+01, 1.614320542298406735e+01, 2.008642389704023401e+01, 2.581946200891344034e+01, 2.148968932735493809e+01, 5.221162418228038149e+01, 2.630013156091180093e+01, 6.286767791256773563e+01
2.058000000000000000e+03, 3.641355139218114800e+01, 4.274862117539849748e+01, 4.952523145560133599e+01, 2.728631492224302679e+00, 2.512303141242463767e+01, 2.630540065908578029e+01, 2.820782637025751427e+01, 1.611924726585097645e+01, 2.011111430564980651e+01, 2.590491323412891234e+01, 2.149626153796736716e+01, 5.221320908554621099e+01, 2.637315769916753538e+01, 6.289432647899297990e+01
2.059000000000000000e+03, 3.640741062726818456e+01, 4.261194699349969994e+01, 4.946061308107008614e+01, 2.875477936571660287e+00, 2.510334940600874276e+01, 2.634885624284945749e+01, 2.821002166418308121e+01, 1.610615716495631489e+01, 2.013321269819137882e+01, 2.593332521471334928e+01, 2.158085362498796300e+01, 5.224523571165961044e+01, 2.642454565253734700e+01, 6.291612640782867771e+01
2.060000000000000000e+03, 3.636261728120811654e+01, 4.246372207742098226e+01, 4.952400271792275532e+01, 2.856009754964802472e+00, 2.513107662815318832e+01, 2.639786873881357465e+01, 2.820480567791289062e+01, 1.606326877694023025e+01, 1.996780722268087871e+01, 2.592135797873602954e+01, 2.167112789393331340e+01, 5.234592769987230554e+01, 2.641143542101790587e+01, 6.290157506663145881e+01
2.061000000000000000e+03, 3.640865395654251557e+01, 4.246112002687612375e+01, 4.952507049397977568e+01, 2.727300464999479424e+00, 2.519459074803768317e+01, 2.645822088481478929e+01, 2.822939581331234038e+01, 1.606094368096300684e+01, 1.987167521759901945e+01, 2.598786815245334481e+01, 2.163691473877909388e+01, 5.234995693845772990e+01, 2.640498553727602626e+01, 6.290742680902990713e+01
2.062000000000000000e+03, 3.643036098626898678e+01, 4.266342388354549797e+01, 4.953808581428268809e+01, 2.686484306115488607e+00, 2.524356365988913353e+01, 2.647886349324921085e+01, 2.826182754795852503e+01, 1.610596245091369383e+01, 1.997399190492590648e+01, 2.598903341794151345e+01, 2.162623433458286826e+01, 5.215299227770540824e+01, 2.641704478799674405e+01, 6.289114283513048065e+01
2.063000000000000000e+03, 3.656012454117519894e+01, 4.269225162464601198e+01, 4.962422171443306240e+01, 2.688226397398962852e+00, 2.521058777208293833e+01, 2.652350098875829687e+01, 2.827873240284655054e+01, 1.607354610637556291e+01, 1.995278317241725574e+01, 2.605494523349738856e+01, 2.171963059628874149e+01, 5.204651324860357420e+01, 2.645807916008239857e+01, 6.287438472364484454e+01
2.064000000000000000e+03, 3.663508565289506436e+01, 4.252027365467590414e+01, 4.954185263453594956e+01, 2.696109590460083361e+00, 2.516641573815296695e+01, 2.655507595562009371e+01, 2.827289979934293029e+01, 1.604901528088278084e+01, 1.980040224858417375e+01, 2.612399260798953549e+01, 2.189104810678054491e+01, 5.206839080905062644e+01, 2.639558928733352516e+01, 6.283304388716084077e+01
2.065000000000000000e+03, 3.667574587772224959e+01, 4.257317344715905705e+01, 4.959425835223409962e+01, 2.659890756108724386e+00, 2.518612904628226445e+01, 2.652961483848813984e+01, 2.828340538730177300e+01, 1.608552148657271985e+01, 2.004608227280028387e+01, 2.616693145778247853e+01, 2.185217841392612925e+01, 5.212278596264584252e+01, 2.637414490438805359e+01, 6.283211987920673636e+01
2.066000000000000000e+03, 3.661465774156466324e+01, 4.283553604775279666e+01, 4.960900417050498135e+01, 2.578326942324910220e+00, 2.518322586889139103e+01, 2.646291926962608088e+01, 2.833028666862453804e+01, 1.606930271294579882e+01, 1.994607891183153825e+01, 2.612929720780206821e+01, 2.184651942523768042e+01, 5.229712157944562989e+01, 2.643543740651993090e+01, 6.280768049329282832e+01
2.067000000000000000e+03, 3.663378361213296586e+01, 4.264007116322074609e+01, 4.951723101169434926e+01, 2.574930765894116735e+00, 2.523925043942935176e+01, 2.652797557775518555e+01, 2.837562871622942851e+01, 1.608049438093323502e+01, 1.965448817929054570e+01, 2.608700243437836619e+01, 2.194414803511596546e+01, 5.232372978560668741e+01, 2.648314539987439886e+01, 6.277990458800478279e+01
2.068000000000000000e+03, 3.657968537057503511e+01, 4.253950790891610012e+01, 4.950413190754385084e+01, 2.584430613163624546e+00, 2.531772376539940694e+01, 2.656192434331760666e+01, 2.839402760627282518e+01, 1.609283876071797792e+01, 1.964895773841092819e+01, 2.610676535981434654e+01, 2.210833899022311755e+01, 5.223175410850026168e+01, 2.647341729568409718e+01, 6.282175483950477002e+01
2.069000000000000000e+03, 3.657033522612340448e+01, 4.271180824817106725e+01, 4.958815826641760083e+01, 2.575545433277116825e+00, 2.533414876928492276e+01, 2.655894049074240826e+01, 2.841556701795390438e+01, 1.610392713637279272e+01, 2.002489652239862750e+01, 2.615727445432305487e+01, 2.202605763023026597e+01, 5.215007979581793762e+01, 2.649233702840525595e+01, 6.280240383195631182e+01
2.070000000000000000e+03, 3.652702227371307941e+01, 4.255959816967821752e+01, 4.961999302807202383e+01, 2.581022802621519840e+00, 2.537664969585926045e+01, 2.662099291719676941e+01, 2.841273328808665255e+01, 1.618875658929187367e+01, 2.003363652349487722e+01, 2.610181371679292539e+01, 2.205736908938130370e+01, 5.220521520879911748e+01, 2.650457238374717406e+01, 6.279008498640059344e+01
2.071000000000000000e+03, 3.649872038511660577e+01, 4.253219457974215345e+01, 4.966472439037270448e+01, 2.678555046409665685e+00, 2.536422087065363939e+01, 2.664681572672892074e+01, 2.835294612239590606e+01, 1.629830608450497209e+01, 1.993879844711036853e+01, 2.610775141457486015e+01, 2.217085966954027398e+01, 5.226258091706103670e+01, 2.650270059224643759e+01, 6.275017127901372049e+01
2.072000000000000000e+03, 3.644415077207953146e+01, 4.271105834366516518e+01, 4.963031323313852283e+01, 2.698226191398302554e+00, 2.537764412533887537e+01, 2.670171101925306090e+01, 2.826334096640978188e+01, 1.633077721201754784e+01, 1.993472061873696788e+01, 2.615083537585509177e+01, 2.223331911836200447e+01, 5.233276126289437258e+01, 2.649373054490321167e+01, 6.278340295197107679e+01
2.073000000000000000e+03, 3.654062112065067680e+01, 4.284154188243672223e+01, 4.973126203158862069e+01, 2.712722740216071848e+00, 2.543335872630774119e+01, 2.673587101550167588e+01, 2.820660350761814428e+01, 1.631633864997445826e+01, 2.002195913216941037e+01, 2.612174404205318012e+01, 2.232421897571629543e+01, 5.246209907355174806e+01, 2.651660129158865686e+01, 6.279915468211362395e+01
2.074000000000000000e+03, 3.658286012764474293e+01, 4.268441881086726397e+01, 4.970253716663426502e+01, 2.718608041086662208e+00, 2.548506896039179637e+01, 2.672470951610538492e+01, 2.818686025856321464e+01, 1.632243198663086758e+01, 2.000561480236750000e+01, 2.609611275327532098e+01, 2.228249134933594533e+01, 5.250199535550935082e+01, 2.659051185047923482e+01, 6.278293748983387701e+01
2.075000000000000000e+03, 3.665977685609526304e+01, 4.246537571213979589e+01, 4.974074652339607638e+01, 2.730623344559049759e+00, 2.551503008061844469e+01, 2.674437931029538262e+01, 2.817669010475360736e+01, 1.633840570925737978e+01, 1.986445779843661441e+01, 2.616416862250889963e+01, 2.238330382528428686e+01, 5.235248164330788967e+01, 2.662255289868085129e+01, 6.278821795465079703e+01
2.076000000000000000e+03, 3.669997504808596744e+01, 4.251381421652619252e+01, 4.976734411984556061e+01, 2.829857138568367958e+00, 2.550571353218183646e+01, 2.674485907531215645e+01, 2.818454008379194420e+01, 1.639539599527200053e+01, 2.002505803194217293e+01, 2.621996263381839043e+01, 2.241988552542877855e+01, 5.224995094492604863e+01, 2.663011686860988192e+01, 6.282640288515390381e+01
2.077000000000000000e+03, 3.666140325987851156e+01, 4.260090833506527019e+01, 4.980083976535618717e+01, 2.812122673659869676e+00, 2.547992757190769453e+01, 2.676542261537602130e+01, 2.820552066561222659e+01, 1.641475375313265062e+01, 2.008871779515557066e+01, 2.626841928380811808e+01, 2.242483001229777173e+01, 5.230382896157009753e+01, 2.666462241020105495e+01, 6.288025680420869890e+01
2.078000000000000000e+03, 3.652750623010860664e+01, 4.263417331130573018e+01, 4.982556269757378686e+01, 2.744551854528003876e+00, 2.545463951375258560e+01, 2.680780646636384290e+01, 2.824026538059671410e+01, 1.639985637986270106e+01, 1.999911240092889386e+01, 2.619122111591787672e+01, 2.233698338983243659e+01, 5.245884285623568388e+01, 2.668375324314433428e+01, 6.286330583419963602e+01
2.079000000000000000e+03, 3.641888535889121670e+01, 4.257695306351282483e+01, 4.982025778993448029e+01, 2.738260717887531559e+00, 2.546636448887077364e+01, 2.687826192186821928e+01, 2.827921242329020757e+01, 1.633769617908123095e+01, 1.992262932346949356e+01, 2.616846591387123055e+01, 2.236198466543105567e+01, 5.255187253639039113e+01, 2.670021340332820259e+01, 6.289420384338572489e+01
2.080000000000000000e+03, 3.638283219494135068e+01, 4.242590964789086172e+01, 4.977717358408688142e+01, 2.720613258170278215e+00, 2.546393180667574185e+01, 2.686672957594507594e+01, 2.831072700438708978e+01, 1.634222392581412109e+01, 2.001465343118532303e+01, 2.623812754137501102e+01, 2.240135822255397002e+01, 5.258329535175649738e+01, 2.672630538713081094e+01, 6.294098761961473798e+01
2.081000000000000000e+03, 3.646902946578733662e+01, 4.224255140383818485e+01, 4.986322628140072766e+01, 2.697114877366784569e+00, 2.543295324655942125e+01, 2.690524954967445481e+01, 2.832135147572306977e+01, 1.642068311432998939e+01, 2.012568749678864677e+01, 2.624040012027231938e+01, 2.239891009431782720e+01, 5.253410325689214488e+01, 2.675682023630569617e+01, 6.296414281028788906e+01
2.082000000000000000e+03, 3.647394581019296567e+01, 4.205036958803282232e+01, 4.988441632585309549e+01, 2.681583133715227607e+00, 2.539690568779155200e+01, 2.693003182383293392e+01, 2.830603085896393623e+01, 1.646561143832125751e+01, 1.983267245783292410e+01, 2.621192328806698413e+01, 2.246057677028003496e+01, 5.248500351922337614e+01, 2.678129897942815418e+01, 6.297622866730830538e+01
2.083000000000000000e+03, 3.648202041698112197e+01, 4.190139808479492700e+01, 4.989322414572527009e+01, 2.691118283848055626e+00, 2.536656365486902232e+01, 2.693588846882787280e+01, 2.827957096024538330e+01, 1.648738728220686767e+01, 1.951442993417368044e+01, 2.625274565563206863e+01, 2.254443329374626614e+01, 5.236693051810046740e+01, 2.679168927645839915e+01, 6.302905672996750042e+01
2.084000000000000000e+03, 3.650150510158118067e+01, 4.200729129248239246e+01, 4.987847354672663869e+01, 2.871431829475112441e+00, 2.533116352883691391e+01, 2.692118092605727142e+01, 2.826782960395193456e+01, 1.642106389562854218e+01, 1.971479341881012814e+01, 2.635175814788140869e+01, 2.258540891053988986e+01, 5.241961479941603130e+01, 2.680499269494539405e+01, 6.306338217291423831e+01
