year, MPI-ESM1-2-LR, EC-Earth3-Veg, GFDL-ESM4
2.015000000000000000e+03, 1.840085907385493150e-10, 7.145292565244958365e-10, 1.550147172126148522e-09
2.016000000000000000e+03, 2.128061276576013556e-10, 7.712268103093576803e-10, 1.568518664546862215e-09
2.017000000000000000e+03, 1.449977831882335916e-10, 8.306483076495642626e-10, 1.574788371758044670e-09
2.018000000000000000e+03, 1.699315488550106811e-10, 7.234633970743521810e-10, 5.268973950381362183e-10
2.019000000000000000e+03, 1.572073012423049362e-10, 6.471350513113442881e-10, 1.055828877986437287e-09
2.020000000000000000e+03, 1.089899201565470673e-10, 5.637365501898014467e-10, 1.392205756898584341e-09
2.021000000000000000e+03, 1.134460115224055517e-10, 6.714598013895250974e-10, 5.020422003074668941e-10
2.022000000000000000e+03, 1.261933765247663950e-10, 6.099599886350116662e-10, 2.285049043173950427e-10
2.023000000000000000e+03, 2.733653481622802587e-10, 7.959196530668765215e-10, 8.937670523509534866e-10
2.024000000000000000e+03, 2.881145894154697450e-10, 8.041951197627998069e-10, 1.532311745769435417e-09
2.025000000000000000e+03, 3.331105395672152540e-10, 8.879371202021568708e-10, 1.263943163792574817e-09
2.026000000000000000e+03, 1.236444658801875980e-10, 6.632696488934718277e-10, 8.990636344723568480e-10
2.027000000000000000e+03, 2.401892249436038969e-10, 5.905522040243635174e-10, 4.420885977189141537e-10
2.028000000000000000e+03, 2.130615372586503440e-10, 7.571819239602431297e-10, 1.222656861842917528e-09
2.029000000000000000e+03, 2.008286682494918637e-10, 8.595617538609633406e-10, 1.003051132962395197e-09
2.030000000000000000e+03, 1.081431384114742131e-10, 6.973484489117233407e-10, 7.380785457788038131e-10
2.031000000000000000e+03, 9.904597736099853198e-11, 6.789960419991963527e-10, 5.171827508284323587e-10
2.032000000000000000e+03, 2.250829325678877172e-10, 7.080462959785715061e-10, 5.200549542519149412e-10
2.033000000000000000e+03, 3.021350988970219570e-10, 6.915503592535546000e-10, 5.678251124288318469e-10
2.034000000000000000e+03, 3.812384105006490170e-10, 7.102752384926004847e-10, 9.455278508693745562e-10
2.035000000000000000e+03, 2.115803859498038477e-10, 8.555838270995554513e-10, 5.279768997496462550e-10
2.036000000000000000e+03, 1.054597310661219844e-10, 7.186864126503356517e-10, 9.677733215215645767e-10
2.037000000000000000e+03, 3.279305889400216729e-10, 7.876026278562551296e-10, 8.405738200000225214e-10
2.038000000000000000e+03, 2.166645461649014846e-10, 6.930504492210180014e-10, 5.648572201350512706e-10
2.039000000000000000e+03, 1.246880881073431176e-10, 6.315364756247607135e-10, 9.564318768833454494e-10
2.040000000000000000e+03, 1.666306070777549441e-10, 6.521556872322692640e-10, 6.586469650892176532e-10
2.041000000000000000e+03, 1.857582333899520898e-10, 7.381980957675176128e-10, 1.062370228765386731e-09
2.042000000000000000e+03, 1.246885570842391158e-10, 7.500018865648595759e-10, 6.683780424004133875e-10
2.043000000000000000e+03, 1.983197325159002634e-10, 5.762960152570663277e-10, 6.957076902901638099e-10
2.044000000000000000e+03, 1.655315465838088994e-10, 9.483894513965487771e-10, 7.872403590826890784e-10
2.045000000000000000e+03, 3.947271786016381891e-10, 6.479014323810735837e-10, 1.364035273548362876e-09
2.046000000000000000e+03, 3.725771895191118439e-10, 6.969975645661945178e-10, 7.183660770460785617e-10
2.047000000000000000e+03, 2.864456313336308876e-10, 6.232198056200518001e-10, 3.961676888398808305e-10
2.048000000000000000e+03, 1.784101960950017105e-10, 8.693588228480605014e-10, 6.069236421321732047e-10
2.049000000000000000e+03, 2.106531140941145086e-10, 6.843859943784362183e-10, 9.041308528220069184e-10
2.050000000000000000e+03, 2.349930701882537019e-10, 4.315090875038412309e-10, 6.633513901480713041e-10
2.051000000000000000e+03, 2.136521640854608005e-10, 9.344392626870535612e-10, 9.043415619691563078e-10
2.052000000000000000e+03, 2.318491464416084298e-10, 7.864466998728119760e-10, 1.229332262157167582e-09
2.053000000000000000e+03, 2.138455559532619014e-10, 7.349605011609567450e-10, 6.717771850318014783e-10
2.054000000000000000e+03, 1.600981218641439692e-10, 5.389683926931645354e-10, 1.116312494212762175e-09
2.055000000000000000e+03, 2.451510962108106892e-10, 7.908803831939317013e-10, 1.004475093107972618e-09
2.056000000000000000e+03, 1.690353462580595751e-10, 5.882264209760462609e-10, 3.540140801926354015e-10
2.057000000000000000e+03, 2.188134765267621156e-10, 7.316738403604871320e-10, 7.188704346280768432e-10
2.058000000000000000e+03, 2.718349798165200558e-10, 6.665160076319358651e-10, 3.445499264547593805e-10
2.059000000000000000e+03, 2.626122492302103980e-10, 7.906833665753186383e-10, 1.177035857914134492e-09
2.060000000000000000e+03, 1.294848665500631192e-10, 5.817839313108229451e-10, 1.474286523626697595e-09
2.061000000000000000e+03, 1.319807845089733877e-10, 9.799195380423942398e-10, 9.123783066436418994e-10
2.062000000000000000e+03, 2.823382835475440398e-10, 7.081125676127112783e-10, 3.185909683346335629e-10
2.063000000000000000e+03, 4.487592982840963754e-10, 8.115440641550011776e-10, 6.978188121020729887e-10
2.064000000000000000e+03, 1.764123312161791516e-10, 5.876139537999634248e-10, 8.599462992663454653e-10
2.065000000000000000e+03, 1.539892587071882429e-10, 8.520373520797324128e-10, 7.973612173254856947e-10
2.066000000000000000e+03, 1.888159645131604635e-10, 5.925699452221860013e-10, 7.021576118847456938e-10
2.067000000000000000e+03, 3.555872352949199739e-10, 7.991280414039012401e-10, 4.705950902774259907e-10
2.068000000000000000e+03, 1.290343654978227013e-10, 5.559739912464840323e-10, 5.816514733196543509e-10
2.069000000000000000e+03, 2.156552850775397753e-10, 7.122755384961622063e-10, 6.307395564163951337e-10
2.070000000000000000e+03, 3.407115749610876049e-10, 6.156204560693681877e-10, 5.966306806506719186e-10
2.071000000000000000e+03, 2.466296300454085049e-10, 9.361580406332199495e-10, 7.633711514706364247e-10
2.072000000000000000e+03, 2.717428458720826558e-10, 6.057416994410278859e-10, 1.079484992360900624e-09
2.073000000000000000e+03, 1.465946954957982400e-10, 9.118619838482495810e-10, 8.933674354835798535e-10
2.074000000000000000e+03, 2.363873593132259279e-10, 6.431813507290273219e-10, 8.413074289208026744e-10
2.075000000000000000e+03, 2.231239834763088524e-10, 7.872652741870425048e-10, 7.376271700908664862e-10
2.076000000000000000e+03, 2.413829192546660430e-10, 5.260162404599472759e-10, 9.265863641820449760e-10
2.077000000000000000e+03, 1.379619149580557211e-10, 5.732667015600271792e-10, 1.280053833991179998e-09
2.078000000000000000e+03, 1.814632415221863668e-10, 5.803468309085255638e-10, 8.150346557811729118e-10
2.079000000000000000e+03, 1.882781833388624086e-10, 9.250765984291141471e-10, 5.810625108915086613e-10
2.080000000000000000e+03, 1.864739680487547424e-10, 6.793504850779198198e-10, 8.234096950978145613e-10
2.081000000000000000e+03, 2.367495166314340479e-10, 7.539986764096287498e-10, 6.264921853043432065e-10
2.082000000000000000e+03, 2.327467457758091543e-10, 6.696982301469280056e-10, 4.511457155686995206e-10
2.083000000000000000e+03, 2.088556981312463192e-10, 6.885939382440815428e-10, 6.847232450113244848e-10
2.084000000000000000e+03, 2.164366941353905661e-10, 6.616520091507433275e-10, 7.076864570928948428e-10
2.085000000000000000e+03, 1.383034644299052155e-10, 6.888634003936670259e-10, 1.674013132343835888e-09
2.086000000000000000e+03, 1.957779929423703457e-10, 8.101144019124017309e-10, 1.597281582434770664e-09
2.087000000000000000e+03, 2.487709888957536132e-10, 8.543170446498122313e-10, 7.420205273216963701e-10
2.088000000000000000e+03, 1.745658093534651862e-10, 6.739342842753316008e-10, 7.351040963368085705e-10
2.089000000000000000e+03, 1.876776441051491076e-10, 9.838267717569005888e-10, 4.075976720429044821e-10
2.090000000000000000e+03, 2.685858823425733749e-10, 5.841246949347051259e-10, 8.504495239056294495e-10
2.091000000000000000e+03, 1.412761058862220726e-10, 6.766592493791095333e-10, 5.147716645967061744e-10
2.092000000000000000e+03, 1.958376977591205288e-10, 5.153394407930140086e-10, 8.241588872028294015e-10
2.093000000000000000e+03, 3.108087661541762386e-10, 8.715641710707523220e-10, 7.181452658977224167e-10
2.094000000000000000e+03, 1.757280889060089393e-10, 7.926429293401846896e-10, 6.372396012410329701e-10
2.095000000000000000e+03, 1.400108511127508921e-10, 7.523029060503895034e-10, 8.065759673409135196e-10
2.096000000000000000e+03, 3.566567162650373313e-10, 4.876536920266647384e-10, 8.721393577795078767e-10
2.097000000000000000e+03, 1.296249261844564177e-10, 6.681464688264812485e-10, 7.746131140665446661e-10
2.098000000000000000e+03, 1.247882710202405990e-10, 9.326759365810861707e-10, 6.585793749387111090e-10
2.099000000000000000e+03, 9.146105053551398725e-11, 7.973287269866357305e-10, 8.329327182826932831e-10
2.100000000000000000e+03, 1.663634610475335032e-10, 6.245814502805024000e-10, 7.369059064603316913e-10
