year, GFDL-ESM4, CNRM-ESM2-1, INM-CM5-0, UKESM1-0-LL, IPSL-CM6A-LR, CESM2-WACCM, CanESM5, TaiESM1, INM-CM4-8, ACCESS-ESM1-5, NorESM2-MM, NorESM2-LM, MPI-ESM1-2-LR, MIROC-ES2L, CMCC-CM2-SR5, EC-Earth3-Veg
2.025000000000000000e+03, 2.115021178773056398e+00, 7.931250015450871160e+00, 1.749490593890179824e+01, 8.440317915843715824e+00, 1.169914849886099262e+01, 1.124329440047265649e+01, 1.707324639244670905e+01, 7.513155004703239825e+00, 1.856227016782113282e+01, 1.580782755936607842e+01, 1.114663856778471107e+01, 8.828969043288555696e+00, 1.144853143712396815e+01, 1.308642995113689977e+01, 7.142656499049726548e+00, 4.981916718073860828e+00
2.026000000000000000e+03, 1.934335788898706054e+00, 8.148011664339268378e+00, 1.773247382436454700e+01, 8.360504226966011032e+00, 1.191587346482987009e+01, 1.174533728107717501e+01, 1.690458978960732495e+01, 7.762343259289637309e+00, 1.821583263503887551e+01, 1.580577179609853999e+01, 1.063366372725764464e+01, 8.899387659230917791e+00, 1.098207191581396103e+01, 1.308259978225579978e+01, 6.540999166636165540e+00, 4.431568053440687827e+00
2.027000000000000000e+03, 2.089050279719273817e+00, 8.229463653797669309e+00, 1.767011295402515714e+01, 8.467063295941484213e+00, 1.229676410944704479e+01, 1.195249799031071447e+01, 1.709532242006413938e+01, 6.401762340471486290e+00, 1.844103571546087394e+01, 1.603298658761850248e+01, 1.063802247819917390e+01, 8.932471768406641033e+00, 1.120933029282005045e+01, 1.322878194774935956e+01, 5.486435051030107424e+00, 4.220745494768379125e+00
2.028000000000000000e+03, 2.138797804016177473e+00, 8.346371051791024342e+00, 1.754820224716010557e+01, 8.421329178222737966e+00, 1.239550099728099575e+01, 1.185137220392068791e+01, 1.701174413970235477e+01, 7.231691645935214297e+00, 1.879907399769210130e+01, 1.602391175779228760e+01, 1.083444480450372716e+01, 8.955383994227492650e+00, 1.131394548450286663e+01, 1.330408395063833993e+01, 5.564417611061581503e+00, 4.640918161038081635e+00
2.029000000000000000e+03, 1.978448671113033797e+00, 8.327803365668810187e+00, 1.750628304624316556e+01, 8.640793109715733777e+00, 1.263954250616443709e+01, 1.199141642948639941e+01, 1.689714440755743396e+01, 8.180511230878041218e+00, 1.889245262091648669e+01, 1.594534853992795398e+01, 1.100660738972429620e+01, 8.771150558787068618e+00, 1.134991179768746328e+01, 1.322154936720357910e+01, 5.760851950343333527e+00, 5.166625697413974372e+00
2.030000000000000000e+03, 1.917243063360311917e+00, 8.748716961351480137e+00, 1.768905411703505592e+01, 8.718644408440912486e+00, 1.270360928947150292e+01, 1.175708317042355411e+01, 1.678889073045922231e+01, 7.138576711694790689e+00, 1.863694675858758032e+01, 1.576563692060592459e+01, 1.136954365292991653e+01, 8.751891304148776030e+00, 1.106412968530836238e+01, 1.344705936445765460e+01, 6.016142169898405001e+00, 4.708964082572871135e+00
2.031000000000000000e+03, 1.862552156653598079e+00, 8.650908610465325665e+00, 1.754551930305623841e+01, 8.713693422836993108e+00, 1.237146901153362144e+01, 1.234027885532531243e+01, 1.659714259848406215e+01, 6.913059334699644509e+00, 1.841368068275650671e+01, 1.575416718897475299e+01, 1.122385045983283369e+01, 9.019020146975057273e+00, 1.087014081416216804e+01, 1.361088724212101475e+01, 7.205061819303896442e+00, 4.570707870111148097e+00
2.032000000000000000e+03, 1.868028028063456025e+00, 8.804330239488304954e+00, 1.770387595797266655e+01, 8.695033614246845843e+00, 1.226144844281594892e+01, 1.275034537483058550e+01, 1.664342656803672327e+01, 7.755839175169661814e+00, 1.883633811848982731e+01, 1.583513219449778298e+01, 1.125604510768433641e+01, 8.899773528741491191e+00, 1.116160766734578580e+01, 1.376385686013465737e+01, 6.388411159223872815e+00, 4.486253409557008354e+00
2.033000000000000000e+03, 1.969060727279834833e+00, 8.565023284456346531e+00, 1.784608089237233841e+01, 8.902076969784733507e+00, 1.212085559842161331e+01, 1.234181377285400494e+01, 1.656611790102132176e+01, 7.238880872245618825e+00, 1.881379908942003709e+01, 1.587449112254789263e+01, 1.143420385360696834e+01, 9.048752454339110685e+00, 1.153900037704124948e+01, 1.378772256160826792e+01, 5.688114449312270615e+00, 4.588946865559282884e+00
2.034000000000000000e+03, 1.874062828599294850e+00, 8.580385633293253989e+00, 1.759261803195781937e+01, 8.774768777948640519e+00, 1.237258286168181698e+01, 1.190581222794808092e+01, 1.685348344459136172e+01, 6.893181507679294384e+00, 1.896811703069462141e+01, 1.609809403128438987e+01, 1.151639375351028249e+01, 9.408673440522456133e+00, 1.190695393531380297e+01, 1.358688450791930613e+01, 5.605626602732625585e+00, 4.698036789706893757e+00
2.035000000000000000e+03, 1.980973340524397663e+00, 8.901195832668856056e+00, 1.779326473436335121e+01, 8.832740480630105750e+00, 1.239141513661051697e+01, 1.190881844226469077e+01, 1.662513234888752223e+01, 7.794428656920878495e+00, 1.922512780650326647e+01, 1.612203805934993284e+01, 1.144057553228631008e+01, 9.332335205328693206e+00, 1.170284878018730979e+01, 1.355976438089153113e+01, 5.774161896795593663e+00, 5.128560464576731093e+00
2.036000000000000000e+03, 1.942845543674275088e+00, 8.671448273011224117e+00, 1.805261615652553786e+01, 8.685189657062537094e+00, 1.274819327052112250e+01, 1.188862702253842230e+01, 1.650441846135111845e+01, 7.436773299621481925e+00, 1.945270223996675085e+01, 1.604096083223253544e+01, 1.150396763258692445e+01, 9.343002733266951410e+00, 1.128847891383003521e+01, 1.361369580171782623e+01, 6.681288910637390721e+00, 5.173646932168239232e+00
2.037000000000000000e+03, 1.898285361125966908e+00, 8.469764176324936500e+00, 1.839312243865078855e+01, 8.603100224096310811e+00, 1.274112516380159477e+01, 1.225842180257853187e+01, 1.714060528909014636e+01, 6.591164168255790656e+00, 1.943030862827258076e+01, 1.586247413137176387e+01, 1.144654362670343417e+01, 9.071110699797898747e+00, 1.171091667152427007e+01, 1.377228645054641021e+01, 6.274062432660985955e+00, 5.053599355113072455e+00
2.038000000000000000e+03, 1.966852468731442816e+00, 8.749890464723511840e+00, 1.851538162845024971e+01, 8.608116885022736753e+00, 1.249399030803683530e+01, 1.216208687937315069e+01, 1.771799147210496272e+01, 7.251991514454540599e+00, 1.934689717158554600e+01, 1.553745569075262090e+01, 1.142031696761479864e+01, 9.060968309719788394e+00, 1.159630840502596882e+01, 1.372606181901913480e+01, 5.984738849349601431e+00, 4.612787839047262750e+00
2.039000000000000000e+03, 1.928516945371326674e+00, 8.562926865098305029e+00, 1.820287406941214670e+01, 8.646625655109509978e+00, 1.253299546994457714e+01, 1.203616470082176093e+01, 1.746990379167655405e+01, 7.820497005476995334e+00, 1.920018383303497345e+01, 1.524787235898109294e+01, 1.171084936941443289e+01, 8.973025387857916257e+00, 1.129672352556735682e+01, 1.375038034214639104e+01, 6.782731022938363274e+00, 4.452517636898631892e+00
2.040000000000000000e+03, 2.034614764716213831e+00, 8.705994730062336373e+00, 1.800027511289354010e+01, 8.616624581355200263e+00, 1.278707851863657119e+01, 1.210745032511548658e+01, 1.714578468684124957e+01, 7.473663390386163563e+00, 1.937400485802999839e+01, 1.515996008402734674e+01, 1.158121751222426532e+01, 9.090470299367220619e+00, 1.127769358112970366e+01, 1.388710422170948888e+01, 6.083191247476568364e+00, 4.560237213375722298e+00
2.041000000000000000e+03, 1.935583630365270924e+00, 9.153129154976028303e+00, 1.829257255102002944e+01, 8.725420159653980434e+00, 1.287379740765965863e+01, 1.189932020404895496e+01, 1.694614168228023132e+01, 7.924329236535458065e+00, 1.948825932823386964e+01, 1.523260166333956001e+01, 1.131138158564814056e+01, 8.935428194999241569e+00, 1.134705075927427664e+01, 1.411457215771883611e+01, 6.111625239507676000e+00, 4.782506412846950994e+00
2.042000000000000000e+03, 1.943444883722800443e+00, 8.721488101074177379e+00, 1.854496160043104425e+01, 8.754099601750940707e+00, 1.241100800220987921e+01, 1.206163795520515869e+01, 1.692987271195942611e+01, 6.867407739939781486e+00, 1.978808356341885499e+01, 1.516916716322285197e+01, 1.124151507597605359e+01, 9.162604253966931012e+00, 1.117808464457177386e+01, 1.423566612131949505e+01, 7.009379628666618345e+00, 4.552724008845032699e+00
2.043000000000000000e+03, 1.944706615528656535e+00, 8.701929165956192591e+00, 1.840744830757780193e+01, 8.504787647393010630e+00, 1.265262639230213004e+01, 1.193499329641787909e+01, 1.690280977983135813e+01, 7.147772835279353920e+00, 1.989667554974312580e+01, 1.492323022415151890e+01, 1.119231409162858171e+01, 9.034980161123655762e+00, 1.133625498571237600e+01, 1.406516017374575966e+01, 7.010807786697371924e+00, 4.552247348057644416e+00
2.044000000000000000e+03, 2.123843552075790786e+00, 8.690341462684934015e+00, 1.841381025209933142e+01, 8.563288571729556153e+00, 1.269223801441997246e+01, 1.183808717938052624e+01, 1.689220885536643380e+01, 7.334081478352666217e+00, 1.978253556599781859e+01, 1.475713116107706924e+01, 1.091995451665719941e+01, 9.214174879259260820e+00, 1.130565950259967245e+01, 1.370811305111395129e+01, 7.333180468723204726e+00, 5.330321890976834176e+00
2.045000000000000000e+03, 1.978280196323965123e+00, 8.859459362600789589e+00, 1.854371759578610224e+01, 8.489100233786436078e+00, 1.258138025988250419e+01, 1.197040599280473927e+01, 1.695160049386446133e+01, 7.277256040955778715e+00, 1.941980285139136697e+01, 1.487067017729874152e+01, 1.134352518797909859e+01, 9.463045658461529896e+00, 1.185911293008820877e+01, 1.368551841073063713e+01, 6.601200856494219060e+00, 4.794606775519906883e+00
2.046000000000000000e+03, 1.826073325553484672e+00, 8.760695862769795283e+00, 1.863495812563517973e+01, 8.425078274229603537e+00, 1.274969119755416536e+01, 1.215373056109656247e+01, 1.686879185097793155e+01, 7.985458461680439157e+00, 1.961448926543490856e+01, 1.518251834100763809e+01, 1.133893392709576275e+01, 9.753238950876948365e+00, 1.219154898193606940e+01, 1.375421707498168011e+01, 6.344761576219246635e+00, 4.850092911810386376e+00
2.047000000000000000e+03, 1.863207081051998282e+00, 8.781398502609992107e+00, 1.859110927214777220e+01, 8.339347399663553873e+00, 1.290713110314749201e+01, 1.205578802179581999e+01, 1.722790473709529735e+01, 8.359025490845445105e+00, 1.969598692194766443e+01, 1.554817232996487419e+01, 1.121329444443513701e+01, 9.544146774540022804e+00, 1.214925369296502389e+01, 1.373577158860202374e+01, 6.228156474608704585e+00, 4.735589347337273658e+00
2.048000000000000000e+03, 1.916301737604184874e+00, 8.778726589034922867e+00, 1.845145460975918539e+01, 8.586048539283504866e+00, 1.310356411542447219e+01, 1.189809148014046869e+01, 1.781879222321392930e+01, 6.568351207899904232e+00, 1.951265199504480563e+01, 1.573631122422178841e+01, 1.149643816790636563e+01, 9.138846384167552017e+00, 1.198487410793151930e+01, 1.352747160570840812e+01, 6.904060987572665731e+00, 5.336379733140711679e+00
2.049000000000000000e+03, 1.866103933088842703e+00, 8.725563551766466475e+00, 1.806353841531192117e+01, 8.684286736219394953e+00, 1.298546716624195696e+01, 1.177279535990883907e+01, 1.825439966605004116e+01, 6.994153628229136999e+00, 1.944911451608444608e+01, 1.562430180787859868e+01, 1.177191612118527075e+01, 9.171834858687549996e+00, 1.202589590657812124e+01, 1.346236570188566617e+01, 7.227659013061889404e+00, 4.366009193721159143e+00
2.050000000000000000e+03, 1.940207951851245616e+00, 8.862205881879580360e+00, 1.804621107572198468e+01, 8.722716792117855888e+00, 1.276764830458341748e+01, 1.146849048204174082e+01, 1.835982748259021591e+01, 7.922101609478639617e+00, 1.957703140500729688e+01, 1.522080844105449948e+01, 1.173843118241247474e+01, 9.118313947370173977e+00, 1.218437572139258940e+01, 1.339439572179291815e+01, 6.612757924378521501e+00, 3.750310875028924684e+00
2.051000000000000000e+03, 2.064170340932355963e+00, 8.667965942987937211e+00, 1.802828108208856861e+01, 8.659588639846907299e+00, 1.257732803952197465e+01, 1.150354282457604072e+01, 1.837944897635122388e+01, 8.029618666485465184e+00, 1.963849074188070176e+01, 1.490431209030748860e+01, 1.150244605704932965e+01, 9.483904350472535327e+00, 1.222443743324126153e+01, 1.336906303921615269e+01, 5.890068776109412596e+00, 5.087788009515721299e+00
2.052000000000000000e+03, 1.978004143355581945e+00, 8.587177153866983659e+00, 1.807684601254192103e+01, 8.890458836000542320e+00, 1.292475803609574747e+01, 1.152292443264251709e+01, 1.884362570727377673e+01, 6.724557358066007851e+00, 1.966882605954081953e+01, 1.494794430099865146e+01, 1.180885783201163264e+01, 9.669579934472489313e+00, 1.225558652084898625e+01, 1.344526937144711631e+01, 5.659292912375088136e+00, 5.156808275381701279e+00
2.053000000000000000e+03, 2.065757781896357947e+00, 8.792692523519308523e+00, 1.850971725172184890e+01, 8.716206060348845597e+00, 1.312242074367031286e+01, 1.156892221802378451e+01, 1.855197638256314008e+01, 6.905124604391096099e+00, 1.986908659181313652e+01, 1.520119084055309422e+01, 1.203242972738505756e+01, 9.671692005524590741e+00, 1.227986637528352354e+01, 1.362558216211527373e+01, 6.927809518263828181e+00, 4.797388009991988334e+00
2.054000000000000000e+03, 2.040256513675842598e+00, 8.925636770463647451e+00, 1.862854166579424131e+01, 8.751152025018493319e+00, 1.328962875251094644e+01, 1.171275500434957983e+01, 1.809747459845058870e+01, 7.574608257279433765e+00, 1.979253906227902249e+01, 1.531945982486763391e+01, 1.186793832703724938e+01, 9.647718048851292139e+00, 1.213601874248188217e+01, 1.375098844736010051e+01, 7.441549387820089123e+00, 4.227928515878524252e+00
2.055000000000000000e+03, 1.812387759027322742e+00, 8.997434925515847226e+00, 1.866406398536148359e+01, 8.700677471374437033e+00, 1.355483091432348353e+01, 1.174564923792640769e+01, 1.818821799405854733e+01, 7.683464047822015530e+00, 1.988737784805026365e+01, 1.552860597138995757e+01, 1.187754232628449991e+01, 9.858552869488869774e+00, 1.229902551018812851e+01, 1.364302691444209792e+01, 6.157951093726127034e+00, 4.676797451750957180e+00
2.056000000000000000e+03, 1.842443209691685846e+00, 9.085790536164820352e+00, 1.858757555789635063e+01, 8.661834051535414858e+00, 1.322403407097601757e+01, 1.234788021146968084e+01, 1.816227868518639710e+01, 7.041378766704361247e+00, 2.017837864470562081e+01, 1.582147603927696622e+01, 1.206961830031928073e+01, 1.008495487028146798e+01, 1.224207552621440165e+01, 1.350547865472620224e+01, 5.946952945926372358e+00, 4.576514034442693557e+00
2.057000000000000000e+03, 1.825420521293266596e+00, 9.041571540637093563e+00, 1.842915756754326395e+01, 8.734307759958152673e+00, 1.320715807287456656e+01, 1.250966276525043597e+01, 1.808126043938183258e+01, 7.002040076305101834e+00, 2.005582512624262392e+01, 1.606792139033389688e+01, 1.222352120038047296e+01, 9.554900082192446575e+00, 1.241682944405403966e+01, 1.340711602663278512e+01, 7.062203474336293141e+00, 4.635988364770069481e+00
2.058000000000000000e+03, 1.969596670225851387e+00, 9.173057331261631475e+00, 1.856601140716580289e+01, 8.732306477902222142e+00, 1.327097650497819181e+01, 1.205192351746393342e+01, 1.792564760773672106e+01, 6.829058388399677604e+00, 1.982019680909271386e+01, 1.593279375453771252e+01, 1.208293539920041759e+01, 9.230065675622508792e+00, 1.255010996441691695e+01, 1.340199588641423567e+01, 6.815135969989637665e+00, 4.491561774551220410e+00
2.059000000000000000e+03, 2.123706367800986428e+00, 9.271011662674526477e+00, 1.867361211669205545e+01, 8.678379212298064971e+00, 1.319062498168135456e+01, 1.237830652926310826e+01, 1.794129777275713167e+01, 6.650741057527479683e+00, 2.008161292361456063e+01, 1.572789639565773356e+01, 1.206659897008880833e+01, 9.023328220361909402e+00, 1.267006278408762476e+01, 1.347296466384949198e+01, 6.625196607758681466e+00, 4.755794982185194364e+00
2.060000000000000000e+03, 1.945583383833148661e+00, 8.914083934469822168e+00, 1.856396674538636660e+01, 8.613230025888551467e+00, 1.346022982851931005e+01, 1.258942442774423931e+01, 1.802014043939283994e+01, 7.301376739290386553e+00, 2.016277779097129041e+01, 1.592349123340840400e+01, 1.203390701038045307e+01, 9.272583501491526548e+00, 1.245756812910934030e+01, 1.339507387117805415e+01, 5.723293252825238042e+00, 4.470372072679100306e+00
2.061000000000000000e+03, 1.825986445738730923e+00, 9.184542016695091959e+00, 1.863182728207746308e+01, 8.800072404388929570e+00, 1.363655482217293091e+01, 1.234849017073188016e+01, 1.804367427667142110e+01, 7.655990926399345753e+00, 2.013748213972625578e+01, 1.616164420122883172e+01, 1.182534292905910611e+01, 9.339066872991901747e+00, 1.228071350345920365e+01, 1.333667417788995202e+01, 6.237653111853657784e+00, 5.771217172716331945e+00
2.062000000000000000e+03, 1.880556689075724153e+00, 9.165085127148630662e+00, 1.842790660741423281e+01, 8.898820206771350882e+00, 1.350584906143222597e+01, 1.269382385052062823e+01, 1.807530648604885215e+01, 7.002001120987275229e+00, 2.016105623321917761e+01, 1.623421237462284950e+01, 1.188971212259607313e+01, 9.370155173270095617e+00, 1.263638926994601874e+01, 1.348481781064606544e+01, 7.727377828217175448e+00, 5.335487531507594028e+00
2.063000000000000000e+03, 1.905149703826922503e+00, 9.034037755888761012e+00, 1.860952631213680775e+01, 8.820787780738589490e+00, 1.320799623133424205e+01, 1.228208355624735759e+01, 1.806261583638928059e+01, 7.313925956101587467e+00, 2.021227336783656980e+01, 1.615931854965066705e+01, 1.170590138396203272e+01, 9.281488213289394551e+00, 1.320685449126499655e+01, 1.348602005740437271e+01, 7.810398858801521627e+00, 5.438322439977970824e+00
2.064000000000000000e+03, 1.939423265199298196e+00, 9.636866170890359129e+00, 1.830617598597611817e+01, 8.704797499393261973e+00, 1.329034674145480821e+01, 1.212062650010320297e+01, 1.777824000753317790e+01, 7.828231403939630795e+00, 2.017973750089140594e+01, 1.619451589879601627e+01, 1.172370514029834077e+01, 9.734778992381855289e+00, 1.290016542325926352e+01, 1.337581057854941413e+01, 7.492212517164223762e+00, 4.809115625871205779e+00
2.065000000000000000e+03, 1.870025372282917653e+00, 9.336731168794070612e+00, 1.841374524889011610e+01, 8.998426803970319909e+00, 1.342103090212645355e+01, 1.170610687356533930e+01, 1.796140052991801639e+01, 6.716354407049458075e+00, 2.037082709498337962e+01, 1.638021082197877121e+01, 1.215891115682340207e+01, 9.918663612739365476e+00, 1.269977289566067924e+01, 1.353773194448713291e+01, 6.854307633522705778e+00, 5.332395120306273384e+00
2.066000000000000000e+03, 1.782184666169569276e+00, 9.319978907757359821e+00, 1.852080839304440474e+01, 9.003102301774640992e+00, 1.353693081725875480e+01, 1.213314645362353517e+01, 1.797749764152243301e+01, 7.344321350294576334e+00, 2.032761591891206265e+01, 1.664988223388821709e+01, 1.264943949493603093e+01, 9.617399826332146517e+00, 1.272770339970883313e+01, 1.358533471681446869e+01, 5.882826145559773678e+00, 4.702184918185432494e+00
2.067000000000000000e+03, 1.825553063010401988e+00, 9.872723582889783245e+00, 1.838349865034425079e+01, 8.775451543263230292e+00, 1.389916483223230692e+01, 1.240817617983317867e+01, 1.814054430669035156e+01, 8.591420488478046735e+00, 2.032340923141848421e+01, 1.647600883378274972e+01, 1.238968658489672414e+01, 9.593767973720229492e+00, 1.322521941812904700e+01, 1.369002332550897094e+01, 6.704231550661751804e+00, 5.128676030127073737e+00
2.068000000000000000e+03, 1.855533857767480477e+00, 9.954241219129199791e+00, 1.848513933855749869e+01, 8.968245638521816332e+00, 1.396990515030930524e+01, 1.232120573187735069e+01, 1.876078121099085649e+01, 8.078803848510807128e+00, 2.036333945471455209e+01, 1.647021825773948933e+01, 1.245656686215315467e+01, 9.890484639202552941e+00, 1.283846923387094918e+01, 1.368585617763784157e+01, 7.727159840120463308e+00, 4.591153755207724174e+00
2.069000000000000000e+03, 1.815082775370012724e+00, 9.664253855522318304e+00, 1.849179616574804541e+01, 8.992003997012648853e+00, 1.384134775292556263e+01, 1.202357959357784267e+01, 1.866565435254693739e+01, 6.722295643221199768e+00, 2.046209542867871534e+01, 1.646376562202178917e+01, 1.262516441759635022e+01, 9.902772478061603323e+00, 1.293597585313029263e+01, 1.374294814789706543e+01, 7.869646422296176169e+00, 4.798976349762313021e+00
2.070000000000000000e+03, 1.858792280092326887e+00, 9.555795751719742270e+00, 1.855834664485568553e+01, 8.867530019240348338e+00, 1.385165061253844421e+01, 1.263404002830523787e+01, 1.844712728338572560e+01, 6.855651365866958891e+00, 2.055922517020110973e+01, 1.608134663369595785e+01, 1.242569345481297027e+01, 9.936393922668123935e+00, 1.337245818341811443e+01, 1.396347895191655830e+01, 7.157616072926860973e+00, 4.834876082966808930e+00
2.071000000000000000e+03, 2.012237641372124131e+00, 9.542899686076511401e+00, 1.870036464854369385e+01, 8.914172259450850788e+00, 1.343472085921797543e+01, 1.261729634431733515e+01, 1.810871662368559498e+01, 7.285798619779332519e+00, 2.059486046832696715e+01, 1.556550549326701471e+01, 1.249353578504219442e+01, 1.009928591192136516e+01, 1.332450396521982405e+01, 1.423148793962346481e+01, 7.239434261705780749e+00, 5.544009968277513245e+00
2.072000000000000000e+03, 2.012659943085275849e+00, 9.748818291790790624e+00, 1.841778156709825254e+01, 8.967172162648253675e+00, 1.388654394933131542e+01, 1.242500495490024903e+01, 1.804499147575872797e+01, 7.436135375859563190e+00, 2.047434717972441476e+01, 1.540948949825290804e+01, 1.221304197733719299e+01, 1.029684897707394597e+01, 1.338638873838872279e+01, 1.427663628083718272e+01, 6.938056570125084477e+00, 5.079016387441328995e+00
2.073000000000000000e+03, 1.987925604982219596e+00, 9.497532220158822369e+00, 1.825873778396791636e+01, 8.939910178130077156e+00, 1.395457264739194869e+01, 1.290293310444533503e+01, 1.820150853663328760e+01, 6.911008769222484638e+00, 2.041874774908185231e+01, 1.556342930385354428e+01, 1.228351434602558889e+01, 1.023236813453969241e+01, 1.312133838683689468e+01, 1.414352512714231835e+01, 6.351366714735259045e+00, 6.001147366541796480e+00
2.074000000000000000e+03, 1.969346716604215120e+00, 9.895329028112902492e+00, 1.859734834036433782e+01, 8.742753664940941860e+00, 1.408734797512532033e+01, 1.304091254418343482e+01, 1.828257326239167568e+01, 7.120031442567038127e+00, 2.046333753860496785e+01, 1.560906648999173818e+01, 1.265219123992086736e+01, 9.851692968734226952e+00, 1.329683063935752330e+01, 1.408235578541117938e+01, 6.625561396637341893e+00, 5.534306798390643323e+00
2.075000000000000000e+03, 1.985977644786875773e+00, 9.715009103269375501e+00, 1.903704777065748743e+01, 8.723881071365090278e+00, 1.387676583877722791e+01, 1.261550514435410264e+01, 1.830834575297189559e+01, 7.625546352749179135e+00, 2.047685151347624100e+01, 1.568391416537939875e+01, 1.257267117780857646e+01, 9.992109679301089287e+00, 1.337407806873569527e+01, 1.405987399945844629e+01, 8.020617595481255080e+00, 5.659027653246185174e+00
2.076000000000000000e+03, 2.107680470189710054e+00, 9.772546641301229187e+00, 1.880448686568298911e+01, 8.761203633395984625e+00, 1.381771768154297675e+01, 1.261662907763515662e+01, 1.818583607585351203e+01, 6.931582935797075962e+00, 2.036578711660432717e+01, 1.576304787339527635e+01, 1.271579909139702380e+01, 1.001593458825236915e+01, 1.345085068871198253e+01, 1.415489277938772261e+01, 8.084409639832562888e+00, 4.594794575748469612e+00
