year, ACCESS-ESM1-5, CMCC-CM2-SR5, EC-Earth3-Veg, NorESM2-LM, NorESM2-MM, IPSL-CM6A-LR, UKESM1-0-LL, GFDL-ESM4, CNRM-ESM2-1, MIROC-ES2L, MPI-ESM1-2-LR, TaiESM1, CESM2-WACCM, CanESM5
2.025000000000000000e+03, 1.465743192194456590e+00, 1.900569169609169329e+00, 2.293536877236603821e+00, 1.712672387462920165e+00, 1.360789508037443030e+00, 2.335499880653967075e+00, 1.347199148238580779e+00, 1.382097930435062905e+00, 1.125573034147642426e+00, 1.452443684146179859e+00, 1.492786755129611453e+00, 1.698107166831922088e+00, 1.811523591721141857e+00, 3.925155072708521597e+00
2.026000000000000000e+03, 1.433534588397990861e+00, 1.925370172414102132e+00, 2.451249481174569311e+00, 1.721537279847840995e+00, 1.432685163501625114e+00, 2.611621096162665800e+00, 1.306783856554138756e+00, 1.264356871044285624e+00, 1.459939603578236822e+00, 1.448289865291925382e+00, 1.284620573307312830e+00, 1.774433116187260184e+00, 1.859882158459519541e+00, 3.950814679929353090e+00
2.027000000000000000e+03, 1.471951353705270860e+00, 1.931875255518036072e+00, 2.558253100302056993e+00, 1.643053310650431920e+00, 1.425234730208458034e+00, 2.787984016267953447e+00, 1.391388946048371489e+00, 1.227513772727363950e+00, 1.373166676892970228e+00, 1.475009192792351431e+00, 1.751876104988115745e+00, 1.991462492508631943e+00, 1.788734304420905197e+00, 3.719555534055889012e+00
2.028000000000000000e+03, 1.440304688170774616e+00, 1.932234884499480776e+00, 2.100207876130082418e+00, 1.636262610048953903e+00, 1.643819591633775890e+00, 2.779267384935583785e+00, 1.337392853700767326e+00, 1.298928342829963167e+00, 1.580593373161365500e+00, 1.456632759326919269e+00, 1.553227604594974443e+00, 1.489457646296485693e+00, 1.726935143598866240e+00, 3.791026534371850776e+00
2.029000000000000000e+03, 1.461356408648663008e+00, 1.788736389671114591e+00, 2.103530791135332034e+00, 1.481570497605451564e+00, 1.839605142911179048e+00, 2.912271938951771055e+00, 1.540291731805180309e+00, 1.261529918814326301e+00, 1.191958848144295091e+00, 1.548591865226256026e+00, 1.572832500580062520e+00, 1.638117621166199189e+00, 1.748322669602504931e+00, 3.578524270118450534e+00
2.030000000000000000e+03, 1.432656859433000029e+00, 2.107340838781279313e+00, 2.363932404298042744e+00, 1.687815179901668072e+00, 1.740449636781572273e+00, 2.842992830647245839e+00, 1.432708586563021136e+00, 1.161391820823021614e+00, 1.679508909297962038e+00, 1.501546855603059338e+00, 1.086085093049655725e+00, 2.130255780346993255e+00, 1.715667434400672819e+00, 3.667467184795046187e+00
2.031000000000000000e+03, 1.430676751930450186e+00, 1.633166691694463601e+00, 2.571992824042045100e+00, 1.572642934420034111e+00, 1.735719571232863467e+00, 2.465467493074540606e+00, 1.401579969790440083e+00, 1.069945386917207530e+00, 1.684991151344519045e+00, 1.528888073843416517e+00, 1.183057546381152125e+00, 1.734465349435241999e+00, 2.218972519127275778e+00, 3.517127733813889101e+00
2.032000000000000000e+03, 1.391702915386633599e+00, 2.019862965000948751e+00, 2.287956536034347454e+00, 1.682319626331976847e+00, 1.758863091139046597e+00, 2.412507078579471997e+00, 1.362638351436053608e+00, 1.034397467519214464e+00, 1.511499502117478855e+00, 1.506636518083241061e+00, 1.726772667333873690e+00, 1.505348023295439930e+00, 1.961967597921031814e+00, 3.626919938464930215e+00
2.033000000000000000e+03, 1.443061571258648978e+00, 1.764100036166524443e+00, 2.246870486899685382e+00, 1.904567846255748487e+00, 1.909416580355521198e+00, 2.331360690476790065e+00, 1.545620660021801873e+00, 1.067250062080383755e+00, 1.303515391213626362e+00, 1.459135115704121022e+00, 1.972569964127154130e+00, 1.987437296639182671e+00, 1.549918824119754124e+00, 3.759606057511752919e+00
2.034000000000000000e+03, 1.432995848425274499e+00, 1.900269681926295640e+00, 2.373176135803201525e+00, 1.769289036599790199e+00, 1.514654235476703192e+00, 2.655616511869828056e+00, 1.374209376305591146e+00, 1.057279841255015951e+00, 1.390321135619159154e+00, 1.529178642123851795e+00, 1.765715805036411457e+00, 1.869317587246236645e+00, 1.655344753640852762e+00, 3.516282236320100285e+00
2.035000000000000000e+03, 1.439406764726091303e+00, 1.899682970512013291e+00, 2.113247995450345584e+00, 1.820451094642527190e+00, 1.882024556305736951e+00, 2.632435299290814879e+00, 1.397740731491514898e+00, 1.110607407658068313e+00, 1.664986334816202840e+00, 1.502871195324412712e+00, 1.611557270224320604e+00, 1.522404714080846322e+00, 1.701011620787719725e+00, 3.698366638653892924e+00
2.036000000000000000e+03, 1.448658028350281457e+00, 1.744686908007029968e+00, 2.291455815098795590e+00, 1.683942449902442684e+00, 1.879356833021296858e+00, 2.870899688396851612e+00, 1.303890407860257783e+00, 1.112292837311743554e+00, 1.402239124803945858e+00, 1.561658348971057375e+00, 1.279820827036410202e+00, 1.952688801883772252e+00, 1.804412893337783652e+00, 3.838541176308416514e+00
2.037000000000000000e+03, 1.392325280403634347e+00, 1.853100817339658368e+00, 2.503401838675345381e+00, 1.671812040329686333e+00, 1.566121589333401953e+00, 2.770944300580040931e+00, 1.273581768791118840e+00, 1.077844059404235777e+00, 1.180029474958494751e+00, 1.512948658832373283e+00, 1.915505575680238604e+00, 1.851883439662788344e+00, 1.753983102144288875e+00, 4.160720957063477776e+00
2.038000000000000000e+03, 1.347191304144365720e+00, 2.050407244687668218e+00, 2.407941847077417208e+00, 1.578033205183990484e+00, 1.816368327315694531e+00, 2.499183745005594481e+00, 1.279218049490052023e+00, 1.110983085872108367e+00, 1.476456796232219704e+00, 1.527643035409129268e+00, 1.456194977398435064e+00, 1.538804820230918136e+00, 1.639078375595311998e+00, 3.809203715061439954e+00
2.039000000000000000e+03, 1.279937838466085775e+00, 1.698539551796876212e+00, 2.408303239038586785e+00, 1.597335689711606443e+00, 1.925979217847431313e+00, 2.548741213932256056e+00, 1.356759457555604564e+00, 1.127895534798442956e+00, 1.298796742264640258e+00, 1.575203375056573263e+00, 1.320707483215026290e+00, 1.731208952796645884e+00, 1.644105225128826175e+00, 3.443513361030785980e+00
2.040000000000000000e+03, 1.292186539645887144e+00, 1.804936001187560368e+00, 2.241312428345833663e+00, 1.538122027001765924e+00, 1.580985051508885464e+00, 2.750720974926828877e+00, 1.320847761188064240e+00, 1.153990725915999382e+00, 1.670136483762431512e+00, 1.596968339930382896e+00, 1.448172050906731068e+00, 1.940725351404594790e+00, 1.730182174991791832e+00, 3.679960211188738839e+00
2.041000000000000000e+03, 1.280565131661255629e+00, 2.016829921955400007e+00, 2.270253895765333763e+00, 1.796544411685544462e+00, 1.591201422128035281e+00, 2.824635558420685921e+00, 1.438575876025983913e+00, 1.166196248490197984e+00, 1.817551088651580660e+00, 1.594220663135889726e+00, 1.397253314717904482e+00, 1.620396136537459730e+00, 1.539817374328806165e+00, 3.789439149701536280e+00
2.042000000000000000e+03, 1.278269807741977404e+00, 1.906344220702865577e+00, 2.289165818687493026e+00, 1.545874032859132496e+00, 1.645490478955210722e+00, 2.321087657618795763e+00, 1.457299561941910904e+00, 1.136259689773299941e+00, 1.485962697003847532e+00, 1.511928885074903306e+00, 1.437856243582871674e+00, 2.023253124969330408e+00, 1.610124522686937620e+00, 3.709009534321222823e+00
2.043000000000000000e+03, 1.270702457513755990e+00, 2.053673803145779964e+00, 2.274996369110489969e+00, 1.710178757076207923e+00, 1.362573285540463086e+00, 2.609926572969081260e+00, 1.195994742342442629e+00, 1.143453339320760431e+00, 1.331918871647539859e+00, 1.510456931434985384e+00, 1.705601562161704665e+00, 1.589259621945372292e+00, 1.701277937589300349e+00, 3.863206509221833951e+00
2.044000000000000000e+03, 1.255142576026482493e+00, 1.861380686871643375e+00, 2.220750456509225312e+00, 1.663573022574758697e+00, 1.585687452222277694e+00, 2.739462837636842618e+00, 1.276163319219802306e+00, 1.217582024783327777e+00, 1.509913386557957704e+00, 1.531601855774003207e+00, 1.389083358371252963e+00, 1.779226492218939137e+00, 1.617263425612258665e+00, 3.990257968973932812e+00
2.045000000000000000e+03, 1.298255663883967070e+00, 2.070681716562611019e+00, 2.318440102336194464e+00, 2.043109572367824534e+00, 1.791395263283724004e+00, 2.543592684233313417e+00, 1.242420604577919141e+00, 1.230486026419689738e+00, 1.501055656044588016e+00, 1.536748504474418686e+00, 2.160416783162772525e+00, 1.800018076646120457e+00, 1.771345331232331954e+00, 3.724325592231449100e+00
2.046000000000000000e+03, 1.326894399949791969e+00, 1.936469893464234371e+00, 2.566417626019071641e+00, 1.851305735263610641e+00, 1.422071285850297295e+00, 2.671331254714301107e+00, 1.237277589837326053e+00, 1.088202539140516567e+00, 1.511026347515306067e+00, 1.525686158654552704e+00, 1.833162045200755097e+00, 1.634880067101125656e+00, 1.651460502836596955e+00, 3.641415728278020403e+00
2.047000000000000000e+03, 1.391131211806834411e+00, 2.025731459071355989e+00, 2.338426039923124033e+00, 1.707909281940289459e+00, 1.594654316165759811e+00, 2.707449410707757576e+00, 1.240830281980870087e+00, 1.031775747534223298e+00, 1.483408799469565720e+00, 1.527181647789050967e+00, 2.076037370186828657e+00, 1.696220826414630123e+00, 1.738443901672858560e+00, 4.185417311281149466e+00
2.048000000000000000e+03, 1.433329474453199914e+00, 1.941234775096338794e+00, 2.293238619960641600e+00, 1.503571867384471572e+00, 1.933567230987839558e+00, 2.840377037098678059e+00, 1.432930438378070104e+00, 1.057814758148023060e+00, 1.582720733150209114e+00, 1.494324840540735222e+00, 1.518672782748996530e+00, 2.239969788178906462e+00, 1.451075342048748995e+00, 4.037758791479359566e+00
2.049000000000000000e+03, 1.408002264554111926e+00, 1.911174782468057387e+00, 2.385631240952017063e+00, 1.549537033466870106e+00, 1.805454985315389393e+00, 2.686733500603581959e+00, 1.532006461419287868e+00, 1.059971054741562835e+00, 1.289749759741672275e+00, 1.483704192062742067e+00, 1.795178193220759999e+00, 1.546748620499281746e+00, 1.641248558239715605e+00, 4.146312377868292209e+00
2.050000000000000000e+03, 1.300315460194082284e+00, 1.919352387642221602e+00, 2.626228008279449799e+00, 1.700894442569619525e+00, 1.645968845200142860e+00, 2.343024383780994757e+00, 1.416480367744321622e+00, 1.081636162168891691e+00, 1.569206525781406070e+00, 1.518316367836594960e+00, 1.973671501405195761e+00, 1.608156774040676806e+00, 1.249542749921422446e+00, 3.968151405538871135e+00
2.051000000000000000e+03, 1.249265596106176490e+00, 1.820777121921132613e+00, 1.935931556136894161e+00, 1.821907119100715233e+00, 1.847246595977250827e+00, 2.349233022863912446e+00, 1.306580847402319279e+00, 1.152090114297563028e+00, 1.167681285253814538e+00, 1.529968858998292713e+00, 1.602981033545882283e+00, 1.854371190081478327e+00, 1.341033957068662463e+00, 4.329350329419214383e+00
2.052000000000000000e+03, 1.264057506698657463e+00, 1.848219205908652629e+00, 1.951825190696415468e+00, 1.768729890184015163e+00, 2.013519420777576840e+00, 2.631056110520357816e+00, 1.533049447042649005e+00, 1.180341170609128909e+00, 1.178292198755801490e+00, 1.561477753445045691e+00, 1.859573728510250934e+00, 2.049620172589827760e+00, 1.509441514514590521e+00, 4.146982973754529844e+00
2.053000000000000000e+03, 1.295121033643874098e+00, 1.882749543251243773e+00, 2.492137947390943964e+00, 1.795724435516132145e+00, 1.915616046731545064e+00, 2.882095312686772104e+00, 1.379345844361151707e+00, 1.202218293774549585e+00, 1.571111952577126880e+00, 1.508339295918796674e+00, 1.692176759570559463e+00, 1.478478267767402210e+00, 1.492159309636377884e+00, 3.758647183816013371e+00
2.054000000000000000e+03, 1.332059731856044316e+00, 1.670457010632482753e+00, 2.744258288701275195e+00, 1.785600056940502389e+00, 1.810840971595224058e+00, 2.923998635482062181e+00, 1.398487081159746515e+00, 1.240436166062947931e+00, 1.570550972484452856e+00, 1.477708389792651511e+00, 1.458736652407654155e+00, 1.606819325372190743e+00, 1.491563311698107519e+00, 3.886910308527420366e+00
2.055000000000000000e+03, 1.350421328619477279e+00, 1.865881116564982012e+00, 2.282314216715540134e+00, 2.111593133824356538e+00, 1.975063728584492750e+00, 3.113661955059098041e+00, 1.306783673156983294e+00, 1.101802179918408564e+00, 1.542623340327279768e+00, 1.463166262591153455e+00, 1.648352703709228262e+00, 1.821512065706760053e+00, 1.881952369385564205e+00, 4.147569809640642369e+00
2.056000000000000000e+03, 1.410660853653916025e+00, 2.024161961184529623e+00, 2.258319532272483610e+00, 1.733455459221820538e+00, 1.902251711874203721e+00, 2.681290631625251830e+00, 1.285545215302798638e+00, 1.017830349276809043e+00, 1.572570371380263676e+00, 1.492465946315667535e+00, 1.679953102629858641e+00, 1.870319630840283853e+00, 1.946221650533658032e+00, 3.791350586182064220e+00
2.057000000000000000e+03, 1.450014148519407131e+00, 1.708094216801685050e+00, 2.234003910325983444e+00, 1.501088981437761927e+00, 1.737610813858766701e+00, 2.624371766114825366e+00, 1.408035916251689557e+00, 9.754588948012292704e-01, 1.403784131291347048e+00, 1.497355386244803466e+00, 1.904137048254230358e+00, 1.716755569221868116e+00, 1.724248270951616036e+00, 3.984054301336835469e+00
2.058000000000000000e+03, 1.418830808359779816e+00, 1.982505083909392063e+00, 2.243460484713312386e+00, 1.254115161321044392e+00, 1.827058788642164311e+00, 2.654617846229808453e+00, 1.374459942098847920e+00, 1.076283852937581109e+00, 1.754982393865757828e+00, 1.492528898060873077e+00, 1.881130292995351505e+00, 1.658380108664934127e+00, 1.675367815728925791e+00, 4.042810675456961711e+00
2.059000000000000000e+03, 1.396752534856854133e+00, 1.825715518705021356e+00, 2.355307441980257543e+00, 1.450023917720119293e+00, 1.802481644384534176e+00, 2.614374461147399575e+00, 1.354572600757242506e+00, 1.246200719547045699e+00, 1.470938608499951394e+00, 1.477728700517393801e+00, 1.847279271264964828e+00, 1.698453675773638816e+00, 2.086014272465311237e+00, 4.023115663428482591e+00
2.060000000000000000e+03, 1.435592097266776168e+00, 1.747102409779091481e+00, 2.375724796528197125e+00, 1.606817570584907706e+00, 1.638136366707724001e+00, 2.872459106717708988e+00, 1.297162074258175757e+00, 1.226798073156357693e+00, 1.274670901304343573e+00, 1.492313551752933787e+00, 1.362891385372936082e+00, 1.549990031691722114e+00, 1.738783028869250735e+00, 3.802266165496786421e+00
2.061000000000000000e+03, 1.468482691507612792e+00, 1.893968389189395918e+00, 2.230065577139043409e+00, 1.379234069074900981e+00, 1.521763602842832297e+00, 2.958480277443936046e+00, 1.458052160176095402e+00, 1.088933638739841392e+00, 1.596142477353681421e+00, 1.522666569168623418e+00, 1.495230606871237322e+00, 1.664156095552819847e+00, 1.843446848421117057e+00, 4.148043760529067647e+00
2.062000000000000000e+03, 1.431136215270080614e+00, 1.744178158344896978e+00, 2.315810602082512659e+00, 1.320148579317275139e+00, 1.420295610874528158e+00, 2.766118213396262959e+00, 1.564319389423493023e+00, 1.023586377999370800e+00, 1.371709598643941153e+00, 1.524653732314183552e+00, 2.157578440418554955e+00, 1.924653874641103268e+00, 1.767751642648256238e+00, 3.870497255352841837e+00
2.063000000000000000e+03, 1.447903652560407872e+00, 1.942236674607647151e+00, 2.717753146052063862e+00, 1.834181395700564821e+00, 1.582156325394346919e+00, 2.534234153326104799e+00, 1.380560078946798663e+00, 1.051818552175988408e+00, 1.516421109352776853e+00, 1.504115178291926647e+00, 2.254854972498719690e+00, 1.729335651295025311e+00, 1.472442681805073761e+00, 3.791584447986307893e+00
2.064000000000000000e+03, 1.450849211884987167e+00, 2.068596584058025378e+00, 2.687827125729879807e+00, 1.765086014454513075e+00, 1.667836328410333913e+00, 2.582327007443226297e+00, 1.359503975838590506e+00, 1.091223330142649273e+00, 1.704472097995249236e+00, 1.587305318022247391e+00, 1.528797438444429391e+00, 1.671592154190440604e+00, 1.400872391184688537e+00, 4.144741601089350524e+00
2.065000000000000000e+03, 1.475939522133529858e+00, 1.808769010129187338e+00, 2.500872739081231533e+00, 1.644571592797474224e+00, 2.084540581239322066e+00, 2.675596339488671482e+00, 1.584559841553345505e+00, 1.038477734066685976e+00, 1.532355805008417393e+00, 1.486843272345930167e+00, 1.476828131530270705e+00, 2.010670582227510828e+00, 1.233010469731567138e+00, 3.841769496681234131e+00
2.066000000000000000e+03, 1.495382110367357242e+00, 2.016377709111552452e+00, 2.397270001257883809e+00, 1.393863756752610650e+00, 1.773476768922090052e+00, 2.797199925933286035e+00, 1.488377863964142289e+00, 9.780670373339580559e-01, 1.736881115912817686e+00, 1.503677977632248419e+00, 1.851958819472659723e+00, 1.542972682350967961e+00, 1.790694686825660353e+00, 4.011772633930257292e+00
2.067000000000000000e+03, 1.480798169135713716e+00, 1.885812213136174309e+00, 2.321428912921998489e+00, 1.792658470054605546e+00, 1.936297839896108375e+00, 3.103732226248000714e+00, 1.246440254138879711e+00, 9.464516124688601151e-01, 1.972742835420408403e+00, 1.453790152561331706e+00, 1.986737815456331546e+00, 1.606444906493924796e+00, 1.669663729843517297e+00, 4.100281295167389928e+00
2.068000000000000000e+03, 1.528279399336426980e+00, 1.904196590058499838e+00, 2.315486162322122343e+00, 1.690051817716557103e+00, 2.065026852992961626e+00, 3.026275572111213119e+00, 1.550601413709437715e+00, 9.654004290384784470e-01, 1.844369373417971136e+00, 1.549579775763218370e+00, 1.517453583431308983e+00, 1.999560784795318957e+00, 1.478087729366958758e+00, 4.011538314596402977e+00
2.069000000000000000e+03, 1.520615818499363003e+00, 1.924996086840859100e+00, 2.353963496752613072e+00, 1.773444890595156087e+00, 1.636931787965006935e+00, 2.844392523770370218e+00, 1.428022115716521823e+00, 9.833846021325817199e-01, 1.645131585222347370e+00, 1.596422448006965533e+00, 2.039536053273051763e+00, 2.103885036901258054e+00, 1.688619853645688007e+00, 3.895209138159520190e+00
2.070000000000000000e+03, 1.411692595543117879e+00, 2.121969210575618270e+00, 2.228937878494613223e+00, 1.757246283974415624e+00, 1.860432699397287948e+00, 2.719603214922315271e+00, 1.332438296718199133e+00, 1.008894134140990051e+00, 1.368003616220514029e+00, 1.591961549435216394e+00, 1.949860483020453561e+00, 1.611427797620498481e+00, 1.871994648466045463e+00, 3.685431709099270314e+00
2.071000000000000000e+03, 1.338279482961801214e+00, 2.012908810902420687e+00, 2.235753501107621499e+00, 1.907443647596104963e+00, 1.654803817794775478e+00, 2.456019368715888884e+00, 1.398446087823455697e+00, 1.069111501566066602e+00, 1.600496252430209765e+00, 1.564095863935176967e+00, 1.975856359849044619e+00, 1.720363558596635700e+00, 1.750037308259558611e+00, 3.819086153207866818e+00
2.072000000000000000e+03, 1.322518400147014495e+00, 1.885365379049168011e+00, 2.365875040436657528e+00, 1.857594170107856435e+00, 1.634419321456225926e+00, 3.002872283922517038e+00, 1.445332414499406637e+00, 1.146167339891040360e+00, 1.381771785595494961e+00, 1.508008484416242245e+00, 1.927326064333952260e+00, 1.657968365464566052e+00, 1.714619662633287023e+00, 4.192465028125614168e+00
2.073000000000000000e+03, 1.345948188356971720e+00, 1.923059971098956211e+00, 2.451478121870192872e+00, 1.619935907938408581e+00, 1.836475127943482999e+00, 2.900914288248832129e+00, 1.368035460994480257e+00, 1.203621900640523545e+00, 1.394436787766405672e+00, 1.570925601329468568e+00, 1.523368409077352936e+00, 1.886660346157720047e+00, 2.092831505096515166e+00, 3.826005483658535322e+00
2.074000000000000000e+03, 1.352269681805445378e+00, 1.947409995514218339e+00, 2.347413563402638292e+00, 1.545254619145676411e+00, 1.906555275854451947e+00, 3.052180342972515170e+00, 1.280326502550951373e+00, 1.168868447139374656e+00, 1.614457000427653943e+00, 1.624218629956619031e+00, 1.949373431521924438e+00, 1.668610936771567577e+00, 1.585642770357004183e+00, 3.898682718411360604e+00
2.075000000000000000e+03, 1.360025568360851311e+00, 1.847593248235841479e+00, 2.579995160291594924e+00, 1.801513246014171399e+00, 1.769842091274317131e+00, 2.789174691356068880e+00, 1.259296386358811803e+00, 1.157970184616344156e+00, 1.409949194361742597e+00, 1.572905227536850470e+00, 1.867787051132974607e+00, 1.730974027873506627e+00, 1.500432119725482183e+00, 4.011862175448414725e+00
2.076000000000000000e+03, 1.374258839526471210e+00, 1.959984130384213374e+00, 2.577495334244469305e+00, 1.463039258382243801e+00, 1.749000813762523254e+00, 2.656454401376182162e+00, 1.338639193311305764e+00, 1.221197485565529650e+00, 1.404479061155138098e+00, 1.560291466962568929e+00, 2.001328644787431443e+00, 1.970551864835399902e+00, 1.681670185225303094e+00, 4.217140041487947855e+00
2.077000000000000000e+03, 1.386394442937377791e+00, 1.882326306080011280e+00, 2.525114787596843602e+00, 1.682294345359491627e+00, 1.793731433803936515e+00, 2.493355215481101617e+00, 1.405218201879092410e+00, 1.225588456280833682e+00, 1.453850991072193954e+00, 1.555379506745890428e+00, 1.648864974267184369e+00, 1.692546936726393891e+00, 1.953332275453763645e+00, 3.974492687039960614e+00
2.078000000000000000e+03, 1.435148035670378297e+00, 2.040014780024951513e+00, 2.087704307596734754e+00, 1.542819793426076114e+00, 1.490433912130810556e+00, 2.777667973970511461e+00, 1.385150460787027749e+00, 1.165927002427768144e+00, 1.333837558909582999e+00, 1.553301970309159064e+00, 1.535800790981222130e+00, 1.612672101755217913e+00, 2.132286698498026656e+00, 3.710536279793775982e+00
2.079000000000000000e+03, 1.467654662546178823e+00, 1.737804245025560634e+00, 1.985273147989203846e+00, 1.639317343473838617e+00, 1.735596527780312925e+00, 2.778133264009123415e+00, 1.300788010232134084e+00, 1.120965108552852474e+00, 1.902962954499921366e+00, 1.555922832408253464e+00, 1.712453339297247190e+00, 1.777139764508298914e+00, 1.716534893457963840e+00, 4.179567341232946376e+00
2.080000000000000000e+03, 1.515646321004303854e+00, 1.936222178385860415e+00, 2.345433454068827750e+00, 1.598923550326851961e+00, 1.651610229140637820e+00, 2.628007114496622609e+00, 1.245257787593444743e+00, 1.090760292944142673e+00, 1.539483089114829006e+00, 1.619120947495435114e+00, 1.835286469245048124e+00, 1.830465442488883543e+00, 1.943548869396327872e+00, 4.139905570071181984e+00
2.081000000000000000e+03, 1.472315246213838247e+00, 1.806556640615753384e+00, 2.615964556680110409e+00, 1.532882366917819317e+00, 1.615900292006911432e+00, 2.531466188365413483e+00, 1.246295129690029757e+00, 1.071908046191050401e+00, 1.607584483503693651e+00, 1.582810030473103424e+00, 1.781163764441197728e+00, 1.745774739696040356e+00, 2.219216945009260034e+00, 4.005271687469084796e+00
2.082000000000000000e+03, 1.456049654402757687e+00, 1.951895822551009019e+00, 2.340960992378694705e+00, 1.557961339761521069e+00, 1.651757348788454483e+00, 2.527585697663317532e+00, 1.218418136412471098e+00, 1.048572412357123396e+00, 1.603139035842950255e+00, 1.518805242556735546e+00, 2.041514583217376000e+00, 1.494960184636901168e+00, 1.954950449913302801e+00, 3.999105766776384741e+00
2.083000000000000000e+03, 1.416155579401702447e+00, 1.856528278961951495e+00, 2.360114373457692150e+00, 1.523536611441548505e+00, 1.799530595812961487e+00, 2.539680990336865563e+00, 1.314765814690730839e+00, 1.089653301667484087e+00, 1.610761878439703310e+00, 1.541515006111309427e+00, 1.846782397615261528e+00, 1.685625627368790624e+00, 1.514774885927255399e+00, 4.195469189144923838e+00
2.084000000000000000e+03, 1.387731975128983830e+00, 2.158201903136823141e+00, 2.397145116448037072e+00, 1.757028760161237990e+00, 1.858048078800972780e+00, 2.640283542072991541e+00, 1.341824470648284029e+00, 1.260516902157788000e+00, 1.608311473803408109e+00, 1.541381723177396079e+00, 1.890474805376357592e+00, 2.188660343530588470e+00, 1.540672235408064417e+00, 3.965453332032158773e+00
