year, INM-CM4-8, INM-CM5-0, CNRM-ESM2-1, CESM2-WACCM, ACCESS-ESM1-5, CMCC-CM2-SR5, GFDL-ESM4, MPI-ESM1-2-LR, CanESM5, EC-Earth3-Veg, MIROC-ES2L, UKESM1-0-LL, NorESM2-MM, NorESM2-LM, TaiESM1, IPSL-CM6A-LR
2.076000000000000000e+03, 2.950041872830107081e+02, 2.947812700801728738e+02, 2.972848429580977836e+02, 2.968423046785577526e+02, 2.968984787501701135e+02, 2.956556712081622891e+02, 2.956070059991941434e+02, 2.964589082843215238e+02, 2.967968580850098306e+02, 2.976294675661338829e+02, 2.975027541614892925e+02, 2.959224799931644725e+02, 2.960743988590327831e+02, 2.970974398904207874e+02, 2.981675750704557686e+02, 2.953602521397862688e+02
2.077000000000000000e+03, 2.953128878335139689e+02, 2.943914647894466157e+02, 2.968348857887619943e+02, 2.973465140961569091e+02, 2.961456370847873245e+02, 2.968414940969404938e+02, 2.964602792657173609e+02, 2.970882429395015265e+02, 2.964880285872357604e+02, 2.977791487357724804e+02, 2.976044405354815012e+02, 2.959456256615503094e+02, 2.960124825919644991e+02, 2.966967686943676767e+02, 2.984654591054074899e+02, 2.955924689511587076e+02
2.078000000000000000e+03, 2.948006417405803177e+02, 2.946721988247612103e+02, 2.973015381547447760e+02, 2.966056667330066716e+02, 2.970681192704940941e+02, 2.975182647350711136e+02, 2.969216300093386849e+02, 2.964954753909560168e+02, 2.974050917600138177e+02, 2.967405287928687585e+02, 2.979331194105803320e+02, 2.955853866253134470e+02, 2.960295674397401058e+02, 2.964257206889485019e+02, 2.977532092952727112e+02, 2.954684253605036588e+02
2.079000000000000000e+03, 2.951869075355960490e+02, 2.944465007379503163e+02, 2.959780763351824362e+02, 2.972494325689709171e+02, 2.966274670971076262e+02, 2.975732024684428438e+02, 2.962255492802764820e+02, 2.966566354087782997e+02, 2.973889159132146460e+02, 2.964222301425587602e+02, 2.983001596650777856e+02, 2.967630922283715336e+02, 2.965796275432386437e+02, 2.962203959326753306e+02, 2.977299648372786010e+02, 2.954235421241252766e+02
2.080000000000000000e+03, 2.952626938258428027e+02, 2.946845551964727292e+02, 2.967028677230477456e+02, 2.973987466787876315e+02, 2.975801536073315674e+02, 2.974047096001858677e+02, 2.965539680736956143e+02, 2.968571697492022849e+02, 2.966427569334932741e+02, 2.971009104129149705e+02, 2.972084527381753105e+02, 2.960447146260432305e+02, 2.957934131822006520e+02, 2.967732885661254727e+02, 2.980966918339970562e+02, 2.959185316677148307e+02
2.081000000000000000e+03, 2.953556451722446354e+02, 2.944449901602180262e+02, 2.970236493286952850e+02, 2.967821284759989453e+02, 2.973975055156523126e+02, 2.971293039779330911e+02, 2.965368914349603529e+02, 2.967215725858448536e+02, 2.966634622932783714e+02, 2.966211219413629010e+02, 2.975240484060235531e+02, 2.960844769185094947e+02, 2.957667725429620305e+02, 2.974470911012496117e+02, 2.986439100606182819e+02, 2.952916175765618618e+02
2.082000000000000000e+03, 2.944592428176090380e+02, 2.945242249413867626e+02, 2.968815258905669907e+02, 2.967709190289169214e+02, 2.978033980366782885e+02, 2.957761239054283919e+02, 2.964037591607143440e+02, 2.959317336148440063e+02, 2.969892536605929649e+02, 2.976293558933516579e+02, 2.972651454313207751e+02, 2.966784286875480348e+02, 2.958870584727735604e+02, 2.971910669602361281e+02, 2.971530430382545092e+02, 2.954608578039937470e+02
2.083000000000000000e+03, 2.952310504360750087e+02, 2.943014325454107620e+02, 2.967888306685870248e+02, 2.971457206684476091e+02, 2.970229701437516496e+02, 2.965840149807420403e+02, 2.964688823428036244e+02, 2.965185583381951915e+02, 2.963450787096060139e+02, 2.966707027446058191e+02, 2.975829452138833631e+02, 2.959192621755624941e+02, 2.957098345802471613e+02, 2.968690001284358573e+02, 2.969902664218417385e+02, 2.951799280971597454e+02
2.084000000000000000e+03, 2.953110418425679882e+02, 2.949205676572179868e+02, 2.967310573318144407e+02, 2.977509411663436936e+02, 2.978440605466197439e+02, 2.968673689007792404e+02, 2.950133245326475731e+02, 2.963399829356721398e+02, 2.972855979765703296e+02, 2.972539473086166026e+02, 2.986955229055892573e+02, 2.958152917988259105e+02, 2.958645994292778028e+02, 2.970623181138109885e+02, 2.983061641738954677e+02, 2.949023818608844749e+02
2.085000000000000000e+03, 2.946238751920873256e+02, 2.948007110653387599e+02, 2.968075338587622127e+02, 2.973902683931101478e+02, 2.973823808393003674e+02, 2.969923673878643058e+02, 2.956718671314121138e+02, 2.968776306902400961e+02, 2.978082833596394607e+02, 2.965174420948210923e+02, 2.981438618451822435e+02, 2.953205873661020178e+02, 2.960370330977985418e+02, 2.968496333490593884e+02, 2.987570833679654356e+02, 2.951914436979996026e+02
2.086000000000000000e+03, 2.949856359907572028e+02, 2.949983046768987833e+02, 2.973492012513533496e+02, 2.983230709483531200e+02, 2.975285936033773737e+02, 2.977697419284032776e+02, 2.961306663065583393e+02, 2.957616648483530071e+02, 2.974756144737610271e+02, 2.962570870798321607e+02, 2.975709409290994927e+02, 2.963976515340996798e+02, 2.962233636799386431e+02, 2.963938028695376374e+02, 2.978518932009825448e+02, 2.952277287845021192e+02
2.087000000000000000e+03, 2.946639561175759354e+02, 2.948959657636343650e+02, 2.969393581364829515e+02, 2.975867854822194545e+02, 2.969147271608037499e+02, 2.983625840595721002e+02, 2.959929607139058589e+02, 2.963077234655001462e+02, 2.973636032468412509e+02, 2.962518046044043558e+02, 2.975512061474047414e+02, 2.958643655185599641e+02, 2.955661351967704036e+02, 2.964345663854443274e+02, 2.980134163720344418e+02, 2.949464777802958224e+02
2.088000000000000000e+03, 2.950497140199890964e+02, 2.944055583967298730e+02, 2.969838236531684288e+02, 2.973298339595165203e+02, 2.968562581984152757e+02, 2.972740749001524136e+02, 2.965450570192566033e+02, 2.963280921662473588e+02, 2.959889039210473243e+02, 2.965716169936208644e+02, 2.981151544917910883e+02, 2.955204821095374541e+02, 2.957515242711794485e+02, 2.965659335258190481e+02, 2.983207237746310057e+02, 2.958832740921139930e+02
2.089000000000000000e+03, 2.953460720297386501e+02, 2.947994218479249753e+02, 2.969514990251203699e+02, 2.979607740409180110e+02, 2.972616842818337091e+02, 2.966140820952853119e+02, 2.959743313022639768e+02, 2.965881675816050915e+02, 2.970572253139230838e+02, 2.958343271888637673e+02, 2.967629011565506971e+02, 2.959310694655331986e+02, 2.955172235910164886e+02, 2.968088383763394518e+02, 2.978391980992523145e+02, 2.955123069802090185e+02
2.090000000000000000e+03, 2.950328657404613182e+02, 2.946921630740329192e+02, 2.970355833419141618e+02, 2.976452432886450197e+02, 2.976343239908765668e+02, 2.962298041978390870e+02, 2.967052695287067081e+02, 2.960247140015491709e+02, 2.980345311720097357e+02, 2.971232317815587862e+02, 2.974922140030345759e+02, 2.962894187539622521e+02, 2.959954137320586369e+02, 2.968193034033149615e+02, 2.981939288817976603e+02, 2.948408793320279528e+02
2.091000000000000000e+03, 2.950876897896592936e+02, 2.944019883344759023e+02, 2.966390569933258803e+02, 2.973855041350414012e+02, 2.974258398137515655e+02, 2.969503854085509147e+02, 2.957927523296106642e+02, 2.966279538086202479e+02, 2.970125466121793920e+02, 2.972030647420808691e+02, 2.983017246399346050e+02, 2.958943577764546831e+02, 2.965871289414832290e+02, 2.973209556788531813e+02, 2.981468798037636816e+02, 2.952058640557698368e+02
2.092000000000000000e+03, 2.949938060491076044e+02, 2.945595786826173708e+02, 2.970732811514480431e+02, 2.972677705269018702e+02, 2.972391292569585630e+02, 2.975733916460622481e+02, 2.968339998670228397e+02, 2.964656059866292139e+02, 2.963802257527723896e+02, 2.971427752562196929e+02, 2.979109869881723967e+02, 2.966240899473847321e+02, 2.959624165179707802e+02, 2.965199677331900716e+02, 2.973046361486437377e+02, 2.950714113377489980e+02
2.093000000000000000e+03, 2.944595572883160912e+02, 2.940543055189629058e+02, 2.975669758236971916e+02, 2.970134723998041295e+02, 2.967847160114876033e+02, 2.975149928681490223e+02, 2.960630926516882937e+02, 2.959487955714864711e+02, 2.967793463758220582e+02, 2.957043960878038433e+02, 2.973596373356962772e+02, 2.960418628284775195e+02, 2.958247062972277490e+02, 2.964594845336869753e+02, 2.975212457227428899e+02, 2.953442083633048014e+02
2.094000000000000000e+03, 2.944080977984907577e+02, 2.939784007407862987e+02, 2.971654711435886043e+02, 2.969177111031202685e+02, 2.970679768270618979e+02, 2.972904713855825776e+02, 2.961208944574506177e+02, 2.969487958879761322e+02, 2.969350041999110204e+02, 2.958457140521474003e+02, 2.975628229984309314e+02, 2.960105058383659866e+02, 2.961365047900466720e+02, 2.969913092508145951e+02, 2.992400382048051597e+02, 2.954756014240396098e+02
2.095000000000000000e+03, 2.951967591912627427e+02, 2.948644445790991995e+02, 2.975161481770643377e+02, 2.968423942811205052e+02, 2.970417866879087683e+02, 2.970260459030519655e+02, 2.953943229270342385e+02, 2.963172163101956471e+02, 2.972997374929114471e+02, 2.974747555754830728e+02, 2.975427534055544356e+02, 2.959348450564883706e+02, 2.959998706457079152e+02, 2.970844758126955867e+02, 2.982092194551747184e+02, 2.949120245681826873e+02
2.096000000000000000e+03, 2.949865441185602322e+02, 2.937935704438586981e+02, 2.967587221632384171e+02, 2.975488946664045784e+02, 2.968973353121102150e+02, 2.969192447168007902e+02, 2.957388751317231481e+02, 2.954241366643719289e+02, 2.976265485316901618e+02, 2.975384981337504655e+02, 2.976194945007430306e+02, 2.962460438308825701e+02, 2.951496821602706291e+02, 2.964247947011971860e+02, 2.977607354106080493e+02, 2.952278305250217727e+02
2.097000000000000000e+03, 2.948327426039950296e+02, 2.944991888465032730e+02, 2.970969369357812866e+02, 2.979068373631582176e+02, 2.973255126960792154e+02, 2.965010843008952861e+02, 2.964760514349907794e+02, 2.965666701404265950e+02, 2.979709464102770085e+02, 2.965597745542153802e+02, 2.988217620868136351e+02, 2.959650728215671052e+02, 2.960447891980721238e+02, 2.962954619261741982e+02, 2.983653075117494495e+02, 2.953904897006663646e+02
2.098000000000000000e+03, 2.952454970686593470e+02, 2.942164167095500602e+02, 2.965821628377926231e+02, 2.972124888205385105e+02, 2.964446852473662943e+02, 2.968312654287518058e+02, 2.960803792783664790e+02, 2.967005721215978724e+02, 2.961460084790198266e+02, 2.953699618113307679e+02, 2.973711679316762115e+02, 2.953070812020449125e+02, 2.964718181944497246e+02, 2.964504994467840220e+02, 2.983085724157990057e+02, 2.953879325501591779e+02
2.099000000000000000e+03, 2.949355822279518975e+02, 2.944940076671836664e+02, 2.969013375968772266e+02, 2.976734125534076725e+02, 2.975875051433367844e+02, 2.966911637118132603e+02, 2.959055416751309053e+02, 2.969261756261271330e+02, 2.971815252418216460e+02, 2.962716020082945647e+02, 2.972976069802693360e+02, 2.967553635505798866e+02, 2.958755963888683027e+02, 2.966208855003118856e+02, 2.976798067589220977e+02, 2.953832046505763742e+02
2.100000000000000000e+03, 2.948699479974431483e+02, 2.948722669366578089e+02, 2.975924744590703881e+02, 2.973154490860708847e+02, 2.971994337763578642e+02, 2.966440597489389575e+02, 2.964009450195179625e+02, 2.965204417783579629e+02, 2.974409263500676275e+02, 2.966849332969631519e+02, 2.973076695664333329e+02, 2.955000110505619659e+02, 2.959643750859848410e+02, 2.968364656413040734e+02, 2.977190040797027564e+02, 2.951475486144821616e+02
