year, CMCC-CM2-SR5, ACCESS-ESM1-5, TaiESM1, CNRM-ESM2-1, NorESM2-MM, GFDL-ESM4, CanESM5, CESM2-WACCM, MPI-ESM1-2-LR, MIROC-ES2L, NorESM2-LM, EC-Earth3-Veg, IPSL-CM6A-LR
2.084000000000000000e+03, 2.068970127416034366e+00, 1.051559503378378224e+00, 1.050023877368795544e+00, 9.599505391169833146e+00, 1.183575532175165534e+00, 2.188717607998788672e+00, 5.604350342150846487e+00, 1.494665624655328484e+00, 1.175012054597089062e+01, 8.001567544719748071e+00, 1.082317455456980104e+00, 1.742305861411403756e+00, 5.399644502029904203e+00
2.085000000000000000e+03, 1.965333338455449663e+00, 1.023167557287826490e+00, 5.713786916594986165e-01, 9.758641292124433875e+00, 1.294855586702082340e+00, 2.617588643496854051e+00, 5.758094819096105432e+00, 1.293683037840480665e+00, 1.177461574649229625e+01, 8.028534729059479957e+00, 1.025373271324422131e+00, 1.631848648528122059e+00, 5.469678958078334929e+00
2.086000000000000000e+03, 2.517596062012334102e+00, 9.992309483766002032e-01, 3.969351053426877218e-01, 9.720540615816167573e+00, 1.324480596750991612e+00, 2.681307833882165426e+00, 5.803352381117290015e+00, 1.375520911725056639e+00, 1.171932208622744120e+01, 7.944865624500122792e+00, 9.446412320410976227e-01, 1.621168417374075688e+00, 5.462228367981897925e+00
2.087000000000000000e+03, 2.183546081530752137e+00, 9.781496380283272174e-01, 5.466677008992955056e-01, 9.636623319799555887e+00, 1.114878187510278451e+00, 2.576412742769639941e+00, 5.630621268663237977e+00, 1.240259101212388693e+00, 1.172808480026120215e+01, 7.794288142808005304e+00, 9.713461285428417469e-01, 1.895151846449942168e+00, 5.471388669042244857e+00
2.088000000000000000e+03, 1.646755997416719630e+00, 1.021608130513660173e+00, 5.696821304587766921e-01, 9.596497862448760685e+00, 1.189104161197093834e+00, 2.522090455006774423e+00, 5.166709738364577476e+00, 1.061569077716657539e+00, 1.179573697233316310e+01, 7.814899346725318274e+00, 1.151565803676011690e+00, 2.005579019535363994e+00, 5.506717882314672075e+00
2.089000000000000000e+03, 1.518662068070107951e+00, 1.054278041789632026e+00, 4.570106896063065305e-01, 9.660736871619393540e+00, 1.331482254345358607e+00, 2.437091889717204474e+00, 5.230200566344461954e+00, 1.247945729259030356e+00, 1.172035596720878026e+01, 7.738479169474716812e+00, 1.297842303615384996e+00, 2.029210520508935911e+00, 5.463245171193356953e+00
2.090000000000000000e+03, 1.710833600878933991e+00, 1.003695132491907227e+00, 5.904883134501210940e-01, 9.644926382735576453e+00, 1.347802080316985229e+00, 2.463224863947339749e+00, 5.616543787190904524e+00, 1.149067929390607645e+00, 1.173111367060472254e+01, 7.780253224060230011e+00, 1.390869671825931464e+00, 2.218748498614314446e+00, 5.488462377004753812e+00
2.091000000000000000e+03, 2.522136686001773764e+00, 9.919250236576001578e-01, 4.589218218350796796e-01, 9.671698182113788178e+00, 1.326139257020574336e+00, 2.373580187814160247e+00, 5.472546838639658517e+00, 1.292704223370271466e+00, 1.179593650238976110e+01, 7.917268088814612526e+00, 1.348684476435175306e+00, 2.114311290869572257e+00, 5.653222789051500108e+00
2.092000000000000000e+03, 2.274357568898472515e+00, 1.005907270246442886e+00, 2.492417827922697726e-01, 9.824794784906440981e+00, 1.260003091705208522e+00, 2.418957369508324184e+00, 5.375275663238959112e+00, 1.127802744370790311e+00, 1.174729582764471125e+01, 7.931076377733340621e+00, 1.070837627687778459e+00, 1.797957917857841759e+00, 5.681366653253872911e+00
2.093000000000000000e+03, 2.119402981621947735e+00, 9.478695156908273356e-01, 5.826838582426596691e-01, 9.784641261144761515e+00, 1.275556890766338602e+00, 2.337409311453865879e+00, 5.457549615434842849e+00, 1.141069431672301793e+00, 1.180142879536803946e+01, 7.841407462677267404e+00, 1.035517997616188124e+00, 1.625847353334035184e+00, 5.807242433697089368e+00
2.094000000000000000e+03, 1.960342634171983622e+00, 9.757574666372804684e-01, 9.071168086993026680e-01, 9.697775423037578335e+00, 1.303441351758799271e+00, 2.365562083525461823e+00, 5.696945802188735364e+00, 1.234785091894678333e+00, 1.187265332146772323e+01, 7.856429422613827818e+00, 1.077881992841580150e+00, 1.826322390083443326e+00, 5.743642646647605154e+00
2.095000000000000000e+03, 2.066709466848956289e+00, 9.982995946348917071e-01, 2.905172845012291560e-01, 9.723534070850009314e+00, 1.192089862940073353e+00, 2.390195413967044935e+00, 5.706829106664109474e+00, 1.011134976104513861e+00, 1.185211061757926565e+01, 7.919172271227488125e+00, 1.115011755961958340e+00, 2.103751451484733082e+00, 5.694483136026319947e+00
2.096000000000000000e+03, 1.821659423656404320e+00, 1.018946517615194836e+00, 5.690236052052812799e-01, 9.580718446426132573e+00, 1.134193656774246772e+00, 2.422423403144556620e+00, 5.883849366921904078e+00, 1.230558511917932973e+00, 1.178758351990798658e+01, 7.967605542032880628e+00, 1.042044912758435915e+00, 1.984893571714759997e+00, 5.718036560396630108e+00
2.097000000000000000e+03, 1.609051149088632116e+00, 1.010379088257560065e+00, 7.711750297614676786e-01, 9.720427606312775026e+00, 1.365814230462089274e+00, 2.441284175618519292e+00, 5.817977301735409945e+00, 1.343691087963892805e+00, 1.199193837920815575e+01, 8.010887845342930191e+00, 1.097967416943211871e+00, 1.603683201819357862e+00, 5.684742387701628985e+00
2.098000000000000000e+03, 1.945799475441340798e+00, 1.025112502088936450e+00, 3.937230656576884424e-01, 9.706009474093617584e+00, 1.317274186070589881e+00, 2.366300552665605572e+00, 5.407628065351088864e+00, 1.263635609592494102e+00, 1.194804979603465611e+01, 7.970429618411720263e+00, 1.239084869487643070e+00, 1.597426908019313974e+00, 5.738094618479472331e+00
2.099000000000000000e+03, 2.168378928862823241e+00, 1.057928519724314897e+00, 2.895672967405390485e-01, 9.804996441112374228e+00, 1.109370531075659638e+00, 2.423824603809813460e+00, 5.193049024979709216e+00, 1.279174692157166504e+00, 1.193142598578284819e+01, 7.940601135453298376e+00, 1.222653579781759481e+00, 2.104169284257068728e+00, 5.572428868398838553e+00
2.100000000000000000e+03, 1.904557111776183254e+00, 1.047805148478308190e+00, 5.531564202442167399e-01, 9.757643052738524503e+00, 1.159457769955239081e+00, 2.391513287998759285e+00, 5.351350058108900853e+00, 1.167374347404286805e+00, 1.182149780022789365e+01, 7.996935724133441781e+00, 1.321303430198682793e+00, 2.311958076572052878e+00, 5.602476906079758123e+00
