year, NorESM2-LM, GFDL-ESM4, CNRM-ESM2-1, INM-CM5-0, ACCESS-ESM1-5, TaiESM1, MIROC-ES2L, EC-Earth3-Veg, INM-CM4-8, NorESM2-MM, CanESM5, UKESM1-0-LL, CESM2-WACCM, IPSL-CM6A-LR, CMCC-CM2-SR5, MPI-ESM1-2-LR
2.073000000000000000e+03, 5.478064858860126840e+00, 2.974691600744118869e+00, 3.426944802674396939e+00, 6.550732524599494511e+00, 3.242918004429967915e+00, 4.334488874042582651e+00, 3.064488213290533114e+00, 7.780615896900946460e+00, 7.955202820332731406e+00, 5.623437493122185771e+00, 6.821668336490802176e+00, 2.856462687385632915e+00, 6.491845611702806274e+00, 6.890917618701950076e+00, 3.626841149716162782e+00, 3.353933209726066789e+00
2.074000000000000000e+03, 5.141100000457194952e+00, 2.817579697104207526e+00, 4.587908314231715856e+00, 8.364807608716532172e+00, 2.993524547710161965e+00, 5.004765137093809990e+00, 3.081134554440736917e+00, 8.083867008264045140e+00, 8.444160419203894818e+00, 6.164720393816603305e+00, 6.747389465789496832e+00, 1.466063986203620217e+00, 5.501660176531912860e+00, 6.756155696034173985e+00, 4.583564451462156519e+00, 5.268996677676222262e+00
2.075000000000000000e+03, 5.695431915042319382e+00, 3.123464527035796134e+00, 3.243685722042678687e+00, 8.066323710628880761e+00, 3.063622761352426505e+00, 5.091790520047275947e+00, 3.182278719384675103e+00, 6.249579246668671040e+00, 7.475006354368907147e+00, 5.559619045135773874e+00, 6.498715223241511296e+00, 2.494899316430847946e+00, 4.913059088557384158e+00, 5.774779511412277522e+00, 5.435061622937485737e+00, 5.120292440414784707e+00
2.076000000000000000e+03, 4.834488676781298899e+00, 3.680875773846827403e+00, 3.778318680744177982e+00, 6.575973092486889549e+00, 3.230156556434986559e+00, 4.281451468623393986e+00, 3.295032594415106431e+00, 5.959487838913944735e+00, 8.071867814729566604e+00, 5.805842133539812266e+00, 6.668105723180807409e+00, 2.859714233368543912e+00, 5.477085294555573469e+00, 5.675876799877770829e+00, 5.075913948603363757e+00, 5.296588686837846893e+00
2.077000000000000000e+03, 5.565057299599749818e+00, 2.687319621311756279e+00, 3.585944338700355338e+00, 6.863194527564091985e+00, 3.420447206114230365e+00, 4.207085309501187531e+00, 3.057065596001732555e+00, 6.404973826331875841e+00, 8.418406786889946147e+00, 5.883873910548621744e+00, 6.897735877432572771e+00, 3.056705611748227636e+00, 5.700219660496308016e+00, 4.889742109948065796e+00, 4.025977826492107781e+00, 3.245192904048911586e+00
2.078000000000000000e+03, 5.433793815254861492e+00, 2.590537286408137962e+00, 3.295442202593037884e+00, 7.212046180337994272e+00, 3.336091563797229043e+00, 4.759294858978695864e+00, 2.825625038222506991e+00, 8.629294419590724630e+00, 8.485414094383951777e+00, 4.843648039667098892e+00, 6.213690804445733740e+00, 2.742790332403711506e+00, 6.542263199691650932e+00, 6.496053268062209618e+00, 3.912538485740235661e+00, 3.886562568447952337e+00
2.079000000000000000e+03, 5.470837545729110296e+00, 2.705324555435224543e+00, 5.786607157931721090e+00, 7.497527570116858442e+00, 3.686188328963370786e+00, 4.955740942184158726e+00, 2.696083731078906087e+00, 7.410053779133449758e+00, 7.543532687696604455e+00, 5.231601080312842988e+00, 6.679610286239569206e+00, 2.001324454759480176e+00, 5.526817529623508030e+00, 5.955007129923703957e+00, 3.231775321517303734e+00, 4.440576953813650363e+00
2.080000000000000000e+03, 5.246949135895227379e+00, 2.609045624958144405e+00, 4.170896948577816232e+00, 7.361908543849547293e+00, 3.228126807017939193e+00, 4.083336451216355911e+00, 3.084098083579276839e+00, 7.192905920410295195e+00, 7.755478430232503939e+00, 5.292956634773346991e+00, 7.270467819763188011e+00, 1.795928200225220150e+00, 6.169204428216581881e+00, 5.413832625898672646e+00, 4.310724068814249854e+00, 4.200570693576104020e+00
2.081000000000000000e+03, 5.151983062454363882e+00, 2.462342295081856758e+00, 3.952446679401664387e+00, 7.056693453461925891e+00, 3.007093016502421889e+00, 4.137354287620211402e+00, 3.130529963152759887e+00, 7.310287932975899849e+00, 8.200436020852684749e+00, 5.227119390992688075e+00, 7.098891905686102177e+00, 1.953661690225275027e+00, 6.709261429849931346e+00, 5.229369967829495813e+00, 4.480295506581128961e+00, 4.635391014170561874e+00
2.082000000000000000e+03, 5.215380957930487504e+00, 2.573822434224501965e+00, 4.186755156257290444e+00, 6.898089096551272448e+00, 2.764235204822909076e+00, 5.893353744676264050e+00, 3.107671583444005847e+00, 7.109604279804093707e+00, 8.749186509704884429e+00, 5.360819738797659717e+00, 6.589415356485139874e+00, 1.674307672399746760e+00, 6.356869710217742941e+00, 5.353701391120569753e+00, 5.229222344960075652e+00, 5.519088053639462643e+00
2.083000000000000000e+03, 4.905309409290504519e+00, 3.053645590598981219e+00, 3.857485568857354163e+00, 8.013991825532727376e+00, 3.171295025022154768e+00, 6.069906995612631029e+00, 3.026726318872385857e+00, 7.444024733684147854e+00, 7.581337886752287147e+00, 5.662548802037354889e+00, 7.387858225527772937e+00, 2.687379994326593469e+00, 5.220080268983139149e+00, 5.256642882177238185e+00, 4.799876400216316341e+00, 4.643236690989931859e+00
2.084000000000000000e+03, 5.262894223443989716e+00, 4.938487780691128926e+00, 4.467893197381601844e+00, 7.396416343733041465e+00, 2.428286604653110192e+00, 4.724367596041292749e+00, 2.656138875052337589e+00, 7.206197440254615394e+00, 7.487903168128874576e+00, 6.009569972812244032e+00, 6.568672133266976410e+00, 2.575348928145516414e+00, 4.660946359059584765e+00, 6.318874588187337160e+00, 4.865978095680360660e+00, 4.993604106020842259e+00
2.085000000000000000e+03, 6.115040301851212057e+00, 4.402874745826356850e+00, 3.115298514407552233e+00, 7.341005355343859229e+00, 2.650863247664578815e+00, 4.404458199977939081e+00, 2.794613967449589342e+00, 8.965521177162028010e+00, 7.644707703317933145e+00, 5.217791323801330705e+00, 6.150825555353877760e+00, 3.721820664277819546e+00, 5.373946588548748515e+00, 5.632651818255649090e+00, 4.684514219967476301e+00, 3.415649504866538511e+00
2.086000000000000000e+03, 6.308634344840037045e+00, 2.987721415844267536e+00, 3.163373870885051176e+00, 6.971106971968280774e+00, 2.451743862708694710e+00, 5.177706902792770904e+00, 3.090008757284759433e+00, 8.376836570706018392e+00, 8.010029716700334035e+00, 5.872190658325548540e+00, 6.286718952311521669e+00, 2.036969432682897541e+00, 3.824573770749896795e+00, 6.016043910477110401e+00, 3.319196612405704627e+00, 4.928338904338949611e+00
2.087000000000000000e+03, 6.752353499287618632e+00, 2.719079575780635860e+00, 4.157780653570743112e+00, 6.942519540600153860e+00, 2.854486685775825094e+00, 5.030403922331037947e+00, 3.427140077102383220e+00, 7.433718372018883969e+00, 8.015863774391965180e+00, 6.580787061515144920e+00, 6.698859309630545766e+00, 4.497722317353423982e+00, 4.632412884519715668e+00, 5.844883314728295254e+00, 3.438789661846831436e+00, 4.728416993477006613e+00
2.088000000000000000e+03, 6.008125312870937762e+00, 2.434435296018437000e+00, 4.732383881880548593e+00, 7.628335166384275112e+00, 3.341077998906976987e+00, 4.432404565771171256e+00, 3.209866733145888329e+00, 9.762203290826597879e+00, 8.082783121733733367e+00, 6.277511006436919949e+00, 7.526714306720041492e+00, 3.210376115445203737e+00, 5.449425931167083625e+00, 5.166871616368424291e+00, 4.535525404493801815e+00, 3.839355637164211466e+00
2.089000000000000000e+03, 5.584867214123154788e+00, 3.124316854843629088e+00, 3.973012378402787093e+00, 6.863453202453428936e+00, 3.071839904738979055e+00, 4.684847898969491276e+00, 3.567559513467631227e+00, 7.000052916195756758e+00, 8.109326945507927320e+00, 6.265255042757645221e+00, 7.635054658369933023e+00, 2.820203605655844825e+00, 4.367224552954231953e+00, 6.086418500031807177e+00, 5.238804290123760588e+00, 4.138027606632213917e+00
2.090000000000000000e+03, 4.413139447856051945e+00, 2.375053069424674757e+00, 4.240229872053835614e+00, 6.919528069642693957e+00, 2.522093685664035245e+00, 4.262122389756430429e+00, 3.097385859581499368e+00, 7.751927066116887310e+00, 7.490372388044643337e+00, 5.803202391752476430e+00, 6.330462732900418388e+00, 2.184562312514532145e+00, 5.634106492067693317e+00, 7.560922556802042394e+00, 5.056584293977018696e+00, 5.388896696185421220e+00
2.091000000000000000e+03, 4.031759998824727020e+00, 2.988802212625329080e+00, 4.475732296915804653e+00, 7.171099736432535288e+00, 2.867986120769614899e+00, 4.247489128814580184e+00, 2.628182818645220298e+00, 6.178389319214682374e+00, 7.847254113003455878e+00, 5.072985874595549838e+00, 7.188612909861891609e+00, 2.981906536604712610e+00, 4.729143284621994070e+00, 6.699862614192855226e+00, 3.843065611481061961e+00, 2.957247671234120023e+00
2.092000000000000000e+03, 5.336636180224355819e+00, 2.464724154633500586e+00, 2.689407229097513508e+00, 7.205691478584151710e+00, 2.219024256627347036e+00, 5.675094429655151984e+00, 3.043208235763441571e+00, 8.612468346633779248e+00, 7.727528376492431406e+00, 5.539089220275302594e+00, 7.447259363563327739e+00, 2.221054985013057426e+00, 5.806377768880676804e+00, 7.025303855665328889e+00, 3.759220814261399646e+00, 4.690565453798124729e+00
2.093000000000000000e+03, 5.237521858219585269e+00, 2.708108755296938952e+00, 2.678912515803782757e+00, 8.282235895347371368e+00, 2.536113545693028826e+00, 5.209131850166547117e+00, 3.336842743210146178e+00, 8.677301292361917717e+00, 8.427798797695558619e+00, 5.357913749406530535e+00, 7.270947392643037688e+00, 1.729427272980029962e+00, 5.353910165151644307e+00, 5.552929677289459853e+00, 3.993728806068110870e+00, 5.900122887288259399e+00
2.094000000000000000e+03, 5.271248256610371108e+00, 2.840780731901793921e+00, 3.405104501930973360e+00, 7.339189602001031432e+00, 3.353798165374771045e+00, 3.663415337516714665e+00, 3.054667128708815849e+00, 7.991278785016348252e+00, 8.936757705683529451e+00, 5.491468640325666506e+00, 6.517875782321628897e+00, 2.242060899661191709e+00, 5.633152469537956897e+00, 5.873702835700161273e+00, 4.337937774174926098e+00, 3.572954179781788753e+00
2.095000000000000000e+03, 5.470909363820183557e+00, 3.239040704556041206e+00, 2.887441306552749332e+00, 7.050995034468455103e+00, 2.818902386315611075e+00, 4.986972641030780196e+00, 2.996499643464916485e+00, 6.036249710304758764e+00, 8.061214942051622145e+00, 5.952634632079178090e+00, 6.398158707305062087e+00, 2.119304471204958684e+00, 6.327467593167744653e+00, 6.223269750613744655e+00, 3.917854245205752761e+00, 3.453600166164370044e+00
2.096000000000000000e+03, 5.893004564118574429e+00, 3.044271058702485711e+00, 5.008607308022305915e+00, 8.618975573146062885e+00, 2.755376468079882457e+00, 4.690317949578187040e+00, 3.007649466946714423e+00, 7.201264688303018247e+00, 8.165434813018446647e+00, 6.419763631578788932e+00, 6.019759626543083719e+00, 2.891935686674996120e+00, 5.108472473558268057e+00, 6.229459658214254958e+00, 4.698437178175954188e+00, 6.068070463445583762e+00
2.097000000000000000e+03, 5.972064305857573530e+00, 2.605574879011392841e+00, 3.749626184459276867e+00, 8.108190593081571862e+00, 2.772085548845080183e+00, 3.598579249609783925e+00, 2.663635255009035419e+00, 8.883988233001609558e+00, 8.265405546262886816e+00, 5.673037792755929232e+00, 6.013580476771037020e+00, 2.839792411505316583e+00, 4.077261871143380567e+00, 6.426014289429367032e+00, 5.164656149239445604e+00, 3.356069427209540379e+00
2.098000000000000000e+03, 5.355911846835886614e+00, 3.149594195916381789e+00, 4.442978419106543342e+00, 7.288942128217940741e+00, 3.455446747490557691e+00, 4.134022485521957613e+00, 3.173019735259380081e+00, 8.634789312316748067e+00, 7.271683246929488753e+00, 5.784997967683207065e+00, 6.759619581898442142e+00, 3.678579589728830257e+00, 5.333228055282952518e+00, 4.872701471843416954e+00, 4.528991954541273124e+00, 2.966990565974251037e+00
2.099000000000000000e+03, 5.016424511114616180e+00, 2.708137626501112560e+00, 2.743242761690806386e+00, 7.953230648072027620e+00, 3.024713541333136302e+00, 5.144686560658425556e+00, 3.223602881686857380e+00, 6.927630476632669065e+00, 8.160503876177291005e+00, 6.746685280129848472e+00, 7.285041006904278582e+00, 2.257914141628067917e+00, 4.788581545013984808e+00, 4.812762528314446620e+00, 4.590851856477859094e+00, 2.134104622099814108e+00
2.100000000000000000e+03, 4.220487586728240537e+00, 2.308982367098390664e+00, 2.392210338408226722e+00, 7.518240009374210331e+00, 2.673221599502869861e+00, 4.729492294739823244e+00, 2.933341512032560328e+00, 7.117251385065773484e+00, 7.694203367798537307e+00, 6.631503420853216646e+00, 6.353912561914782486e+00, 3.349824856602057643e+00, 5.726948666273399269e+00, 5.296461700832283626e+00, 5.028230925190397826e+00, 4.225771746042782162e+00
