year, GFDL-ESM4, NorESM2-MM, CanESM5, ACCESS-ESM1-5, CMCC-CM2-SR5, CESM2-WACCM, NorESM2-LM, INM-CM5-0, INM-CM4-8, MIROC-ES2L, EC-Earth3-Veg, IPSL-CM6A-LR, UKESM1-0-LL, MPI-ESM1-2-LR, TaiESM1, CNRM-ESM2-1
2.025000000000000000e+03, -2.561189804700868544e-01, -1.432514932749445746e-01, 1.208911853221736055e-01, -1.434855496836946187e-01, -2.140788613192404766e-01, -1.857026331234620103e-02, 1.844300447274014043e-01, 3.004803727610386721e-01, -6.709248401167985376e-01, 4.999838722559468013e-02, -1.358423301643364167e-01, 1.680699356755580576e-01, 1.500969001392646329e-01, 3.797048032788327698e-01, 5.298375045757279800e-01, -1.426153638415652014e-01
2.026000000000000000e+03, -4.189127162333874943e-01, -1.843125225351448515e-01, -4.529347698637727349e-01, 8.584453440164244165e-02, -2.999018603777864889e-01, 2.876843928198508094e-01, 7.499279305023572040e-02, 2.683953727137298184e-01, -1.015948163391021224e-02, 4.119137588621268192e-02, -9.442897214457840471e-01, 4.058206190239544431e-01, -3.174262732627614603e-01, -3.866951592511159164e-01, -3.230806185722160384e-01, 1.862060127167655676e-01
2.027000000000000000e+03, 3.838362971059290918e-01, -5.885370863757095894e-02, 3.429788504414744699e-01, 3.133514139752974770e-01, -5.119170476776442325e-01, 1.962046944753769173e-01, 1.007873003063845252e-01, 2.193018898041654563e-01, 2.901482712456643354e-01, 1.454403354066462761e-01, -5.373906305939487454e-02, 3.791892017571288909e-01, 2.077232624629037350e-01, 4.954436387532830111e-01, -7.913626958603974249e-01, -5.234803449849090295e-02
2.028000000000000000e+03, 8.621260063840932575e-02, 2.518596326782712169e-01, -1.339428557588962787e-01, -6.510892224581020515e-02, 4.448960241537330135e-02, -6.458040688533266127e-02, -1.574131740842341564e-03, -4.326532939806103650e-01, 2.421912404331191815e-01, -2.362590380408267215e-02, 9.302578071966244311e-01, 3.145582710048660524e-01, -1.454268449424244991e-01, 1.085207056244387180e-01, 1.012801088849297759e+00, 1.763270325249662596e-01
2.029000000000000000e+03, -3.681620277585004875e-01, 2.289679483586360142e-01, -2.061667949011271872e-01, -1.262128837650129121e-01, 2.231203565665247635e-02, 1.309321743983310748e-01, -1.762173547315961861e-02, -2.066411272762256890e-01, 5.742738843841694862e-01, 4.989867138072190400e-02, 2.538007280675154131e-01, 4.863522258523600983e-01, 5.788958201909109036e-01, 1.204021872040968305e-01, 1.756847464137893111e-01, 5.311935710461074267e-02
2.030000000000000000e+03, -3.211720663430867040e-01, 1.725978495782733990e-01, -6.636068077592445491e-02, -2.591900951078686122e-01, 4.603956777439468517e-01, -4.665013380040975008e-04, 1.006728872988122414e-01, 7.130206404930884700e-02, -7.968388913155068920e-01, 1.824878300772729278e-01, -4.230046859067534970e-01, -2.629559632370326860e-01, 1.210031411369829300e-02, -2.922496151375477691e-01, -7.907840861027123358e-01, 2.111988684976287556e-01
2.031000000000000000e+03, -1.927382133170614520e-01, -3.242656875800658395e-02, -2.393709628054700167e-01, -1.406586789909409357e-02, 3.746668174523302142e-01, 4.948197548836200665e-01, 1.342489081467813650e-01, -1.360933758256505921e-01, 9.123109497473153723e-03, 2.645094393684437328e-01, -3.077021362328279386e-01, -5.057304745865510293e-02, 5.924528037659785099e-03, -2.149159402807760966e-01, 1.012466360696527568e-01, 7.183973355579877096e-02
2.032000000000000000e+03, 1.726353787501369585e-02, 1.175865649971859217e-01, 5.925243726883652751e-02, 1.027161677469777407e-01, -3.109361775676138806e-01, 1.834137179174127608e-01, -1.541265867805421616e-02, 5.093221630571698189e-01, 1.577413452524745463e-01, 2.275144462508673082e-01, 1.646744509549683336e-02, -4.733240537418918481e-01, 1.112253490640713605e-01, 4.675779573402679690e-01, 5.780196374292533301e-01, 7.886066632361059259e-02
2.033000000000000000e+03, 1.271517241434011458e-01, 1.361867812395145538e-01, -2.596225375984841377e-01, 1.106693432869641086e-01, -4.321579623925157487e-01, -3.042037815926642019e-01, 1.817287934435534991e-01, -2.820714478560501504e-01, 2.439647737214458434e-01, -3.831318641010288822e-02, -1.368063050196017816e-01, -1.424166664394294346e-01, 3.382119093949212951e-01, 6.729928626778410861e-01, -4.630288108123666868e-01, -5.734233449895244361e-02
2.034000000000000000e+03, -1.914519166289783692e-01, 2.588716069656664051e-02, 5.380507425142018185e-01, 2.006582928385474140e-01, 4.846340271566670216e-02, -6.668557313251488594e-02, 1.263882541885542332e-01, -1.721995998183837306e-01, 3.596503485925990895e-01, -1.752508915302674330e-01, 5.333160950969201286e-01, 3.003845165481030532e-01, -2.047049836137399825e-01, 6.322528193367663585e-01, -1.325701619282144139e-01, -1.767060286258837799e-03
2.035000000000000000e+03, 3.618410507982162683e-01, 9.028261890761812847e-02, -3.466134413040811157e-01, -6.877003005635053644e-03, 2.317678472669744694e-01, 5.607108529547438075e-02, 1.269814093113108035e-02, 3.683408280938592627e-01, 5.556206449542181458e-01, 1.007358137925285640e-01, 5.441091635832417950e-01, 1.029950944054007916e-01, -4.289956356326801723e-02, -5.580905435267910497e-02, 7.793800543328733843e-01, 2.007031575865306228e-01
2.036000000000000000e+03, -2.796451042731455949e-01, 1.172268833785445746e-01, -3.262424953166867536e-01, -1.151402097020885196e-01, 4.082294203377964115e-01, 9.179660768830588680e-02, 3.578900577954072931e-02, 7.617096593276749816e-01, 6.194071879096696431e-01, 7.120159281077162450e-02, 1.149420354152261570e-01, 5.070849203771345959e-01, -3.253646129193619729e-01, -4.690779334412264467e-01, -7.275819760269921499e-01, -1.494672040271508573e-01
2.037000000000000000e+03, -1.295281970965027896e-01, -6.507182358884074092e-02, 8.349006382567666362e-01, -3.087695820550597214e-01, -2.641928628260324374e-01, 1.920576841451115957e-01, -1.235742710596452049e-01, 8.719008857539997104e-01, 3.683495777322851050e-01, 1.124368395600582327e-01, -3.989759050742252011e-01, -1.335898101375072589e-01, -3.877816212563551246e-01, 6.244642033017273608e-01, -3.311632205784208471e-01, -1.589355443671384704e-01
2.038000000000000000e+03, 2.718042550121269607e-01, 1.169867703338026838e-01, 3.851000386488199756e-01, -4.498011675752704441e-01, 8.835981593872301032e-02, -7.861206179551130657e-02, 8.881936006336879630e-02, 3.480637470912528175e-01, 1.598423493471277934e-02, -5.240972432937115837e-03, -5.017956675030043057e-01, -3.631986037360500075e-01, 7.995050581322918348e-02, -1.525920894073929668e-01, 6.313111749869764200e-01, 2.685657764951642212e-01
2.039000000000000000e+03, -1.692339407172869237e-01, 1.834549262140277581e-01, -2.059449400484770001e-02, -3.642188017001209976e-01, 3.810606172540618730e-01, -8.350379105917764277e-02, 5.413574898133350494e-02, -5.624322400364233365e-01, -1.953937098191242117e-01, 3.888525973466024077e-02, -1.370909172870651838e-01, 2.669708275914641771e-01, -5.365172740161390508e-02, -3.282565526917406995e-01, 1.072697804808474265e-01, -1.972472710160083076e-01
2.040000000000000000e+03, 3.631324975142670719e-01, -6.574828904202707769e-02, -1.286013706336278095e-01, -5.247208466337557192e-02, -3.841514393064335842e-01, 1.705835785192842402e-01, 3.975374744444310285e-03, -1.735402661547120751e-01, 2.865256200260694053e-01, 2.281962176805409359e-01, 1.090521168220953824e-01, 4.248972395007800107e-01, 2.134386330768064683e-03, 7.293166808820594760e-02, -8.676455518478309870e-02, 4.908981057753501465e-01
2.041000000000000000e+03, -3.280867106291341373e-01, -1.518310427860976586e-01, -2.321833179996041496e-01, 3.283317976175059716e-02, 3.255938553051550000e-01, -2.434576838380580338e-02, -2.711317202578647154e-02, 4.614057767318410219e-01, 4.206676088065544050e-01, 2.490266588805938042e-01, 2.037920327914422014e-01, -1.136248575620698725e-01, 3.682468204174590420e-01, 8.992289160728618447e-02, 1.486407765630908817e-01, -7.864053429482520396e-02
2.042000000000000000e+03, 6.394667151207050759e-02, 4.284944724676807704e-02, 1.088756566299600888e-02, -1.874100195549123216e-01, 4.063699151927872011e-01, 9.028340239854615312e-02, 1.276582403840091084e-01, 4.455511431726230653e-01, 1.064537905914173299e+00, 1.134901592946589710e-01, -6.961784519187388387e-01, -6.930122456418801313e-01, -1.294568647533576866e-01, -3.186279245244718616e-01, -7.790562349959709865e-01, -5.542788333912513493e-02
2.043000000000000000e+03, 1.590992984047915060e-01, -1.011772251021978430e-01, -1.197608404107713964e-01, -3.850989428235644940e-01, 7.536250485125339793e-02, -8.889544205355663642e-02, -1.067770134239239173e-02, -4.291544361443132005e-01, 9.235760534200390670e-02, -3.768292336464802994e-01, 1.234511471966557528e+00, 7.096442338481235845e-01, -5.992456655751999817e-01, 1.920795106668505281e-01, 4.631677176802115881e-01, -5.367822406290402582e-02
2.044000000000000000e+03, 3.622896101204369224e-01, -5.366713654201860084e-02, -2.333516809060191266e-01, -1.821505606326593585e-01, 8.790669794273042736e-02, 1.017925261036000360e-03, 1.665378947769813323e-01, 3.234898155541889309e-01, -2.019933872036893119e-01, -2.047225937310972743e-01, -7.305329739111342258e-02, -3.177619200212351003e-01, 7.367051570905853997e-02, -1.029827485097876139e-01, -4.388172640547067377e-02, 1.694413559063699393e-01
2.045000000000000000e+03, -4.782404202064967635e-01, 2.402979040796258681e-01, 7.693502081219137645e-02, 1.624837925157667784e-01, -2.012403783021370629e-01, 9.845634767193088555e-02, 2.526369911225240794e-01, 4.570617170077406755e-01, -6.329127657279397523e-01, -9.665903528592130131e-03, -1.597595301285286915e-02, -4.490684228566469566e-02, -2.336599729873416742e-01, 1.150976349282555766e+00, -1.525638860806717914e-02, -4.471333620122474456e-02
2.046000000000000000e+03, -3.460365587319564340e-01, -6.295436367747994644e-02, 3.525857277174340634e-03, 4.097794002712422667e-01, -1.838000915263408308e-01, 1.124773235107048991e-01, 1.074590750854802629e-01, -2.982473562844212625e-02, 5.306256452261756129e-01, 1.076330974145091463e-01, -5.754163346968619308e-01, 1.240889309422848474e-01, -2.079175132671422788e-01, 4.375639722943918120e-01, 7.682802526614306293e-01, 3.632059046610951886e-02
2.047000000000000000e+03, 3.339831307553872003e-02, 8.994660011946653544e-02, 3.522191593465000548e-01, 4.163638536092148512e-01, 1.473324480668588010e-01, 8.812214406638975428e-02, -7.894139156248673739e-02, -5.444926658745068843e-02, -6.750911728955338864e-02, -2.168344086858799147e-01, 8.545350798534063763e-01, 2.831183888848379793e-01, -1.831316884869599593e-01, 1.897022777172801544e-01, -1.822253046281872013e-01, 2.413619482365525828e-02
2.048000000000000000e+03, 1.053714842652554440e-01, 2.235133918448072299e-01, 6.925721898122426667e-01, 2.703012118510058071e-01, 3.388453954354561093e-01, -1.000620476012291510e-01, -1.816891362349359884e-01, -8.332280598724729481e-01, -7.090104683505111804e-01, -2.060716773948376435e-01, -2.553557125703166952e-01, 2.875262668345507366e-01, 5.414148248233817684e-01, -2.278237542023923978e-01, -1.063561254045616522e+00, -2.274939267714969071e-02
2.049000000000000000e+03, -2.154684368182188114e-01, 2.200878311078106053e-01, 4.491321889377695165e-01, -4.611534486188981763e-01, 1.671965272010541015e-01, -8.170535439344724093e-02, 5.833346674482561833e-02, -3.849379845742583739e-01, -5.258527549107103183e-02, -4.340308161784565966e-02, -1.821434425250237465e+00, -1.435036068426653599e-01, 2.802721067729860849e-01, 1.327404092172259631e-01, 4.471456992566249511e-01, -1.255201455886230666e-01
2.050000000000000000e+03, 2.352130131202035401e-01, -1.483638051495886519e-02, 2.096222352374098874e-01, -5.089120857534559228e-01, -3.435164327744023027e-01, -2.436812700022603362e-01, 3.092663086632378017e-02, -6.742849806588719908e-01, 3.334642913730291591e-02, -4.451022476541909023e-02, 4.772071414787335542e-01, -6.253814799156658388e-01, 6.884252596903936428e-02, 2.215815289016707657e-01, 6.566947178894015913e-01, 1.360764377674745229e-01
2.051000000000000000e+03, 2.204471795516531885e-01, -5.892811195720382839e-02, 2.840154110216754763e-02, -3.269552899202559648e-01, -3.910112072725253074e-01, 2.664928834142088476e-02, 1.951790051910104185e-01, -4.691909442607989922e-01, -5.482283275119737703e-02, -1.599409777860206008e-02, 1.504652929660343474e+00, 2.827039631005463516e-01, -1.019706493689637172e-01, 4.036773152889119864e-02, -3.063523195270465016e-01, -1.304972252137655275e-01
2.052000000000000000e+03, -1.436184508032387619e-01, 2.524081794594542072e-01, 6.242638902760538899e-01, 2.290240919848390844e-01, -1.355454230171831420e-01, 5.959290680289627828e-02, 1.938095265200462380e-01, 2.554108669400333431e-01, 2.317940718061725913e-01, -1.912172803931104156e-02, 2.792869319246244486e-01, 3.738704282163075598e-01, 4.688200454882320289e-01, 2.471677402023151893e-01, -7.617436702128864701e-01, -8.202901479300596377e-02
2.053000000000000000e+03, 2.576145812288553327e-01, 1.190312539016156190e-01, -1.694727747034049659e-01, 4.303809402660044303e-02, 9.056743736834285130e-01, -5.507485258633497763e-03, 4.674417224041683971e-02, 5.201662049996654824e-01, 3.546475611672106898e-01, 2.660216907942960507e-01, -9.353876313959411659e-01, 1.289433074841238869e-01, -2.200004347736933541e-01, -4.605869901614513540e-02, 1.256829362495723301e-01, 2.033941746904653625e-01
2.054000000000000000e+03, -7.999120566290521261e-02, -1.036996006830729761e-01, -3.933903248157443744e-01, 2.187720099651746797e-01, 2.233594998100318571e-02, 1.421823834334346170e-01, 3.284686965385739954e-02, 4.897843963763663933e-01, -5.297306771864753738e-01, 8.797331843523016615e-02, -1.355160122559052605e-01, 6.170330449493386382e-01, 9.280062028340001212e-02, -2.472880930321552650e-01, 7.582573304785601431e-01, 1.477420124669793222e-01
2.055000000000000000e+03, -6.108942449188641266e-01, 8.822840409614510215e-02, 1.666557841697170195e-01, 4.083116698459087202e-01, -5.795392850569855980e-01, 2.240637652308082040e-01, 2.533770211962459440e-01, -5.616041341423080174e-02, 1.044698956359150221e+00, -1.508162464872749853e-01, -1.513677942907807050e-01, 1.663894141587636821e-01, -1.686059465788826151e-01, 3.430139737732458838e-01, -3.802866791501378074e-01, -1.265725616536961598e-02
2.056000000000000000e+03, 3.388240975664436744e-02, 1.822710772976852411e-01, 7.201805142052479514e-02, 3.407095846200190459e-01, 1.031554528725618786e-01, 3.767624052441799765e-01, 1.239967401840078379e-03, 1.474172519241494575e-02, 1.496720863383659283e-01, -9.438714944182559352e-02, 7.260995350557475358e-02, -5.392514600645972322e-01, -4.017511539811322030e-02, 7.595500733253043868e-02, -3.013274334926809850e-01, 2.579560606340819406e-01
2.057000000000000000e+03, -7.686544951154411498e-02, 5.603907916525591865e-02, -3.612400377092344489e-02, 1.962410223666914977e-01, 4.125787792584129088e-01, 5.367244982408660679e-03, -2.863059116424044870e-01, -3.317130323107578271e-01, -2.478171617122364445e-01, -1.101216495790457994e-01, -1.492254627303910841e-01, 1.503524488540782800e-01, 2.060759143781723812e-01, 2.413974166951466382e-01, -4.840269044645739704e-02, -5.043751124969609451e-02
2.058000000000000000e+03, 6.292299352360556375e-01, 5.024011298563276634e-02, -3.388970885140294986e-01, -2.150778196139743192e-01, -5.983541531575606309e-02, -1.004214234936264272e-01, -1.607094861281285758e-01, 2.770937774184693558e-01, -1.146471885567812987e-01, -2.907428814234075398e-02, 4.408975634107022423e-01, -1.723664711792753101e-01, -1.108795399626304884e-01, 1.229693367783886576e-01, -2.568874770633329252e-01, 1.906371753700895344e-01
2.059000000000000000e+03, 2.679840399589552558e-01, 9.318215429196440025e-02, -5.489883691394091547e-02, -6.823048178053651991e-02, -2.078550954666425477e-01, 2.224593132761600311e-01, -4.327237302146218212e-02, -1.074918324500681449e-01, 4.792863707711584320e-01, 8.493038948948317124e-02, -6.118381039927480725e-01, -2.774066754220872594e-02, -1.187829004782891135e-01, 3.446539862252902542e-01, 1.404807671469952279e-01, -2.016880518938862499e-01
2.060000000000000000e+03, -5.037325997160851943e-01, -4.690472766333949467e-02, 2.013827096889676538e-01, 3.208896053819078609e-01, -6.172022115981670165e-01, 1.592078998876762796e-01, 1.700184514195436369e-01, -1.552259963421526723e-01, 3.531615884872406630e-01, -1.935631864742546060e-01, 1.333302920309374251e+00, 4.606746007441141488e-01, -2.760276115375718820e-01, -2.102042010139424932e-01, 4.175745124243127049e-01, -2.207921586421194293e-01
2.061000000000000000e+03, -3.857307388321111752e-01, -7.878045377432568719e-02, -1.533495174133500671e-01, 1.326776604087435696e-01, 5.919281480004748852e-01, -5.608218436314049010e-02, 3.374758434640427740e-02, 1.909762837400030000e-01, -2.218854003956008958e-01, 5.427613059827714193e-02, 4.978511316807543441e-01, 3.930359802840442951e-01, 5.126813975082294972e-01, -1.471437775745686738e-01, 1.405216329124440167e-01, 3.403532820515285939e-01
2.062000000000000000e+03, 5.823706510255575314e-02, 3.645250102909443346e-02, 3.785692044596163097e-02, 1.400851276982649218e-01, 8.272332599410434639e-01, 1.866646083105218956e-01, 5.646559698964030705e-02, -2.779468707192226384e-01, 7.217220327027574767e-01, 1.299461165148921293e-01, 4.777920606051588304e-01, -3.681442001462322255e-01, 7.357311449404452253e-02, 3.742519994719084031e-01, -5.568659168329250786e-01, -4.540974630462236289e-02
2.063000000000000000e+03, 1.809763869857902718e-01, -3.109423899659063267e-02, 8.187867770202474083e-02, -1.914380682365792175e-01, -3.192909086053467588e-03, -1.736877316084637080e-01, 2.223332470177662515e-02, -8.265370863555628056e-02, -1.725255943086105581e-01, -8.147149475067551327e-02, -9.190132882047604701e-01, -4.232932820759157666e-01, -1.341364131643193180e-01, 8.241351644917758179e-01, 4.925219379413243725e-01, 1.025103955633701186e-01
2.064000000000000000e+03, 3.274033734490350983e-02, 1.154155753384889793e-01, -5.232225955737733747e-01, 1.934376558419654835e-01, 7.151638058075458597e-03, -1.710155332027969710e-01, 3.088855429795515084e-01, -3.899541546377902623e-01, 4.368065008698406027e-02, -6.266597779979210525e-02, 1.985866841300896468e-01, 2.445002659950409607e-01, -2.438996078065762962e-01, -2.814046923148310619e-01, 3.570012968344193210e-02, 2.315950881238022785e-01
2.065000000000000000e+03, -2.662594631332586559e-01, 3.733328034640739923e-01, 1.676906591776816668e-01, 3.358586143849099925e-01, -4.751840616740452550e-01, -2.048425747704480937e-01, 9.300632960593321896e-02, -7.122956465747427857e-02, 4.394802502996604243e-01, 9.472224371881161897e-02, -6.744823635004969509e-01, -2.351698035921387028e-02, 6.775963781773235439e-01, -1.069937104151711532e-01, -6.646526145089798332e-01, -9.743901299161719654e-02
2.066000000000000000e+03, -2.472747213589348569e-01, 2.394831651229664682e-01, -1.739408791317279546e-01, 9.308119167919623460e-02, -4.261661372294693884e-01, 3.095040872180547242e-01, -1.222556939962566452e-01, -4.701168017358737378e-02, 1.123119940965249669e-01, 8.854100015236149313e-02, 2.051950794930731126e-01, 3.885333991679852939e-01, -8.476076424324234526e-02, 2.563377218188256368e-02, 8.079373589553837665e-01, -2.624807058729324363e-02
2.067000000000000000e+03, 8.220405716045682543e-02, -4.010192633952374547e-02, 2.584175383971979434e-01, -1.224955030860625793e-01, 5.747499421510552375e-01, 1.656979207325141867e-01, 1.117652591499087994e-01, -2.538336724257482246e-01, 1.958052771592146413e-01, 1.432965489866002418e-01, -4.409003646240807206e-01, 5.814505060448408313e-01, -5.216636915764956139e-01, 8.202535941646184048e-01, 6.430882701074953633e-01, 3.143575299547702318e-01
2.068000000000000000e+03, 5.056002969958504206e-02, 9.271885653861090815e-02, 7.766839275635198936e-01, 1.278269221805454769e-01, 6.129705872492818841e-01, -8.290504974291812434e-02, 1.467266596074576213e-01, 1.531033623867101845e-01, 1.859190410401995452e-01, -3.272719472971571952e-02, 6.355893583947436198e-02, -9.645122241413456310e-02, 5.462443371533234338e-01, -3.797566997528583066e-01, -7.545446486855881263e-01, 1.589625418363215248e-01
2.069000000000000000e+03, -1.047416686239498462e-01, 1.384400768761296155e-02, -8.461616792123906328e-02, -2.167546173298587620e-01, -4.886642037716211473e-02, 1.534039322713849456e-02, 9.564614410678459744e-02, -1.609479174698974502e-01, 7.518124583804162986e-02, 2.107108559002909831e-01, -4.776015266191632191e-01, 8.897121366027366252e-02, -2.236219038834775796e-01, 1.020685891048890154e-01, -7.143954971302558521e-01, -1.799552123406148174e-01
2.070000000000000000e+03, 1.407900182977923909e-01, 2.010616524127105051e-02, 1.040079510707458618e-02, -5.713262382071916390e-01, -1.670325644902374562e-01, 3.158550303421502337e-01, 1.007753421918823611e-01, 2.804564524073069332e-01, 4.825241695455135815e-01, 2.759128942060514733e-01, 1.235463962650556580e+00, -3.697346406710960154e-01, -1.785180123120922724e-01, 6.465564566348123154e-01, 3.174261857349744975e-01, -1.727894372158901848e-01
2.071000000000000000e+03, 3.239820260597691126e-01, 4.947057009885192855e-03, -3.251270132516806410e-01, -5.746512915287569356e-01, 2.141962672599483086e-02, 1.102525621120335059e-02, 1.441306641057978344e-01, 1.987762424683186813e-01, 3.099679327159423625e-01, 2.839939339226403847e-01, -2.211050018771202330e-01, 1.606799877417510597e-02, 2.777784460206936257e-01, 3.310439569469360993e-02, 9.550494827579784907e-02, 1.460321860886363843e-01
2.072000000000000000e+03, 1.338399533487323878e-01, -7.996765912954400743e-03, -2.904670491966563906e-01, -1.632721403418305739e-01, -2.517425725778624224e-01, -3.900727426315034330e-02, 7.867122037345189445e-02, -6.404328342052555412e-01, -2.775981621057167503e-01, 8.198306446058280239e-02, 6.703746873666933670e-01, 3.045798360920212722e-01, 4.619432758513542653e-02, 2.056642585836419013e-01, 1.748420695029075933e-01, -3.699928711490025474e-02
2.073000000000000000e+03, -3.706536219063733678e-02, 1.114996281680122187e-01, 3.240127725009699922e-01, 2.235806118064030956e-01, -3.049541582403464401e-01, 2.964675791207252442e-01, -7.352310937188888396e-02, -3.317035964367471279e-01, -1.092412922735817339e-02, -3.911683748057787069e-02, 2.046047453927377913e-01, 3.468867926370219901e-01, 2.529502043359227112e-02, -2.646893248715890823e-01, -4.762552667636873460e-01, 9.449674166234939277e-02
2.074000000000000000e+03, -1.947244677062944518e-01, 1.602401791973618872e-01, 1.710155363162882136e-01, 2.505814981682590731e-02, 3.526273858152626506e-01, 3.159188814388332739e-02, -6.617761174921357736e-02, 8.738952807474151818e-01, 4.851240938349634657e-01, -8.932767628693964734e-02, 3.050802096079088255e-01, 4.576205982345441653e-02, -5.064101481654785797e-01, 2.946694784746650697e-01, 4.137420830280213457e-01, 1.631290442165806709e-01
2.075000000000000000e+03, 1.761369159881217006e-01, 9.747406912155844039e-03, -1.062461427382170032e-01, 4.523438045051784290e-02, 7.572988498147800174e-01, -1.333841233013975114e-01, 1.298812192998949622e-01, 7.034803220937891899e-01, -4.153949141647480525e-01, 4.521638851923364538e-02, -1.110762047295437593e+00, -2.185575484810415858e-01, 3.600753026214754959e-02, 2.944580550866180979e-01, 8.141043855954949171e-02, -1.347775262378481664e-01
2.076000000000000000e+03, 3.248856062416609070e-01, 1.423717164869087448e-01, -1.872246333548758801e-01, 1.595011287156626323e-01, -1.243155136083218953e-02, 1.151203067356036946e-01, -3.703967304151372514e-02, -4.915668396329647138e-01, 3.188156388341312902e-02, 1.293273750194540994e-01, -1.069233227473262993e+00, -1.059623544693029940e-01, 6.860266740585303780e-02, 8.830205108978385342e-02, -5.066747083339153690e-01, 7.502682284998188345e-02
