year, CNRM-ESM2-1, GFDL-ESM4, TaiESM1, EC-Earth3-Veg, MPI-ESM1-2-LR, MIROC-ES2L, CESM2-WACCM, UKESM1-0-LL, NorESM2-LM, NorESM2-MM, CMCC-ESM2, INM-CM4-8, ACCESS-ESM1-5, INM-CM5-0, IPSL-CM6A-LR, CanESM5
2.071000000000000000e+03, 6.968265686366431622e-01, 7.899384432059405325e-01, 9.691462219485897922e-01, 2.257100124039570055e+00, 1.030583945567429049e+00, 6.156248181626364779e-01, 1.080342928493347010e+00, 1.263118397029084239e+00, 9.472541776975634820e-01, 1.031694767938076795e+00, 1.142910569262401976e+00, 1.282723340681113156e+00, 3.483685848199286617e-01, 1.174358136429856758e+00, 8.085229483979163856e-01, 6.385999680161319469e-01
2.072000000000000000e+03, 7.041195307865462105e-01, 8.190552357109697201e-01, 1.089412200117930274e+00, 1.685472025835827337e+00, 1.094996389077677712e+00, 6.048230920406728606e-01, 1.031786134597859395e+00, 1.334864928260277583e+00, 9.503056505907924167e-01, 1.013566575961611260e+00, 9.826223675878261732e-01, 1.209259563364519563e+00, 4.364577837092113999e-01, 1.091463064388557225e+00, 1.097145697063724779e+00, 7.052302171558544330e-01
2.073000000000000000e+03, 6.294033387418868086e-01, 7.625795385502414092e-01, 9.848024702293979304e-01, 2.546555948811391357e+00, 8.748508210872161239e-01, 5.852381909879289523e-01, 1.125602646767011938e+00, 1.270459596720865614e+00, 9.737777185134154356e-01, 9.767270204577053194e-01, 6.469480043397580760e-01, 1.217065291434115792e+00, 5.253456489680987662e-01, 1.112740323095253947e+00, 1.096492197217635134e+00, 7.478888129008666175e-01
2.074000000000000000e+03, 8.023357033347738865e-01, 7.076255430719670114e-01, 9.601048935038496435e-01, 1.992726076602766350e+00, 1.063364310029620619e+00, 5.813499239800599128e-01, 1.065436324565226300e+00, 1.041410933121256210e+00, 9.367278049884611990e-01, 1.068010178565100166e+00, 8.018207007932205421e-01, 1.237324563558174439e+00, 5.132400923188435993e-01, 1.229535460209679520e+00, 1.070145674261123725e+00, 7.489803932733529734e-01
2.075000000000000000e+03, 6.591195388589062842e-01, 7.643575468048062760e-01, 1.160655629722485926e+00, 2.071736971334238397e+00, 1.101939139902697207e+00, 5.923124418675957958e-01, 1.012285725804755288e+00, 1.143113915809288894e+00, 9.423818376310167944e-01, 1.072770420897982246e+00, 1.267666080969325870e+00, 1.182334057100559610e+00, 5.511302862129315860e-01, 1.235488724010091577e+00, 9.470845974430165404e-01, 6.989457828271211648e-01
2.076000000000000000e+03, 7.159750268676855489e-01, 9.026278755036455381e-01, 1.010463480648840395e+00, 1.261860449319880839e+00, 1.057311899214504303e+00, 5.957605291455990715e-01, 9.881010709825642779e-01, 1.217789391279439304e+00, 8.622514329855524018e-01, 1.089106744067197541e+00, 1.126716695621797326e+00, 1.230196198385678841e+00, 5.599055130257132307e-01, 1.134398923776151147e+00, 9.469216453254770682e-01, 7.232616000511465915e-01
2.077000000000000000e+03, 6.820874813185412444e-01, 6.651016565305603034e-01, 8.337580986465890076e-01, 1.395357381924376305e+00, 8.926136157820206973e-01, 5.916507095610418210e-01, 9.879317291261052736e-01, 1.245010840043466072e+00, 9.546990700130515428e-01, 1.123867259403317664e+00, 7.930107466984244180e-01, 1.250273088933917975e+00, 5.833173554661889026e-01, 1.142314658230315416e+00, 8.122705293724248321e-01, 8.169912428171078878e-01
2.078000000000000000e+03, 6.474057466350857659e-01, 6.564254440292205395e-01, 9.474975699349441616e-01, 1.896624302026118869e+00, 9.299913801693175941e-01, 5.588921166566034326e-01, 1.063658662911628028e+00, 1.230195699716636559e+00, 8.990482137965110088e-01, 9.581994022326976168e-01, 7.020546904506994590e-01, 1.262655384968659700e+00, 5.808635439825015068e-01, 1.182764829430068776e+00, 9.935127361860132122e-01, 6.847839505692180362e-01
2.079000000000000000e+03, 8.546165853153533387e-01, 6.784784126557986683e-01, 1.127938794559894875e+00, 2.220842970802935579e+00, 9.861156127931598459e-01, 5.235302831304019522e-01, 1.037913799686941418e+00, 1.127056837177446758e+00, 8.973434619742133300e-01, 9.628560707074615976e-01, 6.833994540171975940e-01, 1.202337013579042546e+00, 6.115479618214374469e-01, 1.173827048131617090e+00, 9.774662486715782750e-01, 7.743522105328427552e-01
2.080000000000000000e+03, 7.651815464415165913e-01, 6.687249486758400918e-01, 9.337715269241010363e-01, 1.615729073314955855e+00, 9.738876277366511625e-01, 5.488254773598478797e-01, 1.141144507310913658e+00, 1.091558623669791173e+00, 9.511694691529229972e-01, 9.304109583256582328e-01, 8.696491585141704617e-01, 1.204789699284274374e+00, 5.687682796307689248e-01, 1.162942046728785428e+00, 9.489300619666206638e-01, 8.635145415500310451e-01
2.081000000000000000e+03, 7.004844021480465255e-01, 6.183437636888148292e-01, 7.419086442253964853e-01, 1.788905011112883248e+00, 1.046116384435469948e+00, 5.472109463391047202e-01, 1.126000602197217093e+00, 1.063624087546024555e+00, 8.726102385555353225e-01, 9.908929469119706068e-01, 1.152105747696220872e+00, 1.239392379798010202e+00, 5.423862676352154688e-01, 1.152803806856135482e+00, 8.715148369025654818e-01, 8.140390361074011372e-01
2.082000000000000000e+03, 7.232165080293677661e-01, 6.448084495326390497e-01, 1.015986508551699030e+00, 1.680291046340793404e+00, 1.104494282307775466e+00, 5.608742751508524194e-01, 1.183837268385727892e+00, 1.037623326624149023e+00, 8.819750964780662672e-01, 9.790373980328332948e-01, 8.973996276912928893e-01, 1.271815655276535617e+00, 4.812995664623371250e-01, 1.141265724044417729e+00, 8.821638716238655586e-01, 7.335914008204191816e-01
2.083000000000000000e+03, 6.978587399699793803e-01, 7.843682567295279240e-01, 1.623264117644464211e+00, 1.726838762074677236e+00, 1.044433152309168333e+00, 5.515131461207601893e-01, 1.055891028225620865e+00, 1.163724635343320823e+00, 8.222261739982864581e-01, 1.024348112355922824e+00, 6.607139305335247847e-01, 1.215829914314274784e+00, 5.583483516303477945e-01, 1.214940678642163041e+00, 8.795889809588361974e-01, 8.324917175318433671e-01
2.084000000000000000e+03, 8.066276084602110874e-01, 1.192046538104589271e+00, 1.336448765484467671e+00, 1.619631090128887285e+00, 1.072168688220382471e+00, 5.343023212968136537e-01, 9.704152471841293037e-01, 1.200073725424145143e+00, 8.658974484529824434e-01, 1.072166056414419311e+00, 8.640125214679236221e-01, 1.192042377262902741e+00, 4.827210543582845514e-01, 1.165494320220284097e+00, 9.831886137265580805e-01, 7.111723767932356388e-01
2.085000000000000000e+03, 6.435720347853614021e-01, 1.123026212037052662e+00, 8.686219399790722218e-01, 1.779526284726352658e+00, 8.906099166445914372e-01, 5.229107534550573311e-01, 9.194084458104613278e-01, 1.216278284980359503e+00, 9.681093736882129264e-01, 1.029815334348383571e+00, 1.346370847750468114e+00, 1.217491047580246732e+00, 4.802428284985316154e-01, 1.176225645425088340e+00, 9.095824905136725702e-01, 6.504006398679911261e-01
2.086000000000000000e+03, 6.353214794299063550e-01, 7.427269737182147225e-01, 9.946416390996877244e-01, 2.143063587238055678e+00, 1.033229168254290231e+00, 5.425404107627493921e-01, 7.878058231884870199e-01, 1.113620419577336484e+00, 1.043320627783539178e+00, 1.027066057135682220e+00, 1.067233845535485948e+00, 1.215899682883777588e+00, 4.467837439294433666e-01, 1.164773329643248756e+00, 9.684068369090750306e-01, 6.667302880389167630e-01
2.087000000000000000e+03, 7.185278434059243491e-01, 6.476975440091066183e-01, 1.128550520907656729e+00, 2.215578507450981061e+00, 1.059630343041348066e+00, 5.810756877273793863e-01, 7.799496788001700764e-01, 1.405482269837456721e+00, 1.110028751953472836e+00, 1.052037080185004303e+00, 7.090923330879645992e-01, 1.227821271160034255e+00, 4.558501443889914628e-01, 1.147362768631015495e+00, 9.573461323858333261e-01, 7.451449788444955979e-01
2.088000000000000000e+03, 8.244458780622897498e-01, 6.236382144697313334e-01, 1.044661717938563550e+00, 2.076971313721780010e+00, 9.503335153053600326e-01, 5.657179477836307147e-01, 9.152477141693138307e-01, 1.254203826864502380e+00, 1.084227967855357022e+00, 1.138069763193633843e+00, 8.742738695449479014e-01, 1.250039536903150283e+00, 5.721505108275435347e-01, 1.182234043543230584e+00, 8.437723904979539391e-01, 8.934412123112829285e-01
2.089000000000000000e+03, 7.102050534555232053e-01, 7.872621340146199742e-01, 9.719458440540893474e-01, 3.012894671834620564e+00, 9.745693740199931066e-01, 6.002352096940849480e-01, 8.674744955463756790e-01, 1.227441082039388398e+00, 1.028955393403279794e+00, 1.154554424967004778e+00, 1.239942720331669301e+00, 1.226955902301310353e+00, 5.499526655711005629e-01, 1.152831469760296823e+00, 9.397518990344346790e-01, 8.601022761884358214e-01
2.090000000000000000e+03, 7.635264040645394212e-01, 6.043662308656038151e-01, 9.480945399854027178e-01, 1.758340271735162608e+00, 1.102064262136772443e+00, 5.843567365162354310e-01, 1.022552070364683763e+00, 1.160932642828941930e+00, 8.071142474832238012e-01, 1.074755941298609851e+00, 9.146903468433849049e-01, 1.199549729743762283e+00, 4.413708891848538984e-01, 1.139477252508902971e+00, 1.189828090077248879e+00, 6.691128518270879066e-01
2.091000000000000000e+03, 7.693831736876974858e-01, 7.395982839116984620e-01, 8.091857803941795435e-01, 1.747162529308812884e+00, 8.672501760728901221e-01, 5.465431439804976366e-01, 9.179955557224590557e-01, 1.274617921805267562e+00, 7.323727401248929514e-01, 1.016189495046428304e+00, 6.846180105401230565e-01, 1.215793647284457046e+00, 5.142889302441461252e-01, 1.180163447748979966e+00, 1.067677178037559571e+00, 8.037206518228874330e-01
2.092000000000000000e+03, 5.942535956774396277e-01, 6.227795451624087431e-01, 1.044503837975016891e+00, 1.668712993894128527e+00, 1.012188812311776598e+00, 5.475752657091812470e-01, 9.998837640956608208e-01, 1.169047789099307844e+00, 8.321523294409639560e-01, 1.015493758272810521e+00, 8.662924532097666663e-01, 1.204914097361222902e+00, 4.567338898719812135e-01, 1.169571191925454112e+00, 1.125028477616244249e+00, 8.522187861737442471e-01
2.093000000000000000e+03, 5.696066678353600699e-01, 6.770405754818783484e-01, 1.357351286770284826e+00, 2.647201339467028181e+00, 1.147891552097516366e+00, 5.751733791269121321e-01, 9.749177722022903669e-01, 1.063717627528813159e+00, 8.796062574438796577e-01, 1.021248045394685056e+00, 1.062354459316821043e+00, 1.243832688333172509e+00, 4.049190285890723606e-01, 1.228774178626500957e+00, 9.344556905254780554e-01, 8.242464785404594041e-01
2.094000000000000000e+03, 6.576285159450149242e-01, 7.230260913306995052e-01, 8.400178523686226972e-01, 2.710035542915442797e+00, 9.448632490615297419e-01, 5.609881823270506107e-01, 1.065219395101062450e+00, 1.180069871374571644e+00, 9.044534989092982702e-01, 1.040224661717199517e+00, 9.939798899075374949e-01, 1.281182764810905539e+00, 5.602011727030147270e-01, 1.173429309913285312e+00, 9.159688723275832833e-01, 6.938061224545021277e-01
2.095000000000000000e+03, 5.819952068937459533e-01, 8.139692353463313657e-01, 8.145003711084859432e-01, 1.816276724347211102e+00, 8.863435041880677323e-01, 5.580286664962259557e-01, 1.076417464492749110e+00, 1.089810041175378830e+00, 9.548000648022128001e-01, 1.086922458092573818e+00, 8.895625872728464278e-01, 1.242056680301286908e+00, 5.119501040193696895e-01, 1.153292735535470293e+00, 9.947803722932728743e-01, 6.913771434053154197e-01
2.096000000000000000e+03, 8.326908627969190624e-01, 7.647980084663470457e-01, 1.109290117863354741e+00, 1.301489926512984230e+00, 1.195346050753353317e+00, 5.614090189486415916e-01, 1.075177986009002939e+00, 1.217287146906973705e+00, 9.197847556148642800e-01, 1.153125059301765454e+00, 7.146348231615486934e-01, 1.247349570518918149e+00, 4.806265456262564517e-01, 1.255800069345472725e+00, 1.000334686836634512e+00, 6.421030768841414771e-01
2.097000000000000000e+03, 7.410994443211730287e-01, 6.805775019165487549e-01, 8.222520471498800942e-01, 2.089719781330714454e+00, 8.963028771483224633e-01, 5.251088473645525445e-01, 8.917634679074362136e-01, 1.256299628040642880e+00, 9.611199085721434665e-01, 1.072538960875788483e+00, 7.005011263905468466e-01, 1.253032583158772750e+00, 4.792777063402584581e-01, 1.232475887528634573e+00, 1.037819397843168456e+00, 6.528697346703424831e-01
2.098000000000000000e+03, 7.565930871704266147e-01, 8.135609063966467991e-01, 7.349867099036028195e-01, 2.987773570708172954e+00, 8.747541318689221468e-01, 5.514697610965347829e-01, 1.009932857801867812e+00, 1.297162967833143110e+00, 1.003780030383229160e+00, 1.068275279286297286e+00, 8.397001750410064691e-01, 1.178643958012581150e+00, 5.623144234155983412e-01, 1.185747080173535251e+00, 8.712507832240975469e-01, 7.877043224013207112e-01
2.099000000000000000e+03, 5.969926190898570129e-01, 6.937044089900669119e-01, 9.486977610346399858e-01, 2.178404152815937689e+00, 7.705365168419089361e-01, 5.678223510312637723e-01, 9.590807008297457248e-01, 1.170525702559439996e+00, 8.961947321149912327e-01, 1.109394920867590395e+00, 9.566466533942146189e-01, 1.235954030369528667e+00, 5.563396588546035693e-01, 1.224722975632181798e+00, 7.789013390731689412e-01, 8.751964985153456444e-01
2.100000000000000000e+03, 5.239744232332901319e-01, 5.962453842752254429e-01, 1.163159338375173490e+00, 1.580897557281599308e+00, 9.695278078649910425e-01, 5.467057050570383048e-01, 1.024122607844392130e+00, 1.294855915720622974e+00, 8.036268071659929957e-01, 1.175548146326063970e+00, 8.569202940227306220e-01, 1.191266802243632128e+00, 4.754008753871112325e-01, 1.216901245364469641e+00, 8.773156478984334150e-01, 6.999177984599285196e-01
