year, CNRM-ESM2-1, ACCESS-ESM1-5, NorESM2-LM, MIROC-ES2L, INM-CM4-8, CMCC-CM2-SR5, CESM2-WACCM, NorESM2-MM, IPSL-CM6A-LR, UKESM1-0-LL, TaiESM1, INM-CM5-0, EC-Earth3-Veg, MPI-ESM1-2-LR, GFDL-ESM4, CanESM5
2.074000000000000000e+03, 2.859170134058208745e+00, 2.375197180530778773e+00, 3.680063644583862370e+00, 3.509499454834820842e+00, 6.563816828180195628e+00, 4.568400300057492203e+00, 4.081811001008841089e+00, 4.668756850021631877e+00, 3.448325091751628158e+00, 5.711595232045478809e+00, 4.837451506405670898e+00, 6.654415289063132732e+00, 4.205320895503487755e+00, 5.136440222472818284e+00, 5.228111386055494414e+00, 5.745718406610842877e+00
2.075000000000000000e+03, 2.797976727897997673e+00, 2.674361185305535571e+00, 3.927689569735512531e+00, 3.425242821758589962e+00, 6.679263160214470751e+00, 4.746643062755125264e+00, 4.178781109156218143e+00, 4.500255397115384248e+00, 3.445762537204539733e+00, 6.149089851433327425e+00, 3.888174144192580783e+00, 6.357161182935274546e+00, 3.931806185417778376e+00, 5.077603903963883170e+00, 5.059363661949411117e+00, 5.680573647423764250e+00
2.076000000000000000e+03, 2.867706622470441502e+00, 2.777239363606217371e+00, 3.688601533265480015e+00, 3.414805266460194222e+00, 6.692166366405605693e+00, 4.141551791956519679e+00, 3.994855136556832331e+00, 4.527095284987877832e+00, 3.248918964793356512e+00, 6.417188572077984432e+00, 4.257903357130301991e+00, 6.278411643529363317e+00, 3.768697880246288712e+00, 5.147748039505341211e+00, 5.278962318745138660e+00, 5.878556025600457424e+00
2.077000000000000000e+03, 2.774662087492908213e+00, 2.947820420934369690e+00, 3.522747887043028658e+00, 3.502808718366849483e+00, 6.605157215562932116e+00, 4.255165347110119178e+00, 4.182232899881482169e+00, 4.499294512155231018e+00, 3.330411423001729876e+00, 6.366776710158735142e+00, 3.950276474487476985e+00, 6.446975675924347726e+00, 3.993337172699314763e+00, 5.125696375286826090e+00, 4.779999744446302046e+00, 5.816614036033593393e+00
2.078000000000000000e+03, 2.977650718661474460e+00, 2.529040663111409959e+00, 3.823445057272491177e+00, 3.527658173503496641e+00, 6.651380075146007265e+00, 4.279857347455100935e+00, 4.464196819374259384e+00, 4.295513213073665959e+00, 3.903675927959720848e+00, 5.968080114765069055e+00, 4.452597009213971724e+00, 6.251701605925217287e+00, 4.434632385497521589e+00, 5.158648504465444873e+00, 4.661741839555325839e+00, 5.721262899782864508e+00
2.079000000000000000e+03, 2.737272398071766588e+00, 2.715203180454718090e+00, 3.685875690882620681e+00, 3.567115299022829422e+00, 6.556458589846542395e+00, 4.168476306219832672e+00, 3.947075967721303424e+00, 4.479646904364249949e+00, 3.530663472125756375e+00, 5.600851162614597811e+00, 4.252543537965558507e+00, 6.514467461073955690e+00, 4.247888684219086386e+00, 5.180451720905378643e+00, 5.167542560838618293e+00, 5.729008866982485237e+00
2.080000000000000000e+03, 2.968862472490317206e+00, 2.569394863126034600e+00, 3.731682823221143419e+00, 3.412686269283937701e+00, 6.678005743668109062e+00, 4.831364252880230303e+00, 4.019743241850687099e+00, 4.536278600514761727e+00, 3.233968015762852311e+00, 6.163742970025810841e+00, 3.724749331576441058e+00, 6.258709639112139733e+00, 4.139447436675582459e+00, 5.415923186328544858e+00, 4.897913361506207153e+00, 5.804273786502702315e+00
2.081000000000000000e+03, 2.800957166364872464e+00, 2.623480180491512659e+00, 3.507133068717069868e+00, 3.511973449922130008e+00, 6.599559658829312170e+00, 4.614940728080138221e+00, 4.505951761629421348e+00, 4.397670795056194848e+00, 3.411034536514374604e+00, 5.928918035842803747e+00, 4.443399774031522753e+00, 6.302725054192536369e+00, 4.001586381897539013e+00, 5.172668404434134004e+00, 5.051307024489501529e+00, 5.903432656724572070e+00
2.082000000000000000e+03, 2.977672515360115124e+00, 2.614495260167442492e+00, 3.815672508038729038e+00, 3.388829283345322629e+00, 6.631168842930386553e+00, 4.071234089169289305e+00, 4.403212881475963236e+00, 4.435848952718825622e+00, 3.551039833054178807e+00, 5.541355844230141159e+00, 4.567139272156757634e+00, 6.354875288799929578e+00, 3.985874629979377470e+00, 4.929112439111935196e+00, 4.835551121191653756e+00, 5.850189761133994359e+00
2.083000000000000000e+03, 2.947586578423055936e+00, 2.596083798495236294e+00, 3.677594743797739874e+00, 3.516559768846195588e+00, 6.436147435163874775e+00, 4.345925499956684313e+00, 3.745087111478800246e+00, 4.607717452891928467e+00, 3.529694260497214131e+00, 6.221581290790990870e+00, 4.010752365406784925e+00, 6.509449314331279268e+00, 4.202744363117681736e+00, 5.069216174374224337e+00, 4.931681011327542663e+00, 5.960631006609950155e+00
2.084000000000000000e+03, 2.823748175843109554e+00, 2.624635350375213338e+00, 3.676683506808902990e+00, 3.362102435365725839e+00, 6.515196851231475073e+00, 4.330556774106746332e+00, 3.913810569562504948e+00, 4.496546001518600733e+00, 3.470608886323305331e+00, 6.055307193364955154e+00, 3.894123264375143556e+00, 6.260962065575684576e+00, 4.161942413300163679e+00, 5.286617146568639569e+00, 5.577245953002727852e+00, 5.642462679242973067e+00
2.085000000000000000e+03, 2.955410207485968055e+00, 2.388920432248095693e+00, 4.000194123640728350e+00, 3.394833202079123424e+00, 6.405261247406385472e+00, 4.457630894606839256e+00, 3.942395429656970762e+00, 4.283807213290852900e+00, 3.476055502018538856e+00, 5.913609873495176750e+00, 4.286618354140985687e+00, 6.397982321177297038e+00, 4.208743430227280591e+00, 5.282490846829350772e+00, 5.237257262549449344e+00, 5.664035304578514562e+00
2.086000000000000000e+03, 2.888568125096232286e+00, 2.303055585423011031e+00, 4.136029624126263293e+00, 3.496254115029447718e+00, 6.316242992094449171e+00, 3.979079590255913512e+00, 3.945436137166297375e+00, 4.507261419925677970e+00, 3.669319173512752830e+00, 5.726906633041281225e+00, 4.488753087964829191e+00, 6.273425891438807689e+00, 4.345128375357472983e+00, 5.097360972349549435e+00, 4.930197201405742469e+00, 5.637477201745932476e+00
2.087000000000000000e+03, 2.785199588656191327e+00, 2.498485039980397282e+00, 4.039954907153528119e+00, 3.584572966301716512e+00, 6.352700837690070657e+00, 4.673335081315567408e+00, 4.233470051338636075e+00, 4.593874298453834548e+00, 3.327987208532521279e+00, 6.295675076458605801e+00, 4.026924575750381763e+00, 6.313331637500296800e+00, 4.017635136662628170e+00, 5.112831922122218486e+00, 4.975957149329228280e+00, 5.770800765132011456e+00
2.088000000000000000e+03, 2.814378683936093584e+00, 2.884827290911334607e+00, 3.811573164081561327e+00, 3.409120931607589444e+00, 6.551605883156474519e+00, 4.694598354613281899e+00, 4.074549615384274404e+00, 4.557884684478509030e+00, 3.261142512971721086e+00, 6.212517112155386378e+00, 4.177320722212791715e+00, 6.277946321942110330e+00, 4.017865925288917062e+00, 5.142804814853192852e+00, 4.864640878641207422e+00, 5.907004936008879881e+00
2.089000000000000000e+03, 2.753447189619219415e+00, 2.655215314330273468e+00, 3.588361866812034950e+00, 3.482110452434174164e+00, 6.295827342131498305e+00, 4.170362951723524780e+00, 3.871194163295914592e+00, 4.371775394451780095e+00, 3.755295747455781985e+00, 5.543941845621529474e+00, 4.088794331940571070e+00, 6.262351526972011584e+00, 4.111108274939575757e+00, 5.096388277457675642e+00, 4.930442803054858381e+00, 5.766461077366354715e+00
2.090000000000000000e+03, 2.842139948212768275e+00, 2.621636362314051283e+00, 3.701032994765625528e+00, 3.390024516125483611e+00, 6.559082009843613115e+00, 4.423119776897219246e+00, 4.270071284970114789e+00, 4.439487811603052059e+00, 3.462312099096727547e+00, 6.312337300240469240e+00, 3.983809104593756700e+00, 6.302207357973136581e+00, 4.168446036107712693e+00, 5.098561177356145890e+00, 4.859859133807295173e+00, 5.661896501369339418e+00
2.091000000000000000e+03, 3.022045431757122813e+00, 2.762384857301226848e+00, 3.576806315658755064e+00, 3.402110885818759201e+00, 6.500713340370985804e+00, 4.022708404271329918e+00, 3.784726808864041114e+00, 4.348235500187766611e+00, 3.741404786028670326e+00, 6.361996137601628298e+00, 4.534564406605531950e+00, 6.369539883521772694e+00, 3.939162997086984142e+00, 4.872467954358356224e+00, 5.118227344682625635e+00, 5.801873283968138395e+00
2.092000000000000000e+03, 3.097654594369966485e+00, 2.626546867806029972e+00, 3.858559804966748885e+00, 3.380149968521883874e+00, 6.203613188242091958e+00, 4.245954471381049977e+00, 4.084328577528273385e+00, 4.549605803323474085e+00, 3.768879581538477908e+00, 5.741007233050574143e+00, 4.391622607763361330e+00, 6.289926072494727904e+00, 4.161733008745690299e+00, 5.290881134917634121e+00, 5.108821977379657930e+00, 5.740020966886794085e+00
2.093000000000000000e+03, 2.530163008118703871e+00, 2.694099310702050776e+00, 3.657961860300939172e+00, 3.523267410187303827e+00, 6.344642603866993191e+00, 4.706686756651455639e+00, 3.919910557360105852e+00, 4.552256771298126559e+00, 3.131565727761330908e+00, 6.028677313414827488e+00, 3.734446438042703154e+00, 6.241579131553844917e+00, 4.333585496967276462e+00, 5.031323746179388046e+00, 4.970077999040265482e+00, 5.745969242431373303e+00
2.094000000000000000e+03, 2.892460856164656757e+00, 2.773962060285643627e+00, 3.540743318489222080e+00, 3.348631869987926724e+00, 6.358554324050000872e+00, 4.646134714736613880e+00, 4.084754607865865417e+00, 4.424381157234893891e+00, 3.279020885454391632e+00, 6.318928508583813830e+00, 4.219183158315469306e+00, 6.148048916596807523e+00, 4.235047758263339013e+00, 4.793660690928339463e+00, 5.192931303673631760e+00, 5.655730480175874320e+00
2.095000000000000000e+03, 2.974544020693714153e+00, 2.343994207463626189e+00, 3.796107409101466157e+00, 3.446677459458726833e+00, 6.079469436906942192e+00, 4.018667103799193896e+00, 4.387431623922115165e+00, 4.707087639837679305e+00, 3.854468816154902111e+00, 5.843034611362649677e+00, 4.369640117873523799e+00, 6.248843881333504768e+00, 3.892029518243807384e+00, 5.245619560322812625e+00, 4.992793661238156488e+00, 5.729834585719952855e+00
2.096000000000000000e+03, 2.999720164332867700e+00, 2.435499355544412659e+00, 4.036274699329534421e+00, 3.498396083043134652e+00, 6.385542061690959947e+00, 4.457153248442303095e+00, 4.087238686453105174e+00, 4.579253310198668103e+00, 3.678389667755632253e+00, 6.016836531080701711e+00, 3.882409574470435221e+00, 6.298289049254027105e+00, 3.554011454361967193e+00, 5.184981519995766064e+00, 5.065085903570151871e+00, 5.508199930790053322e+00
2.097000000000000000e+03, 2.608585780797153753e+00, 2.684395475990239532e+00, 3.767936113989275082e+00, 3.305470584631370112e+00, 6.518271461152609803e+00, 4.470140180385614670e+00, 3.844146246751797502e+00, 4.008095795658173088e+00, 3.411408516626686982e+00, 6.483417093433513578e+00, 4.223521050723641146e+00, 6.329656005490509330e+00, 4.111553138514898009e+00, 4.878163371854889796e+00, 4.870692519036003532e+00, 5.673282401786707396e+00
2.098000000000000000e+03, 2.927385262058066040e+00, 2.770152874070447524e+00, 3.448276970597066615e+00, 3.321520151563299716e+00, 6.100149357938567718e+00, 4.227735457524564033e+00, 4.066554737674058728e+00, 4.310709171619356184e+00, 3.398389361885127968e+00, 5.524356730058316955e+00, 4.459420038487388993e+00, 6.441063965803671465e+00, 4.423779867929937382e+00, 5.168787450029134867e+00, 5.101650476403843726e+00, 5.885985499631791740e+00
2.099000000000000000e+03, 2.895827083251298006e+00, 2.528110083394822460e+00, 3.847683561291784127e+00, 3.382413657674739227e+00, 6.320328937459864349e+00, 4.600394660567024729e+00, 3.862368452249813178e+00, 4.661821807804629181e+00, 3.229464126209815156e+00, 5.440817479940739609e+00, 4.240077597888406657e+00, 6.162726633929338504e+00, 4.256306626710803620e+00, 5.258777187026317357e+00, 4.847636608155799109e+00, 5.557816758046169703e+00
2.100000000000000000e+03, 2.799285511474082888e+00, 2.575593643834319213e+00, 3.572144470093463475e+00, 3.477753763472404280e+00, 6.416983781214978144e+00, 4.512953295739463577e+00, 4.070743813910076447e+00, 4.442769790841983202e+00, 3.464152035032056709e+00, 6.121063446708969735e+00, 4.047082572810360546e+00, 6.399096968704966137e+00, 3.632208401787277996e+00, 5.011754335700426388e+00, 4.903417690216927305e+00, 5.461020077552304564e+00
