year, IPSL-CM6A-LR, UKESM1-0-LL, GFDL-ESM4, INM-CM4-8, MIROC-ES2L, NorESM2-LM, CanESM5, EC-Earth3-Veg, INM-CM5-0, MPI-ESM1-2-LR, TaiESM1, NorESM2-MM, CESM2-WACCM, ACCESS-ESM1-5, CNRM-ESM2-1, CMCC-CM2-SR5
2.025000000000000000e+03, 2.978319788666884449e+01, 4.853989358627210748e+01, 3.079019320425264539e+01, 6.052749943437714109e+01, 2.741508113134027269e+01, 5.086883478713967577e+01, 4.178736352812718735e+01, 3.611398766935379001e+01, 5.856684657073593314e+01, 2.455659217945515138e+01, 5.839471277554167017e+01, 6.010013333469407115e+01, 5.686481540517623046e+01, 4.599285000140533697e+01, 4.615234289981990656e+01, 5.383592243464113380e+01
2.026000000000000000e+03, 3.002209022020857532e+01, 4.853182189741023933e+01, 3.069649087503280782e+01, 6.073242524105304341e+01, 2.744708077270722058e+01, 5.093432451546557616e+01, 4.203403328153668639e+01, 3.600802903689146461e+01, 5.876368831754126631e+01, 2.464727476988346666e+01, 5.791982178333368125e+01, 6.010838474665116848e+01, 5.724344943208291880e+01, 4.597208411431887498e+01, 4.627091711526703932e+01, 5.373377361561146159e+01
2.027000000000000000e+03, 3.033269575611920743e+01, 4.852476832541860574e+01, 3.098664025570728953e+01, 6.091845429330567185e+01, 2.752057295395073311e+01, 5.110080081327414092e+01, 4.221113926733470834e+01, 3.594675724926728577e+01, 5.890674082079853235e+01, 2.472597438102245349e+01, 5.741790638801261792e+01, 6.036264484273056752e+01, 5.755508715922173479e+01, 4.603737061095999650e+01, 4.634430975377994599e+01, 5.326704396810392694e+01
2.028000000000000000e+03, 3.040754411169288929e+01, 4.840383097385620204e+01, 3.119194177463495166e+01, 6.101472850542566562e+01, 2.766451793781671498e+01, 5.133560982021373320e+01, 4.246117844864721036e+01, 3.611831986972504893e+01, 5.897889841820906298e+01, 2.496701373415276493e+01, 5.839254352064484976e+01, 6.065503436109912627e+01, 5.767624257279199185e+01, 4.606361992738054312e+01, 4.652297844589631381e+01, 5.349982905035076186e+01
2.029000000000000000e+03, 3.044407012724655104e+01, 4.843536244241045807e+01, 3.114472976371149926e+01, 6.114708534523296635e+01, 2.776791465400839698e+01, 5.156111561611324845e+01, 4.272797553505481005e+01, 3.653720875687258030e+01, 5.913746723831867058e+01, 2.510010318372117766e+01, 5.864124964658983430e+01, 6.107548280102318472e+01, 5.791920066988926408e+01, 4.608631934439105038e+01, 4.668281787296891139e+01, 5.472996220055311056e+01
2.030000000000000000e+03, 3.050397509127891382e+01, 4.853401346981648601e+01, 3.117402889333667915e+01, 6.120587046819023413e+01, 2.777415260121980012e+01, 5.176661374851946107e+01, 4.291670721972499791e+01, 3.662908685067542081e+01, 5.924238867596776004e+01, 2.519664364665122847e+01, 5.802043144794966878e+01, 6.142452397220569082e+01, 5.807423612650122635e+01, 4.615793994776259979e+01, 4.691855161926984152e+01, 5.482603113686557350e+01
2.031000000000000000e+03, 3.049315266185746154e+01, 4.856727356502814530e+01, 3.118235277684214424e+01, 6.128307057548995118e+01, 2.786556714159084436e+01, 5.212581936929602477e+01, 4.314145377519109559e+01, 3.678473201069662935e+01, 5.939765099517227043e+01, 2.526097854814602073e+01, 5.836137261500176976e+01, 6.141874129822916473e+01, 5.849812545400559571e+01, 4.614008893044702830e+01, 4.678611158513393775e+01, 5.514873992848490047e+01
2.032000000000000000e+03, 3.066636116811897139e+01, 4.858434624302378069e+01, 3.142100312042805399e+01, 6.134411868527687517e+01, 2.793639479751699639e+01, 5.226713682103094527e+01, 4.325159736044668080e+01, 3.704334386822996095e+01, 5.953712556500278197e+01, 2.529506815481574122e+01, 5.910655604687573828e+01, 6.154774394492435619e+01, 5.884262755697803016e+01, 4.606526393824312748e+01, 4.709997820621217102e+01, 5.520735312045933796e+01
2.033000000000000000e+03, 3.067664530461567551e+01, 4.866147416228147904e+01, 3.150706311216216804e+01, 6.143401114013002484e+01, 2.802032885767894754e+01, 5.256749270900993309e+01, 4.331954778845945242e+01, 3.727899039764031386e+01, 5.969642640068484241e+01, 2.574680814021878916e+01, 5.943324436016207812e+01, 6.200764264786279512e+01, 5.901830312262076461e+01, 4.597053684216081137e+01, 4.732673705521195728e+01, 5.480165358580985924e+01
2.034000000000000000e+03, 3.085693354942916855e+01, 4.864983159035188010e+01, 3.151838337539609824e+01, 6.149076042734391478e+01, 2.810189786630090225e+01, 5.291662493277588197e+01, 4.360694324285731227e+01, 3.730595012262761401e+01, 5.982884631653000440e+01, 2.615263404044291917e+01, 5.880893858835684540e+01, 6.240349347274160863e+01, 5.910522824316376500e+01, 4.607252182816961295e+01, 4.750079817733288223e+01, 5.508638034068263067e+01
2.035000000000000000e+03, 3.114252499428827292e+01, 4.869668741642139764e+01, 3.180510442486790268e+01, 6.165052742931788998e+01, 2.811993317354462363e+01, 5.309982941478592267e+01, 4.364933592223967906e+01, 3.751006623574549792e+01, 5.973615782177882494e+01, 2.619666531058486214e+01, 5.923377492866282523e+01, 6.264806109180254623e+01, 5.939658626874935976e+01, 4.601801118069921159e+01, 4.749280021605410695e+01, 5.616078848118611688e+01
2.036000000000000000e+03, 3.119980949115655022e+01, 4.865094310494571772e+01, 3.183134560649585154e+01, 6.181570137027316747e+01, 2.829097449356710925e+01, 5.314410878031159058e+01, 4.384904442163466598e+01, 3.759253704483256087e+01, 5.990993794131566830e+01, 2.616225018296944427e+01, 5.934080243394700460e+01, 6.287252305929317231e+01, 5.946954591905687693e+01, 4.607576681050679923e+01, 4.753668432057994409e+01, 5.621133845903749204e+01
2.037000000000000000e+03, 3.132646092669672200e+01, 4.863111727643656934e+01, 3.171773847435087035e+01, 6.192339962965210276e+01, 2.832671045554567613e+01, 5.312205746734331058e+01, 4.415868064043654329e+01, 3.738779576099765478e+01, 6.008828693553561351e+01, 2.651916289243212788e+01, 5.904187543949772987e+01, 6.303788130168054238e+01, 5.986993623919993723e+01, 4.619497754629009023e+01, 4.747316100584312437e+01, 5.563896581042777001e+01
2.038000000000000000e+03, 3.123733695048306913e+01, 4.868126407247329013e+01, 3.179536253213731811e+01, 6.192766009077573131e+01, 2.844968287187467482e+01, 5.327473270630019897e+01, 4.442942260622486828e+01, 3.754758743748469385e+01, 6.028591230151617708e+01, 2.669697454613835319e+01, 6.002491779845321673e+01, 6.314434540086298142e+01, 6.013609700939998959e+01, 4.621479210002071625e+01, 4.784073357895536560e+01, 5.596106325246956459e+01
2.039000000000000000e+03, 3.134879387236545512e+01, 4.876054159530765020e+01, 3.205734517458002841e+01, 6.200217466380806286e+01, 2.856659967261224864e+01, 5.374464387564781021e+01, 4.454959063110366202e+01, 3.780573472659185086e+01, 6.036716666089060368e+01, 2.686146101940052944e+01, 6.067013437513882224e+01, 6.365033684827751159e+01, 6.025191639113315745e+01, 4.617499033734828373e+01, 4.807880162210847885e+01, 5.736535293053287887e+01
2.040000000000000000e+03, 3.161258213725591304e+01, 4.874908510089757385e+01, 3.223439946206467255e+01, 6.223027086346827019e+01, 2.863340901441414488e+01, 5.417908073272028702e+01, 4.477576062368200382e+01, 3.788402283712212437e+01, 6.045636452463524080e+01, 2.704797394110680386e+01, 6.064898133325343821e+01, 6.403270987400919978e+01, 6.039708384708990963e+01, 4.631684945781763929e+01, 4.808681269542813652e+01, 5.689466012452326282e+01
2.041000000000000000e+03, 3.177926245153823004e+01, 4.879756225801760650e+01, 3.230805943217990261e+01, 6.247547642685601232e+01, 2.871522201124496476e+01, 5.435143381547347730e+01, 4.501581715001088924e+01, 3.791250526005441657e+01, 6.075202448138011135e+01, 2.713047731569945142e+01, 6.013780141188404116e+01, 6.429769290211204691e+01, 6.049707725942752035e+01, 4.642767717345888911e+01, 4.832519297407966974e+01, 5.731981864826742168e+01
2.042000000000000000e+03, 3.174170830528880316e+01, 4.882072690292536521e+01, 3.216679273123214955e+01, 6.275462549606348261e+01, 2.878661081673872957e+01, 5.461986397551461891e+01, 4.512905660698098842e+01, 3.805827380267031401e+01, 6.104878503060949413e+01, 2.721365375085077432e+01, 5.975741121765969410e+01, 6.464530079148316588e+01, 6.101983915824452254e+01, 4.652834243380686274e+01, 4.832044590967907993e+01, 5.769865024820389721e+01
2.043000000000000000e+03, 3.206701659847399100e+01, 4.879836293496428112e+01, 3.225398985109405459e+01, 6.289966340469450046e+01, 2.887592855295214633e+01, 5.480936509175682403e+01, 4.527038791251752770e+01, 3.809652782909768831e+01, 6.119051148291876530e+01, 2.740068830018748258e+01, 6.070522096811892965e+01, 6.489631771524332748e+01, 6.137182881360362074e+01, 4.662633418866496271e+01, 4.845057156596422487e+01, 5.850076573684184211e+01
2.044000000000000000e+03, 3.213116152233454414e+01, 4.883732578099495925e+01, 3.254632170793509260e+01, 6.296432080518700047e+01, 2.894510043658882026e+01, 5.526109660078711272e+01, 4.564698644666773220e+01, 3.839357495316783542e+01, 6.123156810190913291e+01, 2.748800698261301179e+01, 6.032015102552495733e+01, 6.504311521080595071e+01, 6.161555457751747866e+01, 4.663268467829555419e+01, 4.848206445359423356e+01, 5.871524624120054625e+01
2.045000000000000000e+03, 3.215988392076516078e+01, 4.884834248256728984e+01, 3.265804866070167378e+01, 6.292045045277132687e+01, 2.904455349196932090e+01, 5.573514046269155386e+01, 4.587312953990588937e+01, 3.864049637454461106e+01, 6.125027511002037528e+01, 2.762104822852149510e+01, 5.979451714571397503e+01, 6.552889476899666477e+01, 6.201710334914879752e+01, 4.679647517842828108e+01, 4.865635110259148632e+01, 5.864872532727969201e+01
2.046000000000000000e+03, 3.239486660793853900e+01, 4.879654295447715384e+01, 3.270236114132879379e+01, 6.312766771540403710e+01, 2.912717648225789802e+01, 5.605300646704474588e+01, 4.597100278434341192e+01, 3.858724221504921559e+01, 6.130655856856940034e+01, 2.781191885324656710e+01, 6.129400764785788169e+01, 6.594359125573262759e+01, 6.234578687816223663e+01, 4.692800772297558609e+01, 4.864281948256822119e+01, 5.831383209324392425e+01
2.047000000000000000e+03, 3.245245760521486744e+01, 4.883418032120467700e+01, 3.274895067634917467e+01, 6.314082922924001906e+01, 2.923518321119422936e+01, 5.640397642908166631e+01, 4.600855327113514193e+01, 3.850236633768520988e+01, 6.135166014836067205e+01, 2.788359055985469936e+01, 6.114051250407836591e+01, 6.614072318151502827e+01, 6.264903879299917122e+01, 4.708003941537452164e+01, 4.885162800506427772e+01, 5.869507343223545348e+01
2.048000000000000000e+03, 3.248069422116340377e+01, 4.893920411758600153e+01, 3.306141319515597132e+01, 6.337355772065033932e+01, 2.922252101755459819e+01, 5.662748321580104260e+01, 4.639239569649124917e+01, 3.880433252518335507e+01, 6.155855803088623901e+01, 2.801664881475122826e+01, 6.012096620385955248e+01, 6.653674516564397834e+01, 6.291437867779890780e+01, 4.738188312100270139e+01, 4.883270001162319573e+01, 6.029846663307542087e+01
2.049000000000000000e+03, 3.254804706301793971e+01, 4.907417608997935332e+01, 3.302741374918228701e+01, 6.354795793068470999e+01, 2.918761470540025016e+01, 5.680725737103480810e+01, 4.665888965453557091e+01, 3.904806705256543609e+01, 6.164707821967414247e+01, 2.820232273950217561e+01, 6.085786653315381045e+01, 6.690971680639184171e+01, 6.313531847804315333e+01, 4.743397681527706311e+01, 4.890481655647595005e+01, 5.984557078703583244e+01
2.050000000000000000e+03, 3.265072012518532318e+01, 4.917266519306456729e+01, 3.315688895677290304e+01, 6.344965976743845459e+01, 2.930061572627915467e+01, 5.712666743569076289e+01, 4.690276073467425988e+01, 3.897975525633231797e+01, 6.168681825769251503e+01, 2.827489720827311004e+01, 6.171313647663132684e+01, 6.713042950515139751e+01, 6.340155649440395536e+01, 4.727933348252962276e+01, 4.901023176773416878e+01, 5.961338067552527775e+01
2.051000000000000000e+03, 3.252383886564845028e+01, 4.914831961553225170e+01, 3.329516596243502136e+01, 6.339719296173065999e+01, 2.937723187867333152e+01, 5.750004288023112053e+01, 4.724978299515010605e+01, 3.916584316058191462e+01, 6.161940903731179020e+01, 2.829354930561522963e+01, 6.110245431826371743e+01, 6.740189454054160478e+01, 6.362034053936455535e+01, 4.729009311726405684e+01, 4.910470403211988355e+01, 5.948700937844822079e+01
2.052000000000000000e+03, 3.286831729826146642e+01, 4.911912739677148210e+01, 3.338172188230236515e+01, 6.361697908587846229e+01, 2.932597684290408679e+01, 5.785369758860712608e+01, 4.748388339841721262e+01, 3.920407945129827709e+01, 6.164260180307650927e+01, 2.819435275488033454e+01, 6.042671948814000160e+01, 6.784617662022580475e+01, 6.368957158421592624e+01, 4.744420176554419299e+01, 4.921843770431442522e+01, 5.973241628142479698e+01
2.053000000000000000e+03, 3.296758885117853310e+01, 4.910436385786017865e+01, 3.362898367939742172e+01, 6.377818537050813319e+01, 2.933519491425497705e+01, 5.798998270337083483e+01, 4.764349757084853820e+01, 3.924046805382449321e+01, 6.178976818742894750e+01, 2.853212923082696051e+01, 6.150351585780052943e+01, 6.822523243178699204e+01, 6.406672184959964511e+01, 4.754821273919436919e+01, 4.938817857847937631e+01, 6.076245860925256181e+01
2.054000000000000000e+03, 3.314256393196063755e+01, 4.915852753249673412e+01, 3.382181623428050443e+01, 6.383549301525416553e+01, 2.939516819596468977e+01, 5.810410491100554253e+01, 4.786039097642721885e+01, 3.963267792748398932e+01, 6.205029096409479905e+01, 2.869962826631435604e+01, 6.207492530799506625e+01, 6.860995101871851887e+01, 6.433260951425349106e+01, 4.755955213975573059e+01, 4.934516632353412291e+01, 6.113634909073459767e+01
2.055000000000000000e+03, 3.326274640022286633e+01, 4.921446196723545796e+01, 3.379994558408873928e+01, 6.386136672939234415e+01, 2.944818130724807048e+01, 5.849675804046369620e+01, 4.796968272076336604e+01, 3.984057121326429751e+01, 6.232172561091459784e+01, 2.871860070640680718e+01, 6.172749274959399912e+01, 6.877260971941326773e+01, 6.435175329741566941e+01, 4.767837152198509898e+01, 4.961588766761007463e+01, 6.024329048840275647e+01
2.056000000000000000e+03, 3.319863883193435328e+01, 4.913915521100500428e+01, 3.381055156350585378e+01, 6.401382453437845754e+01, 2.947711750658346830e+01, 5.868107632282536912e+01, 4.804035300768277494e+01, 3.992762951464336396e+01, 6.253069887175350772e+01, 2.855017586745504587e+01, 6.157860320429602297e+01, 6.909758742457376002e+01, 6.484806992404620019e+01, 4.782077853007667301e+01, 4.995254097783281111e+01, 6.060914742963586122e+01
2.057000000000000000e+03, 3.322015603987661336e+01, 4.916196142383202528e+01, 3.386324689929033127e+01, 6.405297074670535551e+01, 2.947712109348781695e+01, 5.868878484054196321e+01, 4.808099837674388510e+01, 3.984477890795213995e+01, 6.245878795488248159e+01, 2.853042869530213466e+01, 6.206571636129774561e+01, 6.933882878963285634e+01, 6.509598799587720919e+01, 4.783736643887469597e+01, 5.002420700492596950e+01, 6.169433785369319878e+01
2.058000000000000000e+03, 3.331265822601002924e+01, 4.922484916714807213e+01, 3.408638334790178703e+01, 6.406638434447037866e+01, 2.952685012443901158e+01, 5.875713354708339153e+01, 4.814617114955002819e+01, 4.000334991386303329e+01, 6.261447957578144496e+01, 2.876038243988990573e+01, 6.155826984066915486e+01, 6.942763234746237799e+01, 6.510386587961102123e+01, 4.768184533650412504e+01, 4.981357658965389845e+01, 6.167798564988267174e+01
2.059000000000000000e+03, 3.329448474988822682e+01, 4.916202375055506479e+01, 3.437110111860284434e+01, 6.417726872057235710e+01, 2.955311789283141621e+01, 5.885537373301556840e+01, 4.833370507536110949e+01, 3.997686300911956891e+01, 6.274450283333935374e+01, 2.878711487988203999e+01, 6.062136453028755056e+01, 6.969417125542571512e+01, 6.552348697671121158e+01, 4.759176403318274851e+01, 4.991204160672255341e+01, 6.090940430422163843e+01
2.060000000000000000e+03, 3.348687393437710114e+01, 4.911307568489214503e+01, 3.443878604330772930e+01, 6.418970968920640985e+01, 2.951202554188667904e+01, 5.885350495946918414e+01, 4.840348191255574051e+01, 3.970374227398252032e+01, 6.285882930566608451e+01, 2.883923854816958610e+01, 6.201334459396299081e+01, 6.999888866050449110e+01, 6.572140324267604683e+01, 4.771071097956802731e+01, 4.997507359136191241e+01, 6.040187291504059175e+01
2.061000000000000000e+03, 3.377947869653250024e+01, 4.917921298710529499e+01, 3.444544326941569778e+01, 6.422955235949302732e+01, 2.954553275508710897e+01, 5.916594342868111056e+01, 4.845905670701646528e+01, 3.997472045672871843e+01, 6.289435176220349177e+01, 2.884742931551056344e+01, 6.255737176844619540e+01, 7.014442536111729964e+01, 6.568797508122577256e+01, 4.771865754310443464e+01, 5.004757433164567004e+01, 6.138231557874093625e+01
2.062000000000000000e+03, 3.372328013743895525e+01, 4.927620982683396988e+01, 3.451479831037229928e+01, 6.413922895189058693e+01, 2.956609818882511220e+01, 5.931747414956691955e+01, 4.857707551576591953e+01, 4.031434346373944777e+01, 6.275527530897376494e+01, 2.927004341770681251e+01, 6.132102160591306728e+01, 7.043011655905685586e+01, 6.605141833628759684e+01, 4.766218179586379478e+01, 5.015150209157514638e+01, 6.258943063434558951e+01
2.063000000000000000e+03, 3.363067375004868609e+01, 4.924895288447894615e+01, 3.464816947538501068e+01, 6.409949274453620660e+01, 2.962494021660434740e+01, 5.944424075848283451e+01, 4.854565895023885247e+01, 4.059531004824254552e+01, 6.284431378291006354e+01, 2.947169444348600820e+01, 6.208558412366381418e+01, 7.053672305829465472e+01, 6.634815971760188802e+01, 4.760183824303307887e+01, 5.006868862241836382e+01, 6.266977087643103772e+01
2.064000000000000000e+03, 3.369050415941863008e+01, 4.916515097464602491e+01, 3.483454611132700052e+01, 6.411580964398868332e+01, 2.968920747287199546e+01, 5.964552684114277525e+01, 4.842090283519263494e+01, 4.072580881509990292e+01, 6.291169154425364241e+01, 2.945290428061612786e+01, 6.174484385228076633e+01, 7.058896624354871108e+01, 6.642199684830204376e+01, 4.758525645558085415e+01, 5.039052144859901006e+01, 6.228048446845402708e+01
2.065000000000000000e+03, 3.372598824227102909e+01, 4.925106790327156858e+01, 3.491228873281043121e+01, 6.420323514383194663e+01, 2.964052514356346535e+01, 5.971842465603221228e+01, 4.853962266086958977e+01, 4.031641371572205657e+01, 6.302659810852014033e+01, 2.946337631980477667e+01, 6.064237097166926560e+01, 7.103002124711819931e+01, 6.653211159969899313e+01, 4.772222653081250598e+01, 5.039690314311734909e+01, 6.136818812624724728e+01
2.066000000000000000e+03, 3.381848016387088762e+01, 4.931805393833994344e+01, 3.498120162872242389e+01, 6.413503789324425952e+01, 2.964395025737923106e+01, 5.971796810166857483e+01, 4.864332840177477379e+01, 4.027208149162047590e+01, 6.319538540120768033e+01, 2.972961483537641669e+01, 6.171039185240464064e+01, 7.140540684884979328e+01, 6.695396209370149165e+01, 4.780147453011365855e+01, 5.048979076146025591e+01, 6.094081791033868711e+01
2.067000000000000000e+03, 3.401405181084820839e+01, 4.925665930414709948e+01, 3.491304980037519101e+01, 6.418327077291110072e+01, 2.977029798867274835e+01, 5.998311060217776003e+01, 4.871814044504690600e+01, 4.066294647614456892e+01, 6.311859168244585305e+01, 2.963864033530023789e+01, 6.259911656450911721e+01, 7.148709007599511267e+01, 6.714347643768515184e+01, 4.761293285480828530e+01, 5.073836908812259594e+01, 6.272579148955635020e+01
2.068000000000000000e+03, 3.399669337193174812e+01, 4.914731543425969562e+01, 3.500161788045978994e+01, 6.416254119188329241e+01, 2.978126615228564944e+01, 6.028885857923889802e+01, 4.883539337532601365e+01, 4.073141122222232724e+01, 6.296328365962082074e+01, 2.933657717289725042e+01, 6.174129331156506595e+01, 7.163959330358873956e+01, 6.705531937437557133e+01, 4.767878916284919200e+01, 5.068456227836306738e+01, 6.338802786163434888e+01
2.069000000000000000e+03, 3.397402663262895572e+01, 4.915090816790010564e+01, 3.493426729753667814e+01, 6.424695967928961693e+01, 2.980901286002370298e+01, 6.045921159294086067e+01, 4.889774933468890339e+01, 4.060936892313331015e+01, 6.292852658475133154e+01, 2.936626641155345396e+01, 6.069716328410188311e+01, 7.191809937553468046e+01, 6.710184827568006938e+01, 4.776372084959667319e+01, 5.073278529639784296e+01, 6.301041463888908112e+01
2.070000000000000000e+03, 3.395445599580311580e+01, 4.898342939676965813e+01, 3.499969700700003727e+01, 6.439759809052208084e+01, 2.982069331234896481e+01, 6.061346939569585146e+01, 4.881354152592099638e+01, 4.091954910131752143e+01, 6.297101962334925673e+01, 2.954461560864644554e+01, 6.182275358432203660e+01, 7.200748482302032016e+01, 6.753079728792572212e+01, 4.766865020819565046e+01, 5.100795908550090019e+01, 6.273173830255424832e+01
2.071000000000000000e+03, 3.386324799298481736e+01, 4.893983639335579738e+01, 3.528735578276092610e+01, 6.451137832651292570e+01, 2.988190765518544723e+01, 6.093830521164331060e+01, 4.884531327246709509e+01, 4.122480557319838113e+01, 6.295222831520916174e+01, 2.969071804386186741e+01, 6.239888112612808158e+01, 7.221384145299741419e+01, 6.769004701172370631e+01, 4.766902485853119487e+01, 5.081792301090867880e+01, 6.309687840991893637e+01
2.072000000000000000e+03, 3.411882646384346884e+01, 4.902924108860709396e+01, 3.528851730331441416e+01, 6.452755633160710147e+01, 2.997887794099852954e+01, 6.120208600655548281e+01, 4.898490051591751637e+01, 4.068461940205376948e+01, 6.278682972679088437e+01, 2.956848397051790656e+01, 6.177764075449065473e+01, 7.237974350088440190e+01, 6.764058482986715148e+01, 4.775090093557155058e+01, 5.069942737245033726e+01, 6.369674513591621690e+01
2.073000000000000000e+03, 3.429486911706987229e+01, 4.907349260894768861e+01, 3.549308702339354937e+01, 6.447189460102373459e+01, 3.004227603045410788e+01, 6.126392895748325174e+01, 4.904736412982618532e+01, 4.103557673579625487e+01, 6.266923959019214863e+01, 2.954519473708267796e+01, 6.032922324220149335e+01, 7.258762372511090177e+01, 6.796875670201464459e+01, 4.780040096558263940e+01, 5.079070560031608750e+01, 6.362726913911374282e+01
2.074000000000000000e+03, 3.423865277790626749e+01, 4.894850423055732591e+01, 3.557760722530738207e+01, 6.446626618255716323e+01, 3.011314353517618514e+01, 6.124558048844524905e+01, 4.896114776698853177e+01, 4.128747917482321128e+01, 6.289724891470905277e+01, 2.968016423148070970e+01, 6.181262415525049647e+01, 7.282039656054234911e+01, 6.816725759551093233e+01, 4.768052737177460187e+01, 5.087227601460774906e+01, 6.354941479262501502e+01
2.075000000000000000e+03, 3.426283600944437779e+01, 4.891284895366273844e+01, 3.555599044175865231e+01, 6.454981994032920056e+01, 2.999663672147969606e+01, 6.143726869734167906e+01, 4.884958731343423466e+01, 4.154370325423922594e+01, 6.299647688544335011e+01, 2.990132206352681976e+01, 6.212243542137333208e+01, 7.293311505407552886e+01, 6.818719847659613720e+01, 4.763463176931620069e+01, 5.074711993028771673e+01, 6.464415922395124880e+01
2.076000000000000000e+03, 3.418808632982108975e+01, 4.892176541389707012e+01, 3.574971796207502450e+01, 6.469034306687981939e+01, 2.994656618371861256e+01, 6.157508283398752980e+01, 4.887778132254872077e+01, 4.139126164256411045e+01, 6.294934284809864522e+01, 3.004685023802161226e+01, 6.200933694284154996e+01, 7.301647687129283781e+01, 6.825133288528161302e+01, 4.778113371742907134e+01, 5.080840591483550384e+01, 6.446332506980623123e+01
