year, CESM2-WACCM, CNRM-ESM2-1, NorESM2-MM, GFDL-ESM4, CNRM-ESM2-1, EC-Earth3-Veg, NorESM2-LM, TaiESM1, MPI-ESM1-2-LR, NorESM2-MM, GFDL-ESM4, TaiESM1
2.086000000000000000e+03, 9.891127648585191542e-10, 1.154379337930050445e-10, 5.321028366588308614e-10, 1.172128707636024936e-09, 1.154379337930050445e-10, 9.080929852228641441e-10, 4.644662108848707955e-10, 5.572871510725677398e-10, 4.741990423223046483e-10, 5.321028366588308614e-10, 1.159479550355824017e-09, 5.572871510725677398e-10
2.087000000000000000e+03, 5.914403221132831542e-10, 1.164600343167989927e-10, 5.487467722030902785e-10, 1.050045375350320380e-09, 1.164600343167989927e-10, 1.665242804535704675e-09, 5.696632721718033993e-10, 7.693908709792282126e-10, 5.400426279068417516e-10, 5.487467722030902785e-10, 1.037880661161531546e-09, 7.693908709792282126e-10
2.088000000000000000e+03, 7.664403169986957823e-10, 1.366334767273866363e-10, 5.804815402743303971e-10, 9.114199499144765833e-10, 1.366334767273866363e-10, 1.670795876058746504e-09, 5.887609979155305506e-10, 5.596192221962826235e-10, 5.282054883537593605e-10, 5.804815402743303971e-10, 8.995406743996568020e-10, 5.596192221962826235e-10
2.089000000000000000e+03, 9.535558801790622823e-10, 1.276674501679037299e-10, 6.144181887554063032e-10, 7.297193000964506275e-10, 1.276674501679037299e-10, 9.738407641418468662e-10, 7.859052629014618405e-10, 9.522360971360653962e-10, 4.247117423239829261e-10, 6.144181887554063032e-10, 7.182550341754516504e-10, 9.522360971360653962e-10
2.090000000000000000e+03, 5.108098625617046489e-10, 1.511074186194846642e-10, 5.600905814371342649e-10, 7.951530780467456001e-10, 1.511074186194846642e-10, 8.511578592133925609e-10, 6.241502424042253635e-10, 1.098233965277664290e-09, 6.197100500196173521e-10, 5.600905814371342649e-10, 7.840069775276699078e-10, 1.098233965277664290e-09
2.091000000000000000e+03, 4.909369664170214835e-10, 1.093175510388821467e-10, 2.082925517535373087e-10, 6.035621847276889845e-10, 1.093175510388821467e-10, 1.396369443199248813e-09, 1.550651166805759405e-10, 7.818861073851581270e-10, 5.585111949423194718e-10, 2.082925517535373087e-10, 5.929995307817180367e-10, 7.818861073851581270e-10
2.092000000000000000e+03, 1.964771160717581174e-10, 1.252099465271985044e-10, 1.650806755929325196e-10, 9.238935022267946940e-10, 1.252099465271985044e-10, 1.092654860377623339e-09, 1.425476942734402307e-10, 4.610083152435524579e-10, 4.727023262931705856e-10, 1.650806755929325196e-10, 9.136192654636084994e-10, 4.610083152435524579e-10
2.093000000000000000e+03, 8.106550673784370925e-10, 1.389821060462497702e-10, 1.158601297488987900e-10, 7.837863191536148228e-10, 1.389821060462497702e-10, 1.705008940322701067e-09, 1.608549833545890962e-10, 1.100142140128352072e-09, 5.171380630305037427e-10, 1.158601297488987900e-10, 7.734533445594336414e-10, 1.100142140128352072e-09
2.094000000000000000e+03, 2.512267405192091987e-10, 1.890735258812438566e-10, 2.021450948499365253e-10, 5.098243545985254763e-10, 1.890735258812438566e-10, 7.408281504388042649e-10, 1.564210448747070465e-10, 6.257890521802674324e-10, 5.308613790473658779e-10, 2.021450948499365253e-10, 4.999806702826327785e-10, 6.257890521802674324e-10
2.095000000000000000e+03, 9.492739829028496022e-11, 1.151176418983688367e-10, 9.334547624506761618e-11, 6.644687268070802612e-10, 1.151176418983688367e-10, 1.465906856473232150e-09, 1.778595956044772502e-10, 3.875863495625752880e-10, 3.725812214812553555e-10, 9.334547624506761618e-11, 6.543890671390251884e-10, 3.875863495625752880e-10
2.096000000000000000e+03, 2.143886746228469092e-10, 1.000343405597841532e-10, 1.725798860311372356e-10, 8.062237143879421181e-10, 1.000343405597841532e-10, 5.201479684449770060e-09, 6.933555619940703114e-11, 1.050885483181294454e-09, 5.203723975318110009e-10, 1.725798860311372356e-10, 7.961757397160637217e-10, 1.050885483181294454e-09
2.097000000000000000e+03, 3.125069053014237933e-10, 1.862736374615459143e-10, 3.727165268993367191e-10, 1.245552239453970794e-09, 1.862736374615459143e-10, 1.363777881195467566e-09, 9.775158565160147439e-11, 7.379493436009722644e-10, 4.852393044921728086e-10, 3.727165268993367191e-10, 1.235553222500975837e-09, 7.379493436009722644e-10
2.098000000000000000e+03, 2.432780883304911671e-10, 1.008716703900892174e-10, 2.433360741720807144e-10, 7.626111695468474615e-10, 1.008716703900892174e-10, 6.113419131156371014e-10, 1.877356433826594783e-10, 5.723750845073049302e-10, 5.722232579623273735e-10, 2.433360741720807144e-10, 7.531883965437460290e-10, 5.723750845073049302e-10
2.099000000000000000e+03, 2.711031208378877588e-10, 1.917090127932603150e-10, 1.149603501026343907e-10, 1.093312387263823555e-09, 1.917090127932603150e-10, 9.349193637445605610e-10, 9.612302342277110010e-11, 4.512433019766810971e-10, 5.307747721171828078e-10, 1.149603501026343907e-10, 1.083930283458194406e-09, 4.512433019766810971e-10
2.100000000000000000e+03, 2.516628811482685987e-10, 1.489416844451398483e-10, 1.989285856924205951e-10, 8.181011734046696508e-10, 1.489416844451398483e-10, 3.209152869368292911e-09, 1.628612817708315472e-10, 5.696915354005477749e-10, 5.715033066655660899e-10, 1.989285856924205951e-10, 8.117075362054012571e-10, 5.696915354005477749e-10
