year, CNRM-ESM2-1, CESM2-WACCM, UKESM1-0-LL, IPSL-CM6A-LR, CanESM5, TaiESM1, EC-Earth3-Veg, NorESM2-LM, GFDL-ESM4, ACCESS-ESM1-5, MIROC-ES2L, MPI-ESM1-2-LR, INM-CM5-0, CMCC-CM2-SR5, INM-CM4-8, NorESM2-MM
2.065000000000000000e+03, 2.984818493732417437e+02, 3.002878897223559989e+02, 3.004217004950748446e+02, 2.987121598679962062e+02, 3.002850624872219782e+02, 2.996635726941833582e+02, 2.989736537097891187e+02, 2.999327231635919588e+02, 2.979423915178741709e+02, 3.010543841578748356e+02, 2.987498271471183102e+02, 2.983228918401823648e+02, 2.985189024450110082e+02, 2.999838405733044624e+02, 2.987753835505912434e+02, 2.992379039993601282e+02
2.066000000000000000e+03, 2.985663910193458150e+02, 2.999298120659641427e+02, 3.005741304472686011e+02, 2.985602679962618708e+02, 3.006710404745640517e+02, 2.995998213673216242e+02, 2.982616273732913896e+02, 3.000736018829862815e+02, 2.982426326934026406e+02, 3.015444952830681018e+02, 2.987167373614707344e+02, 2.981561108559918125e+02, 2.985436343080408506e+02, 3.004099792334816925e+02, 2.987465981515671274e+02, 2.991784982313562296e+02
2.067000000000000000e+03, 2.981275565396107936e+02, 3.003214274634934213e+02, 3.009690593990680441e+02, 2.983124547119594467e+02, 3.006024235829906388e+02, 2.991020730928917715e+02, 2.979190719231431217e+02, 3.000373912648695978e+02, 2.982426304555074239e+02, 3.017273292079655675e+02, 2.991213740900819857e+02, 2.983629687388825573e+02, 2.984854616009395727e+02, 2.999589932061684294e+02, 2.985768892026255230e+02, 2.994285499874541756e+02
2.068000000000000000e+03, 2.982039614897655042e+02, 3.005035117104577580e+02, 3.008778098612836516e+02, 2.984850897962808176e+02, 3.006187476710274495e+02, 2.990666194483211484e+02, 2.988184275332712332e+02, 2.997665744044973053e+02, 2.983254300059272737e+02, 3.012364110940041542e+02, 2.995211550508548157e+02, 2.990037803402585723e+02, 2.986753952930187666e+02, 2.997602940433455956e+02, 2.987418146498239935e+02, 2.994141374137050207e+02
2.069000000000000000e+03, 2.983995213257838941e+02, 3.006373723146672887e+02, 3.008081281510321787e+02, 2.985568946516281699e+02, 3.006067912018091306e+02, 2.998272823074167945e+02, 2.981026617787945838e+02, 3.001373201605539975e+02, 2.982202412263055749e+02, 3.016720865041569937e+02, 2.990205849178462358e+02, 2.984760604066755718e+02, 2.986316230036487127e+02, 2.997902857389158839e+02, 2.986703714224875057e+02, 2.991870275227209390e+02
2.070000000000000000e+03, 2.981761858537407193e+02, 2.999240100324286118e+02, 3.015386474826187850e+02, 2.988683679070666130e+02, 3.007176369435244396e+02, 2.995892768257237435e+02, 2.979834663125939755e+02, 3.006826542588522102e+02, 2.982482678419830222e+02, 3.014467779962392342e+02, 2.984491401016604186e+02, 2.982888439098171602e+02, 2.985451074431945244e+02, 2.998886648198483726e+02, 2.985904730760537404e+02, 2.994849376905831377e+02
2.071000000000000000e+03, 2.988386327620518159e+02, 3.001100077382429845e+02, 3.007810410081090140e+02, 2.988087047317407610e+02, 3.005762919644798785e+02, 2.991880351401399594e+02, 2.988479910360712211e+02, 2.996281917911177288e+02, 2.979525838559745239e+02, 3.015080382092575633e+02, 2.984116366475586801e+02, 2.983597999126171203e+02, 2.986506168737653866e+02, 3.001529384653234729e+02, 2.987255962304860759e+02, 2.992325554687107001e+02
2.072000000000000000e+03, 2.984356827987400607e+02, 3.003978828445114004e+02, 3.006724257621140737e+02, 2.984627751816369710e+02, 3.006460196696021399e+02, 2.991782408229234420e+02, 2.986911199035085360e+02, 2.998347600803804767e+02, 2.981934265251920806e+02, 3.011039780499407357e+02, 2.988553377800279804e+02, 2.985015526014519764e+02, 2.985964666697558414e+02, 2.999372935922489205e+02, 2.987407195451721122e+02, 2.994133272983641518e+02
2.073000000000000000e+03, 2.985292939472040530e+02, 3.000003473190352565e+02, 3.005374839401723079e+02, 2.985659165996247566e+02, 3.005547026764261318e+02, 3.001658592443436078e+02, 2.978212483335291836e+02, 2.997237003073848882e+02, 2.978669561189396973e+02, 3.014051299689450047e+02, 2.991807695791960668e+02, 2.986544233259116936e+02, 2.985544967477160867e+02, 3.000373277457321137e+02, 2.989773303147106844e+02, 2.991434131085578656e+02
2.074000000000000000e+03, 2.983723033517196654e+02, 3.001440376172473634e+02, 3.010518788556571508e+02, 2.986471580584171761e+02, 3.004854948650093434e+02, 2.995238654039353605e+02, 2.981079928991767929e+02, 3.001775391029532329e+02, 2.980142668822346081e+02, 3.016611364049549024e+02, 2.996489855218870844e+02, 2.982938944376507493e+02, 2.984303802333382123e+02, 3.004261338515401007e+02, 2.987315234412464520e+02, 2.992908307248401911e+02
2.075000000000000000e+03, 2.985543449096942936e+02, 3.002805560565631708e+02, 3.008125469822654736e+02, 2.986264799115448341e+02, 3.006750029451922046e+02, 2.992705954628263498e+02, 2.984329578507015412e+02, 3.001550182836650151e+02, 2.980155668976165657e+02, 3.014341787610157439e+02, 2.989421074687359692e+02, 2.982781122307558235e+02, 2.985873515031762508e+02, 2.998394648360786618e+02, 2.986367833119629722e+02, 2.993544141833157255e+02
2.076000000000000000e+03, 2.988050356681853827e+02, 2.998959201313827521e+02, 3.006372919672373314e+02, 2.985189462576584560e+02, 3.005626272804955761e+02, 2.993050874071947760e+02, 2.989078431096638155e+02, 2.998815573488603832e+02, 2.980284405922174074e+02, 3.013707141015516413e+02, 2.988054448356730290e+02, 2.982382195809030918e+02, 2.984934894434143757e+02, 2.998136137506381829e+02, 2.986683954437319812e+02, 2.993227955440303845e+02
2.077000000000000000e+03, 2.987517943152240605e+02, 3.003543566557220856e+02, 3.006904627315918219e+02, 2.986747262246850028e+02, 3.004927363921636356e+02, 2.994237741785288449e+02, 2.990028682884654359e+02, 3.003773068622101619e+02, 2.983232309520739705e+02, 3.011123822324688604e+02, 2.989281177449385609e+02, 2.982311125016389042e+02, 2.984351189981612151e+02, 3.002234335109768608e+02, 2.985857767407697452e+02, 2.992864518652950210e+02
2.078000000000000000e+03, 2.983672927033166502e+02, 2.999938158592314608e+02, 3.008536432517420280e+02, 2.983941431792781032e+02, 3.005938598094431313e+02, 2.999202777080059263e+02, 2.980753183591094171e+02, 2.998140997133475594e+02, 2.986837708238250571e+02, 3.016255661784036874e+02, 2.990105460446806092e+02, 2.983464467624299914e+02, 2.984967679662175897e+02, 3.003396362085148326e+02, 2.984564832883558552e+02, 2.993712128034601960e+02
2.079000000000000000e+03, 2.987788664074707299e+02, 2.999658334013308831e+02, 3.009969761484270521e+02, 2.985801452769597404e+02, 3.008485578898448125e+02, 2.993880294145787957e+02, 2.978450171366231984e+02, 2.997820427245114274e+02, 2.978964039472566014e+02, 3.013351449306665586e+02, 2.994696169980242644e+02, 2.987206668335962263e+02, 2.983694905573418623e+02, 3.002580916814621332e+02, 2.987358113390869221e+02, 2.994700676892168190e+02
2.080000000000000000e+03, 2.983313018613095551e+02, 3.005105587480959457e+02, 3.005602454981723781e+02, 2.987167661786630788e+02, 3.005472697970243416e+02, 2.995689888539720869e+02, 2.985188594881419135e+02, 2.998589171975413592e+02, 2.982992373739827485e+02, 3.014684981140979403e+02, 2.995556288779244483e+02, 2.981124139573239518e+02, 2.985060940836852410e+02, 3.003883369439781177e+02, 2.984923042765997820e+02, 2.992351912893354893e+02
2.081000000000000000e+03, 2.986783727466149116e+02, 2.999496627263287110e+02, 3.008663958693174436e+02, 2.986198750256610879e+02, 3.001984243826751708e+02, 3.000525187932955191e+02, 2.986608954339828301e+02, 3.002073463731588845e+02, 2.981091595330161113e+02, 3.014457437409809586e+02, 2.986670355285152141e+02, 2.981568144403713063e+02, 2.985544333278182307e+02, 2.999109988538758103e+02, 2.986786136600560440e+02, 2.994081174651392416e+02
2.082000000000000000e+03, 2.984231201190847287e+02, 2.999142438517451410e+02, 3.010881139968689695e+02, 2.987163319451607890e+02, 3.007583068683467218e+02, 2.996836724161598227e+02, 2.989068551688504840e+02, 3.003328727324438887e+02, 2.983419601889614796e+02, 3.013312392535335107e+02, 2.984129794456846412e+02, 2.985374408077782959e+02, 2.983609519515914599e+02, 2.999736804771968650e+02, 2.985947711705088636e+02, 2.992767847130853056e+02
2.083000000000000000e+03, 2.983561292404019696e+02, 3.001610429821748198e+02, 3.009456707551694308e+02, 2.988393399883525490e+02, 3.003347778892008932e+02, 2.994539276460042743e+02, 2.984916225243373447e+02, 3.000803929425937895e+02, 2.984048172288016190e+02, 3.014078446354088783e+02, 2.990969782386048337e+02, 2.983005131191075634e+02, 2.983734367431705437e+02, 2.998255622053303000e+02, 2.986319948086116938e+02, 2.992617100196539468e+02
2.084000000000000000e+03, 2.983647595445727347e+02, 3.005948582834385547e+02, 3.008528745173221637e+02, 2.987325173667506988e+02, 3.005696850750393878e+02, 2.994455538404143908e+02, 2.984747455933709830e+02, 3.003538313838560043e+02, 2.975716989620127038e+02, 3.012799378804378421e+02, 2.996814894186858851e+02, 2.982702865298060715e+02, 2.985790187070812181e+02, 2.999669608234254383e+02, 2.986774410896800873e+02, 2.993858559977113032e+02
2.085000000000000000e+03, 2.983545252654482169e+02, 3.002831374784234981e+02, 3.006109123798797214e+02, 2.987299452722333513e+02, 3.007729640441747847e+02, 3.000326478252447373e+02, 2.985992685299034406e+02, 2.997946010783082329e+02, 2.977440286010441355e+02, 3.017046640612700230e+02, 2.991816066210155896e+02, 2.979712752644865077e+02, 2.986560888379931953e+02, 3.000730922250514823e+02, 2.986655884407039139e+02, 2.994961458287394294e+02
2.086000000000000000e+03, 2.985045473682326360e+02, 3.006946963440365153e+02, 3.011741768824769565e+02, 2.982910236819805050e+02, 3.007421085230604945e+02, 2.996566877998694167e+02, 2.981220163449962683e+02, 2.994285823929330377e+02, 2.983308241790113584e+02, 3.017793090621092347e+02, 2.986755110471759735e+02, 2.977717485009079041e+02, 2.986132952625915209e+02, 3.000659712838553332e+02, 2.987317370538095815e+02, 2.995828088775333526e+02
2.087000000000000000e+03, 2.983487878244535523e+02, 3.002936249600576843e+02, 3.008916634510990775e+02, 2.986584821658856868e+02, 3.003264051610950105e+02, 2.995137615246265455e+02, 2.983164717744439258e+02, 2.994230391716159829e+02, 2.981152265861554724e+02, 3.015285988938375112e+02, 2.990882136369031059e+02, 2.982434385066774780e+02, 2.985543624067310020e+02, 3.003870912420479158e+02, 2.987239891266496556e+02, 2.990922125682322417e+02
2.088000000000000000e+03, 2.985512740585279516e+02, 2.999158739336361919e+02, 3.004998347995051518e+02, 2.987188596205805879e+02, 3.002535010837890468e+02, 2.995034990148753877e+02, 2.992199073572357975e+02, 2.995333120301523309e+02, 2.982406744076383234e+02, 3.009500850439942496e+02, 2.997295772537719927e+02, 2.984683235934668915e+02, 2.986356575153456561e+02, 3.002496855948865573e+02, 2.986594523217412984e+02, 2.989143956024673798e+02
2.089000000000000000e+03, 2.986690217625620676e+02, 3.004311289421366382e+02, 3.010283525318378111e+02, 2.983778880839798830e+02, 3.005238446877010574e+02, 2.993341853415755054e+02, 2.984148044515187053e+02, 3.002662803623504146e+02, 2.980648901592679181e+02, 3.013729718621024745e+02, 2.987768317013803312e+02, 2.981706016800615657e+02, 2.985269360222601449e+02, 3.001398960675254557e+02, 2.987758472058079633e+02, 2.991423815808079212e+02
2.090000000000000000e+03, 2.984987311455615213e+02, 3.001474100379023184e+02, 3.008623650149344826e+02, 2.984184739096153862e+02, 3.007126271338841548e+02, 2.996406628246667765e+02, 2.983738395294695351e+02, 2.997856418001101133e+02, 2.981431640661357392e+02, 3.013774531470505735e+02, 2.990854623365895009e+02, 2.982161857752732885e+02, 2.984628233414848069e+02, 2.997191142638940846e+02, 2.985226612624395557e+02, 2.993103352076302031e+02
2.091000000000000000e+03, 2.985073633128163237e+02, 3.006413151574150220e+02, 3.005156673817671731e+02, 2.981949931782098133e+02, 3.003866966798227622e+02, 2.999782354824319555e+02, 2.984072488266043024e+02, 3.000927518876821978e+02, 2.977686158008212374e+02, 3.012847178731422559e+02, 2.993145445359552923e+02, 2.985504351601057351e+02, 2.984042129143234661e+02, 3.000933636854732640e+02, 2.985512415431326758e+02, 2.995902568159489761e+02
2.092000000000000000e+03, 2.983011230435337211e+02, 3.004044366431096478e+02, 3.009768251508916705e+02, 2.982252736025470767e+02, 3.004940346203921990e+02, 2.994758422489954910e+02, 2.987143675559324834e+02, 3.000305441043493033e+02, 2.979054042200951926e+02, 3.013183076487051721e+02, 2.995970115526486097e+02, 2.981808945841040668e+02, 2.985665188275532955e+02, 3.002924925823126614e+02, 2.987702822119535426e+02, 2.992329465312377010e+02
2.093000000000000000e+03, 2.985419480121927336e+02, 2.999839913093083510e+02, 3.008524938447434351e+02, 2.985395505040253283e+02, 3.001567435177320249e+02, 2.993825703288331965e+02, 2.977557641846692604e+02, 2.999197210583684523e+02, 2.980303348327009303e+02, 3.013747970292324680e+02, 2.987554912165863357e+02, 2.980588044158384946e+02, 2.984157588706392517e+02, 3.003055571131556576e+02, 2.986864047681390275e+02, 2.991423125271502954e+02
2.094000000000000000e+03, 2.985389246055091235e+02, 3.003470692564650903e+02, 3.005542910981528166e+02, 2.988608524175492676e+02, 3.004932923758994434e+02, 2.999450252811712971e+02, 2.977416287516714988e+02, 3.002683343489857748e+02, 2.975039713949367979e+02, 3.010515697344801538e+02, 2.985408333132998564e+02, 2.984897325901165459e+02, 2.984670288056474305e+02, 3.001057455424551108e+02, 2.986554640856040237e+02, 2.994464961764552982e+02
2.095000000000000000e+03, 2.985637005266833626e+02, 2.999016652763318689e+02, 3.007164100935066813e+02, 2.984291444082574571e+02, 3.004252402636385568e+02, 2.997988400129873412e+02, 2.984284738947378628e+02, 3.002307062673163500e+02, 2.978256943472998728e+02, 3.016064097139563955e+02, 2.989142534674766125e+02, 2.979174995992784716e+02, 2.985328588581231202e+02, 3.000715484766692498e+02, 2.987074994670671231e+02, 2.991730204490795018e+02
2.096000000000000000e+03, 2.983344625927193761e+02, 3.001353604880284820e+02, 3.009793960187066091e+02, 2.981558115065815855e+02, 3.008355968573445693e+02, 2.993960906957483985e+02, 2.991297690309463064e+02, 2.995484749115061618e+02, 2.977966968122045159e+02, 3.013849189376511504e+02, 2.994125959201321621e+02, 2.979127844346165261e+02, 2.981938728502896652e+02, 3.001209522645719971e+02, 2.986328408023281327e+02, 2.989272425827204529e+02
2.097000000000000000e+03, 2.988351536176387526e+02, 3.003155193546966757e+02, 3.004579317230311517e+02, 2.982494129188087868e+02, 3.006149732246311714e+02, 2.998681904208818310e+02, 2.989281123011600698e+02, 2.994614499938635959e+02, 2.981189981359942180e+02, 3.010642009072563496e+02, 2.994723487773709394e+02, 2.984433580143884228e+02, 2.984366600459539995e+02, 3.000228598415475290e+02, 2.983422353342988913e+02, 2.996565358806530526e+02
2.098000000000000000e+03, 2.986119345487209671e+02, 3.001433907031149033e+02, 3.005058424778407584e+02, 2.986347139986817751e+02, 3.001829493868733039e+02, 2.995073934690666420e+02, 2.978902497368889044e+02, 3.002060946433709319e+02, 2.978637430269741344e+02, 3.010846050593948462e+02, 2.985621718786001111e+02, 2.984705659625870453e+02, 2.983323610064757645e+02, 3.002491095000989958e+02, 2.986615326530410925e+02, 2.997530548125944279e+02
2.099000000000000000e+03, 2.980398837729320007e+02, 3.005210645140817860e+02, 3.010643066966221681e+02, 2.988043281406629603e+02, 3.002985510478762308e+02, 2.996342775193920716e+02, 2.978073372882531089e+02, 2.999500302542126633e+02, 2.981251334369692927e+02, 3.013190092503839992e+02, 2.984138617181354789e+02, 2.981358193105652390e+02, 2.983697649520742061e+02, 3.001311585633755499e+02, 2.984943445081341906e+02, 2.990810179008948353e+02
2.100000000000000000e+03, 2.986327632379263832e+02, 3.004379019932895858e+02, 3.006839248763530463e+02, 2.983343939549252468e+02, 3.007644311364473424e+02, 2.992943653655885328e+02, 2.984493924345158007e+02, 2.997891573946269546e+02, 2.982301328298049157e+02, 3.011303822205121605e+02, 2.989106069436145958e+02, 2.981942116475153171e+02, 2.982358031815635400e+02, 2.999920193280967737e+02, 2.985144425846719400e+02, 2.992046737977788666e+02
