year, CanESM5, CMCC-ESM2, CNRM-ESM2-1, GFDL-ESM4, CESM2-WACCM, UKESM1-0-LL, MPI-ESM1-2-LR, MIROC-ES2L
2.027000000000000000e+03, 9.836676866444252371e-10, 9.014908397624609994e-10, -1.441474812050417380e-10, 3.065841781019800683e-09, 1.597144012158267458e-09, 1.185896104612870507e-09, 1.237401828870321631e-10, 7.022223615128561081e-10
2.028000000000000000e+03, 1.448830463107894611e-09, 5.434384680669550353e-09, 7.770176496950027363e-10, 9.628925122394256433e-10, 8.115265937225695934e-10, -1.215569782721284860e-09, 1.350487722104576539e-09, 1.156482987644490506e-09
2.029000000000000000e+03, 1.715315767378818084e-09, -4.313041133533544036e-09, 9.717321807076926212e-10, -9.426726489267265685e-10, 1.809835076089462740e-09, -6.923608757523096989e-11, 2.107904688964007295e-09, -3.395049739648270454e-11
2.030000000000000000e+03, 1.590006639369049476e-09, -8.115864006215159843e-09, 1.502815116309906303e-09, -1.167723125644817417e-09, 9.397331702513517309e-10, 1.440057416845728479e-09, 6.396645924164925784e-10, 6.001217269058669623e-10
2.031000000000000000e+03, 1.336902714498025861e-09, 1.632625539399406038e-09, -9.558878982527886270e-10, 9.641210894404326561e-10, 3.050263413174548236e-09, 1.383359255870099456e-09, 1.902584871051136291e-09, 1.140824018825959515e-09
2.032000000000000000e+03, 1.167962824342081673e-09, -1.497030756935434201e-09, 1.561864669982160135e-09, 2.594502447295701774e-09, 1.724437174962821976e-09, 1.032625351386292897e-10, -3.869741694268133363e-10, 1.199138904749372380e-09
2.033000000000000000e+03, 2.494361213816580297e-10, 3.998497189629851037e-09, 1.108868868066907704e-09, -1.280659253120714192e-09, 9.983366633391824437e-10, 2.051124642032628682e-09, 1.860628832619857370e-09, 7.011782471435663768e-10
2.034000000000000000e+03, 1.965386044997722393e-09, -3.028768901920481086e-09, 2.096682279299021004e-10, 1.364230396822329921e-09, 1.381265863094315883e-09, -7.953225479606503951e-10, 1.959516499982695374e-09, -3.195131230037972147e-10
2.035000000000000000e+03, -2.342121840830091049e-10, -4.963899341547655907e-09, 3.072875259896823301e-10, 3.052967455781292344e-09, 1.668917227401152710e-09, 1.279036581411752901e-09, 1.665573627670243434e-09, 6.528014585595412189e-10
2.036000000000000000e+03, 1.729117007241707145e-09, 7.983633154492667133e-10, -3.780508764894248977e-10, -1.331129753761815652e-09, 7.626495617677746688e-10, -5.841066307151311851e-10, 7.088555058186767872e-10, 1.604676936441489169e-09
2.037000000000000000e+03, 1.928415905023781549e-09, 1.348896795344514373e-09, 3.994336106962373534e-11, -1.344633318275169027e-09, 3.105767701639705456e-09, 1.482002927520043737e-10, 1.263731131130165297e-09, 6.868022283723336032e-10
2.038000000000000000e+03, 2.404871413156710708e-09, -2.605959461352966428e-09, 1.716077027765676119e-09, 2.430976653205467958e-09, 1.502009831041039613e-09, 1.790823257642619803e-10, 1.570822547293678392e-09, 5.674932867337583883e-10
2.039000000000000000e+03, 8.680777217802134899e-10, -6.838548167424628213e-09, 7.858056249269885411e-10, 3.236173874900022813e-09, 1.215607298894655371e-09, 1.439643941115997732e-09, 8.865073481626519015e-10, 4.446851079984837631e-10
2.040000000000000000e+03, 1.412758983409999338e-09, -9.338147327416397676e-10, -5.775029582963619444e-10, 1.981289185458793947e-09, 1.262906585363407867e-09, -4.141110658064338560e-10, 7.146086266391949228e-10, 1.031271112237257493e-09
2.041000000000000000e+03, 1.902793932353305406e-09, 4.434896868534292589e-09, 1.197255169642670849e-09, -9.675457180957301349e-10, 1.839086442421342287e-09, 7.702900265065234137e-10, 9.930182905569683987e-10, 8.391655208998764576e-10
2.042000000000000000e+03, 7.406204201644717147e-10, -1.986874536255149203e-09, -1.874558091210850978e-10, -1.184454167112436915e-09, 3.125554751862459282e-09, 8.704306543948596694e-10, 1.376187356549005594e-09, 1.224995762862793044e-09
2.043000000000000000e+03, 8.673280278091254539e-10, -6.913367116640318751e-09, 2.574026320378385290e-10, 1.494620155035336455e-09, 2.051249505090300921e-09, 1.204322308346067809e-10, 1.291630934761160639e-09, 2.969131700453805565e-11
2.044000000000000000e+03, 2.614482643162948024e-09, -1.520359988924903915e-09, -2.918708169851058853e-10, 2.693454658929584153e-09, 1.879817682242717251e-09, 1.477833486055574245e-09, 5.339288082508712863e-10, 9.202125416896992213e-10
2.045000000000000000e+03, 1.610823704604608586e-09, 7.389047319945693205e-10, 1.787772180278253334e-09, -1.529948974764172678e-10, 3.078603194227304496e-09, 3.594165416759627665e-10, 8.626708015087316596e-10, 1.178051193939111426e-09
2.046000000000000000e+03, 1.515512618935261552e-09, 2.507739591436198439e-09, -1.135109814903898699e-09, 6.617870868665046056e-10, 2.067511489183310775e-09, -1.096100871538767612e-09, 1.458879276687621959e-09, 1.661727835749479590e-09
2.047000000000000000e+03, -3.974800052705165753e-10, -5.715929885606457324e-09, 1.730465870502665383e-09, 1.254628557203269298e-09, 2.045095493176264229e-09, 1.163832400296637144e-09, 8.489927204091281840e-10, -8.085785447141852342e-11
2.048000000000000000e+03, 2.528503865495110876e-09, -5.861674487940382757e-09, -1.043065920847332614e-09, 2.026472168768057872e-09, 2.213597758780663230e-09, 7.317654988156898032e-10, 1.646306652428449707e-09, 3.997717995557844801e-10
2.049000000000000000e+03, 1.904077776515080987e-09, 3.727497191666459460e-09, 5.249665113231094714e-10, -9.910019505032473701e-10, 1.858633231756555396e-09, 2.612544739311940184e-10, 1.699308502031515813e-09, 6.723167555773752007e-10
2.050000000000000000e+03, 1.367372396093397549e-09, 9.454225504880031533e-11, 3.488209938395534139e-10, 2.649151864258744461e-09, 2.399381310121345622e-09, 2.210167173717635502e-09, 9.230677737893991625e-10, 7.704549784398655212e-10
2.051000000000000000e+03, 3.054388247698021802e-09, -7.250847792156504026e-09, 9.497759487810314459e-10, 7.545106893051386991e-10, 1.319242325102662630e-09, -4.245450939944786424e-10, 1.897437087617992007e-10, -1.434485144780888241e-10
2.052000000000000000e+03, 1.733964750062135472e-09, -4.164186033451354719e-10, 3.882487061530220992e-10, 1.632890019642972324e-09, 1.635113134619281395e-09, 6.946323125792779433e-10, 1.290437257284720897e-10, 3.823042521845447309e-10
2.053000000000000000e+03, 1.138093947132666671e-09, 4.691703141382252479e-09, 7.899639898747177265e-10, 3.325001054578727916e-09, 2.517831567223054123e-09, -1.058695687695810137e-09, 1.089169232527740657e-09, 6.069389311604121474e-10
2.054000000000000000e+03, 1.859718400116168389e-09, -5.146615779938080544e-09, -3.044484449492820089e-10, 5.598119568386349138e-10, 1.616406685239313508e-09, 7.656378904285615148e-10, 1.101234151921563321e-09, 1.409178789075832538e-09
2.055000000000000000e+03, 9.499453367153707730e-10, -6.187968706887707641e-09, 1.172737392863324134e-09, -1.309566800637802544e-10, 1.206204037405502966e-09, 2.104390111164755381e-09, 1.299878983150529399e-09, 2.593985050531038194e-10
2.056000000000000000e+03, 1.164697935862238929e-09, -2.062373261892447564e-10, 1.993567690665680237e-09, -1.845155797873361421e-09, 3.327216014335743099e-09, -1.241733440147752482e-09, 7.729826379831229696e-10, -5.115262743428805272e-10
2.057000000000000000e+03, 3.788538339785871557e-10, -5.826828141380474296e-10, 2.303527363382780842e-10, 2.432585935736779242e-09, 9.846593903577320004e-10, -7.133369416777410263e-10, 7.763024640490333776e-10, 3.949001606190848114e-10
2.058000000000000000e+03, 3.815433298456341435e-10, 5.301236255910417060e-09, -1.044487699403204563e-09, 3.129393452192690729e-09, 1.127957842076949597e-09, 1.303392502627678135e-09, 1.323648015423151658e-10, 9.257436758845887909e-10
2.059000000000000000e+03, 1.766609380063261007e-09, -2.936023784865139541e-09, 1.168906505787476245e-09, 3.442146766150475171e-09, 3.213534722364985577e-09, -6.364458808568169008e-10, 8.530529017346854878e-10, -3.582858038630721991e-12
2.060000000000000000e+03, 8.838011309833397563e-10, -7.911475674010741130e-09, 1.596737547192385947e-10, -4.017117636456775064e-10, 8.161499035484299706e-10, -1.586417153532056159e-09, 1.163744605274091357e-09, 3.997577182908085393e-10
2.061000000000000000e+03, 3.527997279952242312e-10, 3.800207633499699496e-11, 3.511767625579402000e-10, -1.663929495056314132e-10, 9.580981550095979642e-10, 4.503655946078817399e-10, 7.634243543767897177e-10, 9.412688978870368237e-11
2.062000000000000000e+03, 1.518845741805324612e-09, -7.762308571356251420e-10, 4.969739458249437998e-10, 1.256398434664719794e-09, 2.657041958075553347e-09, 2.121000267321009509e-09, 7.961653489078541985e-11, 1.046362113285235260e-09
2.063000000000000000e+03, 4.124396560039558181e-10, 1.971544013991580595e-09, -3.289709832900097372e-10, 2.141619293996143283e-09, 1.471993985114882224e-09, 3.978052788054790852e-10, 6.022020942285466225e-10, 1.359417304969735514e-10
2.064000000000000000e+03, -3.871515055264834365e-10, -2.766580054386945130e-09, 1.454974554365574097e-09, 2.210848263207163050e-09, 8.227845052162536894e-10, -1.377363056057173787e-09, 1.059735940304335475e-09, -9.227845363164205204e-11
2.065000000000000000e+03, 1.420928449781324771e-09, -4.800854116063890597e-09, 3.086300350074107618e-10, -2.839371255380175203e-10, 1.436198665256447922e-09, 1.450932992103997741e-09, 8.073593745790894544e-10, 4.724603468451538923e-12
2.066000000000000000e+03, 6.969311865034635223e-10, 8.882761972862079588e-10, 6.629769141266242751e-10, -7.814044038981174244e-11, 2.888120563555349000e-09, 1.006912083320080831e-09, 7.736521214866640507e-10, 1.017143566317763985e-09
2.067000000000000000e+03, 5.337133593362543392e-10, -2.681270106155824990e-09, 9.750214738062136269e-10, -7.264836457933260348e-10, 7.586968165827151358e-10, -3.832699610483456906e-10, 1.268364043342246175e-09, 1.696699408117366706e-09
2.068000000000000000e+03, 9.944283983375706150e-10, 4.211343257974352555e-10, 4.587010687743772402e-11, 3.603135716062481617e-10, 1.241576308743859776e-10, -1.307865838049466168e-09, 5.467830987413363152e-11, -6.327122642614465563e-10
2.069000000000000000e+03, 1.129515428845791418e-09, -2.102014093773087257e-09, 4.798088182217338780e-10, -6.690232260773221245e-10, 1.249955936857099761e-09, 8.821009725504528721e-10, -4.802644255425644297e-10, 6.092593412544553603e-10
2.070000000000000000e+03, -2.537078090184312551e-10, -4.821068867703308122e-09, 1.162631452858450606e-09, 1.343130311426174798e-09, 2.698767848496838204e-09, -2.168861043697383161e-09, 4.537480709391518072e-10, 4.990609966426513648e-10
2.071000000000000000e+03, 5.167378211868946025e-10, -2.046127420117253193e-09, -1.292554001599930964e-09, 2.299332258940664011e-09, 5.138688279018813613e-10, -1.440707905031392699e-09, 6.644149809222831592e-10, 1.545229424495950123e-09
2.072000000000000000e+03, 1.224556308586702843e-09, 4.836101010383698511e-09, 1.149842336454337364e-10, 8.716933580982789861e-10, 6.404533496542971602e-10, 6.174656919249561675e-10, 1.405900587308593630e-11, 7.967304966811632529e-10
2.073000000000000000e+03, 7.809906152964962300e-10, -1.129550435375483405e-09, 1.882707862245045871e-10, 2.779887827636831486e-09, 2.374317734487861947e-09, 2.462203675535386830e-09, -2.732586840187043483e-10, 8.912980500356801380e-10
2.074000000000000000e+03, 3.242416532362090761e-10, -6.903236842957634968e-09, 1.646363674069352661e-10, 1.168167541574298115e-09, 7.777378977891348168e-10, -1.527126547947109375e-09, 5.551610566104438480e-10, -2.666157067152519560e-10
2.075000000000000000e+03, -5.692934695949137882e-10, -2.097579955281513566e-09, -4.777730125483637244e-10, 7.920073027719619579e-10, 9.214686452452630694e-10, -2.596921142177222374e-10, 8.278517763219017626e-10, -7.478593612900808436e-11
2.076000000000000000e+03, 1.974077196416123889e-10, 5.164189237558204248e-09, 4.904325043321376546e-11, 1.825518325401395599e-09, -1.397470892019929580e-10, 1.103420110504777353e-10, 6.274372101243823591e-10, -2.535205722775680167e-10
2.077000000000000000e+03, 7.389374717154677806e-10, -1.437354045203206153e-09, -9.163996611332870645e-10, -4.532427883952509571e-09, 1.047128314384686732e-09, 8.334233842213043579e-10, 8.824771400498180019e-10, 2.336041270799920981e-10
2.078000000000000000e+03, 2.026751379234640697e-10, -1.483641407175881655e-09, 7.885723996286243778e-10, -2.134070227250555294e-09, 1.975791916294692971e-09, 1.303837760597913565e-10, 8.791734726965207276e-10, 1.614700628264419753e-10
2.079000000000000000e+03, -1.495106959093010027e-09, -2.790896545419763311e-09, -7.522612435363902528e-10, 2.343663763173897749e-09, -2.539513769590391011e-10, -2.936325458545009540e-10, 6.002949438716224606e-10, 3.158653259538793239e-10
2.080000000000000000e+03, 3.250228056226021642e-10, -3.266147584316801994e-09, 5.099277412573704477e-10, -9.714346989577206579e-10, -1.678089375124631148e-10, -3.407402298948069322e-11, 1.047129409957371392e-09, -8.142204366597221628e-10
2.081000000000000000e+03, 9.761919775111924634e-10, 1.000320466326868652e-09, -4.171548214776311588e-10, 1.152132296284383622e-09, 9.837994143589801418e-10, 2.708752349700447737e-11, 1.155778204019304675e-09, 2.648104942352287907e-10
2.082000000000000000e+03, -8.938355317092859699e-11, 4.544120854812878928e-09, 3.284953936470552353e-10, -2.940056160467257510e-09, 4.584519079275464169e-10, -4.661860441601826327e-10, -1.165995960974474286e-09, -6.928426953276797287e-12
2.083000000000000000e+03, 1.240764352029786768e-09, -3.050749489542668837e-09, 3.090139596931193654e-10, 3.588422588219882656e-12, -2.038103716569591682e-09, -1.429618527899537312e-09, -9.466591838238240082e-11, 1.799377928471885537e-10
2.084000000000000000e+03, -2.814260290995714328e-10, -6.607687424544132870e-09, -1.261054366982595445e-10, 5.306467242676001957e-09, -1.252572293660322408e-09, -1.044758643220353669e-09, 1.352345477650050309e-09, -1.248047555485394560e-09
2.085000000000000000e+03, -9.629853084297121663e-10, 3.645759898520177711e-10, 7.250718875801971418e-11, 9.301164860431567942e-10, -4.348538131853010203e-10, 6.562088559367696550e-10, 7.164063969590981599e-10, -6.548538979512358228e-10
2.086000000000000000e+03, -1.377487883603402062e-09, 4.260829169588159887e-09, -6.722078594424888266e-11, -1.718534525535187154e-09, -3.590223773912911070e-10, -1.720598610081688268e-09, 6.930159401737627912e-10, 4.972934051880341963e-10
2.087000000000000000e+03, -5.690142952983830584e-10, -1.277735344902849105e-09, 3.228553045236020712e-11, -3.471977933525433038e-10, 9.572238852210164215e-10, -9.638851502541379800e-10, 1.116759802081185301e-09, 8.456911025260703573e-10
2.088000000000000000e+03, 6.154101895134071441e-10, -6.074368355880330479e-09, -6.075193971975645094e-10, -4.422232862768124208e-10, 7.480468725787443812e-10, 1.629985302006846484e-09, 3.634948784308897950e-10, -8.810338856532050334e-10
2.089000000000000000e+03, 5.121996002792881516e-10, -1.089327615186272829e-09, -8.987347183116309941e-10, 4.452994516898191836e-10, -7.186093246535272888e-10, -5.202929141304411959e-10, -3.420145848865035762e-10, 3.729371223354200708e-10
2.090000000000000000e+03, -9.538901903609385230e-10, 5.368110096295108511e-09, 3.686725657082483571e-10, -2.222604241279401312e-10, 1.106761412100950957e-09, -9.119533532273442893e-10, 7.906624514181556577e-10, 3.734808702941827755e-11
2.091000000000000000e+03, 3.318010402311735746e-10, -5.039306471906962574e-10, 1.167017047578880962e-11, 2.384552800432644478e-09, -2.743387525738612122e-10, 8.338160257358172687e-10, -5.379314183458894522e-10, -5.778135225637175357e-10
2.092000000000000000e+03, -7.253986368489367663e-10, -6.048226039536126262e-09, 1.092381553177882106e-09, -1.872979479388212502e-10, 8.361407817718975207e-10, -3.207349138198129919e-10, 6.493814864146502631e-10, -6.751581641787412431e-10
2.093000000000000000e+03, 1.211565450127491054e-09, 7.591183536804458908e-10, -1.614962621842313889e-09, 5.628960090635371445e-10, 2.153570983405355355e-10, -1.780090708326053476e-09, 9.066364323831570825e-10, 7.747233603456555802e-10
2.094000000000000000e+03, -1.079069288285782350e-09, -7.321719416807795890e-11, -1.014519841356224822e-10, 3.348394373384245365e-09, 7.123424756587975619e-10, 1.659619418686588980e-09, -1.737550367751275131e-10, 4.544936440771073557e-11
2.095000000000000000e+03, -3.298999293510765682e-10, -1.648522307002269090e-10, 4.206614360257909226e-10, 3.839381195840533872e-10, 2.044946236166772514e-09, -6.526428722009800587e-10, 5.456202421167110706e-11, 4.060757628270607533e-10
2.096000000000000000e+03, -9.454469698979162171e-10, 2.716129376635862587e-09, 3.253111226735195616e-10, 4.986949051032973778e-10, 6.468790929238575655e-10, -1.229175740191643826e-09, 1.511463117979470022e-09, 2.807139291744518150e-10
2.097000000000000000e+03, -1.540442419253335839e-09, -1.147804926611201655e-09, -1.305764055352157688e-09, -1.561659967624680595e-09, -2.153973940923375082e-10, 1.210110773868873020e-09, 1.105076491232046310e-10, -9.595298679198280479e-10
2.098000000000000000e+03, 1.157139354313136225e-09, -5.142922481210386656e-09, 2.214245371694507901e-10, 9.004664249026297696e-10, 8.508240359636266896e-10, 3.306952736503879312e-10, 3.425115411403168892e-10, -9.532986726965889523e-12
2.099000000000000000e+03, -4.901661011868246514e-10, -2.412598353689896390e-09, 3.993587160079084798e-10, -9.353466616800318360e-10, 1.747797853063621225e-10, -1.545128945995712224e-09, 8.251081565783651525e-10, 3.300596674762095754e-10
2.100000000000000000e+03, -9.002285244581533211e-10, 1.207047064117334117e-09, -5.127693365234021078e-10, 1.734909307760502207e-11, 5.410435623494705235e-10, -1.842611327632329747e-09, 6.170566823851501020e-10, 7.506092227353827803e-10
