year, GFDL-ESM4, MPI-ESM1-2-LR, EC-Earth3-Veg
2.015000000000000000e+03, 2.750055913073551996e-10, 3.702955997705176988e-09, 8.059879777398272271e-11
2.016000000000000000e+03, 2.722401706481995783e-10, 3.533963339573802277e-09, 8.510515966312716875e-11
2.017000000000000000e+03, 2.655888019407810322e-10, 3.417084058930742338e-09, 8.598823711694381125e-11
2.018000000000000000e+03, 2.502344358563080000e-10, 3.471044068559268274e-09, 8.686001604802779365e-11
2.019000000000000000e+03, 2.723849521501761488e-10, 3.424285437865947147e-09, 8.056273999994672045e-11
2.020000000000000000e+03, 2.653742210930704438e-10, 3.357214676360263023e-09, 8.846279641655579640e-11
2.021000000000000000e+03, 2.712981449063329026e-10, 3.408690641013426635e-09, 8.454997904931278803e-11
2.022000000000000000e+03, 2.623237337209930931e-10, 3.365012291014579012e-09, 9.206537582099982610e-11
2.023000000000000000e+03, 2.683208458983367055e-10, 3.697647697681251894e-09, 8.679092743430000431e-11
2.024000000000000000e+03, 2.680250211801502623e-10, 4.023488411929930531e-09, 9.125764762773738465e-11
2.025000000000000000e+03, 2.740269772220138183e-10, 4.016259862928052424e-09, 8.756174662529408395e-11
2.026000000000000000e+03, 2.696833029019178278e-10, 3.839209966578335231e-09, 8.629101202388116576e-11
2.027000000000000000e+03, 2.616113304722738276e-10, 3.750481476787189591e-09, 8.696898684465346599e-11
2.028000000000000000e+03, 2.793842618369908904e-10, 3.838285274198490660e-09, 9.021036906743727357e-11
2.029000000000000000e+03, 2.727074708851214942e-10, 3.750583683918869009e-09, 8.723087940009214263e-11
2.030000000000000000e+03, 2.482472096764662695e-10, 3.664904078542135124e-09, 8.289298720287406790e-11
2.031000000000000000e+03, 2.593273904362290798e-10, 3.559172622462152633e-09, 8.485043522913167483e-11
2.032000000000000000e+03, 2.629162006638025013e-10, 3.502028777030338569e-09, 8.396931741448828372e-11
2.033000000000000000e+03, 2.691682019158024701e-10, 3.961048501044405297e-09, 8.475534292251163947e-11
2.034000000000000000e+03, 2.504248125111118101e-10, 4.131811452845917039e-09, 8.278562923891422367e-11
2.035000000000000000e+03, 2.505418491478727737e-10, 3.860445650947748909e-09, 8.626625576843918869e-11
2.036000000000000000e+03, 2.619466279279466776e-10, 3.661842761637201087e-09, 7.926069322819144521e-11
2.037000000000000000e+03, 2.350550126646643375e-10, 4.014588410683488627e-09, 8.064713841244511639e-11
2.038000000000000000e+03, 2.222549996980371737e-10, 3.953556408817403946e-09, 7.623974868487550677e-11
2.039000000000000000e+03, 2.264674591385374056e-10, 3.944094103271329584e-09, 7.554762113038800510e-11
2.040000000000000000e+03, 2.373508202914155696e-10, 3.987698099527591782e-09, 7.322080736960452562e-11
2.041000000000000000e+03, 2.369549013805968619e-10, 3.874435948041089551e-09, 7.382471760900336288e-11
2.042000000000000000e+03, 2.270739518311701405e-10, 3.783933050570827747e-09, 7.033839540520983939e-11
2.043000000000000000e+03, 2.148894343324537790e-10, 3.859686776412003243e-09, 7.096358683766875407e-11
2.044000000000000000e+03, 2.209930664646754074e-10, 3.782317063951024430e-09, 6.936569980638607450e-11
2.045000000000000000e+03, 2.267940715169050135e-10, 3.802582592561378490e-09, 6.097149325097788076e-11
2.046000000000000000e+03, 2.174402358644958811e-10, 3.893196035789445021e-09, 6.692013950268202303e-11
2.047000000000000000e+03, 2.078790294075393368e-10, 3.768836428540903035e-09, 6.326041648257233964e-11
2.048000000000000000e+03, 2.031748705915399539e-10, 3.820517283352608763e-09, 6.755722212695934732e-11
2.049000000000000000e+03, 2.106730813037593286e-10, 3.869943476289907772e-09, 6.247802752928333335e-11
2.050000000000000000e+03, 1.960012486889059655e-10, 3.800293601602725535e-09, 6.221885829723769126e-11
2.051000000000000000e+03, 1.988764180304469182e-10, 3.673919850086535934e-09, 6.483630530508335014e-11
2.052000000000000000e+03, 2.014790269196809167e-10, 3.487124098798148667e-09, 6.162610893796751015e-11
2.053000000000000000e+03, 1.938320704805971935e-10, 3.855828249714040118e-09, 5.576234352220945257e-11
2.054000000000000000e+03, 1.962046392963209893e-10, 3.893660372451455385e-09, 5.921493192435446096e-11
2.055000000000000000e+03, 1.952971186752793788e-10, 3.756261986907981486e-09, 5.765776196152992192e-11
2.056000000000000000e+03, 1.868145193363441257e-10, 3.422937009885319978e-09, 5.580218364213159559e-11
2.057000000000000000e+03, 1.745239968148010938e-10, 3.476696179354051083e-09, 6.033072445909148696e-11
2.058000000000000000e+03, 1.874552330429603998e-10, 3.676616675972409376e-09, 5.758127165669855910e-11
2.059000000000000000e+03, 1.883413942381408613e-10, 3.628050715990172911e-09, 5.677546049872798684e-11
2.060000000000000000e+03, 1.971326092914189310e-10, 3.566891189060412575e-09, 5.693914007023692733e-11
2.061000000000000000e+03, 1.884926995831493302e-10, 3.562747884064362272e-09, 5.902866561393603586e-11
2.062000000000000000e+03, 1.807128693872015748e-10, 4.054260656190406931e-09, 5.152004838506561175e-11
2.063000000000000000e+03, 1.836965570293100263e-10, 4.077097442591359664e-09, 5.365839534850650419e-11
2.064000000000000000e+03, 1.816027341616206613e-10, 3.871722815590665453e-09, 5.224485286163110322e-11
2.065000000000000000e+03, 1.844754341637040386e-10, 3.777030361186879363e-09, 5.137872974324962437e-11
2.066000000000000000e+03, 1.784661231795890760e-10, 4.022507722213632695e-09, 5.432915130364688355e-11
2.067000000000000000e+03, 1.706061435945619365e-10, 3.719447841311763599e-09, 5.437112817204411990e-11
2.068000000000000000e+03, 1.647969825194428176e-10, 3.292426773637251972e-09, 5.096662551531818287e-11
2.069000000000000000e+03, 1.694303448177418306e-10, 3.471943840116730539e-09, 5.101714257092097643e-11
2.070000000000000000e+03, 1.536856735624687200e-10, 3.643661102690249172e-09, 5.011128319240536999e-11
2.071000000000000000e+03, 1.514760719557065566e-10, 3.741587974960269147e-09, 4.527890671375739318e-11
2.072000000000000000e+03, 1.635645656100908546e-10, 3.512519762466527632e-09, 4.381414680117831033e-11
2.073000000000000000e+03, 1.475134765983387758e-10, 3.457417921056435041e-09, 4.537046124519243318e-11
