year, CESM2-WACCM, TaiESM1, ACCESS-ESM1-5, EC-Earth3-Veg, NorESM2-LM, GFDL-ESM4, CNRM-ESM2-1, CanESM5, MIROC-ES2L, UKESM1-0-LL, NorESM2-MM, INM-CM5-0, CMCC-CM2-SR5, INM-CM4-8, MPI-ESM1-2-LR, IPSL-CM6A-LR
2.074000000000000000e+03, 9.962291191978053462e+00, 1.413213997197776628e+01, 8.386344423936597181e+00, 9.573749363920731170e+00, 8.903345828697780462e+00, 1.050201712342065008e+01, 9.920291907725813374e+00, 1.158506477348481312e+01, 7.055948463851901664e+00, 1.231952541335924600e+01, 1.083128825200658873e+01, 1.604031347045650335e+01, 1.207942963826040206e+01, 1.608905528092410364e+01, 1.272508202933178545e+01, 8.732100358543604557e+00
2.075000000000000000e+03, 9.903332201466563234e+00, 1.420016199678161328e+01, 8.914014653974453140e+00, 9.359856901390351425e+00, 9.075597525081349204e+00, 1.013993644628326685e+01, 9.680747694445882345e+00, 1.151277536126938372e+01, 6.840928742487947467e+00, 1.322725557097172278e+01, 1.060669897422818053e+01, 1.552486594246364326e+01, 1.282390377086091426e+01, 1.619488106583142439e+01, 1.280827328138275867e+01, 8.709474402447607844e+00
2.076000000000000000e+03, 9.688083835920354048e+00, 1.458079659456820565e+01, 9.152557034362455823e+00, 9.427968136117208076e+00, 8.920685806987608046e+00, 1.059008044933974801e+01, 9.931515802782946878e+00, 1.173858205008563971e+01, 6.813631378780168113e+00, 1.372286336193419842e+01, 1.058464612258411819e+01, 1.535996331334607135e+01, 1.207236065815922998e+01, 1.620065281128034584e+01, 1.319363867905388510e+01, 8.338831918992386960e+00
2.077000000000000000e+03, 9.869517445547366208e+00, 1.326051205236408492e+01, 9.452641954581496364e+00, 9.772984652642032088e+00, 8.675911700523787573e+00, 9.819369048364700703e+00, 9.544398083876194150e+00, 1.166382704412824367e+01, 6.955005128331582576e+00, 1.358250024284387791e+01, 1.054183652611727950e+01, 1.561305504619310547e+01, 1.188718226391896060e+01, 1.606624524460472969e+01, 1.289765254280238338e+01, 8.443504042467278481e+00
2.078000000000000000e+03, 1.018368789739013991e+01, 1.390710822782192047e+01, 8.735195154945621709e+00, 1.003956531711817846e+01, 8.902365154769153577e+00, 9.600968303677991145e+00, 1.007798331011828274e+01, 1.155014625516201932e+01, 7.009666339599192497e+00, 1.284547549827821022e+01, 1.028041518409253463e+01, 1.527253966368930094e+01, 1.148276854165568750e+01, 1.602335601974801094e+01, 1.310429264011437489e+01, 9.422321215222284607e+00
2.079000000000000000e+03, 9.754456742581650630e+00, 1.414668642756168104e+01, 9.005621552515425066e+00, 9.596408044756564948e+00, 8.881308034003838614e+00, 1.040393701299604601e+01, 9.583448057689693655e+00, 1.158981770974938996e+01, 7.112286965680421069e+00, 1.209123431536929871e+01, 1.041311370572908857e+01, 1.574403103019587924e+01, 1.079542659229200474e+01, 1.599712117093434927e+01, 1.269802543692883035e+01, 8.932228970159439285e+00
2.080000000000000000e+03, 9.616194861130834326e+00, 1.291862318863445402e+01, 8.773917217105328348e+00, 9.759157825982278212e+00, 8.888437118648910840e+00, 9.904140371240254481e+00, 9.913234839356572792e+00, 1.163828158916106759e+01, 6.896913361960687716e+00, 1.310715356448569757e+01, 1.055119076529610567e+01, 1.537364331133097295e+01, 1.176273262342166248e+01, 1.611583472572431575e+01, 1.337478274784066734e+01, 8.327479062932074072e+00
2.081000000000000000e+03, 1.013270784346223330e+01, 1.306128981983937365e+01, 8.892639883811382262e+00, 9.590912670008021834e+00, 8.613957861734585109e+00, 1.017710709616667408e+01, 9.738526770874662120e+00, 1.170996333165134295e+01, 6.967266686109446994e+00, 1.274058134017966815e+01, 1.035245456528593344e+01, 1.540970907574942927e+01, 1.237715815530809138e+01, 1.610196925254866684e+01, 1.330146219797609319e+01, 8.526114432908702412e+00
2.082000000000000000e+03, 1.021643807643075519e+01, 1.415691212183540060e+01, 8.790097010284958046e+00, 9.709489457071240892e+00, 8.841331534066695141e+00, 9.806880215025369552e+00, 9.983818998261858368e+00, 1.171808602018757206e+01, 6.724681922498211506e+00, 1.196032336375738936e+01, 1.037044481979931021e+01, 1.547754129096912834e+01, 1.235452906832111886e+01, 1.613105630318620598e+01, 1.228682051356180693e+01, 8.807843843390358529e+00
2.083000000000000000e+03, 9.426423323423431810e+00, 1.456549868196516329e+01, 8.793901138791921923e+00, 9.806481574992032435e+00, 8.717497531291311219e+00, 1.001185548321460672e+01, 1.001089166657478025e+01, 1.180506299502134659e+01, 6.959994854663976938e+00, 1.336521227001819767e+01, 1.052488653681341546e+01, 1.569889242643119331e+01, 1.257671934995965479e+01, 1.577160014929041942e+01, 1.297090167611674083e+01, 8.798860133031494613e+00
2.084000000000000000e+03, 9.332047496230988060e+00, 1.393482159334634929e+01, 8.804132902367676650e+00, 9.750593928452467196e+00, 8.771009142885100474e+00, 1.114864495293497804e+01, 9.837510556606819279e+00, 1.143758379601422348e+01, 6.803399323453269254e+00, 1.296037286850096670e+01, 1.052360198624410614e+01, 1.535667344275084112e+01, 1.215381381888465029e+01, 1.596780031468550476e+01, 1.339872989727471975e+01, 8.728927581408798986e+00
2.085000000000000000e+03, 9.395516091589069418e+00, 1.303688811381547019e+01, 8.452369693550521035e+00, 9.884013894478510309e+00, 9.071300634601936252e+00, 1.048482157822027538e+01, 9.902538599753068382e+00, 1.147732314610429682e+01, 6.816458713201175357e+00, 1.256466380765078839e+01, 1.022111070782306719e+01, 1.575401619846945067e+01, 1.214289713587863240e+01, 1.572542229921853441e+01, 1.353682551054387950e+01, 8.718747801200454006e+00
2.086000000000000000e+03, 9.385629146629216990e+00, 1.383238366174980882e+01, 8.202225600933681804e+00, 9.872447164166535671e+00, 9.367769613669361561e+00, 1.002977303545853260e+01, 9.869511290720208052e+00, 1.145017561830548480e+01, 6.907706164825552442e+00, 1.236414960087773451e+01, 1.036606993006697941e+01, 1.545913283256050086e+01, 1.078507927297363800e+01, 1.557511332717137265e+01, 1.295254868013084959e+01, 9.043451460113223206e+00
2.087000000000000000e+03, 9.706625147635374873e+00, 1.405803859984374071e+01, 8.569923217869598986e+00, 9.433494890646411335e+00, 9.302774446717634760e+00, 1.004817787878577207e+01, 9.720577589582452660e+00, 1.153788685472863662e+01, 7.079175061293275562e+00, 1.348545843168513514e+01, 1.055728308952130234e+01, 1.548104571415438357e+01, 1.146860329054541516e+01, 1.568237223666154634e+01, 1.268610148074915855e+01, 8.523509284747229131e+00
2.088000000000000000e+03, 9.715308712125541035e+00, 1.409484883297396784e+01, 9.240918861572582799e+00, 9.768740751446971515e+00, 9.055314441328834008e+00, 9.864219807444483124e+00, 9.716433653153503158e+00, 1.170006236760458584e+01, 6.888211519500714530e+00, 1.313624624615360048e+01, 1.053923709458977420e+01, 1.544764560391031516e+01, 1.232986619935160277e+01, 1.605155354324721273e+01, 1.278065842652615025e+01, 8.300549513382712519e+00
2.089000000000000000e+03, 9.389677849647538821e+00, 1.356502650035547042e+01, 8.916162988274873413e+00, 9.606580630099779583e+00, 8.713354194787282125e+00, 9.969722301098693507e+00, 9.536581348913587775e+00, 1.155698270980670195e+01, 6.898962995916754437e+00, 1.194798022506803470e+01, 1.030236408169916906e+01, 1.540196070456796029e+01, 1.229079225985931778e+01, 1.550483739417235363e+01, 1.262719075175697192e+01, 9.142338118298789951e+00
2.090000000000000000e+03, 9.805279869732572706e+00, 1.269088508088012190e+01, 8.803151381470534886e+00, 9.599750065744586891e+00, 8.737894743774374362e+00, 9.828264376970931693e+00, 9.735252754092792671e+00, 1.144490845349509200e+01, 6.772643519378626742e+00, 1.350450014416558098e+01, 1.032183189196251050e+01, 1.545569521598674356e+01, 1.281261612894720869e+01, 1.598793545581052022e+01, 1.276450911512172226e+01, 8.760657399159656578e+00
2.091000000000000000e+03, 9.312926905373796416e+00, 1.344089703260980961e+01, 9.072179852778221587e+00, 9.312889508800397564e+00, 8.620661648475403283e+00, 1.025114844438087047e+01, 9.954811780225346851e+00, 1.159041238884199210e+01, 6.817545599070951923e+00, 1.349643262451355064e+01, 1.021466464529951246e+01, 1.559936212932133337e+01, 1.152045807352494045e+01, 1.581026883776480929e+01, 1.219780950128881614e+01, 9.211537398082212391e+00
2.092000000000000000e+03, 9.505751146671981289e+00, 1.440955466202075996e+01, 8.858075111027812198e+00, 9.804212784744818165e+00, 8.832104936345251289e+00, 1.030256380006926697e+01, 1.054217855504792922e+01, 1.151226600716915982e+01, 6.834401955371249393e+00, 1.233502741732137409e+01, 1.040432790866823431e+01, 1.546278280310007247e+01, 1.121326642079291069e+01, 1.530735284027953469e+01, 1.313301973415963531e+01, 9.288906812331468643e+00
2.093000000000000000e+03, 9.451082930340858113e+00, 1.369388770580631487e+01, 8.987961664719087196e+00, 9.640130205095664095e+00, 8.722238881876597461e+00, 1.008398897295047902e+01, 9.321394331953285928e+00, 1.150361675479204671e+01, 6.963298942594909668e+00, 1.295143550980009550e+01, 1.051208539859547919e+01, 1.531255964595788122e+01, 1.167678473063272016e+01, 1.561208265568902043e+01, 1.281270575920254728e+01, 8.166489308330222130e+00
2.094000000000000000e+03, 9.560197558427233844e+00, 1.327703417757637716e+01, 9.074872662879087670e+00, 9.432525358163161400e+00, 8.602709720606206645e+00, 1.046085970547543731e+01, 9.596754538137295398e+00, 1.141156584053139156e+01, 6.671229276189792223e+00, 1.337523526652871730e+01, 1.031254795654138157e+01, 1.517237032005412800e+01, 1.229774446433971313e+01, 1.557688127689159074e+01, 1.196749297028517844e+01, 8.313092250626482382e+00
2.095000000000000000e+03, 9.995450945552166289e+00, 1.400841514469581206e+01, 8.399898842501302809e+00, 9.189999918712617344e+00, 8.746790075904295136e+00, 1.007224999811822386e+01, 1.008556804872122470e+01, 1.148842787139258093e+01, 6.844239250101657568e+00, 1.246942636369593593e+01, 1.064520105523397397e+01, 1.538752469494027331e+01, 1.189611050400715797e+01, 1.510349502207252215e+01, 1.285117847274074165e+01, 9.282369506071400878e+00
2.096000000000000000e+03, 9.714783916452768509e+00, 1.342533270794809752e+01, 8.393638031089819762e+00, 9.078642512625233252e+00, 9.116836610927732565e+00, 1.021295256938811136e+01, 1.015520020921193378e+01, 1.127100555373668200e+01, 6.971420059773516975e+00, 1.289397373753132570e+01, 1.056248284622493472e+01, 1.534465714350232979e+01, 1.244175751586230128e+01, 1.563623497904959336e+01, 1.335244021773174694e+01, 9.076591883703484243e+00
2.097000000000000000e+03, 9.385351247516162232e+00, 1.311084648363364202e+01, 8.848824611685081720e+00, 9.846541554567046717e+00, 8.927344093681934822e+00, 9.915702110427288218e+00, 9.591476936221294380e+00, 1.144188272244593740e+01, 6.704731522968291557e+00, 1.369345225668474697e+01, 9.926726188076896662e+00, 1.548310958096501189e+01, 1.250525122426368974e+01, 1.581146459897123613e+01, 1.224914487132351759e+01, 8.670551720170303511e+00
2.098000000000000000e+03, 9.547941023859683796e+00, 1.375139601832021619e+01, 9.101593478936083059e+00, 9.849167998559691384e+00, 8.489051074189644552e+00, 1.030950056258825320e+01, 9.696889375411576140e+00, 1.167520074453469725e+01, 6.639726144431500998e+00, 1.175460456062891978e+01, 1.001864630244710241e+01, 1.571176090649036183e+01, 1.201966706903943383e+01, 1.508905400367246763e+01, 1.280902262085608001e+01, 8.637160011864418507e+00
2.099000000000000000e+03, 9.364198140582997709e+00, 1.439179013666360696e+01, 8.635947295649236466e+00, 9.543345111552220317e+00, 8.827935803008898574e+00, 9.853365041561099602e+00, 9.826134424611387530e+00, 1.126873497701767768e+01, 6.713261302321417823e+00, 1.164219131491546655e+01, 1.049781300730194289e+01, 1.511430577172244583e+01, 1.241038263604847636e+01, 1.543233413036847423e+01, 1.307291867525724882e+01, 8.257596294965864558e+00
2.100000000000000000e+03, 9.464752216775048410e+00, 1.437763148987371409e+01, 8.694936710418730286e+00, 9.023167800200685207e+00, 8.596471025595679549e+00, 9.988761653745783065e+00, 9.518162096502717162e+00, 1.121896371969877215e+01, 6.890207364673091028e+00, 1.309238454214326097e+01, 1.035234752251424695e+01, 1.554461164735328360e+01, 1.249012528289503443e+01, 1.568457631617091863e+01, 1.267111613161558026e+01, 8.630783781350658046e+00
