year, NorESM2-MM, NorESM2-LM, INM-CM4-8, INM-CM5-0, CanESM5, CNRM-ESM2-1, IPSL-CM6A-LR, CMCC-CM2-SR5, TaiESM1, GFDL-ESM4, EC-Earth3-Veg, MIROC-ES2L, MPI-ESM1-2-LR, ACCESS-ESM1-5, UKESM1-0-LL, CESM2-WACCM
2.076000000000000000e+03, 7.711641764071787364e+00, 6.504350698919051155e+00, 9.136817370371620228e+00, 9.251258387365728808e+00, 8.060477007561763330e+00, 6.455998580601534087e+00, 1.018291128171147797e+01, 7.924421562700944222e+00, 7.918256977206350911e+00, 6.963868177481635335e+00, 5.676459040024401048e+00, 6.492497621002745412e+00, 6.550153529860417656e+00, 8.513557812289274551e+00, 7.154642231189513701e+00, 6.957454281589130041e+00
2.077000000000000000e+03, 7.503969841447924338e+00, 6.379175158503334941e+00, 9.306219457497549641e+00, 9.487257884148705855e+00, 8.510952461364636790e+00, 7.132211572242389330e+00, 1.061466130115886308e+01, 7.842174037436302925e+00, 6.967111155234158026e+00, 6.335683901027402420e+00, 6.321758008785711702e+00, 6.172657476866075577e+00, 5.953344764598244687e+00, 7.822683027584308668e+00, 6.584315373694772155e+00, 9.042104461298997364e+00
2.078000000000000000e+03, 7.008955345623300914e+00, 7.016176175160160788e+00, 8.946622307914610772e+00, 9.251396025939824241e+00, 7.816541205736674769e+00, 6.788074778402391374e+00, 9.438404251352995544e+00, 7.643539790475102791e+00, 7.790879608670064904e+00, 7.370729582814846914e+00, 7.228425374950867344e+00, 6.424841442475337949e+00, 5.387520036933445056e+00, 7.544057122737222620e+00, 6.421749884160906419e+00, 8.032965957904922405e+00
2.079000000000000000e+03, 8.251319904225548285e+00, 6.471587964741884136e+00, 9.117535799946145048e+00, 9.118888045878465576e+00, 8.839897310752299120e+00, 6.641020129525906590e+00, 1.024026288399831763e+01, 6.780430123654302754e+00, 7.254997502916284091e+00, 7.168878768310040783e+00, 6.419872969081216851e+00, 6.373322198599910671e+00, 5.709566439500566304e+00, 8.109316181298927617e+00, 6.132964759768777974e+00, 6.619257814226027214e+00
2.080000000000000000e+03, 7.085138373534193512e+00, 7.149745465716722315e+00, 8.904186217396818037e+00, 9.389684820521333464e+00, 8.365346843894657880e+00, 6.777709720845400909e+00, 1.098698280826302742e+01, 8.136765134964765167e+00, 6.440520585712640411e+00, 6.856099912480515535e+00, 6.074814887107189421e+00, 6.829991385645805657e+00, 6.564862569494346545e+00, 8.444203402601916153e+00, 6.935771767256705189e+00, 9.143951413188005972e+00
2.081000000000000000e+03, 7.685157869230645034e+00, 6.164108184860801032e+00, 9.128136236754283317e+00, 9.642081405838263564e+00, 8.195597076989580287e+00, 6.583653486373634678e+00, 1.036184479959605120e+01, 8.195685919763604943e+00, 7.867581203056519534e+00, 7.204927686387351038e+00, 6.225472372969179879e+00, 6.773812368105085469e+00, 5.837511605672021098e+00, 7.892256727430632779e+00, 6.299979313959284788e+00, 8.695545612247222778e+00
2.082000000000000000e+03, 7.627094129779601772e+00, 7.312417984677336058e+00, 9.048896770680258328e+00, 9.483943491290416361e+00, 8.303558256529459669e+00, 6.819544193419686096e+00, 1.070006589743031711e+01, 8.080166627299364634e+00, 7.296376356345985137e+00, 6.042161301431946185e+00, 6.473207056416383942e+00, 6.145680804409379583e+00, 6.237852923114811432e+00, 8.235500041450697140e+00, 6.091619798283277376e+00, 8.704877578447099751e+00
2.083000000000000000e+03, 7.995941553549021918e+00, 6.682190008029574635e+00, 9.142772099184858448e+00, 9.016796056532751180e+00, 8.313030707116650930e+00, 6.971769127504113150e+00, 1.066297960922249111e+01, 8.281336022117081086e+00, 7.651499597640412098e+00, 7.141031327691483632e+00, 6.853251807020074082e+00, 5.851890699075119606e+00, 6.200946002573064497e+00, 7.732895436947321954e+00, 7.127508610566244407e+00, 6.633273466545889008e+00
2.084000000000000000e+03, 7.578793780168647132e+00, 7.028443508097747205e+00, 9.175707430050671576e+00, 9.329562683061812578e+00, 7.933105910971264940e+00, 6.673108389254311490e+00, 1.060255175251718285e+01, 8.332006427493128697e+00, 6.886808097192417044e+00, 7.708013369272973314e+00, 6.083088838741226745e+00, 6.906770531404831104e+00, 5.895465044424555323e+00, 8.047443188551092419e+00, 6.523453793682463697e+00, 8.563345470682577343e+00
2.085000000000000000e+03, 7.039910842658272827e+00, 8.102899564675627886e+00, 9.120465869924142766e+00, 9.484131269311534496e+00, 7.893676957994586907e+00, 6.784015762237475045e+00, 9.907609867451089514e+00, 8.050181418551467516e+00, 7.540111570528099882e+00, 6.823324534824578791e+00, 6.564519977724426525e+00, 6.868399042237294694e+00, 6.446996228054299394e+00, 7.296035999162988617e+00, 6.455262194067829640e+00, 6.944664517255827896e+00
2.086000000000000000e+03, 8.775545291282274007e+00, 7.934294462242785784e+00, 9.200753259168635623e+00, 9.659370060327608698e+00, 8.132246353432712738e+00, 7.030128719046622621e+00, 1.012691346561715910e+01, 7.117963424253662019e+00, 7.872987755143483035e+00, 6.639066584247844460e+00, 6.921437894762632048e+00, 6.337397423605343860e+00, 6.140303452537350992e+00, 7.328689998031105546e+00, 6.505680918849662042e+00, 8.516837365386951575e+00
2.087000000000000000e+03, 7.354407376326649093e+00, 7.296370894994255174e+00, 9.505227782412942972e+00, 9.121094398660597236e+00, 8.574831866869896402e+00, 6.602471444532250544e+00, 1.069006397216028326e+01, 7.956781563147901082e+00, 6.974822943256663521e+00, 6.845813203523071877e+00, 6.070656582150425251e+00, 5.642117656116012014e+00, 5.353464930272846978e+00, 8.191234756012455875e+00, 6.870581226619439263e+00, 8.834853622175989685e+00
2.088000000000000000e+03, 7.705405606484207581e+00, 7.503749843462960811e+00, 9.306700651175047412e+00, 9.519441851110130415e+00, 7.898998762462476009e+00, 6.972994174456909278e+00, 1.077422396841625840e+01, 8.399524352823535267e+00, 7.864132700911184770e+00, 6.638411720863844678e+00, 6.979079120288897542e+00, 6.687341180202393431e+00, 5.714725403558288619e+00, 8.080043571609861530e+00, 6.322468816299722683e+00, 7.002191385964315451e+00
2.089000000000000000e+03, 7.493167443369809888e+00, 6.764213719407789149e+00, 8.956957801900738758e+00, 9.529229806726650764e+00, 8.401665889607393467e+00, 7.124127942952259041e+00, 9.828787540184647398e+00, 8.108409013131094412e+00, 6.972675342934563147e+00, 7.254244611627489903e+00, 7.021562568928760406e+00, 6.306651268552645462e+00, 5.968176981604386810e+00, 8.174952627966916907e+00, 6.038293193348706289e+00, 8.339049160114440085e+00
2.090000000000000000e+03, 7.640334205637297593e+00, 6.604504333378003800e+00, 9.310282304473204817e+00, 9.714817788187964709e+00, 8.654741734733958580e+00, 6.408603621358165192e+00, 9.492505127212142568e+00, 8.082493947330943840e+00, 7.090596943562050392e+00, 6.808588284975217952e+00, 7.142970025093537068e+00, 5.738485583387112676e+00, 5.448529206712851014e+00, 8.235282565514214781e+00, 7.232073757029660932e+00, 7.899342151088872832e+00
2.091000000000000000e+03, 8.101366079565925915e+00, 6.585000236233947035e+00, 8.869424759992007523e+00, 9.786386189915274869e+00, 8.378900697832177613e+00, 7.111350894671007339e+00, 9.694679947107195161e+00, 7.984341719663710535e+00, 8.241715210780279577e+00, 7.270472260317406565e+00, 6.261483855419481159e+00, 6.391413469148753634e+00, 5.703007372432243649e+00, 8.214835708307704820e+00, 6.788669697585632434e+00, 6.555130089254115333e+00
2.092000000000000000e+03, 8.085763498030170027e+00, 7.485534864115907183e+00, 8.920606916231459849e+00, 9.415056830238784258e+00, 8.003440700872820557e+00, 6.939983454424507592e+00, 1.013933576138432713e+01, 7.646025793927884173e+00, 7.431384571849763532e+00, 6.466196928587759629e+00, 7.280440121614296878e+00, 6.921067690845825737e+00, 6.698319270545680659e+00, 7.829262004682703058e+00, 6.437755846660445869e+00, 8.934857068356885534e+00
2.093000000000000000e+03, 7.327881427432900274e+00, 6.798983266255391733e+00, 8.946407836363029276e+00, 9.221325779171200665e+00, 8.262766635048086172e+00, 6.769650092632796934e+00, 1.073859819678048666e+01, 8.274784152089067035e+00, 6.549681685129479014e+00, 7.385445591935096310e+00, 7.264816822469024160e+00, 6.324584070550626436e+00, 5.749564138830123738e+00, 8.422422810384096792e+00, 7.244264599333609667e+00, 6.716428422552647604e+00
2.094000000000000000e+03, 8.573964490071180222e+00, 7.331492511438183257e+00, 9.050183179608721318e+00, 9.739642807151282611e+00, 8.159106573525859218e+00, 6.714068315383699748e+00, 1.091965150615481406e+01, 8.467762824302932145e+00, 8.265625407506524525e+00, 7.648742543393769466e+00, 6.900272420499558912e+00, 6.259211804121473932e+00, 5.418746574682150374e+00, 7.924952731942662254e+00, 6.483770970013883250e+00, 9.140047808216021252e+00
2.095000000000000000e+03, 8.272980765638711986e+00, 8.214913332324028872e+00, 9.032588489014184319e+00, 9.546879388674996747e+00, 8.003200800777593216e+00, 6.950256380780394316e+00, 1.025562784173019715e+01, 8.420562941449885486e+00, 7.817040869490095467e+00, 6.863050119176220321e+00, 6.407546528322871637e+00, 6.034999823852015055e+00, 6.815081813045551939e+00, 7.962069235369048315e+00, 6.466417009870432331e+00, 7.811485105202594426e+00
2.096000000000000000e+03, 8.022699972480202391e+00, 7.507067649515064112e+00, 9.153270985073996613e+00, 9.532888565779792600e+00, 7.829293994393331957e+00, 7.426532359681583095e+00, 9.541947397939338771e+00, 8.759011832665819952e+00, 7.020085935758789475e+00, 6.959423470877721840e+00, 5.456364873611880384e+00, 5.563308244246086609e+00, 5.978012505306971036e+00, 7.607177382859111603e+00, 6.655783258335696395e+00, 8.275284703369054640e+00
2.097000000000000000e+03, 6.299153062844617068e+00, 6.797074017885956998e+00, 9.003920999853713525e+00, 9.536381177440485857e+00, 8.475176820735779160e+00, 6.525762856288855218e+00, 9.749898996708580512e+00, 8.788029107617038704e+00, 7.443034127504909669e+00, 6.757332053978557518e+00, 7.191521206100216723e+00, 6.807629132433074659e+00, 5.514696034437341687e+00, 8.603055955282622236e+00, 6.587465292316777798e+00, 7.834941293652832428e+00
2.098000000000000000e+03, 8.194326953488799248e+00, 6.704518628501505262e+00, 8.828629680816765912e+00, 9.586137123323247522e+00, 8.158551122216103124e+00, 7.061569735299836559e+00, 1.036649136001959448e+01, 8.759395149483593102e+00, 7.704496298465474347e+00, 6.792426550851272005e+00, 7.129418118783897640e+00, 6.330185887668926981e+00, 5.800748706350234762e+00, 8.121798981150460506e+00, 5.929175316516372085e+00, 7.926437235809067339e+00
2.099000000000000000e+03, 7.709426045709994568e+00, 7.346268320252105077e+00, 9.001084698799569850e+00, 9.325651925999835612e+00, 8.093790967672322978e+00, 6.735626393639467580e+00, 1.098080322610241133e+01, 8.562046120872423671e+00, 7.869647520254870798e+00, 6.795439702417453098e+00, 6.939652083271337979e+00, 6.469730067124960904e+00, 6.102041231668336785e+00, 7.919444695553170099e+00, 6.061852552182556586e+00, 7.024341941704689951e+00
2.100000000000000000e+03, 7.652177653470678464e+00, 6.780426715845061736e+00, 8.801410562776649016e+00, 9.170389653178835587e+00, 7.626618087302045268e+00, 6.691310550009120561e+00, 1.005725009108373591e+01, 8.087421692412103624e+00, 7.171083701685879497e+00, 6.782654464613559142e+00, 5.606405628698769128e+00, 5.685891681845779644e+00, 5.496175128246711949e+00, 8.198554312010301715e+00, 7.209808027337171410e+00, 8.522281917606443713e+00
