year, UKESM1-0-LL, MPI-ESM1-2-LR, TaiESM1, CESM2-WACCM, INM-CM5-0, CanESM5, GFDL-ESM4, IPSL-CM6A-LR, INM-CM4-8, EC-Earth3-Veg, CMCC-CM2-SR5, NorESM2-MM, ACCESS-ESM1-5, CNRM-ESM2-1, MIROC-ES2L, NorESM2-LM
2.077000000000000000e+03, 1.315533809504302598e-01, 1.461028606859805512e-01, -4.374768464257688949e-01, 1.644702152665871997e-01, 2.518911117569159752e-01, 1.239346712632318215e-01, -7.601792862363532244e-01, -3.306351466404049838e-02, 2.611764254951798314e-01, -1.727944790844123391e-01, -6.219742149010153154e-02, 1.634498868567149377e-01, 3.348686274093975457e-01, -1.481387445504276923e-01, 3.740789645668415875e-02, 2.736399364335823439e-02
2.078000000000000000e+03, 2.058068790303431775e-02, 1.486101789373667215e-01, 3.531992885187950071e-01, 3.103334303264669303e-01, -7.719122047545799725e-02, 3.399269566538737353e-02, -3.579264852450054213e-01, 3.700140204677830336e-01, 3.094338149110925085e-01, 7.253239404933479184e-01, 3.913987230257089112e-02, 3.220178877244830873e-02, -1.487996755082742206e-01, 1.274750856232712837e-01, 2.585680084751879049e-02, 2.260315625168551334e-01
2.079000000000000000e+03, -4.634901647298225041e-02, 1.012413398052226382e-01, 1.874404683968255159e-01, -3.988760218010413416e-02, 3.152153253687923762e-01, -2.507594980240920313e-01, 3.930795353579654705e-01, 4.974511854489143542e-03, 1.124229623850258042e-01, 3.305269116464802370e-01, -1.726409367419292629e-01, 1.482916736305409100e-01, 1.063501610946771814e-01, -1.216052786986091816e-01, 5.058068774398601086e-02, 1.781197149340744412e-01
2.080000000000000000e+03, -5.378482307689354432e-03, 1.749448296339236320e-01, -6.990341103285175883e-01, -2.635739259190039360e-02, -3.762793235370917588e-02, 5.451285949049983898e-02, -1.629291309175619484e-01, -2.111272593338223702e-01, 3.458408002930458691e-01, 1.672660763371704683e-03, 6.507746930053437406e-01, 1.898244502352889884e-01, -6.647007622973008512e-02, 8.243134366492869958e-02, -1.303841424730195209e-01, 1.496209136790404570e-01
2.081000000000000000e+03, 4.275684322122323688e-03, 1.943920951747252768e-01, 1.048947756230608347e-01, 1.545232797509100975e-01, 1.321711931801632534e-03, 1.637270221819789318e-01, 1.932357511390886406e-01, -5.498115578263173923e-03, 1.841153424173887776e-01, -1.774063436461552623e-01, 8.021821904333790165e-01, -1.444523508124123390e-01, -5.490013641020149472e-04, -6.743432386305296677e-02, 4.240508792724677345e-02, -1.469222198314876493e-01
2.082000000000000000e+03, -7.358606852443881630e-02, -1.980931673764270706e-01, 5.482783343761490347e-01, 7.200806524893627047e-02, 1.590938036540465728e-01, -1.499141903422672797e-02, -4.931065315946703276e-01, 6.537685623301224547e-02, 2.297602456821920547e-01, 5.241000176438734975e-02, -2.105341741403657929e-01, -5.574217429827819231e-02, 9.998314243846588220e-03, 5.310226233092796982e-02, -1.109474739661294070e-03, 2.122454921283748949e-02
2.083000000000000000e+03, -2.256609958098096669e-01, -1.328821078306598180e-02, -2.864818359424065042e-01, -3.201206121494352130e-01, 2.775360356984903909e-01, 2.081011289452647239e-01, 6.018506177418927062e-04, 8.381908410156515069e-03, -8.207524403885533421e-03, 4.284311384670493883e-01, 4.241199706754067433e-02, 8.556075178175293061e-02, -1.667768907079471633e-02, 4.995303029781138215e-02, 2.881410704343854295e-02, -3.790492448913159590e-02
2.084000000000000000e+03, -1.649120175830416923e-01, 2.250903257983077332e-01, -4.509123328014977838e-01, -1.967388637526549244e-01, -9.881504908755880945e-02, -4.720080350019419807e-02, 8.900012497179091708e-01, -4.403152427613286901e-02, 7.733405629670421499e-02, 9.179179199326033267e-02, 1.104590691059649521e-02, -6.864682530322667280e-03, 1.319854336166524818e-02, -2.038532080027308235e-02, -1.998544902103918663e-01, -5.119784540037833342e-02
2.085000000000000000e+03, 1.035805992997828190e-01, 1.196736397812407926e-01, -4.276767996456927456e-02, -6.830156274220280932e-02, 7.874060021381110164e-02, -1.615119982405137100e-01, 1.559992358577503568e-01, 1.105654425699899995e-02, -6.131900134237736749e-02, 2.926533568317766787e-01, 2.207566147335271178e-01, -1.156508142303790815e-01, -2.575513022335930158e-01, 1.172100380330855056e-02, -1.048641867548321949e-01, 1.076642911239522743e-01
2.086000000000000000e+03, -2.715913288494348210e-01, 1.177840386410534262e-01, 5.173921492852845416e-01, -5.639088054816435158e-02, -3.591871626802975448e-02, -2.310324141867428904e-01, -2.882327932054432607e-01, 1.716243186936299014e-01, -2.031222354926649765e-01, 5.490106402517868078e-01, -4.076619441056839599e-01, 7.456648350676840786e-02, -2.896023425673645013e-01, -1.086644098619511667e-02, 7.963343988137595864e-02, 2.075039876488004864e-01
2.087000000000000000e+03, -1.521463793367413830e-01, 1.861026825280054364e-01, -1.865195993951030140e-01, 1.503491179618529627e-01, 1.504801661983378325e-03, -9.543513806136899591e-02, -5.823205078850818978e-02, -1.544066365578889988e-01, -9.465854562697972874e-02, -1.496008289421273951e-01, 4.716292276183769450e-01, 2.075943322714312589e-01, -2.435858148857050071e-02, 5.219052506460509014e-03, 1.354236570777770654e-01, 1.279238458518977273e-01
2.088000000000000000e+03, 2.572882900074349166e-01, 6.239075710896498789e-02, -4.583406065237310284e-02, 1.174941298715803661e-01, -2.089333047712416472e-02, 1.032166623683631185e-01, -7.416973655758316020e-02, -1.341840112043415634e-01, 1.787653086043970718e-01, 2.482130004251017694e-02, 7.817632543061671102e-01, 1.441231582828602642e-01, 3.764313697161482675e-01, -9.820732657144672084e-02, -1.410832282002434934e-01, -4.306875010204033738e-03
2.089000000000000000e+03, -8.212667563001380122e-02, -5.930504785350160235e-02, -1.369967636326447635e-01, -1.128704368841302458e-01, -2.553564229723470982e-02, 8.590617137658894398e-02, 7.468567134747444713e-02, 2.512698452768836743e-01, -2.180242246933399297e-01, 2.569268629815351646e-01, -5.181670336283802913e-02, 5.046167783179264510e-02, 4.709356438500529596e-02, -1.452831537387516969e-01, 5.971980645872764643e-02, -1.026399803524505744e-01
2.090000000000000000e+03, -1.439491009701289459e-01, 1.330216633460269138e-01, -2.659453892620365911e-01, 1.738366589809573204e-01, 7.669719823266446523e-02, -1.599865640717241522e-01, -3.727754194840642715e-02, 5.201668392841140437e-02, 2.414934572248779443e-01, 3.604030403331779930e-01, 3.130044268582726219e-01, 7.525540664294480542e-02, 2.312586386011719619e-02, 5.959702229337845991e-02, 5.980687883880149783e-03, 3.793136953915621917e-02
2.091000000000000000e+03, 1.316153582355815976e-01, -8.847408306577203563e-02, 4.397963657342204846e-01, -4.308980386830976728e-02, 1.851149285025825153e-01, 5.564970571919106851e-02, 3.999374490311863872e-01, 2.280989029273785273e-01, 1.306263261545115573e-01, -1.995423911548155349e-01, -4.059870099424864320e-01, 8.878312021964700207e-02, 1.696982268932996363e-01, 1.886517942220597649e-03, -9.252742532213062421e-02, 9.269581814058143465e-02
2.092000000000000000e+03, -5.062704394989388929e-02, 1.069760500469104508e-01, 5.309125932017726424e-01, 1.313308526586888514e-01, 9.073868045697869658e-03, -1.216639364410075086e-01, -3.141363172744054966e-02, 1.121110317460302791e-01, -3.625470641449652365e-01, 3.203475177994635215e-01, -1.849858999716993413e-01, 1.954125999570377470e-01, -2.992709368244442399e-03, 1.765867434495711763e-01, -1.081155843142913436e-01, 1.537809358704626539e-01
2.093000000000000000e+03, -2.809819780825300595e-01, 1.529846133481190529e-01, -5.526539856470698009e-01, 3.382568099504486975e-02, -2.613416789781593599e-02, 2.032038860160256810e-01, 9.440897844403407790e-02, -2.959380959147789314e-01, -9.300720791796826536e-02, 4.825167506474045687e-01, 4.982673211161893767e-01, 1.949287924786189952e-01, 8.720426522402717484e-02, -2.610635353135417058e-01, 1.240593289538113597e-01, 7.416959411508960986e-02
2.094000000000000000e+03, 2.619659464237377722e-01, -2.732774423581760953e-02, -1.318575575886009876e-01, 1.118861162530793568e-01, -1.302022460474598631e-01, -1.809816156751123117e-01, 5.615930600482835766e-01, -1.103544575645009074e-01, -5.436802810714409101e-02, 4.329862719767674228e-01, 6.789483069577727514e-01, 5.453140505038296670e-02, 1.693806070085678295e-01, -1.640001649871312278e-02, 7.277975517973486047e-03, 3.709880442153176694e-02
2.095000000000000000e+03, -1.030177194649487121e-01, 4.245793375783338784e-03, 2.754500484992392639e-01, 3.211953521365546460e-01, -1.411628218378017594e-02, -5.533085120040100863e-02, 6.439414220746847439e-02, 2.905839196465809238e-01, -4.197962195741712921e-01, -1.730735420382441270e-01, -1.666628917702870638e-01, 2.600782469057603685e-01, -3.195094689133289312e-01, 6.800117858683608907e-02, 6.502642003495992529e-02, 1.099738725461927719e-01
2.096000000000000000e+03, -1.940217030933710507e-01, 2.542670374189026639e-01, -3.675132943469418545e-01, 1.016039220820418310e-01, 1.741431837224066415e-01, -1.585704662386309416e-01, 8.364116246688915735e-02, 2.003544485578932499e-01, 2.336971656965220606e-02, -1.377968908843652640e+00, 1.427332292375470268e-01, 1.817783608753497926e-01, -1.370861834928252532e-01, 5.258751540954152703e-02, 4.495176402817179645e-02, 2.912235246181177351e-01
2.097000000000000000e+03, 1.910123553537345364e-01, 2.122200855878986214e-02, -5.729919570986295729e-02, -3.383201016300084463e-02, 1.067483189046674469e-01, -2.583631662187682032e-01, -2.619217756858312485e-01, -3.771811448327774124e-02, 3.101873021616380899e-01, 2.769993327163175478e-01, 2.499870046657328426e-01, -1.281289795144114341e-01, 1.546566227705328533e-01, -2.110806627751573294e-01, -1.536530813685056396e-01, 1.046090510239861548e-01
2.098000000000000000e+03, 5.219925686832461303e-02, 5.583871978464670371e-02, 4.760268035943021059e-01, 1.336371201376145568e-01, 3.042963482572593192e-01, 1.940755354436371205e-01, 1.510263244531425131e-01, -9.134923648611290026e-02, -3.868418610399265711e-01, 7.516663914366693566e-01, -1.084313783105641527e-01, 3.915807781518335084e-02, 1.862873900519737558e-01, 3.579393832203860148e-02, -1.526552569352391002e-03, -6.664008211976156504e-02
2.099000000000000000e+03, -2.438939687779818066e-01, 1.376526563881212695e-01, 1.627235530983141276e-01, 2.745228881569975604e-02, -9.306242546714868502e-02, -8.221071056789056031e-02, -1.568764414712378596e-01, -1.906810353098742916e-01, -2.389176279669847844e-03, 4.472113644381321973e-01, 3.029512404420998117e-01, 3.043135235303116581e-01, -8.986909439929563481e-02, 6.455753021724183749e-02, 5.285368036862540114e-02, 1.798074049571920241e-01
2.100000000000000000e+03, -2.908506702797619692e-01, 1.057772460626422439e-01, -9.732098823753730643e-02, 8.498056059204957269e-02, 2.250744069260451063e-01, -1.509864237653195940e-01, 2.909791734199830820e-03, 8.161946883866622038e-02, 1.228381120991102748e-01, -9.435902537345599583e-01, 4.052002765757708458e-01, 9.426294561139557382e-02, 3.977457865550898530e-03, -8.289069603386103879e-02, 1.201978425402668443e-01, 7.853135917365368368e-02
