year, CMCC-CM2-SR5, INM-CM5-0, CESM2-WACCM, EC-Earth3-Veg, NorESM2-MM, MIROC-ES2L, ACCESS-ESM1-5, CanESM5, MPI-ESM1-2-LR, NorESM2-LM, TaiESM1, CNRM-ESM2-1, UKESM1-0-LL, IPSL-CM6A-LR, GFDL-ESM4, INM-CM4-8
2.075000000000000000e+03, 2.862293085823434922e+02, 2.859948182853657386e+02, 2.860145026716699022e+02, 2.840454448708495079e+02, 2.853488087407785656e+02, 2.869884788111456828e+02, 2.863094110831747798e+02, 2.877805209180413044e+02, 2.843077712180492540e+02, 2.848568197896543666e+02, 2.868187776463984164e+02, 2.849660141745095530e+02, 2.859391079508953339e+02, 2.842928341433536161e+02, 2.828901536900499991e+02, 2.853684721306181586e+02
2.076000000000000000e+03, 2.866966339682890634e+02, 2.853892769306215200e+02, 2.862883471717311750e+02, 2.850752552363745735e+02, 2.850918755806367813e+02, 2.864567617857875916e+02, 2.863505423085025541e+02, 2.870426253562004604e+02, 2.852094076567800016e+02, 2.852203728292621463e+02, 2.868039772984631668e+02, 2.847791170470681550e+02, 2.857209476000359700e+02, 2.857244182841717475e+02, 2.828045066348826140e+02, 2.850174999107591134e+02
2.077000000000000000e+03, 2.869324699072687963e+02, 2.852430736045238291e+02, 2.861908246093365165e+02, 2.862849939268550088e+02, 2.849651171639901008e+02, 2.861306359706016451e+02, 2.857696097246074487e+02, 2.878951656119122617e+02, 2.846100343015218073e+02, 2.853928446608446734e+02, 2.871771853999762243e+02, 2.854310025874510188e+02, 2.850995694180068654e+02, 2.855013281025230185e+02, 2.831350907644106769e+02, 2.852614250415393826e+02
2.078000000000000000e+03, 2.871551567145894523e+02, 2.855120972465713862e+02, 2.859890306827052200e+02, 2.860287463226712248e+02, 2.848278071210327198e+02, 2.856741750159957292e+02, 2.862790938577432485e+02, 2.875230903010417478e+02, 2.856951297767788560e+02, 2.858904102321255323e+02, 2.868348000541193983e+02, 2.850766571680420043e+02, 2.860269217522020995e+02, 2.860577187189469441e+02, 2.831905023035322984e+02, 2.852598053766985231e+02
2.079000000000000000e+03, 2.855583575536924741e+02, 2.854279418716175769e+02, 2.866266328413630049e+02, 2.858825635193011863e+02, 2.850408727053761027e+02, 2.859649959443674447e+02, 2.876570204360205594e+02, 2.879041280310510729e+02, 2.848580198021604701e+02, 2.847756759381891243e+02, 2.868810492923993252e+02, 2.848082953219584965e+02, 2.863463051624637501e+02, 2.861099090107059055e+02, 2.840948863069610297e+02, 2.853032488478036726e+02
2.080000000000000000e+03, 2.874703438339601007e+02, 2.851900922021122824e+02, 2.865450301054052602e+02, 2.849226557592527342e+02, 2.854783496259408366e+02, 2.862774050134938761e+02, 2.868141552607906419e+02, 2.876776892290466776e+02, 2.850841700091698385e+02, 2.861326135117978424e+02, 2.873328919771029177e+02, 2.863983007925240827e+02, 2.858777848571202753e+02, 2.857312009195381961e+02, 2.835518565959329749e+02, 2.852379830436827888e+02
2.081000000000000000e+03, 2.871307757052451848e+02, 2.852881061139148642e+02, 2.860807067335114766e+02, 2.852724394473253255e+02, 2.845810230112522277e+02, 2.860851836433620861e+02, 2.861883853901683779e+02, 2.869609498342582583e+02, 2.847379541511112393e+02, 2.848566383602945393e+02, 2.869062670214335640e+02, 2.858562494906859115e+02, 2.864846762801954583e+02, 2.857395645738319558e+02, 2.834064308620951920e+02, 2.849697345847453107e+02
2.082000000000000000e+03, 2.870559399278200203e+02, 2.846279594700804410e+02, 2.867866716043945416e+02, 2.851173786303546649e+02, 2.852980571000894088e+02, 2.860869103541366485e+02, 2.868500275597081668e+02, 2.878363595354996392e+02, 2.840638432800229225e+02, 2.856679939299992270e+02, 2.874524707011226496e+02, 2.860467837597835228e+02, 2.871326491769831932e+02, 2.856837208759218925e+02, 2.835133236619716968e+02, 2.855552929974228391e+02
2.083000000000000000e+03, 2.869728787430753414e+02, 2.856491351586055316e+02, 2.861060936550892393e+02, 2.843138971322040334e+02, 2.855447035323621776e+02, 2.862021947796833956e+02, 2.872996526387462382e+02, 2.875363287028588388e+02, 2.857371664580855395e+02, 2.860514364341734108e+02, 2.861490834500785354e+02, 2.853113489342493949e+02, 2.866419432491581460e+02, 2.858589317795233455e+02, 2.833905281899325814e+02, 2.855108241060437990e+02
2.084000000000000000e+03, 2.868234423450931558e+02, 2.857042762143523760e+02, 2.858815514540740992e+02, 2.854988757661699879e+02, 2.858462996432358523e+02, 2.856989281243024266e+02, 2.871963325181187088e+02, 2.875038303417549059e+02, 2.855289005938421951e+02, 2.856268337280621950e+02, 2.877987966455820015e+02, 2.863310525006750709e+02, 2.873129761629392078e+02, 2.854698499604331801e+02, 2.837825281616030111e+02, 2.852220986669897229e+02
2.085000000000000000e+03, 2.875963142212294201e+02, 2.851797645770170675e+02, 2.864093057885282292e+02, 2.870377170077646269e+02, 2.861901843724817809e+02, 2.863184364166705791e+02, 2.871708403734275521e+02, 2.876980042021650661e+02, 2.852512971647959716e+02, 2.862779081657072311e+02, 2.871236291333572694e+02, 2.855064935365468841e+02, 2.875880609357586764e+02, 2.856428561261340633e+02, 2.840095986011885429e+02, 2.858486090479687505e+02
2.086000000000000000e+03, 2.875226007758876108e+02, 2.845363650074605175e+02, 2.863553927980619846e+02, 2.867424695591735144e+02, 2.854566368742587201e+02, 2.862626196347906671e+02, 2.865867577254726939e+02, 2.880276427990998513e+02, 2.853216656526616362e+02, 2.856965447825014621e+02, 2.878845918094055492e+02, 2.863272488484576570e+02, 2.870885433515105092e+02, 2.860223474396897814e+02, 2.838480641779915459e+02, 2.854638928462705394e+02
2.087000000000000000e+03, 2.869593084688287945e+02, 2.863465438420918190e+02, 2.858624899294454735e+02, 2.856424413760026937e+02, 2.862894891721439308e+02, 2.864180593485215240e+02, 2.864961944696433420e+02, 2.881920043348615081e+02, 2.853572695883989354e+02, 2.856432982048581835e+02, 2.873746074923552669e+02, 2.859585177570701831e+02, 2.866678388215465816e+02, 2.855919990100448445e+02, 2.832846809902592327e+02, 2.852006455161871941e+02
2.088000000000000000e+03, 2.876558344803842147e+02, 2.867237211695036763e+02, 2.864412624063760973e+02, 2.852726066713037767e+02, 2.851964557133086373e+02, 2.856554152949132686e+02, 2.873417979098641126e+02, 2.883413955175648766e+02, 2.856179167632246276e+02, 2.866057894230942793e+02, 2.874224493829509584e+02, 2.861736982095306416e+02, 2.878282532403047753e+02, 2.861753140044759789e+02, 2.834789671537122899e+02, 2.859890496215254529e+02
2.089000000000000000e+03, 2.884258078176190452e+02, 2.858542976941400298e+02, 2.861883564387499064e+02, 2.861958679202369353e+02, 2.858098480463818305e+02, 2.867604474692673193e+02, 2.874108764592264151e+02, 2.890669918482690264e+02, 2.854961069996253400e+02, 2.859940924632779797e+02, 2.870719451087165908e+02, 2.855429028068909929e+02, 2.871881688249918625e+02, 2.859694992373873674e+02, 2.844603484683442503e+02, 2.863075646675380881e+02
2.090000000000000000e+03, 2.875799461588434838e+02, 2.855228136580237788e+02, 2.870070160915175848e+02, 2.856448733750509632e+02, 2.860860940750857253e+02, 2.872054702043524799e+02, 2.872058032165160739e+02, 2.879072099084712022e+02, 2.841950256598929627e+02, 2.857028300428519856e+02, 2.878689002420635461e+02, 2.854675061098080846e+02, 2.873606841786057657e+02, 2.863193330698010755e+02, 2.837137258268924143e+02, 2.850062679706642825e+02
2.091000000000000000e+03, 2.880012040683735108e+02, 2.857557880754776534e+02, 2.868630171212832352e+02, 2.859528891091128457e+02, 2.857522090146435403e+02, 2.871858014897656517e+02, 2.876933460205548840e+02, 2.880714717386799180e+02, 2.837164947703134317e+02, 2.853372790450012531e+02, 2.879593836482660549e+02, 2.864590012858925547e+02, 2.874973919258092110e+02, 2.873980980969830625e+02, 2.828588876824584304e+02, 2.861870415050511269e+02
2.092000000000000000e+03, 2.867357848162522487e+02, 2.855734871096759093e+02, 2.864746999533973053e+02, 2.876193927932262113e+02, 2.854593186692541167e+02, 2.860258161645152200e+02, 2.868711838725209304e+02, 2.882459868114677306e+02, 2.854108642548914077e+02, 2.860720951450612120e+02, 2.879576613040578081e+02, 2.862608728080165292e+02, 2.878480326879599716e+02, 2.872995970176138485e+02, 2.839013207520422952e+02, 2.860190726220362762e+02
2.093000000000000000e+03, 2.879833026332427721e+02, 2.855511659524827337e+02, 2.861197358183126767e+02, 2.867124677703056932e+02, 2.862053004659348971e+02, 2.861618527044540770e+02, 2.878553797269455004e+02, 2.883370453458592806e+02, 2.846458167538218049e+02, 2.855062478951419394e+02, 2.884107351759558355e+02, 2.862897624994491821e+02, 2.881514861878358147e+02, 2.872687531028049648e+02, 2.843039486299339842e+02, 2.865426883444699229e+02
2.094000000000000000e+03, 2.879424060067258324e+02, 2.860824167540199596e+02, 2.865168633499835664e+02, 2.870534365605101357e+02, 2.851943027663373300e+02, 2.866717007084646411e+02, 2.875417054035290221e+02, 2.884272883613400040e+02, 2.855916417475684739e+02, 2.864097728217166718e+02, 2.889966614745362676e+02, 2.860546046264499864e+02, 2.878082013243731012e+02, 2.872750725829144471e+02, 2.835778562490879722e+02, 2.856673876216970029e+02
2.095000000000000000e+03, 2.884042740494456893e+02, 2.854996677829835789e+02, 2.877149908157824711e+02, 2.863949557942159458e+02, 2.857096068407346365e+02, 2.868737166443937667e+02, 2.873032906900381818e+02, 2.879505919409484136e+02, 2.852723624072190205e+02, 2.857558609918660864e+02, 2.878638107967806263e+02, 2.863831757895868009e+02, 2.889356335480887878e+02, 2.870915780987347716e+02, 2.837620259411519896e+02, 2.854198468127165143e+02
2.096000000000000000e+03, 2.879072789922763036e+02, 2.860311404865726672e+02, 2.863246587802906902e+02, 2.856952277180178044e+02, 2.868941396097663983e+02, 2.864685670544500908e+02, 2.876271233317471570e+02, 2.885069820811488057e+02, 2.849362005227195596e+02, 2.864877076345139812e+02, 2.880294819774420603e+02, 2.870893473300214396e+02, 2.875071870458316425e+02, 2.875945445966943907e+02, 2.843644246187681119e+02, 2.864059170173185862e+02
2.097000000000000000e+03, 2.882900493080771298e+02, 2.862769920832420212e+02, 2.871829756851926163e+02, 2.871896435579956233e+02, 2.863951496645033217e+02, 2.870108836963366912e+02, 2.875510744019551908e+02, 2.885061290924758168e+02, 2.855684097116923112e+02, 2.861310858073695726e+02, 2.880003127427702907e+02, 2.861272804723139984e+02, 2.881589117474653676e+02, 2.877673047917306803e+02, 2.837574747691816697e+02, 2.868660175687236915e+02
2.098000000000000000e+03, 2.882489924904041345e+02, 2.863210954177311010e+02, 2.868937514793300920e+02, 2.863004381637773577e+02, 2.855005364036287574e+02, 2.864341053957159602e+02, 2.872700859174890411e+02, 2.885971044450704994e+02, 2.856586211012435115e+02, 2.870234501698014924e+02, 2.890038416816978497e+02, 2.867291966038538931e+02, 2.885386271228849751e+02, 2.874078287006165624e+02, 2.841554735624361570e+02, 2.862625053609780252e+02
2.099000000000000000e+03, 2.880782896987234381e+02, 2.865116310705737419e+02, 2.874123500663376944e+02, 2.873594799631396199e+02, 2.858967212948500105e+02, 2.869048698180006909e+02, 2.874721187653842662e+02, 2.885572507693188413e+02, 2.859953139746345414e+02, 2.873495040704676740e+02, 2.878778385419785195e+02, 2.863700971489304834e+02, 2.887742546810746376e+02, 2.868505456024879550e+02, 2.841101180793740468e+02, 2.861552026400991622e+02
2.100000000000000000e+03, 2.877620769359717769e+02, 2.864329420125159231e+02, 2.868988338605266790e+02, 2.872381539508608626e+02, 2.861547131582449310e+02, 2.864300092783960849e+02, 2.878208009782295562e+02, 2.896195098600197184e+02, 2.851518125709179685e+02, 2.868519422803214525e+02, 2.877588505642086147e+02, 2.863118691935220568e+02, 2.891416713073392657e+02, 2.862645917009512004e+02, 2.839333512146940848e+02, 2.867896904155402922e+02
