year, NorESM2-MM, NorESM2-MM, NorESM2-LM, CNRM-ESM2-1, GFDL-ESM4, TaiESM1, GFDL-ESM4, TaiESM1, CESM2-WACCM, MPI-ESM1-2-LR, EC-Earth3-Veg, CNRM-ESM2-1
2.042000000000000000e+03, 3.140729877359274236e-10, 3.140729877359274236e-10, 3.002927285817689225e-10, 5.964463917843796348e-10, 3.446960620418046460e-10, 2.258265764876323784e-10, 3.553395555833041086e-10, 2.258265764876323784e-10, 2.937088878457970846e-10, 4.663957316169749009e-10, 6.885290510159989664e-10, 5.964463917843796348e-10
2.043000000000000000e+03, 6.250189954069749797e-10, 6.250189954069749797e-10, 2.816092636821000786e-10, 7.241334877933101138e-10, 8.473057542050492956e-10, 1.091445881173601490e-10, 8.580028180826075243e-10, 1.091445881173601490e-10, 7.594186190742301128e-10, 6.016897836111399610e-10, 4.272050755428889736e-10, 7.241334877933101138e-10
2.044000000000000000e+03, 5.148206004344765874e-10, 5.148206004344765874e-10, 5.591576509126610807e-10, 6.110268544686118940e-10, 3.461847917862611963e-10, 1.016431071851045785e-10, 3.565635182925499844e-10, 1.016431071851045785e-10, 3.911026743767179076e-10, 5.567274920217772610e-10, 8.396924773608447977e-10, 6.110268544686118940e-10
2.045000000000000000e+03, 4.480227397785127486e-10, 4.480227397785127486e-10, 5.994514493023156290e-10, 7.823125714714884792e-10, 4.242815751564024754e-10, 1.391301099803998398e-10, 4.355802093902799634e-10, 1.391301099803998398e-10, 5.771017046379570545e-10, 5.291092744657109340e-10, 4.985981130357453746e-10, 7.823125714714884792e-10
2.046000000000000000e+03, 5.653538664614688775e-10, 5.653538664614688775e-10, 2.569034869959116237e-10, 5.845991177990862537e-10, 4.075801176993551381e-10, 2.076812185997776171e-10, 4.182053094135107895e-10, 2.076812185997776171e-10, 5.878748895993665735e-10, 4.002776306771426396e-10, 5.544942975893702271e-10, 5.845991177990862537e-10
2.047000000000000000e+03, 4.466093062531524965e-10, 4.466093062531524965e-10, 3.910820583295803382e-10, 6.167108870106842110e-10, 5.023818218895294149e-10, 1.689538866375475472e-10, 5.132753109479510539e-10, 1.689538866375475472e-10, 3.888052999456856413e-10, 5.683207483884123766e-10, 6.665145556986520806e-10, 6.167108870106842110e-10
2.048000000000000000e+03, 4.056909550691784449e-10, 4.056909550691784449e-10, 7.172236698673136558e-10, 8.113352749526499645e-10, 5.630383269564937365e-10, 1.127520207393662411e-10, 5.741371195957642137e-10, 1.127520207393662411e-10, 6.318151970035926347e-10, 4.990391823128371446e-10, 7.926411613025235316e-10, 8.113352749526499645e-10
2.049000000000000000e+03, 5.955070993805806359e-10, 5.955070993805806359e-10, 2.307890087309657114e-10, 7.626102698079763066e-10, 6.176343313535978593e-10, 1.531920382678784251e-10, 6.288968063081364093e-10, 1.531920382678784251e-10, 3.930910905933607246e-10, 5.596135638313164789e-10, 6.654465441926323560e-10, 7.626102698079763066e-10
2.050000000000000000e+03, 5.173321736513597474e-10, 5.173321736513597474e-10, 3.167085335035883686e-10, 1.181274550580428705e-09, 2.922992652368359719e-10, 1.657277603627625701e-10, 3.029026640566001391e-10, 1.657277603627625701e-10, 5.246766701405745320e-10, 6.202254809613185617e-10, 5.048252392373804160e-10, 1.181274550580428705e-09
2.051000000000000000e+03, 4.064244454073042806e-10, 4.064244454073042806e-10, 7.270986827789113185e-10, 6.073973365621816754e-10, 7.767740312014320279e-10, 2.409981482157901593e-10, 7.872249905502013509e-10, 2.409981482157901593e-10, 4.172030275247131685e-10, 8.251574821033400915e-10, 7.851529639769038275e-10, 6.073973365621816754e-10
2.052000000000000000e+03, 5.105240352211864362e-10, 5.105240352211864362e-10, 6.021962298071056238e-10, 8.244689723186591286e-10, 7.072793084838515450e-10, 9.333811766251861761e-11, 7.196870147993592393e-10, 9.333811766251861761e-11, 7.110066259360451994e-10, 6.069787655250742827e-10, 9.101811932124460520e-10, 8.244689723186591286e-10
2.053000000000000000e+03, 4.836528119745750267e-10, 4.836528119745750267e-10, 4.404865340615655261e-10, 1.218253922082238900e-09, 5.669261711165751522e-10, 1.577425334021040743e-10, 5.778756173890092600e-10, 1.577425334021040743e-10, 6.661171710892055593e-10, 6.106032917054239270e-10, 6.295411112127374181e-10, 1.218253922082238900e-09
2.054000000000000000e+03, 5.142402002554138685e-10, 5.142402002554138685e-10, 3.910872767503734237e-10, 6.042768335132640000e-10, 4.512711657033976382e-10, 1.087095366849333957e-10, 4.634418068307245903e-10, 1.087095366849333957e-10, 8.975536578880379475e-10, 5.518610660204129849e-10, 7.140993003399582339e-10, 6.042768335132640000e-10
2.055000000000000000e+03, 1.010567521028647969e-09, 1.010567521028647969e-09, 7.021516359630678212e-10, 4.511822690522480597e-10, 7.771598896481168076e-10, 1.450204076914733252e-10, 7.880161646333877745e-10, 1.450204076914733252e-10, 4.248672050878037852e-10, 6.137934977581535828e-10, 1.015123820298725487e-09, 4.511822690522480597e-10
2.056000000000000000e+03, 5.815070134497899447e-10, 5.815070134497899447e-10, 3.490616108837051917e-10, 7.385813272073687454e-10, 6.155838079824416275e-10, 1.552656075464179362e-10, 6.262688893243473646e-10, 1.552656075464179362e-10, 7.402068503830667210e-10, 4.621155348902819530e-10, 6.339430570943299557e-10, 7.385813272073687454e-10
2.057000000000000000e+03, 3.876385032561481997e-10, 3.876385032561481997e-10, 5.011201665132287373e-10, 6.976804091079053345e-10, 3.578915496452925659e-10, 1.503055750373091872e-10, 3.696191735189889037e-10, 1.503055750373091872e-10, 5.694604487900240381e-10, 4.805129824780710570e-10, 8.052739307326957863e-10, 6.976804091079053345e-10
2.058000000000000000e+03, 6.884468058975480098e-10, 6.884468058975480098e-10, 4.182212868435501650e-10, 7.766021721745294472e-10, 1.061710861283981130e-09, 9.926983685627047940e-11, 1.073291562986827228e-09, 9.926983685627047940e-11, 5.497925482452235019e-10, 6.411328765152778611e-10, 5.480991604951610479e-10, 7.766021721745294472e-10
2.059000000000000000e+03, 5.976106894849043340e-10, 5.976106894849043340e-10, 4.671050499638071537e-10, 1.090968543224548879e-09, 4.173026492644799570e-10, 1.774596464404088875e-10, 4.292228804232081942e-10, 1.774596464404088875e-10, 7.193946789164206917e-10, 6.573721415213752898e-10, 6.377125485595006864e-10, 1.090968543224548879e-09
2.060000000000000000e+03, 7.188723448247410282e-10, 7.188723448247410282e-10, 8.748332445857725038e-10, 5.386539782165871667e-10, 5.097527409453440117e-10, 2.125024178380439067e-10, 5.218802342142020687e-10, 2.125024178380439067e-10, 4.813795660279361811e-10, 7.200171945209432871e-10, 7.092543997411208641e-10, 5.386539782165871667e-10
2.061000000000000000e+03, 8.800658164386270532e-10, 8.800658164386270532e-10, 3.155719520811661328e-10, 8.774427856368210420e-10, 5.545710855594623183e-10, 1.653295426047961485e-10, 5.656682096599005138e-10, 1.653295426047961485e-10, 5.894172760189012028e-10, 5.250204840864950277e-10, 7.559970794347441586e-10, 8.774427856368210420e-10
2.062000000000000000e+03, 5.923693950981035029e-10, 5.923693950981035029e-10, 5.258481092935364263e-10, 7.976575218576435794e-10, 6.687103631626254078e-10, 1.570096059217292765e-10, 6.802826066154437991e-10, 1.570096059217292765e-10, 5.977188515578649459e-10, 6.779617725625797188e-10, 9.266844461295680655e-10, 7.976575218576435794e-10
2.063000000000000000e+03, 4.851668576358802373e-10, 4.851668576358802373e-10, 1.037821948676188876e-09, 7.112206665181260420e-10, 5.051126842876359792e-10, 1.189343676207867879e-10, 5.169100064249334263e-10, 1.189343676207867879e-10, 6.640192011666268966e-10, 6.359407213537324404e-10, 1.058237378280898833e-09, 7.112206665181260420e-10
2.064000000000000000e+03, 6.594921927025303757e-10, 6.594921927025303757e-10, 6.912061232415100119e-10, 1.070009397441289991e-09, 5.879761528100533954e-10, 1.646285118181749981e-10, 5.994696138423758704e-10, 1.646285118181749981e-10, 4.121309203752837440e-10, 5.257665213942564965e-10, 6.640851242343349755e-10, 1.070009397441289991e-09
2.065000000000000000e+03, 5.234589919676530060e-10, 5.234589919676530060e-10, 4.448587247726833843e-10, 7.229656145375951235e-10, 8.133399991743012873e-10, 1.959744255167225757e-10, 8.243799420060913900e-10, 1.959744255167225757e-10, 5.029411637985380909e-10, 5.426112621693489638e-10, 7.125375517702700604e-10, 7.229656145375951235e-10
2.066000000000000000e+03, 7.152330763068883630e-10, 7.152330763068883630e-10, 8.241915936100943064e-10, 1.755549713304088328e-09, 9.801732309980935530e-10, 1.238216236860315518e-10, 9.920252006716645115e-10, 1.238216236860315518e-10, 6.847225687138332660e-10, 6.238326999698469278e-10, 5.824770464973993691e-10, 1.755549713304088328e-09
2.067000000000000000e+03, 6.547534436373698470e-10, 6.547534436373698470e-10, 9.878136907828092192e-10, 7.442797603448120005e-10, 6.585493228926817619e-10, 1.483234539814630391e-10, 6.710586641215158935e-10, 1.483234539814630391e-10, 6.852620038832138468e-10, 5.567871969610972835e-10, 9.187061388714128613e-10, 7.442797603448120005e-10
2.068000000000000000e+03, 8.938091114215231212e-10, 8.938091114215231212e-10, 5.774167633526762417e-10, 7.782947104504373766e-10, 7.170879234225115771e-10, 1.546643642613062499e-10, 7.290022598995999213e-10, 1.546643642613062499e-10, 4.319684295247317409e-10, 7.398194204373471779e-10, 6.633846908812457003e-10, 7.782947104504373766e-10
2.069000000000000000e+03, 4.744152280060451004e-10, 4.744152280060451004e-10, 6.463354063502326255e-10, 8.461363727631788419e-10, 7.800985428310394341e-10, 1.702205890454422837e-10, 7.918457851105602896e-10, 1.702205890454422837e-10, 5.884916332447848259e-10, 9.409641767597052740e-10, 7.399456524548245994e-10, 8.461363727631788419e-10
2.070000000000000000e+03, 9.491767540677039052e-10, 9.491767540677039052e-10, 4.792811661930744879e-10, 6.756262968975411689e-10, 5.411186863175679420e-10, 1.169003700208799501e-10, 5.518188026260049954e-10, 1.169003700208799501e-10, 7.277233367414473312e-10, 4.896937497564856250e-10, 1.230241599333266966e-09, 6.756262968975411689e-10
2.071000000000000000e+03, 7.870978204442427341e-10, 7.870978204442427341e-10, 6.327111029271598731e-10, 1.292351485747136089e-09, 6.093867093150985137e-10, 1.175477318853457683e-10, 6.209261705495158758e-10, 1.175477318853457683e-10, 3.822551936861412944e-10, 6.404299999224923806e-10, 6.888637691593607242e-10, 1.292351485747136089e-09
2.072000000000000000e+03, 4.588701282775663068e-10, 4.588701282775663068e-10, 4.820031302780553931e-10, 7.009073553787598159e-10, 3.801154166738739225e-10, 1.453789594816817655e-10, 3.919666565504950307e-10, 1.453789594816817655e-10, 6.355618945138901383e-10, 6.044320517711661404e-10, 7.604837770137778270e-10, 7.009073553787598159e-10
2.073000000000000000e+03, 7.354104600945090336e-10, 7.354104600945090336e-10, 6.775884143154719629e-10, 9.108858014452670785e-10, 1.083852762826568824e-09, 1.372440008461677596e-10, 1.096253284138232346e-09, 1.372440008461677596e-10, 6.886337655150926568e-10, 8.211257216878677238e-10, 7.202268321098780558e-10, 9.108858014452670785e-10
2.074000000000000000e+03, 7.029006410725658917e-10, 7.029006410725658917e-10, 6.429759078001239822e-10, 1.169587788344168637e-09, 5.474935216905848121e-10, 1.768503930124645805e-10, 5.596836300813611892e-10, 1.768503930124645805e-10, 8.157760417193104011e-10, 7.091147467342901239e-10, 6.415253511370584169e-10, 1.169587788344168637e-09
2.075000000000000000e+03, 7.615875740278124608e-10, 7.615875740278124608e-10, 6.009902770405439302e-10, 9.523744055402777407e-10, 9.711763680247155598e-10, 1.861880907873639132e-10, 9.853919880980911415e-10, 1.861880907873639132e-10, 5.593301617892045486e-10, 6.874598786266301730e-10, 4.697044433843287953e-10, 9.523744055402777407e-10
2.076000000000000000e+03, 5.745288129628901820e-10, 5.745288129628901820e-10, 6.822831608497388200e-10, 6.162158299742326026e-10, 8.146877990237367579e-10, 1.665632014911815513e-10, 8.287004902402383273e-10, 1.665632014911815513e-10, 7.337149618619694055e-10, 8.185046423989828090e-10, 7.210063487381311673e-10, 6.162158299742326026e-10
2.077000000000000000e+03, 8.418593405073252582e-10, 8.418593405073252582e-10, 8.892823833293728154e-10, 9.406003298268035382e-10, 6.788053342155746552e-10, 1.493972632566784343e-10, 6.915641856523022943e-10, 1.493972632566784343e-10, 8.077623982983283350e-10, 6.467537420611166187e-10, 1.326056942121513840e-09, 9.406003298268035382e-10
2.078000000000000000e+03, 7.858794081508062431e-10, 7.858794081508062431e-10, 9.574895437525784549e-10, 1.106213951340376354e-09, 8.064025053751593080e-10, 1.407545295463910540e-10, 8.195276586430762560e-10, 1.407545295463910540e-10, 7.321877811014252797e-10, 1.000387995452018386e-09, 1.025248938423548212e-09, 1.106213951340376354e-09
2.079000000000000000e+03, 6.170152667246462505e-10, 6.170152667246462505e-10, 3.615942112256412967e-10, 1.187363013901023567e-09, 1.311125790059980792e-09, 1.621732917729800041e-10, 1.323591448212206088e-09, 1.621732917729800041e-10, 1.179881817019224372e-09, 7.543712408252736447e-10, 6.787936786421138976e-10, 1.187363013901023567e-09
2.080000000000000000e+03, 8.410234557342153783e-10, 8.410234557342153783e-10, 8.731107622717176229e-10, 1.438604857082754954e-09, 1.489259269986343392e-09, 1.530979016137144707e-10, 1.503049369544308456e-09, 1.530979016137144707e-10, 6.859821872173700837e-10, 6.995267702927230339e-10, 8.108145172756856038e-10, 1.438604857082754954e-09
2.081000000000000000e+03, 6.985360427555679440e-10, 6.985360427555679440e-10, 4.116266423643720434e-10, 1.186556802182860049e-09, 6.529743240370476198e-10, 1.600379457613351684e-10, 6.657784025052187010e-10, 1.600379457613351684e-10, 6.533563975460648976e-10, 7.239714372705994238e-10, 7.800154826028847744e-10, 1.186556802182860049e-09
2.082000000000000000e+03, 7.251421088112494677e-10, 7.251421088112494677e-10, 8.310527732101540300e-10, 1.451824599837823461e-09, 6.842099291053817885e-10, 1.520780321923083848e-10, 6.976045970076218856e-10, 1.520780321923083848e-10, 9.311572214881230901e-10, 7.290795083720904785e-10, 7.058693603977778248e-10, 1.451824599837823461e-09
2.083000000000000000e+03, 8.561500398300398799e-10, 8.561500398300398799e-10, 4.917089013431424933e-10, 7.562345121670974139e-10, 1.250599529480485472e-09, 1.480622985716523452e-10, 1.264089727539627536e-09, 1.480622985716523452e-10, 5.256038440092339678e-10, 8.185686385988617538e-10, 5.704045859211638072e-10, 7.562345121670974139e-10
2.084000000000000000e+03, 8.082234174112835355e-10, 8.082234174112835355e-10, 6.180460946474904958e-10, 1.188455135479128228e-09, 7.513352461999642657e-10, 2.070933729685398214e-10, 7.645187466540658759e-10, 2.070933729685398214e-10, 4.414686487790210424e-10, 7.555699141827924367e-10, 6.834944080440490171e-10, 1.188455135479128228e-09
2.085000000000000000e+03, 1.119541620082870699e-09, 1.119541620082870699e-09, 1.077162886384721604e-09, 8.157664315173245766e-10, 6.834045634508314419e-10, 1.322482979072657592e-10, 6.970036758436520586e-10, 1.322482979072657592e-10, 4.723120568027937704e-10, 6.186966215872913341e-10, 1.296090850592193780e-09, 8.157664315173245766e-10
2.086000000000000000e+03, 6.798560639421764252e-10, 6.798560639421764252e-10, 9.108310571504618589e-10, 1.406148478470399325e-09, 1.189057886974117005e-09, 2.006304765999677723e-10, 1.202354670151204490e-09, 2.006304765999677723e-10, 5.277988827942459415e-10, 6.569593900642476826e-10, 1.101157229494384627e-09, 1.406148478470399325e-09
2.087000000000000000e+03, 1.033004069196889294e-09, 1.033004069196889294e-09, 9.149706153904555584e-10, 9.556313738936351374e-10, 6.764536524967780921e-10, 1.319668589117539816e-10, 6.905912597851813180e-10, 1.319668589117539816e-10, 3.816755724995463372e-10, 7.326346865432463290e-10, 6.979144300358703852e-10, 9.556313738936351374e-10
2.088000000000000000e+03, 6.520712376456644222e-10, 6.520712376456644222e-10, 6.377573741636480935e-10, 1.112992289445551347e-09, 8.566362544097132819e-10, 2.109184082556089089e-10, 8.700296744943822762e-10, 2.109184082556089089e-10, 8.932458132952280738e-10, 8.758971008134231004e-10, 7.324583886749183202e-10, 1.112992289445551347e-09
2.089000000000000000e+03, 7.564200629347041731e-10, 7.564200629347041731e-10, 4.397702425501061213e-10, 7.419870642237283155e-10, 6.833439429461583460e-10, 1.698201727968068609e-10, 6.978714039929315340e-10, 1.698201727968068609e-10, 5.582779809881915842e-10, 8.359760798932828996e-10, 8.037798423022834240e-10, 7.419870642237283155e-10
2.090000000000000000e+03, 8.115824308023541024e-10, 8.115824308023541024e-10, 8.956287536126685729e-10, 9.224584211262691974e-10, 1.312109267973322905e-09, 2.668931030903635203e-10, 1.327110174801037249e-09, 2.668931030903635203e-10, 9.938616326726866729e-10, 5.402548262625380301e-10, 6.577218310166427787e-10, 9.224584211262691974e-10
2.091000000000000000e+03, 7.170087094152408277e-10, 7.170087094152408277e-10, 3.676601287265485816e-10, 1.801078048072207552e-09, 1.676727487519141874e-09, 2.043067674121922076e-10, 1.692012858856507541e-09, 2.043067674121922076e-10, 6.792239126125732469e-10, 5.106645875276238897e-10, 8.897758905333932476e-10, 1.801078048072207552e-09
2.092000000000000000e+03, 8.113740637530817586e-10, 8.113740637530817586e-10, 1.106214042868053202e-09, 7.917225444627612845e-10, 7.055201239835843463e-10, 1.637791803729279884e-10, 7.219523510123082848e-10, 1.637791803729279884e-10, 9.871232048004024632e-10, 7.832231173875900749e-10, 1.243786448085071307e-09, 7.917225444627612845e-10
2.093000000000000000e+03, 9.468042831591350229e-10, 9.468042831591350229e-10, 5.204012449203782265e-10, 1.098976766026374417e-09, 8.738147639428017939e-10, 1.961507862429409981e-10, 8.887854386760347116e-10, 1.961507862429409981e-10, 5.496531649890540172e-10, 5.870952064472581653e-10, 7.625231172853600215e-10, 1.098976766026374417e-09
2.094000000000000000e+03, 6.416198476292838796e-10, 6.416198476292838796e-10, 1.018939525867517095e-09, 1.029508227746837011e-09, 9.723690819062528796e-10, 2.154977658067126500e-10, 9.881138246069748432e-10, 2.154977658067126500e-10, 6.369880258257164829e-10, 7.107624922642576848e-10, 8.500126398761029420e-10, 1.029508227746837011e-09
2.095000000000000000e+03, 6.674200636983517283e-10, 6.674200636983517283e-10, 7.029216554255686246e-10, 1.136121914425642956e-09, 1.312681342670435803e-09, 1.556811339864062376e-10, 1.328071521908673659e-09, 1.556811339864062376e-10, 9.607880820202869818e-10, 6.711120894692980582e-10, 9.074324546722391072e-10, 1.136121914425642956e-09
