year, NorESM2-LM, CESM2-WACCM, NorESM2-MM, CNRM-ESM2-1, UKESM1-0-LL, EC-Earth3-Veg, IPSL-CM6A-LR, INM-CM5-0, CMCC-CM2-SR5, INM-CM4-8, MPI-ESM1-2-LR, TaiESM1, ACCESS-ESM1-5, CanESM5, MIROC-ES2L, GFDL-ESM4
2.072000000000000000e+03, 2.507569998523337507e+00, 2.798919656159262193e+00, 2.572550694338293198e+00, 3.856918724666100307e+00, 3.376780835186726559e+00, 3.101447679906106369e+00, 3.015041861101498633e+00, 2.818253340919779859e+00, 2.454016617831965341e+00, 2.631569219508319346e+00, 3.767490740411047589e+00, 1.322515398624279914e+00, 3.255249145015687962e+00, 5.084572859392054056e+00, 4.864621145392404422e+00, 3.395125633625186712e+00
2.073000000000000000e+03, 2.415237793884651651e+00, 2.809207734844652915e+00, 2.693231500832451886e+00, 3.869096201886360387e+00, 3.561907461724730606e+00, 3.260167616203209384e+00, 2.692442638269842092e+00, 2.923066509976956162e+00, 2.388747060205756778e+00, 2.979916262035869678e+00, 3.572944627300990383e+00, 1.482306519246570753e+00, 3.243515418617825219e+00, 5.211337695902240164e+00, 4.673886753870957200e+00, 3.263921585628255517e+00
2.074000000000000000e+03, 2.438163536851953861e+00, 2.773277475382144086e+00, 2.665242431797135492e+00, 3.633543111171535500e+00, 3.597939125187812337e+00, 3.170953222716638820e+00, 3.290712110400736190e+00, 3.018215590995986464e+00, 2.012123061093114007e+00, 2.579382106391179263e+00, 3.869331581015534205e+00, 1.403517641229111490e+00, 3.176628718181848221e+00, 5.292746974369293866e+00, 4.743313523072201221e+00, 3.211200246572495587e+00
2.075000000000000000e+03, 2.367187280833377816e+00, 2.852918438460135153e+00, 2.477674176902721292e+00, 3.773789885400150812e+00, 3.778490264855685066e+00, 3.245094480463137199e+00, 2.770961163579452435e+00, 2.893337416374216264e+00, 2.425041547721502599e+00, 2.983958814575400353e+00, 3.550818539109167560e+00, 1.442543421776005363e+00, 3.185190125412010520e+00, 5.242380167362548526e+00, 4.876761744660615072e+00, 3.348317017880558133e+00
2.076000000000000000e+03, 2.317691918843113985e+00, 2.796943664521190254e+00, 2.662338755042882088e+00, 4.057064704656702325e+00, 3.037612049949453219e+00, 3.259881984327710036e+00, 3.230839278793110836e+00, 3.162275975435719477e+00, 2.468692053139581954e+00, 2.570341018360958074e+00, 3.586403114202349585e+00, 1.423241649471773451e+00, 3.133509057990720770e+00, 5.202067149997907869e+00, 4.878115910755910001e+00, 3.221547597080837821e+00
2.077000000000000000e+03, 2.122893828192865318e+00, 2.807667479964190527e+00, 2.561110415062312295e+00, 3.840767399414058758e+00, 3.401618710849603655e+00, 2.259190416697053561e+00, 2.756004607659108707e+00, 2.987871031199804239e+00, 2.311504667736886898e+00, 2.857997690440136296e+00, 3.549290681113404400e+00, 1.597056696933474962e+00, 3.179761893041910703e+00, 5.498586196955892902e+00, 4.853301495087200657e+00, 3.393939197068615687e+00
2.078000000000000000e+03, 2.338828222046793304e+00, 2.743230424821171631e+00, 2.506203627830821290e+00, 3.861828221965235564e+00, 3.300975817980035032e+00, 2.975129840974858997e+00, 2.969213712144056494e+00, 2.826140667358675529e+00, 2.200586020775743279e+00, 2.910863033856371906e+00, 3.271867678839091909e+00, 1.487044421482171197e+00, 3.353075271236365840e+00, 5.609822559552966936e+00, 4.728575918156210811e+00, 3.277752128455468483e+00
2.079000000000000000e+03, 2.353282176469320586e+00, 2.639339024436073711e+00, 2.586723658190334785e+00, 3.579654342952546031e+00, 3.368032809336622080e+00, 3.106376967095612063e+00, 2.934958380975674519e+00, 2.938562701033939017e+00, 2.416470373092705959e+00, 2.579029294686765450e+00, 3.962318468928737847e+00, 1.437408030605129561e+00, 2.930202938553272851e+00, 5.584305856863964301e+00, 4.903850293167500318e+00, 3.270893467188102477e+00
2.080000000000000000e+03, 2.334326176880376025e+00, 2.796192339218189549e+00, 2.743429588191203194e+00, 3.854309114566681682e+00, 3.433889303444252139e+00, 3.051550905503689126e+00, 2.532263200908955181e+00, 2.876817334170866047e+00, 2.448458639050083097e+00, 2.696547702626411525e+00, 3.759250181759744791e+00, 1.492928982855826314e+00, 2.832994737676943320e+00, 5.693608120076687484e+00, 5.262508651547419980e+00, 3.133793263396603468e+00
2.081000000000000000e+03, 2.465839418819870676e+00, 2.729615562177577726e+00, 2.611586393056664068e+00, 3.807474454051081203e+00, 3.325129878248524129e+00, 2.922714902746633481e+00, 3.190090293319856052e+00, 2.831221988683911839e+00, 2.459650171035828947e+00, 2.882267517229902154e+00, 3.818477008219645530e+00, 1.479734736469416223e+00, 3.304009140457458304e+00, 5.327389570518194617e+00, 4.764067706726899942e+00, 3.249523254029303310e+00
2.082000000000000000e+03, 2.343955484876064865e+00, 2.697421327555430182e+00, 2.580039150736396003e+00, 3.632066639547092635e+00, 3.295546636358986703e+00, 3.204449253014773014e+00, 2.801094987267894076e+00, 2.888959646908385359e+00, 2.369289986926725433e+00, 2.667308519857110038e+00, 3.855416490129737195e+00, 1.543509633841613882e+00, 3.053360319948231982e+00, 5.579254952157310932e+00, 5.122009665725830274e+00, 3.528552052165530917e+00
2.083000000000000000e+03, 2.713305884861036965e+00, 2.790274955863802031e+00, 2.586025753822358109e+00, 4.185863781786709481e+00, 3.288096550863464973e+00, 3.045348449106354050e+00, 3.051038075665833293e+00, 2.889682671594977048e+00, 2.352372258857172493e+00, 2.981918810853930513e+00, 4.110432096114934986e+00, 1.480142091306650753e+00, 3.058556880417614643e+00, 5.249275691419986956e+00, 4.905114631643147760e+00, 3.166980819183732976e+00
2.084000000000000000e+03, 2.591599609582319719e+00, 2.949103266941107915e+00, 2.608706895140479265e+00, 3.950791736230453211e+00, 3.271258983017705013e+00, 3.437625739848356066e+00, 2.908574144106407022e+00, 2.741691246818155570e+00, 2.421142026038626049e+00, 2.733683990438093847e+00, 3.913656326369213456e+00, 1.387318469919526454e+00, 3.289461482036706297e+00, 5.535208073313004462e+00, 4.592576178569745871e+00, 3.384859402778108706e+00
2.085000000000000000e+03, 2.414431017239194510e+00, 2.902323346319691133e+00, 2.679408485219259006e+00, 4.310496617141210685e+00, 3.266058003792939868e+00, 2.355557700894713946e+00, 3.416182020005926745e+00, 2.890042544027497051e+00, 2.184644859254254001e+00, 2.793948320335996272e+00, 3.729712451602673617e+00, 1.675657454212521325e+00, 3.149381585565654618e+00, 5.386029832995142819e+00, 5.161824312238472601e+00, 3.571341086855940983e+00
2.086000000000000000e+03, 2.246457055018626026e+00, 3.054956020554945528e+00, 2.587611439330828045e+00, 3.778019953804719666e+00, 3.028112316044809571e+00, 3.074537174493223279e+00, 3.328891164184436313e+00, 2.932584595447663478e+00, 2.641653489740032779e+00, 2.742529709456609677e+00, 3.993593721964874277e+00, 1.375959215882123221e+00, 3.238020527070343935e+00, 5.704300805089181026e+00, 5.096569564121271156e+00, 3.326629022662690893e+00
2.087000000000000000e+03, 2.495919203386879559e+00, 2.989761589882271586e+00, 2.493475781128182689e+00, 4.229982167601359144e+00, 3.403554711170064806e+00, 3.545967790028951239e+00, 2.967358138585787231e+00, 2.849981825253576684e+00, 2.607052006460327753e+00, 2.899188209580826125e+00, 3.774137323083868623e+00, 1.616379191253372927e+00, 3.284353856687753925e+00, 5.811674605795944082e+00, 5.059710606035084268e+00, 3.581775627589940392e+00
2.088000000000000000e+03, 2.485199941092650189e+00, 2.929735077520585484e+00, 2.549658989824020061e+00, 4.023432151468612439e+00, 3.552536000721461917e+00, 3.212968008798012587e+00, 3.176243391461505361e+00, 2.746110709392119098e+00, 2.190286972116189723e+00, 2.447745743734214052e+00, 3.603337490529645137e+00, 1.381505468248456436e+00, 3.242410581280926074e+00, 5.756263648357128559e+00, 4.636717210069391193e+00, 3.663395947788304241e+00
2.089000000000000000e+03, 2.776960653793746570e+00, 3.016142024607049610e+00, 2.844372545722303247e+00, 4.234893717617494779e+00, 3.832794194792723985e+00, 3.290587320661621629e+00, 3.157786642253131770e+00, 3.013327858742049781e+00, 1.998556494275159690e+00, 2.589223668956890378e+00, 3.766271428590301174e+00, 1.564650353208299816e+00, 3.151705724638466322e+00, 5.750247862355036155e+00, 5.265399481555816052e+00, 3.875669410199699794e+00
2.090000000000000000e+03, 2.484252712213983916e+00, 2.832869266311240253e+00, 2.595375602283982897e+00, 4.101845104636201000e+00, 3.501070749909733770e+00, 3.365423426553690422e+00, 3.282488429677088426e+00, 2.739669549242037316e+00, 2.449117911541776493e+00, 2.648698905927533431e+00, 4.022363309223457861e+00, 1.265847807510445122e+00, 3.294255184452239416e+00, 5.825605860754017762e+00, 5.036693006857362320e+00, 3.554556029176032084e+00
2.091000000000000000e+03, 2.629261940159652866e+00, 2.944873256792666094e+00, 2.815364715842788357e+00, 3.994877136906551218e+00, 3.831131257681220426e+00, 3.202345578024792694e+00, 2.673014249834661182e+00, 2.713608549865860198e+00, 2.885107422499905372e+00, 2.745506581370521726e+00, 3.884851651011690610e+00, 1.490968551684456855e+00, 2.922714702978900458e+00, 6.089439429375037349e+00, 5.240418957768143038e+00, 3.266081834276747475e+00
2.092000000000000000e+03, 2.637808828225247204e+00, 2.709649000558612464e+00, 2.723395530285623423e+00, 4.409221009940789138e+00, 3.593724227086964262e+00, 2.954067550773611384e+00, 2.981877017453597123e+00, 2.999784426892753153e+00, 2.560573594508265050e+00, 2.706922016415344245e+00, 3.789506673931939851e+00, 1.609174988710172505e+00, 3.211219042706628279e+00, 5.802993070572859402e+00, 4.867210835126490664e+00, 3.866211163699528885e+00
2.093000000000000000e+03, 2.501464414690103499e+00, 2.736732453651061103e+00, 2.676721025733388437e+00, 4.141590013979261187e+00, 3.574655719093139616e+00, 3.213398276366806527e+00, 2.760842173848442993e+00, 2.839652243848026281e+00, 1.900317302144738152e+00, 2.823819772476026113e+00, 3.924023379234084619e+00, 1.493991285081444298e+00, 3.128925741504754221e+00, 5.783278358181253687e+00, 5.301167618002489590e+00, 3.765467153472808803e+00
2.094000000000000000e+03, 2.408657826129509960e+00, 2.843039562784038132e+00, 2.642388398045752318e+00, 4.327231282063140227e+00, 3.694129087222743024e+00, 3.123826125881258076e+00, 2.918279158166353415e+00, 2.817901609508009386e+00, 2.357814985578397859e+00, 2.917324605873461874e+00, 3.785611455486466159e+00, 1.367403921595135463e+00, 3.138439404296478941e+00, 5.923594996041365413e+00, 5.317336497683616159e+00, 3.818755402919066011e+00
2.095000000000000000e+03, 2.433562981430104522e+00, 2.743162519023365054e+00, 2.840883168267215542e+00, 4.131429533140106969e+00, 3.221722034279777880e+00, 2.842580335238149569e+00, 2.977369594431802380e+00, 2.879843383843147642e+00, 2.335098055660442373e+00, 2.758418402982480977e+00, 3.939558344751954433e+00, 1.563171618058639911e+00, 3.167084663415697054e+00, 5.811102688977922703e+00, 5.181916323359494925e+00, 3.620368830494169021e+00
2.096000000000000000e+03, 2.465891482460266459e+00, 2.819990786516731962e+00, 2.530035411314056404e+00, 4.020942590110953674e+00, 3.599581011193233593e+00, 3.417784557338663376e+00, 3.183796592678954429e+00, 2.986489021386246279e+00, 2.659964687656643623e+00, 2.632187660636763127e+00, 3.798876971665099855e+00, 1.566420174208262850e+00, 3.104796523742987535e+00, 6.054926662898907352e+00, 5.267294535144730006e+00, 3.756677899786983854e+00
2.097000000000000000e+03, 2.656802612807686703e+00, 2.961048884721255270e+00, 2.543276613017424026e+00, 4.309908917923214844e+00, 3.525161241393225620e+00, 2.797522010409466908e+00, 3.050247670532672206e+00, 3.142306476748446986e+00, 2.356525606418025998e+00, 2.772779584761072336e+00, 3.780059103087104688e+00, 1.372386494663851542e+00, 3.236108330116438392e+00, 6.090805114456247615e+00, 5.392557897326351934e+00, 3.789345748848326867e+00
2.098000000000000000e+03, 2.739897148202731891e+00, 2.792026494854703333e+00, 2.811584819697544813e+00, 3.918850213800982640e+00, 3.452532723147733407e+00, 3.250560508792048608e+00, 3.392400455870227205e+00, 3.045797465481819621e+00, 2.210907176072468783e+00, 2.785739966229319187e+00, 3.772878910418862031e+00, 1.388812592005788327e+00, 3.224727946076895169e+00, 5.758325808173761828e+00, 5.105959250995451448e+00, 3.740439324202106786e+00
2.099000000000000000e+03, 2.529034732988217904e+00, 2.900159725099376029e+00, 2.748879105490042107e+00, 4.163669147346760191e+00, 3.672958006380049767e+00, 2.780120950144486347e+00, 2.998975672608128029e+00, 2.641583277117255157e+00, 2.560771589214662747e+00, 2.777151534883561368e+00, 3.511673470674677500e+00, 1.713358005337271672e+00, 3.422167189521708952e+00, 6.070805845743912244e+00, 5.220529294492317618e+00, 3.646836203383597041e+00
2.100000000000000000e+03, 2.764543885178653682e+00, 2.941291147508993120e+00, 2.795377300375058383e+00, 4.481391989866508219e+00, 3.632295050962312200e+00, 3.504382828448833198e+00, 3.345288848903410717e+00, 3.066375055414677142e+00, 2.713548316196066512e+00, 2.988127590492270613e+00, 4.008164696391556703e+00, 1.572409797879807947e+00, 3.219357568094901367e+00, 6.272565723649765168e+00, 5.175936040869107302e+00, 3.502127204233855373e+00
