year, CESM2-WACCM, CMCC-CM2-SR5, CanESM5, TaiESM1, EC-Earth3-Veg, UKESM1-0-LL, ACCESS-ESM1-5, CNRM-ESM2-1, NorESM2-LM, NorESM2-MM, IPSL-CM6A-LR, MPI-ESM1-2-LR, GFDL-ESM4, MIROC-ES2L
2.025000000000000000e+03, 1.686145174081524756e+00, 1.923323515348484669e+00, 3.703779384182907641e+00, 1.242798041584432633e+00, 1.624132342057275080e+00, 2.707194146477472252e+00, 2.830715333870569506e+00, 2.516442715342411152e+00, 1.467336965947322769e+00, 1.648792861730801196e+00, 1.851854373292272760e+00, 2.854481684280430809e+00, 1.767062499679357135e+00, 3.233183901422223450e+00
2.026000000000000000e+03, 1.853398186334082487e+00, 1.980910334441328802e+00, 4.022688810784746494e+00, 1.237934280798757003e+00, 1.632646862448251079e+00, 2.530781096984277223e+00, 2.748547832320918705e+00, 2.569989298013993562e+00, 1.681897146710623847e+00, 1.717859821041197055e+00, 1.859886184497858475e+00, 2.950466850469719571e+00, 1.860915535331050918e+00, 3.266304139651059479e+00
2.027000000000000000e+03, 1.947243347627536370e+00, 1.990697259313567447e+00, 4.067813097701115765e+00, 1.227530150751628968e+00, 1.785432474489574206e+00, 2.432826572700311996e+00, 2.837331327332681230e+00, 2.594777724929624441e+00, 1.606266044474911059e+00, 1.669546417676429417e+00, 1.801700152932904420e+00, 2.885287510068523797e+00, 1.898963923056216307e+00, 3.227389041630781552e+00
2.028000000000000000e+03, 1.876334761029097020e+00, 2.107582840952717529e+00, 3.891988189215764393e+00, 1.261622391359401352e+00, 1.561389336453026688e+00, 2.525110968754337382e+00, 2.906951508453875732e+00, 2.639938406321519881e+00, 1.688309145665726207e+00, 1.671703906540687568e+00, 1.796188545619411769e+00, 3.006880926924663022e+00, 1.862483355187137812e+00, 3.224785943926861354e+00
2.029000000000000000e+03, 1.907986042078650080e+00, 2.056539255605859928e+00, 3.752807155096550940e+00, 1.243566926692607266e+00, 1.741569779298399290e+00, 2.579179909217876876e+00, 3.027605570669922752e+00, 2.447506596684720925e+00, 1.713040034772720821e+00, 1.757682389835902415e+00, 1.946364703300716315e+00, 3.031823857264174027e+00, 1.907378473190403101e+00, 3.303064527485402913e+00
2.030000000000000000e+03, 1.812351933318873121e+00, 1.909120280193560948e+00, 4.170999716835110505e+00, 1.128599621872538261e+00, 1.503642895079269071e+00, 2.609241021704322261e+00, 3.113864492461725586e+00, 2.600975684959233369e+00, 1.559299599968929639e+00, 1.794471726196606998e+00, 1.826020005504759514e+00, 2.843774680092315155e+00, 1.894522172594152121e+00, 3.183852786229621756e+00
2.031000000000000000e+03, 1.864535551192074703e+00, 2.114657736078672468e+00, 3.924722303261849454e+00, 1.232585647803368323e+00, 1.614006923020773643e+00, 2.573459548827798926e+00, 2.934016653658191753e+00, 2.657321066945042887e+00, 1.566627884671524917e+00, 1.725473235893102197e+00, 1.815443825032492464e+00, 2.964087474885543916e+00, 1.885914419264716368e+00, 3.237305327215111994e+00
2.032000000000000000e+03, 1.907767540307720111e+00, 2.109194484229927724e+00, 3.979060281370889740e+00, 1.198390335888935399e+00, 1.648682071681160988e+00, 2.393471064712002772e+00, 2.961123881581322337e+00, 2.630449126201438670e+00, 1.623497441498302774e+00, 1.866666573590700651e+00, 1.880521042930001441e+00, 2.998205822478587024e+00, 1.909323763329887846e+00, 3.282315139363709555e+00
2.033000000000000000e+03, 1.830830869079055123e+00, 2.070770961728401360e+00, 4.018394404725495583e+00, 1.281059539810787573e+00, 1.592133372757471577e+00, 2.276900271555744037e+00, 2.987316102286572850e+00, 2.681195634706935227e+00, 1.691390433278867400e+00, 1.810520977858214753e+00, 1.893287101747433310e+00, 3.155345683746623831e+00, 1.897945917699170204e+00, 3.345980735168089026e+00
2.034000000000000000e+03, 1.822163959218072282e+00, 2.022864630346531190e+00, 4.115986545574466859e+00, 1.182096694375061485e+00, 1.761005666392972957e+00, 2.615878681384009585e+00, 3.074442005880422268e+00, 2.600003387439115965e+00, 1.786016052437060520e+00, 1.755513408079030890e+00, 1.881664641390891957e+00, 2.847148984974599006e+00, 1.797128577316806863e+00, 3.283896133895264136e+00
2.035000000000000000e+03, 1.780482780480534766e+00, 2.095026559786242082e+00, 4.025143551215331073e+00, 1.255972060515239574e+00, 1.671494236023314484e+00, 2.636083006309690280e+00, 2.939463390184851033e+00, 2.641760645655048201e+00, 1.784006646188288636e+00, 1.676391303925105936e+00, 1.893533845581311548e+00, 2.822420924821339216e+00, 1.865456179871524123e+00, 3.288531022326148801e+00
2.036000000000000000e+03, 1.797023301504672599e+00, 2.304340528943050970e+00, 4.102776447175541463e+00, 1.329345301277880420e+00, 1.772214850997359203e+00, 2.550227688018250394e+00, 3.028694675402564762e+00, 2.792315836461977785e+00, 1.706205169224312757e+00, 1.824522656951056421e+00, 1.862847862052154468e+00, 2.801963085564851852e+00, 1.887619484427468519e+00, 3.267122827305378507e+00
2.037000000000000000e+03, 1.714816584516141384e+00, 2.133145072715325163e+00, 4.282889998590450276e+00, 1.177736928641318848e+00, 1.886513833204105817e+00, 2.336949190687791944e+00, 3.044299781766830026e+00, 2.530780187212399390e+00, 1.718796020817318970e+00, 1.845069909083937754e+00, 1.861495919281372702e+00, 2.939505559294861570e+00, 1.946201251221443496e+00, 3.384920710856331283e+00
2.038000000000000000e+03, 2.022605457623550151e+00, 2.026658666051666557e+00, 4.148984098899148876e+00, 1.192507442181468535e+00, 1.799482109446386424e+00, 2.754891729219753671e+00, 2.863572453714573474e+00, 2.631138561196872505e+00, 1.755100129785390539e+00, 1.830685660639188139e+00, 1.948356897315385083e+00, 2.993839515524075789e+00, 1.969481618198734463e+00, 3.365675757344382735e+00
2.039000000000000000e+03, 1.815061926768823497e+00, 2.167222632532292081e+00, 3.945279709832109738e+00, 1.299988994105884865e+00, 1.652838958836622796e+00, 2.781195125834858395e+00, 2.997924487090789292e+00, 2.802059439549810183e+00, 1.721425356520222438e+00, 1.700397728246215934e+00, 2.010909432546630349e+00, 3.119622569552924052e+00, 1.972032614446450394e+00, 3.546574753006679348e+00
2.040000000000000000e+03, 1.933983862255111541e+00, 1.899598850598316568e+00, 3.997495752820359183e+00, 1.299743999601078670e+00, 1.713681493168521142e+00, 2.755433312939193691e+00, 2.975742249307212095e+00, 2.843028377982668609e+00, 1.792716608977262371e+00, 1.854269641889815246e+00, 2.024240825703745195e+00, 3.036505578413763562e+00, 1.870573269260258353e+00, 3.484839467818378278e+00
2.041000000000000000e+03, 1.956223222063268707e+00, 2.103456584634468385e+00, 4.174431085902782002e+00, 1.262301591399308975e+00, 1.854746740887331491e+00, 2.751694085415846036e+00, 3.046730110902571287e+00, 2.668998360510805412e+00, 1.752532506825242642e+00, 1.695220403262985842e+00, 1.966306830743944634e+00, 3.027097802343697630e+00, 1.977517409864251841e+00, 3.432655383498014245e+00
2.042000000000000000e+03, 1.977513396188418371e+00, 2.074709551531062957e+00, 4.301018260394307013e+00, 1.373015560609298857e+00, 1.713297025205258617e+00, 2.710652661025663157e+00, 2.969357515316637830e+00, 2.712163504141291259e+00, 1.841809111679316491e+00, 1.932312457661695460e+00, 1.995340092857328829e+00, 3.160453207502892159e+00, 2.050489741830070045e+00, 3.472141453538026390e+00
2.043000000000000000e+03, 1.846162591182750168e+00, 2.220444914534846159e+00, 4.043101838287811667e+00, 1.259612618522290894e+00, 1.569744230249493500e+00, 2.711618742171403973e+00, 3.038128148882226043e+00, 2.725220683316930792e+00, 1.823199710809598528e+00, 1.845067219100867240e+00, 2.036711583850742802e+00, 2.954240146001666734e+00, 2.012287420214985634e+00, 3.488508821641223001e+00
2.044000000000000000e+03, 1.959085806765866522e+00, 2.292481521891297724e+00, 4.172292569957219754e+00, 1.186927365643523302e+00, 1.664741183361565291e+00, 2.622476008926734714e+00, 3.094642721282846676e+00, 2.805450695253516091e+00, 1.672476185490360256e+00, 1.692005919348700482e+00, 1.933480035688674770e+00, 3.022863589346624913e+00, 2.006769450661015419e+00, 3.414046334751298595e+00
2.045000000000000000e+03, 2.039052016452795879e+00, 2.015497047715719248e+00, 4.244389830462553803e+00, 1.342022713666057188e+00, 1.669040972819726854e+00, 2.729676139979659855e+00, 3.002866817844340286e+00, 2.602211274796052187e+00, 1.696704502158479011e+00, 1.888999051613879709e+00, 2.055086235841988795e+00, 3.258268292655983167e+00, 1.943168697999690941e+00, 3.405933950265338517e+00
2.046000000000000000e+03, 1.968866922114311580e+00, 2.160921967139665778e+00, 4.369668311925698490e+00, 1.268473483819844372e+00, 1.795092836268992187e+00, 2.898447545445751228e+00, 2.988287280053235406e+00, 2.708763686846288987e+00, 1.859927154233535829e+00, 1.875350981969326591e+00, 2.041288785911137715e+00, 3.158076922342812676e+00, 2.022476282814755333e+00, 3.623464233898787690e+00
2.047000000000000000e+03, 2.016074392380998948e+00, 2.274187238152527435e+00, 4.156973723472564330e+00, 1.369255162106348234e+00, 1.886067194303980621e+00, 2.663050879772740576e+00, 3.104964317156184261e+00, 2.840938751303762722e+00, 1.755787083530114145e+00, 1.860168200631485025e+00, 2.090042931428617301e+00, 2.980971829780284743e+00, 2.100278204377077351e+00, 3.550451749006484636e+00
2.048000000000000000e+03, 2.006766669849692875e+00, 2.130243786999618028e+00, 4.200562894933638880e+00, 1.234840028074933649e+00, 1.806495442800034601e+00, 2.968894596181783641e+00, 3.194512191370734389e+00, 2.815121813280279994e+00, 1.755517911245665363e+00, 1.897670363650985292e+00, 2.005035799015249420e+00, 3.181958337097717138e+00, 2.112867482526371354e+00, 3.528595333540565981e+00
2.049000000000000000e+03, 2.069249034660812114e+00, 2.025829427926888471e+00, 4.369489025263710857e+00, 1.269119889331897122e+00, 1.881433254899174123e+00, 2.629825232706112459e+00, 3.153402147335160333e+00, 2.897719229562148779e+00, 1.884848895519905643e+00, 1.854925437255016574e+00, 2.090215512216457405e+00, 3.077399881998202691e+00, 2.050236576993914817e+00, 3.431885864722429957e+00
2.050000000000000000e+03, 1.937985286473579594e+00, 2.178575309844285712e+00, 4.785336316590247385e+00, 1.172370974325146920e+00, 1.572834204873118091e+00, 2.758561351666480199e+00, 3.193503283449375729e+00, 2.788868369526529722e+00, 1.825631274189898789e+00, 1.804139031921479841e+00, 2.007687889047411467e+00, 3.011435559716440835e+00, 2.042146095727665589e+00, 3.464444062115558776e+00
2.051000000000000000e+03, 1.965956866458642649e+00, 2.047091551038659141e+00, 4.065307307645205093e+00, 1.294634997826659806e+00, 1.934276176477712772e+00, 2.685898907498339927e+00, 3.163764071993677263e+00, 2.723481046515435544e+00, 1.608871705455233503e+00, 1.848043247420279922e+00, 2.072903100762143236e+00, 2.999998434214539600e+00, 2.059540522969074416e+00, 3.415716923883707512e+00
2.052000000000000000e+03, 1.805720859355092411e+00, 2.198142303107752493e+00, 4.275816646054559911e+00, 1.287351950932790201e+00, 1.812530312164320145e+00, 2.658133145563062794e+00, 3.142064553923820114e+00, 2.758241192584481638e+00, 1.716577185066242572e+00, 1.826581217732718976e+00, 2.055351481973104466e+00, 3.105196619121067592e+00, 2.017984723743329933e+00, 3.649804019397312249e+00
2.053000000000000000e+03, 1.916874021097110914e+00, 2.224762005733351256e+00, 4.322443110194441829e+00, 1.289759388692074848e+00, 1.921156033332979129e+00, 2.876040199009833209e+00, 3.152500429097150114e+00, 2.726540970976692790e+00, 1.771758784036680856e+00, 1.870219379800898585e+00, 2.032884205733560101e+00, 3.193651271462663477e+00, 2.047528951716814039e+00, 3.685717941129047048e+00
2.054000000000000000e+03, 1.760836543220703376e+00, 2.198011606403721618e+00, 4.480682832284348827e+00, 1.320400367235053718e+00, 1.841848532919375447e+00, 2.795599258416175736e+00, 3.197198642545440617e+00, 2.712913223031443888e+00, 1.786560336736083610e+00, 1.923354098717499072e+00, 2.116153359240431353e+00, 3.147607056816539739e+00, 2.017218644348939272e+00, 3.569194304487799396e+00
2.055000000000000000e+03, 1.928447560539019445e+00, 1.995935040763059165e+00, 4.255525479148297485e+00, 1.414658463090856300e+00, 2.057630274333897447e+00, 2.851325129492743748e+00, 3.157487314241683496e+00, 3.011719332850915087e+00, 1.683500784056322308e+00, 1.686870170642300604e+00, 2.064699449395899222e+00, 3.208332456419874301e+00, 2.082985166679702793e+00, 3.692719619686620103e+00
2.056000000000000000e+03, 2.007304051411790802e+00, 2.096970890194279402e+00, 4.547375690345325516e+00, 1.233474047515036531e+00, 1.759734357510443603e+00, 2.524148452542687604e+00, 3.276497928566259876e+00, 2.934511924924611659e+00, 1.887662282704940298e+00, 1.923337990405063813e+00, 2.093049960787337849e+00, 3.303332824426641334e+00, 2.046334125774968982e+00, 3.662585946678759807e+00
2.057000000000000000e+03, 2.040421697170528237e+00, 2.178484056868679186e+00, 4.540427699762632940e+00, 1.297631800315465878e+00, 1.983561021417394210e+00, 3.004365165946225158e+00, 3.189576696331696049e+00, 2.886568784563955159e+00, 1.753011387523444320e+00, 1.876825346611192158e+00, 2.034477138938507235e+00, 3.115526728827045844e+00, 2.163730621342157878e+00, 3.640777467315093663e+00
2.058000000000000000e+03, 2.079747011745532337e+00, 2.141322803959708754e+00, 4.544987437082864012e+00, 1.220483904773282724e+00, 1.857080707983894907e+00, 3.095396152177538163e+00, 3.153108607753248194e+00, 2.929325473778024769e+00, 1.839847162691957694e+00, 1.720124530937373830e+00, 1.993810328091785378e+00, 3.042199986328147698e+00, 2.171857715398127109e+00, 3.804688958131262400e+00
2.059000000000000000e+03, 1.958912385795985589e+00, 2.225614444752525678e+00, 4.413039305511741617e+00, 1.335444870077719726e+00, 1.967014448295266282e+00, 2.978229324461953098e+00, 3.104768665983153930e+00, 2.789615398882574926e+00, 1.772722124851665582e+00, 1.864693260735042157e+00, 2.119567844629281606e+00, 3.242746829254491647e+00, 2.207770893569905635e+00, 3.795546693073304390e+00
2.060000000000000000e+03, 1.998414199409251690e+00, 2.117611652556717683e+00, 4.673481903498243994e+00, 1.461426966644908454e+00, 1.867100866658298219e+00, 2.919635429562894569e+00, 3.159545452588633285e+00, 2.872637825285653701e+00, 1.625220766178737231e+00, 1.854772516109728819e+00, 2.054203863334519209e+00, 3.114585155437864294e+00, 2.209700452406987647e+00, 3.666523079922714867e+00
2.061000000000000000e+03, 2.021034903998133903e+00, 2.358209927951518292e+00, 4.566457596829604171e+00, 1.338812439179390523e+00, 2.023966727035743318e+00, 3.045927755751285826e+00, 3.189275255555408695e+00, 2.878508325977869653e+00, 1.898884493024279863e+00, 1.796976806943034743e+00, 2.111655398199596689e+00, 3.334216484054311369e+00, 2.271121395341982652e+00, 3.792396214814402366e+00
2.062000000000000000e+03, 2.018245790344972868e+00, 2.178934796729027124e+00, 4.643517254332520494e+00, 1.296247269012078984e+00, 2.063754207213468028e+00, 2.990669378948707990e+00, 3.143472106894901419e+00, 2.979056802770299939e+00, 1.685350430781501485e+00, 1.899967916740539442e+00, 2.064377839791856850e+00, 3.322040051544739470e+00, 2.262263712107468905e+00, 3.609202401355962042e+00
2.063000000000000000e+03, 1.931163049387671915e+00, 2.261323585846302997e+00, 4.835188185361896096e+00, 1.291757600231944636e+00, 2.077406782287796627e+00, 2.652140211423359428e+00, 3.159514032057844979e+00, 3.219152129243148419e+00, 1.541157880496914157e+00, 1.802303833663540855e+00, 1.957029957108313178e+00, 3.102030338181434921e+00, 2.232567117907332310e+00, 3.857493923407499636e+00
2.064000000000000000e+03, 2.117270040651668683e+00, 2.226923702563349927e+00, 4.577386327898795848e+00, 1.313812920347312563e+00, 1.920537441266099599e+00, 3.069426960112207503e+00, 3.106150487738888799e+00, 2.914045413317117195e+00, 1.689523051059757641e+00, 1.745841530506236250e+00, 2.053996376676626490e+00, 3.295447589797318777e+00, 2.269157630796190706e+00, 3.785991277405031497e+00
2.065000000000000000e+03, 2.081573967877969444e+00, 2.109749370017792724e+00, 4.695826579489961183e+00, 1.436493223488566118e+00, 1.996490028260657690e+00, 2.888440164452336312e+00, 3.197554053586922684e+00, 2.996541742909117012e+00, 1.822337317188609918e+00, 1.901197005117458261e+00, 2.131146236009390460e+00, 3.094680445477012931e+00, 2.270755286080131885e+00, 3.723040220114240295e+00
2.066000000000000000e+03, 2.170798561096575874e+00, 2.222199619096181689e+00, 4.729667817585524681e+00, 1.343764065256792373e+00, 1.859785495613704764e+00, 2.882194494838351329e+00, 3.242665851699412016e+00, 2.924211935708402432e+00, 1.648775298698935687e+00, 1.908635897939644277e+00, 2.029716899510624284e+00, 3.159308869592714064e+00, 2.247137953816559452e+00, 3.909272524392062742e+00
2.067000000000000000e+03, 2.081379659218832057e+00, 2.226563564790188909e+00, 4.933791607616591968e+00, 1.309934413312480173e+00, 2.115411432770202715e+00, 2.896610037306284635e+00, 3.206587140777811040e+00, 3.076830227510399141e+00, 1.594225686875782921e+00, 1.831559043831446187e+00, 2.062306923892537558e+00, 3.347037519671403505e+00, 2.245093641090767367e+00, 3.728981492732434511e+00
2.068000000000000000e+03, 2.058059258957944060e+00, 2.192444395120846323e+00, 5.135152058498188232e+00, 1.332231790667205207e+00, 2.015131899919240688e+00, 2.804725823993315714e+00, 3.252304804577701436e+00, 2.902803996162538258e+00, 1.929585894736086438e+00, 1.900935220504479606e+00, 2.122068164064760065e+00, 3.349216269136214397e+00, 2.225871199037555925e+00, 3.815206328232315869e+00
2.069000000000000000e+03, 2.014734103602933146e+00, 2.164555407077946025e+00, 4.614388303463080376e+00, 1.322236365225153865e+00, 1.986230941801205852e+00, 3.008414733300494248e+00, 3.232417541339792866e+00, 3.040257499228240956e+00, 1.783698522590713598e+00, 1.981597912123528538e+00, 2.126460486579174081e+00, 3.070572966882846089e+00, 2.222988690992881544e+00, 3.955994009001171818e+00
2.070000000000000000e+03, 2.031801258962916190e+00, 2.188663511354810076e+00, 4.712260943552206705e+00, 1.268268717498544307e+00, 2.133495710561080116e+00, 3.014112788429305745e+00, 3.304788978725061277e+00, 3.227890478611889158e+00, 1.852720404894914852e+00, 1.820872875765199295e+00, 2.069823046509279951e+00, 3.327168876415031118e+00, 2.107184214143157153e+00, 3.915032410507832683e+00
2.071000000000000000e+03, 2.119552167804619192e+00, 2.249626609690647872e+00, 4.783938595877220479e+00, 1.289174270298508285e+00, 1.944412801542198199e+00, 3.087414058167353925e+00, 3.166564049858361152e+00, 3.023275580929137174e+00, 1.840477245164842568e+00, 1.865269074164070062e+00, 2.081939544098494910e+00, 3.266854406727420113e+00, 2.247994280328538430e+00, 4.125289885717672966e+00
2.072000000000000000e+03, 2.052836737379895471e+00, 2.101609792348010153e+00, 4.688708206255986610e+00, 1.519025152515749655e+00, 1.960416517891014676e+00, 2.926237391165475099e+00, 3.220173509455925398e+00, 3.159663294556114721e+00, 1.892963354287679589e+00, 1.973395528452681402e+00, 2.225860506426041496e+00, 3.367790766436979499e+00, 2.351519031306203544e+00, 3.879088719814236974e+00
2.073000000000000000e+03, 1.942696226031296547e+00, 1.980360404287198062e+00, 4.948048073235392863e+00, 1.353718901900690774e+00, 2.149953844322580743e+00, 3.074767689055268427e+00, 3.216294091958789458e+00, 3.144715362634300071e+00, 1.761510513681220802e+00, 1.978032074022165743e+00, 2.140064951669583770e+00, 3.117486408857105040e+00, 2.401039934023741385e+00, 4.035437509812195067e+00
2.074000000000000000e+03, 2.207591316567186546e+00, 2.168026335247792868e+00, 4.834544646180483518e+00, 1.357217220992493090e+00, 2.078631371993485910e+00, 3.072639706922857705e+00, 3.250617872682881160e+00, 3.236377009799230375e+00, 1.835107177848014581e+00, 1.882126190719371817e+00, 2.201743800024896114e+00, 3.207308304424446366e+00, 2.379885420221085290e+00, 4.022817236642758587e+00
2.075000000000000000e+03, 2.184241068151804299e+00, 2.184969069490677818e+00, 4.816495684248069509e+00, 1.404541411096050796e+00, 1.858540595432054410e+00, 3.230865517867007153e+00, 3.254179717022760432e+00, 3.209221872155668009e+00, 1.858132165050486950e+00, 1.932525647556596615e+00, 2.177199799178298978e+00, 3.214372287348494783e+00, 2.338744684455557277e+00, 4.247975184752910138e+00
2.076000000000000000e+03, 2.068765395284858588e+00, 2.082769703385121574e+00, 4.809114466657161913e+00, 1.427233973459715699e+00, 2.111462941184596875e+00, 2.829757330704782525e+00, 3.259056742183202182e+00, 3.231473117854885668e+00, 1.750965414829185329e+00, 2.090304276638745851e+00, 2.264338207533329150e+00, 3.033475052837453667e+00, 2.356502487034965121e+00, 4.181274011134669344e+00
2.077000000000000000e+03, 2.038894670873378612e+00, 1.935462663212314860e+00, 4.948446589368385773e+00, 1.243242506234953249e+00, 2.356558987177787667e+00, 2.896792305271927770e+00, 3.169725545793988797e+00, 3.285109014695004603e+00, 1.613946366385293540e+00, 1.944969572678623582e+00, 2.220668534827559437e+00, 3.156777394847364970e+00, 2.410588888315043921e+00, 4.012963031294599858e+00
2.078000000000000000e+03, 2.122262646849101486e+00, 2.071361654712841283e+00, 5.308054449290817267e+00, 1.397861915741265726e+00, 2.194207287779378124e+00, 3.122804914661224007e+00, 3.217848215649811827e+00, 3.249592137781516232e+00, 1.708107220116887204e+00, 1.911628846273948801e+00, 2.242366941499165378e+00, 2.961459869041855875e+00, 2.450116863247224774e+00, 3.950787726355994955e+00
2.079000000000000000e+03, 1.944709463589833209e+00, 2.105917313168994998e+00, 5.109934845277030568e+00, 1.392758341545015766e+00, 1.978938716452213420e+00, 2.996022742267813399e+00, 3.386479084648785332e+00, 3.129421914302707997e+00, 1.877796614707746281e+00, 1.897257479724011153e+00, 2.243668621877989988e+00, 3.391411583708856536e+00, 2.471144279105145003e+00, 4.129746652343786018e+00
2.080000000000000000e+03, 2.185769234071561762e+00, 1.997999639939063377e+00, 5.246193118520262821e+00, 1.383488494756619058e+00, 2.035135924927165441e+00, 3.002167371556085484e+00, 3.259405336671351794e+00, 3.319451558815945891e+00, 1.797402462020647240e+00, 1.982606853688818838e+00, 2.061711032029907464e+00, 3.566434361937622644e+00, 2.356779725520488533e+00, 4.139149310691215611e+00
2.081000000000000000e+03, 2.069342115318026032e+00, 2.124202512310550350e+00, 4.888211830819496839e+00, 1.427871305845548333e+00, 2.061141669768661977e+00, 3.115633382812619256e+00, 3.097341001865093091e+00, 3.285978996283642317e+00, 1.898697619214150700e+00, 1.999168883845795719e+00, 2.238326054098459306e+00, 3.190202074381084607e+00, 2.393755878277849192e+00, 4.196039090490169876e+00
2.082000000000000000e+03, 2.071479614432430338e+00, 2.142760937953973599e+00, 5.069684566270831638e+00, 1.426254605322992974e+00, 2.114276720896235862e+00, 3.063552808836081276e+00, 3.250892710045020007e+00, 3.123887464549387261e+00, 1.763260363123159369e+00, 1.900430960866195118e+00, 2.229160799262591919e+00, 3.273591628095024131e+00, 2.429365143677753913e+00, 4.154789893960911584e+00
2.083000000000000000e+03, 2.117457357692713593e+00, 2.184015695590311612e+00, 4.891909757453451135e+00, 1.500359052675143801e+00, 1.912621282640355913e+00, 2.904149125975647117e+00, 3.256135457146571710e+00, 3.480595274944098705e+00, 1.961911183968195305e+00, 1.897488671183544362e+00, 2.214579137033154232e+00, 3.557866859868174192e+00, 2.432239644657271160e+00, 4.124914994697632231e+00
2.084000000000000000e+03, 2.179641408967106120e+00, 2.068819741519772215e+00, 5.113283050041944833e+00, 1.410079934692052506e+00, 2.148387125383676377e+00, 3.112205150534310683e+00, 3.220087598937388051e+00, 3.477339340116068378e+00, 1.872232699881645868e+00, 2.110570257153752127e+00, 2.205484127262843597e+00, 3.527954069693996608e+00, 2.436874236343189892e+00, 4.189291835554236343e+00
