year, CNRM-ESM2-1, NorESM2-LM, IPSL-CM6A-LR, MPI-ESM1-2-LR, EC-Earth3-Veg, UKESM1-0-LL, CESM2-WACCM, GFDL-ESM4, CMCC-CM2-SR5, CanESM5, MIROC-ES2L, INM-CM4-8, NorESM2-MM, ACCESS-ESM1-5, TaiESM1, INM-CM5-0
2.075000000000000000e+03, 3.986655014814908071e+01, 1.584500988398368193e+01, 1.577390559579820817e+01, 7.705254683272787730e+00, 2.194099764377810402e+01, 1.792484021655537063e+01, 1.943067115660859656e+01, 9.986580014195496346e+00, 7.751923831309047053e+00, 4.011850101269445901e+01, 3.760773231944443751e+01, 2.496401761817828557e+01, 1.652455965768428925e+01, 4.425734032118005956e+01, 4.726785578294964374e+00, 2.662636883429066259e+01
2.076000000000000000e+03, 4.036210153516132237e+01, 1.587373738999473183e+01, 1.601808984517028378e+01, 7.716082921515774906e+00, 2.226204439647836608e+01, 1.799194314833825459e+01, 1.952695902475265299e+01, 1.011393018944596811e+01, 8.154610045892647818e+00, 4.021028991585107804e+01, 3.783560808713330914e+01, 2.498773099866953018e+01, 1.656979076533480466e+01, 4.423442278960422414e+01, 4.566306762845351308e+00, 2.677453786659745560e+01
2.077000000000000000e+03, 4.078950527561999451e+01, 1.583805421029496685e+01, 1.608819825812486926e+01, 7.708617686219417564e+00, 2.247103712943668086e+01, 1.803287278571727370e+01, 1.954374117617519602e+01, 1.021526564292232742e+01, 8.531519212237661520e+00, 4.042863111444910373e+01, 3.807798745420272013e+01, 2.505339106733359600e+01, 1.665976890022577805e+01, 4.420239470530523818e+01, 4.864009845887464323e+00, 2.687130706482312803e+01
2.078000000000000000e+03, 4.105998950748366383e+01, 1.585105468579656751e+01, 1.622426853806111424e+01, 7.583948280495339311e+00, 2.142731569961007665e+01, 1.811092080432352347e+01, 1.960500743608474394e+01, 1.033315410337706552e+01, 8.265604975989431225e+00, 4.074781171046314654e+01, 3.821792330133060744e+01, 2.523266961318982027e+01, 1.669753714107522669e+01, 4.431432531754312976e+01, 4.996165102558947524e+00, 2.686515270946446776e+01
2.079000000000000000e+03, 4.123778093168906622e+01, 1.587456665011843526e+01, 1.634424519143563259e+01, 7.683033565979304313e+00, 2.149600309342965687e+01, 1.818091778721779761e+01, 1.958950390414202047e+01, 1.034635319210191184e+01, 8.133316257816916917e+00, 4.126954235369910862e+01, 3.836027328956667048e+01, 2.522777448588213289e+01, 1.680160898248716350e+01, 4.430535314382461820e+01, 4.961974268258870779e+00, 2.689077527347901864e+01
2.080000000000000000e+03, 4.165045165159241236e+01, 1.599906230158838660e+01, 1.632474565872711736e+01, 7.735423422741003030e+00, 2.173731204260685601e+01, 1.829323882290094971e+01, 1.959888371268865370e+01, 1.030052830986366885e+01, 8.620171789165334886e+00, 4.167917801397386768e+01, 3.877539252058840447e+01, 2.523578567973340725e+01, 1.697739342094633486e+01, 4.407598627619064757e+01, 5.002466311063340498e+00, 2.693629047593202586e+01
2.081000000000000000e+03, 4.198536175520382585e+01, 1.603149459607538319e+01, 1.655698246366818793e+01, 7.753969585405663167e+00, 2.183405787614424298e+01, 1.837757219583916424e+01, 1.965716853924495666e+01, 1.031879079385684861e+01, 8.698655295973003021e+00, 4.196446133551764746e+01, 3.900399253861617410e+01, 2.535994951940385533e+01, 1.706571519275787807e+01, 4.406355661083186703e+01, 4.950240924151032118e+00, 2.691998683332503361e+01
2.082000000000000000e+03, 4.221542584377714036e+01, 1.616976908606587315e+01, 1.669048731498960692e+01, 7.837928320601765364e+00, 2.188590078631000324e+01, 1.843457276197887040e+01, 1.971218124052316512e+01, 1.049373263933051881e+01, 8.629882287083821879e+00, 4.225849719399731441e+01, 3.932932871241724371e+01, 2.540008263374597064e+01, 1.711493021795849501e+01, 4.415734491028275244e+01, 4.968474394333307842e+00, 2.696374692192651423e+01
2.083000000000000000e+03, 4.265884629301039155e+01, 1.640980619830213172e+01, 1.686600026688977749e+01, 8.051583327094101961e+00, 2.218749672373117576e+01, 1.850609919731997621e+01, 1.973605439709369946e+01, 1.052447656514919849e+01, 8.627217312561084483e+00, 4.239774168074586669e+01, 3.951587482187763101e+01, 2.555520277503917015e+01, 1.713965180458755455e+01, 4.406883640368699417e+01, 4.938624510597069417e+00, 2.705252149583680676e+01
2.084000000000000000e+03, 4.304030330878271116e+01, 1.662528380559871266e+01, 1.697808117735824851e+01, 8.009511777532621224e+00, 2.237835047784207987e+01, 1.855472650042483806e+01, 1.992304376057230897e+01, 1.060046481816495145e+01, 8.708883574248208248e+00, 4.264858481502989918e+01, 3.950478151444552566e+01, 2.560899809507129632e+01, 1.723207178540946316e+01, 4.413813494873759424e+01, 4.778938384582274601e+00, 2.702039335798433584e+01
2.085000000000000000e+03, 4.348665199363593814e+01, 1.660530761480672979e+01, 1.727805584923948601e+01, 7.995453549028879614e+00, 2.274274050688909199e+01, 1.861550962496874462e+01, 2.005103285134398305e+01, 1.069698331168169148e+01, 8.341592213937817135e+00, 4.282468645688125264e+01, 3.969617030826850623e+01, 2.565959949056208700e+01, 1.730859627385689947e+01, 4.421591144776287763e+01, 4.853435418266001555e+00, 2.702414423490455064e+01
2.086000000000000000e+03, 4.386487651519919240e+01, 1.650643859222107324e+01, 1.751818901200084611e+01, 8.096147757601013240e+00, 2.213075798912144521e+01, 1.864299792309209991e+01, 2.026421158578573767e+01, 1.068855628482491404e+01, 8.408533671852524094e+00, 4.295085325345178262e+01, 4.004416876636849310e+01, 2.570876291269227565e+01, 1.729517980471320726e+01, 4.423690178195837319e+01, 5.021203665432655505e+00, 2.710533373090384401e+01
2.087000000000000000e+03, 4.417059887891456782e+01, 1.652061153507866109e+01, 1.758938027704766682e+01, 8.105185379762044562e+00, 2.224709613765855565e+01, 1.869388111436123268e+01, 2.042754247474437435e+01, 1.076058002217965992e+01, 9.088632473755945185e+00, 4.333016358874563423e+01, 4.029436030869355534e+01, 2.581104679447774330e+01, 1.735170871870338161e+01, 4.434438121771766106e+01, 4.983623732475712664e+00, 2.719152125282712973e+01
2.088000000000000000e+03, 4.460345579873586530e+01, 1.664240852279887406e+01, 1.778826929640768739e+01, 8.019473268425040047e+00, 2.270367869800230665e+01, 1.882872730363090952e+01, 2.053695965899799702e+01, 1.094093632530436722e+01, 8.802052427010986335e+00, 4.383687422404848633e+01, 4.025998176203049894e+01, 2.574883592021978984e+01, 1.739793725170115479e+01, 4.441502888810429539e+01, 5.004670725085213157e+00, 2.718406124844663196e+01
2.089000000000000000e+03, 4.501116793210466938e+01, 1.688272616283849814e+01, 1.798449924353431939e+01, 8.054221288061276240e+00, 2.289084406604501964e+01, 1.899071974314874112e+01, 2.054585778272745245e+01, 1.106380338561297094e+01, 7.917355478491202803e+00, 4.414927629156549926e+01, 4.051822434694916097e+01, 2.568747119770938880e+01, 1.760650471729840660e+01, 4.440749371458375094e+01, 5.073912471192167928e+00, 2.724895993881486689e+01
2.090000000000000000e+03, 4.532008552725552875e+01, 1.700033989640821730e+01, 1.819314165461946331e+01, 8.224504830441052405e+00, 2.310555320419250691e+01, 1.913117978874772618e+01, 2.056286303876376564e+01, 1.106779500920524129e+01, 7.766324905873015716e+00, 4.428702809277365304e+01, 4.077160786145365279e+01, 2.568737020025918838e+01, 1.770014539110666263e+01, 4.443331299508572130e+01, 4.947496975654432916e+00, 2.728128260532308147e+01
2.091000000000000000e+03, 4.576168655826566578e+01, 1.704667429603571449e+01, 1.820353845175238305e+01, 8.332459151788793150e+00, 2.339699322946066218e+01, 1.928601608475116791e+01, 2.061590340261297527e+01, 1.098211094145419864e+01, 8.890290059473672457e+00, 4.489507525935989918e+01, 4.112524857651962407e+01, 2.578508057821619914e+01, 1.783130161815688552e+01, 4.442826256362900494e+01, 4.588957907385835533e+00, 2.720557904268621741e+01
2.092000000000000000e+03, 4.626746073146428984e+01, 1.721259164394093233e+01, 1.828452387140375635e+01, 8.317777306752804023e+00, 2.356880950005162845e+01, 1.941778712521557537e+01, 2.061385442117274636e+01, 1.121685264868137821e+01, 9.612110512614558289e+00, 4.536764429503546836e+01, 4.123978349129659193e+01, 2.585741340323019344e+01, 1.788145229324416619e+01, 4.434501364671028512e+01, 4.709768248620680886e+00, 2.731454546948493700e+01
2.093000000000000000e+03, 4.665341442207718359e+01, 1.702130229198993305e+01, 1.832076895071439893e+01, 8.255211818590760586e+00, 2.341459383679996265e+01, 1.951779172614044811e+01, 2.055312694576335986e+01, 1.132540312231526869e+01, 8.705553055085978542e+00, 4.560690928266824073e+01, 4.140660498453722482e+01, 2.595819173892522613e+01, 1.791525704666744900e+01, 4.443589216893121829e+01, 4.902412422921310409e+00, 2.736859101136380801e+01
2.094000000000000000e+03, 4.712242582411097658e+01, 1.718968187394524350e+01, 1.844663247250776550e+01, 8.248213064489490876e+00, 2.358712319294931348e+01, 1.962900235925935988e+01, 2.069166427130646113e+01, 1.141320255085464375e+01, 7.993281609241803309e+00, 4.593150830112008265e+01, 4.171669698477851540e+01, 2.608076162429044587e+01, 1.798450289800497259e+01, 4.444617528518365646e+01, 4.895971602414744162e+00, 2.737129699789578297e+01
2.095000000000000000e+03, 4.748707856993338083e+01, 1.722674540890807293e+01, 1.859763298986991487e+01, 8.299653571395346319e+00, 2.359458960252215931e+01, 1.970089535041202922e+01, 2.075631624646690199e+01, 1.139148749529309868e+01, 8.096105828005065064e+00, 4.625893465491979129e+01, 4.203304739697399128e+01, 2.611545189238933773e+01, 1.807786018107502457e+01, 4.447252368996712590e+01, 4.865654605679490707e+00, 2.739561617618170786e+01
2.096000000000000000e+03, 4.792860558016818828e+01, 1.732707247197670952e+01, 1.878906765211694463e+01, 8.394461374955012545e+00, 2.346657792660473874e+01, 1.975579943586224019e+01, 2.079426523187015263e+01, 1.148390084224876340e+01, 8.685230812223119656e+00, 4.666674166908697430e+01, 4.229661946003344752e+01, 2.609634853113245967e+01, 1.812344029835951886e+01, 4.448758038001889759e+01, 5.040821196645741686e+00, 2.747314069370118972e+01
2.097000000000000000e+03, 4.824521419139959733e+01, 1.750853958471160965e+01, 1.891695983022811234e+01, 8.324818250382548968e+00, 2.384177101574675461e+01, 1.988429572776860610e+01, 2.099708964239975018e+01, 1.155272578592461130e+01, 8.866063515787530491e+00, 4.702785019157365554e+01, 4.262085446217589890e+01, 2.613023957814850817e+01, 1.802123428823799856e+01, 4.451040260808481008e+01, 4.995978313912916136e+00, 2.765752403374226986e+01
2.098000000000000000e+03, 4.860347400624260672e+01, 1.769958999241622521e+01, 1.915788810993971936e+01, 8.334488799043866081e+00, 2.365493955317479546e+01, 1.997150664332056635e+01, 2.110239630601219929e+01, 1.154065216038079633e+01, 8.438766780077592955e+00, 4.720923660768254138e+01, 4.275832377948195528e+01, 2.619664887756351490e+01, 1.815550484007410503e+01, 4.457592167271381811e+01, 4.639717369651396695e+00, 2.775747445909838973e+01
2.099000000000000000e+03, 4.893827558744030881e+01, 1.780843287066231184e+01, 1.925185358440618799e+01, 8.251897028385421606e+00, 2.384111720110144717e+01, 2.005907333592494624e+01, 2.116956965747412767e+01, 1.162061861058910495e+01, 8.564273005686183993e+00, 4.749367933001894215e+01, 4.295588432970165371e+01, 2.622157140492037541e+01, 1.835861758936686172e+01, 4.471917430736109367e+01, 4.825339663476197138e+00, 2.768118831196969865e+01
2.100000000000000000e+03, 4.941485839176034744e+01, 1.794978100956682709e+01, 1.947585978811474661e+01, 8.367882033917519280e+00, 2.369410907339100092e+01, 2.017722383008553422e+01, 2.126311101172808549e+01, 1.172419646331776200e+01, 8.988536340572595762e+00, 4.795164562306765532e+01, 4.303007383129633467e+01, 2.640264583495607909e+01, 1.850136914796718202e+01, 4.485917412381490266e+01, 5.174742377489790712e+00, 2.773064068749637556e+01
