year, CMCC-CM2-SR5, NorESM2-LM, NorESM2-MM, CNRM-ESM2-1, CanESM5, INM-CM5-0, MPI-ESM1-2-LR, CESM2-WACCM, ACCESS-ESM1-5, GFDL-ESM4, IPSL-CM6A-LR, TaiESM1, INM-CM4-8, EC-Earth3-Veg, UKESM1-0-LL, MIROC-ES2L
2.065000000000000000e+03, 5.036696222272592394e+00, 5.116788470598631733e+00, 5.369997339718684870e+00, 6.243005311472225038e+00, 8.421189320556154101e+00, 5.356548056611412534e+00, 7.894511910421454282e+00, 6.304519988132703645e+00, 6.617845100298236360e+00, 5.531642469358692971e+00, 6.525254575655123013e+00, 3.728468878584701329e+00, 4.790108409012180601e+00, 8.795865575546052639e+00, 6.011165422734290331e+00, 7.544839495015558839e+00
2.066000000000000000e+03, 5.317344959855661024e+00, 5.316348786744011790e+00, 5.523761787725632644e+00, 5.954829949607761463e+00, 8.839299847203884397e+00, 5.505211125941174011e+00, 7.835128234078764464e+00, 6.202186410903468783e+00, 6.463781586960239522e+00, 5.237487149973819811e+00, 5.264631719162765400e+00, 3.848011574092013998e+00, 4.706218292417051252e+00, 8.105989331671034748e+00, 6.022233322439530134e+00, 8.001697135830001528e+00
2.067000000000000000e+03, 5.071104479155533973e+00, 5.343910183308122619e+00, 5.456308479301122283e+00, 6.630003570170217131e+00, 8.712584999445118328e+00, 5.298711064535766901e+00, 8.478680557576003807e+00, 5.859767408224586305e+00, 6.790322910866504635e+00, 5.476019090126083455e+00, 6.540824652350522683e+00, 3.973633119540314507e+00, 4.781972017308131484e+00, 8.351452301779163534e+00, 6.029104485204762831e+00, 7.789356210143442816e+00
2.068000000000000000e+03, 6.019640259562405227e+00, 5.502998457369126406e+00, 5.740571422751036046e+00, 6.324415242710753837e+00, 8.614213814087362309e+00, 4.969077797866972901e+00, 8.280100819269341272e+00, 5.738378143715844537e+00, 6.663430059930488980e+00, 5.305103188344074461e+00, 5.984076897886209778e+00, 4.040640450773553383e+00, 5.105498022524975532e+00, 8.166283105653343810e+00, 5.599422268083004361e+00, 8.194618258044705783e+00
2.069000000000000000e+03, 5.379167440731944971e+00, 5.364182247952991922e+00, 5.856345377069325231e+00, 6.457985517203551851e+00, 8.644354746082820284e+00, 5.089788339199620815e+00, 7.520479828627170349e+00, 6.001679303650479191e+00, 6.579759079241083164e+00, 5.281719823359170007e+00, 6.264078685822759951e+00, 3.980457779506735960e+00, 4.672361310577364257e+00, 8.499426938192524261e+00, 6.314723887749890352e+00, 8.288642142959730563e+00
2.070000000000000000e+03, 4.868795347410086016e+00, 5.409805938138488202e+00, 5.561137293294676098e+00, 6.888751327920764389e+00, 8.113556022241002808e+00, 5.341244587425078016e+00, 8.197835452273480428e+00, 6.087143157815488870e+00, 6.634850187248188647e+00, 5.144606446769619978e+00, 5.988272834049910287e+00, 4.204285359122146737e+00, 5.064275935145688301e+00, 8.244583577995820534e+00, 6.084249608892248418e+00, 7.767889228063335594e+00
2.071000000000000000e+03, 4.934046946840245695e+00, 5.404513442893387420e+00, 5.242110211933579400e+00, 6.343493737070098781e+00, 8.427435942238542310e+00, 5.520541565978293264e+00, 7.789248847740363857e+00, 5.912615124331450644e+00, 6.804926343383657539e+00, 5.498089775305343707e+00, 6.179707938274878742e+00, 4.345235028874620653e+00, 5.101508748778971203e+00, 8.767963833830282994e+00, 6.417142165962849809e+00, 8.222580675969110686e+00
2.072000000000000000e+03, 5.162812706868987966e+00, 5.590506967447659292e+00, 5.530056814812395416e+00, 6.931064466510924227e+00, 8.386337898586342376e+00, 5.255156470254442880e+00, 8.275250408059358520e+00, 6.062832765492225384e+00, 6.565293168698697279e+00, 6.080801251412116137e+00, 6.501233266702135083e+00, 3.955162895309300541e+00, 4.958402366182037113e+00, 8.354911011910372665e+00, 6.323374379293672298e+00, 8.199224954826696887e+00
2.073000000000000000e+03, 5.092042549058329648e+00, 5.490817255934608454e+00, 5.897324717911854641e+00, 7.001545208079353877e+00, 8.614070180474538319e+00, 5.388573281776280588e+00, 7.806467468344686189e+00, 6.176902933527295581e+00, 6.506805201031073516e+00, 5.878151272611699341e+00, 5.998239603233026962e+00, 4.186758221999638430e+00, 5.458691458619835402e+00, 9.055399112896106217e+00, 6.650282596943016600e+00, 7.945153484858355597e+00
2.074000000000000000e+03, 4.401973314378153646e+00, 5.532931924893919273e+00, 5.836335753851023433e+00, 6.777848570423643082e+00, 8.704047100647287039e+00, 5.597503754063751558e+00, 8.457638300771055384e+00, 6.219076287024051908e+00, 6.520846931658256018e+00, 5.786559037042894538e+00, 6.933581998450724093e+00, 4.139750417245534386e+00, 4.900908870878485146e+00, 8.837035088249507453e+00, 6.728954481379465946e+00, 8.073422625585674695e+00
