year, MPI-ESM1-2-LR, MIROC-ES2L, TaiESM1, EC-Earth3-Veg, NorESM2-MM, CMCC-CM2-SR5, CNRM-ESM2-1, ACCESS-ESM1-5, NorESM2-LM, GFDL-ESM4, CanESM5, CESM2-WACCM, IPSL-CM6A-LR
2.079000000000000000e+03, 1.356181420820244377e+01, 2.609350688359271331e+01, 4.667991558691585441e-01, 2.265307030147357903e+00, 2.079691365149214377e+00, 2.391442043564211861e+00, 2.139609174939971226e+01, 3.677921241026242516e+00, 1.932025878757942072e+00, 7.997642280117422509e+00, 7.968799322502836624e+00, 2.149484742723698716e+00, 6.369788457964263628e+00
2.080000000000000000e+03, 1.354959447712912812e+01, 2.612205541822229904e+01, 4.405387894882392130e-01, 2.317039599566288022e+00, 2.055922474724861004e+00, 2.290524092732391104e+00, 2.121067010396153307e+01, 3.570420684433557756e+00, 1.865237369628528263e+00, 7.936827747707987157e+00, 7.861579982019796020e+00, 2.135649727945627241e+00, 6.345087881837571331e+00
2.081000000000000000e+03, 1.353920870166096080e+01, 2.615125497761445672e+01, 4.893287121338913415e-01, 2.332872104979331951e+00, 2.081695634437205733e+00, 2.324502280245988040e+00, 2.109878310025915482e+01, 3.570399956060778202e+00, 1.845542583987330509e+00, 7.905055661589051930e+00, 7.864777801711735350e+00, 2.117719326549584391e+00, 6.312301674848478150e+00
2.082000000000000000e+03, 1.357392132770411486e+01, 2.614653132012466230e+01, 4.389104350332468374e-01, 2.345129204409119428e+00, 2.134429012438640694e+00, 2.473587577101588053e+00, 2.116951904951592667e+01, 3.585227388583412722e+00, 1.867401173903547651e+00, 7.973474371651855463e+00, 7.853864964059933840e+00, 2.117153974462633759e+00, 6.330019381070656870e+00
2.083000000000000000e+03, 1.358965163252294417e+01, 2.626883253968055953e+01, 4.917068766001949087e-01, 2.381628006461832925e+00, 2.152306333580328523e+00, 2.447024982076661637e+00, 2.103352054981859709e+01, 3.536066036943771085e+00, 1.779589604940719827e+00, 8.103590315207288342e+00, 8.058191835792234414e+00, 2.099629115949873448e+00, 6.285077273985131718e+00
2.084000000000000000e+03, 1.361767047690020860e+01, 2.627675818956187825e+01, 5.310506580322339465e-01, 2.417860761297377259e+00, 2.129386010740073054e+00, 2.399630621326009017e+00, 2.111698217107700515e+01, 3.501519267012026315e+00, 1.831128471165496707e+00, 8.080265083232959000e+00, 8.018821896765874868e+00, 2.035916441759539897e+00, 6.310599765099317970e+00
2.085000000000000000e+03, 1.359107081260535388e+01, 2.608275341034462969e+01, 4.011510043020256044e-01, 2.266890633521706278e+00, 2.082063293926815106e+00, 2.610562547925872057e+00, 2.098046631234048931e+01, 3.527344355752193295e+00, 1.967708861398212550e+00, 8.225400183055588954e+00, 8.168346382490483393e+00, 2.090744212401822288e+00, 6.310786669935855464e+00
2.086000000000000000e+03, 1.350333940927737508e+01, 2.601450472483869092e+01, 5.227084646658004541e-01, 2.220771626191269554e+00, 2.143305774638637029e+00, 2.303360948354920001e+00, 2.106075844778026962e+01, 3.532954632450874044e+00, 2.001699201255983773e+00, 8.338788578449364053e+00, 8.314720687011314837e+00, 2.069856865945537638e+00, 6.381169091020768569e+00
2.087000000000000000e+03, 1.349838948168158481e+01, 2.609238232892329989e+01, 4.229276904579664653e-01, 2.129090932410016013e+00, 2.165619592191970977e+00, 2.144927580644495624e+00, 2.106563686787459488e+01, 3.563612932400584743e+00, 1.977834039563064694e+00, 8.386747786749397804e+00, 8.102034340953281344e+00, 2.085963871502061640e+00, 6.423214165055322944e+00
2.088000000000000000e+03, 1.354745128805124565e+01, 2.624579766004401904e+01, 4.986131568882078424e-01, 2.168042807091221214e+00, 2.155898364001577860e+00, 2.524138699913154760e+00, 2.110429595595457641e+01, 3.565384736370198038e+00, 1.884129246858989415e+00, 8.570688157539722241e+00, 7.914131767813581853e+00, 2.112692953265040696e+00, 6.398921660751011764e+00
2.089000000000000000e+03, 1.357695537071683844e+01, 2.631029155533385477e+01, 4.148414312807796045e-01, 2.216514418281011700e+00, 2.117861864469335220e+00, 2.858741894370302461e+00, 2.106390871510105001e+01, 3.560350511100276005e+00, 1.794197672138540200e+00, 8.700755912917845336e+00, 8.132165813402925991e+00, 2.076957935142076384e+00, 6.407102346899217871e+00
2.090000000000000000e+03, 1.357867839764568707e+01, 2.633436317702184937e+01, 6.097924949674180528e-01, 2.244251736912712847e+00, 2.185952081293894622e+00, 2.562245333842497086e+00, 2.121651356166147195e+01, 3.529486522424593709e+00, 1.909141171915961666e+00, 8.900795794594298371e+00, 8.209329977453100113e+00, 2.195439262442032025e+00, 6.421025841533648304e+00
2.091000000000000000e+03, 1.358185427918560961e+01, 2.630222391411795257e+01, 5.073117951812339266e-01, 2.290492100865146874e+00, 2.087909231279973188e+00, 1.977046460530864191e+00, 2.126778119603447692e+01, 3.511195719716932118e+00, 1.900924793270903024e+00, 8.977032308626140988e+00, 7.855261523364604592e+00, 2.158322814094295161e+00, 6.442295722730419172e+00
2.092000000000000000e+03, 1.368696865211464697e+01, 2.651870739544299838e+01, 4.177625621987355875e-01, 2.180922110282003334e+00, 2.116855284550120953e+00, 1.972063605630565597e+00, 2.113012253697435838e+01, 3.473257741528595233e+00, 1.925754236436726829e+00, 8.818596287677076262e+00, 7.723250765095877490e+00, 2.234603748358725550e+00, 6.354687037091487412e+00
2.093000000000000000e+03, 1.371557150602572861e+01, 2.661187359896831950e+01, 4.224550405528080255e-01, 2.156572296950007850e+00, 2.188817131802437643e+00, 2.753689525951271033e+00, 2.119208308372931171e+01, 3.464171792869329636e+00, 2.053253343409547682e+00, 8.997132459583630393e+00, 7.922958488210488426e+00, 2.219451354270294274e+00, 6.318744034551303734e+00
2.094000000000000000e+03, 1.371973764829834508e+01, 2.674323393415728489e+01, 4.747426244129915318e-01, 2.160760905951872868e+00, 2.172082731757071450e+00, 2.714850109143204016e+00, 2.111953401192141300e+01, 3.429197060004955500e+00, 2.002270058603436986e+00, 9.152547421286339357e+00, 8.012427934274720442e+00, 2.148422613327433339e+00, 6.272700081291398888e+00
2.095000000000000000e+03, 1.373905286378904833e+01, 2.692449937993442433e+01, 4.460027128380504857e-01, 2.190216915445091228e+00, 2.112420059811367601e+00, 2.396183757381495916e+00, 2.116861745060584354e+01, 3.446472410402328990e+00, 2.009803190255232686e+00, 9.347499818587614584e+00, 7.927267702785606218e+00, 2.216912525383732735e+00, 6.239884688834281157e+00
2.096000000000000000e+03, 1.377294603223563918e+01, 2.705583596283940651e+01, 4.241419054631767049e-01, 2.220754980443119475e+00, 2.232118822802310998e+00, 2.050060491881219527e+00, 2.111177497534115943e+01, 3.436212619102534394e+00, 2.001059376345339924e+00, 9.335707118234029878e+00, 8.002857869458456008e+00, 2.187723487992379479e+00, 6.202931537300377940e+00
2.097000000000000000e+03, 1.380399040448347847e+01, 2.709322196969555563e+01, 5.202791095616311479e-01, 2.181647390053989888e+00, 2.216891407655333435e+00, 2.215281698405392241e+00, 2.105096704522904361e+01, 3.427996064998434012e+00, 1.912160371385043689e+00, 9.507111177577554528e+00, 8.154951598131541246e+00, 2.102195459052090154e+00, 6.203220801200328260e+00
2.098000000000000000e+03, 1.381995392414820678e+01, 2.726079338338758973e+01, 5.325308802176765832e-01, 2.168056694362469727e+00, 2.105582687762519889e+00, 2.458445148992861817e+00, 2.114383518452737221e+01, 3.445648722237356409e+00, 1.979740759416078744e+00, 9.646856569230964240e+00, 8.287523558486943998e+00, 2.153013437165395061e+00, 6.184372684855484970e+00
2.099000000000000000e+03, 1.383574489798195906e+01, 2.734641726627994984e+01, 3.841058348232689879e-01, 2.130708468770665220e+00, 2.113575652619165801e+00, 2.288820971804010007e+00, 2.109141978414172058e+01, 3.456536314059224235e+00, 2.049339620378709093e+00, 9.568116279012752301e+00, 8.249245239095955640e+00, 2.221844718142032882e+00, 6.241228650764643504e+00
2.100000000000000000e+03, 1.375035044015909946e+01, 2.748440270006710762e+01, 4.351264760021107958e-01, 2.078735867427155437e+00, 2.097952089567376888e+00, 2.252605908593721118e+00, 2.103225007964021742e+01, 3.445586890108677025e+00, 2.015019595884363746e+00, 9.663435202038559879e+00, 8.211916154455181527e+00, 2.211582584467806534e+00, 6.243098019358735762e+00
