year, CNRM-ESM2-1, EC-Earth3-Veg, ACCESS-ESM1-5, INM-CM5-0, GFDL-ESM4, NorESM2-MM, INM-CM4-8, MIROC-ES2L, IPSL-CM6A-LR, CMCC-CM2-SR5, UKESM1-0-LL, MPI-ESM1-2-LR, NorESM2-LM, TaiESM1, CanESM5, CESM2-WACCM
2.025000000000000000e+03, 6.982526955908890942e-01, 4.044047225853955041e-01, 6.906841936458894826e-02, -4.574276393261089008e-02, 1.582414452093572343e-01, 2.263159133178492544e-01, 9.269596384070553918e-02, 3.688421101073407482e-01, 1.862467736712941080e-01, 9.173236774435208907e-02, 1.528816382788454331e-01, 1.935434350568545903e-01, 5.805466904374700920e-02, 2.466406397266089970e-02, 2.385118258644439715e-01, 1.808890374953556548e-02
2.026000000000000000e+03, -2.843385522213259103e-02, 2.915585971596397208e-01, 2.593076470592449168e-01, -1.832203564752380165e-01, 8.846512573900212895e-02, 2.389279868770135817e-01, 1.956158240152003069e-01, 3.174789751055507314e-01, -1.826774741307744532e-01, 3.139739009133885594e-01, -6.761946297620213819e-02, -3.444325009837559404e-02, -2.756458300850235868e-02, 5.620775560607067789e-02, 4.641787851670487602e-02, 4.155404129802694330e-02
2.027000000000000000e+03, 1.961170429110509761e-01, -2.357217415726463663e-02, 3.509032332435347845e-01, 2.848089874765792895e-01, 1.756016194659869856e-01, 2.997741664891535114e-04, 9.668286302810574773e-02, 3.267794641227196872e-01, 2.875709980855474801e-01, 1.277938038116974151e-01, 2.117150081438825271e-01, 7.253160667572002007e-02, 6.009254769715722394e-02, -4.951102934106731829e-02, -9.821553660823159615e-02, 6.447595917607391869e-02
2.028000000000000000e+03, 3.540447989818483743e-01, 1.218089657889133703e-01, 3.862347992990765033e-01, -1.083721446043801745e-01, 6.290963676730641774e-02, 9.119430547963497391e-02, -5.092598746054832065e-02, 2.435405705052278436e-01, 2.884602611814860440e-01, -3.334785977464564954e-01, 2.454027609284344935e-01, 1.423629336400507872e-01, 6.525401608887244909e-02, -1.635852254528708805e-01, 4.039184511376502362e-01, 1.798189379043814429e-01
2.029000000000000000e+03, 1.850191894339590637e-01, 1.735977725972208674e-01, 1.575911969500604637e-01, 2.521194222873579874e-02, 4.800969974919361977e-02, 4.686998150932002172e-02, 3.741144561296606830e-02, 2.773342396182826852e-01, 1.871296671141058909e-01, 1.969082045344346943e-01, 1.851801618028895424e-01, -1.430300097711677543e-01, 1.683542081565703175e-01, -1.049770565957518567e-02, 4.795917974426170960e-01, 1.367906996207658155e-01
2.030000000000000000e+03, 3.572833850136969969e-01, 3.173306188819992602e-01, -2.353692381511325593e-01, 3.354571636538352108e-01, 1.416352532534095703e-02, 2.545964762398779738e-02, -9.067076422584132919e-03, 1.627067209940335768e-01, 1.064205457844067532e-01, 1.040021274219481984e-01, 8.471879919046337859e-02, 1.098021163973341915e-02, 3.243884194301524526e-02, 2.385097412370816850e-01, 2.764826197771386718e-01, 3.915412034275510961e-02
2.031000000000000000e+03, 1.473852699661116761e-01, 2.135835951815548417e-01, 5.750816969406585127e-02, -2.492593904713885922e-01, 2.110451589741052236e-01, 9.123405009337388905e-02, -1.911377562727186175e-01, 5.350325097687320675e-01, 1.564564857859132574e-02, -3.505606136118268323e-01, 1.334843176620448268e-01, 1.884458555523135515e-01, -2.862029589886539663e-03, -9.562034267332771009e-02, 1.121725554394487345e-01, 9.679678075569918272e-02
2.032000000000000000e+03, -9.270826094689524691e-03, 2.568931211056454389e-01, 2.731153080199906213e-01, 9.124255378867923705e-02, -6.761238517168538520e-02, 1.066871339663841706e-01, -8.289895143994922833e-02, 3.621158716416630896e-01, 9.632652049611455797e-03, 7.074806577470675595e-02, 5.649411691487182113e-02, 1.024766017570635374e-01, 6.871755124834035000e-02, 7.660604530867998196e-02, 3.071812725649154530e-01, 1.896371156784266987e-01
2.033000000000000000e+03, 4.623705476563860772e-01, 4.175724093615659771e-01, 3.450020030791414172e-01, 7.604974854731987033e-03, 9.849052158695699444e-02, -2.570418059545466483e-02, -1.560536076257136862e-01, 2.942167665961441525e-01, 1.289402542613978242e-01, 5.588121730476686144e-01, 2.006073564737483328e-01, 1.892717261501533355e-01, 1.070135690993354594e-01, -1.835501826755595381e-02, 1.540913555228493048e-01, 5.421357520001124364e-02
2.034000000000000000e+03, 4.469002203909299697e-01, 1.345761897866283308e-01, 3.592355331886506326e-02, -7.204264651407074616e-02, -1.221131173189562644e-02, 1.269955176209734415e-01, -2.913078018934759927e-01, 5.024611888583097041e-01, 1.067893388310206526e-01, 2.089227415305678626e-01, 8.848695438446979589e-02, -6.115970560583062696e-03, 1.864755736830816246e-01, 7.852426285668710759e-02, 1.832761602848914095e-01, 9.690658393793233349e-02
2.035000000000000000e+03, 2.535299465733517055e-01, -6.385394007474314015e-02, 3.824672833490826984e-01, 8.135516528610475806e-02, 1.384258664124973504e-01, 2.235391906469588741e-01, 3.540297310169220751e-02, 1.197527667470651147e-01, 2.224255400100095814e-01, -4.533693109794094123e-01, 1.590585339314867508e-01, 2.035405737273413562e-01, 6.838561956121703977e-02, -2.621456932742807430e-02, 1.798619700291645140e-01, 6.854691057061412796e-02
2.036000000000000000e+03, 2.252236709933594927e-01, 1.645895956145100592e-01, 9.967707952594147269e-02, 2.856451519915756410e-01, 6.619658807175525517e-02, -1.714777762387607526e-02, -3.394339585648803448e-01, 3.442782757669928806e-01, 1.275029440785051815e-01, -5.035516718746481102e-01, 5.193410585207187263e-02, 9.156780981548463816e-02, 1.670022042368377313e-01, -2.029944945066746720e-01, 1.101232113051437839e-01, 2.884155291784426187e-02
2.037000000000000000e+03, -6.283898210301312737e-02, -3.491997473018469411e-01, -7.886597587926663655e-02, 2.227392513993745743e-02, 7.632083149152485424e-02, -1.754824238555076008e-02, 1.396766165976162655e-01, 5.078115099819925371e-01, 3.551559443431585427e-03, 1.807656706727681917e-01, 2.023899289086091291e-01, 1.488675756482857326e-01, 1.023606374031980903e-01, 2.786911269027826932e-01, 3.155695611403612211e-01, 1.294812587637024781e-01
2.038000000000000000e+03, 3.519813228187179677e-01, 5.028869577646918193e-02, 4.350175305249981972e-01, 3.231609482568675307e-01, -4.233323452569748985e-02, 8.351365975527427765e-02, 2.243205180757996686e-01, 2.722557898765382567e-01, 2.827712713261852917e-01, -4.193023218023508303e-01, 1.530961981692290641e-01, 2.626576254173590419e-02, 1.244870990117722676e-01, 1.224100182216619759e-02, 2.192678782780946856e-01, 7.581221745972988209e-04
2.039000000000000000e+03, 4.549563388132636388e-01, 4.201301834096088372e-01, 1.687251752358192303e-01, -5.391183746062685328e-02, -1.524683824118734654e-02, 2.292385686267342515e-01, -2.540058039868655845e-02, 3.974450414131249221e-01, 1.855775943758748714e-01, 2.767023273120466920e-01, 1.434584632308828767e-01, -2.669493855914521763e-02, 1.364445324728270209e-02, 8.704959752323271349e-02, 3.117629443841463677e-01, 2.076469694595363402e-01
2.040000000000000000e+03, 3.544741042607707504e-01, 3.619134833942229679e-01, 2.357523569122140783e-01, 2.016030772442842789e-01, -2.330285737061683470e-03, 9.280618570300208647e-02, 1.552842173706110544e-02, 8.851255583200183519e-02, 1.856865896383722014e-01, 2.939926724660515966e-01, 1.196895467236235577e-01, 1.073945720702344925e-01, 1.573687548521263690e-01, -2.845968360828896385e-02, 3.062254919918818707e-01, 1.347929318105645924e-01
2.041000000000000000e+03, 1.032272528970669123e-01, 1.102009964040014528e-01, 1.030040657662755349e-01, -1.258480159230441209e-01, 3.282421067476697929e-01, 1.365236014961367372e-01, 1.487672020560090458e-01, 4.341111038003640510e-01, 2.649405833532563759e-01, -3.701908670166249860e-02, 2.156800392696988852e-02, 1.710662879924371715e-01, 1.764675507423677236e-01, -2.408941985944256653e-02, 3.280606091763322296e-01, 2.116677578399847603e-01
2.042000000000000000e+03, 4.556189442565199976e-01, -4.826563994186845730e-02, 2.593004599797065213e-01, 8.839653819462246764e-02, 5.168727071105363308e-02, 8.008736361897483141e-03, -1.599811382648846231e-02, 2.716767699528485069e-01, 2.006442693909338548e-01, -6.482612598426565342e-02, 3.836847139727783129e-01, 1.260390853121775845e-01, 3.629502424773657643e-02, -3.177057060309098624e-01, 1.913998875050814119e-01, 1.118433008180424043e-01
2.043000000000000000e+03, 2.721115721877103155e-01, 5.764925334645146782e-01, -4.909941296467488364e-02, -4.857790361328850337e-01, -1.742827263748031597e-01, 3.423777134921441451e-02, -1.926717359544416475e-01, 5.172897993583435161e-01, 1.456201752473215150e-01, -5.442454429017337669e-02, 3.127133693178479334e-01, 6.124120826620717967e-02, 1.438661953563504514e-01, 2.249376940103368083e-01, 2.227893314772315114e-01, 8.786974490328362808e-02
2.044000000000000000e+03, 3.667107281785386697e-01, 1.477540279280891156e-01, 9.050153585326579930e-02, 2.705242963448700189e-01, 1.929576440696285089e-01, 1.974652407731480319e-01, 2.004975546694612309e-01, 3.086618776181104251e-01, 1.458309406755938509e-01, 3.130499926098062047e-01, 3.049085972949131529e-01, 2.585052315982303561e-01, -2.145673172026238765e-02, 2.519652335194788595e-01, 3.249407069595764974e-01, 1.302159675111594916e-01
2.045000000000000000e+03, 3.164028518791520139e-01, 1.770131302974236598e-01, 1.968298930041513517e-01, 4.049946103660984759e-02, 9.912029355041468426e-02, 4.771277594503112174e-02, -1.320167856619363089e-01, 4.180943976575137722e-01, 2.981179457807307531e-01, -2.356879362880429443e-02, 4.998261057975979943e-02, 1.421216404522323770e-02, 4.695298665268612254e-02, -1.642695882525938844e-01, 3.514141800203317012e-01, 9.287937082462702221e-02
2.046000000000000000e+03, 3.445543266369081592e-01, 1.616320677104948755e-01, 2.786906313339717611e-01, 2.237335077189769872e-01, 2.494528648710916119e-01, 7.365985751681379534e-02, 3.756230412207376551e-02, 6.698169548963434083e-02, 2.333825074386761955e-01, -5.146977778479309151e-01, 2.419499506435122960e-01, 4.220281679093004085e-02, 8.441603001725593580e-02, -1.291478761954557575e-01, 7.489875746063735795e-02, 1.632276369916739467e-01
2.047000000000000000e+03, 3.572215259857562941e-01, -2.886833329313730212e-02, 1.823788958497979118e-01, -1.013454381229358658e-01, 1.208931281711634609e-01, 1.303048403476654016e-01, 6.571284384742312468e-02, 1.367210530827984161e-01, 7.300997951244493633e-02, -3.091702345712181166e-01, 2.672491241854928479e-01, 3.747090557380827053e-02, 1.534653412716982801e-01, -5.435085623282746164e-02, 5.120554841787499090e-01, 1.773823312154565457e-01
2.048000000000000000e+03, 2.590637815729550097e-01, -1.235964283645401285e-01, 2.364187266083019739e-02, 1.498123541186180963e-01, -6.079982493562936796e-02, 1.347076720356117918e-01, -6.402559871251222584e-03, 4.053655033482722048e-01, 1.656569400574615658e-01, 5.602778249270803368e-01, 1.324282077274085700e-01, -1.688307602276082828e-02, 6.033764077498364464e-02, 2.057891197147764806e-01, 4.647748519904965070e-01, 2.124317673967928699e-01
2.049000000000000000e+03, 3.787243978504777897e-01, 2.367298863775671169e-01, 1.768351890002202997e-01, 5.805410474184263814e-01, 2.887095223563386145e-02, 1.442381755201496696e-01, -9.151553342551209391e-02, 5.849217098124210867e-01, 3.002288636179637482e-01, -4.435320395873577626e-01, 1.860635277075486371e-01, 7.728800529695427357e-02, 5.899562489127772869e-02, 5.702515516874000212e-03, 4.038241266837035437e-01, 6.071476737574077465e-02
2.050000000000000000e+03, -1.031692238811512119e-01, 5.147765714463110598e-01, -6.220874466852121393e-02, 2.101383945446735346e-01, 2.504247042028761028e-01, 3.170398539117009334e-02, 5.201406817341570898e-02, 2.761383388656705185e-01, 1.312328986742599957e-01, -4.607874173238866305e-02, 2.342893785929514028e-01, -5.705432619499744423e-02, 1.283151671088022250e-01, 1.749118406533624048e-01, 1.646008178372356801e-01, 2.126487825543963428e-01
2.051000000000000000e+03, 5.689698950160326785e-01, 8.357699743997139274e-02, 2.089274588222566065e-01, 1.007369110885230068e-01, -2.272163896471172395e-01, 1.255865334044868331e-01, -3.240896817655625900e-02, 5.268864562060296963e-01, 2.009054659910317342e-01, -7.786219273940913829e-03, 1.197794346349667360e-01, -5.688900050938736942e-03, 8.485936758360401733e-03, -2.134556581122249164e-01, 4.843676059947772949e-01, 1.327558745081607594e-01
2.052000000000000000e+03, 2.865916363383341214e-01, 1.754248073454240664e-01, 2.119888228111729833e-01, -6.440209764745495613e-02, 3.921390543315597665e-02, 1.834465511848745178e-01, -1.334566135791460662e-01, 3.705915855426017425e-01, 3.477700335714468960e-02, 5.103043290986839647e-02, 1.964942498312066133e-01, 1.077776614624668811e-01, -1.529332687204735912e-02, 2.245401967853904446e-01, 4.777115742019581446e-01, 8.200103737924353819e-02
2.053000000000000000e+03, 1.675873912062333937e-02, 2.183825226399660480e-01, 2.016854299623319913e-01, 6.398866408116747617e-02, 7.416540568054391658e-02, 4.107690259969709601e-02, 2.245915150913134484e-01, 2.139110470683830145e-01, 1.088833153779356216e-01, -4.361992113028664853e-01, 1.019921911991692465e-01, 5.295068341513085863e-02, 1.074118410304657073e-01, -2.673333317550826566e-02, 3.929462881361747151e-01, 2.020271684154940905e-01
2.054000000000000000e+03, 5.608596568450335829e-01, 1.785212506405512434e-01, -2.788366332953386498e-02, -3.099919101189334003e-01, 2.239337901367241535e-01, 6.308328080747821476e-02, 1.952662864985981739e-01, 2.613769070663994332e-01, 2.625773230878512554e-01, 3.349838137206796462e-01, 1.685491790229744768e-01, 2.213870664160476343e-01, 1.536181765538508215e-01, 8.134313169913033603e-02, -3.629849291902013941e-02, 6.347500912251470562e-02
2.055000000000000000e+03, 5.605389658685709930e-01, -1.776380718617312782e-01, 1.461252747414527320e-01, -4.450384471504838929e-02, -4.950643707364481283e-02, 1.864958271400756484e-01, 5.808119654811901844e-01, 3.546765793341776218e-01, 2.683779349237063738e-01, 3.815430391339183491e-01, 1.544101453976953753e-01, 6.789113375886091095e-02, 1.225978681659865011e-01, -2.210137635307937720e-01, 4.319728164775403223e-01, 8.575714198238046371e-02
2.056000000000000000e+03, 3.270072924083876620e-01, 4.759644684215313393e-01, -1.875482918349295758e-01, 2.831719759300675432e-01, 1.295154612645370296e-02, -1.983587042829220992e-01, 3.735554778640141210e-02, 4.962328216559619420e-01, 1.907937033598293142e-01, -2.591064537770314535e-01, -3.395644582457919142e-02, 9.557586311737371887e-02, -4.076813229026955698e-03, 1.290930458080819243e-01, 2.051713086879261849e-01, 9.708999765453288355e-02
2.057000000000000000e+03, 4.305839703127530282e-01, -3.160597369598499608e-03, -8.951385320621894903e-02, -1.882470752641623904e-04, 4.383934392710292505e-01, 5.336348979480991933e-02, 1.510993292471701499e-01, 4.632259171637479467e-01, 1.385103960826138680e-01, -1.237319660183172909e-01, -4.530247611932515517e-02, 8.032129802965499998e-02, 1.458540775613375862e-01, 7.099962575884455340e-02, 4.898500965536233265e-01, 1.657111260403793251e-01
2.058000000000000000e+03, 4.518170553880256901e-01, 1.916977959724874836e-01, -1.223637195227614549e-01, 8.313381775934033935e-02, -1.283251319711498639e-01, 2.530535684749615766e-01, -1.319511628207871712e-01, 2.833275130533939867e-01, 8.974724577239094614e-02, 7.110476874079799114e-02, 1.030361236318619034e-01, 1.537382731469784936e-01, 3.229286434218916341e-02, 2.938363999987390618e-01, 2.996487673883850844e-01, 4.693678699690296413e-02
2.059000000000000000e+03, 5.644283847070642041e-02, 3.374093923152688412e-01, 4.663446533241095288e-02, -1.411668941329631381e-02, 2.063786125967533858e-01, 1.313543078064310921e-01, 6.571054171945515943e-02, 4.798915094544535243e-01, 8.647292891354427247e-02, 2.461168494246585847e-01, 2.895515681517183207e-02, 1.351335445175594618e-01, 1.487700371612450667e-01, -1.011153317916022032e-01, 2.633199484509115007e-01, 1.734474180278885169e-01
2.060000000000000000e+03, 6.013935835922686879e-01, 3.150472369283193186e-01, -4.029429100682445364e-02, -3.438662724665672576e-02, 2.980857181272036915e-01, 1.865251363133015594e-01, 2.680223074562807298e-02, 3.689754095116751786e-01, 3.342694921997991231e-01, -9.921033068550076661e-02, 3.786810293156669394e-01, 1.250043041693151280e-01, 1.723077768454578662e-01, -2.203399069640550323e-01, 3.475726041460192040e-01, 1.795213380009006710e-01
2.061000000000000000e+03, 5.938424349597439811e-01, -3.796382479381329306e-02, -1.744392933632528675e-01, 2.071348203687539968e-01, 4.002687520194087717e-02, 1.525332833458159509e-02, -9.581279501613707006e-02, 3.970050216904917328e-01, 1.125832224294170264e-01, 2.179148970429843277e-02, 1.385945394963600252e-01, -3.673679983643440145e-02, 3.738580192237935668e-03, 1.907958253308957366e-02, 4.366362232388678599e-01, 1.035517489776822120e-01
2.062000000000000000e+03, 3.447090318846848800e-01, -3.420974065183614021e-01, 9.310022427665914924e-02, -2.659025642625653663e-01, 3.630069793308098730e-02, 3.054457071519282862e-02, -1.342116780124373021e-01, 4.635464205426458872e-01, -7.782097121041697818e-02, -6.127192441594713629e-02, 1.834965793840260539e-01, 2.016801184241099054e-01, 2.437733127508979192e-01, 4.455419596117537323e-02, 6.079346097382049008e-01, 1.353857163236064642e-01
2.063000000000000000e+03, 2.234112972790875951e-01, -1.621434861904037447e-03, 6.769012076451563775e-02, 1.964644543191452208e-01, 3.070068775474486533e-01, 1.698688494319343378e-01, 8.035800682370305981e-02, 3.427512903957128931e-01, -9.078487239808219825e-03, -8.103052087601389508e-02, 2.549364783169945636e-01, 8.112747986545180978e-02, -3.320899413982540682e-02, 1.909108350878047089e-01, 4.850502328646024153e-01, 1.710757448170049932e-01
2.064000000000000000e+03, 3.667124946140711272e-01, 3.686594823078704342e-01, 3.734011137949472259e-01, -1.841085511509379102e-01, -4.201686596229337045e-02, 5.911707891407377152e-02, 2.840527263966838301e-01, 5.561002601641084064e-01, 9.482178385901818274e-02, -1.750001729917247950e-01, 2.323573290376611256e-01, 3.834177569851766887e-02, 5.691107010770567881e-02, -1.658128034915728674e-02, 2.286543001524734553e-01, 1.388369078015861957e-01
2.065000000000000000e+03, 3.897085413008405941e-01, 5.552140730279435665e-01, 8.727998472781445249e-02, 2.542195973971256850e-01, 1.336913707342517188e-01, 4.085200728892182664e-02, -1.606421232393951681e-01, 3.126168957727424869e-01, 3.199893171375165490e-01, -2.026125604102869612e-02, 1.549348005921896421e-01, 2.043429109488817674e-01, 8.432142901219388809e-02, -2.010269008413355096e-01, 4.327495404817595648e-01, 2.768206783323571840e-01
2.066000000000000000e+03, -1.045715135906496486e-02, 3.181720433323670383e-01, -1.176626975054857194e-01, 2.487216958816296231e-01, -1.292980572605439971e-01, 7.696010528462353395e-02, 2.576365818695970991e-02, 3.879170709255271854e-01, -2.176035580878799280e-01, 4.037248027636673037e-02, 1.355520435879080110e-01, 1.465168299518780914e-01, 2.564661361491204494e-01, 7.837548812567120271e-02, 6.659254778837754296e-01, 8.142338254405266651e-02
2.067000000000000000e+03, 4.564303335583516086e-01, -5.452649175413604860e-02, 2.201754977631841803e-01, 1.497322316367059314e-01, 1.053907342550874232e-01, 1.199098873760407330e-01, 3.180082592466019695e-03, 4.670595315652688595e-01, 4.134965002101659848e-01, -1.987215092368339597e-01, 1.055042546434253603e-01, 1.710554252347157300e-01, 1.498492234750614660e-01, 9.214902410954790846e-02, 3.657758602385638436e-01, 6.285762557003204964e-02
2.068000000000000000e+03, 5.034634466247289719e-01, -2.347592789391865498e-02, 4.431842596950625462e-02, -2.270488635340348338e-01, 2.532365086219097797e-02, 1.273594876610909532e-01, 3.356199696963543255e-01, 6.175600730152945861e-01, 6.213301074706942262e-02, 4.853178553989823674e-01, 2.099465236711371696e-02, -4.906858106622050825e-02, -4.423240366075134600e-02, 6.764828399590618047e-02, 1.338313838398567379e-01, 6.758841964439506189e-02
2.069000000000000000e+03, 3.747628349384267143e-01, 3.558213555500479575e-01, 9.822587825487345825e-03, -1.102601158576980711e-01, -3.683570114631659620e-02, 1.798350450678706247e-01, -8.655549292717208687e-02, 5.410987436351187840e-01, 1.832674268708860410e-01, -7.747032727758497439e-02, 1.831922190603299250e-01, -7.451387394144053100e-02, 1.265233334364126161e-01, 1.362340316072010386e-04, 5.661897093627161759e-01, 1.842657938200396583e-01
2.070000000000000000e+03, 4.236777305304512686e-01, -3.266818868344721905e-01, -1.061625057436134112e-01, 2.423498861911676794e-01, 1.078916121710813553e-01, 1.527258464545583339e-01, 1.033107452712775376e-01, 2.309818157636925884e-01, 1.413954562956155347e-01, -5.372998566437774404e-01, 2.480849341123785023e-02, 2.154418332930280733e-01, 1.409445103266087629e-01, 1.863899332582696078e-01, 1.585549323680225386e-01, 1.820791683233052294e-01
2.071000000000000000e+03, 1.829846509634275031e-01, 4.381513159290450488e-01, 3.052356453696155048e-01, 1.375823753868817279e-01, 2.017960408007458684e-01, -7.344474948178657259e-02, 1.042174941557727913e-01, 2.899095193798527093e-01, 2.130178687436940221e-01, -2.285385267883620064e-01, 1.391442763964839957e-01, 2.988079735773909937e-02, 6.248588843240040352e-02, 1.469029986254792586e-01, 3.410840257964636857e-01, 9.367565475941883046e-02
2.072000000000000000e+03, 5.380348972705715216e-01, 3.020746801402036663e-01, 2.437826571228373859e-02, 9.946402585999105164e-03, 4.121374939718229768e-01, 1.047288934812055233e-01, -1.013030276655779022e-02, 5.663295249495058359e-01, 2.180564450220802974e-01, -3.892578203723354863e-02, 2.238278845359727987e-01, 2.616449959354075552e-02, 1.234601448436225685e-01, -2.483495984877529816e-01, 3.948939653756430856e-01, 1.826548086538490601e-01
2.073000000000000000e+03, 5.253498672956625759e-01, 2.694766519941732552e-01, 1.675685847422198060e-02, 1.851146714452663322e-01, 3.494883070118007251e-02, 1.617667278200078940e-01, 4.604325120988017050e-01, 2.230960189046735098e-01, 9.351742618939165239e-03, 8.863492485855023473e-02, 2.447964175478306581e-01, 5.193224266568364361e-02, 1.478212572753667409e-01, 7.797721992736185437e-02, 2.623133564852727084e-01, 2.776359100236708288e-01
2.074000000000000000e+03, 1.485371972493501891e-01, 2.752271410089902060e-01, -8.430631847507777388e-02, 1.491541919421925100e-01, 1.181478207248027601e-01, 2.290592779335662854e-01, -1.528068538927887243e-01, 3.081327600509284892e-01, 4.464333878243153531e-01, -4.518625398203884314e-01, 2.793717071823426101e-01, 2.808999247694635160e-01, 1.114141443021533090e-01, -1.161901224103635034e-02, 4.572261906358919825e-01, -2.232554011780701203e-02
2.075000000000000000e+03, 3.573857154972175376e-01, 5.833670357149837171e-01, -7.894000302103286459e-02, -1.454897581453936661e-01, 2.102583545203468574e-01, -1.331541756524418519e-03, 3.871537028361420330e-01, 2.177709758995224343e-01, 2.668153727233192954e-02, 4.674531781658564783e-02, 2.889503173039136841e-01, -3.862324810415185272e-02, 3.498609815826535241e-02, -2.217177269174504597e-02, 4.249132977811503342e-01, 1.435078415579750244e-01
2.076000000000000000e+03, 6.793904533502892473e-01, 2.747499950158859283e-01, -1.363279293620465737e-01, 3.434220140518087772e-01, 9.130052836401084115e-02, 9.767863325249385997e-02, -1.856154191165638664e-02, 2.871899519560668357e-01, 3.486259164118076792e-01, 1.213539432419776243e-01, 1.628669138573807240e-02, 1.552835482325090333e-01, 9.672910049126844101e-02, -6.019967337510875177e-02, 3.917617092104046517e-01, 1.472616252142038284e-01
