year, TaiESM1, EC-Earth3-Veg, CESM2-WACCM, MIROC-ES2L, ACCESS-ESM1-5, NorESM2-LM, MPI-ESM1-2-LR, NorESM2-MM, UKESM1-0-LL, IPSL-CM6A-LR, CanESM5, CNRM-ESM2-1, CMCC-CM2-SR5
2.079000000000000000e+03, 7.026466646141292927e+01, 1.366962251289008350e+02, 1.128827330731234326e+02, 1.118822882281083224e+02, 9.451964351621720084e+01, 1.060558107287801164e+02, 6.469226605009170328e+01, 1.064043171678876831e+02, 2.100471870178259337e+02, 4.084280729487060313e+01, 1.273930530996953081e+02, 1.542942971430956334e+02, 2.801089322507089037e+02
2.080000000000000000e+03, 7.023178816887998721e+01, 1.367299902156180735e+02, 1.128811924732592900e+02, 1.121368549262505780e+02, 9.450594586313428636e+01, 1.061094872850277682e+02, 6.473088362961802034e+01, 1.065411072019430065e+02, 2.102736926968892703e+02, 4.088871005199177944e+01, 1.276174746895982963e+02, 1.544905762534001781e+02, 2.803080962932982629e+02
2.081000000000000000e+03, 7.027110185779736184e+01, 1.367723656440877278e+02, 1.129611364162155098e+02, 1.123835362245639828e+02, 9.448093309247644811e+01, 1.061410967059803170e+02, 6.486238365149644380e+01, 1.066495082930309053e+02, 2.103023292895925067e+02, 4.093597710681101631e+01, 1.278734034484995448e+02, 1.546728310071058843e+02, 2.804360733984071317e+02
2.082000000000000000e+03, 7.024557447128755427e+01, 1.368185481661774077e+02, 1.129968547496573734e+02, 1.125729559920791871e+02, 9.446625240776941723e+01, 1.062233279353819313e+02, 6.504062197779614962e+01, 1.067760713589964183e+02, 2.103659984102019962e+02, 4.097541105547652762e+01, 1.281437977797347685e+02, 1.548557586430669630e+02, 2.803723420151982850e+02
2.083000000000000000e+03, 7.021742778625822723e+01, 1.368382997087157662e+02, 1.130409179236054484e+02, 1.127521633379708135e+02, 9.446190282858525222e+01, 1.063605017279626281e+02, 6.517547805886405854e+01, 1.068910335627870154e+02, 2.105296818445433757e+02, 4.101086905172594754e+01, 1.284320159659504839e+02, 1.550892058666385935e+02, 2.803652476503014555e+02
2.084000000000000000e+03, 7.027202664169294621e+01, 1.368527146924222677e+02, 1.130831668420849923e+02, 1.129450705010601865e+02, 9.443533458923671731e+01, 1.064438751847624616e+02, 6.532390142564491953e+01, 1.069954778972437026e+02, 2.108549087884176743e+02, 4.104229766708445482e+01, 1.287158957320097841e+02, 1.553102433915954919e+02, 2.804805584748754654e+02
2.085000000000000000e+03, 7.028842089104628599e+01, 1.368571996164173470e+02, 1.131382894903752856e+02, 1.131004530184004295e+02, 9.437826868798627800e+01, 1.064789368780204342e+02, 6.545216007664228641e+01, 1.070627522137792482e+02, 2.108616881019391087e+02, 4.107221019722587130e+01, 1.289947542970840573e+02, 1.554972650508700838e+02, 2.806508322502319857e+02
2.086000000000000000e+03, 7.041275954553357508e+01, 1.368904717508063129e+02, 1.131809822439534088e+02, 1.131972960920752769e+02, 9.431312506014349140e+01, 1.065148906888442752e+02, 6.554668245407988536e+01, 1.071315308565698388e+02, 2.109994270608619615e+02, 4.108800881447690045e+01, 1.292846045795411385e+02, 1.556970620728262986e+02, 2.807864062303376613e+02
2.087000000000000000e+03, 7.056738040563925551e+01, 1.368892574480476867e+02, 1.131820260956988733e+02, 1.132783119655921666e+02, 9.426603908763914319e+01, 1.066223805461704472e+02, 6.567567218334832546e+01, 1.071950256629529719e+02, 2.108307179459573035e+02, 4.113556525042182699e+01, 1.295895378012224057e+02, 1.558686782633501196e+02, 2.807303705334171582e+02
2.088000000000000000e+03, 7.040431771536925964e+01, 1.369085037289481477e+02, 1.131456673731415776e+02, 1.133733201140250628e+02, 9.424366962873357068e+01, 1.068042040105557220e+02, 6.587610819306745213e+01, 1.072412237477267780e+02, 2.110616010025149194e+02, 4.120422739166156134e+01, 1.299067634838024219e+02, 1.560663050978696447e+02, 2.806654087758730043e+02
2.089000000000000000e+03, 7.038308582036277983e+01, 1.369297110701827478e+02, 1.131426000083024661e+02, 1.135170078039267452e+02, 9.422178483193178522e+01, 1.069044369399078818e+02, 6.597069953921177898e+01, 1.073167594323239769e+02, 2.112431553642905442e+02, 4.124770064910671152e+01, 1.302373882481247165e+02, 1.562661992444027987e+02, 2.808212745958399523e+02
2.090000000000000000e+03, 7.054705700670241697e+01, 1.369426207337735661e+02, 1.131736723104333890e+02, 1.136553793947341546e+02, 9.418401273125563478e+01, 1.069595680632450581e+02, 6.598391909882167283e+01, 1.074040111255189345e+02, 2.112074778143024787e+02, 4.127149554278055632e+01, 1.305146244418945969e+02, 1.564444474495872726e+02, 2.810164018996458708e+02
2.091000000000000000e+03, 7.057656941497201331e+01, 1.369775781488148994e+02, 1.132318604086030973e+02, 1.138182072741790591e+02, 9.415197061964715886e+01, 1.070465439563404146e+02, 6.612209987449433868e+01, 1.074552750694983416e+02, 2.110708912864903937e+02, 4.131355956976493360e+01, 1.308304295793459460e+02, 1.566407889778476203e+02, 2.810899110385556696e+02
2.092000000000000000e+03, 7.058360506813720292e+01, 1.370057673285292594e+02, 1.132470058876784549e+02, 1.139635825641693287e+02, 9.414538009299079135e+01, 1.071587356265719819e+02, 6.615910758364974242e+01, 1.075318238714543355e+02, 2.110655809339418454e+02, 4.134791535447677546e+01, 1.311116442906133841e+02, 1.569026498396597447e+02, 2.810583670943182142e+02
2.093000000000000000e+03, 7.046861245868711876e+01, 1.369820958678554064e+02, 1.133034666309460761e+02, 1.140866546319008279e+02, 9.414259743100869571e+01, 1.072845966212510120e+02, 6.613507475096822930e+01, 1.076491806276156495e+02, 2.113477434391906797e+02, 4.138685200409197762e+01, 1.313954926789205331e+02, 1.571254183708335290e+02, 2.811258310628117556e+02
2.094000000000000000e+03, 7.039737023794519644e+01, 1.369966979387781123e+02, 1.133315852176314706e+02, 1.141767098226843444e+02, 9.414789107962812409e+01, 1.073626862382066065e+02, 6.626084608152142152e+01, 1.077457769503733545e+02, 2.113228577087483302e+02, 4.138980621994759446e+01, 1.316764297884646169e+02, 1.572996525132042223e+02, 2.811812385326892354e+02
2.095000000000000000e+03, 7.049549726746931810e+01, 1.369991609431247639e+02, 1.133445628257780413e+02, 1.143228659613495637e+02, 9.413829296114251122e+01, 1.074340554954164730e+02, 6.645208979986465181e+01, 1.078609804973882831e+02, 2.110595257276864913e+02, 4.142268111569256916e+01, 1.319855089354755648e+02, 1.575383205357751137e+02, 2.812709110142099007e+02
2.096000000000000000e+03, 7.067807025042121438e+01, 1.370561368442695596e+02, 1.133553119773668101e+02, 1.144205397030747520e+02, 9.409740376294081443e+01, 1.075299365314839974e+02, 6.648226459644132547e+01, 1.079032296387785976e+02, 2.111868938682932821e+02, 4.146590047956672009e+01, 1.322994209613357555e+02, 1.577314026251767984e+02, 2.814687767512306777e+02
2.097000000000000000e+03, 7.057525802779630908e+01, 1.370789712149772015e+02, 1.133565400175598796e+02, 1.145117218986591894e+02, 9.402630324490556291e+01, 1.076132880575492266e+02, 6.660117016056551620e+01, 1.079157615764496967e+02, 2.114459954772417234e+02, 4.149155378375848358e+01, 1.325955196850142386e+02, 1.579597725920100686e+02, 2.815925489937268935e+02
2.098000000000000000e+03, 7.056524195481068773e+01, 1.370954001747670361e+02, 1.134107882712510360e+02, 1.146518987555032538e+02, 9.399168010354341618e+01, 1.076618776857679762e+02, 6.656108528417830428e+01, 1.079452294909216903e+02, 2.114775135194187214e+02, 4.149710129009951487e+01, 1.329022509837505197e+02, 1.582099797201478282e+02, 2.816675338500685939e+02
2.099000000000000000e+03, 7.055417697605990668e+01, 1.370830829495667729e+02, 1.134547101118510426e+02, 1.148182201606345245e+02, 9.395774189249026165e+01, 1.076547573663590072e+02, 6.666000845670184560e+01, 1.079885247381918418e+02, 2.116124931868004353e+02, 4.152051015745652762e+01, 1.332647422337290379e+02, 1.584208583731682438e+02, 2.816978697432345484e+02
2.100000000000000000e+03, 7.058865738570297310e+01, 1.370228574379399333e+02, 1.134978081912447720e+02, 1.149449237133417370e+02, 9.390890022999258235e+01, 1.077154478115079854e+02, 6.683582955855641217e+01, 1.079989068534940913e+02, 2.115354134557306338e+02, 4.153998288155783314e+01, 1.336320924148708968e+02, 1.586114755981685676e+02, 2.816574511570185564e+02
