year, ACCESS-ESM1-5, CMCC-ESM2, CanESM5, NorESM2-LM, TaiESM1, MPI-ESM1-2-LR, INM-CM4-8, NorESM2-MM, EC-Earth3-Veg, IPSL-CM6A-LR, CNRM-ESM2-1, GFDL-ESM4, MIROC-ES2L, UKESM1-0-LL, INM-CM5-0, CESM2-WACCM
2.066000000000000000e+03, 1.391416667189451228e+00, 3.790726887633344422e+00, 1.344643973595248232e+00, 3.064823729221085813e+00, 3.367396978689575437e+00, 1.450872363779254881e+00, 1.219964063391016929e+00, 2.818051548919318083e+00, 1.942157877643971631e+00, 1.069068292277440380e+00, 1.373784972122119141e+00, 2.121441236983624190e+00, 1.116755444664881747e+00, 2.625936784552466818e+00, 1.211139865060611331e+00, 2.893315641060905108e+00
2.067000000000000000e+03, 1.385908323782908402e+00, 3.577218032480419474e+00, 1.389704880540126419e+00, 3.045103857977677908e+00, 3.353026286703645997e+00, 1.448613970197110357e+00, 1.219151151335537753e+00, 2.911416306108920438e+00, 1.958957744793750733e+00, 1.072972463593776071e+00, 1.377041321286751385e+00, 2.100358256372741206e+00, 1.129833790832624363e+00, 2.649320961596238977e+00, 1.182986814291652866e+00, 2.866213673990945843e+00
2.068000000000000000e+03, 1.395567208380906088e+00, 3.160218659991649304e+00, 1.398766219003654498e+00, 3.008653302422719999e+00, 3.336155722121333156e+00, 1.462012873830466964e+00, 1.235036382708635694e+00, 2.886290684782452765e+00, 1.983790305377860497e+00, 1.057440073758451282e+00, 1.384683391945451758e+00, 2.103912906591244969e+00, 1.098095217618097363e+00, 2.636900662671180839e+00, 1.195927232606849300e+00, 2.913834537658622548e+00
2.069000000000000000e+03, 1.393171641591141707e+00, 3.129848820479933735e+00, 1.412607113617964316e+00, 3.025348890193733098e+00, 3.316806748758073908e+00, 1.448510935100082886e+00, 1.226499968247862338e+00, 2.814895676774019861e+00, 1.980585579912673921e+00, 1.064719081730896688e+00, 1.352370954361564737e+00, 2.198104124930404524e+00, 1.145575442631610485e+00, 2.658034306011292536e+00, 1.217273243012922501e+00, 2.954703183323395876e+00
2.070000000000000000e+03, 1.398470156771796979e+00, 3.248503534791817415e+00, 1.367140322367175864e+00, 2.989309088621421751e+00, 3.204689636292189281e+00, 1.448961766308841437e+00, 1.210105625008152330e+00, 2.774661112066594271e+00, 2.002832371654339472e+00, 1.076784646481065533e+00, 1.336469997117080588e+00, 2.076089482742985215e+00, 1.149962333476452825e+00, 2.681123237618640687e+00, 1.211220996264013472e+00, 2.936960218215635354e+00
2.071000000000000000e+03, 1.385181574687541106e+00, 3.526790791510561185e+00, 1.364728892283411543e+00, 3.064899484305511734e+00, 3.281220038465139321e+00, 1.467795225059962849e+00, 1.237099149559810263e+00, 2.845883310296235091e+00, 1.942823185070743808e+00, 1.062327383216890686e+00, 1.296842238938866076e+00, 2.125838422904958502e+00, 1.156839817715149321e+00, 2.644265237870122132e+00, 1.222465350911510207e+00, 2.884229804114527784e+00
2.072000000000000000e+03, 1.388203369309932267e+00, 3.721619045603937526e+00, 1.378880989852146799e+00, 3.131512246479900341e+00, 3.278610791260295532e+00, 1.451552489826175352e+00, 1.234762797714154869e+00, 2.762465587130634059e+00, 1.958049474289111247e+00, 1.072763670829681715e+00, 1.314975975130136865e+00, 2.172242142170061729e+00, 1.093736054569524940e+00, 2.687635717124108758e+00, 1.218015134334857974e+00, 2.821943327229291310e+00
2.073000000000000000e+03, 1.380382462579580638e+00, 3.564567256259475236e+00, 1.416607596590868878e+00, 3.156737540942942122e+00, 3.299226098974087584e+00, 1.461093193618266062e+00, 1.240245783345262698e+00, 2.854908736309044404e+00, 1.945126178928410221e+00, 1.083360245069741268e+00, 1.346025408911763588e+00, 2.194296002549193325e+00, 1.160509536035496003e+00, 2.735387332607740696e+00, 1.228714755436508543e+00, 2.921758550371619467e+00
2.074000000000000000e+03, 1.390207383803048646e+00, 3.383188793672441630e+00, 1.436396679824941680e+00, 3.184044126284907072e+00, 3.434340669696962056e+00, 1.462440915896381366e+00, 1.254735943583190627e+00, 2.930495195176169965e+00, 1.994947479509829424e+00, 1.062812873931269886e+00, 1.308576077342633592e+00, 2.177496984874596642e+00, 1.175411492029055482e+00, 2.683004313849303824e+00, 1.248195093897705554e+00, 3.016718944127870561e+00
2.075000000000000000e+03, 1.391036129249574760e+00, 3.271920917302605591e+00, 1.489906072692794403e+00, 3.254001828000102403e+00, 3.402285265715732532e+00, 1.473986785858500737e+00, 1.237876212941851461e+00, 2.885616683117931291e+00, 2.006659448067948048e+00, 1.067490566271527719e+00, 1.380084459244413475e+00, 2.294185516676539915e+00, 1.144492316596847914e+00, 2.698873608939050595e+00, 1.222347747873602897e+00, 2.998718761258450716e+00
2.076000000000000000e+03, 1.403879222516646763e+00, 3.486154794469522145e+00, 1.492488216497078080e+00, 3.241933940385943735e+00, 3.405570949103415401e+00, 1.472328017503421904e+00, 1.243635222149384711e+00, 2.952448077476698352e+00, 1.966792369515672156e+00, 1.083512055603654156e+00, 1.370326301317890128e+00, 2.306915391315758512e+00, 1.140017540614436831e+00, 2.756472244068913557e+00, 1.236167674810592976e+00, 2.974027489515931766e+00
2.077000000000000000e+03, 1.403442575158439176e+00, 3.531024852370827638e+00, 1.516896312551448966e+00, 3.201622250759120103e+00, 3.470763167177017827e+00, 1.489468232343862608e+00, 1.267479124101927201e+00, 3.046067351399627476e+00, 1.997992752254917459e+00, 1.101189425133394018e+00, 1.299418255029218594e+00, 2.308759912001180137e+00, 1.125102588915367408e+00, 2.752260013180242826e+00, 1.245519274240054486e+00, 3.018984731290250689e+00
2.078000000000000000e+03, 1.384709177262186452e+00, 3.146524209556396556e+00, 1.512546136734146174e+00, 3.249698577448384196e+00, 3.298048510534795419e+00, 1.485337404988181564e+00, 1.248601129911024898e+00, 3.081370052564341933e+00, 2.019698547656454846e+00, 1.108449006182678387e+00, 1.420522249326099162e+00, 2.284834402003845355e+00, 1.106235180658971418e+00, 2.728250326489689570e+00, 1.252199214763473067e+00, 3.094962079107636654e+00
2.079000000000000000e+03, 1.395901980031270639e+00, 3.350799213270264421e+00, 1.577946793342585474e+00, 3.130697477901772441e+00, 3.386487161450345784e+00, 1.491865858401039802e+00, 1.231711571173699893e+00, 3.089708424098482009e+00, 2.035714550784322174e+00, 1.095494139840494707e+00, 1.386629536334194501e+00, 2.335504680907666053e+00, 1.121006432882807768e+00, 2.750946552318844773e+00, 1.234886048757925847e+00, 3.146055036664830773e+00
2.080000000000000000e+03, 1.390081839063618929e+00, 3.736735002402061578e+00, 1.538817243423335368e+00, 3.235080787567915284e+00, 3.481899327580062042e+00, 1.483279812158599498e+00, 1.230848446227637671e+00, 3.082154266409160570e+00, 2.041034289142683811e+00, 1.112128972115342229e+00, 1.446628476938737862e+00, 2.314890393166840532e+00, 1.146509903912390715e+00, 2.776835052650270086e+00, 1.258051945237584457e+00, 3.102798817217509164e+00
2.081000000000000000e+03, 1.378324861884884234e+00, 3.916690845922803366e+00, 1.565597223068303068e+00, 3.308390770612060550e+00, 3.509952339130595345e+00, 1.499673043876126766e+00, 1.262436375552655976e+00, 3.053278770958767208e+00, 2.030842724192423177e+00, 1.104707883394826062e+00, 1.489227757678017960e+00, 2.283318772722397583e+00, 1.196748554841220447e+00, 2.810559983065645806e+00, 1.250455973015850430e+00, 3.106065883613521539e+00
2.082000000000000000e+03, 1.398467720744164033e+00, 3.570039908745588964e+00, 1.616393895723335694e+00, 3.392513082162027960e+00, 3.553046843702856616e+00, 1.495189478195646515e+00, 1.260901375068147034e+00, 3.036775971830107057e+00, 2.041506010650885106e+00, 1.091702134212102493e+00, 1.389176258740878467e+00, 2.270075919367663619e+00, 1.136560280376812448e+00, 2.779400935427495334e+00, 1.233393202553541679e+00, 3.039189318402247153e+00
2.083000000000000000e+03, 1.403526661836941969e+00, 3.209968041618010748e+00, 1.515869484934077471e+00, 3.354833379601298127e+00, 3.589056684698222810e+00, 1.508966316433047572e+00, 1.248933432918267972e+00, 3.043555949055649634e+00, 2.049799918984684943e+00, 1.089655422378132732e+00, 1.439121777837276461e+00, 2.338754280876923275e+00, 1.174785059992891734e+00, 2.785304125541604670e+00, 1.244768235965567404e+00, 3.120970909040344576e+00
2.084000000000000000e+03, 1.385643219613973187e+00, 3.371599882913832058e+00, 1.633289115305976757e+00, 3.425906158360318088e+00, 3.576298301992283157e+00, 1.495415835028404139e+00, 1.270344424413953899e+00, 3.009741409745785301e+00, 2.090848809857557278e+00, 1.088066039674352226e+00, 1.423542145088252386e+00, 2.291151785317361522e+00, 1.187169280724161613e+00, 2.802581226391297697e+00, 1.242737308294495691e+00, 3.064842575149891335e+00
2.085000000000000000e+03, 1.390919492538860602e+00, 3.635266989414402516e+00, 1.611051110487727422e+00, 3.438837642152641649e+00, 3.552926803266734712e+00, 1.472452772098561846e+00, 1.268792708043559703e+00, 3.148934198243230398e+00, 2.114521854247050747e+00, 1.083030208110960846e+00, 1.421076393042130404e+00, 2.357979818715595144e+00, 1.183541444463785952e+00, 2.838177848132346970e+00, 1.244659568863136778e+00, 3.036664043191951823e+00
2.086000000000000000e+03, 1.402703122723049312e+00, 3.817234621661658167e+00, 1.592291471125659941e+00, 3.523766999600773442e+00, 3.372681191340871631e+00, 1.473049211683162829e+00, 1.263835076868129681e+00, 3.148077408362651042e+00, 2.023955136837132684e+00, 1.110990346305080312e+00, 1.501554327085200091e+00, 2.290577740308369581e+00, 1.190255578898114619e+00, 2.807031200452193787e+00, 1.248656618841416766e+00, 2.974883502815091507e+00
2.087000000000000000e+03, 1.419404942645732692e+00, 3.865431009929681583e+00, 1.594626420580180559e+00, 3.421816559636819299e+00, 3.105001589354667857e+00, 1.518218058837194295e+00, 1.271931669357670547e+00, 3.193805305386408389e+00, 2.072135650574672638e+00, 1.081900855294278818e+00, 1.527399078547317712e+00, 2.410206202067065373e+00, 1.177436028401428469e+00, 2.812350965790833435e+00, 1.236943078171226285e+00, 3.036638796224009340e+00
2.088000000000000000e+03, 1.416882092695611828e+00, 3.565588760328361584e+00, 1.667728373666774289e+00, 3.377425169765871704e+00, 3.264540078790699962e+00, 1.499829653462439349e+00, 1.272821768409151399e+00, 3.235468292121275624e+00, 2.095877412214575131e+00, 1.120148360819287925e+00, 1.485397389864696605e+00, 2.358769119458326458e+00, 1.207913179728008934e+00, 2.787412721822761341e+00, 1.264643839568523331e+00, 3.052117982218122361e+00
2.089000000000000000e+03, 1.397911006405035961e+00, 3.510698289127292870e+00, 1.616610450771979846e+00, 3.430684722462059799e+00, 3.684217812056853614e+00, 1.515066536317926982e+00, 1.279288604765095316e+00, 3.297113309407883719e+00, 2.117941250008478438e+00, 1.109408785501386774e+00, 1.509770628646986079e+00, 2.364617233062221491e+00, 1.188544551460634979e+00, 2.827184969818811844e+00, 1.246521993565997022e+00, 3.104623970796717369e+00
2.090000000000000000e+03, 1.391249742926477406e+00, 3.452478358389327262e+00, 1.578561196092380881e+00, 3.537152818376112506e+00, 3.534951857149512655e+00, 1.501125697229130251e+00, 1.252295662037502533e+00, 3.273230402909913739e+00, 2.121330568089189406e+00, 1.129768189683908686e+00, 1.549246557360652865e+00, 2.386290974434729595e+00, 1.154182601291875665e+00, 2.823947354244892072e+00, 1.272257125803464062e+00, 3.142114813408566132e+00
2.091000000000000000e+03, 1.419224188903503769e+00, 3.422650338626079591e+00, 1.668656765563924838e+00, 3.442940834918370996e+00, 3.434203617061228453e+00, 1.507359218912358356e+00, 1.257955082144492254e+00, 3.313231425801030472e+00, 2.088069797173463193e+00, 1.142552729171245396e+00, 1.445440112794746268e+00, 2.358884120164768117e+00, 1.180597915716830704e+00, 2.830296442547649338e+00, 1.263092465261491659e+00, 3.176209007132615891e+00
2.092000000000000000e+03, 1.439773683522086456e+00, 3.708970834787200133e+00, 1.695459268463149982e+00, 3.472852656757417833e+00, 3.430348801731443853e+00, 1.515155648892096973e+00, 1.288573746094644479e+00, 3.340065335619199161e+00, 2.101975933744952840e+00, 1.133120232319250187e+00, 1.413195367526865365e+00, 2.422184061764036667e+00, 1.174797983647803523e+00, 2.828019689087478472e+00, 1.251325287007341025e+00, 3.170199166329110696e+00
2.093000000000000000e+03, 1.438848828153754367e+00, 3.717833602189559716e+00, 1.700002568047766394e+00, 3.597027510542904150e+00, 3.558762283458199338e+00, 1.498457185499791233e+00, 1.296543583464746963e+00, 3.292643930675716479e+00, 2.156407690150843770e+00, 1.105466335025220959e+00, 1.490657297819070193e+00, 2.346853628761149224e+00, 1.198339917668861387e+00, 2.831026168420101907e+00, 1.250899479519555824e+00, 3.163543285531002613e+00
2.094000000000000000e+03, 1.439081377885405244e+00, 3.539989243180190925e+00, 1.719022806538983650e+00, 3.555548367382940000e+00, 3.760135416620781434e+00, 1.509430898242307251e+00, 1.299251865694132757e+00, 3.223418564368705219e+00, 2.146656106496461103e+00, 1.143955522799647850e+00, 1.498440897073074707e+00, 2.365471074375607774e+00, 1.211959800887582928e+00, 2.878943002025176945e+00, 1.266622451432513952e+00, 3.131706028196907798e+00
2.095000000000000000e+03, 1.439281333284672115e+00, 3.588986088585532475e+00, 1.708479678417015979e+00, 3.560636155296008631e+00, 3.641807670292105392e+00, 1.520797729998472958e+00, 1.281888664222903707e+00, 3.197467938824134048e+00, 2.163830522687404390e+00, 1.135433125037805580e+00, 1.530914309137462181e+00, 2.401129339622703363e+00, 1.214639893138461657e+00, 2.882087381145263194e+00, 1.273892655201263047e+00, 3.212990959674518976e+00
2.096000000000000000e+03, 1.383222443844983829e+00, 3.833532302869637753e+00, 1.773821248544115381e+00, 3.637508998105134062e+00, 3.336950930777748514e+00, 1.509027396369259089e+00, 1.273648145895158956e+00, 3.268755308881439170e+00, 2.166308442266129841e+00, 1.149907772954845031e+00, 1.534881900846442937e+00, 2.389801852845613972e+00, 1.232283946741767000e+00, 2.841190278979911277e+00, 1.266978179546794481e+00, 3.272305654517927209e+00
2.097000000000000000e+03, 1.402000703837237960e+00, 3.878398157590073669e+00, 1.805954994724523033e+00, 3.572122743431361158e+00, 3.390553359762169983e+00, 1.525129993844056564e+00, 1.287139493749089425e+00, 3.312963592528572310e+00, 2.156558167865740838e+00, 1.152329608817292739e+00, 1.533120883991093919e+00, 2.416039197290602569e+00, 1.206764980863271441e+00, 2.895370655828757744e+00, 1.291660548346273973e+00, 3.297171634390269279e+00
2.098000000000000000e+03, 1.400532606972553218e+00, 3.648290281232420273e+00, 1.797281705766172966e+00, 3.576582493506050842e+00, 3.671407544130200762e+00, 1.545210824188506082e+00, 1.275940747582190227e+00, 3.411276745834179280e+00, 2.155492707527842722e+00, 1.140924728069452332e+00, 1.500507236993478877e+00, 2.390908343181732398e+00, 1.183813774468944091e+00, 2.917123319077327359e+00, 1.308464564600011037e+00, 3.253717181242429923e+00
2.099000000000000000e+03, 1.401527089825236327e+00, 3.614713891534786505e+00, 1.809245398029190044e+00, 3.692721198461621501e+00, 3.844860705374910204e+00, 1.545055447641946467e+00, 1.320846663616453975e+00, 3.497794980089729222e+00, 2.136023046443232154e+00, 1.143011290837190996e+00, 1.569508199597292375e+00, 2.421496000131848181e+00, 1.182872274205610807e+00, 2.924759343555224156e+00, 1.285989507928088083e+00, 3.213169658189749089e+00
2.100000000000000000e+03, 1.390231807546716825e+00, 3.849620519227454629e+00, 1.829955138612884502e+00, 3.731788784149642435e+00, 3.799817605935689624e+00, 1.561288640283397422e+00, 1.285611755639257225e+00, 3.541183621116112068e+00, 2.142892233329318330e+00, 1.126417553470871136e+00, 1.558666811080701153e+00, 2.363755530429751062e+00, 1.192806375214716219e+00, 2.924251742433040313e+00, 1.279365963218047852e+00, 3.216527161305875460e+00
