year, TaiESM1, CNRM-ESM2-1, NorESM2-MM, MPI-ESM1-2-LR, EC-Earth3-Veg, GFDL-ESM4, GFDL-ESM4, TaiESM1, NorESM2-MM, CESM2-WACCM, NorESM2-LM, CNRM-ESM2-1
2.088000000000000000e+03, 2.154076040295528068e-10, 8.057942160993225433e-10, 5.339176106466619435e-10, 4.923758961110927017e-10, 3.321983827640844745e-10, 6.720583389991815641e-10, 6.738069220989815609e-10, 2.154076040295528068e-10, 5.339176106466619435e-10, 3.526263595183109322e-10, 4.130295824884817900e-10, 8.057942160993225433e-10
2.089000000000000000e+03, 2.242039460194952788e-10, 7.758975876065217704e-10, 4.261776782204919580e-10, 3.523270797647035965e-10, 3.037932249760015121e-10, 9.603880807440571890e-10, 9.621009554488439491e-10, 2.242039460194952788e-10, 4.261776782204919580e-10, 2.884163142005814265e-10, 3.520373045671554576e-10, 7.758975876065217704e-10
2.090000000000000000e+03, 2.577180655628678471e-10, 6.852359126627696472e-10, 7.205923912568252405e-10, 3.734733069275542618e-10, 3.368364031854949629e-10, 7.769825187507864581e-10, 7.786943618814316199e-10, 2.577180655628678471e-10, 7.205923912568252405e-10, 4.301816851231522179e-10, 5.082752892425164206e-10, 6.852359126627696472e-10
2.091000000000000000e+03, 3.014375920204587624e-10, 6.461519685949598772e-10, 4.394692256506454264e-10, 3.981811152587325499e-10, 4.147642994725007696e-10, 1.468754932127616648e-09, 1.470567019123064454e-09, 3.014375920204587624e-10, 4.394692256506454264e-10, 3.054639380651017859e-10, 2.841318647822343795e-10, 6.461519685949598772e-10
2.092000000000000000e+03, 1.942513541139024805e-10, 7.224148967291965441e-10, 4.828671403086336872e-10, 4.122526134737955881e-10, 5.405481515639931797e-10, 9.068599212208528901e-10, 9.087010704447260928e-10, 1.942513541139024805e-10, 4.828671403086336872e-10, 5.131435243505298724e-10, 3.853763970744265828e-10, 7.224148967291965441e-10
2.093000000000000000e+03, 1.788177154132490315e-10, 6.001592849384334052e-10, 5.565886181304173321e-10, 4.438573492888609766e-10, 2.965452404977568819e-10, 1.564941708803759670e-09, 1.566776621014433085e-09, 1.788177154132490315e-10, 5.565886181304173321e-10, 3.077756274535522143e-10, 2.344436828172865627e-10, 6.001592849384334052e-10
2.094000000000000000e+03, 2.496842897715991919e-10, 7.225371001940718485e-10, 8.469934822972298476e-10, 5.488393092833614949e-10, 3.407168994585878336e-10, 1.335615062912521654e-09, 1.337412649230963622e-09, 2.496842897715991919e-10, 8.469934822972298476e-10, 3.448450599157050950e-10, 3.075451445490793647e-10, 7.225371001940718485e-10
2.095000000000000000e+03, 3.443512481825741692e-10, 4.645313779874658401e-10, 5.326023710245607049e-10, 4.075508544499614824e-10, 4.078080657305309939e-10, 9.457716897158758811e-10, 9.476010619374822793e-10, 3.443512481825741692e-10, 5.326023710245607049e-10, 3.422478906227889273e-10, 4.799712811883066396e-10, 4.645313779874658401e-10
2.096000000000000000e+03, 2.799316255419920381e-10, 6.955435669120498216e-10, 4.930033530594218833e-10, 4.008298093545937040e-10, 5.068747660573884483e-10, 1.082288976718088953e-09, 1.084185268559946773e-09, 2.799316255419920381e-10, 4.930033530594218833e-10, 2.191083551238494818e-10, 6.031957045523281375e-10, 6.955435669120498216e-10
2.097000000000000000e+03, 2.765828970005153867e-10, 8.982990674652601952e-10, 3.178949769635555572e-10, 4.252483238911308243e-10, 2.853043144111860367e-10, 9.464314140891542089e-10, 9.483123321854523763e-10, 2.765828970005153867e-10, 3.178949769635555572e-10, 4.535612216064541183e-10, 3.392912022210075972e-10, 8.982990674652601952e-10
2.098000000000000000e+03, 1.741540826677363071e-10, 1.054025852217820993e-09, 3.428484671822521722e-10, 3.840875426738786655e-10, 3.464043773377421356e-10, 1.304262436937156485e-09, 1.306130655753247663e-09, 1.741540826677363071e-10, 3.428484671822521722e-10, 4.884000662309519426e-10, 2.644935597273465062e-10, 1.054025852217820993e-09
2.099000000000000000e+03, 1.709648772493397803e-10, 6.719951834824665573e-10, 2.452463299973833118e-10, 4.911449183832505931e-10, 6.721355062237874031e-10, 1.196305180758978549e-09, 1.198294663029913865e-09, 1.709648772493397803e-10, 2.452463299973833118e-10, 3.492505578112154977e-10, 2.064273694318095067e-10, 6.719951834824665573e-10
2.100000000000000000e+03, 3.048392855543006287e-10, 7.808194046917012397e-10, 3.805883450069415401e-10, 4.143081603568135721e-10, 4.874685662206565649e-10, 1.550817803843199359e-09, 1.552690341288099305e-09, 3.048392855543006287e-10, 3.805883450069415401e-10, 6.966426336486993856e-10, 3.548895242053832189e-10, 7.808194046917012397e-10
