year, TaiESM1, CESM2-WACCM, NorESM2-MM, ACCESS-ESM1-5, UKESM1-0-LL, INM-CM4-8, INM-CM5-0, MIROC-ES2L, MPI-ESM1-2-LR, NorESM2-LM, IPSL-CM6A-LR, CNRM-ESM2-1, CanESM5, GFDL-ESM4, EC-Earth3-Veg, CMCC-CM2-SR5
2.075000000000000000e+03, 5.307930985005170577e+00, 6.299368974513063435e+00, 6.189537328893440993e+00, 4.642105983344226416e+00, 8.105397268950493839e+00, 7.540951897865895148e+00, 7.527106437892077118e+00, 6.395212933176082970e+00, 7.752073886943311898e+00, 6.425539745576284822e+00, 3.813592204445168665e+00, 5.256029475754344205e+00, 7.011572098218180393e+00, 5.875220994008368613e+00, 5.521561501094541136e+00, 5.967018320621733984e+00
2.076000000000000000e+03, 5.441090546597354916e+00, 6.700128574180377328e+00, 6.532212257950295253e+00, 4.777078352154252805e+00, 8.416069355552645348e+00, 7.711766799463545041e+00, 7.407804517898776808e+00, 6.477413394206736008e+00, 7.750600437101957674e+00, 6.603658318979291231e+00, 3.951336226061578305e+00, 5.241897340735460986e+00, 6.775379464008032926e+00, 5.890462291623439484e+00, 5.363506608109713802e+00, 6.294067903910796069e+00
2.077000000000000000e+03, 5.348734608135797153e+00, 6.471853627836224199e+00, 6.615375489800260134e+00, 4.708327322903951284e+00, 7.872714820285872328e+00, 7.830103736835456907e+00, 7.360956640156961051e+00, 6.214315405460425268e+00, 7.969219772632841092e+00, 6.561771015647241079e+00, 4.142933270980249105e+00, 5.122442081197200459e+00, 6.823660618392098698e+00, 5.878922229995523274e+00, 6.028830282604094037e+00, 6.090094083653516677e+00
2.078000000000000000e+03, 5.437442830336582489e+00, 6.614980091631116110e+00, 6.689871893795341862e+00, 4.453103870913275308e+00, 7.814639678255391964e+00, 7.651446337029666367e+00, 7.727593175747687226e+00, 6.348135846541205218e+00, 7.842870867572433013e+00, 6.308139917168149147e+00, 4.128481660217072857e+00, 5.343093014130058549e+00, 6.988041030994855518e+00, 5.917771636629565180e+00, 6.174403313072126309e+00, 5.522389596332746287e+00
2.079000000000000000e+03, 5.650154094137343819e+00, 6.723276763719228555e+00, 6.477863914446918336e+00, 4.781222895036267850e+00, 8.395423360223595921e+00, 7.533379928100743861e+00, 7.409486460462330726e+00, 6.422517667033090127e+00, 7.895584392306544075e+00, 6.426612892363424479e+00, 4.042056097047238339e+00, 5.546948890030642509e+00, 7.234486851799283080e+00, 6.126460501079957766e+00, 5.654952372349238310e+00, 5.832699887705136810e+00
2.080000000000000000e+03, 5.458510710216183170e+00, 6.471856581179850743e+00, 6.505141179220276904e+00, 4.697208485860331351e+00, 8.352909967379323675e+00, 7.563683896754146652e+00, 7.672444330407544477e+00, 6.528777250599755888e+00, 7.898263709843147851e+00, 7.004046700435626605e+00, 4.207826116526073967e+00, 5.535820099997918575e+00, 6.946141944090545195e+00, 5.967399817998725986e+00, 5.641411599992453674e+00, 5.805867532146800514e+00
2.081000000000000000e+03, 5.777434356839685314e+00, 6.643989084620618435e+00, 6.489725914492573189e+00, 4.521469449399814877e+00, 8.579551976153393156e+00, 7.785328006822814118e+00, 7.683907829569413650e+00, 6.764304869786802676e+00, 8.118274140306724007e+00, 6.651083701895345257e+00, 4.087504384241248623e+00, 5.665021642103875266e+00, 7.274785939723194872e+00, 5.821253574943110465e+00, 6.156633558179850141e+00, 6.275943323132796792e+00
2.082000000000000000e+03, 5.531250235244093538e+00, 6.673347155040862511e+00, 6.376997712492584292e+00, 4.776252771589001966e+00, 8.293208627209933681e+00, 7.790800433850947115e+00, 7.536896590160622189e+00, 6.446006989578719981e+00, 7.899366895018939516e+00, 6.756218226932121595e+00, 3.998099638324279059e+00, 5.264967218878505051e+00, 7.178884541600466740e+00, 5.959304123659203256e+00, 5.717141900013299249e+00, 6.375953048381482802e+00
2.083000000000000000e+03, 5.427753693598956097e+00, 6.591754881417571710e+00, 6.591354181965498604e+00, 4.703446734577844346e+00, 8.239620717058723898e+00, 7.735673888277173837e+00, 7.679208248580526863e+00, 6.897851490838930566e+00, 8.044409115160345181e+00, 6.706933422837616732e+00, 3.925559063753397027e+00, 5.586636778274933768e+00, 6.920852125045356296e+00, 6.132780172552411813e+00, 5.997149088231155112e+00, 5.994605681581458789e+00
2.084000000000000000e+03, 5.741318451985969240e+00, 6.462634982865803401e+00, 6.507236148599204739e+00, 4.637213352690395141e+00, 8.135446498366597723e+00, 7.757478193832159974e+00, 7.626318575697333735e+00, 6.797671547446569207e+00, 7.954846988984937362e+00, 7.125721006172327954e+00, 3.982312107257836686e+00, 5.427605719465445233e+00, 7.169380455448193246e+00, 6.073313281786437479e+00, 6.159276443873172191e+00, 5.692614043325717965e+00
2.085000000000000000e+03, 5.562836477590710871e+00, 6.463050083654800382e+00, 6.758592780995840599e+00, 4.630626430601132881e+00, 8.766806278254703599e+00, 7.873508823353323471e+00, 7.582867130124069099e+00, 6.376282419494954112e+00, 7.917361244372561835e+00, 7.135685576285999865e+00, 3.948978524083387676e+00, 5.499792937903551504e+00, 7.023775298481611529e+00, 6.201898683249484456e+00, 5.917069496947152452e+00, 6.195899320346918593e+00
2.086000000000000000e+03, 5.359631735966862820e+00, 6.471346416555837422e+00, 6.719460008809460483e+00, 4.786072359125724596e+00, 8.193637171082208681e+00, 7.872537380731091439e+00, 7.580613964960844164e+00, 7.036008828896713752e+00, 7.767047663488315656e+00, 7.063246893534948612e+00, 4.064959379272894857e+00, 5.831919694539732468e+00, 7.156270910171752320e+00, 6.060326738517760603e+00, 5.783919636352466753e+00, 6.475259175653489407e+00
2.087000000000000000e+03, 5.780122616911484990e+00, 6.620008249256524202e+00, 6.922057592231682044e+00, 4.817208280592334191e+00, 8.327119656332577335e+00, 7.897104527325573109e+00, 7.725585274956424442e+00, 6.496090073522733377e+00, 8.270126630805650692e+00, 6.638876089261160907e+00, 4.163146311993505044e+00, 5.822555866313057216e+00, 7.162351346276008002e+00, 6.233794069913967562e+00, 5.762012483725347245e+00, 6.610014736843681682e+00
2.088000000000000000e+03, 5.861110621700871270e+00, 6.672870558733776214e+00, 6.765936601933460359e+00, 4.719216467374149460e+00, 8.265843792447050475e+00, 7.925844866810657585e+00, 7.815091540171453133e+00, 6.835019770775700998e+00, 7.979937745925832715e+00, 6.723702645937600586e+00, 4.229798901137924894e+00, 5.651862836490520792e+00, 7.473192828077600325e+00, 6.203479620901418023e+00, 6.014083604003617189e+00, 6.104700733225975284e+00
2.089000000000000000e+03, 5.348610794627476572e+00, 6.682825293677633560e+00, 7.075902531299306908e+00, 4.612588125935608296e+00, 8.403381925722817058e+00, 8.107206390678960872e+00, 7.780645697681122464e+00, 6.836235870532462400e+00, 8.207379393932452416e+00, 7.121313111202231205e+00, 3.996201702158293845e+00, 5.798644027920825117e+00, 7.350004762951674486e+00, 6.343940683840419759e+00, 5.942214299427582169e+00, 5.894011218451738365e+00
2.090000000000000000e+03, 5.336741307134326817e+00, 6.705152043408812546e+00, 6.721059268920418717e+00, 4.612778337215934776e+00, 8.516962933875035446e+00, 7.656689171897031798e+00, 7.926573580347518799e+00, 6.676023225274131612e+00, 8.168788910809620774e+00, 7.091763041348193575e+00, 4.232568917063102454e+00, 5.987154634440404521e+00, 6.948915467879370311e+00, 6.409243612507509624e+00, 6.300218021814336211e+00, 6.547831612174822347e+00
2.091000000000000000e+03, 5.745693399373791088e+00, 6.828922905540026456e+00, 7.195521509331127774e+00, 4.882357299246130822e+00, 8.338736482318145349e+00, 7.862362015876879440e+00, 7.756942608071631717e+00, 6.980150286729576159e+00, 8.183759278954887861e+00, 6.856162685592038564e+00, 4.354639571397239450e+00, 5.707975637712864980e+00, 7.387910649954832820e+00, 6.319823758791995871e+00, 5.825980263263926595e+00, 6.409092160256087745e+00
2.092000000000000000e+03, 5.426143762519485492e+00, 6.719153066911423444e+00, 6.969587865247551584e+00, 4.919901141792473176e+00, 8.476750269703980933e+00, 8.068316052061657473e+00, 7.668458649809049454e+00, 6.623978281452888695e+00, 8.107980722657472938e+00, 7.011770595353435276e+00, 4.223041480911060574e+00, 5.511514910082262908e+00, 7.382027912042474327e+00, 6.454287219766309036e+00, 6.162442139602323898e+00, 6.122766318368271676e+00
2.093000000000000000e+03, 6.143928995389910774e+00, 6.658843461760719507e+00, 6.772866173426270286e+00, 4.824880986189194587e+00, 8.051389751528107652e+00, 8.342427434017618992e+00, 7.683334400660086771e+00, 6.761986985062275579e+00, 8.018352587838874612e+00, 7.167676013727227513e+00, 3.913209411519386283e+00, 6.054812477351706690e+00, 7.551911040933711128e+00, 6.177493321067227150e+00, 6.088251971233270332e+00, 6.340116729131825224e+00
2.094000000000000000e+03, 5.435157931620016925e+00, 6.807119876047696749e+00, 6.691516300899223779e+00, 4.835894178461447979e+00, 8.623178972057827352e+00, 8.088713258310468390e+00, 7.935527233976913841e+00, 7.225268757499981653e+00, 8.183257672438287500e+00, 7.129394609229145807e+00, 4.301530204493917431e+00, 5.941850977772141107e+00, 7.652439759649968032e+00, 6.400863959361521971e+00, 6.384645759557391109e+00, 6.430054243349173859e+00
2.095000000000000000e+03, 5.574501629807159908e+00, 6.999972121889280530e+00, 6.702527107859862276e+00, 4.843651209773653044e+00, 8.913603899981531242e+00, 7.962957523160055118e+00, 7.820990236820613006e+00, 7.065048255447768710e+00, 8.191784956756213987e+00, 7.201131176787873400e+00, 4.327289202242415200e+00, 6.229358655407936318e+00, 7.609347305842891096e+00, 6.416205751438984528e+00, 6.493090828347336974e+00, 6.121435252627748014e+00
2.096000000000000000e+03, 5.634014730537338700e+00, 7.053901692287234404e+00, 6.951728555762743511e+00, 4.505442437835384339e+00, 8.694404057884090875e+00, 8.020730739085754735e+00, 7.848399139588713602e+00, 7.163275289852216510e+00, 8.358207636325532874e+00, 6.997405764267608852e+00, 4.345253562174418605e+00, 6.012369763305855486e+00, 7.850509561365044853e+00, 6.341433146179594971e+00, 6.060807733619992810e+00, 6.269405242313543347e+00
2.097000000000000000e+03, 5.969526618850594879e+00, 6.833773047717958349e+00, 7.085083271580928432e+00, 4.757612450337369125e+00, 8.583973479373979032e+00, 8.097879382190473763e+00, 7.926771806817546562e+00, 6.478608009815256530e+00, 8.220500379574323446e+00, 7.030605017370518794e+00, 4.259190884854715087e+00, 5.870200053150115949e+00, 7.904813856450097376e+00, 6.651571795774323448e+00, 6.072232973300113024e+00, 6.749027498508757716e+00
2.098000000000000000e+03, 5.625720913065887174e+00, 6.748187235133824124e+00, 7.056696481191712778e+00, 4.615873055999751173e+00, 8.955246490246102198e+00, 8.023261313510754889e+00, 8.177235670228727216e+00, 6.960670274263081936e+00, 8.711468000473926665e+00, 7.140766753126590594e+00, 4.260428080663180239e+00, 6.061617734931502355e+00, 8.103746320874394726e+00, 6.645154632960227126e+00, 6.256697704232541568e+00, 6.137223754059178304e+00
2.099000000000000000e+03, 5.919874939717625573e+00, 6.926890031141496706e+00, 7.456169351481648278e+00, 4.688826144998406775e+00, 9.065275292511651983e+00, 8.310451476888635725e+00, 8.105397566869031678e+00, 6.903133447032447911e+00, 8.480445349643133568e+00, 7.468473547296311743e+00, 4.188924943309297433e+00, 6.052870451088426584e+00, 8.148175645353704866e+00, 6.648017561275242571e+00, 6.063548818376709448e+00, 6.656291013727756223e+00
2.100000000000000000e+03, 5.528060573183434911e+00, 6.869923206943670202e+00, 7.383625350268256504e+00, 4.673263482899114862e+00, 9.003920595151440054e+00, 8.140127519428618896e+00, 8.046927234621337632e+00, 6.805528691827953836e+00, 8.578018336150901035e+00, 7.096906825874393476e+00, 4.257522692562803357e+00, 5.863660030842559046e+00, 8.354333968264489485e+00, 6.534244809105767438e+00, 5.883654255861226368e+00, 6.382297493021312107e+00
