year, NorESM2-MM, GFDL-ESM4, NorESM2-LM, TaiESM1, ACCESS-ESM1-5, IPSL-CM6A-LR, CanESM5, MIROC-ES2L, MPI-ESM1-2-LR, EC-Earth3-Veg, CMCC-CM2-SR5, CESM2-WACCM, CNRM-ESM2-1
2.072000000000000000e+03, 4.456629083977025729e+00, 1.652514444517075631e+01, 4.407311930828896607e+00, 1.861449389765589491e+00, 5.572818690083900961e+00, 8.471102514041357168e+00, 8.288258044220864207e+00, 2.672700623463195413e+01, 2.855732721985344469e+01, 5.509364247945782722e+00, 6.264831404304582740e+00, 4.300273947653893813e+00, 3.238062367804413100e+01
2.073000000000000000e+03, 4.403369129091387002e+00, 1.655953030513219915e+01, 4.363020972403046649e+00, 1.748295355791561700e+00, 5.555733762206982895e+00, 8.509963098771253343e+00, 8.226189987776386658e+00, 2.679237292299790951e+01, 2.859968243498310869e+01, 5.470536086031057899e+00, 5.982629726246632806e+00, 4.072536608223684240e+00, 3.242779922393754788e+01
2.074000000000000000e+03, 4.381029513769575168e+00, 1.661195425010005167e+01, 4.364487112211671516e+00, 1.762954220599151078e+00, 5.585999900364836179e+00, 8.522882638559664770e+00, 8.227758731429315020e+00, 2.685411907251977581e+01, 2.870088872925447632e+01, 5.460088444051268475e+00, 6.310865532620679730e+00, 3.974979452306095951e+00, 3.253472304854406616e+01
2.075000000000000000e+03, 4.520073088691456853e+00, 1.666925246186335841e+01, 4.530557255649509507e+00, 1.891445071852877469e+00, 5.619289805932560000e+00, 8.532133717532977002e+00, 8.217490948338868506e+00, 2.684585675039257779e+01, 2.886641962330986999e+01, 5.436144343884314445e+00, 6.411875355536125198e+00, 4.211575136082126747e+00, 3.250332071432566039e+01
2.076000000000000000e+03, 4.352476601085544239e+00, 1.699420744866896271e+01, 4.599783147585607246e+00, 1.828825381516842041e+00, 5.615887852077863229e+00, 8.539950831557293398e+00, 8.136626266365015070e+00, 2.678825267152002709e+01, 2.888309039545299228e+01, 5.457771857333930221e+00, 5.750455860601697111e+00, 4.203502700213757493e+00, 3.268553368360980471e+01
2.077000000000000000e+03, 4.221836096758949886e+00, 1.732734737015353943e+01, 4.537133957247355021e+00, 1.837905230638978038e+00, 5.595825373262263369e+00, 8.501665737090092989e+00, 8.184036431424523528e+00, 2.682564070662504463e+01, 2.895379892742647598e+01, 5.261083020679964584e+00, 5.636082301183030552e+00, 4.197846484121644295e+00, 3.288741498204169034e+01
2.078000000000000000e+03, 4.368040979852754191e+00, 1.756189004180241753e+01, 4.659483471389534337e+00, 1.843347685398703639e+00, 5.587236736256088854e+00, 8.490995852703189684e+00, 8.113733906122416073e+00, 2.700085142093982427e+01, 2.917617081004855706e+01, 5.406429876726929429e+00, 6.145436119793235008e+00, 4.170753771795280507e+00, 3.289575457115056878e+01
2.079000000000000000e+03, 4.605140826096180362e+00, 1.778469623546365597e+01, 4.617653750200514828e+00, 1.718802912528003102e+00, 5.562812440967821459e+00, 8.512252919052984979e+00, 8.117864500580667553e+00, 2.710822133676494161e+01, 2.929759711031386971e+01, 5.480353611321254981e+00, 6.398317374075753960e+00, 4.038480247699951953e+00, 3.310406801128161192e+01
2.080000000000000000e+03, 4.617691991622772996e+00, 1.808814764878485448e+01, 4.384746354497869980e+00, 1.715115133824085980e+00, 5.570255149279601525e+00, 8.534771056984251203e+00, 8.278712268874309999e+00, 2.705981300298243042e+01, 2.932997548746514127e+01, 5.465866924069006316e+00, 6.556025705246575797e+00, 4.266417545477583673e+00, 3.325131229569326052e+01
2.081000000000000000e+03, 4.582306015298021507e+00, 1.815834479412721691e+01, 4.419380884981048752e+00, 1.784060244232069214e+00, 5.550980068709855608e+00, 8.605337146090803913e+00, 8.315208881078600456e+00, 2.689141299991678480e+01, 2.942884157976621751e+01, 5.523164004204740074e+00, 6.078172846466830315e+00, 4.286730479846871056e+00, 3.335890301584444728e+01
2.082000000000000000e+03, 4.618674969770623306e+00, 1.819613557475192778e+01, 4.618066434216209437e+00, 1.717716275985804231e+00, 5.564092357646427622e+00, 8.634824843346208922e+00, 8.275134696379012667e+00, 2.697087356062097641e+01, 2.957163570498397220e+01, 5.547577917846072459e+00, 5.572626691627732498e+00, 4.234093793201565425e+00, 3.360811124404438743e+01
2.083000000000000000e+03, 4.548004353641116992e+00, 1.849496517469566825e+01, 4.680372526005508682e+00, 1.841797095953107366e+00, 5.564452859880284485e+00, 8.630615311885360796e+00, 8.316252672688451142e+00, 2.707357610858144881e+01, 2.968787929851273333e+01, 5.495297758971884328e+00, 5.774788265567189605e+00, 4.260540951602250992e+00, 3.362344774400928316e+01
2.084000000000000000e+03, 4.613014498318891654e+00, 1.888720673498296776e+01, 4.403543634777991045e+00, 1.876067783187790106e+00, 5.520902397800873551e+00, 8.607000518391251020e+00, 8.285682705018826866e+00, 2.711726770031128808e+01, 2.978715026577181035e+01, 5.400943746171499527e+00, 6.275241930525434775e+00, 4.275129962394078831e+00, 3.369563995460627126e+01
2.085000000000000000e+03, 4.494958118495303800e+00, 1.907725946062750211e+01, 4.359535565654927503e+00, 1.876172998931390001e+00, 5.451702819241047493e+00, 8.579854192306877181e+00, 8.410890510816916077e+00, 2.712695771690860980e+01, 2.986458338970008697e+01, 5.428746352744544978e+00, 6.365721888721592947e+00, 4.341706697697641282e+00, 3.381800445435808200e+01
2.086000000000000000e+03, 4.523304311440121239e+00, 1.934526687648743248e+01, 4.506183665762211632e+00, 2.011789377181897986e+00, 5.424635520815380474e+00, 8.546049424985209697e+00, 8.501781933958270088e+00, 2.707429781170890593e+01, 2.987641651372490870e+01, 5.533651990513988927e+00, 6.129238097310593325e+00, 4.342426901064238010e+00, 3.383013911312116306e+01
2.087000000000000000e+03, 4.383038515987657036e+00, 1.940720902611347398e+01, 4.859318807192974710e+00, 1.938844770786357197e+00, 5.418611272253142097e+00, 8.634318537215317946e+00, 8.562621710163696775e+00, 2.721022588173178747e+01, 2.999447647163093578e+01, 5.419912591098174914e+00, 5.650307375655805764e+00, 4.174123559857066290e+00, 3.398795773951555788e+01
2.088000000000000000e+03, 4.434807965083605197e+00, 1.976851568375768409e+01, 4.821192080975171379e+00, 1.764389389961229959e+00, 5.450426802246873592e+00, 8.685163093655541289e+00, 8.532029342930053772e+00, 2.729441239046529333e+01, 3.023461260805102313e+01, 5.475134434012540297e+00, 5.806979648578809439e+00, 4.135082803741684465e+00, 3.420041065506525513e+01
