year, NorESM2-LM, EC-Earth3-Veg, CMCC-CM2-SR5, MIROC-ES2L, GFDL-ESM4, ACCESS-ESM1-5, MPI-ESM1-2-LR, CESM2-WACCM, NorESM2-MM, UKESM1-0-LL, IPSL-CM6A-LR, TaiESM1, CNRM-ESM2-1, CanESM5
2.025000000000000000e+03, 4.508562397536707067e+00, 2.877272374734160199e+00, 4.434411149278996156e+00, 4.252569825856507890e+00, 2.974032629852754184e+00, 3.949994191490467710e+00, 5.387954574867351631e+00, 4.389015204333195364e+00, 4.228923849817821434e+00, 5.998134025996112229e+00, 2.539708975808173008e+00, 4.405436730689044289e+00, 3.530831219537498011e+00, 4.437693670875583862e+00
2.026000000000000000e+03, 4.358386216593137519e+00, 2.980057823088340108e+00, 4.426405404185137726e+00, 4.191138511438077252e+00, 2.984139848477916690e+00, 3.929327969653570563e+00, 5.190545331925389583e+00, 4.454827327814480320e+00, 4.041836160060585215e+00, 6.006688688550140043e+00, 2.524673033762879992e+00, 4.447254652405917774e+00, 3.484949024921716099e+00, 4.637875763919303118e+00
2.027000000000000000e+03, 4.451450994326665800e+00, 3.230202646032072966e+00, 4.413924672997432630e+00, 4.212614303452647313e+00, 3.038942581779246144e+00, 3.934825503965482252e+00, 5.358000995465859617e+00, 4.235452829168255384e+00, 4.143322921663823877e+00, 6.072242147137495216e+00, 2.497607755943357599e+00, 4.610037605844564013e+00, 3.458020613139436872e+00, 4.432094440294306104e+00
2.028000000000000000e+03, 4.799736028810598576e+00, 2.814134031018189042e+00, 4.339087690166450351e+00, 4.518094079356441028e+00, 3.087950695063312434e+00, 3.975241333951093026e+00, 5.226311492010083271e+00, 4.678216459501123303e+00, 4.211670867968784648e+00, 6.121170910293263212e+00, 2.523464685430208299e+00, 4.182904240406975838e+00, 3.650633222820980794e+00, 4.746808367885648750e+00
2.029000000000000000e+03, 4.619780215024066550e+00, 2.886020163453449694e+00, 4.565967086393365904e+00, 4.363197081951897260e+00, 2.984656571548874648e+00, 4.004926484506396100e+00, 5.344062028798579611e+00, 4.625303548439795520e+00, 4.108854402557739149e+00, 6.289715341030885476e+00, 2.540913718225359830e+00, 4.334143878701660846e+00, 3.312266822131077149e+00, 4.703542961636739683e+00
2.030000000000000000e+03, 4.568764456867937085e+00, 2.824365698975265904e+00, 4.402123546917835917e+00, 4.277067104658351937e+00, 3.012910103201690060e+00, 3.974926342763880793e+00, 5.317368253953051571e+00, 4.537164531049091565e+00, 4.271852058529273855e+00, 5.894735459700560121e+00, 2.547234338784103436e+00, 4.605511282084616909e+00, 3.492095179772757962e+00, 4.599124303939310821e+00
2.031000000000000000e+03, 4.456515251739808114e+00, 3.008641779205031508e+00, 4.343849080275362873e+00, 4.402264546303427117e+00, 3.081649883503701393e+00, 3.982087964397988511e+00, 5.271360408288686017e+00, 4.332481847039770351e+00, 4.265040441636042345e+00, 5.843396854251012407e+00, 2.527945642216692601e+00, 4.434092689035425749e+00, 3.555508678616214890e+00, 4.666848187429506467e+00
2.032000000000000000e+03, 4.708784288455706957e+00, 2.927462110969009768e+00, 4.450204799669567279e+00, 4.465748758877063018e+00, 3.119225453772052070e+00, 4.055348549393407609e+00, 5.579258036262691789e+00, 4.476500680259543508e+00, 4.257578333853770047e+00, 5.937177180378061081e+00, 2.574747102816546729e+00, 4.464029618761710339e+00, 3.393887361631698241e+00, 4.707538044208668282e+00
2.033000000000000000e+03, 4.526539808563833311e+00, 3.004922452522505338e+00, 4.380005799685275925e+00, 4.405592149281408076e+00, 3.107339299203320859e+00, 4.108648408846666378e+00, 5.482155452105609506e+00, 4.703764742869190663e+00, 4.488743567302858395e+00, 6.051849556645119144e+00, 2.575277889931887998e+00, 4.716025109628401601e+00, 3.522426107102722082e+00, 4.703327734394307846e+00
2.034000000000000000e+03, 4.701245168493390025e+00, 3.100399809942290918e+00, 4.638646275612619441e+00, 4.448398882449712488e+00, 3.086197767949094839e+00, 4.050665759220025031e+00, 5.400055407805731456e+00, 4.596345709607998486e+00, 4.310749332615333884e+00, 6.419459982170237389e+00, 2.503641245304928820e+00, 4.528573694993816012e+00, 3.582841044159812860e+00, 4.586915878410059655e+00
2.035000000000000000e+03, 4.827032756854296558e+00, 3.046415386885475307e+00, 4.317744182441372480e+00, 4.560194487816321640e+00, 3.120120060228777525e+00, 4.085612810705825382e+00, 5.520657639050361887e+00, 4.563174278582170729e+00, 4.535400849933028056e+00, 6.600048168468279464e+00, 2.531867423384463578e+00, 4.465767278565305531e+00, 3.578579539117884956e+00, 4.684671689952113915e+00
2.036000000000000000e+03, 4.519608627918899835e+00, 3.089401193932491463e+00, 4.522699785973188114e+00, 4.646457080521503968e+00, 3.106336647510609339e+00, 4.192116811611541927e+00, 5.277257812748686661e+00, 4.523740459640921863e+00, 4.367357936180424005e+00, 6.192320261849082463e+00, 2.630821055539904307e+00, 4.354883171753495041e+00, 3.272565842407560321e+00, 4.664691823215211031e+00
2.037000000000000000e+03, 4.645473491118057296e+00, 3.133758147444956510e+00, 4.620697225039689826e+00, 4.669870190530493126e+00, 3.117344715719366111e+00, 4.163644969129934204e+00, 5.460565799426571054e+00, 4.741953719456942551e+00, 4.518244415848173823e+00, 5.906804169188886178e+00, 2.632834368211045550e+00, 4.718531118028721494e+00, 3.600841729640876565e+00, 4.798075647920811093e+00
2.038000000000000000e+03, 4.800903607938852957e+00, 3.199168655158637353e+00, 4.398097595383464231e+00, 4.489681431158274449e+00, 3.236676038426676172e+00, 4.064693509004667860e+00, 5.570011779854616485e+00, 4.665745570076015092e+00, 4.404270195567217883e+00, 6.045364549107050678e+00, 2.638529459460690507e+00, 4.652588766074637228e+00, 3.642020765053673337e+00, 4.720808951730095515e+00
2.039000000000000000e+03, 4.632860965672349174e+00, 3.118477102626364239e+00, 4.657125186730792343e+00, 4.646650879019604830e+00, 3.180708029926883729e+00, 4.098038562225422510e+00, 5.655544567447368998e+00, 4.770825785527160967e+00, 4.460611509034378308e+00, 6.094798627824139281e+00, 2.597345502242846660e+00, 4.777367728719996265e+00, 3.465347737275195961e+00, 4.915173159056601904e+00
2.040000000000000000e+03, 4.567371084175102958e+00, 3.176412611955775400e+00, 4.408146211446981155e+00, 4.795351909270435975e+00, 3.184601247982974837e+00, 4.074938246165524802e+00, 5.575739727914683641e+00, 4.715041767540018469e+00, 4.417632881902182618e+00, 6.227499686476615892e+00, 2.708258125018140117e+00, 4.373683449912751264e+00, 3.476068392477990709e+00, 4.720964431545299433e+00
2.041000000000000000e+03, 4.461727654184601377e+00, 3.147367937439165431e+00, 4.790275089848904599e+00, 4.749256274850370829e+00, 3.339440338192604774e+00, 4.069166781706445413e+00, 5.384680895032133208e+00, 4.880848397127275362e+00, 4.376559867327896924e+00, 5.776178265123402156e+00, 2.773794345092945868e+00, 4.588382257897478667e+00, 3.685960343510002790e+00, 4.842570271558242823e+00
2.042000000000000000e+03, 4.835767722384129996e+00, 3.332279231894030858e+00, 4.565660715696780336e+00, 4.796523506457172736e+00, 3.238694620019669124e+00, 4.058149348808448131e+00, 5.662692087863696599e+00, 4.790186449137114444e+00, 4.678347680637215511e+00, 6.148902263979501903e+00, 2.714453181289351313e+00, 4.808454679717337754e+00, 3.773501024923259006e+00, 4.846767369817293947e+00
2.043000000000000000e+03, 4.637858594542683122e+00, 3.077172014064709415e+00, 4.724431617146922946e+00, 4.765404974373850244e+00, 3.315384789713339053e+00, 4.167849401877656845e+00, 5.613712544568834062e+00, 4.866877985726199007e+00, 4.478770061600563679e+00, 6.737326302091244834e+00, 2.672401770814652799e+00, 4.565852787142748781e+00, 3.857246915910463869e+00, 4.883365051829324344e+00
2.044000000000000000e+03, 4.885560946734053722e+00, 3.508157821604160898e+00, 4.816362106472550586e+00, 4.748563894406848007e+00, 3.388740934148081863e+00, 4.167669929329867351e+00, 5.777065391820570106e+00, 4.894635646034759091e+00, 4.559622331059218325e+00, 6.399564193348755481e+00, 2.719402216213040013e+00, 4.613477336033353637e+00, 3.600331295932948539e+00, 4.900457623901179893e+00
2.045000000000000000e+03, 4.763875612595165343e+00, 3.217873058508177397e+00, 4.581680626123983302e+00, 4.729876120078617241e+00, 3.369015418077565549e+00, 4.121409018030906424e+00, 5.645253515362608887e+00, 4.892924628316578151e+00, 4.662839609434186627e+00, 6.286298969571284978e+00, 2.600382404287785221e+00, 4.598440584246354490e+00, 3.384581199546608410e+00, 4.952454941554906398e+00
2.046000000000000000e+03, 5.098449320769700144e+00, 3.283613931774397088e+00, 4.624525240093126044e+00, 4.909401856542899623e+00, 3.400725609453871368e+00, 4.135864573576324865e+00, 5.602550696025453192e+00, 5.032478763043783054e+00, 4.614571493093239773e+00, 6.383654307811060136e+00, 2.751903425452137952e+00, 4.679732262909127805e+00, 3.413212060853935359e+00, 5.051142828966757925e+00
2.047000000000000000e+03, 4.731354143019114389e+00, 3.441184987555800490e+00, 4.872955033948048964e+00, 4.875582660289847325e+00, 3.453137797003532405e+00, 4.204360694723782821e+00, 5.727616471171669055e+00, 4.956485129259100120e+00, 4.880733756445374993e+00, 6.367850617953021874e+00, 2.791990300718476536e+00, 4.790895274552352312e+00, 3.554036861181132156e+00, 4.924694109127430330e+00
2.048000000000000000e+03, 4.847936903134510978e+00, 3.319824215781571830e+00, 4.664219736465490485e+00, 4.810965091379913794e+00, 3.392184537227622698e+00, 4.249548377902310214e+00, 5.618758009913262796e+00, 4.810110320636761472e+00, 4.700978625612338924e+00, 6.492224368581823057e+00, 2.764079942238334198e+00, 4.737933866919086690e+00, 3.529297702161705796e+00, 4.980812407984315016e+00
2.049000000000000000e+03, 4.881044475006598660e+00, 3.226751706037546352e+00, 4.807715186101171767e+00, 4.831723844327163953e+00, 3.416916487375520450e+00, 4.285650901362142662e+00, 5.645622292257862718e+00, 5.030879639542265913e+00, 4.766968249636355459e+00, 6.376767047505015107e+00, 2.781381381667894725e+00, 4.763022047185073049e+00, 3.419060674929896848e+00, 5.076590931772225979e+00
2.050000000000000000e+03, 4.875519869582253030e+00, 3.183599702803413312e+00, 4.689667947659041936e+00, 5.134969100440128109e+00, 3.570901896890271932e+00, 4.279725470818977584e+00, 5.773843957956497519e+00, 4.884494263064835806e+00, 4.697309120289940410e+00, 6.882641110659938555e+00, 2.779678957938435335e+00, 4.789517926526329461e+00, 3.606351063794746903e+00, 5.091226350571032455e+00
2.051000000000000000e+03, 4.731611866892310836e+00, 3.341434953811511566e+00, 4.773315984460888117e+00, 4.894713996799295863e+00, 3.633938222147423236e+00, 4.233994503991310943e+00, 5.863872360770951531e+00, 4.919876229667952572e+00, 4.711956333459283996e+00, 6.667556554875192276e+00, 2.808845932727654926e+00, 4.794272593556531348e+00, 3.789600091885802158e+00, 5.190146242905374407e+00
2.052000000000000000e+03, 4.997896978600914863e+00, 3.405335697524412453e+00, 4.866158855327961774e+00, 4.877435546747315165e+00, 3.571287187713381162e+00, 4.302431655307403346e+00, 5.877458281371625404e+00, 5.146209538455877031e+00, 4.710995525293977693e+00, 6.464467553141521883e+00, 2.820167353560660395e+00, 4.782981418425931608e+00, 3.834444594060030020e+00, 5.226238319377817909e+00
2.053000000000000000e+03, 4.857920131403023589e+00, 3.567236329508313819e+00, 4.712035482322328050e+00, 5.047630972621172774e+00, 3.697294525240419905e+00, 4.311866336357698337e+00, 6.224428450478390218e+00, 4.996150492384174413e+00, 4.613167634310952003e+00, 6.817816550007318455e+00, 2.856988167923147692e+00, 4.778075476927352128e+00, 3.707890080530537702e+00, 5.109881947063817265e+00
2.054000000000000000e+03, 4.993260928080217376e+00, 3.433427573230840135e+00, 4.981206826663146181e+00, 4.955367522215670562e+00, 3.644307196975327123e+00, 4.298234313049764665e+00, 5.819783455981605513e+00, 4.930880259539910604e+00, 4.471389130077260354e+00, 6.900900476481985457e+00, 2.918261337218842844e+00, 4.813258076271902830e+00, 3.559315294633978333e+00, 5.069599420573977611e+00
2.055000000000000000e+03, 4.957120112802065215e+00, 3.829635335369436788e+00, 4.857225771511547663e+00, 5.211552519689110596e+00, 3.800018521091428347e+00, 4.345023288617517743e+00, 6.064186520259183588e+00, 4.965730495242079989e+00, 4.785970232773876454e+00, 6.878182456268625344e+00, 2.877645577651021025e+00, 4.789274904496404694e+00, 3.841794946935456423e+00, 4.982500227593743780e+00
2.056000000000000000e+03, 5.066662969410490547e+00, 3.413213144091526985e+00, 4.837318078053271186e+00, 5.027031553061911850e+00, 3.787184456007430366e+00, 4.363226887783085317e+00, 6.155603227100967523e+00, 5.122024133901366127e+00, 4.661762612696759511e+00, 6.733093127093468411e+00, 2.905763314589927315e+00, 4.650186992767719296e+00, 3.849568284087986569e+00, 5.066338687176698663e+00
2.057000000000000000e+03, 5.016969830901047089e+00, 3.438735808708443642e+00, 5.094235854743383918e+00, 5.106654107522973440e+00, 3.804155538460929353e+00, 4.375949522099745082e+00, 6.053416303893723871e+00, 4.975933970263128892e+00, 4.853958022520642679e+00, 6.754149124735871368e+00, 2.935620622838498228e+00, 5.054125389512982736e+00, 3.906406490190498904e+00, 5.354024927522620381e+00
2.058000000000000000e+03, 4.995693997138078046e+00, 3.538300739421520458e+00, 4.739409432951726231e+00, 5.200428189952042146e+00, 3.825689981799100359e+00, 4.341586564506002333e+00, 6.084343794025956598e+00, 4.972643450048508384e+00, 5.017170010442728589e+00, 6.507714745006612844e+00, 2.865011801177617112e+00, 4.800232054202735021e+00, 3.767846088842979224e+00, 5.254550871526423528e+00
2.059000000000000000e+03, 5.205738834542604998e+00, 3.603833324805818084e+00, 4.744209795805273799e+00, 5.280182718912266537e+00, 3.892232249398648758e+00, 4.248851274712965420e+00, 6.466944614089995547e+00, 5.151017018694118654e+00, 4.819109133580143478e+00, 6.669098038991527311e+00, 2.948923135287330854e+00, 4.743367883490705594e+00, 3.839848477485419576e+00, 5.347832609616435917e+00
2.060000000000000000e+03, 5.008381591713153114e+00, 3.602515382490023121e+00, 5.093460868454843471e+00, 5.253774527497640179e+00, 3.846926125966645849e+00, 4.296194805632734592e+00, 6.069771360897004975e+00, 4.995617940801268198e+00, 4.987415066131501540e+00, 6.538351045767789138e+00, 2.965547466809377752e+00, 4.929860863026380713e+00, 4.003699629493661760e+00, 5.456827328966616264e+00
2.061000000000000000e+03, 5.024360640608988682e+00, 3.865019075138086624e+00, 5.001520043915627767e+00, 5.228343758043360268e+00, 3.958610417832145068e+00, 4.292435223926055698e+00, 6.447585891128784219e+00, 5.181172655523401893e+00, 5.084694879296852932e+00, 6.953769695448007049e+00, 2.906962276244245302e+00, 5.179326731802452066e+00, 3.742827808435150505e+00, 5.378400654726049446e+00
2.062000000000000000e+03, 5.257870911302163996e+00, 3.594933335728740964e+00, 4.683256349959649789e+00, 5.252204759795735534e+00, 3.876036365961613051e+00, 4.349748366108169506e+00, 6.441224608965572251e+00, 5.101978138138942853e+00, 4.883957111170569299e+00, 7.162179837411363437e+00, 2.926207033049490036e+00, 4.967699416256590617e+00, 3.787251503913091177e+00, 5.567930760158523285e+00
2.063000000000000000e+03, 5.182780499440506894e+00, 3.674834399479531388e+00, 4.929172593330107155e+00, 5.276634377456458580e+00, 4.061854481239470793e+00, 4.398217938328025767e+00, 6.483611297430587506e+00, 5.125516125249319543e+00, 4.917423016882322528e+00, 6.817600454794262355e+00, 3.046979704203441219e+00, 4.779966055509502709e+00, 4.150592385545323282e+00, 5.671199612783548893e+00
2.064000000000000000e+03, 5.099306245990573139e+00, 3.874973129135255157e+00, 5.029350161948824116e+00, 5.275928169769310117e+00, 3.957361980342518404e+00, 4.347170392807909067e+00, 6.478455606168575187e+00, 5.089442050805970119e+00, 5.123821329373090094e+00, 6.786414101391472720e+00, 3.020659929065676153e+00, 5.115736187712197847e+00, 3.881569807125241134e+00, 5.624667480993556623e+00
2.065000000000000000e+03, 5.339763967649772347e+00, 3.676105729373939646e+00, 5.091425618727049240e+00, 5.225135970376465266e+00, 3.966503980999211088e+00, 4.391242256001060440e+00, 6.444971053392604787e+00, 5.021025763553368826e+00, 5.263159105151069994e+00, 7.137022145241761706e+00, 3.052080738171164764e+00, 5.033371172156143381e+00, 4.261358442230521959e+00, 5.460408270904682837e+00
2.066000000000000000e+03, 5.399403090491043500e+00, 3.682383856954350776e+00, 4.921051382842095201e+00, 5.401669517803129317e+00, 4.053782974791976912e+00, 4.409765672697846917e+00, 6.690003594621702909e+00, 5.296294717603259983e+00, 5.122508433151678808e+00, 6.939041431128875281e+00, 3.075346827803826955e+00, 5.000994530539069949e+00, 4.135194897234753419e+00, 5.475342934801584960e+00
2.067000000000000000e+03, 5.255528851991734918e+00, 3.889664081770186854e+00, 4.922583469720165361e+00, 5.535808905527375146e+00, 4.176260511098715433e+00, 4.394882640800053863e+00, 6.361030785466048165e+00, 5.252048837911463153e+00, 5.077989604366761611e+00, 7.057651085330597596e+00, 3.067915126292165340e+00, 5.016845635543590198e+00, 4.198327769047733860e+00, 5.771039864885215920e+00
2.068000000000000000e+03, 5.220037619401378670e+00, 3.836923647503129420e+00, 4.935277869288859698e+00, 5.379895337342307293e+00, 4.128790549323298364e+00, 4.460407541247071173e+00, 6.631959942957727172e+00, 5.111603578373632217e+00, 5.148121886485375498e+00, 6.882523499731277639e+00, 3.063768393508712329e+00, 4.927182785314569990e+00, 4.198681778336061043e+00, 5.803771135565383155e+00
2.069000000000000000e+03, 5.161186595271983535e+00, 3.701971322319386193e+00, 5.386839576783108541e+00, 5.414104904865573609e+00, 4.075111320291479267e+00, 4.481715861666651257e+00, 6.482062879371079944e+00, 5.343327598376991006e+00, 4.945168938259273617e+00, 7.224473856686872253e+00, 3.160369305450258626e+00, 5.084603621695745090e+00, 4.177716129885483021e+00, 5.828200182573146648e+00
2.070000000000000000e+03, 5.206597198583621022e+00, 3.843665991366847390e+00, 4.978917261543948314e+00, 5.487296593696453506e+00, 4.128450792738455277e+00, 4.503781528805514078e+00, 6.764249916853823485e+00, 5.221033112479755545e+00, 5.094712821410096737e+00, 7.304761828559017900e+00, 3.088851737953537846e+00, 5.000037121218072755e+00, 4.336846748642448013e+00, 5.597383591170220107e+00
2.071000000000000000e+03, 5.181851421374375377e+00, 3.966310175808628546e+00, 5.028452238961081733e+00, 5.674120169959320670e+00, 4.168204696226499806e+00, 4.429863647569594498e+00, 6.580141869202782878e+00, 5.283975365074803143e+00, 5.082335227456517224e+00, 7.080736638538156491e+00, 3.152496908772281170e+00, 4.963240956047340724e+00, 3.889506236404436823e+00, 5.453459911940621296e+00
2.072000000000000000e+03, 5.541607718370691771e+00, 3.971680173143380621e+00, 5.308673910352385228e+00, 5.514999461215370324e+00, 4.315622402533575652e+00, 4.480792661998491688e+00, 6.550733750339440498e+00, 5.177318975750958785e+00, 5.208009481125746909e+00, 7.239971277311727071e+00, 3.124763236529882970e+00, 5.044864479123484458e+00, 3.969511351822668566e+00, 5.753724982746478922e+00
2.073000000000000000e+03, 5.446016962375913373e+00, 3.849158091951452310e+00, 5.275584293417566073e+00, 5.518594013841784829e+00, 4.188534859590665071e+00, 4.467750219501046338e+00, 6.803485291851127492e+00, 5.467619217257895237e+00, 5.168156801203982020e+00, 7.818239068362983879e+00, 3.217294580949063842e+00, 5.052385173305897759e+00, 4.125064452338871313e+00, 5.703412507890188721e+00
2.074000000000000000e+03, 5.431414349839108091e+00, 4.064908634178638458e+00, 4.972467814302681255e+00, 5.678747483760343329e+00, 4.301675588924004145e+00, 4.354768619885514447e+00, 6.676729624067937685e+00, 5.399783832872696365e+00, 5.206366946553538710e+00, 7.034954353985840569e+00, 3.181260874102493474e+00, 5.043958204149750379e+00, 4.204800958110619824e+00, 5.847601660630466824e+00
2.075000000000000000e+03, 5.298920121836165009e+00, 3.946307276690239174e+00, 5.340299782553193708e+00, 5.699565503216488693e+00, 4.346457569605137294e+00, 4.421808693095968579e+00, 6.764030625249474404e+00, 5.496944833150463339e+00, 5.295256123443579988e+00, 7.647827379359326549e+00, 3.126288705959225922e+00, 5.102257839435375253e+00, 4.091526953582308224e+00, 6.098300717255158432e+00
2.076000000000000000e+03, 5.779184151937674763e+00, 4.190750104778969032e+00, 5.293665276164678524e+00, 5.828860703001614851e+00, 4.444159523806507472e+00, 4.486206168111940507e+00, 7.060036576401973463e+00, 5.504811902611268515e+00, 5.474392970872023589e+00, 7.935984964245283102e+00, 3.241382943460914934e+00, 5.104992367666492115e+00, 4.167978914883549102e+00, 5.892524395455854602e+00
2.077000000000000000e+03, 5.525925331459455414e+00, 4.018698491865302813e+00, 5.039965795931744985e+00, 5.588431710294522681e+00, 4.565922141768657738e+00, 4.516297688288518408e+00, 6.838759009025053182e+00, 5.343988561035481588e+00, 5.411525175184777048e+00, 6.912152090911502178e+00, 3.342200010239232633e+00, 5.241859047332479982e+00, 4.105738590208340533e+00, 6.136619441691149923e+00
2.078000000000000000e+03, 5.353589011258655717e+00, 3.912552144419467748e+00, 5.239491693547477347e+00, 5.486357061570889648e+00, 4.525736775972589498e+00, 4.484409730266458283e+00, 6.934081248762161032e+00, 5.722039435773290883e+00, 5.307962826641208665e+00, 7.264553358805646788e+00, 3.360875539267256684e+00, 5.232645935402155501e+00, 4.388516198127923040e+00, 6.096059429371955218e+00
2.079000000000000000e+03, 5.513062918690415870e+00, 4.053538362594188094e+00, 5.187397599179468521e+00, 5.605664532433392466e+00, 4.635922205289282338e+00, 4.496601125663630683e+00, 7.195342400244832071e+00, 5.578052078584025075e+00, 5.331290827753730532e+00, 7.617994043941540561e+00, 3.257693101459846474e+00, 5.109316556074924520e+00, 4.419473531566861624e+00, 6.118624786165651308e+00
2.080000000000000000e+03, 5.578085710597899372e+00, 3.994394787788208223e+00, 5.162486450524474968e+00, 5.736960602739114456e+00, 4.593339175466566893e+00, 4.527611541929247529e+00, 7.083884744717187765e+00, 5.494685285165001432e+00, 5.626392522779899430e+00, 7.579627694500961077e+00, 3.325117100442007700e+00, 5.136884432777008236e+00, 4.423963415429140511e+00, 6.224151077172056290e+00
2.081000000000000000e+03, 5.596462320100429544e+00, 4.050128360505332203e+00, 5.406953619719725879e+00, 5.966074172438388779e+00, 4.647547025682827737e+00, 4.486856873830288528e+00, 7.016856754183115719e+00, 5.769718489258569782e+00, 5.355989863676327900e+00, 7.885108639152930365e+00, 3.334559144061421065e+00, 5.277186398601890538e+00, 4.604210493539357962e+00, 6.218085038510897000e+00
2.082000000000000000e+03, 5.550277911282966770e+00, 4.287642501191945676e+00, 5.179608175408508153e+00, 5.593910064523692327e+00, 4.498008149559428404e+00, 4.446134227071661726e+00, 7.169244021917726251e+00, 5.412758189651501795e+00, 5.484283374599216998e+00, 7.665435448016021169e+00, 3.312422834995667476e+00, 5.061534975217020005e+00, 4.332808596338074913e+00, 6.345990697531420643e+00
2.083000000000000000e+03, 5.912833947782038635e+00, 4.094000359894012675e+00, 5.343260669322368095e+00, 5.819303544213777712e+00, 4.694648810430672725e+00, 4.537661092701169352e+00, 7.070666266412690248e+00, 5.594733418716862694e+00, 5.478407820602037681e+00, 7.324724885914681849e+00, 3.332385763040807358e+00, 5.208511538646902750e+00, 4.466361636998498419e+00, 6.262202136920154594e+00
2.084000000000000000e+03, 6.078022414416007102e+00, 4.244421924534538704e+00, 5.289438560867937511e+00, 5.860220117604724166e+00, 4.825328841952178038e+00, 4.577238017755299815e+00, 7.063659871873586127e+00, 5.392662408947680674e+00, 5.395068955880609529e+00, 7.604691743647729929e+00, 3.315900113909103997e+00, 5.390986766306737010e+00, 4.547663703678255231e+00, 6.070617040261669928e+00
