year, NorESM2-LM, GFDL-ESM4, MPI-ESM1-2-LR, UKESM1-0-LL, NorESM2-MM, TaiESM1, EC-Earth3-Veg, CMCC-CM2-SR5, MIROC-ES2L, IPSL-CM6A-LR, INM-CM5-0, CNRM-ESM2-1, INM-CM4-8, CESM2-WACCM, ACCESS-ESM1-5, CanESM5
2.077000000000000000e+03, 4.357036772749690035e-01, 5.260121789723186669e-01, 8.371934938863644371e-01, 7.612094011764383161e-01, 6.536835628727616365e-01, -4.108315135218101877e-02, 6.837759428255739680e-01, 8.404839332100118021e-01, 2.921769365151521414e-01, 3.462479029988064227e-01, 3.480374424097280595e-01, 6.993302962809080370e-01, 7.136231757986223334e-01, 3.906540477099572084e-01, 1.683223730165873955e-01, 6.865891349283087530e-01
2.078000000000000000e+03, 3.235763898520385706e-01, 4.885681597518128361e-01, 5.935700218521022808e-01, 3.617241359166040171e-01, 8.239039636354685836e-01, 7.704672328242741230e-02, 8.525754672681269408e-01, 7.806552169821884442e-03, 5.324163699973974984e-01, 3.106151695381619282e-01, 6.135525310160243606e-01, 7.285944111908406740e-01, 4.222372749751086562e-01, 1.911800195389249390e-01, -5.652229800852603958e-02, 8.915113927956754836e-01
2.079000000000000000e+03, 3.559398373179765152e-01, 7.850402734299498642e-01, 3.889613979541997058e-01, 5.605510743530828233e-01, 5.033102816283646641e-01, 4.005425713235847840e-01, 2.967941286108923271e-01, 2.728710987456411940e-01, 4.896388896487571807e-01, 3.545489337374889693e-01, 2.876636927114744613e-01, 9.416089821563655704e-01, 4.647763410903115178e-01, 4.613603914758803715e-01, 2.597923776356839132e-01, 1.115381215447139640e+00
2.080000000000000000e+03, 8.278523037610984181e-01, 6.129459853572466477e-01, 4.859987936539775233e-01, 5.577317975319455723e-01, 2.390836318035466923e-01, 1.909206887519074580e-01, 3.416224964285307086e-01, -7.281555093666615408e-02, 4.638737350232196577e-01, 4.301826066044277530e-01, 5.318256789408616347e-01, 8.966113661043713101e-01, 4.848148358659136181e-01, 2.331343928932229081e-01, 1.441781605585695791e-01, 7.215260956027370609e-01
2.081000000000000000e+03, 4.939987768504076060e-01, 1.191289197025915819e-01, 7.482434995984260651e-01, 4.954847804638469189e-01, 5.764978240553539912e-01, 3.761451865437659414e-01, 7.604070624270742318e-01, 5.399535292522813501e-01, 4.648637275181940476e-01, 3.216912702893094944e-01, 5.638248640682976820e-01, 8.708591715700022551e-01, 6.838278170009249868e-01, 8.603121334463754988e-02, 1.308127478733071836e-02, 1.056290284173149185e+00
2.082000000000000000e+03, 6.023764174291611484e-01, 5.587965468690758719e-01, 4.374962931333797878e-01, 4.360558969923190586e-01, 3.002518692134156786e-01, 3.307843397455327294e-01, 4.720852124145433898e-02, 9.642479318992706050e-01, 5.188232180329184207e-01, 2.684748617155208184e-01, 5.543189722300992939e-01, 6.043736396572387815e-01, 6.815549587066721537e-01, 4.976746707665117286e-01, 2.978766466349574427e-01, 8.325038874183871007e-01
2.083000000000000000e+03, 3.071672417353005780e-01, 6.443246944862104364e-01, 6.191324043556069023e-01, 7.248897566926051361e-01, 4.410669021966092118e-01, 8.376048521608031594e-02, 5.473671202918222178e-01, 4.568958735726795783e-01, 7.442688997298699816e-01, 1.677301477998939805e-01, 5.738951553089425284e-01, 8.441494588800591004e-01, 5.053610860602890664e-01, 1.777950816613203255e-01, 1.413371026993743840e-01, 6.582895984140462176e-01
2.084000000000000000e+03, 5.575775473125773596e-01, 2.995827638313061092e-01, 5.541576366295766221e-01, 3.529825047278636885e-01, 4.264363878709009348e-01, 2.543024740068149936e-01, 4.945153455005700804e-01, 5.586570580548282094e-02, 5.993197784673964801e-01, 2.352275174156067128e-01, 5.369179569556619125e-01, 6.317309792475660490e-01, 3.128616120976052684e-01, 2.651191998939596006e-01, 3.175394797712720318e-02, 1.098389659524535045e+00
2.085000000000000000e+03, 6.831682135058546601e-01, 6.872087916857756440e-01, 4.055839300250705937e-01, 6.772631657119724258e-01, 5.903065913187933722e-01, 1.183696515987100323e-01, 3.540470181791172122e-01, 4.041282389926936780e-01, 4.812844824448532510e-02, 2.002440089480289065e-01, 4.050429411044816908e-01, 8.574004017389622589e-01, 4.015797234517493042e-01, 9.087447641165771750e-02, -4.874867279333174735e-02, 7.763417798519332003e-01
2.086000000000000000e+03, 6.930939426955352589e-01, 3.912540017420466087e-01, 4.659607412347827049e-01, -1.608475357935698347e-01, 3.400606733892700961e-01, -1.744700898594961080e-01, 1.997338260199772730e-02, 6.136476160369068733e-01, 6.447466498340034269e-01, 2.487529051026046434e-01, 4.091789355554347196e-01, 9.259151733370696302e-01, 3.705428430640700932e-01, 7.562342222986831453e-02, 1.799460028149419688e-01, 8.268040841700705634e-01
2.087000000000000000e+03, 4.687124861653562680e-01, 5.951643664452362925e-01, 8.446953140311198593e-01, 6.119187290826857417e-01, 6.193056428310305117e-01, 3.502224495641074742e-01, 3.448627381115131341e-01, 1.085383508729399926e+00, 3.048946408253883633e-01, 4.911517223999869453e-01, 6.354291573138062255e-01, 1.012131703944017858e+00, 5.543123898059628685e-01, 2.585788888567789878e-01, 2.210430693780142675e-01, 9.148892828226978802e-01
2.088000000000000000e+03, 5.337055110334452956e-02, 5.710036690651182356e-01, 5.105143140389478695e-01, 5.743521459256253348e-01, 4.819447079102544551e-01, 7.672653399829391097e-01, 4.296026273222100511e-01, 5.040263839208292129e-01, 4.876563794011293251e-01, 3.509257977086757685e-01, 2.438679632479049675e-01, 7.494585624479375152e-01, 5.406933728806321282e-01, 4.453321061805534664e-01, 1.243218451186856310e-01, 6.704747920097940961e-01
2.089000000000000000e+03, 5.323928196009251046e-01, 5.903182481178671503e-01, 3.796449530806671468e-01, 2.751916958052553208e-01, 7.235634149574486917e-01, -2.094697749307673773e-01, 2.589160793645047254e-01, -1.426541588386258212e-02, 3.587523738174089871e-01, 2.207794002719143112e-01, 6.167317964554324128e-01, 8.311141213523944860e-01, 6.447968091778084609e-01, 3.709199942871840294e-01, -1.460767553777264117e-02, 8.835807253144134510e-01
2.090000000000000000e+03, 6.938637130560832977e-01, 6.693257431016544912e-01, 4.547595909188834051e-01, 3.211041289374403362e-01, 2.117274372128904458e-01, -3.271001939277773385e-01, 5.068033639764089049e-01, 6.677539049554725992e-01, 2.854303562094164248e-01, 3.381425881014647472e-01, 6.862848153621124991e-01, 7.984701487647851703e-01, 3.151043135887577895e-01, 2.794936387137890721e-01, 9.463185621908627720e-03, 4.686380985357951334e-01
2.091000000000000000e+03, 4.383672912416325396e-01, 2.962808371208323632e-01, 3.704818416667681191e-01, 6.291820983651069676e-02, 6.450452108382865868e-01, 4.522005185812335570e-01, 1.582549964899168660e-01, 6.054183153911423254e-01, 6.996451002388259788e-01, 3.112020125177849539e-01, 3.204724357611229979e-01, 8.279073066780991974e-01, 3.116935988236532173e-01, 2.408067690865040578e-01, 3.179354685311542861e-01, 9.635878220662555949e-01
2.092000000000000000e+03, 5.311876821470662424e-01, 5.997222744643238013e-01, 1.512223356446497913e-01, 6.532989891095289936e-01, 5.687134315520064876e-01, -2.403509120516709174e-01, 2.275151615371797942e-01, 5.673357563083687438e-01, 3.344573758520416051e-01, 3.987427130900007555e-01, 3.668755339239809232e-01, 5.316692322912984769e-01, 5.103953280534586634e-01, 3.760328134502742281e-01, 2.788194421967161718e-01, 6.551655874867798879e-01
2.093000000000000000e+03, 4.518546230805202679e-01, -9.477993478829428720e-02, 4.486855458442707278e-01, 3.836670122131961014e-01, 1.411009763446413601e-01, 8.340750827136615975e-01, 6.475993066254047692e-01, 3.945435286008687759e-01, 1.220838169941020901e-01, -6.177289457609910772e-02, 3.353608252793148226e-01, 8.295291563748371511e-01, 8.357163665347224768e-01, 1.903335135275328882e-01, 2.259122077170642173e-01, 8.489895881619903273e-01
2.094000000000000000e+03, 4.985232848409593132e-01, 3.207206503365895300e-01, 6.664541107611787751e-01, 1.524128662869388695e-01, 3.208772536136452191e-01, -7.009488655412669800e-02, 4.015141939339506028e-01, 6.925060031752059420e-01, 7.946766041656530000e-01, 3.655148205457981470e-01, 6.122637323493448358e-01, 9.092769067270547456e-01, 5.175574248515383280e-01, 3.612070778720959940e-01, 1.989318728221913524e-01, 8.393575198618888900e-01
2.095000000000000000e+03, 4.697272033109918810e-01, 4.962836395625652153e-01, 2.834838501246813580e-01, 2.486160411673046244e-01, 2.056970949166003759e-01, -1.752939279418710972e-02, 7.763162239058208902e-01, 1.615034422568001338e-01, 6.259894270058886656e-01, 3.509960690355323210e-01, 4.861301744293908822e-01, 9.386585420473024799e-01, 3.735520513056941883e-01, 4.225106304072450691e-01, 1.214339927669240010e-01, 8.863445839563846018e-01
2.096000000000000000e+03, 2.427501419876614552e-01, 2.447866600277201488e-01, 7.971459426646022584e-01, 6.833493548896987235e-01, 4.657153460118785837e-01, -1.686690137709047910e-01, 4.681829246884974122e-02, 1.723130937200224866e-01, 5.724331391837721439e-01, 3.232455992257247113e-01, 5.340327739444408195e-01, 8.957842899235581857e-01, 5.021783436709501558e-01, 4.784865942988924536e-01, -3.123047972756775592e-01, 1.133434423257127177e+00
2.097000000000000000e+03, 3.113292132574931315e-01, 6.398362259742129687e-01, 2.998650358093766372e-02, 3.950852596419334173e-01, 6.900399183116324719e-01, 7.114174879374596250e-01, 3.261281695264411917e-01, 8.070418557329611664e-01, -1.772546788450412025e-01, 1.547758396700861516e-01, 2.703268617070796465e-01, 7.373457967482183184e-01, 2.579211747177418412e-01, 4.408060625350682660e-01, 1.302169423666800774e-01, 1.251919401218198225e+00
2.098000000000000000e+03, 2.902540371154800902e-01, 4.293977357070472567e-01, 7.105299985984853128e-01, 6.163839382466211880e-01, 4.720217022488419345e-01, -1.313067524760102023e-01, 3.325848978234989817e-01, 1.944737672227093706e-01, 4.827387103392347667e-01, 2.704227501842196846e-01, 6.355121515647457198e-01, 8.241833025572190552e-01, 5.369885238244775927e-01, 1.554022781235837036e-01, -2.009278026755676599e-02, 1.114934636240463739e+00
2.099000000000000000e+03, 8.020616306772917481e-01, 3.674000259822542969e-01, 5.661775547341153514e-01, 3.398539851607130791e-01, 6.505142325468454834e-01, 2.728421312062222492e-01, -1.499712709458910498e-01, 7.958750753374289610e-01, 4.090501660627846037e-01, 1.267129171855093661e-01, 5.009091583205442788e-01, 8.283137974446429519e-01, 5.452082932587453135e-01, 4.301374396513708565e-01, -3.235940542713644508e-02, 9.512922933005846238e-01
2.100000000000000000e+03, 2.359324905584444521e-01, 1.281388465377208685e-01, 6.352642180287487728e-01, 4.643239094514055587e-01, 8.367074314782325661e-01, -9.191528587931298289e-02, -1.656210340156904770e-01, 4.778388009388948587e-01, 1.946600398515831165e-01, 2.731423005152560646e-01, 4.638289557661589568e-01, 7.142661359193702708e-01, 3.230015716582501639e-01, 3.245499944399399816e-01, -1.382794282012182741e-02, 1.078015804495360497e+00
