year, NorESM2-LM, GFDL-ESM4, MPI-ESM1-2-LR, UKESM1-0-LL, NorESM2-MM, TaiESM1, EC-Earth3-Veg, CMCC-CM2-SR5, MIROC-ES2L, IPSL-CM6A-LR, INM-CM5-0, CNRM-ESM2-1, INM-CM4-8, CESM2-WACCM, ACCESS-ESM1-5, CanESM5
2.037000000000000000e+03, 2.687225853982851409e-01, 1.908002064216053340e-01, 4.003790347359528212e-01, 4.172216975896417823e-01, 3.809124537367802876e-01, -2.371487226521137026e-01, 5.267759573521006988e-01, 2.891295539430366324e-01, 7.552819368309228176e-01, 2.864991639651493505e-01, 6.268194535489527430e-01, 6.526310293001306162e-01, 4.867365315828747763e-01, 1.316354676495680442e-01, 1.539273563577967519e-01, 2.792637631739179338e-01
2.038000000000000000e+03, 3.731460775942712083e-01, -8.605364587567639056e-02, 3.150848450486248287e-01, 4.537124016785668568e-01, 3.648842516131904357e-01, 7.528195145015094403e-02, 6.207787169995571813e-02, 4.677276588797390500e-01, 8.390258220775413944e-01, 2.445842874368270303e-01, 5.648532861617131529e-01, 5.558925655175271929e-01, 5.225499619702532739e-01, 2.311976929088846722e-01, 2.472987891534762506e-01, 2.158954116499390563e-01
2.039000000000000000e+03, 4.441305097408583813e-01, 1.808500572523603633e-01, 2.263633050415680137e-01, 5.820042309305578643e-01, 3.268682277485357446e-01, 7.998631538179606926e-02, 2.614954495276577973e-01, 6.285331117059748118e-01, 7.508449547820469361e-01, 3.680010471492463076e-01, 6.622540211310350422e-01, 4.886772150481571431e-01, 6.266389964792709044e-01, 3.259091361214377369e-01, 2.339534604609753432e-01, 3.238182838277001707e-01
2.040000000000000000e+03, 5.116813896505038040e-01, 1.667463615992043069e-01, 4.345202200465555498e-01, 3.389698917367656161e-01, 2.474400981390232346e-01, 5.599856611157504327e-01, 4.757106387454284047e-01, 3.969474484185449570e-01, 6.226371847411247273e-01, 2.313382552629283662e-01, 6.517877742823483533e-01, 3.741330047639225831e-01, 4.112882720895404409e-01, 6.525393624929867187e-01, 3.346882017818433863e-01, 3.527827128314354188e-01
2.041000000000000000e+03, 1.135999100704083581e-01, 6.167259238604091282e-02, 6.946527097841849185e-01, 3.449968477540281131e-01, 4.051815119488318406e-01, -2.577734725635130730e-02, 5.373264873980606593e-01, 2.034507693265966977e-01, 6.163931262889553730e-01, 2.973873645025988943e-01, 6.053329621968518426e-01, 7.088844523055304325e-01, 3.658791398410065621e-01, 2.717654292412196027e-01, 3.180350546755085772e-01, 4.880787879808032859e-01
2.042000000000000000e+03, 2.265541728752352713e-01, 3.241820559423099768e-01, 4.813858424462125751e-01, 3.598884534607484365e-01, 4.347487030305185463e-01, -5.465078592689550513e-02, 2.876297985613840424e-01, 4.552989540336473406e-01, 4.650562181112276039e-01, 2.761755397120704836e-01, 7.049842824784543494e-01, 5.553475025211318528e-01, 5.685433330098560445e-01, 2.961337616282060936e-01, 4.629637305636080669e-01, 4.585704456232186921e-01
2.043000000000000000e+03, 6.503229150647888979e-01, 1.308273651305078278e-01, 6.352168753488917075e-01, 3.174045250884313663e-01, 4.316861855622282085e-01, 3.012323243694511321e-01, 7.113730587630181512e-01, 8.993900401181300838e-03, 4.916535685686701518e-01, 3.483453491219746789e-01, 6.664695236290534286e-01, 7.650663216863974325e-01, 6.777177805566769742e-01, 2.949800583690829203e-01, 1.571378266761483400e-01, 4.139856237901650693e-01
2.044000000000000000e+03, 6.006374147806794461e-01, 2.536331082567238049e-01, -1.005462075351642171e-01, 2.668598231568184431e-01, 4.589240134404835580e-01, 1.857407087457741135e-01, -3.502269269460790979e-01, 7.993292307798641749e-01, 7.392796045824567841e-01, 1.793225453365716593e-01, 4.301880933502464366e-01, 6.141847303717976603e-01, 4.675942001971895579e-01, 5.908233476994212419e-01, 2.245786712946341301e-01, 4.067874361458637122e-01
2.045000000000000000e+03, 1.065168855261654501e-01, 1.995784741689046182e-01, 1.845404759165064079e-01, 3.018435203505474562e-01, 3.578409450326359154e-01, 3.911036956321517488e-01, 6.910364380131607254e-01, 1.066759556832504119e+00, 7.608934352533835987e-01, 3.451925475920086805e-01, 3.772219234922872810e-01, 3.998354392071937213e-01, 8.065768963649583290e-01, 2.779517990365642510e-01, 4.292914102237180840e-01, 6.093084614309948188e-01
2.046000000000000000e+03, 6.646677351099912201e-01, 2.700687190563145212e-01, 4.273756053726375237e-01, 7.005971470858861350e-02, 3.706792912818285823e-01, 2.019235793581438121e-01, 2.927352408645288451e-01, 1.423201520463145131e-01, 6.312408923418740825e-01, 2.538221238694259307e-01, 2.541620269117087494e-01, 4.510106918037128376e-01, 6.681727378974242626e-01, 2.902825118053615761e-01, 3.500093226521298617e-01, 1.950224379666298802e-01
2.047000000000000000e+03, 4.178727877655606382e-01, 8.861837215722011274e-02, 6.257921344340563463e-01, 5.195980281021501668e-01, 5.687314860861060195e-01, -9.538421506216612777e-02, 2.618858914949054872e-01, 2.217619331764490997e-01, 7.664201374844927805e-01, 2.814677756423675237e-01, 5.214508346197599398e-01, 5.383321365707696149e-01, 4.599623877896921176e-01, 4.752118469147209034e-01, 2.869489516651889671e-01, 5.529506969828373864e-01
2.048000000000000000e+03, 3.786043685699577721e-01, -8.616464022876890727e-02, 3.481969735715549907e-01, 5.265526723309720269e-01, 6.758656320790349392e-01, 1.403868759718477077e-01, 4.056062345006881120e-01, 4.527959333444148138e-01, 7.356461659756281524e-01, 3.483417778354850891e-01, 5.594501353558288814e-01, 5.918648258199470380e-01, 5.706813980693952182e-01, 6.772176061858662388e-01, 3.733956293472967536e-01, 5.349482157788689740e-01
2.049000000000000000e+03, 2.537566848144700016e-01, 3.059385240422360375e-01, 7.691386213125785964e-01, 5.476333026736317500e-01, 6.335575518490424995e-01, 3.152032301329847352e-01, 8.943799087811452608e-01, 3.099620193543755065e-01, 3.275541143626189422e-01, 1.226174560051717238e-01, 6.874663707945040114e-01, 5.291721487381213507e-01, 7.169203522017304486e-01, 3.140654835401724965e-01, 3.174373775452095092e-01, 3.927088086790359589e-01
2.050000000000000000e+03, 2.966568819589611161e-01, 1.424031213664777029e-01, 5.284659929768691367e-01, 3.263658275561856503e-01, 3.660836312873756992e-01, 1.357968345344445771e-01, 5.499463194262184107e-01, 9.158858491355554854e-01, 6.346646394605537367e-01, 2.952623964873928308e-01, 6.067659578109775298e-01, 4.527594917141209430e-01, 3.008372641716061113e-01, 5.391037099247070197e-01, 2.025000948804792922e-01, 4.218201346687096009e-01
2.051000000000000000e+03, 4.705886364047226489e-01, 4.459210214676786466e-01, 4.954533905835153962e-01, 5.598864438194812720e-01, 3.216892654495117077e-01, 2.376655837447436137e-01, 4.460532234199939827e-01, 3.659264253349166496e-01, 5.736625886910059480e-01, 2.141714021941360235e-01, 6.216511765147751944e-01, 7.173501568891661462e-01, 4.371823933943025375e-01, 1.715278515483223409e-01, 4.134176609974142269e-01, 4.357103253589154068e-01
2.052000000000000000e+03, 2.738415862664502765e-01, 4.450485892459860593e-01, 8.169364635443110423e-01, 3.939390407628936552e-01, 4.134214820478716024e-01, 2.334903286897188901e-01, 4.750435381367164034e-01, 3.950002106570805749e-01, 5.986648795345057561e-01, 2.986100814491742805e-01, 5.815923505460375287e-01, 6.303812193047048096e-01, 5.963592300963657111e-01, 2.788608584794334821e-01, 2.165875225955086469e-01, 8.805608519839072112e-01
2.053000000000000000e+03, 7.426847747439632164e-01, -7.034554595833085455e-02, 5.897930170696040753e-01, 5.125067465191239791e-01, 3.474812196041535683e-01, 2.043505078814895903e-01, 4.186285569349527903e-04, 4.798509727633467059e-01, 8.294111132996558888e-01, 4.006851199743838854e-01, 6.646597812939245564e-01, 6.081049070304092030e-01, 6.098286490018463013e-01, 5.465925263421462788e-01, 1.777447902855137651e-01, 5.569518537631281685e-01
2.054000000000000000e+03, 5.800246325999947050e-01, 5.179666990592495246e-01, 6.988394985364287937e-01, 2.926582163690622518e-01, 2.263244036795341030e-01, -6.805122010123619558e-02, 8.176578854867597723e-01, 6.313442726817853901e-01, 6.098192683566006078e-01, 2.770971481130670155e-01, 4.322047190884693579e-01, 5.538720412290000228e-01, 6.960588270863747873e-01, 7.018139961713323327e-01, 1.718964626521481964e-01, 4.655812887075021500e-01
2.055000000000000000e+03, 3.710611890787582356e-01, 3.837360566196004741e-01, 1.998936924228597867e-01, 5.686003415135831851e-01, 4.969080030879978738e-01, 4.073605829035092385e-01, -5.397167465494908667e-01, 5.502361313247531305e-01, 7.151355397433478700e-01, 3.571990683676035672e-01, 4.081458369319946322e-01, 6.932444848635932466e-01, 6.052247327440790636e-01, 2.271386348103314745e-01, 1.876813084223568628e-01, 6.031537601238372570e-01
2.056000000000000000e+03, 2.716893972772222443e-01, 2.583469827737827629e-01, 4.664390000189671537e-01, 4.925500757228741255e-01, 5.105559561626440424e-01, 3.324572410768475428e-01, 9.875622896976450349e-01, 3.428960214608853252e-01, 6.429156131698455789e-01, 2.435959992602846347e-01, 6.398787342447033177e-01, 8.052652128019309741e-01, 4.833578336438758560e-01, 2.125483229797901219e-01, 1.463100277528237847e-01, 5.460768442734160732e-01
2.057000000000000000e+03, 5.653530822567032210e-01, 5.662473385372398527e-01, 7.380779755470793235e-01, 5.292233113701919622e-01, 2.089753028404040536e-01, -2.944279599311411810e-01, 3.393026025271720925e-01, 6.258012634783219896e-01, 7.481260693544216078e-01, 3.709792514621176873e-01, 6.612057341644651531e-01, 4.914361271892039862e-01, 3.982280094471378762e-01, 6.094626753252113671e-01, 1.969165287680010173e-03, 6.135896716566228148e-01
2.058000000000000000e+03, 5.102607360059596697e-01, 4.606912017566268114e-01, 7.636007440586061179e-01, 4.557800496155882120e-01, 8.798990462754303632e-01, 6.456988986390802543e-01, 5.844507434899490761e-01, 6.453754840245161661e-01, 5.886572045418646537e-01, 4.501266848827171208e-01, 3.855394356203252215e-01, 8.066838377111240632e-01, 7.222674122260213103e-01, 4.045347228631481218e-01, -8.552457048137233203e-03, 5.688679797700255669e-01
2.059000000000000000e+03, 4.433405260215464994e-01, -2.010504188810441073e-01, 6.881127782167648643e-01, 4.728908514606789404e-01, 8.227617943126952493e-01, 4.704289784726717882e-01, 4.884926139567034586e-01, -5.093448867481286529e-02, 2.344966659141836662e-01, 3.051499766707213568e-01, 5.786072205859351669e-01, 6.509466621118147334e-01, 4.957251931352025798e-01, 5.543275800173835810e-01, 2.218426922918557975e-01, 7.382249615270014553e-01
2.060000000000000000e+03, 2.453136620746191598e-01, 5.208504390126664774e-01, 8.906612919424162778e-01, 4.916922070791595600e-01, 3.642735595038426588e-01, -7.938300075125891142e-02, 3.300569564664593281e-01, 2.252776661344376985e-01, 5.391986284180376732e-01, 2.664731312756047910e-01, 5.484631132681992982e-01, 6.160793529881773978e-01, 6.879909143404191463e-01, 2.818544134965805803e-01, 2.281960011681408718e-01, 6.822670309770656472e-01
2.061000000000000000e+03, 2.448118106873107269e-01, 5.874514421958595412e-01, 4.082940517066673825e-01, 3.818658268296044045e-01, 5.585999134496092422e-01, -1.647523792373876694e-01, -1.216671780251600138e-01, 7.278398559523693301e-01, 5.658038668198931420e-01, 3.705222399041223080e-01, 7.094424437360815627e-01, 7.122944544423409630e-01, 5.313532399151263963e-01, 3.212999673980270754e-01, 3.077553365104647720e-01, 6.053026223662170135e-01
2.062000000000000000e+03, 4.903951545548747570e-01, -4.901021078747421628e-02, 5.580891306048672007e-01, 7.018271887558695799e-01, 4.251714826878312259e-01, 4.608371037916962343e-01, 5.105946082623378235e-01, 9.917786067643196146e-01, 5.302868947423597934e-01, 3.676836895904553315e-01, 6.107491931444904987e-01, 7.048934141305789325e-01, 4.375257377676876613e-01, 4.734035978148467549e-01, 2.607064023331302494e-01, 6.691725659118231695e-01
2.063000000000000000e+03, 6.383490927970150164e-01, 5.936836032193697488e-01, 5.465993367819768078e-01, 6.150423268443718783e-01, 6.117212377504573917e-01, 6.531171050821458213e-01, 6.052467262827042616e-01, 1.519472759333744261e-01, 4.146334819250268588e-01, 1.505224238443480800e-01, 2.905241800151288634e-01, 7.978034108292233473e-01, 5.144531407473870166e-01, 3.234775341419782180e-01, 1.081933538788847210e-01, 6.810020531182632286e-01
2.064000000000000000e+03, 6.474195202938702876e-01, 7.892968010934051093e-02, 6.985624137063124461e-01, 2.598716356395484040e-01, 3.120447769936069426e-01, -1.125256145521310175e-01, -2.659561603088379800e-02, 2.986370074933319407e-01, 5.322047520010547705e-01, 3.214938721902730334e-01, 4.828115119373093123e-01, 5.746025131962814170e-01, 7.008496414825992060e-01, 5.141356494246971387e-01, 3.212819014140387841e-01, 8.499728927602747675e-01
2.065000000000000000e+03, 3.379672037981115706e-01, 3.890917654384571378e-01, 5.836492763506231363e-01, 5.253338799816359428e-01, 6.427662605125984419e-01, 1.633823160860964629e-01, 6.062704689058391327e-01, 7.075635198183898300e-01, 5.154929421116231092e-01, 2.323048432764980020e-01, 2.656845062125099410e-01, 7.227361967656087405e-01, 8.185974899082548717e-01, 5.445390418492820350e-01, 2.209421521623993190e-01, 8.390113374750012287e-01
2.066000000000000000e+03, 4.413395552318446491e-01, 3.985417863128423721e-01, 3.602366841832723154e-01, 4.832205324500004617e-01, 4.562276929369356027e-01, 1.632577668628794054e-01, 5.065418123520487592e-01, 5.430819736037696410e-01, 5.633217992659241835e-01, 3.884804594379113185e-01, 3.289917260650389030e-01, 9.496181413379973790e-01, 4.993477820401125422e-01, 2.343755623722796610e-01, 2.609277789868549302e-01, 6.377330795998539248e-01
2.067000000000000000e+03, 5.088911783487078955e-01, 1.122059678463331323e-01, 5.995519181586667079e-01, 6.465763848520860169e-01, 5.901883322159924283e-01, 2.940824920227069761e-01, 2.565654775261222431e-01, 4.311470784634283127e-01, 4.969130389748494525e-01, 3.254992812253043599e-01, 3.058612516925759972e-01, 7.117623902220288068e-01, 6.388461158263463169e-01, 5.191520577477078957e-01, 1.990067937861926539e-01, 6.530280050190174768e-01
2.068000000000000000e+03, 4.304777904079288842e-01, 3.020846872157328389e-01, 4.562227948710295689e-01, 6.253890187156737612e-01, 4.376830716405508692e-01, 4.216941655858694182e-01, 4.529829605844745144e-01, -1.747388654151256493e-01, 3.005257635154385265e-01, 2.776981928251385234e-01, 5.674543453053682018e-01, 8.226313113667688137e-01, 4.110026940399411077e-01, 6.159057224382347151e-01, 1.946815109724499837e-01, 7.540147435754827043e-01
2.069000000000000000e+03, 4.102410057773972496e-01, 7.469633925500526184e-01, 5.711897110913789488e-01, 3.565856012822896659e-01, 2.384722552078356317e-01, -1.711531184294642557e-02, 8.843669556045306024e-01, 8.513906410329168395e-01, 4.905814872355835354e-01, 2.698583726889787204e-01, 5.906849879839271011e-01, 7.237108680241260972e-01, 3.970860248591023267e-01, 4.508836349575212066e-01, 1.041433873387702380e-01, 8.364143022923310467e-01
2.070000000000000000e+03, 5.565550310676495860e-01, 6.317917884309390275e-02, 3.663008653243630119e-01, 5.077667772991790729e-01, 5.639314982636702833e-01, 9.075365663691505047e-02, 3.065851128923117175e-01, 1.118978218595060747e+00, 6.639405879874830108e-01, 4.483270324872400958e-01, 4.498278504027035107e-01, 6.689205786286469557e-01, 2.723083295100479639e-01, 4.425962632818127851e-01, 1.290215851103902189e-01, 5.663741390532928133e-01
2.071000000000000000e+03, 5.972395718208746151e-01, 5.115234804209447539e-01, 8.714295381825132303e-01, 6.315282858003281596e-01, 3.580941401839971561e-01, 3.010894118588194335e-01, 4.418495326825313541e-01, 5.791032272998369868e-01, 4.753186913847243233e-01, 2.294302706714895224e-01, 5.346715070402850989e-01, 7.704313704119147843e-01, 5.662789080559983423e-01, -3.184365470665181247e-02, 1.303436814498812324e-01, 6.376587549513852426e-01
2.072000000000000000e+03, 5.146911654934022140e-01, 1.387334398356948328e-01, 3.757694464913318155e-01, 3.631296626766500335e-01, 3.900769084952253607e-01, 1.206011492699814586e-01, -7.620395794938171485e-02, -5.861456596678450703e-02, 2.954251703452988043e-01, 3.643190510560789241e-01, 8.358970257045772456e-01, 7.602376377234938420e-01, 4.693667090121433905e-01, 2.467622513652964200e-01, 1.300011482045599909e-01, 4.675338491616475300e-01
2.073000000000000000e+03, 4.469520281950660756e-01, 5.009709367096695232e-01, 5.666988377644300856e-01, 2.816026004583068176e-01, 5.305026057468800182e-01, 3.750984032707249671e-01, 6.289617215073782797e-01, 6.586667624810070842e-01, 6.602506397036870256e-01, 2.782564878436291633e-01, 5.656926971059371700e-01, 7.210700151334400454e-01, 6.391667067188560036e-01, 3.590238062775246153e-01, 1.231113970276636327e-01, 8.006207040534669694e-01
2.074000000000000000e+03, 8.981374349899166054e-01, 3.945525024747352227e-01, 7.456748610959116341e-01, 6.134466524301569468e-01, 7.025950721789223641e-01, 2.999058620389947749e-01, 3.470621740425475776e-01, 3.031173499125875970e-01, 7.541199577602869519e-01, 2.500229914683972932e-01, 3.440902415504132339e-01, 5.247168522625121900e-01, 5.817943864482977290e-01, 6.537603799317892594e-01, 2.403312856850571000e-01, 7.725209374943892149e-01
2.075000000000000000e+03, 5.257522056715530079e-01, 8.079086168472988660e-01, 6.465026902368894435e-01, 2.615755579370834805e-01, 2.562522931215136524e-01, 8.193294760313320213e-02, 1.664263985103695553e-01, 8.119242191261838437e-02, 3.607093520686853738e-01, 2.680125162261702831e-01, 5.343941141899776204e-01, 8.869942687327716513e-01, 4.997964070947018000e-01, 7.998808150239568315e-02, 1.950642258636272608e-01, 9.127360445778148756e-01
2.076000000000000000e+03, 2.017643191184771423e-01, 7.552164381186178277e-01, 3.780754213195329227e-01, 2.646973014077744213e-01, 5.013913819362040281e-01, 2.079728799231274905e-01, -1.916070674175140154e-01, 8.070371759117351829e-01, 3.127760971576661886e-01, 2.817400280200345053e-01, 2.737298436142344138e-01, 8.326277204616431282e-01, 6.676967958908093248e-01, 4.858982325761282972e-01, 2.605433026435134969e-01, 8.823875226834927421e-01
