year, GFDL-ESM4, ACCESS-ESM1-5, TaiESM1, UKESM1-0-LL, CMCC-CM2-SR5, CNRM-ESM2-1, NorESM2-LM, INM-CM5-0, CESM2-WACCM, MIROC-ES2L, MPI-ESM1-2-LR, IPSL-CM6A-LR, EC-Earth3-Veg, INM-CM4-8, CanESM5, NorESM2-MM
2.026000000000000000e+03, 7.215995442835656526e+00, 8.252116632672210628e+00, 1.225605619801746471e+01, 1.200872652477881708e+01, 1.059501356046928500e+01, 7.966687597338993676e+00, 1.084900032801786374e+01, 1.125615352270502534e+01, 1.069304675683791572e+01, 9.185841989232780946e+00, 1.111608421831838278e+01, 6.945109163393189178e+00, 1.206965432908643265e+01, 1.156045926024507864e+01, 8.484144093007305543e+00, 1.015654249656756214e+01
2.027000000000000000e+03, 7.477128071340524151e+00, 8.409721513373581203e+00, 1.197166607461135612e+01, 1.200840134950353644e+01, 1.141152734292370852e+01, 7.884527197618051986e+00, 1.067045356010890700e+01, 1.110754888692477316e+01, 1.032352511745396484e+01, 9.158536895655821297e+00, 1.206896119594616579e+01, 7.001175066266013935e+00, 1.253931970632326554e+01, 1.132572641110059664e+01, 8.221170602512057002e+00, 9.982548961512311081e+00
2.028000000000000000e+03, 7.142431041154773119e+00, 8.546493210806971774e+00, 1.207551843027656346e+01, 1.198652789697489318e+01, 1.144836226138151858e+01, 7.916518626707878425e+00, 1.099898623606884307e+01, 1.115709027162447065e+01, 1.020440761693678944e+01, 9.582357488314716676e+00, 1.110853966964029382e+01, 7.048835021089042030e+00, 1.254925778765098698e+01, 1.100557112727449294e+01, 9.062882829351059044e+00, 1.048103775947678606e+01
2.029000000000000000e+03, 7.427390487577530287e+00, 8.164920376000605273e+00, 1.219286978767343577e+01, 1.213106850019349814e+01, 1.101909646154913247e+01, 7.872786149639931175e+00, 1.100879303067570802e+01, 1.130248824576675482e+01, 1.040608587977266630e+01, 9.015890745563259756e+00, 1.091402363038379875e+01, 7.318884548116788125e+00, 1.249449350966498073e+01, 1.151129015205041384e+01, 8.961110969258147207e+00, 1.031785163429305285e+01
2.030000000000000000e+03, 7.169994960582597443e+00, 8.246213345234732373e+00, 1.246447133852850797e+01, 1.207459687932842840e+01, 1.130838500525644896e+01, 8.115196750714774865e+00, 1.105886767609901966e+01, 1.130223029490123743e+01, 1.095287009048739613e+01, 9.408337948952853580e+00, 1.147893758065912451e+01, 6.925463708979639144e+00, 1.271285165133638806e+01, 1.143413987693238631e+01, 8.768228940471459509e+00, 1.066333067797247303e+01
2.031000000000000000e+03, 7.417511311753350434e+00, 8.443830331799086153e+00, 1.287777028926551814e+01, 1.152700801710809841e+01, 1.119704937488076979e+01, 8.119602549434240757e+00, 1.056476265640493928e+01, 1.167398367783700763e+01, 1.031504988629193598e+01, 9.388280020765410683e+00, 1.143776574330619233e+01, 7.034276118868675987e+00, 1.277109824982956887e+01, 1.157998893420747066e+01, 8.610342391971421705e+00, 1.050669573814046132e+01
2.032000000000000000e+03, 7.397232632893945947e+00, 8.716711656514819495e+00, 1.245255270190604868e+01, 1.211246344522975882e+01, 1.104356808156490999e+01, 8.039431106216635925e+00, 1.122331553138132065e+01, 1.146254939409885232e+01, 1.030216109569375327e+01, 9.261064426243901693e+00, 1.178563715581274352e+01, 7.258516429761622923e+00, 1.249268372740901611e+01, 1.134047599445186449e+01, 8.719052323368712720e+00, 1.056807585649855952e+01
2.033000000000000000e+03, 7.577079883674131544e+00, 8.739295102739580656e+00, 1.268575413326573020e+01, 1.249647767918923513e+01, 1.086783732736192754e+01, 8.209483857018248898e+00, 1.127537682008743047e+01, 1.189868440183657405e+01, 1.080096288753765776e+01, 8.935730906340058510e+00, 1.145387521088212068e+01, 7.300503228617247764e+00, 1.238475645296276184e+01, 1.171920791875330181e+01, 9.115067664219520083e+00, 1.069651849714580116e+01
2.034000000000000000e+03, 7.397222654449157275e+00, 8.688191965779575199e+00, 1.297462607774450483e+01, 1.265971388476440218e+01, 1.147013113024055286e+01, 8.375360276521854885e+00, 1.124417390282766327e+01, 1.151858821791944010e+01, 1.109056566348743189e+01, 9.696216247302624325e+00, 1.167511972843802859e+01, 7.216457285240335473e+00, 1.260995596456890233e+01, 1.182972950769609177e+01, 8.560944087191391105e+00, 1.105868164831502654e+01
2.035000000000000000e+03, 7.307428637681176120e+00, 8.856293013511070455e+00, 1.272701533628903370e+01, 1.295725065062912051e+01, 1.189724083996770432e+01, 8.452502508902048461e+00, 1.152016140283328660e+01, 1.157492902296748305e+01, 1.105917255406601107e+01, 9.700777889950689570e+00, 1.125280725335041687e+01, 7.015842345279686754e+00, 1.300272291947606362e+01, 1.193828178569339293e+01, 8.858354020402218865e+00, 1.111905751292344924e+01
2.036000000000000000e+03, 7.566747158090049830e+00, 8.992555060365166497e+00, 1.350338316283219697e+01, 1.284995254592800684e+01, 1.116757914082281822e+01, 7.435519591209847512e+00, 1.142143047667132194e+01, 1.200682690052596158e+01, 1.121329755857727761e+01, 9.980312608889072123e+00, 1.166641050601136165e+01, 7.307839719239018095e+00, 1.330231057115820192e+01, 1.202608062472667960e+01, 8.837953362687178682e+00, 1.126625456333700903e+01
2.037000000000000000e+03, 7.644662025011276008e+00, 8.657328501254907493e+00, 1.313676030732233002e+01, 1.205175125229923694e+01, 1.147628057601411911e+01, 8.577841179906526392e+00, 1.151009137977447772e+01, 1.214362891099480457e+01, 1.087866557742914786e+01, 1.001855084052193945e+01, 1.170686570775644419e+01, 7.390639804937454649e+00, 1.380409302204324185e+01, 1.177043993817625811e+01, 9.058370278423458544e+00, 1.122393163716262166e+01
2.038000000000000000e+03, 7.597177882730012932e+00, 8.574259957855055347e+00, 1.334670217295012762e+01, 1.237726468765475651e+01, 1.140614355228449917e+01, 8.552454727662079037e+00, 1.142901919003177902e+01, 1.194627536714125249e+01, 1.082309240672903350e+01, 9.862113152765230595e+00, 1.189399456739150196e+01, 7.450109995977908461e+00, 1.316660100227139019e+01, 1.190143971321586669e+01, 8.829637104028893901e+00, 1.107176248129449370e+01
2.039000000000000000e+03, 7.645808526469361155e+00, 8.668273475516127036e+00, 1.281417237071763715e+01, 1.281111385358250487e+01, 1.232424173084349661e+01, 8.291017527823886013e+00, 1.151263293457552450e+01, 1.166974209121489103e+01, 1.111764674345747039e+01, 9.997502945303580191e+00, 1.173226275102843985e+01, 7.558720327933547978e+00, 1.331732881349396003e+01, 1.185106607586384442e+01, 9.235495340748739679e+00, 1.126348058510788697e+01
2.040000000000000000e+03, 7.795373328873897556e+00, 8.733614616734548974e+00, 1.321453535073641739e+01, 1.268428321161142591e+01, 1.164639734620342182e+01, 7.927604545695236204e+00, 1.152552916654164505e+01, 1.216992590288892195e+01, 1.171699889815891815e+01, 1.006806429968442984e+01, 1.198767104478243617e+01, 7.516237333408512633e+00, 1.412957981285473252e+01, 1.176683732877363120e+01, 9.005955988668892687e+00, 1.074117485472418032e+01
2.041000000000000000e+03, 7.947314402527816846e+00, 8.715286673454091471e+00, 1.308177351781583297e+01, 1.176203801156085049e+01, 1.202769629617270652e+01, 8.858032031322803590e+00, 1.072319285064486394e+01, 1.221418657233320459e+01, 1.152025163725503987e+01, 9.973533854943683608e+00, 1.203484301772077636e+01, 7.811122362531877528e+00, 1.396258978932443640e+01, 1.205110275365793271e+01, 9.390848105974594517e+00, 1.106980311371977344e+01
2.042000000000000000e+03, 8.211613801550607050e+00, 8.877653935823271780e+00, 1.327636140181686919e+01, 1.256480904009312383e+01, 1.198969487040984205e+01, 8.804708818015189564e+00, 1.130546217113374396e+01, 1.204633364512372395e+01, 1.138930621765735296e+01, 9.822839508129456831e+00, 1.201854470611706205e+01, 7.621815525260787538e+00, 1.394470434675167425e+01, 1.189526852398923573e+01, 9.365546075310684060e+00, 1.138947983942337494e+01
2.043000000000000000e+03, 8.092765678630867043e+00, 8.794213000006251946e+00, 1.309299585037061497e+01, 1.364617456213797198e+01, 1.116112335449279591e+01, 9.382871887061652316e+00, 1.177010688440836006e+01, 1.234625174460327024e+01, 1.141457553527991386e+01, 9.791950864166485857e+00, 1.248915317616511977e+01, 7.662984047689339384e+00, 1.402942964058867403e+01, 1.242170121777159864e+01, 9.440249644012641994e+00, 1.111729367010256553e+01
2.044000000000000000e+03, 8.382160812060496013e+00, 8.811977068604305074e+00, 1.316890361125209274e+01, 1.285726509269602680e+01, 1.239184639459840298e+01, 8.875722264696253916e+00, 1.213072082347750857e+01, 1.189212557268740333e+01, 1.204797675607593455e+01, 1.013981485436040764e+01, 1.129955684282876938e+01, 7.472007062683858614e+00, 1.346035638250195277e+01, 1.175052367324095393e+01, 9.409488149714725580e+00, 1.156831102772858166e+01
2.045000000000000000e+03, 8.367848851064918492e+00, 9.026064653124281634e+00, 1.354663256331167709e+01, 1.275020098587158479e+01, 1.301494849589172453e+01, 8.286727521308318245e+00, 1.129185509069076332e+01, 1.174155375559287684e+01, 1.179850228440569637e+01, 1.015366950604794738e+01, 1.171806487479326364e+01, 7.414665495590163857e+00, 1.434258747593330874e+01, 1.263376291183650935e+01, 9.848257258487643995e+00, 1.149931723887671531e+01
2.046000000000000000e+03, 8.441461765859491706e+00, 8.964344650560880368e+00, 1.402274812054422348e+01, 1.251132350646780544e+01, 1.210500539247134988e+01, 8.254015647628724750e+00, 1.240657397537773043e+01, 1.188307069197391819e+01, 1.179517229186728855e+01, 1.026779660590364962e+01, 1.190183589636807859e+01, 7.615721621352518511e+00, 1.412898549926864611e+01, 1.231904901972832356e+01, 9.483269193539271669e+00, 1.129706206697790449e+01
2.047000000000000000e+03, 8.309749727828972254e+00, 9.067544256305829720e+00, 1.363130221069087256e+01, 1.319638603538140664e+01, 1.227569421706480668e+01, 8.632100657018225931e+00, 1.187106044677643979e+01, 1.199041352470163702e+01, 1.195376471672751784e+01, 1.042021192146895991e+01, 1.257960299488339473e+01, 7.786346199803203305e+00, 1.465138414399383215e+01, 1.205308604138358675e+01, 9.671560194885334028e+00, 1.216118580007715089e+01
2.048000000000000000e+03, 8.151637780306886683e+00, 9.274453878284969477e+00, 1.375915301144412695e+01, 1.358611972015425273e+01, 1.217976488702597315e+01, 8.726823571871994645e+00, 1.236286451748968140e+01, 1.219689814365863256e+01, 1.227018496294501304e+01, 1.022538684209195736e+01, 1.179022621092808443e+01, 7.842596322429751687e+00, 1.458176547646834464e+01, 1.267547603838545811e+01, 9.778408962682162198e+00, 1.208724586247879884e+01
2.049000000000000000e+03, 8.603490000147628436e+00, 9.300871169619584933e+00, 1.410786666365376441e+01, 1.346744193325537253e+01, 1.197697635698814445e+01, 8.458352947098713770e+00, 1.177115893382012679e+01, 1.225225273076064525e+01, 1.186245451022912434e+01, 9.621589054138958375e+00, 1.270435802344587195e+01, 7.484433020807072623e+00, 1.495344366545204906e+01, 1.253856693588268634e+01, 9.744939233958090696e+00, 1.237418402576045473e+01
2.050000000000000000e+03, 8.623939953603759534e+00, 9.160745401751896111e+00, 1.418136386421536699e+01, 1.417449924445300979e+01, 1.297368969356639568e+01, 8.377954882094366340e+00, 1.170251367778315554e+01, 1.246202279790296963e+01, 1.211630026004186966e+01, 1.063744309251054254e+01, 1.267641694277443420e+01, 7.847336236143225285e+00, 1.444879874134355191e+01, 1.220677642806238694e+01, 9.914462521159276065e+00, 1.179336697607285878e+01
2.051000000000000000e+03, 9.229112524554393460e+00, 9.343888727670670136e+00, 1.383962429050875187e+01, 1.408725236869342368e+01, 1.246990429543151535e+01, 9.147135123480733654e+00, 1.184209259495412603e+01, 1.245851176545100358e+01, 1.173424318036014569e+01, 1.011568969778156202e+01, 1.250149766410206453e+01, 7.743838426363563343e+00, 1.444932267851238628e+01, 1.218169382102195186e+01, 1.010511040236728064e+01, 1.171467318370497601e+01
2.052000000000000000e+03, 9.087264669765588110e+00, 9.254740993167716923e+00, 1.358389742692789071e+01, 1.349544152577230527e+01, 1.248356151458836649e+01, 9.190325134125510331e+00, 1.180374863867433533e+01, 1.231907246763710084e+01, 1.187114339406366348e+01, 1.011672162964477728e+01, 1.335372331770751764e+01, 7.884750481930518085e+00, 1.476748078429607069e+01, 1.261877625908585365e+01, 1.066102502100351046e+01, 1.184592039635318450e+01
2.053000000000000000e+03, 8.657578421837047955e+00, 9.210438533153443075e+00, 1.398005301682266754e+01, 1.438782954068292241e+01, 1.246756050595454113e+01, 9.044126760241663732e+00, 1.251759108178871926e+01, 1.267091661856675167e+01, 1.235360215860409916e+01, 1.077342215660515379e+01, 1.347240441978465064e+01, 8.122406025429532050e+00, 1.468874826166637604e+01, 1.273065952977609250e+01, 1.005276283400410797e+01, 1.166815644139502162e+01
2.054000000000000000e+03, 9.318488378788028825e+00, 9.234213926840098452e+00, 1.365779794823583337e+01, 1.421569990007541939e+01, 1.311649129709702244e+01, 8.758107601806846887e+00, 1.255314910087601099e+01, 1.233787374849823948e+01, 1.229662229518882022e+01, 1.029777121402085527e+01, 1.289722487181069077e+01, 8.101373512434179247e+00, 1.531794109272651561e+01, 1.257369131420564656e+01, 9.934659679894126683e+00, 1.124514319997809686e+01
2.055000000000000000e+03, 9.497310043575883043e+00, 9.365714113245180883e+00, 1.378512418253115968e+01, 1.458447810608927320e+01, 1.311024561892283202e+01, 9.504937880434841446e+00, 1.216407814976485113e+01, 1.246994845204141278e+01, 1.197007436853372120e+01, 1.090807202880054128e+01, 1.263110277842094753e+01, 8.136436831223887722e+00, 1.452754770089761571e+01, 1.271815156401798674e+01, 9.996381159147173179e+00, 1.188368486116732115e+01
2.056000000000000000e+03, 9.266556328801286213e+00, 9.345314846864470226e+00, 1.408635208230213287e+01, 1.430326823731503616e+01, 1.277064841329971223e+01, 9.539865838715213542e+00, 1.193431065214835307e+01, 1.258971706666743628e+01, 1.177798657140541216e+01, 1.046316462657655855e+01, 1.291635041680484086e+01, 8.008840683658164039e+00, 1.594411208447283634e+01, 1.278206222787430413e+01, 1.011433040221589685e+01, 1.185951961381626063e+01
2.057000000000000000e+03, 9.656304069722757788e+00, 9.177670690222155869e+00, 1.379598946113428681e+01, 1.426396166019794798e+01, 1.330236367231572103e+01, 9.300726155910055581e+00, 1.227410553571957230e+01, 1.248966197664554478e+01, 1.246598354481613491e+01, 1.077401724776477998e+01, 1.336733576248162159e+01, 8.240328992134630326e+00, 1.496896186212113733e+01, 1.284160161938919131e+01, 1.063234899845293491e+01, 1.155882003077936737e+01
2.058000000000000000e+03, 9.790677276121318329e+00, 9.127671108882459805e+00, 1.449473094956935171e+01, 1.371780052761174318e+01, 1.293326800022135892e+01, 9.480852099955308532e+00, 1.215019069202483415e+01, 1.204769811508172239e+01, 1.209564724377456280e+01, 1.068514248661761812e+01, 1.357434566693125966e+01, 8.198318549777946274e+00, 1.582912238389383042e+01, 1.315261777074787020e+01, 1.034002536496356406e+01, 1.293375989664903969e+01
2.059000000000000000e+03, 9.113183935248498457e+00, 9.269801342021327883e+00, 1.474263261911647049e+01, 1.392447812839374421e+01, 1.193849571052062863e+01, 9.423605432756502864e+00, 1.243154446840328120e+01, 1.257497963376605554e+01, 1.271621391323750316e+01, 1.029809967003611249e+01, 1.402770075838976815e+01, 8.273699869348808633e+00, 1.585580287947104594e+01, 1.267166054628538774e+01, 1.083905581323029033e+01, 1.280231244278506431e+01
2.060000000000000000e+03, 9.822344700605242451e+00, 9.393004837214983027e+00, 1.459528461608324079e+01, 1.372820811733519797e+01, 1.224112695676494944e+01, 9.662959021359577960e+00, 1.206521069837836535e+01, 1.302971316687015957e+01, 1.204585683386924089e+01, 1.068692219325496851e+01, 1.400339902913447077e+01, 8.119629562908007969e+00, 1.560915460836160129e+01, 1.298368164625093790e+01, 1.095337197168347565e+01, 1.271409887160332985e+01
2.061000000000000000e+03, 1.018925878506853699e+01, 9.494099067295474370e+00, 1.439838023163933300e+01, 1.450419103423384115e+01, 1.306131487561676785e+01, 9.404329421534024291e+00, 1.218990917702464571e+01, 1.298891607322928543e+01, 1.229933515472955641e+01, 1.067678386362695342e+01, 1.367785520057964987e+01, 8.153483901795077315e+00, 1.560473742936293640e+01, 1.283912922296610759e+01, 1.075061267355023631e+01, 1.280065414458713136e+01
2.062000000000000000e+03, 9.423552992601523570e+00, 9.526365223760144829e+00, 1.479049300838593872e+01, 1.559576992593571987e+01, 1.348517326604916633e+01, 9.650835423199813690e+00, 1.258101747606369791e+01, 1.265583682686029476e+01, 1.237262083784245981e+01, 1.068028931423598493e+01, 1.379395546544748008e+01, 8.264366344817698717e+00, 1.579318583889938488e+01, 1.284453251013296260e+01, 1.112670550836194394e+01, 1.237736342334800455e+01
2.063000000000000000e+03, 1.049483210082578388e+01, 9.469637881939412694e+00, 1.520778588170263745e+01, 1.462285469594862164e+01, 1.281186223434556126e+01, 1.019534752217531626e+01, 1.280721144884938845e+01, 1.226579997091326746e+01, 1.221257440455442556e+01, 1.055752251876799264e+01, 1.391163894631589848e+01, 8.143313412033874599e+00, 1.625594946239349881e+01, 1.284841433140910105e+01, 1.128712390060745285e+01, 1.275537734633079801e+01
2.064000000000000000e+03, 9.528334471642114778e+00, 9.665517461940730470e+00, 1.478177535394221209e+01, 1.400278881210888215e+01, 1.279736866212593505e+01, 9.684214990933719847e+00, 1.275753028590763982e+01, 1.276160367171873844e+01, 1.254203750283534369e+01, 1.073508127315361094e+01, 1.411443070711492886e+01, 8.338364987986633281e+00, 1.604223708796688541e+01, 1.318148235381598710e+01, 1.149409578314139679e+01, 1.254972186032997428e+01
2.065000000000000000e+03, 9.871083070117544267e+00, 9.641645460310373394e+00, 1.488205706807503859e+01, 1.530099995461053730e+01, 1.354981839800614019e+01, 1.036251986942159853e+01, 1.274636127140900577e+01, 1.249374824380301874e+01, 1.262528652400644624e+01, 1.060570113691210459e+01, 1.401079113625058881e+01, 8.283089698998507444e+00, 1.679370859681221262e+01, 1.309159249738400455e+01, 1.126841173406973340e+01, 1.319415713210772445e+01
2.066000000000000000e+03, 1.019089409580606542e+01, 9.758706824685702941e+00, 1.485095381363944433e+01, 1.465680437456576790e+01, 1.318140248480676568e+01, 1.072667962387193263e+01, 1.299140745558377219e+01, 1.266870631559660332e+01, 1.265291633493765389e+01, 1.100155815420875349e+01, 1.402407440888417156e+01, 8.631065940504516476e+00, 1.630092843663249980e+01, 1.305936726008206428e+01, 1.101094085772230002e+01, 1.257280742520283034e+01
2.067000000000000000e+03, 1.011030753895260581e+01, 9.634259061852063155e+00, 1.508889273611511683e+01, 1.528657913048472139e+01, 1.293909827567175874e+01, 1.071971879693414031e+01, 1.317937985420927660e+01, 1.258776787320771717e+01, 1.275313539525935269e+01, 1.115961995878853585e+01, 1.396809667072098549e+01, 8.537888740861372838e+00, 1.657497816355358822e+01, 1.311507177018206072e+01, 1.147392267401705368e+01, 1.303292809205120406e+01
2.068000000000000000e+03, 1.011656923450570211e+01, 9.771926401659147388e+00, 1.510918969065385298e+01, 1.488379634023427656e+01, 1.211697438873497035e+01, 1.075678082261402757e+01, 1.278141407306407196e+01, 1.274105287345119031e+01, 1.284391007669066553e+01, 1.055769599974106931e+01, 1.420115798313522681e+01, 8.407831656612207993e+00, 1.729925990167536654e+01, 1.309226989807237018e+01, 1.168866153289515175e+01, 1.315647208673308910e+01
2.069000000000000000e+03, 1.056597993044101003e+01, 9.692280488163724783e+00, 1.470603049274358476e+01, 1.516798941249369115e+01, 1.389898378951656177e+01, 1.065151540412603737e+01, 1.280849228664369122e+01, 1.307118176509056084e+01, 1.293629225846644992e+01, 1.092429610551687880e+01, 1.435614524559952443e+01, 8.590249999623663868e+00, 1.722069181019960027e+01, 1.315977613563310022e+01, 1.182386358854095398e+01, 1.225681981515942454e+01
2.070000000000000000e+03, 1.012032706349153521e+01, 9.876813705064879656e+00, 1.434392707583926097e+01, 1.553293736577763617e+01, 1.413893743672185010e+01, 1.056661064315109932e+01, 1.285628279866568668e+01, 1.289118591311608419e+01, 1.288458039345894868e+01, 1.128028005378403087e+01, 1.416218338015548284e+01, 8.784357145487804885e+00, 1.638997193830715560e+01, 1.299745504405620089e+01, 1.110358728849566390e+01, 1.290040074093323952e+01
2.071000000000000000e+03, 1.056088258472544084e+01, 9.682512270229208795e+00, 1.482364574974697824e+01, 1.521641809944275181e+01, 1.409637754987377534e+01, 1.010418247152073157e+01, 1.313739921711417580e+01, 1.313886905173819741e+01, 1.233376288505427176e+01, 1.135822577848110093e+01, 1.484353463162753428e+01, 8.463153834526904618e+00, 1.715393170905221254e+01, 1.347269165410441971e+01, 1.093000689286856719e+01, 1.291871230351805089e+01
2.072000000000000000e+03, 1.058288332130453924e+01, 9.796643636151832979e+00, 1.477126279990387658e+01, 1.526913747205921190e+01, 1.321325957017382535e+01, 1.056239993736073934e+01, 1.336689130163481209e+01, 1.328378869180812671e+01, 1.246631684985411503e+01, 1.078417401317991775e+01, 1.393564442600803943e+01, 8.667298229656523745e+00, 1.676393407401814883e+01, 1.333562512525359800e+01, 1.123105545279613615e+01, 1.259058037592333079e+01
2.073000000000000000e+03, 1.059964447235392448e+01, 9.788445238994235353e+00, 1.515795078457105305e+01, 1.656487937822657486e+01, 1.382705930359711033e+01, 1.077870660510717471e+01, 1.315660901580768360e+01, 1.319371811139580331e+01, 1.280152395086810913e+01, 1.135866342676332685e+01, 1.477873514451161086e+01, 8.784069447801135411e+00, 1.743168538062444028e+01, 1.357275540182370577e+01, 1.161668010937739481e+01, 1.296713053993426890e+01
2.074000000000000000e+03, 1.075605208197925045e+01, 9.653565800545894859e+00, 1.540734359723055569e+01, 1.527348646147032518e+01, 1.312474492461203468e+01, 1.042126606627138585e+01, 1.384033959428975535e+01, 1.322041589857455612e+01, 1.352064104554816737e+01, 1.177818011504628437e+01, 1.499400785591197582e+01, 8.625732087877292287e+00, 1.757960284718651067e+01, 1.366643093079399307e+01, 1.179750942133871661e+01, 1.328632832324395885e+01
2.075000000000000000e+03, 1.144476973149566668e+01, 9.797575500755511868e+00, 1.509088066160718000e+01, 1.582607699435303061e+01, 1.324901578046335082e+01, 1.104816638647150384e+01, 1.342072013841781342e+01, 1.333229469305677206e+01, 1.278949734605738620e+01, 1.122074036409277298e+01, 1.490335998264869133e+01, 8.537166845322428088e+00, 1.729155101883377910e+01, 1.336148521817324841e+01, 1.244817809535737752e+01, 1.283809218044047107e+01
2.076000000000000000e+03, 1.154501202580568808e+01, 1.003397654477698531e+01, 1.539083282528077135e+01, 1.671732471297300293e+01, 1.399762985733815235e+01, 1.115314712236146555e+01, 1.354696114368443460e+01, 1.320145797642168617e+01, 1.336791888830694219e+01, 1.138458859778102195e+01, 1.484583296246382034e+01, 8.800351343167267970e+00, 1.751749001655296567e+01, 1.364208423565946582e+01, 1.207056781499653120e+01, 1.327439982706841448e+01
