year, MIROC-ES2L, GFDL-ESM4, INM-CM4-8, INM-CM5-0, EC-Earth3-Veg, NorESM2-MM, TaiESM1, UKESM1-0-LL, ACCESS-ESM1-5, CNRM-ESM2-1, CanESM5, CMCC-CM2-SR5, MPI-ESM1-2-LR, NorESM2-LM, IPSL-CM6A-LR, CESM2-WACCM
2.065000000000000000e+03, 7.229487664799999891e+01, 6.674445392399999832e+01, 8.498112353999999868e+01, 8.432672788799999353e+01, 6.182831082599999206e+01, 5.551012841399999331e+01, 4.831717283999999779e+01, 7.985709118799999828e+01, 5.335128028799999811e+01, 5.332943766599999691e+01, 9.696295079999998734e+01, 5.163348677399999787e+01, 8.198272007999999289e+01, 5.257853791199999449e+01, 6.183360098999999366e+01, 5.515327492199999426e+01
2.066000000000000000e+03, 7.343001496799999472e+01, 6.583029623999999558e+01, 8.322668125199999167e+01, 8.413053454799999997e+01, 6.176821897799999306e+01, 5.398429847399999915e+01, 5.000986763999999596e+01, 7.551193496399999106e+01, 5.108032562399999676e+01, 5.273706938399999444e+01, 9.434476900799998589e+01, 5.279733073799999943e+01, 8.218775926799999354e+01, 5.360081282999999530e+01, 6.024401314199999291e+01, 5.611800058199999341e+01
2.067000000000000000e+03, 7.389509212799998750e+01, 6.804480934800000114e+01, 8.392598416799999939e+01, 8.501981032799999127e+01, 6.416519938199999729e+01, 5.388376170599999426e+01, 4.738033682999999741e+01, 7.398488300399999673e+01, 5.062533998399999291e+01, 5.371302974399999641e+01, 9.759675344399998664e+01, 5.363347624199999331e+01, 8.364769473599999117e+01, 5.400513588599999792e+01, 6.165784297799999791e+01, 5.457577980599999279e+01
2.068000000000000000e+03, 7.261092255599999135e+01, 6.539730695999999455e+01, 8.292867393599999559e+01, 8.747931085199999757e+01, 6.315082028999999864e+01, 5.377510441799999796e+01, 4.600274579999999958e+01, 7.722412689599998714e+01, 5.302034150399999390e+01, 5.338557962999999518e+01, 9.744113905199999692e+01, 5.175905918399999450e+01, 8.049400801199999478e+01, 5.300795968199999919e+01, 6.023664554399999815e+01, 5.375170864799999748e+01
2.069000000000000000e+03, 7.360407003599999598e+01, 6.407659504800000150e+01, 8.376161065199998745e+01, 8.510489445599999669e+01, 6.375434443199999635e+01, 5.279179616999999780e+01, 4.927842559799999833e+01, 7.556065808399999639e+01, 5.110606294199999411e+01, 5.285315734199999582e+01, 9.634534977599999195e+01, 5.196247820999999334e+01, 8.258377258799998799e+01, 5.320412148599999824e+01, 6.200847599399999410e+01, 5.517366688799999253e+01
2.070000000000000000e+03, 7.320834053999999469e+01, 6.707602342799999917e+01, 8.446683445200000051e+01, 8.562471022799999787e+01, 6.444173462399999153e+01, 5.294823838199999244e+01, 4.831383396599999713e+01, 7.594571264399999677e+01, 4.979868681599999292e+01, 5.336670139199999596e+01, 9.571068777599998612e+01, 5.107665167999999767e+01, 8.378370161999998800e+01, 5.362290379799999585e+01, 6.056553448799999728e+01, 5.592561521399999691e+01
2.071000000000000000e+03, 7.436661051599999439e+01, 6.640463775599999963e+01, 8.339032155599998930e+01, 8.436277353599999174e+01, 6.240847073399999800e+01, 5.281546787999999282e+01, 4.684208826599999753e+01, 7.833913736399999550e+01, 5.298418547999999362e+01, 4.994017307999999389e+01, 9.596578247999998723e+01, 5.151984679799999611e+01, 8.292880796400000065e+01, 5.305088806199999851e+01, 6.002673010199999482e+01, 5.440349863799999497e+01
2.072000000000000000e+03, 7.405395472799999368e+01, 6.804808909199999789e+01, 8.372928625199999431e+01, 8.347595756399999800e+01, 6.455720762999999351e+01, 5.328166850999999582e+01, 4.702821373799999805e+01, 7.630223500799999670e+01, 5.366453920199999317e+01, 5.160118996799999280e+01, 9.781873534799998993e+01, 5.276289342599999799e+01, 8.130223627199998759e+01, 5.311594288799999930e+01, 6.272398052999999862e+01, 5.580293228999999400e+01
2.073000000000000000e+03, 7.310409040799999048e+01, 6.704926513199998794e+01, 8.307239137199999846e+01, 8.340993694799999503e+01, 6.413906786399999760e+01, 5.473982219399999849e+01, 4.870301974199999506e+01, 7.545537514799998746e+01, 5.286300839999999823e+01, 5.354481277799999361e+01, 9.728319887999998627e+01, 5.206139481599999641e+01, 8.259395871599998884e+01, 5.208994672199999343e+01, 6.284965543199999871e+01, 5.622003136799999368e+01
2.074000000000000000e+03, 7.179350943599999368e+01, 6.698329970399998956e+01, 8.419325965199999473e+01, 8.373787981199998853e+01, 6.275061662399999562e+01, 5.320843403399999261e+01, 4.916031933599999348e+01, 7.496459614799999827e+01, 5.028892576199999809e+01, 5.361231558599999403e+01, 9.649092783599999734e+01, 5.281844408999999274e+01, 8.455417340399999659e+01, 5.267877508799999475e+01, 6.087209594399999446e+01, 5.412206348999999506e+01
2.075000000000000000e+03, 7.390985097600000131e+01, 6.648691517999999689e+01, 8.292045092399999362e+01, 8.442392972399998996e+01, 6.116372904599999316e+01, 5.372424473399999556e+01, 4.618680960599999707e+01, 7.676719390799999587e+01, 5.121416440799999492e+01, 5.209573751999999303e+01, 9.684976809599999115e+01, 5.384797228799999402e+01, 8.189088724799999852e+01, 5.307628636799999811e+01, 6.119070809399999433e+01, 5.523917110199999314e+01
2.076000000000000000e+03, 7.328192979600000001e+01, 6.741699065999999618e+01, 8.306644683599999723e+01, 8.204860666799999080e+01, 6.308521752599999388e+01, 5.316035740199999537e+01, 4.780278520199999548e+01, 7.708674819599998784e+01, 5.302886016599999408e+01, 5.395975558199999256e+01, 9.777327620399999830e+01, 5.172507520199999931e+01, 8.177171270399999514e+01, 5.256804036599999819e+01, 5.974800704999999823e+01, 5.420533823999999612e+01
2.077000000000000000e+03, 7.279266452399998855e+01, 6.480996472799999708e+01, 8.505709376399998689e+01, 8.368526199599999416e+01, 6.219435311999999527e+01, 5.378170332599999881e+01, 4.822222976999999844e+01, 7.770699035999999182e+01, 5.307146135999999359e+01, 5.242369220999999868e+01, 9.841566452399999321e+01, 5.161711564799999508e+01, 7.913177107199999227e+01, 5.238418548599999269e+01, 5.855731018199999482e+01, 5.581001606399999559e+01
2.078000000000000000e+03, 7.280789641199999096e+01, 6.375428135999999313e+01, 8.559873244799999270e+01, 8.342121106799999097e+01, 6.336248203799999601e+01, 5.228170531199999260e+01, 4.891012453799999804e+01, 7.514674808399999506e+01, 5.114089051199999858e+01, 5.175837721799999258e+01, 9.697055097599999840e+01, 5.146636962599999521e+01, 7.891686111599999265e+01, 5.392988704799999766e+01, 6.223786885799999169e+01, 5.663882550599999632e+01
2.079000000000000000e+03, 7.165157378399999288e+01, 6.557285210399999187e+01, 8.261925847199999851e+01, 8.385150401999999303e+01, 6.282688643999999556e+01, 5.315952169799999893e+01, 4.806405307799999349e+01, 7.485805177199999605e+01, 5.180579947799999729e+01, 5.349569939999999235e+01, 9.826758723599999712e+01, 5.230199478599999452e+01, 8.080097943599999155e+01, 5.360745115799999638e+01, 6.208060276799999855e+01, 5.366129887799999665e+01
2.080000000000000000e+03, 7.096660397999998793e+01, 6.506474801399998853e+01, 8.353090115999999909e+01, 8.345736709199999837e+01, 6.354602944199999826e+01, 5.317907795999999365e+01, 4.686179038199999525e+01, 7.613056090799999254e+01, 5.204219333399999670e+01, 5.240737627199999338e+01, 9.798532426799999939e+01, 5.314022954999999371e+01, 8.220084670800000026e+01, 5.242574204999999665e+01, 6.106786748999999759e+01, 5.481764121599999839e+01
2.081000000000000000e+03, 7.328910423600000001e+01, 6.442204433399999175e+01, 8.166526293599999065e+01, 8.358943985999999882e+01, 6.254660629799999327e+01, 5.364278724599999748e+01, 4.976197891199999646e+01, 7.650629657999999722e+01, 5.118772541399999909e+01, 5.075850074399999556e+01, 9.983818252799999016e+01, 5.327053235999999714e+01, 8.363769782399999997e+01, 5.252035793399999619e+01, 6.113058470999999372e+01, 5.548806109799999575e+01
2.082000000000000000e+03, 7.241457941999999548e+01, 6.442735420799999702e+01, 8.490525580799999261e+01, 8.462456175599999142e+01, 6.317225688599999245e+01, 5.297965612199999441e+01, 4.956233632199999306e+01, 7.445025187199999550e+01, 5.132384267399999800e+01, 5.271552635399999787e+01, 9.736185754799998904e+01, 5.190760951199999340e+01, 8.351900420399999803e+01, 5.241442062599999474e+01, 6.128076702599999237e+01, 5.519326651199999390e+01
2.083000000000000000e+03, 7.330035470400000008e+01, 6.404109733800000015e+01, 8.253221911199999283e+01, 8.517823930799998777e+01, 6.374501371799999561e+01, 5.367510376199999911e+01, 4.603863770999999616e+01, 7.709499485999999990e+01, 5.200221751199999431e+01, 5.344734288599999417e+01, 9.842553529199999218e+01, 5.213091592799999319e+01, 8.233798100399999953e+01, 5.301246144599999610e+01, 6.019514810999999810e+01, 5.375572554599999364e+01
2.084000000000000000e+03, 7.051613587199999245e+01, 6.887884194000000093e+01, 8.328734863199998983e+01, 8.536537393199999713e+01, 6.273499053599999797e+01, 5.406548790599999421e+01, 4.718531426399999873e+01, 7.627889048399998728e+01, 5.008360274999999717e+01, 5.460089034599999280e+01, 9.527845535999999527e+01, 5.231620963799999657e+01, 8.207732807999998670e+01, 5.306313585599999527e+01, 6.114680998199999351e+01, 5.451560911799999332e+01
2.085000000000000000e+03, 7.141152963599999737e+01, 6.722414013599998839e+01, 8.282979280799999344e+01, 8.252449279199998955e+01, 6.317172865799999215e+01, 5.251580098199999469e+01, 4.831500079799999980e+01, 7.475093974799999330e+01, 4.908771163799999471e+01, 5.261269139999999567e+01, 9.486147848399998850e+01, 5.172742463399999480e+01, 8.047365152399999033e+01, 5.365931999399999341e+01, 6.169455088199999437e+01, 5.420592559799999322e+01
2.086000000000000000e+03, 7.214188762799999211e+01, 6.387953840999999500e+01, 8.262530549999999607e+01, 8.353221778799999697e+01, 6.400835114399998815e+01, 5.313994572599999344e+01, 4.843988335799999589e+01, 7.560582551999999623e+01, 4.775254835399999820e+01, 5.139388412999999645e+01, 9.235935705599999324e+01, 5.176473566399999271e+01, 8.103144452399999409e+01, 5.456061098999999359e+01, 6.078931788599999209e+01, 5.346220816799999653e+01
2.087000000000000000e+03, 7.418103692399999716e+01, 6.543226855799998987e+01, 8.359521883200000048e+01, 8.355309461999999598e+01, 6.260518441799999323e+01, 5.393327716799999649e+01, 4.777761947399999798e+01, 7.962180897599999696e+01, 5.026514761799999320e+01, 5.529000713399999256e+01, 9.965663765999998702e+01, 5.346717508799999763e+01, 8.000329996799999321e+01, 5.350817188799999258e+01, 6.273283031999999793e+01, 5.498518015799999858e+01
2.088000000000000000e+03, 7.259789818799998784e+01, 6.517416216599998791e+01, 8.356167241199999296e+01, 8.341546363199999803e+01, 6.325446729599999429e+01, 5.328403370999999566e+01, 4.714799140799999577e+01, 7.670625058799998897e+01, 5.265578140199999524e+01, 5.210993266199999852e+01, 1.006051380479999864e+02, 5.318604347399999455e+01, 7.992062045999999498e+01, 5.222457390599999627e+01, 6.024060331199999752e+01, 5.451139906199999530e+01
2.089000000000000000e+03, 7.372986713999999608e+01, 6.519443192999999326e+01, 8.227207076399999153e+01, 8.266618403999999032e+01, 6.109646275799999415e+01, 5.280368918399999245e+01, 4.740973626599999591e+01, 7.647335722799999758e+01, 4.983203613599999926e+01, 5.436466993799999869e+01, 9.800982773999999154e+01, 5.233439802599999524e+01, 7.987317454799999439e+01, 5.257760365799999391e+01, 6.230204855999999580e+01, 5.420169188999999932e+01
2.090000000000000000e+03, 7.210169499599999199e+01, 6.309129608999999306e+01, 8.155297112399999548e+01, 8.266582925999999532e+01, 6.284424306599999710e+01, 5.319371066399999393e+01, 4.792836155399999853e+01, 7.599674577599999736e+01, 5.159700750599999708e+01, 5.314879945799999916e+01, 9.687468941999999572e+01, 5.217468395399999537e+01, 8.064061099199999205e+01, 5.157296524799999560e+01, 6.292716697799999537e+01, 5.451618464999999247e+01
2.091000000000000000e+03, 7.088479959599999347e+01, 6.521713785000000030e+01, 7.967501020799998912e+01, 8.279582065199998908e+01, 6.032482019999999778e+01, 5.202203788799999273e+01, 4.821808672799999584e+01, 7.404909818399998755e+01, 5.194461700799999448e+01, 5.248110349799999597e+01, 9.788068781999999146e+01, 5.066865467999999595e+01, 8.047890226799999880e+01, 5.138437602599999821e+01, 6.307690384799999350e+01, 5.266409507999999562e+01
2.092000000000000000e+03, 7.015782383999999183e+01, 6.427579613399998948e+01, 8.097461665199999459e+01, 8.086763865599999690e+01, 6.319414286999999320e+01, 5.386038564599999745e+01, 4.629746548799999317e+01, 7.419363555599998961e+01, 5.131390883399999581e+01, 5.155237223999999685e+01, 9.870108109199999546e+01, 5.277197579399999938e+01, 8.121591435599999897e+01, 5.283240271199999682e+01, 6.032273488199999889e+01, 5.495893432199999751e+01
2.093000000000000000e+03, 7.220224753200000123e+01, 6.420516337799999462e+01, 8.093390367599999990e+01, 8.424657914399999470e+01, 6.259729253399999749e+01, 5.286740372999999948e+01, 4.759302349799999377e+01, 7.537297946399999660e+01, 5.228167771799999741e+01, 5.034637646999999561e+01, 9.712340596799998593e+01, 5.372560866599999940e+01, 8.259209020799998768e+01, 5.197762337399999666e+01, 6.148048845599999623e+01, 5.409986608799999885e+01
2.094000000000000000e+03, 7.210971302400000127e+01, 6.654235546799999668e+01, 8.272987887599998658e+01, 8.214802390799999898e+01, 6.218816812199999333e+01, 5.291198774999999443e+01, 4.855993302599999595e+01, 7.685444613599999286e+01, 5.385733847999999568e+01, 5.233640450399999366e+01, 9.744396152399998812e+01, 5.392649692799999883e+01, 8.003958213599999283e+01, 5.327436792599999649e+01, 6.011339891399999402e+01, 5.502862888199999247e+01
2.095000000000000000e+03, 7.195615635599999393e+01, 6.491108491199999264e+01, 8.233265141999999059e+01, 8.170283019599999363e+01, 5.969625647399999480e+01, 5.345995728599999808e+01, 4.771024280999999689e+01, 7.706322233999999582e+01, 4.772910133799999954e+01, 5.016993254999999863e+01, 9.490976798399999836e+01, 5.067617601599999944e+01, 8.091297953999999493e+01, 5.274246203999999949e+01, 6.193647930599999540e+01, 5.470252298999999852e+01
2.096000000000000000e+03, 7.212870557999998766e+01, 6.443556933600000036e+01, 8.257353915599999539e+01, 8.380569797999999082e+01, 6.091953791399999574e+01, 5.384095552799999496e+01, 4.598452193399999999e+01, 7.761568575599999065e+01, 4.884936254999999505e+01, 5.353130748599999578e+01, 9.466404735599999754e+01, 5.351016259799999375e+01, 8.209043128799999067e+01, 5.373633878999999780e+01, 6.031677851999999262e+01, 5.386497413399999346e+01
2.097000000000000000e+03, 7.016254635599999290e+01, 6.341714180999999684e+01, 8.185831055999999251e+01, 8.174676772799999469e+01, 6.419523742199999106e+01, 5.255209891799999866e+01, 4.770258744599999545e+01, 7.743731813999998792e+01, 5.171173941599999324e+01, 5.059570796999999942e+01, 9.663080576399998733e+01, 5.457622130999999399e+01, 8.009755318799999202e+01, 5.277378911399999595e+01, 6.081140096999999400e+01, 5.349009781799999530e+01
2.098000000000000000e+03, 7.120841414399998826e+01, 6.429414614399999550e+01, 8.039187079199999175e+01, 8.050238081999999906e+01, 6.318274260599999792e+01, 5.271144638399999849e+01, 4.833652411799999982e+01, 7.571289023999999301e+01, 5.178455998199999755e+01, 5.339279348999999542e+01, 9.726795910799999945e+01, 5.253007102199999423e+01, 7.876241355599999849e+01, 5.186424356999999929e+01, 6.098041816199999232e+01, 5.476976562599999454e+01
2.099000000000000000e+03, 7.271009539199999949e+01, 6.349029350399999316e+01, 8.028661150799999291e+01, 8.287483409999998685e+01, 6.132070736999999383e+01, 5.378048524799999797e+01, 4.739327447399999471e+01, 7.410572107199999436e+01, 4.988470519799999892e+01, 5.146431190199999861e+01, 9.562537501199999213e+01, 5.310700637399999380e+01, 8.003558494799999323e+01, 5.256208006199999261e+01, 5.980887547199999688e+01, 5.398663213799999738e+01
2.100000000000000000e+03, 7.248133324799999855e+01, 6.270826377599999546e+01, 7.937852450399999782e+01, 8.370155822399999579e+01, 6.095558356199999395e+01, 5.373823883399999346e+01, 4.635413962199999816e+01, 7.437555097199999921e+01, 5.071367626199999279e+01, 5.112042364799999916e+01, 9.382969940399999587e+01, 5.163586774199999496e+01, 7.991978475599999854e+01, 5.162530318199999613e+01, 5.902571438999999742e+01, 5.467574892599999714e+01
