year, CMCC-CM2-SR5, CanESM5, CESM2-WACCM, NorESM2-MM, ACCESS-ESM1-5, UKESM1-0-LL, NorESM2-LM, TaiESM1, MPI-ESM1-2-LR, MIROC-ES2L, CNRM-ESM2-1, GFDL-ESM4, EC-Earth3-Veg, IPSL-CM6A-LR
2.082000000000000000e+03, 4.837827383999999853e+01, 9.714043540799998766e+01, 4.736737159199999780e+01, 4.539425867999999298e+01, 5.096385134999999877e+01, 7.156036378799998943e+01, 4.622277641399999482e+01, 4.441391481599999480e+01, 7.613423485199999163e+01, 6.571179577799999549e+01, 4.817355789599999838e+01, 5.310050601599999709e+01, 4.833057169799999286e+01, 5.248879039799999902e+01
2.083000000000000000e+03, 4.817853664199999741e+01, 9.697426433999999063e+01, 4.759639784999999534e+01, 4.595534719199999785e+01, 5.119784846999999672e+01, 7.213963280400000144e+01, 4.615870314599999347e+01, 4.466901346199999523e+01, 7.456784961599998951e+01, 6.654219778799999574e+01, 4.826238298199999832e+01, 5.195316326399999696e+01, 4.749261681599999463e+01, 5.226756535799999881e+01
2.084000000000000000e+03, 4.834953271799999897e+01, 9.650772075599999766e+01, 4.775705011799999511e+01, 4.593816007199999518e+01, 5.121561112199999855e+01, 7.146154573199999049e+01, 4.681438388999999489e+01, 4.538115547199999611e+01, 7.522667607599998973e+01, 6.861556364399999097e+01, 4.854412166399999506e+01, 5.150382650999999612e+01, 4.734247786199999553e+01, 5.213346640199999626e+01
2.085000000000000000e+03, 4.816450312199999928e+01, 9.828764413199999694e+01, 4.707357827399999906e+01, 4.585188151799999901e+01, 5.115481365599999464e+01, 7.046584383599999057e+01, 4.629023980199999500e+01, 4.583703594599999320e+01, 7.350318637199998761e+01, 6.756107075999999267e+01, 4.850755172999999587e+01, 5.296829527799999937e+01, 4.761662030999999473e+01, 5.212096631999999374e+01
2.086000000000000000e+03, 4.761187019999999848e+01, 9.778884710399999847e+01, 4.742031659399999910e+01, 4.597977576599999594e+01, 5.092483737599999927e+01, 7.186977925200000072e+01, 4.706454320999999652e+01, 4.535116079399999478e+01, 7.487422973999998987e+01, 6.601838877000000139e+01, 4.868620711199999818e+01, 5.364963844199999699e+01, 4.715035266599999630e+01, 5.198826677399999596e+01
2.087000000000000000e+03, 4.812669145799999626e+01, 9.847185379199999034e+01, 4.771024675199999621e+01, 4.566120697799999562e+01, 5.014136881799999657e+01, 7.374564302399998894e+01, 4.638751653599999969e+01, 4.569010972199999543e+01, 7.392542187599998726e+01, 6.695861490000000060e+01, 4.896660551399999406e+01, 5.245379332199999567e+01, 4.651885214999999363e+01, 5.286644976599999524e+01
2.088000000000000000e+03, 4.849147231199999908e+01, 9.683308555199998580e+01, 4.741588578599999693e+01, 4.569112281599999648e+01, 5.005238999399999500e+01, 7.140924327599999799e+01, 4.611435170399999350e+01, 4.570863712199999895e+01, 7.436577481199999795e+01, 6.903469285199999206e+01, 4.834599280199999782e+01, 5.227682905799999702e+01, 4.786827364799999884e+01, 5.247976321799999511e+01
2.089000000000000000e+03, 4.869722894399999547e+01, 9.580612359599999195e+01, 4.785625843199999707e+01, 4.565042954999999836e+01, 5.051961554399999699e+01, 7.164870400799999572e+01, 4.667959902599999822e+01, 4.548312712799999957e+01, 7.432915363200000058e+01, 6.690492485999999417e+01, 4.936354126199999826e+01, 5.252228951399999346e+01, 4.658997765599999497e+01, 5.216709166199999714e+01
2.090000000000000000e+03, 4.828591672199999607e+01, 9.845130020399999182e+01, 4.692915916199999771e+01, 4.562451484199999641e+01, 5.029185072599999273e+01, 7.134372723599999233e+01, 4.527661363199999300e+01, 4.493441649599999721e+01, 7.424817706799998973e+01, 6.569308704599998805e+01, 4.869875843999999887e+01, 5.221240495199999287e+01, 4.735543915799999581e+01, 5.293191455999999562e+01
2.091000000000000000e+03, 4.808387345399999901e+01, 9.753141085199999338e+01, 4.658318164799999295e+01, 4.612886220599999376e+01, 5.038191754199999650e+01, 6.971314258799999664e+01, 4.540873370399999942e+01, 4.521775562999999920e+01, 7.381998125999999161e+01, 6.794952332399999761e+01, 4.905474074999999345e+01, 5.196861590399999642e+01, 4.692984112799999963e+01, 5.250494865599999628e+01
2.092000000000000000e+03, 4.908844879199999411e+01, 9.737569396799999311e+01, 4.809505296599999724e+01, 4.638069293399999538e+01, 5.088302458199999734e+01, 7.134228446399998802e+01, 4.654418344199999780e+01, 4.474371830399999794e+01, 7.366952300399999842e+01, 6.867884062799998901e+01, 4.763946814199999835e+01, 5.246883993599999485e+01, 4.702184346599999287e+01, 5.213544134399999308e+01
2.093000000000000000e+03, 4.867937956799999455e+01, 9.736559456399999135e+01, 4.735904214599999307e+01, 4.555794628799999657e+01, 5.035988570399999276e+01, 7.267467257999999219e+01, 4.551005492999999547e+01, 4.516097111999999925e+01, 7.467060967199999766e+01, 6.568050418199999285e+01, 4.807125116999999648e+01, 5.188312574999999782e+01, 4.591790213399999487e+01, 5.272144723799999610e+01
2.094000000000000000e+03, 4.832863617599999628e+01, 9.729189493199999106e+01, 4.783357222199999370e+01, 4.654289046599999580e+01, 5.065868930399999925e+01, 7.112305407599998830e+01, 4.711908472199999665e+01, 4.503911207399999483e+01, 7.433617827599999828e+01, 6.505574448599999471e+01, 4.842558966599999337e+01, 5.166944569799999698e+01, 4.710019465799999949e+01, 5.225739105599999590e+01
2.095000000000000000e+03, 4.809673619999999516e+01, 9.561982467599999325e+01, 4.729082189399999692e+01, 4.618516184999999297e+01, 5.131107453599999957e+01, 7.223963345999999319e+01, 4.637067631199999340e+01, 4.509957446999999320e+01, 7.411014399599999081e+01, 6.585698752199999717e+01, 4.733782630199999630e+01, 5.185279600199999805e+01, 4.772929449599999430e+01, 5.210695250999999928e+01
2.096000000000000000e+03, 4.939480920599999791e+01, 9.665355110399998750e+01, 4.738775567399999744e+01, 4.570129317599999297e+01, 5.048940011399999861e+01, 7.207263457199999834e+01, 4.630297246199999961e+01, 4.529141584199999926e+01, 7.381842022799999370e+01, 6.711861279599999364e+01, 4.858016336999999396e+01, 5.190981703199999941e+01, 4.915512772199999603e+01, 5.177640004199999879e+01
2.097000000000000000e+03, 4.881270983399999608e+01, 9.690676153199999021e+01, 4.746723033599999297e+01, 4.625778925799999541e+01, 4.976724148199999576e+01, 7.125205208399999890e+01, 4.651625042999999948e+01, 4.552484925599999599e+01, 7.335608669999999165e+01, 6.806865844799999365e+01, 4.837742630999999704e+01, 5.306766127199999517e+01, 4.631863008599999887e+01, 5.206054334399999561e+01
2.098000000000000000e+03, 4.858223291999999560e+01, 9.562239485999998578e+01, 4.741894477799999663e+01, 4.620529758599999326e+01, 5.039573030999999759e+01, 7.019997170399999220e+01, 4.611418219799999463e+01, 4.483065122999999375e+01, 7.333224548399999776e+01, 6.572064162599998838e+01, 4.923442499399999406e+01, 5.201722470599999326e+01, 4.615943241599999425e+01, 5.267560177799999366e+01
2.099000000000000000e+03, 4.937684551199999561e+01, 9.630366706799999577e+01, 4.770594208799999336e+01, 4.639892074199999428e+01, 5.051941450199999650e+01, 7.053850277999998752e+01, 4.610347572599999921e+01, 4.469177851199999907e+01, 7.348547890799999038e+01, 6.530813891999999043e+01, 4.753089757799999404e+01, 5.222467639799999262e+01, 4.662189602999999494e+01, 5.222781028799999348e+01
2.100000000000000000e+03, 4.835109374999999687e+01, 9.696292714799999146e+01, 4.842108790199999646e+01, 4.627190555999999333e+01, 5.026539202199999323e+01, 7.189721557199999324e+01, 4.616303934599999792e+01, 4.482998897399999549e+01, 7.418645323199999098e+01, 6.588078537599999152e+01, 4.900516615799999443e+01, 5.135044723199999339e+01, 4.872301356599999878e+01, 5.134384438199999323e+01
