year, MIROC-ES2L, ACCESS-ESM1-5, MPI-ESM1-2-LR, TaiESM1, NorESM2-MM, EC-Earth3-Veg, CanESM5, INM-CM5-0, CESM2-WACCM, IPSL-CM6A-LR, CMCC-CM2-SR5, NorESM2-LM, INM-CM4-8, CNRM-ESM2-1, UKESM1-0-LL, GFDL-ESM4
2.025000000000000000e+03, 1.273705296479999873e+02, 1.220483487239999931e+02, 1.630217568959999994e+02, 1.380983988239999860e+02, 1.178562840119999890e+02, 1.472644160639999882e+02, 1.599363219599999866e+02, 1.688307196319999832e+02, 1.242845034119999923e+02, 1.303673957279999911e+02, 1.134580526999999961e+02, 1.209338822519999894e+02, 1.678563045359999819e+02, 1.173320216639999956e+02, 1.457438289839999754e+02, 1.153323790919999965e+02
2.026000000000000000e+03, 1.299556932479999887e+02, 1.232353952999999933e+02, 1.583483266799999853e+02, 1.362682701359999839e+02, 1.186522841879999959e+02, 1.485908202239999980e+02, 1.607808560399999749e+02, 1.692395365679999770e+02, 1.242870657119999862e+02, 1.302857096039999760e+02, 1.113187687199999942e+02, 1.200667368599999918e+02, 1.667768587919999845e+02, 1.209656232359999848e+02, 1.439305720559999884e+02, 1.151443378079999889e+02
2.027000000000000000e+03, 1.305334721879999904e+02, 1.257116729759999885e+02, 1.665955267919999869e+02, 1.371505055039999945e+02, 1.204711860599999937e+02, 1.496803732559999958e+02, 1.596523402799999758e+02, 1.718735178959999814e+02, 1.243108359719999925e+02, 1.326998771279999971e+02, 1.126157576759999870e+02, 1.213220588759999856e+02, 1.681807311359999915e+02, 1.153032161759999923e+02, 1.410078786480000019e+02, 1.173164665319999926e+02
2.028000000000000000e+03, 1.335091854959999864e+02, 1.254242854079999887e+02, 1.672199553600000002e+02, 1.392433448399999918e+02, 1.207996019639999901e+02, 1.497669711119999931e+02, 1.614882715919999896e+02, 1.717337818799999809e+02, 1.246648433399999902e+02, 1.328060903759999860e+02, 1.154070248039999882e+02, 1.195451629559999844e+02, 1.656082292399999858e+02, 1.167711617879999864e+02, 1.422252313199999776e+02, 1.191447345959999922e+02
2.029000000000000000e+03, 1.311552596159999950e+02, 1.263222414719999875e+02, 1.672953737039999851e+02, 1.388122004159999960e+02, 1.221800115239999940e+02, 1.484643450959999882e+02, 1.629254617199999871e+02, 1.726748161199999743e+02, 1.240912350359999863e+02, 1.346374489680000011e+02, 1.176810542279999936e+02, 1.196314139159999854e+02, 1.677962442239999916e+02, 1.156363940159999970e+02, 1.509159221999999829e+02, 1.174899854879999879e+02
2.030000000000000000e+03, 1.324651862159999780e+02, 1.252991269079999910e+02, 1.593025902719999749e+02, 1.387812478319999911e+02, 1.243722129119999948e+02, 1.500452290079999784e+02, 1.631804618159999904e+02, 1.713716855280000004e+02, 1.251770668199999932e+02, 1.321532399879999957e+02, 1.155640110119999946e+02, 1.224581748119999958e+02, 1.687162597199999823e+02, 1.170252946439999846e+02, 1.478891599919999749e+02, 1.182735683639999849e+02
2.031000000000000000e+03, 1.327731983279999781e+02, 1.242902429639999866e+02, 1.607039239679999980e+02, 1.387824146639999867e+02, 1.212326385479999971e+02, 1.508069653199999891e+02, 1.606810288319999813e+02, 1.708503323759999830e+02, 1.255272110279999964e+02, 1.337651789759999872e+02, 1.186449205319999862e+02, 1.232152595639999930e+02, 1.677624533999999983e+02, 1.169575080119999910e+02, 1.454998980239999753e+02, 1.180547952479999907e+02
2.032000000000000000e+03, 1.337526907199999755e+02, 1.239979515479999890e+02, 1.639045756799999936e+02, 1.398571930800000018e+02, 1.213872595559999894e+02, 1.497379579919999912e+02, 1.623370157279999830e+02, 1.706864555519999840e+02, 1.267536145319999861e+02, 1.311266564639999785e+02, 1.167601084199999946e+02, 1.204918973279999932e+02, 1.710505859759999794e+02, 1.198153791719999930e+02, 1.474819986959999767e+02, 1.207800969479999935e+02
2.033000000000000000e+03, 1.346684803919999922e+02, 1.244917974239999836e+02, 1.694278853279999737e+02, 1.379718290879999927e+02, 1.236962781719999924e+02, 1.526296988160000012e+02, 1.648373632559999749e+02, 1.735474172399999873e+02, 1.260489504959999891e+02, 1.328833220399999959e+02, 1.139229169919999975e+02, 1.229000730119999929e+02, 1.734239064960000007e+02, 1.130779492919999853e+02, 1.495132009199999743e+02, 1.198874783519999880e+02
2.034000000000000000e+03, 1.315207855079999888e+02, 1.270585045799999904e+02, 1.718593109279999851e+02, 1.386806322239999929e+02, 1.245094970039999964e+02, 1.513145372399999928e+02, 1.646145298799999921e+02, 1.770661725839999860e+02, 1.287606444119999765e+02, 1.363539219119999757e+02, 1.165266552959999871e+02, 1.232885492279999937e+02, 1.736928455039999903e+02, 1.177267814279999953e+02, 1.470184037279999814e+02, 1.227439776959999875e+02
2.035000000000000000e+03, 1.320225705719999780e+02, 1.261534292639999961e+02, 1.658207503439999755e+02, 1.404636145919999990e+02, 1.250007253919999926e+02, 1.510081807679999883e+02, 1.626856304399999829e+02, 1.749476787119999983e+02, 1.282692504599999950e+02, 1.357162955279999892e+02, 1.179385141319999946e+02, 1.245368229479999940e+02, 1.704543190559999744e+02, 1.175277971519999909e+02, 1.444935842639999919e+02, 1.229342738039999858e+02
2.036000000000000000e+03, 1.331211350159999824e+02, 1.286741569319999883e+02, 1.641746972879999760e+02, 1.385291490479999936e+02, 1.246814864639999882e+02, 1.537575996239999938e+02, 1.714743982799999742e+02, 1.747863247679999859e+02, 1.268736168959999873e+02, 1.381073235119999936e+02, 1.183210221599999841e+02, 1.239359675399999929e+02, 1.735384452479999879e+02, 1.160091889559999885e+02, 1.454992673040000000e+02, 1.210501160639999938e+02
2.037000000000000000e+03, 1.345404599999999959e+02, 1.279412366399999854e+02, 1.728734771519999924e+02, 1.393224528959999873e+02, 1.232220713399999852e+02, 1.497307362479999995e+02, 1.720390818959999990e+02, 1.770708083759999738e+02, 1.287354392639999787e+02, 1.325560414320000007e+02, 1.154762226719999916e+02, 1.240530607079999896e+02, 1.709694438479999974e+02, 1.201339006559999945e+02, 1.468298342159999947e+02, 1.223967426839999888e+02
2.038000000000000000e+03, 1.347784148879999861e+02, 1.257451011359999882e+02, 1.721639959919999967e+02, 1.401449906160000012e+02, 1.238096185559999896e+02, 1.501285786560000020e+02, 1.700484349679999809e+02, 1.758173469839999825e+02, 1.268832274919999890e+02, 1.358954042399999764e+02, 1.183674983399999974e+02, 1.233282372839999965e+02, 1.741578753599999914e+02, 1.204638933599999859e+02, 1.515569071679999809e+02, 1.246513695839999940e+02
2.039000000000000000e+03, 1.325066402879999998e+02, 1.230519346199999973e+02, 1.677589844399999777e+02, 1.417768367039999760e+02, 1.249615024919999939e+02, 1.507149905759999911e+02, 1.671145462799999848e+02, 1.742821114319999936e+02, 1.275951526919999850e+02, 1.396084213439999928e+02, 1.195845041159999909e+02, 1.240138299239999924e+02, 1.709921497679999902e+02, 1.175708674439999868e+02, 1.499674454639999794e+02, 1.245845369159999905e+02
2.040000000000000000e+03, 1.337179853519999995e+02, 1.266600156839999869e+02, 1.691947712159999924e+02, 1.428575754239999753e+02, 1.239184492919999911e+02, 1.493381603519999885e+02, 1.686355906319999747e+02, 1.750414037039999755e+02, 1.295226487799999973e+02, 1.397704375439999751e+02, 1.162492015679999895e+02, 1.247614932959999834e+02, 1.733365833119999877e+02, 1.235293817759999939e+02, 1.482506256239999800e+02, 1.276990953479999860e+02
2.041000000000000000e+03, 1.340539068239999949e+02, 1.256522276159999905e+02, 1.703544445439999890e+02, 1.431582554160000029e+02, 1.244325097439999865e+02, 1.504869064559999856e+02, 1.694126692079999827e+02, 1.762780879439999921e+02, 1.296886069800000030e+02, 1.390143146399999807e+02, 1.202217047639999947e+02, 1.252422596159999841e+02, 1.718967283920000000e+02, 1.194374990519999926e+02, 1.524985563599999807e+02, 1.250086409279999913e+02
2.042000000000000000e+03, 1.363968424079999977e+02, 1.244572576199999929e+02, 1.680337418399999763e+02, 1.424021325119999801e+02, 1.263558588479999969e+02, 1.499762755439999751e+02, 1.688148727919999885e+02, 1.760510918159999960e+02, 1.307643472439999925e+02, 1.338126879599999768e+02, 1.189062593639999932e+02, 1.239867483839999949e+02, 1.750218513839999730e+02, 1.194142727879999910e+02, 1.506016028880000022e+02, 1.205496160919999937e+02
2.043000000000000000e+03, 1.345578678720000028e+02, 1.231823675159999851e+02, 1.679765197679999744e+02, 1.431745910639999977e+02, 1.251322068599999966e+02, 1.514877644879999821e+02, 1.711608831359999954e+02, 1.727526469679999934e+02, 1.281873041639999826e+02, 1.388686656239999877e+02, 1.219650384959999911e+02, 1.253715020279999948e+02, 1.743535720079999862e+02, 1.172300578919999907e+02, 1.491190166879999879e+02, 1.255855841639999966e+02
2.044000000000000000e+03, 1.339891318800000022e+02, 1.264578383879999848e+02, 1.693654913519999923e+02, 1.421262555839999777e+02, 1.266381612359999878e+02, 1.489646006639999882e+02, 1.711046071439999992e+02, 1.788962066639999762e+02, 1.288206416519999777e+02, 1.363839126479999777e+02, 1.203627968279999862e+02, 1.268184288959999861e+02, 1.727128485359999956e+02, 1.185163876799999940e+02, 1.479882461039999839e+02, 1.258851525119999906e+02
2.045000000000000000e+03, 1.359748118879999765e+02, 1.289208945959999824e+02, 1.765848228479999875e+02, 1.440491001119999908e+02, 1.274411624039999964e+02, 1.532471894640000016e+02, 1.687160705039999868e+02, 1.791314021519999926e+02, 1.286643334679999953e+02, 1.347983298719999823e+02, 1.196547978599999880e+02, 1.280626265880000005e+02, 1.679944322159999786e+02, 1.193869153079999847e+02, 1.445105663999999877e+02, 1.242296071199999972e+02
2.046000000000000000e+03, 1.367975388239999859e+02, 1.286607068280000021e+02, 1.726068560399999967e+02, 1.436816584079999757e+02, 1.250626542119999840e+02, 1.515628043999999761e+02, 1.675216918079999857e+02, 1.785343941359999747e+02, 1.304520304680000038e+02, 1.390376197439999828e+02, 1.185023305079999858e+02, 1.262176365599999883e+02, 1.721859135119999848e+02, 1.202940010439999838e+02, 1.512468767519999915e+02, 1.236770017919999844e+02
2.047000000000000000e+03, 1.360158559919999846e+02, 1.301489852759999906e+02, 1.719158392079999942e+02, 1.428223497119999763e+02, 1.261933538399999861e+02, 1.542996719279999809e+02, 1.702749422879999770e+02, 1.779263800559999993e+02, 1.292102768160000039e+02, 1.376273140559999888e+02, 1.216611181799999883e+02, 1.262441898719999926e+02, 1.726218829439999922e+02, 1.222331339159999857e+02, 1.539242200799999978e+02, 1.250376619319999918e+02
2.048000000000000000e+03, 1.343789326079999853e+02, 1.304832038039999986e+02, 1.708592570639999906e+02, 1.419284775599999762e+02, 1.288475497439999913e+02, 1.501429275360000020e+02, 1.732641135840000004e+02, 1.760024790719999999e+02, 1.288145236679999925e+02, 1.395572541839999872e+02, 1.224215299799999883e+02, 1.263496383719999869e+02, 1.694402947439999991e+02, 1.185370043399999958e+02, 1.594898668079999879e+02, 1.226382769079999946e+02
2.049000000000000000e+03, 1.360177166160000013e+02, 1.249219169279999875e+02, 1.748785044959999766e+02, 1.442099494799999775e+02, 1.272260553479999885e+02, 1.493639725679999799e+02, 1.729424621519999903e+02, 1.749237428879999925e+02, 1.275913683719999909e+02, 1.376795849760000010e+02, 1.190878830719999968e+02, 1.256745472199999938e+02, 1.745810096399999907e+02, 1.200823787159999938e+02, 1.534097417759999757e+02, 1.231215976439999906e+02
2.050000000000000000e+03, 1.372423225679999916e+02, 1.208455104959999886e+02, 1.686617024399999991e+02, 1.457414164799999980e+02, 1.253005302599999879e+02, 1.538804323439999848e+02, 1.714771103759999846e+02, 1.768347771839999893e+02, 1.280981361239999785e+02, 1.381203321119999998e+02, 1.185808157279999904e+02, 1.256552156519999954e+02, 1.736618613839999909e+02, 1.199289245399999970e+02, 1.528199555039999780e+02, 1.266806165759999914e+02
2.051000000000000000e+03, 1.354222696319999955e+02, 1.242101494079999924e+02, 1.719864167759999987e+02, 1.406119283999999823e+02, 1.250331838199999908e+02, 1.516546845359999907e+02, 1.757142084959999977e+02, 1.754432669519999877e+02, 1.287781468919999952e+02, 1.353278350799999998e+02, 1.192620012119999870e+02, 1.259445032639999908e+02, 1.719648461519999785e+02, 1.155752378279999846e+02, 1.516577119919999745e+02, 1.256381310239999891e+02
2.052000000000000000e+03, 1.347703416720000007e+02, 1.243722365639999907e+02, 1.723939091999999960e+02, 1.419402404880000006e+02, 1.289515318199999854e+02, 1.504045344239999906e+02, 1.759263669359999938e+02, 1.771064125199999921e+02, 1.287767593079999813e+02, 1.396831458959999850e+02, 1.201456556999999918e+02, 1.260339393599999909e+02, 1.736793007919999923e+02, 1.196045925479999852e+02, 1.543009649039999829e+02, 1.285085140919999844e+02
2.053000000000000000e+03, 1.355349635279999916e+02, 1.247676822359999846e+02, 1.769945385599999952e+02, 1.421008848719999946e+02, 1.273488249959999905e+02, 1.494790001279999956e+02, 1.719637581599999976e+02, 1.756981093679999901e+02, 1.278300958919999886e+02, 1.396599984719999838e+02, 1.232826362279999870e+02, 1.258662860999999964e+02, 1.748731591439999988e+02, 1.152914847839999908e+02, 1.504678429439999832e+02, 1.271213715959999888e+02
2.054000000000000000e+03, 1.360231408079999937e+02, 1.275328375559999898e+02, 1.757827362239999900e+02, 1.449874695599999939e+02, 1.274688037079999958e+02, 1.520799632639999857e+02, 1.733818059359999779e+02, 1.788475466159999883e+02, 1.289979843479999886e+02, 1.411179708239999968e+02, 1.222973885159999838e+02, 1.263500168039999920e+02, 1.748782679759999894e+02, 1.200790358999999938e+02, 1.482946183439999857e+02, 1.238666277599999859e+02
2.055000000000000000e+03, 1.366640942399999972e+02, 1.324225337759999945e+02, 1.725892589519999945e+02, 1.444161476159999893e+02, 1.277148081599999898e+02, 1.514423053439999762e+02, 1.724932949039999812e+02, 1.771598345039999742e+02, 1.309673760119999883e+02, 1.439232399359999874e+02, 1.184604349319999841e+02, 1.297754728919999820e+02, 1.758639729599999839e+02, 1.222544207159999843e+02, 1.507096136879999904e+02, 1.248985566359999950e+02
2.056000000000000000e+03, 1.360829488319999996e+02, 1.332642611519999889e+02, 1.695283274879999738e+02, 1.415556905039999833e+02, 1.288375134119999927e+02, 1.549735962479999785e+02, 1.717448825519999787e+02, 1.790173837440000000e+02, 1.316227256279999835e+02, 1.371751666559999876e+02, 1.219190668919999894e+02, 1.302713134199999843e+02, 1.740156953039999905e+02, 1.264862286719999958e+02, 1.528253323919999787e+02, 1.284231461400000001e+02
2.057000000000000000e+03, 1.360608893999999793e+02, 1.298198361599999942e+02, 1.721028792239999916e+02, 1.415693613599999878e+02, 1.268872798679999931e+02, 1.543758313679999787e+02, 1.741701270959999874e+02, 1.755360458639999877e+02, 1.307064313799999979e+02, 1.409157777599999974e+02, 1.231805384279999913e+02, 1.278094240439999965e+02, 1.735983163439999828e+02, 1.230631929719999960e+02, 1.540518305039999802e+02, 1.294589933639999799e+02
2.058000000000000000e+03, 1.360746706319999930e+02, 1.248353900279999920e+02, 1.767802987439999924e+02, 1.411116320879999932e+02, 1.272772067399999969e+02, 1.536363910079999755e+02, 1.727641576079999766e+02, 1.765354532399999812e+02, 1.310838226919999840e+02, 1.431019951919999755e+02, 1.215120238559999848e+02, 1.271769537959999923e+02, 1.751984056799999792e+02, 1.211000296679999906e+02, 1.523466474479999988e+02, 1.324685290319999922e+02
2.059000000000000000e+03, 1.352614833359999977e+02, 1.271237210279999914e+02, 1.738809419759999741e+02, 1.434654160559999809e+02, 1.289176621559999774e+02, 1.510023939120000023e+02, 1.746607484159999899e+02, 1.774095523199999889e+02, 1.324636409519999916e+02, 1.371575695679999853e+02, 1.210985553599999918e+02, 1.274249055959999879e+02, 1.739433201839999867e+02, 1.199174375519999955e+02, 1.537963258319999795e+02, 1.329205975919999787e+02
2.060000000000000000e+03, 1.356921389519999934e+02, 1.291031096039999966e+02, 1.668696377039999845e+02, 1.436941308959999901e+02, 1.271490759719999915e+02, 1.560163656239999739e+02, 1.770622621199999855e+02, 1.753891511759999844e+02, 1.309545723960000032e+02, 1.412966380319999757e+02, 1.219008075479999889e+02, 1.283974364159999766e+02, 1.745636333039999784e+02, 1.187276079239999973e+02, 1.567763832239999999e+02, 1.299533280480000030e+02
2.061000000000000000e+03, 1.343182573439999885e+02, 1.265795042759999944e+02, 1.687356070559999921e+02, 1.413681616799999858e+02, 1.264688444519999848e+02, 1.522889050320000024e+02, 1.755459797039999899e+02, 1.794830443199999763e+02, 1.296746522999999911e+02, 1.418339641679999943e+02, 1.256839843679999973e+02, 1.271169171359999837e+02, 1.748510681759999841e+02, 1.212747391079999915e+02, 1.592114827679999962e+02, 1.262096027639999960e+02
2.062000000000000000e+03, 1.359828851039999904e+02, 1.252188047159999940e+02, 1.759543078319999836e+02, 1.427023079279999820e+02, 1.246553194679999876e+02, 1.520997994079999955e+02, 1.743802514639999970e+02, 1.794750499439999771e+02, 1.325713836959999981e+02, 1.396564033679999852e+02, 1.263460905719999943e+02, 1.261791074519999967e+02, 1.750029613199999972e+02, 1.191508210439999971e+02, 1.548004163039999810e+02, 1.298859592679999935e+02
2.063000000000000000e+03, 1.369925574479999852e+02, 1.278972675719999899e+02, 1.803383164079999972e+02, 1.447305142319999902e+02, 1.261138436999999897e+02, 1.495717790399999956e+02, 1.733231016719999786e+02, 1.763895519359999753e+02, 1.301973536159999867e+02, 1.396004427359999909e+02, 1.237023961559999918e+02, 1.290069248039999934e+02, 1.774062095039999747e+02, 1.193640674759999882e+02, 1.511663338079999903e+02, 1.300996787400000017e+02
2.064000000000000000e+03, 1.338717864239999926e+02, 1.263411709559999849e+02, 1.769612838479999937e+02, 1.400626185839999778e+02, 1.265915510279999836e+02, 1.533648818159999792e+02, 1.749776379119999774e+02, 1.746845423279999920e+02, 1.286402241959999913e+02, 1.422932860079999955e+02, 1.215837446039999890e+02, 1.278765011159999858e+02, 1.763908764480000002e+02, 1.191495122999999978e+02, 1.554958008719999896e+02, 1.316382255719999819e+02
2.065000000000000000e+03, 1.337645955600000036e+02, 1.296108076679999783e+02, 1.740045000239999808e+02, 1.412788990319999982e+02, 1.304548529399999950e+02, 1.533989406959999826e+02, 1.757182924079999964e+02, 1.763626832639999975e+02, 1.290473303039999848e+02, 1.429985886479999806e+02, 1.210643782199999947e+02, 1.274823641879999911e+02, 1.770606853199999762e+02, 1.227559850279999836e+02, 1.600057642319999900e+02, 1.309081750559999762e+02
2.066000000000000000e+03, 1.352872482479999974e+02, 1.267709593319999897e+02, 1.751374623600000007e+02, 1.449632499119999807e+02, 1.292410874879999767e+02, 1.527068831759999910e+02, 1.727087646239999970e+02, 1.766647193039999877e+02, 1.315282595399999934e+02, 1.402351835759999972e+02, 1.230929944919999883e+02, 1.288627737479999951e+02, 1.742370307199999786e+02, 1.210672401119999932e+02, 1.526566147919999992e+02, 1.300668182279999883e+02
2.067000000000000000e+03, 1.368077564879999954e+02, 1.250083571039999839e+02, 1.776734297999999797e+02, 1.430037447839999913e+02, 1.287433863359999862e+02, 1.545060119759999964e+02, 1.760551284239999745e+02, 1.773208888559999821e+02, 1.308959312039999929e+02, 1.427334024239999906e+02, 1.255878626399999973e+02, 1.293701249159999804e+02, 1.750167425519999824e+02, 1.231766752679999968e+02, 1.505349042479999753e+02, 1.330938879119999854e+02
2.068000000000000000e+03, 1.357932118319999972e+02, 1.293443600039999808e+02, 1.709509006799999895e+02, 1.401525277199999948e+02, 1.283389923240000030e+02, 1.548035856719999970e+02, 1.764996598799999958e+02, 1.826939925359999961e+02, 1.289159749799999872e+02, 1.402893308879999950e+02, 1.245913881119999900e+02, 1.282295072160000018e+02, 1.736170487279999861e+02, 1.236628184759999840e+02, 1.559036559599999805e+02, 1.290715184160000035e+02
2.069000000000000000e+03, 1.361768157359999805e+02, 1.266954306119999956e+02, 1.735950208319999888e+02, 1.429360527599999955e+02, 1.262815521479999887e+02, 1.556032282559999942e+02, 1.751230819439999777e+02, 1.780435993679999740e+02, 1.295122418999999923e+02, 1.432529580239999802e+02, 1.247822045639999970e+02, 1.283205595320000043e+02, 1.746091555199999732e+02, 1.215314736839999910e+02, 1.520855924399999992e+02, 1.263046838039999926e+02
2.070000000000000000e+03, 1.349145873359999825e+02, 1.233443048759999954e+02, 1.777551395759999764e+02, 1.439542398239999841e+02, 1.258054610399999973e+02, 1.549759456799999953e+02, 1.748319258239999954e+02, 1.784096219519999806e+02, 1.317606010199999957e+02, 1.410738519599999847e+02, 1.218561841079999937e+02, 1.269337875839999867e+02, 1.753896872879999762e+02, 1.245424442399999947e+02, 1.540685603519999916e+02, 1.314411965279999777e+02
2.071000000000000000e+03, 1.365990039360000026e+02, 1.281946993560000010e+02, 1.768742760239999825e+02, 1.419948608400000012e+02, 1.248885912599999841e+02, 1.527692929199999980e+02, 1.741873457519999988e+02, 1.766573398799999950e+02, 1.301524226999999883e+02, 1.390827792959999840e+02, 1.217708319239999923e+02, 1.258207559999999887e+02, 1.741723188479999749e+02, 1.167056457479999949e+02, 1.579478667839999844e+02, 1.303832898719999775e+02
2.072000000000000000e+03, 1.366361375759999817e+02, 1.306095922079999809e+02, 1.741076700479999886e+02, 1.408161555359999966e+02, 1.254020209919999900e+02, 1.554723380879999866e+02, 1.764557144639999819e+02, 1.751849398079999958e+02, 1.311914314079999997e+02, 1.437964809839999987e+02, 1.244052626399999895e+02, 1.265024381759999841e+02, 1.751320381679999798e+02, 1.187573227199999906e+02, 1.534012270559999820e+02, 1.333580965200000037e+02
2.073000000000000000e+03, 1.360439072639999836e+02, 1.298487231359999896e+02, 1.741855481999999995e+02, 1.426727902319999828e+02, 1.284146550719999880e+02, 1.539424636560000010e+02, 1.768688833679999846e+02, 1.745866545839999731e+02, 1.330237833839999837e+02, 1.450784351519999973e+02, 1.244958576839999864e+02, 1.260035938439999939e+02, 1.742731552079999915e+02, 1.220374451519999894e+02, 1.511724517919999755e+02, 1.316529292319999911e+02
2.074000000000000000e+03, 1.343765201039999795e+02, 1.252064268359999915e+02, 1.785319973999999945e+02, 1.441094600159999857e+02, 1.265058204119999914e+02, 1.534768346159999908e+02, 1.759053008879999993e+02, 1.757563090559999921e+02, 1.304227335239999945e+02, 1.419599347199999784e+02, 1.253793387239999930e+02, 1.268074780199999907e+02, 1.757984569199999783e+02, 1.228439389319999862e+02, 1.509101195759999996e+02, 1.313530849439999884e+02
2.075000000000000000e+03, 1.365047743679999996e+02, 1.260989035199999933e+02, 1.755555508799999984e+02, 1.420355107439999927e+02, 1.276214852519999852e+02, 1.510677680399999758e+02, 1.755843274799999847e+02, 1.767734554319999916e+02, 1.309652946359999817e+02, 1.418783668559999853e+02, 1.271318415479999970e+02, 1.256949667799999872e+02, 1.735218100079999886e+02, 1.204227309959999843e+02, 1.545441074639999783e+02, 1.301513820119999991e+02
2.076000000000000000e+03, 1.353811624559999984e+02, 1.291391394839999975e+02, 1.739775998159999801e+02, 1.424554125839999870e+02, 1.253947046399999863e+02, 1.534707008639999799e+02, 1.764398833919999845e+02, 1.720561428719999810e+02, 1.286859277439999971e+02, 1.394014505760000020e+02, 1.245681224279999952e+02, 1.259764098119999858e+02, 1.735931602080000005e+02, 1.241431669439999865e+02, 1.551250951919999750e+02, 1.321866523799999982e+02
