year, TaiESM1, MPI-ESM1-2-LR, UKESM1-0-LL, MIROC-ES2L, EC-Earth3-Veg, INM-CM5-0, IPSL-CM6A-LR, NorESM2-LM, INM-CM4-8, ACCESS-ESM1-5, CanESM5, CNRM-ESM2-1, CMCC-CM2-SR5, CESM2-WACCM, NorESM2-MM, GFDL-ESM4
2.065000000000000000e+03, -3.907739092499999956e-01, 1.530814968562499878e+00, 3.978354109499999680e+00, 1.209052790999999960e+00, -5.051495609999999692e-01, 1.525825628437499804e+00, 2.472873019874999745e+00, 2.345308667999999930e+00, 3.110915038499999952e+00, 2.505685242374999788e+00, 3.450244123124999618e+00, 2.512895899499999697e+00, 9.437522489999998765e-01, 2.567741930999999589e+00, 3.862472120999999703e+00, 2.614387863374999732e+00
2.066000000000000000e+03, 2.577250527749999964e+00, 1.884543932812499767e+00, 1.082838204562500017e+00, 2.590302736124999949e+00, 4.709691257343749382e-01, 1.041965823937499813e+00, 1.409847060937499785e+00, 2.926990434374999950e+00, 1.154255541750000003e+00, -8.877663481640624132e-02, 8.109850114687499056e-01, 8.843623849687499705e-01, 1.591737839437499913e+00, 3.261361222124999681e+00, 2.885016757499999862e+00, 4.682901363749999435e-01
2.067000000000000000e+03, -2.688953110839843383e-02, 2.659850456624999637e+00, -9.039594836249998933e-01, 2.308457620124999998e+00, 3.504998995874999856e+00, 2.226551236874999784e+00, 2.490694309124999783e+00, 3.256149158999999571e+00, 2.591042600249999772e+00, -4.331479762968749592e-01, 2.989883566124999614e+00, 3.726962175374999742e+00, 3.144915034874999904e+00, 2.005425486000000035e+00, 2.293546019624999932e+00, 3.585040813124999559e+00
2.068000000000000000e+03, -2.277824584499999805e+00, -2.989609412343749995e-01, 1.040885839124999990e+00, -1.237233902624999882e+00, 1.161591726937500013e+00, 5.251764485249999836e+00, 1.361171491312499926e+00, 2.125027983374999874e+00, 1.205390303437499977e+00, 1.635456344062499845e+00, 4.002969682124999373e+00, 2.417489644499999812e+00, 7.471178977499999263e-01, 1.563298649999999901e+00, 2.417389123500000014e+00, -1.919684129589843691e-02
2.069000000000000000e+03, 9.467118902812499126e-01, 2.141867221874999672e+00, 5.460057424687499994e-01, 9.491254413749998786e-01, 3.428719324874999863e+00, 2.993284033874999750e+00, 2.585347642124999901e+00, 1.943849844562499873e+00, 2.427043081499999921e+00, -8.018762197499998967e-01, 1.786677992999999853e+00, 1.437251721749999822e+00, 1.492436642062499930e+00, 2.377494605249999893e+00, 1.712665464749999922e+00, 7.194396374999999406e-03
2.070000000000000000e+03, 9.507995594999999467e-01, 2.663446053374999956e+00, -1.204954712437499964e+00, 1.810639932749999792e+00, 1.812508563937499817e+00, 3.796836096374999858e+00, 8.568201237187499375e-01, 1.778925434062499811e+00, 3.417048048374999869e+00, -1.695939435562499931e+00, 3.573702327656249622e-01, 1.903653270562499777e+00, 7.881298344140624801e-02, 2.889565579124999672e+00, 1.543668598687499838e+00, 3.679271859374999565e+00
2.071000000000000000e+03, -1.439427212999999872e+00, 1.481624844749999781e+00, 1.840475082937499840e+00, 3.302873438624999824e+00, -4.198460052656249886e-01, 1.572543995062499977e+00, 1.104737985562499913e+00, 2.115002984624999804e+00, 1.229016680437500009e+00, 2.020169921062499707e+00, 1.415883987562500002e+00, -5.302574524687500013e-01, 5.923076737499999300e-02, 1.630855044562499856e+00, 1.594378856249999865e+00, 1.545298369312499975e+00
2.072000000000000000e+03, -9.859144027499999741e-01, 1.437719834249999940e+00, 1.224708690374999964e+00, 2.345923866374999722e+00, 5.255427588749999934e+00, 4.798703234179687444e-02, 3.404897818874999871e+00, 1.864653339937499821e+00, 1.635452032499999930e+00, 2.467050439499999914e+00, 3.045669025499999627e+00, 1.487981812499999945e+00, 2.713085688374999638e+00, 1.699930956937499849e+00, 1.768083209437499859e+00, 3.648005639999999605e+00
2.073000000000000000e+03, 3.914123592656249540e-01, 7.630583602499999563e-01, 1.127289921187499822e+00, 1.020784210664062441e-01, 3.089941381124999609e+00, 4.350826051874999711e-01, 2.537335806749999811e+00, 1.504549052999999859e+00, 5.200755128437499764e-01, 1.109565457312500003e+00, 1.959480983249999753e+00, 2.033309715749999746e+00, 1.469065139999999881e+00, 2.883310856999999672e+00, 2.880668977874999648e+00, 1.946368782562499788e+00
2.074000000000000000e+03, 1.611237927937499981e+00, 2.599972462124999772e+00, -6.073937693437500007e-01, -1.991166656062499873e+00, 5.344957799999999759e-01, 2.107619711015624731e-01, 9.679573608749999503e-01, 2.239634242124999730e+00, 2.806792448624999992e+00, -1.534025973937499954e+00, 5.089953207656249257e-01, 2.466390647249999901e+00, 1.073906864437499831e+00, 1.366004013749999801e+00, 2.378762450999999611e+00, 1.321135430624999829e+00
2.075000000000000000e+03, -2.270282799374999883e+00, 2.015418332812499713e+00, 1.016434352249999895e+00, 1.112892998062499972e+00, -1.399410615937499935e+00, 1.706248258312499821e+00, 1.509258141562499933e+00, 1.361809109812499807e+00, 9.694811902499999023e-01, -2.614960192499999891e-01, 9.190470574687499283e-01, 7.441756874999999605e-01, 1.956461534437499816e+00, 2.243561213250000019e+00, 1.869728664937499785e+00, 1.431274171499999914e+00
2.076000000000000000e+03, -4.283944786406249650e-01, -4.284243516093749760e-01, 8.663560064999998866e-01, 9.715977978749998911e-01, 1.015944743531249861e+00, -1.423811595937499952e+00, -2.057423422499999877e-01, 1.796417319937499757e+00, 9.842838929999999653e-01, 1.677447267187499813e+00, 1.806898851562499964e+00, 1.670298942937499920e+00, -1.432097341171874871e-01, 6.794354207812499657e-01, 1.147332034687500002e+00, 2.909133913499999835e+00
2.077000000000000000e+03, -2.364238367578124778e-01, -7.038466253437499764e-01, 1.401690077437499848e+00, 5.742934112812499992e-01, -3.790101497343749681e-01, 1.974424242937499852e+00, -4.989225560624999667e-01, 4.573847165624999600e-01, 3.982033966499999522e+00, 1.488990348562499788e+00, 2.605300075124999726e+00, 6.455731480312499881e-01, -3.029796562499999929e-02, 1.498880087437499897e+00, 1.922298930562499786e+00, -1.575225170999999813e+00
2.078000000000000000e+03, 1.002756782531250002e+00, -9.378666582187499268e-01, -4.841229329999999775e-01, 2.844759082499999647e-01, 3.117208687874999828e+00, 8.981211968437499138e-01, 2.900839699124999616e+00, 2.584807095374999975e+00, 4.881391904250000024e+00, -7.511256182812499071e-01, 2.277094606171874702e-01, 8.000699830312499872e-01, -2.712949997343749864e-01, 2.678682376124999820e+00, 8.640502444687498951e-01, -7.491730964062499609e-01
2.079000000000000000e+03, 1.829211187499999933e-02, 7.629704043749999665e-01, -1.202371470562499933e+00, -1.843590002062499789e+00, 5.417286724687500055e-01, 8.933333914687499044e-01, 1.148520547687500004e+00, 2.027355817499999713e+00, 3.739464967499999681e-01, 2.811923762343749855e-01, 5.974128101249999157e-01, 1.053483116062500002e+00, 1.377736514437500004e+00, 1.495993927499999765e-01, 1.397245472437499858e+00, 1.741507970062499799e+00
2.080000000000000000e+03, -1.599620853937499865e+00, 6.257060839687499376e-01, -3.309115903593749519e-01, -2.571775336124999978e+00, 2.585379178124999733e+00, -2.050424986640624891e-01, 3.996887730468749456e-01, 1.147351498312499940e+00, 2.117489893874999751e+00, 5.762757445312499671e-01, 1.387150749562499952e+00, 1.321278697687499948e+00, 2.402124713999999717e+00, 6.711416991562499934e-01, 1.458200125687499904e+00, 6.058727116874998986e-01
2.081000000000000000e+03, 1.380401552812499988e+00, 2.339252277749999998e+00, -1.176532630664062357e-01, 1.255026365999999838e+00, 4.802440049999999738e-01, 3.967470555468749493e-01, 1.088462083499999844e+00, 3.902381976093749483e-01, -2.772997128281249890e-01, -3.198499380000000003e-01, 2.410498753874999789e+00, -1.209972139312499806e+00, 2.356123791374999943e+00, 1.713949694437499893e+00, 1.557573880499999897e+00, 1.100836514249999842e+00
2.082000000000000000e+03, 2.334944657249999889e+00, 1.044202292999999893e+00, -1.300168055812499945e+00, 1.017063901968749962e+00, 2.441937535839843604e-02, 2.449447684874999975e+00, 6.646321636874999994e-01, 2.604272137031249934e-01, 3.980223849374999734e+00, 7.663223362499999025e-02, 8.929828768359374114e-02, 9.812665383749998860e-01, 6.398038462499999746e-02, 1.870574100749999857e+00, 1.553746814437499957e+00, -1.821376000546874874e-01
2.083000000000000000e+03, -1.625783907937499828e+00, 1.320621861937499864e+00, 5.212477650937499263e-01, 1.073482606687499841e+00, 2.230042616999999616e+00, 2.926733957999999802e+00, -1.070799105585937411e-01, 1.300998093187499816e+00, 5.598955026562499881e-01, 5.272684309687499793e-01, 1.319035083750000004e+00, 1.614307267687499881e+00, 6.675131497499999789e-01, -1.849918236328124965e-01, 1.147811357249999942e+00, 2.727524926406249550e-01
2.084000000000000000e+03, -1.120095524812499965e+00, 5.958424158749999755e-01, 4.681474852499999395e-01, -3.774737244374999801e+00, 3.969482207343749680e-01, 2.804842144124999770e+00, 9.004849185937499056e-01, 6.298808467500000008e-01, 1.789933715437499906e+00, -1.404188689499999976e+00, -1.361236780687499870e+00, 2.725444351124999720e+00, -1.399812380419921710e-02, 4.720272447656249648e-01, 1.728179328937499815e+00, 6.139163873249999348e+00
2.085000000000000000e+03, -1.645407276328124946e-01, 7.384380449062499796e-01, -5.504847090820311900e-02, -1.677352043249999980e+00, 1.331673258937499993e+00, -5.659329220312500075e-01, 1.290352598999999989e+00, 1.612863879749999896e+00, 1.103498719312499876e+00, -2.335206061124999621e+00, -3.558299516999999579e+00, 6.609979476562499734e-01, -7.152343242187499950e-01, 1.043873751937499872e+00, 5.163156763593749199e-01, 1.634152157999999799e+00
2.086000000000000000e+03, 2.443766523749999753e-01, 3.790183724999999365e-02, -7.385747830312499040e-01, 6.220305385312498991e-01, 1.864555529062499772e+00, 3.241445314218749929e-01, 6.603980861249999501e-01, 2.259261460124999843e+00, 1.342454752124999873e+00, -3.433159002374999602e+00, -5.524285785749999178e+00, -5.923189454062499637e-01, -1.290842022937499944e+00, -1.787780767499999868e-01, 1.023386254031249942e+00, -1.987764463687499816e+00
2.087000000000000000e+03, -6.915670489687499867e-01, 2.436090364160155980e-02, 1.332604679624999955e+00, 1.720208358562499873e+00, 1.791891903937499864e+00, 1.406074320562499924e+00, 1.548917248499999788e+00, 1.466998546499999945e+00, 2.666089410749999722e+00, -1.321571976328125009e-01, 1.091654117999999896e+00, 3.013980026624999642e+00, 1.826237318062499781e+00, 1.500229483312499834e+00, 2.088654163874999803e+00, 1.603893365999999876e+00
2.088000000000000000e+03, -1.248717810937499895e+00, -5.900667083437499683e-01, 7.856410927499999364e-01, -1.940185262812499811e+00, 5.978607814687499911e-01, 7.473390809062498974e-01, -4.615128528749999903e-01, 5.096942250468750046e-01, 2.829529904624999759e+00, 2.360084023124999764e+00, 3.678986557124999557e+00, 2.526802751953124981e-01, 1.234231207312499912e+00, 9.344289262499999582e-01, 1.038595290750000011e+00, 1.406916183937499953e+00
2.089000000000000000e+03, -8.929033439062499244e-01, -5.390122649062499827e-01, 3.130311711093749505e-01, 1.319147061187499803e+00, 6.223715215312499716e-01, -5.426140210312500045e-01, 1.984708920937499954e+00, 4.666499256093749604e-01, 5.852021571562499025e-01, -9.327698369999999350e-01, 2.110620958874999786e+00, 1.634463699187499897e+00, 1.645536161249999962e-01, 6.055736740312499533e-01, 8.924274089999999493e-01, 8.093081216249999876e-01
2.090000000000000000e+03, 1.679668953749999805e-01, 4.013241794999999890e-01, 6.073981424999999601e-02, 1.065664388812499919e+00, 6.807925774687499931e-01, 9.931387798828124336e-02, 1.620562236187499838e+00, 5.948867272499999137e-01, 7.964246647265624257e-02, 1.066404252937499963e+00, -1.669364688937499785e+00, 9.931290634687499619e-01, 1.369909057500000027e-01, 1.032085385718749970e+00, 1.456439283562499964e+00, -1.082049311812499859e+00
2.091000000000000000e+03, 1.003357259999999862e-01, 6.219490500000000033e-01, -1.220940877499999966e-01, -2.336492138624999715e+00, -7.952321635312499248e-01, 8.066882314687499056e-01, 2.267944207874999840e+00, 8.850307387499999345e-01, -2.172082898249999783e+00, 1.327517774999999789e+00, 2.987214647343749974e-01, 3.013339020468749907e-01, -8.688719879999999840e-01, 8.272668881249999329e-01, 3.245321177929687273e-02, 1.550735988749999850e+00
2.092000000000000000e+03, -1.459473638062499967e+00, 1.558532771999999955e+00, -1.596350225812499968e+00, -3.741339142124999739e+00, 2.619477970874999784e+00, -1.673751149437499919e+00, 7.511563381640624926e-02, 1.127557484437499813e+00, -8.855862527812499163e-01, 2.095182393046874925e-01, 1.276710692062499986e+00, 7.466616112499999680e-01, -1.042069316835937398e-01, 1.167232112999999849e+00, 1.885766691937499795e+00, 2.510340744374999766e-01
2.093000000000000000e+03, -2.763167997656249542e-01, 1.890377600062499885e+00, -1.883002857187499934e+00, 1.338326862187499966e+00, 2.272692346874999991e+00, 2.538933302249999802e+00, 6.098788307812499365e-01, 1.388795795437499869e+00, 1.843321853671874844e-01, 1.702919978437499759e+00, -2.907205290000000053e-01, -7.871449657499999253e-01, 1.574010542249999922e+00, 1.024090455374999875e+00, 1.541070327937499984e+00, -3.815079610781249575e-01
2.094000000000000000e+03, 9.389644436249999782e-01, -3.156965482499999864e-01, 1.143706380187499816e+00, 1.888471889437499884e+00, 4.351442297343749432e-01, -4.347901272656249927e-01, -2.784154528124999778e-02, 1.128014756437499821e+00, 1.483461447187499838e+00, 2.985709480874999766e+00, 1.036943099999999979e-01, 9.837849220312498977e-01, 2.022814633499999903e+00, 1.854979548749999818e+00, 4.320739968749999771e-01, 3.974988873374999621e+00
2.095000000000000000e+03, 8.090240512499999315e-02, 9.937602146249999713e-01, 1.654252908749999917e-01, 1.046717658562499986e+00, -3.122579662874999773e+00, -7.651545187499999082e-03, 1.617662279249999946e+00, 1.410307166249999966e+00, 1.527561463499999883e+00, -3.793566207374999610e+00, -7.582584824999999418e-01, -3.867923121679687354e-02, -2.493937589624999784e+00, 1.749114059062499837e+00, 1.423432055249999939e+00, 1.479129189187499804e+00
2.096000000000000000e+03, -2.228880958875000040e+00, 2.428226913374999629e+00, 8.219508547499999596e-01, 9.088609179199217195e-03, -3.261017775374999594e+00, 2.552409768374999999e+00, 6.597841196249999429e-01, 2.365083957374999990e+00, 1.876295913749999933e+00, -1.848823499812499938e+00, -2.018331101249999815e+00, 1.658999569499999938e+00, 6.363583534687499155e-01, 8.879767062187499116e-01, 2.587551712874999854e+00, 1.410250007249999937e+00
2.097000000000000000e+03, -4.952680756874999757e-01, 9.570779952187499218e-01, 1.491330418312499795e+00, -2.847129949124999726e+00, 4.061614816125000083e+00, -4.893561843749999474e-02, 9.244341700312499466e-01, 1.340730866249999931e+00, 9.882990047812498791e-01, 1.746407136937499827e+00, -3.042386324999999947e-01, -6.830646477187499732e-01, 2.341579289624999838e+00, 6.547228995937499629e-01, 8.001294209999999518e-01, -9.836319847499999103e-01
2.098000000000000000e+03, 9.441521772187498884e-01, -5.238906297187500005e-01, 1.119858758437499935e+00, 5.987885065312499311e-01, 2.674968272999999730e+00, -1.758911530499999820e+00, 3.271143048749999838e-01, 8.595548246249998803e-01, -9.307971739687499468e-01, 1.194997466812499853e+00, 1.617532562812499908e+00, 1.332250515562499960e+00, 1.258947531914062501e-01, 2.202881005124999625e+00, 1.113028257937499932e+00, -3.408344050781249579e-01
2.099000000000000000e+03, 8.472371987109374170e-02, 6.269724514687499139e-01, -8.838688342499999573e-01, 2.565305035874999806e+00, 4.204254792656249573e-01, 1.266239508187499974e+00, -2.913946417968749647e-01, 1.722047055187499787e+00, -6.572720185312499463e-01, -8.234836152187499092e-01, -7.063252810312499186e-01, 5.073610537968749057e-01, 2.984205792656249856e-01, 9.653690067187499224e-01, 1.842660675562499906e+00, -3.591580529531249732e-01
2.100000000000000000e+03, -1.016181386718749913e+00, 2.775759299999999707e-02, -1.930119981749999880e+00, 1.788162155999999836e+00, -2.630748887999999841e+00, 3.150457486874999713e+00, 1.595187755419921749e-02, 8.250583210312499860e-01, -2.025865125562499980e+00, 2.625047708906249611e-01, -3.160060937999999542e+00, -7.216378568437499252e-01, -3.152846092499999586e-01, 9.367115906249999790e-01, 1.956181406062499795e+00, 4.277708111249999834e-01
