year, INM-CM5-0, NorESM2-MM, TaiESM1, GFDL-ESM4, IPSL-CM6A-LR, CMCC-CM2-SR5, ACCESS-ESM1-5, UKESM1-0-LL, MPI-ESM1-2-LR, NorESM2-LM, CanESM5, CESM2-WACCM, INM-CM4-8, CNRM-ESM2-1, MIROC-ES2L, EC-Earth3-Veg
2.057000000000000000e+03, 3.083477227482944727e+00, 2.901941235177218914e+00, 3.196078457403928041e+00, 3.010182199068367481e+00, 3.080646449234336615e+00, 3.222831606399267912e+00, 3.285346040502190590e+00, 3.211531753186136484e+00, 2.872340020257979631e+00, 2.933485270477831364e+00, 3.016651875805109739e+00, 3.017625014763325453e+00, 3.092015453148633242e+00, 2.989389526192098856e+00, 3.251152590382844210e+00, 2.979973086621612310e+00
2.058000000000000000e+03, 3.079618618357926607e+00, 2.914439281448721886e+00, 3.227577859070152044e+00, 2.987059147562831640e+00, 3.094960958696901798e+00, 3.210331359878182411e+00, 3.306300588883459568e+00, 3.222692047711461782e+00, 2.884059178177267313e+00, 2.894983103033155203e+00, 2.991665841545909643e+00, 3.043944400269538164e+00, 3.093825629912316799e+00, 3.014199540484696627e+00, 3.264619375113397837e+00, 2.990472677629441023e+00
2.059000000000000000e+03, 3.085612098220735788e+00, 2.903126541059464216e+00, 3.263037709984928370e+00, 3.001399117056280375e+00, 3.081452369224280119e+00, 3.231295023579150438e+00, 3.312014637049287558e+00, 3.261740820016711950e+00, 2.884483512025326490e+00, 2.910931769292801619e+00, 3.003425232600420713e+00, 3.009165683761239052e+00, 3.092783654574304819e+00, 2.998733043204993010e+00, 3.255475137848407030e+00, 3.014443139545619488e+00
2.060000000000000000e+03, 3.079867875203490257e+00, 2.895895263645797968e+00, 3.202448494266718626e+00, 3.002944635227322578e+00, 3.083182394038885832e+00, 3.236331080552190542e+00, 3.304299304727464914e+00, 3.218514088075608015e+00, 2.878635562956333160e+00, 2.923703903798013926e+00, 3.026197815779596567e+00, 3.021021885797381401e+00, 3.102929948363453150e+00, 3.017183078918606043e+00, 3.238752612378448248e+00, 3.004463121760636568e+00
2.061000000000000000e+03, 3.095601859968155622e+00, 2.903001441154628992e+00, 3.201342711690813303e+00, 3.004606452304869890e+00, 3.075064101722091436e+00, 3.234981070272624493e+00, 3.298280679155141115e+00, 3.209484892431646585e+00, 2.897248417139053345e+00, 2.896687982138246298e+00, 3.013385133817791939e+00, 3.045764949638396502e+00, 3.087208536453545094e+00, 3.009231376927345991e+00, 3.248025721404701471e+00, 2.988939417991787195e+00
2.062000000000000000e+03, 3.108699631411582232e+00, 2.890595176722854376e+00, 3.231934353243559599e+00, 3.005799616221338511e+00, 3.082436195109039545e+00, 3.214701369870454073e+00, 3.312351589556783438e+00, 3.215092071332037449e+00, 2.881078782957047224e+00, 2.893902466166764498e+00, 3.009006637148559093e+00, 3.004360338672995567e+00, 3.104929975233972073e+00, 2.994560427032411098e+00, 3.235279361251741648e+00, 2.989431645255535841e+00
2.063000000000000000e+03, 3.093768423423171043e+00, 2.924280997831374407e+00, 3.228333487641066313e+00, 2.995653951074928045e+00, 3.082318638917058706e+00, 3.197030851151794195e+00, 3.306910372339189053e+00, 3.237737668678164482e+00, 2.886095037683844566e+00, 2.912101044785231352e+00, 3.009607619605958462e+00, 3.015528176911175251e+00, 3.104236896615475416e+00, 3.021919901948422194e+00, 3.260631265584379435e+00, 2.980356558691710234e+00
2.064000000000000000e+03, 3.074035327881574631e+00, 2.936905086971819401e+00, 3.212619619444012642e+00, 2.991934586316347122e+00, 3.102210466749966145e+00, 3.202968696132302284e+00, 3.303780045825988054e+00, 3.224709990900009871e+00, 2.873635024297982454e+00, 2.900067879818379879e+00, 3.012303553987294436e+00, 3.035760414786636829e+00, 3.095010621473193169e+00, 2.974068874027580023e+00, 3.280073928181082010e+00, 2.996397949755191803e+00
2.065000000000000000e+03, 3.080394677817821503e+00, 2.898530848324298859e+00, 3.238751355092972517e+00, 3.004980180412530899e+00, 3.090105636510998011e+00, 3.241734579205513000e+00, 3.277927113231271505e+00, 3.199697553645819426e+00, 2.879248175304383039e+00, 2.903592365328222513e+00, 3.011373791377991438e+00, 3.035173891112208366e+00, 3.108623879961669445e+00, 3.012984374072402716e+00, 3.232537535950541496e+00, 3.013777721207588911e+00
2.066000000000000000e+03, 3.089614037889987230e+00, 2.883891330566257238e+00, 3.218815207947045565e+00, 3.017680963966995478e+00, 3.089879953768104315e+00, 3.263345744926482439e+00, 3.294192929752171040e+00, 3.211852675303816795e+00, 2.891214704141020775e+00, 2.916686993557959795e+00, 3.004447405692189932e+00, 3.003222180996090174e+00, 3.092122636735439301e+00, 3.029115661047399044e+00, 3.244016238022595644e+00, 2.977294439915567636e+00
2.067000000000000000e+03, 3.098822396714240313e+00, 2.920314890798181295e+00, 3.200058708898723125e+00, 3.014098329003900290e+00, 3.079881391022354364e+00, 3.224432445131242275e+00, 3.325530141592025757e+00, 3.246898564975708723e+00, 2.885247941594570875e+00, 2.906541014090180397e+00, 3.014552837703377008e+00, 3.026723361108452082e+00, 3.092799684964120388e+00, 2.980584127362817526e+00, 3.252365242224186659e+00, 2.991750393994152546e+00
2.068000000000000000e+03, 3.115167736541479826e+00, 2.914453425910323858e+00, 3.225213219411671162e+00, 3.002922947052866220e+00, 3.079595358576625586e+00, 3.207616566214710474e+00, 3.308564331382513046e+00, 3.239271556958556175e+00, 2.893473731819540262e+00, 2.897475042846053839e+00, 3.017141588497906923e+00, 3.030586056411266327e+00, 3.096937725786119699e+00, 3.000143717508763075e+00, 3.279701143037527800e+00, 3.004666173364967108e+00
2.069000000000000000e+03, 3.087684733327478170e+00, 2.890375780407339334e+00, 3.268326167017221451e+00, 3.009706316515803337e+00, 3.086521744262427092e+00, 3.210175142157822847e+00, 3.323610895313322544e+00, 3.230292024090886116e+00, 2.880226972047239542e+00, 2.923551772255450487e+00, 3.015664906706660986e+00, 3.045497776474803686e+00, 3.089854808058589697e+00, 3.028823342174291611e+00, 3.264498047064989805e+00, 2.992973418440669775e+00
2.070000000000000000e+03, 3.085564321372658014e+00, 2.921181160490959883e+00, 3.216046665329486132e+00, 3.013249346986413002e+00, 3.099297650624066591e+00, 3.208744351286441088e+00, 3.319298720452934504e+00, 3.261321515310555696e+00, 2.880524948704987764e+00, 2.952481911052018404e+00, 3.020923503208905458e+00, 3.022313746623694897e+00, 3.085843438748270273e+00, 3.017471625935286283e+00, 3.244268952403217554e+00, 2.978809468913823366e+00
2.071000000000000000e+03, 3.087685990612953901e+00, 2.911741461139172316e+00, 3.209994721692055464e+00, 2.995108917821198702e+00, 3.089421044569462538e+00, 3.205385513138025999e+00, 3.332382033113390207e+00, 3.253326122649013996e+00, 2.897832740563899279e+00, 2.895262220408767462e+00, 3.008949744980782270e+00, 3.040298901032656431e+00, 3.087749483529478312e+00, 3.020609181839972734e+00, 3.235287533607333899e+00, 2.998610772192478180e+00
2.072000000000000000e+03, 3.096309397369623184e+00, 2.902846480719745159e+00, 3.225691930856555700e+00, 3.017442079726606607e+00, 3.079999261535704136e+00, 3.230967186391353607e+00, 3.303361369762569666e+00, 3.218510001897811890e+00, 2.876642765477299690e+00, 2.881747030187398195e+00, 3.017935249954462051e+00, 3.039965091738849878e+00, 3.098031564150005579e+00, 3.008686972316354513e+00, 3.231238760054111481e+00, 3.019774029962718487e+00
2.073000000000000000e+03, 3.076769609469920397e+00, 2.904774527996778488e+00, 3.252965910360217094e+00, 2.993734704796224833e+00, 3.088325634598731995e+00, 3.249959740787744522e+00, 3.312108619138598442e+00, 3.223594778683036566e+00, 2.897992730140686035e+00, 2.897974185179919004e+00, 3.020518028642982244e+00, 3.019848838448524475e+00, 3.097496589180082083e+00, 3.017101984005421400e+00, 3.260193730238825083e+00, 2.983654418494552374e+00
