year, CMCC-CM2-SR5, MPI-ESM1-2-LR, CanESM5, IPSL-CM6A-LR, MIROC-ES2L, CESM2-WACCM, GFDL-ESM4, EC-Earth3-Veg, ACCESS-ESM1-5, INM-CM4-8, CNRM-ESM2-1, TaiESM1, UKESM1-0-LL, NorESM2-LM, NorESM2-MM, INM-CM5-0
2.058000000000000000e+03, 1.394962375076820305e+00, 2.614240643186165336e+00, 5.999880216072673633e+00, 2.525880475825096116e+00, 5.384595059093395975e+00, 2.178942975740127519e+00, 5.044903916496587648e+00, 5.391429308005838195e+00, 5.412024601721861394e+00, 8.549201440456029033e+00, 6.112949450806754115e+00, 1.659107672740107731e+00, 5.980956597955925602e+00, 1.953718162226928179e+00, 1.825388780062555449e+00, 1.041421892454571285e+01
2.059000000000000000e+03, 1.460194127716574197e+00, 2.637405394282114290e+00, 6.023564914038056273e+00, 2.495877128724461436e+00, 5.452420981060896565e+00, 2.088247420123482634e+00, 5.062601379077027453e+00, 5.528270052451511596e+00, 5.453241107020856404e+00, 8.518145714263756219e+00, 6.144679282782577801e+00, 1.854032537704648487e+00, 6.036697391324509887e+00, 2.018000291969033633e+00, 1.867760480660153100e+00, 1.040298560918814275e+01
2.060000000000000000e+03, 1.533199489877349775e+00, 2.702895965180022841e+00, 6.065462466263962682e+00, 2.521934159659747987e+00, 5.423027366140839689e+00, 2.063714602980446067e+00, 5.143814346163037676e+00, 5.592761375734183638e+00, 5.509948557403620661e+00, 8.567499430225556267e+00, 6.183660025064161125e+00, 1.820506902290193851e+00, 6.059601287178007389e+00, 2.001121012941697419e+00, 1.850039035112085006e+00, 1.041489574944668739e+01
2.061000000000000000e+03, 1.614757281193848648e+00, 2.815700408508700292e+00, 6.135843292590538844e+00, 2.550303395511989812e+00, 5.352926719966520253e+00, 2.057327089914263940e+00, 5.209133753857683402e+00, 5.535616964362083614e+00, 5.489526027216898640e+00, 8.592163503751057974e+00, 6.212261349547901546e+00, 1.674311956211884223e+00, 6.029262225357111760e+00, 1.954821404564744514e+00, 1.879454567817881339e+00, 1.048102692110204259e+01
2.062000000000000000e+03, 1.563236041679771038e+00, 2.721249704636345079e+00, 6.189395342937294764e+00, 2.553630289969342826e+00, 5.319677488227459783e+00, 2.003801081087497327e+00, 5.182477087964225682e+00, 4.837102508452583827e+00, 5.447951202906383017e+00, 8.606465068560270382e+00, 6.249045054547315736e+00, 1.664342419787819605e+00, 6.021482124981751838e+00, 1.901589877561808084e+00, 1.891196148969254587e+00, 1.052766549571805399e+01
2.063000000000000000e+03, 1.509903538802230161e+00, 2.636708499715383791e+00, 6.229755598771388847e+00, 2.583857997493669512e+00, 5.332293442935872818e+00, 2.069181607617065932e+00, 5.171672468359983732e+00, 4.588618724571998264e+00, 5.463120381678361781e+00, 8.746103093787874982e+00, 6.307838711562275158e+00, 1.675785400109381706e+00, 6.072671381905417221e+00, 1.890371064477527785e+00, 1.966136523304557793e+00, 1.051428922073354499e+01
2.064000000000000000e+03, 1.343313779699766508e+00, 2.749755142646435502e+00, 6.297378211364097922e+00, 2.595969459044982663e+00, 5.357263142026075009e+00, 2.150692749836228934e+00, 5.091526647330071320e+00, 4.802710155890927979e+00, 5.513637783479950372e+00, 8.858617086797220708e+00, 6.245607308699266724e+00, 1.683607477917880235e+00, 6.097083801970277328e+00, 1.912676968449860793e+00, 1.966125466641839514e+00, 1.043630479761040775e+01
2.065000000000000000e+03, 1.436443039602167238e+00, 2.687443548450027198e+00, 6.337612981909462206e+00, 2.586389498951227051e+00, 5.345167370349126479e+00, 2.275221875237563030e+00, 4.990843060018380406e+00, 5.193577404916275952e+00, 5.462582012547710697e+00, 8.741372246018769943e+00, 6.330966234855970320e+00, 1.788395587591470992e+00, 6.076093700185097646e+00, 1.927483274699322902e+00, 1.958519194715406142e+00, 1.044689449052637720e+01
2.066000000000000000e+03, 1.579075876769089337e+00, 2.707762380546275160e+00, 6.343521971697985151e+00, 2.589832731007587263e+00, 5.295891287547775050e+00, 2.105729415371027091e+00, 5.082717550200709589e+00, 5.156658338886700221e+00, 5.486697432173468947e+00, 8.668676266221602589e+00, 6.418371825006236264e+00, 1.718310431972384977e+00, 6.044759198252515731e+00, 1.969437103332717820e+00, 1.845160919749826212e+00, 1.058266513356386973e+01
2.067000000000000000e+03, 1.443040416934346704e+00, 2.709755059691848267e+00, 6.327206233156539739e+00, 2.608047172124601687e+00, 5.412015378514863251e+00, 2.020665229283469255e+00, 5.238227055375408447e+00, 5.093491308640508031e+00, 5.602043036276741717e+00, 8.688767802732563439e+00, 6.294913708464521029e+00, 1.572201506121183368e+00, 6.128664944802024728e+00, 1.927737328560522823e+00, 1.847595968776728714e+00, 1.070459521047431650e+01
2.068000000000000000e+03, 1.363548323284195396e+00, 2.764259902759671039e+00, 6.304302221731274081e+00, 2.646219702471988011e+00, 5.574867544769347205e+00, 2.155613864145546898e+00, 5.299898626289539116e+00, 5.230351826603327758e+00, 5.676668284809175624e+00, 8.754475099880163924e+00, 6.327414558082734786e+00, 1.684171082648719509e+00, 6.143801459096944306e+00, 1.849090029216126085e+00, 1.840691952458036518e+00, 1.078319377379558652e+01
2.069000000000000000e+03, 1.420752838800388940e+00, 2.771551658617218639e+00, 6.276174681732416438e+00, 2.657263485473916109e+00, 5.624349616652072115e+00, 2.253912452863463312e+00, 5.381404052533396154e+00, 5.343236660023459095e+00, 5.720422426184818221e+00, 8.739708083477742306e+00, 6.391034907232470808e+00, 1.774314503795880293e+00, 6.135552675315646631e+00, 1.829368150936177884e+00, 1.846150628006352434e+00, 1.074315348886009858e+01
2.070000000000000000e+03, 1.431183910872706022e+00, 2.796598819545004666e+00, 6.269840576644683416e+00, 2.683671101266615011e+00, 5.473359591543830227e+00, 2.115917607707299197e+00, 5.391665616375594716e+00, 5.335520327153749243e+00, 5.768527918761853002e+00, 8.702967429825283929e+00, 6.384834920322817631e+00, 1.737009172798662293e+00, 6.213914743235065430e+00, 1.894281658395249757e+00, 1.913428973736760019e+00, 1.073772221173357266e+01
2.071000000000000000e+03, 1.230430551729065236e+00, 2.891630154070195857e+00, 6.296431810302144605e+00, 2.680313743466093079e+00, 5.320423344293523371e+00, 2.179411005659719791e+00, 5.358824804124661334e+00, 5.278694161856535949e+00, 5.758664977129164697e+00, 8.586533358150250095e+00, 6.442495640226177933e+00, 1.634827129241158250e+00, 6.231018653113411965e+00, 1.793748072554200323e+00, 1.914665611258933975e+00, 1.079057339273115268e+01
2.072000000000000000e+03, 1.321912615190738771e+00, 2.896265339232394265e+00, 6.303937342102329922e+00, 2.680436809289818978e+00, 5.203850517173887802e+00, 2.262973535857132568e+00, 5.332531243997942205e+00, 5.308882890190860238e+00, 5.720728716311977102e+00, 8.760692342579980973e+00, 6.463710235334912291e+00, 1.608206252816329007e+00, 6.179796663797363365e+00, 1.760129585363256810e+00, 1.863802677814296649e+00, 1.084394185766624119e+01
2.073000000000000000e+03, 1.509372560682263886e+00, 2.890071495731503681e+00, 6.324408295112957212e+00, 2.746223659842173870e+00, 5.134539246072327145e+00, 2.246756027173390180e+00, 5.335046770578144582e+00, 5.458682934115696384e+00, 5.728739513794199212e+00, 8.827619481390295064e+00, 6.489189171733557693e+00, 1.660986415774357461e+00, 6.119480262644069413e+00, 1.805767723550412152e+00, 1.825117286905257208e+00, 1.075544407179897277e+01
