year, MPI-ESM1-2-LR, GFDL-ESM4, ACCESS-ESM1-5, CESM2-WACCM, CNRM-ESM2-1, TaiESM1, EC-Earth3-Veg, IPSL-CM6A-LR, UKESM1-0-LL, CMCC-CM2-SR5, NorESM2-MM, NorESM2-LM, MIROC-ES2L, CanESM5
2.084000000000000000e+03, 1.307618501321415216e+00, 6.456465497082891636e-01, 1.262197187754267258e+00, 9.233155008670864694e-01, 1.042990599710129640e+00, 5.533395194429574504e-01, 2.224155416236830440e+00, 6.739521878466272486e-01, 1.076501831520912056e+00, 7.048875084224058840e-01, 7.690615057344277750e-01, 6.955960973899697475e-01, 7.937325970488174898e-01, 2.331465937359609608e+00
2.085000000000000000e+03, 1.150782682949397895e+00, 6.597264463168991400e-01, 1.315185723001280671e+00, 9.439281334323532668e-01, 1.104562284491217072e+00, 5.257440285453260920e-01, 2.044726815029576983e+00, 6.377614021685064083e-01, 1.132751144230169427e+00, 6.861216583146442227e-01, 7.800399417259941126e-01, 6.511717356099094856e-01, 7.737253539218222897e-01, 2.378485298489408706e+00
2.086000000000000000e+03, 1.294726620783306359e+00, 6.567497211572391747e-01, 1.294319283793907038e+00, 8.845019439031076569e-01, 1.158463951934981528e+00, 5.990574145955513963e-01, 1.838017305009228997e+00, 6.637973633060885170e-01, 1.289159528132998389e+00, 7.003496994258999742e-01, 7.682404644467868415e-01, 6.483348496834041574e-01, 7.744741311734153477e-01, 2.418244717763923024e+00
2.087000000000000000e+03, 1.264822249088574102e+00, 6.538332662979653431e-01, 1.270062458967577745e+00, 8.215765896019097125e-01, 1.079991465356363145e+00, 6.010490243769346375e-01, 2.034257906570261287e+00, 6.701201061633882405e-01, 1.167683545368442655e+00, 7.658702608901351017e-01, 6.783195125167249540e-01, 6.265123355596258214e-01, 7.704133428193185029e-01, 2.089441769888019884e+00
2.088000000000000000e+03, 1.443177382995439295e+00, 6.678691278599875325e-01, 1.253844586672780981e+00, 1.038504184906442029e+00, 1.080670303291751955e+00, 5.689188246176769548e-01, 1.998028447019061682e+00, 7.280950770531881000e-01, 1.008992154755450565e+00, 7.393309638111756898e-01, 7.298231323622785816e-01, 7.137289251242797672e-01, 7.776257786317704035e-01, 2.208228732762759439e+00
2.089000000000000000e+03, 1.285228608836895381e+00, 6.645818629015312062e-01, 1.233952353480855191e+00, 9.357069771716773898e-01, 1.047514214489661866e+00, 5.685881336192996072e-01, 1.957933196063650350e+00, 7.479132249827546985e-01, 1.204722663360004775e+00, 6.888337792187779751e-01, 7.898915620169697505e-01, 7.397618832251677823e-01, 7.487542912201108347e-01, 2.372250150069119545e+00
2.090000000000000000e+03, 1.347858589490017245e+00, 6.653666147015583343e-01, 1.237748215430335863e+00, 8.957173055701088682e-01, 1.111648527823870358e+00, 5.754943747131650023e-01, 2.072925662328713337e+00, 7.262319645312929062e-01, 1.170522017941583170e+00, 6.765063582748483961e-01, 8.043621401582311536e-01, 6.724866474086530488e-01, 7.485219910021574385e-01, 2.390182352919829611e+00
2.091000000000000000e+03, 1.462805917319419891e+00, 6.742330068611385174e-01, 1.241822136670731824e+00, 9.429901215858738084e-01, 1.076517459373591334e+00, 5.709267431977733676e-01, 2.041548057340391686e+00, 6.980184988306459282e-01, 1.131870920491472754e+00, 7.242917930495832435e-01, 8.414969388238341397e-01, 7.561306244266953192e-01, 7.559236057298348577e-01, 2.271208037895883880e+00
2.092000000000000000e+03, 1.235184523183072480e+00, 6.512708687178929701e-01, 1.217280172856450404e+00, 9.211534556193353707e-01, 1.090630703471164420e+00, 5.628815195116311232e-01, 1.835608867474462613e+00, 6.376300523053418656e-01, 1.187648200093851525e+00, 7.048737258231104752e-01, 8.157058608294537327e-01, 6.753942275633041392e-01, 7.669777138234282754e-01, 2.181319995350453844e+00
2.093000000000000000e+03, 1.455960178149248607e+00, 6.688986938636767299e-01, 1.251222537090782572e+00, 8.571289435409490398e-01, 1.166977408822058582e+00, 6.159404825252817739e-01, 1.864841813255093017e+00, 6.530711030508928872e-01, 1.168169061576395773e+00, 7.071649321983554115e-01, 8.130300138184445302e-01, 7.254371414042078969e-01, 7.428673355188800675e-01, 2.309971364372831459e+00
2.094000000000000000e+03, 1.437325777341693867e+00, 6.601338735063034813e-01, 1.207299362364778084e+00, 9.001178817990401759e-01, 1.130478182068897386e+00, 5.419085137746297853e-01, 2.166982268290633673e+00, 6.699132614019737142e-01, 1.100443417588601980e+00, 7.278195388223351880e-01, 8.679089030377474812e-01, 8.526012212066275131e-01, 7.397427103634273138e-01, 2.254464145831677424e+00
2.095000000000000000e+03, 1.221700504262602571e+00, 6.579335428454106127e-01, 1.249093856545427927e+00, 7.752581077845458468e-01, 1.048505605509338023e+00, 5.846901535671253924e-01, 1.929894552249793227e+00, 6.520217372876768724e-01, 1.128146788429548186e+00, 7.325913580785752277e-01, 7.293811226383470903e-01, 7.458658391362559259e-01, 7.660738425633519810e-01, 2.178356814807447250e+00
2.096000000000000000e+03, 1.307194822842743465e+00, 6.472249331633185276e-01, 1.276418423302917216e+00, 8.795356425003478806e-01, 1.060420455407250939e+00, 6.136109559026043936e-01, 1.644421383806789150e+00, 6.445783544684315913e-01, 1.067851961659794791e+00, 6.863385243519599666e-01, 7.555102539353663049e-01, 6.243203499367890874e-01, 7.744896035810774348e-01, 2.240534428894001895e+00
2.097000000000000000e+03, 1.449632842898129770e+00, 6.693522608581150557e-01, 1.242872997309592886e+00, 8.995869344838290926e-01, 1.139994514818857718e+00, 5.501879212202741565e-01, 1.810078772157699190e+00, 6.472720009692224385e-01, 1.032035609873699356e+00, 6.923592945306002999e-01, 9.036412815789083286e-01, 7.279184544313027638e-01, 7.733176452847424498e-01, 2.237923718113090654e+00
2.098000000000000000e+03, 1.306133907115121673e+00, 6.611501228480680670e-01, 1.253969389756050434e+00, 8.534174289443106076e-01, 1.132884440038941509e+00, 5.856342436995859435e-01, 2.090425280039143630e+00, 6.497091912747959830e-01, 1.115778708643913930e+00, 7.107635755681771528e-01, 7.576160282896307052e-01, 6.906166170947710681e-01, 7.501264307084390959e-01, 2.253306808951371920e+00
2.099000000000000000e+03, 1.295879823942508668e+00, 6.620182200430966279e-01, 1.257780574686015562e+00, 9.888126469429155962e-01, 1.161733580665509802e+00, 5.739661077719635518e-01, 2.199235151275287681e+00, 6.634526750810910700e-01, 1.196143342518935837e+00, 7.345222434756594199e-01, 7.072700384671507523e-01, 6.711161702688622777e-01, 7.442997499854469012e-01, 2.279757385458978991e+00
2.100000000000000000e+03, 1.487369010671699465e+00, 6.336162538033971448e-01, 1.206674653705827049e+00, 8.431760262331385869e-01, 1.140065141974755170e+00, 5.712358180669230290e-01, 1.983449942478183292e+00, 6.574220208036892776e-01, 1.124349754814161662e+00, 7.065313173181306805e-01, 7.030789369354546459e-01, 6.547267033046969553e-01, 7.659723135377562997e-01, 2.349740975703565216e+00
