year, EC-Earth3-Veg, NorESM2-LM, CNRM-ESM2-1, IPSL-CM6A-LR, CESM2-WACCM, CanESM5, ACCESS-ESM1-5, INM-CM4-8, INM-CM5-0, MPI-ESM1-2-LR, UKESM1-0-LL, TaiESM1, MIROC-ES2L, GFDL-ESM4, CMCC-CM2-SR5, NorESM2-MM
2.077000000000000000e+03, 4.181261965643298661e-01, 3.328163202835743989e-02, 1.707025728399004516e-01, -1.005195059237912539e-02, 1.826201792896499088e-01, 5.142045265071224641e-02, -1.108928124054239378e-01, 1.679426329283218167e-01, -5.081228593261106347e-02, 1.696170894398967011e-01, -3.086028446191789454e-02, 6.201633051029268456e-02, 4.260242122373702339e-02, 4.955931475397040015e-02, 1.464644102880387384e-02, -1.038221365708936160e-02
2.078000000000000000e+03, -9.052534147190086644e-01, 2.335880410610277624e-02, 1.203569461996532725e-01, 4.292674634416511481e-02, -6.509387283547186931e-02, 1.735583817005530161e-02, 2.761104315629057601e-02, -2.430204329011823906e-03, -3.665699623080079304e-04, -5.343353470990103160e-02, -1.115081028097683336e-01, 5.921523664632018236e-02, -1.170113457218865949e-02, 1.120963029832373337e-01, -6.988152271680095340e-02, 6.919453674370841523e-02
2.079000000000000000e+03, -1.020462307578386962e+00, -4.156741601015002778e-03, 1.579360116704272843e-01, -3.811450569342722527e-02, -7.991018541742322956e-02, 4.013690858585006183e-02, -6.849118852975695504e-02, 1.230003148932175619e-02, -8.173605700209593539e-02, 1.782011726250495309e-01, 1.966593512663376009e-01, -1.373012102182595284e-01, 9.584357991194351889e-02, -5.137738495710893194e-02, 9.950181392326316876e-02, 1.588722353246719288e-01
2.080000000000000000e+03, -2.642054492587198045e-01, 8.163738099505545021e-02, 6.915917611690278188e-02, 8.462454236023959908e-02, 1.634196091622487357e-01, -4.664077387038023659e-02, 2.667329776942949440e-02, -8.200389029994593904e-02, 8.610794880306900378e-02, -4.169506692540526915e-02, -2.103553224005698385e-02, 7.321452042541244654e-02, 6.626906945365770851e-02, 3.222465546235445122e-02, 9.618637743806210394e-02, -1.345848468763055639e-02
2.081000000000000000e+03, 1.362440636087259849e+00, 1.065038421210914577e-01, 2.272751394677658895e-02, -7.606853614080873183e-02, -4.249975776607309991e-02, 1.292030145487397530e-01, 2.175131192862036524e-03, -5.960768554022125715e-02, 1.912513201844098509e-01, -1.227759013517261966e-01, 1.126420818382213168e-01, 8.356414717009227888e-02, -2.083664851043631749e-01, -3.120733307926260719e-02, 3.234597744798480001e-02, 3.210746353958236765e-02
2.082000000000000000e+03, 7.379894067685656145e-01, 2.832585557063809628e-02, 2.691611116979833462e-02, 7.885009761160155506e-02, -6.187974209919074042e-03, 4.805405049934508011e-02, 1.748902568998200735e-01, 8.139758307619342215e-02, -1.057333546121656531e-01, 1.469213575953499419e-02, 4.368963116415248288e-02, -6.005080142767417473e-02, -1.693785658155946838e-02, 1.441156931656884244e-01, -3.410477595277511959e-02, -2.992023352091511060e-02
2.083000000000000000e+03, -4.411030746021231130e-01, 1.227967781542085718e-01, 1.007373926653897384e-01, -4.485593677754188559e-04, -5.331368971369537801e-02, 8.124704404365827581e-02, 1.963227194343540594e-02, 1.422464992677973175e-02, -1.541295716962911254e-02, 1.167437982518416822e-01, 1.433978136704041340e-01, -5.134354886761780673e-02, -4.420848112274169961e-02, -1.078956358968633233e-01, -2.042432642622208153e-02, 6.233189951567796872e-02
2.084000000000000000e+03, -4.319471400985316900e-01, 7.353285861688815817e-02, 5.811658621764669713e-02, -2.780414008296072659e-02, 1.666546537022054741e-01, -8.482661716756520476e-02, 7.529758910064769661e-02, -6.857343168762254637e-02, 4.429257932002070297e-01, 1.024263062879210429e-02, 1.011060069428770976e-02, 1.772137554372085408e-02, 2.422420592166835487e-02, -1.997182964732781285e-01, 5.006500027821150084e-02, 5.836723570163663416e-02
2.085000000000000000e+03, 9.889958113996349942e-02, -2.958351814163098434e-02, 3.913838180760632890e-02, -5.509697520381055813e-02, 1.291506306288290329e-01, -7.371015821470794371e-02, -7.160329428753091363e-02, 6.737137047261837486e-02, 2.028654296288691650e-01, 5.007984838554579293e-02, 2.015408494899953093e-02, 1.391163834869394711e-01, -9.803517340394475588e-02, -6.302821807260353126e-02, 9.594845569901415405e-02, 2.474958903777016439e-02
2.086000000000000000e+03, 5.697691651927778295e-02, -3.859595396108211202e-02, 4.174786551047302702e-02, -9.755836016892993233e-04, 5.755989458011352006e-02, 3.402445618476961781e-02, -2.812403818018158891e-02, 6.692278621877573164e-02, -6.946915667167785635e-02, -1.215264548120646160e-01, 2.368782046068805824e-01, -8.138356717137394669e-02, -9.732395436473212369e-02, 6.344035154105869163e-03, -4.541695871176750637e-02, 1.578834769234297719e-01
2.087000000000000000e+03, -1.250323717405052715e-01, -9.935483108429117582e-02, 1.464643510457973863e-01, 8.575226831082272128e-02, -2.381658198624314517e-03, 1.698237914638860147e-01, 1.712721744867400780e-02, 4.523768836474519744e-02, -1.592448651259843577e-03, -8.213221443394348731e-02, 1.864313576082334348e-02, -7.121896251908180903e-03, -1.778151598093297495e-02, 6.175140129556390411e-02, -4.992221088710862426e-02, -1.172726995204597250e-01
2.088000000000000000e+03, 4.143296881217767291e-01, -6.060474949374632103e-02, 2.535647429500449343e-02, 1.800804611778528963e-01, -1.179982699381443116e-02, 8.517060985522886818e-02, -1.054891369840099680e-01, 6.646444808884789668e-02, -5.607466612693873254e-03, 1.154586822284968534e-01, -1.146450802275918585e-01, 4.259798813481926322e-02, -8.185770559968777449e-02, 6.350343301659693018e-02, -1.984570164760920356e-03, 7.999934337437400716e-04
2.089000000000000000e+03, 2.167686152417841461e-02, 1.944067390373782900e-01, 1.143941775325830329e-01, 6.927196541926695407e-03, 1.507087874931696547e-01, -1.417822975118521178e-01, 2.387632423699235021e-02, 2.419144217249620255e-01, 7.830118137748945384e-02, 3.248037746797389352e-02, 1.372404777616711424e-01, -2.283805118696179484e-02, 2.130202633671598664e-02, -7.400320324127405633e-03, 1.555175794388324005e-02, 1.273118855625940127e-01
2.090000000000000000e+03, -5.882471645093011459e-01, -5.193273430724876932e-02, 1.868465379930356329e-01, -4.268066567693815094e-02, -1.175848939601884524e-01, 2.404304912110439771e-02, -5.697121063975556926e-03, -5.737261507453808584e-02, -1.858111675532019280e-01, 3.815320147279601531e-02, 8.070548253055288834e-02, 2.655536443693636353e-02, -5.785193035696459957e-02, 9.093690495052493550e-02, -1.097977536750242289e-01, -3.341267176351511714e-02
2.091000000000000000e+03, -1.951067558574563487e-01, 1.387478515481421204e-01, -1.062399996141404936e-03, -7.395071653852190730e-02, -4.618858038346694561e-02, -1.781523257729203348e-03, -7.340732491266964421e-02, -1.414528490479248224e-01, -3.501760395357544214e-02, 1.018560773893308347e-01, 2.605594459956221253e-03, 6.046090483346797106e-02, 6.079441353058462338e-03, -1.330091864830101056e-01, 6.079433311429773001e-03, 1.084816986975617042e-01
2.092000000000000000e+03, 9.405959327029688177e-01, 2.185852473643922975e-03, 1.104675688210509793e-01, 1.839688457453499040e-03, 1.124102619968797706e-01, 6.974202463406921348e-02, 3.766389690027609899e-02, -3.238336482691997475e-02, -1.567285795571297657e-01, 1.159861380723936491e-01, 8.027103515018886581e-02, -2.350035379838217101e-02, 1.143621036366902627e-01, -6.844771181908766711e-02, 8.848554457986031185e-02, 6.687507893917400692e-02
2.093000000000000000e+03, -5.750521671116123334e-01, 6.257530274755183919e-02, 1.430396854438242271e-01, -1.252005264555264286e-02, -2.135724920790236375e-02, 9.272097265244482606e-03, -8.167155114025502483e-02, 5.020541467454282640e-03, 3.121335670705718823e-01, 9.210468816050304541e-02, 1.006943944737571095e-01, -5.405682961951085302e-02, 9.136260332450546473e-02, 1.019991883458136323e-01, -2.011480939016320468e-02, -6.920963675823063599e-02
2.094000000000000000e+03, -9.821710274286671316e-01, 8.325829698812323154e-02, 3.373304439172845892e-02, -2.083931340721547829e-02, 1.831558899601464785e-01, -3.154578172578493926e-03, 1.116439308724058999e-01, -1.494456580096002393e-02, 5.041015659560207918e-02, -5.011353058909089053e-02, -3.448872735076434146e-03, 1.176608192095204147e-01, -3.033805755771055643e-02, -4.221764087537466237e-02, -3.901815191621999662e-02, 1.515453743034752276e-01
2.095000000000000000e+03, 1.989219231137683008e-01, 1.361152544227109407e-01, -1.513016269814041262e-02, -3.281231589770994272e-02, -2.307970019385781890e-01, 2.152609207204978295e-02, 3.379112650407401636e-02, -5.660281746218424892e-02, 5.978315964817602912e-02, 3.779005604115667771e-02, 9.671314926343443918e-02, -5.357836376925505066e-03, 5.983551523402762945e-02, -2.324382383822206841e-02, 6.764231266150003141e-02, -3.877417501748502832e-02
2.096000000000000000e+03, 1.079693035374081012e+00, -7.966423266959204996e-02, -2.575803347025651391e-02, -2.916172995014751010e-02, 1.975364572265409305e-02, -1.304920419543037155e-02, 7.341153304290357236e-03, 7.066301412984553332e-02, -2.003912155624360258e-01, -1.009354385609547294e-01, -3.235275344721819796e-03, -4.660091473309557752e-02, 9.792542226188891141e-02, 1.799773243765702760e-02, 4.824947988679053473e-02, -8.854411186476633666e-02
2.097000000000000000e+03, 7.975000766255929685e-01, -1.813834389972412975e-01, 8.822344741785374811e-02, -2.240591437626641633e-02, 7.991600479766949872e-02, 4.055627824833558243e-03, 4.129152292358246462e-02, 1.480587658972813414e-01, 1.081394416539695376e-02, 1.525400250067638908e-01, -6.983882307805658329e-02, 5.554714998366493128e-02, 1.103069439312961975e-01, -1.046919029202681983e-01, 5.511466808232575593e-02, 1.600615492077603896e-01
2.098000000000000000e+03, -7.857057679758673308e-01, -9.746576653436111277e-04, 3.258977545240050039e-02, 1.321929875172131929e-03, 1.172610798149471972e-01, -4.819109796647990003e-03, -3.396624456017046517e-02, 7.555089856348794208e-02, -2.723083049073918988e-02, -7.612527999903370181e-03, 6.158059102540729135e-02, 3.105562721056992839e-02, -5.488794938507325638e-02, -9.853626626227970919e-02, -7.423754103115658143e-02, 8.714852847923135193e-02
2.099000000000000000e+03, -7.657014623237150541e-01, 1.217314539099491116e-03, 1.102431902324385177e-01, 4.631444463080602869e-02, 5.979845673826028607e-02, -3.370580248747704483e-02, -1.377041662605012762e-01, -1.033382203193200233e-01, 1.291164773087365158e-01, 1.026399563718447538e-01, 8.498490478150268201e-02, -5.396345017529603240e-05, -2.765975373271861368e-02, -9.434304806286723799e-02, -6.427874443483534705e-02, -1.394426835424702749e-01
2.100000000000000000e+03, 3.633359210027096997e-02, 3.084498228547119525e-02, 7.165700318663430213e-02, -2.484559990745269231e-02, -9.711528540306496593e-02, -4.711257814429588298e-02, -4.042819223316941601e-02, -1.141480149403919370e-01, -9.508485322269524809e-02, -9.922431116855789934e-02, -8.049033567108535014e-02, -2.391916189981968879e-02, 3.869136342249745314e-02, -7.459909655936752815e-02, 1.282446158389960802e-02, 7.560075220795820297e-03
