year, CNRM-ESM2-1, MPI-ESM1-2-LR, NorESM2-LM, GFDL-ESM4, INM-CM5-0, CanESM5, CESM2-WACCM, ACCESS-ESM1-5, CMCC-ESM2, INM-CM4-8, EC-Earth3-Veg, MIROC-ES2L, NorESM2-MM, TaiESM1, UKESM1-0-LL, IPSL-CM6A-LR
2.071000000000000000e+03, 4.847882597811885019e-01, 6.414636559359071510e-01, 2.824211325932688976e-01, 4.487884049936685105e-01, 6.389841487336581638e-01, 2.184874612016655393e-01, 4.207273934696788009e-01, 3.747518521079272191e-01, 2.736334801926701976e-01, 4.592294141752766290e-01, 7.775550486568580943e-01, 2.235911805631209393e-01, 3.465469285146793310e-01, 2.564243266884642103e-01, 1.085101826509655698e+00, 2.800377206066613778e-01
2.072000000000000000e+03, 4.844122691171692807e-01, 6.183813174375760724e-01, 2.763109511336994117e-01, 4.616610013705762516e-01, 6.324175485947154396e-01, 2.151964860776215682e-01, 4.249132494010620098e-01, 3.686437069868991334e-01, 2.696568216110638017e-01, 5.826164056045454176e-01, 1.003754551001552864e+00, 2.136344715024539598e-01, 2.894045143848111845e-01, 2.515889676370786088e-01, 1.011371488915342232e+00, 2.658520164912582251e-01
2.073000000000000000e+03, 4.690523995031622428e-01, 6.076751408738806370e-01, 3.067905251970097225e-01, 4.611154902226704544e-01, 5.547890212163076873e-01, 2.274629134834952326e-01, 4.073796418691932320e-01, 3.690919738907217362e-01, 3.190704325958561016e-01, 5.380071203004820335e-01, 9.561993255905502087e-01, 2.017116070084834789e-01, 2.868661587524400924e-01, 2.660824857266954058e-01, 9.661553313602264659e-01, 2.895102970224837646e-01
2.074000000000000000e+03, 4.388344971128434469e-01, 5.704745375719552092e-01, 3.419096258420826762e-01, 4.533747133558315712e-01, 5.810393585938241623e-01, 2.164661772116656113e-01, 4.023339895585286152e-01, 3.855828819215151304e-01, 3.179813785024477313e-01, 5.027207912056428363e-01, 7.720010012349134421e-01, 2.179265924991221903e-01, 3.024448392045892553e-01, 2.909839581872179504e-01, 1.051313993525135881e+00, 2.891825915491284538e-01
2.075000000000000000e+03, 4.571509577516035816e-01, 5.977472682499043177e-01, 2.632823009341357379e-01, 4.606142883489857676e-01, 5.850708489092916187e-01, 2.171307088623490866e-01, 4.044654133549917541e-01, 3.723809438929239768e-01, 2.400522829750247611e-01, 4.990137272598629270e-01, 8.265409941400886362e-01, 2.199546795408367783e-01, 3.297759480186447378e-01, 2.733294472607504799e-01, 1.046080766233604464e+00, 2.808344243221878589e-01
2.076000000000000000e+03, 4.663855186250026597e-01, 5.945734741294681491e-01, 3.246039845374718014e-01, 4.633834119094241699e-01, 6.540131219106490867e-01, 2.200513088855247101e-01, 3.878844153365353375e-01, 3.673700790913811409e-01, 2.498540768261811040e-01, 5.646443571003615380e-01, 1.046236242443387976e+00, 2.249821517614993271e-01, 3.703603544478376586e-01, 2.893180210895750504e-01, 9.896309346911205118e-01, 2.892256442898322732e-01
2.077000000000000000e+03, 5.240929920201795600e-01, 6.169723996915257302e-01, 3.228347748338954992e-01, 4.832713656476524400e-01, 5.639674301132775458e-01, 2.284211968027293482e-01, 5.011856788673523244e-01, 3.471375788091740078e-01, 2.703315328110542648e-01, 5.411968392716473009e-01, 1.066150925304637509e+00, 2.382747523167559334e-01, 3.415233727977239897e-01, 3.115977951160643356e-01, 9.758064425346149040e-01, 2.816152710829243899e-01
2.078000000000000000e+03, 5.037897610600512444e-01, 5.787665042734588816e-01, 3.111659592798962648e-01, 4.928276407000403703e-01, 6.196629759049686603e-01, 2.286901722744065779e-01, 3.615511255188962880e-01, 3.628297519255021530e-01, 3.116922958749409611e-01, 5.172044033299736387e-01, 8.272090440177669590e-01, 2.164016595940771726e-01, 3.839995983689817871e-01, 3.312637852998673860e-01, 9.671918659954067410e-01, 2.825320190751012817e-01
2.079000000000000000e+03, 5.110918879157602124e-01, 6.162747525900201806e-01, 3.166176024766827468e-01, 4.560756295429266305e-01, 5.843816832022341590e-01, 2.427595028540710798e-01, 3.995096043346900161e-01, 3.549267043715997327e-01, 3.332279223594197815e-01, 5.150983329986941195e-01, 6.484594844121424062e-01, 1.918623471167624217e-01, 3.796255228638601431e-01, 2.912301228092769589e-01, 1.110404294264315972e+00, 2.593927154578413719e-01
2.080000000000000000e+03, 4.635463906549527890e-01, 5.761436212299415605e-01, 3.262887433907593615e-01, 4.799415083352210898e-01, 6.059223654548177018e-01, 2.229295285367197121e-01, 4.339179015422163221e-01, 3.577206165402200266e-01, 2.994410503080988106e-01, 4.803241037444817008e-01, 7.355429555280074139e-01, 2.041290791365091839e-01, 4.006296560128257411e-01, 2.711579320432118689e-01, 1.071050220671595055e+00, 2.843998321443912958e-01
2.081000000000000000e+03, 4.770010467990107861e-01, 6.006556641897332627e-01, 3.751827724289403254e-01, 4.646141759178563091e-01, 6.168356926761726644e-01, 2.282029863352787180e-01, 3.145537843169268766e-01, 3.646549416734971016e-01, 2.630483274257151560e-01, 4.867093208157922679e-01, 1.058053386716778954e+00, 2.110831715297549482e-01, 3.617739840021641506e-01, 3.099424526953649672e-01, 1.091969093782401812e+00, 2.663117268192851106e-01
2.082000000000000000e+03, 4.543415115376997493e-01, 5.843611654704325975e-01, 3.449197418559676875e-01, 4.902329048726593586e-01, 5.938834147137981301e-01, 2.271091852118833632e-01, 3.068644890584192875e-01, 3.958435520872503610e-01, 2.901524683844332597e-01, 5.359980179290737556e-01, 1.210490674484281826e+00, 2.355171721408410856e-01, 3.248552180649650345e-01, 2.980735845076998847e-01, 1.086369229689292615e+00, 2.843167107225411661e-01
2.083000000000000000e+03, 4.655073104619686930e-01, 6.034276752245989472e-01, 3.992444504255421300e-01, 4.672402820971616744e-01, 6.006302055241365956e-01, 2.307193682673672197e-01, 4.032156775132014204e-01, 3.897255195132713346e-01, 3.124249712431098613e-01, 5.270565185894371396e-01, 9.601469486722714608e-01, 2.191041302681500380e-01, 3.308120595991047019e-01, 2.625041676804446000e-01, 1.100565672409388851e+00, 2.812249039343167611e-01
2.084000000000000000e+03, 4.434399314128609770e-01, 5.889516494931873458e-01, 3.705044555060603706e-01, 4.484694154526667198e-01, 7.032745422176125416e-01, 2.266455330731839968e-01, 4.384760432530550034e-01, 3.778679948798676635e-01, 2.741441136381649324e-01, 5.055647926634254663e-01, 8.214146808628187690e-01, 2.152654815904342100e-01, 3.240772772186208406e-01, 2.615961120257120909e-01, 1.038577486308587039e+00, 2.662665570982188923e-01
2.085000000000000000e+03, 4.402546686346586191e-01, 5.791707912230655841e-01, 3.220090027115181663e-01, 4.565367280867066446e-01, 6.202618587321084842e-01, 2.297252412081670359e-01, 4.817177476415861470e-01, 3.613960618951478354e-01, 2.598118613016569545e-01, 5.167331930672551810e-01, 9.090545483531030646e-01, 2.222200125513150160e-01, 3.586042176551817451e-01, 3.049637818049834581e-01, 1.055935132449244307e+00, 2.507630345683818374e-01
2.086000000000000000e+03, 4.864369467450537776e-01, 5.834177539559717296e-01, 2.936889511754768867e-01, 4.405896030631683002e-01, 5.971832022819809627e-01, 2.476160001071207040e-01, 4.658202887128555236e-01, 3.720923183389729383e-01, 2.518639989758219011e-01, 5.233615722680088345e-01, 8.980050829177763649e-01, 2.284164833393723115e-01, 3.889841804151515370e-01, 3.049330438491208994e-01, 1.179606237173828953e+00, 2.566000941417179715e-01
2.087000000000000000e+03, 4.598632021474027276e-01, 5.869427945126630686e-01, 2.477126912891379762e-01, 4.717783227819511982e-01, 5.951012041828722676e-01, 2.250132842441269765e-01, 4.042549654964620598e-01, 3.729692772242466092e-01, 2.644957664759511329e-01, 5.284218848733860385e-01, 8.957523692937968685e-01, 2.154632991960517829e-01, 2.730189849313103823e-01, 2.793825393331026974e-01, 1.103284777648891213e+00, 2.774707211528403272e-01
2.088000000000000000e+03, 4.526403652919531173e-01, 6.117721084331143588e-01, 2.882864401395906495e-01, 4.801224475505797007e-01, 6.300005676787764353e-01, 2.268224187983179652e-01, 4.593812809890527871e-01, 3.471955338583768147e-01, 2.888964290392931344e-01, 5.274116621175941599e-01, 9.439988604409659256e-01, 2.095799392288933416e-01, 3.251244406066688408e-01, 2.785366219604402671e-01, 1.013641360565100458e+00, 3.249098696208924664e-01
2.089000000000000000e+03, 4.496667200898616934e-01, 5.913153454867220438e-01, 3.736340574222871136e-01, 4.675115982884904819e-01, 6.367724296089058988e-01, 2.203588631480087601e-01, 4.821893659683476607e-01, 3.570402676953826071e-01, 2.487736215605636791e-01, 5.654530772906962710e-01, 9.666646845705464397e-01, 2.198714613505322601e-01, 3.690787762616023482e-01, 2.818979018271764447e-01, 1.078397402758501711e+00, 3.067812088529104364e-01
2.090000000000000000e+03, 4.761651876855884646e-01, 6.068838283789702581e-01, 3.251521096621153850e-01, 4.966214254725686561e-01, 5.889047780433810386e-01, 2.411725368898697541e-01, 3.844905807777501128e-01, 3.619730063560524513e-01, 2.671105797230660661e-01, 5.119260378568845082e-01, 8.006362422143228352e-01, 2.094478138838901105e-01, 3.706699778149293301e-01, 2.829059952993690508e-01, 1.099309878498525350e+00, 2.839639499585766558e-01
2.091000000000000000e+03, 4.465854942620999246e-01, 6.154185264875662309e-01, 4.030731399559262518e-01, 4.618950855355730689e-01, 5.876167517818240427e-01, 2.263798986436324212e-01, 4.000511003158982448e-01, 3.433615569348857921e-01, 2.813794152027228046e-01, 4.809651454314121666e-01, 8.179072907216832222e-01, 2.031027771124308823e-01, 3.857540492525970977e-01, 2.983347529457580083e-01, 1.019327265160656193e+00, 2.665923323028071001e-01
2.092000000000000000e+03, 4.605482018050826576e-01, 6.013570588550838369e-01, 3.441012679594320223e-01, 4.643638989063629263e-01, 5.609724462516831878e-01, 2.248138586148696327e-01, 4.125180550050117634e-01, 3.549598498460815876e-01, 3.011255032670846488e-01, 5.119076409369294201e-01, 1.028100847543939711e+00, 2.013940974389502037e-01, 3.855343282816831030e-01, 2.942821968320090131e-01, 1.044442499668764013e+00, 2.526536052439021240e-01
2.093000000000000000e+03, 4.928733850166261976e-01, 6.123903587380641333e-01, 3.602329659599603495e-01, 4.781117258675179893e-01, 6.555231956690956707e-01, 2.339825826794001418e-01, 3.950394990331186906e-01, 3.471937746803010483e-01, 2.641888315177275404e-01, 5.345835244532248787e-01, 9.485032336177032786e-01, 2.198865787807207373e-01, 3.565808387480174924e-01, 2.630943867923941082e-01, 1.077355316020773390e+00, 2.574863891777793845e-01
2.094000000000000000e+03, 4.541751327012574779e-01, 6.078174542047859452e-01, 4.179216738882148285e-01, 4.664284517334928437e-01, 6.198237919635295468e-01, 2.244428123259558649e-01, 4.419443199127492949e-01, 3.705803403306083821e-01, 2.569259555144645657e-01, 5.349236173978230147e-01, 6.483407677770343103e-01, 2.205220907864859636e-01, 4.156020248156358510e-01, 2.909578812255173008e-01, 1.035782637181969834e+00, 2.616271820775000756e-01
2.095000000000000000e+03, 4.264802401934308373e-01, 5.772223422788693714e-01, 4.427771996663814047e-01, 4.700510637371060896e-01, 5.735250006192876837e-01, 2.214429914381952358e-01, 3.023345301118752215e-01, 3.716295018712698073e-01, 2.796094949680995034e-01, 5.151755773594602905e-01, 7.595004374655240920e-01, 2.171056482228009565e-01, 3.151378255943254603e-01, 3.026644405217588374e-01, 1.042191302694716715e+00, 2.524867683149946695e-01
2.096000000000000000e+03, 4.349366679685439108e-01, 5.716044095295937932e-01, 3.319287392718922036e-01, 4.734826144700678419e-01, 5.843178576974136229e-01, 2.231457442753514986e-01, 3.886169149657615618e-01, 3.738882701349394155e-01, 3.034702912616379367e-01, 5.276995064742177055e-01, 1.087239112066467062e+00, 1.997974054977477709e-01, 3.264591444634630246e-01, 2.804407334541648145e-01, 1.014193846441082902e+00, 2.500816268409323251e-01
2.097000000000000000e+03, 4.738677419082555908e-01, 6.145094283406287161e-01, 2.873576791237735240e-01, 4.750891442805957876e-01, 5.946875061679992580e-01, 2.238081052780293012e-01, 4.158368904271321220e-01, 3.725425589138293136e-01, 3.301820615380219315e-01, 5.454998525091181438e-01, 1.224360390514543262e+00, 2.299179467612007255e-01, 4.173003600949321545e-01, 2.796753006481308979e-01, 9.967759276304167804e-01, 2.521205439857309161e-01
2.098000000000000000e+03, 4.621971068827206985e-01, 6.084282366263219499e-01, 2.836212163501392047e-01, 4.647097964041592699e-01, 6.142525146027930649e-01, 2.246977651614205929e-01, 4.391770851641270124e-01, 3.656899813851342551e-01, 2.832321344850960432e-01, 5.533674130281209802e-01, 9.055442127695151333e-01, 2.086837795063622158e-01, 3.910707198323489786e-01, 2.916011255581655304e-01, 1.022832368355040877e+00, 2.552501075052276414e-01
2.099000000000000000e+03, 4.704456600285380485e-01, 6.155230867170798925e-01, 3.122662461489568719e-01, 4.534478457494635628e-01, 6.180441096360150821e-01, 2.250730017421683771e-01, 4.837649998465376466e-01, 3.370137796674330111e-01, 2.533319892072939394e-01, 4.867703243565073556e-01, 6.955335390107294513e-01, 2.301065409437040299e-01, 2.941374437889042182e-01, 2.987591362161984843e-01, 1.074322546575729564e+00, 2.730633764876609360e-01
2.100000000000000000e+03, 4.616154453405124647e-01, 6.076722183404353883e-01, 3.186597098454958532e-01, 4.572009127611887935e-01, 6.019998031591056176e-01, 2.310816745078905776e-01, 3.634174363173749422e-01, 3.385218765444437672e-01, 2.596423789315043806e-01, 4.858325919968679574e-01, 8.233219290656370593e-01, 2.408554380781817716e-01, 3.195994570872132123e-01, 2.928855902689349588e-01, 1.026798066111882068e+00, 2.593462552556349277e-01
