year, UKESM1-0-LL, INM-CM4-8, CMCC-CM2-SR5, CanESM5, IPSL-CM6A-LR, NorESM2-MM, CESM2-WACCM, ACCESS-ESM1-5, GFDL-ESM4, EC-Earth3-Veg, TaiESM1, MIROC-ES2L, CNRM-ESM2-1, INM-CM5-0, NorESM2-LM, MPI-ESM1-2-LR
2.070000000000000000e+03, 2.915847343802274736e+02, 2.896104720087565170e+02, 2.917835129960414520e+02, 2.903227997205797237e+02, 2.891436411257783448e+02, 2.911552714384894784e+02, 2.923879602934480317e+02, 2.906421459276124324e+02, 2.892705315923714693e+02, 2.904679483466362058e+02, 2.927313703773968996e+02, 2.938174840926100160e+02, 2.898921935121114757e+02, 2.898969832851658452e+02, 2.922328109635845408e+02, 2.915818250753611665e+02
2.071000000000000000e+03, 2.907744728161574130e+02, 2.900553197180460074e+02, 2.921517241561946889e+02, 2.903867065097894056e+02, 2.899601054465865673e+02, 2.914501843331237865e+02, 2.925792208578575924e+02, 2.904723498443440803e+02, 2.893284840538991602e+02, 2.898793769357773726e+02, 2.930761103908481005e+02, 2.933936499194518319e+02, 2.902209009463835514e+02, 2.900243940673768179e+02, 2.910539755550673817e+02, 2.908714660054628780e+02
2.072000000000000000e+03, 2.911979173883800627e+02, 2.902137390060340181e+02, 2.921300036647539287e+02, 2.901332241751591710e+02, 2.890392211175821444e+02, 2.911738574588945880e+02, 2.922418678939231995e+02, 2.898353152546314959e+02, 2.896211786861147743e+02, 2.896194723319768514e+02, 2.938172446977677055e+02, 2.936137037207560638e+02, 2.900416524275429424e+02, 2.896893908080876940e+02, 2.915799806999993393e+02, 2.905005013002126475e+02
2.073000000000000000e+03, 2.918498588236075761e+02, 2.906563873408493919e+02, 2.929393731410401642e+02, 2.913107969890553477e+02, 2.882180470651684914e+02, 2.913170888288526044e+02, 2.922503702083604935e+02, 2.904142807735184988e+02, 2.898076386035535279e+02, 2.898500016085239395e+02, 2.923149427089832670e+02, 2.940572989299759570e+02, 2.901840907169648176e+02, 2.899977238821358014e+02, 2.919155461163830978e+02, 2.909514256856064094e+02
2.074000000000000000e+03, 2.919576282916814307e+02, 2.902366747152723292e+02, 2.926374415922866774e+02, 2.913165178826727697e+02, 2.892416710784318639e+02, 2.911283861321169866e+02, 2.928770070539786730e+02, 2.903664049264138498e+02, 2.891684393142929252e+02, 2.905593006589061815e+02, 2.930413417034144459e+02, 2.938867595651391866e+02, 2.908477155831579353e+02, 2.901820779565866246e+02, 2.910549170325463137e+02, 2.910170174919936130e+02
2.075000000000000000e+03, 2.913557442211094894e+02, 2.897556885908283562e+02, 2.920542690727193644e+02, 2.908512105952727893e+02, 2.884778606099514491e+02, 2.906192904353312088e+02, 2.911393375599707269e+02, 2.904433774616002211e+02, 2.896366282817415367e+02, 2.899707759146581338e+02, 2.933226736502070366e+02, 2.930909206629124810e+02, 2.902001036448083937e+02, 2.900788066985064120e+02, 2.917900439949897873e+02, 2.904000863618757649e+02
2.076000000000000000e+03, 2.917471538997730249e+02, 2.903282265174081545e+02, 2.926730350096769371e+02, 2.907712153509604036e+02, 2.892348011266784056e+02, 2.906571979060155968e+02, 2.921997836768384786e+02, 2.908639058625644225e+02, 2.894759661234967325e+02, 2.895387954164117446e+02, 2.936531224758721805e+02, 2.938416789657855475e+02, 2.902230469761058771e+02, 2.900874306885027636e+02, 2.913554319563361901e+02, 2.908534521273758173e+02
2.077000000000000000e+03, 2.910689276591145926e+02, 2.896568019152835518e+02, 2.921166616365455297e+02, 2.911220353457433703e+02, 2.896944282758224176e+02, 2.904553089520685489e+02, 2.918983201205069804e+02, 2.907756014361535790e+02, 2.899693277793912785e+02, 2.898870077680169288e+02, 2.928921093554516233e+02, 2.933833348125991165e+02, 2.906818857972080536e+02, 2.896458842078679368e+02, 2.919023662361009883e+02, 2.903997787417144423e+02
2.078000000000000000e+03, 2.908775936268833107e+02, 2.904303661516372586e+02, 2.931062428705762954e+02, 2.913852008876374384e+02, 2.891128008697509131e+02, 2.906216189610510128e+02, 2.915890097651880524e+02, 2.910383410811074896e+02, 2.899074191008485286e+02, 2.899357332422243871e+02, 2.929510491731943489e+02, 2.937688337658871092e+02, 2.910615587251148781e+02, 2.903185241868645790e+02, 2.916036218660642589e+02, 2.908741168507057182e+02
2.079000000000000000e+03, 2.913904233808653430e+02, 2.903553411487964127e+02, 2.922250504189349840e+02, 2.910660938968907772e+02, 2.890819909169681523e+02, 2.914279597405824234e+02, 2.920932457107997493e+02, 2.904765940214758757e+02, 2.894522524213157908e+02, 2.905330184672756104e+02, 2.930832267904902437e+02, 2.934292984337495227e+02, 2.901612125244593017e+02, 2.901342393126897150e+02, 2.915468028710483850e+02, 2.907501376215537903e+02
2.080000000000000000e+03, 2.916763013020326980e+02, 2.901363763156454070e+02, 2.916693235525858654e+02, 2.904085411090471212e+02, 2.889777476500350986e+02, 2.912965090045806278e+02, 2.923352791683913097e+02, 2.907328440499262570e+02, 2.893979166340336633e+02, 2.905716846230224064e+02, 2.926906865759272591e+02, 2.936249615910919601e+02, 2.905731348324283090e+02, 2.900552764677319715e+02, 2.912109401242401532e+02, 2.910854337079494485e+02
2.081000000000000000e+03, 2.915596167493272333e+02, 2.897495352227810486e+02, 2.928510114715613213e+02, 2.909581711424326045e+02, 2.890994707027650179e+02, 2.909335392793627761e+02, 2.912350539732169636e+02, 2.907224389854895890e+02, 2.897349367594067644e+02, 2.904486831138408434e+02, 2.933515904422553149e+02, 2.939959206020878923e+02, 2.908746920676489935e+02, 2.904240887062024399e+02, 2.918742761149213720e+02, 2.915827985477091033e+02
2.082000000000000000e+03, 2.917804422222725407e+02, 2.892151878851620950e+02, 2.921977568023406207e+02, 2.907476632636474392e+02, 2.894043634521718218e+02, 2.904371168345710998e+02, 2.918137291310408159e+02, 2.898508003388794236e+02, 2.896019029371583997e+02, 2.903055155923332791e+02, 2.933999884123804236e+02, 2.938287803749357749e+02, 2.907719006708084635e+02, 2.905011100585407462e+02, 2.919327239831776524e+02, 2.909680706566578579e+02
2.083000000000000000e+03, 2.915783094600194545e+02, 2.896242554944102494e+02, 2.921891096993634847e+02, 2.907445802144188178e+02, 2.891672756049674717e+02, 2.913152615509757197e+02, 2.925048623721089598e+02, 2.908288765164985534e+02, 2.899870333686469053e+02, 2.908078753093795967e+02, 2.929674504730788840e+02, 2.938579421330889545e+02, 2.902941099755002483e+02, 2.904017857102373910e+02, 2.913275538849704276e+02, 2.902736481773931700e+02
2.084000000000000000e+03, 2.909635619840657341e+02, 2.899146987698937323e+02, 2.921942895878186164e+02, 2.908865439315979415e+02, 2.891932291810036872e+02, 2.902664362982177408e+02, 2.919304893977189295e+02, 2.904627676798709217e+02, 2.904086839802242821e+02, 2.901228438730609014e+02, 2.931549439342790038e+02, 2.939850362446433678e+02, 2.906036856770659824e+02, 2.895826578287991993e+02, 2.913402137992616190e+02, 2.910675818893323594e+02
2.085000000000000000e+03, 2.911157290347246089e+02, 2.903658835319614582e+02, 2.921273960045477338e+02, 2.907116202650432797e+02, 2.888891334510197453e+02, 2.910253746962723085e+02, 2.925096554828496096e+02, 2.912385268778272689e+02, 2.901864574009310331e+02, 2.909014269081116026e+02, 2.934388664392685655e+02, 2.943553017644846932e+02, 2.906336516043976985e+02, 2.898327320757150005e+02, 2.907115757845947428e+02, 2.912654667099218955e+02
2.086000000000000000e+03, 2.913356968021560078e+02, 2.896964820227390760e+02, 2.933751430660642541e+02, 2.915949991222121866e+02, 2.895837120278029602e+02, 2.910270323762986777e+02, 2.919527284374030387e+02, 2.907788476593294718e+02, 2.893611802494455105e+02, 2.906098463449219480e+02, 2.934217186332929828e+02, 2.936159808011591394e+02, 2.907254681516056394e+02, 2.902025149173686032e+02, 2.912963680252664176e+02, 2.910566007543125124e+02
2.087000000000000000e+03, 2.913979650628599529e+02, 2.901512903945330777e+02, 2.935721973761254162e+02, 2.909104132505632379e+02, 2.888836840233171870e+02, 2.906463769012568150e+02, 2.915886163278981371e+02, 2.903735602135520253e+02, 2.898923440493468320e+02, 2.910508395270879873e+02, 2.937441501794136798e+02, 2.940704314828865904e+02, 2.906374070409154911e+02, 2.899023393718683792e+02, 2.908466397043662255e+02, 2.909838949710998577e+02
2.088000000000000000e+03, 2.906465107422486653e+02, 2.902567779795863885e+02, 2.932577605884673062e+02, 2.908228013834519743e+02, 2.895509909546400991e+02, 2.906321478643976661e+02, 2.924112508332830771e+02, 2.902404298110330956e+02, 2.897611614023784341e+02, 2.907903512851242454e+02, 2.931854701839935728e+02, 2.942585529847952444e+02, 2.903191954796710661e+02, 2.896326454589502646e+02, 2.908498000916366095e+02, 2.905094839999717351e+02
2.089000000000000000e+03, 2.917722776574179306e+02, 2.898308571665583031e+02, 2.924518094967416459e+02, 2.906183645246157994e+02, 2.889976720787211093e+02, 2.906197484876713020e+02, 2.924582338328676769e+02, 2.907071099236879945e+02, 2.897885535570625848e+02, 2.910132771844077979e+02, 2.933845014739010253e+02, 2.934368855415322628e+02, 2.899680503459882743e+02, 2.899299505206197409e+02, 2.915896417371614575e+02, 2.909897625235187775e+02
2.090000000000000000e+03, 2.915296884933811157e+02, 2.894568366697096735e+02, 2.927321334760894160e+02, 2.909356241432101342e+02, 2.894017339650660006e+02, 2.908136645129648059e+02, 2.916984461935412014e+02, 2.903572487171727516e+02, 2.891582509044938547e+02, 2.912274555700869314e+02, 2.930533182821642413e+02, 2.933706635482294018e+02, 2.905473048144589825e+02, 2.902152983971121216e+02, 2.916231234709565570e+02, 2.910422663606507285e+02
2.091000000000000000e+03, 2.909593502329203147e+02, 2.898898660638978413e+02, 2.920098841779184795e+02, 2.908476818617731396e+02, 2.897275451320985553e+02, 2.904054292766034564e+02, 2.917419100649361212e+02, 2.907717104568447439e+02, 2.899402383402795635e+02, 2.902983847168342777e+02, 2.926846023887562751e+02, 2.931401344429925757e+02, 2.913868509651363752e+02, 2.898869135358401081e+02, 2.920475455614887323e+02, 2.905552290472670620e+02
2.092000000000000000e+03, 2.913540968840372329e+02, 2.899031512057440523e+02, 2.928934578458522537e+02, 2.903022950692885615e+02, 2.880011459541976819e+02, 2.910114326845443884e+02, 2.921251718487509947e+02, 2.907125450406408049e+02, 2.895863607782464442e+02, 2.905048556051793867e+02, 2.926643408821634580e+02, 2.933461826131867838e+02, 2.905194743170779361e+02, 2.893727122669542382e+02, 2.917495893390727701e+02, 2.908975959263077584e+02
2.093000000000000000e+03, 2.913290924111432787e+02, 2.895324435156414324e+02, 2.927614099198052031e+02, 2.912783114783146061e+02, 2.887449063826263682e+02, 2.909723009011548243e+02, 2.918561022121830888e+02, 2.909134353518037983e+02, 2.894533812094002201e+02, 2.906161886217489609e+02, 2.936112907236202432e+02, 2.932453380267615444e+02, 2.915843517959840483e+02, 2.892366299379063435e+02, 2.921500278868969076e+02, 2.912378884521316422e+02
2.094000000000000000e+03, 2.910945260519018234e+02, 2.904121427200198582e+02, 2.936352508830717056e+02, 2.909167187478332721e+02, 2.891408603406811721e+02, 2.909804024806863936e+02, 2.914333314977303075e+02, 2.905650789417056785e+02, 2.895264338990997430e+02, 2.907118813790322633e+02, 2.928782477397850812e+02, 2.934089637371644699e+02, 2.906483112523969226e+02, 2.902329210008408040e+02, 2.914303988899100091e+02, 2.909489524533992153e+02
2.095000000000000000e+03, 2.912171670817403424e+02, 2.898606711630421842e+02, 2.925132182201586488e+02, 2.900649599987979741e+02, 2.891449782658722256e+02, 2.908369130895954413e+02, 2.914666887337375556e+02, 2.905735360879641576e+02, 2.893531043884176484e+02, 2.904304406409996204e+02, 2.925540268540717648e+02, 2.936894368595954461e+02, 2.910070079791976809e+02, 2.892544655609071356e+02, 2.912843526262358864e+02, 2.910128494585035810e+02
2.096000000000000000e+03, 2.906205995648319345e+02, 2.900502747009452378e+02, 2.927434033114443537e+02, 2.905094940679932165e+02, 2.892009736129798512e+02, 2.907406114148609504e+02, 2.922485174593199986e+02, 2.905248556610238779e+02, 2.890646129689571922e+02, 2.903120944689319458e+02, 2.927145917525277810e+02, 2.933441060081548244e+02, 2.906815606703281674e+02, 2.903431713375333061e+02, 2.910596600501282865e+02, 2.908678473263346405e+02
2.097000000000000000e+03, 2.906200483008464630e+02, 2.895804118145425150e+02, 2.926123255384042068e+02, 2.904456704425799103e+02, 2.891033550813438069e+02, 2.904728114350638748e+02, 2.913704468526668165e+02, 2.902295970378043535e+02, 2.896408451204308108e+02, 2.912059715524369494e+02, 2.927678585049466733e+02, 2.937891909128388761e+02, 2.908919751577220154e+02, 2.893884887858657748e+02, 2.911608476892056387e+02, 2.902112158219980529e+02
2.098000000000000000e+03, 2.905385369344154469e+02, 2.898016957291031304e+02, 2.930541938609594581e+02, 2.903851525754046179e+02, 2.891211088325790683e+02, 2.905708882363684893e+02, 2.922197554229027787e+02, 2.901102954113983969e+02, 2.898732514569179557e+02, 2.904404050728745119e+02, 2.930271378545265861e+02, 2.933595124542309804e+02, 2.905428345475094716e+02, 2.897648106106548767e+02, 2.914111179233696589e+02, 2.909078856774779638e+02
2.099000000000000000e+03, 2.909089058237187828e+02, 2.898206484994466337e+02, 2.931457106492065350e+02, 2.907801683783254134e+02, 2.887546119316940008e+02, 2.909426570082168269e+02, 2.917151277858625917e+02, 2.911178766685656001e+02, 2.895375366259973475e+02, 2.905385648180729845e+02, 2.929979349498516967e+02, 2.931859321276714923e+02, 2.901511421759929021e+02, 2.894333502996103675e+02, 2.918096990260453367e+02, 2.902419304123877737e+02
2.100000000000000000e+03, 2.917665045132105774e+02, 2.900561163264562765e+02, 2.923379624373685601e+02, 2.901507892730107301e+02, 2.886143968046309283e+02, 2.907328062362065566e+02, 2.916326331954202828e+02, 2.900235361381523944e+02, 2.893510230810451276e+02, 2.913108171208970134e+02, 2.937128146222915461e+02, 2.937123883872239958e+02, 2.902898888873544934e+02, 2.898122616101144331e+02, 2.915491651754432496e+02, 2.913296754805537034e+02
